geo,time,ic_reg_proc_fe
mkd,2015,4
mkd,2016,4
mkd,2017,4
mli,2003,12
mli,2004,12
mli,2005,12
mli,2006,12
mli,2007,10
mli,2008,10
mli,2009,6
mli,2010,6
mli,2011,4
mli,2012,4
mli,2013,5
mli,2014,5
mli,2015,5
mli,2016,5
mli,2017,5
mlt,2011,10
mlt,2012,10
mlt,2013,10
mlt,2014,10
mlt,2015,10
mlt,2016,9
mlt,2017,8
mmr,2012,15
mmr,2013,15
mmr,2014,15
mmr,2015,14
mmr,2016,12
mmr,2017,12
mne,2006,13
mne,2007,13
mne,2008,13
mne,2009,11
mne,2010,7
mne,2011,6
mne,2012,6
mne,2013,6
mne,2014,6
mne,2015,6
mne,2016,6
mne,2017,6
mng,2003,9
mng,2004,8
mng,2005,8
mng,2006,8
mng,2007,8
mng,2008,8
mng,2009,8
mng,2010,8
mng,2011,8
mng,2012,8
mng,2013,6
mng,2014,6
mng,2015,6
mng,2016,6
mng,2017,6
moz,2003,15
moz,2004,15
moz,2005,15
moz,2006,14
moz,2007,11
moz,2008,11
moz,2009,11
moz,2010,10
moz,2011,10
moz,2012,10
moz,2013,10
moz,2014,10
moz,2015,10
moz,2016,10
moz,2017,10
mrt,2003,11
mrt,2004,11
mrt,2005,11
mrt,2006,11
mrt,2007,11
mrt,2008,9
mrt,2009,9
mrt,2010,9
mrt,2011,9
mrt,2012,9
mrt,2013,9
mrt,2014,7
mrt,2015,7
mrt,2016,7
mrt,2017,4
mus,2004,7
mus,2005,7
mus,2006,7
mus,2007,7
mus,2008,6
mus,2009,6
mus,2010,6
mus,2011,6
mus,2012,6
mus,2013,6
mus,2014,6
mus,2015,6
mus,2016,6
mus,2017,6
mwi,2003,10
mwi,2004,10
mwi,2005,10
mwi,2006,10
mwi,2007,10
mwi,2008,10
mwi,2009,10
mwi,2010,10
mwi,2011,10
mwi,2012,10
mwi,2013,10
mwi,2014,8
mwi,2015,8
mwi,2016,7
mwi,2017,7
mys,2003,11
mys,2004,11
mys,2005,11
mys,2006,11
mys,2007,11
mys,2008,11
mys,2009,11
mys,2010,10
mys,2011,7
mys,2012,7
mys,2013,7
mys,2014,7
mys,2015,7
mys,2016,9
mys,2017,9
nam,2003,10
nam,2004,10
nam,2005,10
nam,2006,10
nam,2007,10
nam,2008,10
nam,2009,10
nam,2010,10
nam,2011,10
nam,2012,10
nam,2013,10
nam,2014,10
nam,2015,10
nam,2016,10
nam,2017,10
ner,2003,13
ner,2004,13
ner,2005,13
ner,2006,11
ner,2007,11
ner,2008,11
ner,2009,9
ner,2010,9
ner,2011,9
ner,2012,9
ner,2013,6
ner,2014,6
ner,2015,6
ner,2016,4
ner,2017,3
nga,2013,8.5
nga,2014,8.5
nga,2015,8.5
nga,2016,8.5
nga,2017,8.5
nic,2003,11
nic,2004,8
nic,2005,8
nic,2006,8
nic,2007,8
nic,2008,8
nic,2009,8
nic,2010,8
nic,2011,8
nic,2012,8
nic,2013,8
nic,2014,7
nic,2015,7
nic,2016,7
nic,2017,7
nld,2003,7
nld,2004,7
nld,2005,7
nld,2006,6
nld,2007,6
nld,2008,6
nld,2009,6
nld,2010,6
nld,2011,6
nld,2012,5
nld,2013,4
nld,2014,4
nld,2015,4
nld,2016,4
nld,2017,4
nor,2003,5
nor,2004,5
nor,2005,5
nor,2006,4
nor,2007,5
nor,2008,5
nor,2009,5
nor,2010,5
nor,2011,5
nor,2012,5
nor,2013,5
nor,2014,4
nor,2015,4
nor,2016,4
nor,2017,4
npl,2003,7
npl,2004,7
npl,2005,7
npl,2006,7
npl,2007,7
npl,2008,7
npl,2009,7
npl,2010,7
npl,2011,7
npl,2012,7
npl,2013,7
npl,2014,7
npl,2015,7
npl,2016,7
npl,2017,7
nzl,2003,2
nzl,2004,2
nzl,2005,2
nzl,2006,2
nzl,2007,2
nzl,2008,1
nzl,2009,1
nzl,2010,1
nzl,2011,1
nzl,2012,1
nzl,2013,1
nzl,2014,1
nzl,2015,1
nzl,2016,1
nzl,2017,1
omn,2003,12
omn,2004,12
omn,2005,12
omn,2006,12
omn,2007,12
omn,2008,9
omn,2009,7
omn,2010,7
omn,2011,7
omn,2012,7
omn,2013,7
omn,2014,7
omn,2015,7
omn,2016,5
omn,2017,5
pak,2013,12
pak,2014,12
pak,2015,12
pak,2016,12
pak,2017,12
pan,2003,6
pan,2004,6
pan,2005,6
pan,2006,6
pan,2007,6
pan,2008,6
pan,2009,6
pan,2010,6
pan,2011,6
pan,2012,6
pan,2013,5
pan,2014,5
pan,2015,5
pan,2016,5
pan,2017,5
per,2003,11
per,2004,11
per,2005,11
per,2006,11
per,2007,11
per,2008,11
per,2009,10
per,2010,8
per,2011,7
per,2012,7
per,2013,7
per,2014,7
per,2015,7
per,2016,7
per,2017,7
phl,2003,17
phl,2004,17
phl,2005,17
phl,2006,17
phl,2007,17
phl,2008,17
phl,2009,18
phl,2010,17
phl,2011,16
phl,2012,16
phl,2013,16
phl,2014,16
phl,2015,16
phl,2016,16
phl,2017,16
plw,2003,8
plw,2004,7
plw,2005,7
plw,2006,8
plw,2007,8
plw,2008,8
plw,2009,8
plw,2010,8
plw,2011,8
plw,2012,8
plw,2013,8
plw,2014,8
plw,2015,8
plw,2016,8
plw,2017,8
png,2003,6
png,2004,6
png,2005,6
png,2006,6
png,2007,6
png,2008,6
png,2009,6
png,2010,6
png,2011,6
png,2012,6
png,2013,6
png,2014,6
png,2015,6
png,2016,6
png,2017,6
pol,2003,11
pol,2004,11
pol,2005,11
pol,2006,11
pol,2007,11
pol,2008,11
pol,2009,7
pol,2010,7
pol,2011,7
pol,2012,7
pol,2013,5
pol,2014,5
pol,2015,5
pol,2016,5
pol,2017,5
pri,2003,7
pri,2004,7
pri,2005,7
pri,2006,7
pri,2007,7
pri,2008,7
pri,2009,7
pri,2010,7
pri,2011,6
pri,2012,6
pri,2013,6
pri,2014,6
pri,2015,6
pri,2016,6
pri,2017,6
prt,2003,11
prt,2004,11
prt,2005,11
prt,2006,8
prt,2007,7
prt,2008,6
prt,2009,6
prt,2010,6
prt,2011,6
prt,2012,6
prt,2013,5
prt,2014,6
prt,2015,6
prt,2016,6
prt,2017,6
pry,2003,17
pry,2004,17
pry,2005,17
pry,2006,17
pry,2007,7
pry,2008,7
pry,2009,7
pry,2010,7
pry,2011,7
pry,2012,7
pry,2013,7
pry,2014,7
pry,2015,7
pry,2016,7
pry,2017,7
pse,2004,14
pse,2005,14
pse,2006,14
pse,2007,14
pse,2008,13
pse,2009,13
pse,2010,13
pse,2011,13
pse,2012,13
pse,2013,11
pse,2014,11
pse,2015,11
pse,2016,11
pse,2017,11
qat,2007,8
qat,2008,8
qat,2009,8
qat,2010,10
qat,2011,9
qat,2012,9
qat,2013,9
qat,2014,9
qat,2015,9
qat,2016,9
qat,2017,9
rou,2003,7
rou,2004,6
rou,2005,6
rou,2006,6
rou,2007,6
rou,2008,6
rou,2009,6
rou,2010,6
rou,2011,7
rou,2012,7
rou,2013,6
rou,2014,6
rou,2015,6
rou,2016,6
rou,2017,6
rus,2013,6.4
rus,2014,4.7
rus,2015,4.7
rus,2016,4
rus,2017,4
rwa,2003,9
rwa,2004,9
rwa,2005,9
rwa,2006,9
rwa,2007,9
rwa,2008,8
rwa,2009,6
rwa,2010,6
rwa,2011,6
rwa,2012,7
rwa,2013,7
rwa,2014,8
rwa,2015,7
rwa,2016,5
rwa,2017,5
sau,2003,20
sau,2004,20
sau,2005,20
sau,2006,20
sau,2007,14
sau,2008,14
sau,2009,15
sau,2010,15
sau,2011,15
sau,2012,15
sau,2013,15
sau,2014,15
sau,2015,15
sau,2016,15
sau,2017,12
sdn,2004,12
sdn,2005,11
sdn,2006,11
sdn,2007,11
sdn,2008,11
sdn,2009,11
sdn,2010,11
sdn,2011,11
sdn,2012,11
sdn,2013,11
sdn,2014,11
sdn,2015,11
sdn,2016,11
sdn,2017,11
sen,2003,11
sen,2004,11
sen,2005,11
sen,2006,11
sen,2007,11
sen,2008,5
sen,2009,5
sen,2010,5
sen,2011,4
sen,2012,4
sen,2013,4
sen,2014,4
sen,2015,4
sen,2016,4
sen,2017,4
sgp,2003,7
sgp,2004,7
sgp,2005,6
sgp,2006,6
sgp,2007,5
sgp,2008,4
sgp,2009,3
sgp,2010,3
sgp,2011,3
sgp,2012,3
sgp,2013,3
sgp,2014,3
sgp,2015,3
sgp,2016,3
sgp,2017,3
slb,2003,7
slb,2004,7
slb,2005,7
slb,2006,7
slb,2007,7
slb,2008,7
slb,2009,7
slb,2010,7
slb,2011,7
slb,2012,7
slb,2013,7
slb,2014,7
slb,2015,7
slb,2016,7
slb,2017,7
sle,2003,8
sle,2004,8
sle,2005,8
sle,2006,8
sle,2007,8
sle,2008,6
sle,2009,6
sle,2010,6
sle,2011,6
sle,2012,6
sle,2013,6
sle,2014,6
sle,2015,6
sle,2016,6
sle,2017,5
slv,2003,13
slv,2004,13
slv,2005,13
slv,2006,11
slv,2007,10
slv,2008,9
slv,2009,9
slv,2010,9
slv,2011,9
slv,2012,9
slv,2013,9
slv,2014,9
slv,2015,9
slv,2016,9
slv,2017,9
smr,2012,9
smr,2013,9
smr,2014,8
smr,2015,8
smr,2016,8
smr,2017,8
som,2015,9
som,2016,9
som,2017,9
south_asia,2003,7.75
south_asia,2004,7.2
south_asia,2005,7.2
south_asia,2006,7.2
south_asia,2007,6.8
south_asia,2008,6.8
south_asia,2009,7
south_asia,2010,7
south_asia,2011,7
south_asia,2012,7
south_asia,2013,8.5625
south_asia,2014,8.6125
south_asia,2015,8.3625
south_asia,2016,8.2375
south_asia,2017,8.0625
srb,2003,12
srb,2004,12
srb,2005,11
srb,2006,11
srb,2007,11
srb,2008,11
srb,2009,7
srb,2010,7
srb,2011,7
srb,2012,6
srb,2013,6
srb,2014,6
srb,2015,6
srb,2016,5
srb,2017,5
ssd,2012,13
ssd,2013,13
ssd,2014,13
ssd,2015,13
ssd,2016,13
ssd,2017,12
stp,2004,11
stp,2005,11
stp,2006,11
stp,2007,11
stp,2008,11
stp,2009,11
stp,2010,12
stp,2011,7
stp,2012,7
stp,2013,7
stp,2014,6
stp,2015,6
stp,2016,6
stp,2017,6
sub_saharan_africa,2003,11.40625
sub_saharan_africa,2004,11.25
sub_saharan_africa,2005,11.40909
sub_saharan_africa,2006,11.2
sub_saharan_africa,2007,10.91111
sub_saharan_africa,2008,10.31111
sub_saharan_africa,2009,9.8
sub_saharan_africa,2010,9.57778
sub_saharan_africa,2011,9.04444
sub_saharan_africa,2012,8.86957
sub_saharan_africa,2013,8.67021
sub_saharan_africa,2014,8.45745
sub_saharan_africa,2015,8.44792
sub_saharan_africa,2016,8.09375
sub_saharan_africa,2017,7.69792
sur,2005,14
sur,2006,14
sur,2007,14
sur,2008,14
sur,2009,14
sur,2010,14
sur,2011,14
sur,2012,14
sur,2013,14
sur,2014,14
sur,2015,14
sur,2016,14
sur,2017,14
svk,2003,11
svk,2004,10
svk,2005,10
svk,2006,10
svk,2007,10
svk,2008,7
svk,2009,7
svk,2010,7
svk,2011,7
svk,2012,7
svk,2013,8
svk,2014,8
svk,2015,7
svk,2016,7
svk,2017,7
svn,2003,11
svn,2004,11
svn,2005,11
svn,2006,11
svn,2007,11
svn,2008,7
svn,2009,5
svn,2010,4
svn,2011,4
svn,2012,4
svn,2013,4
svn,2014,4
svn,2015,4
svn,2016,4
svn,2017,4
swe,2003,3
swe,2004,3
swe,2005,3
swe,2006,3
swe,2007,3
swe,2008,3
swe,2009,3
swe,2010,3
swe,2011,3
swe,2012,3
swe,2013,3
swe,2014,3
swe,2015,3
swe,2016,3
swe,2017,3
swz,2005,12
swz,2006,12
swz,2007,12
swz,2008,12
swz,2009,12
swz,2010,12
swz,2011,12
swz,2012,12
swz,2013,12
swz,2014,12
swz,2015,12
swz,2016,12
swz,2017,12
syc,2005,10
syc,2006,10
syc,2007,10
syc,2008,10
syc,2009,10
syc,2010,10
syc,2011,10
syc,2012,10
syc,2013,9
syc,2014,9
syc,2015,9
syc,2016,9
syc,2017,9
syr,2003,13
syr,2004,13
syr,2005,13
syr,2006,13
syr,2007,14
syr,2008,9
syr,2009,8
syr,2010,8
syr,2011,8
syr,2012,8
syr,2013,8
syr,2014,8
syr,2015,8
syr,2016,8
syr,2017,8
tcd,2003,13
tcd,2004,13
tcd,2005,13
tcd,2006,13
tcd,2007,13
tcd,2008,13
tcd,2009,13
tcd,2010,13
tcd,2011,11
tcd,2012,9
tcd,2013,9
tcd,2014,9
tcd,2015,9
tcd,2016,9
tcd,2017,9
tgo,2003,13
tgo,2004,13
tgo,2005,13
tgo,2006,13
tgo,2007,13
tgo,2008,13
tgo,2009,7
tgo,2010,7
tgo,2011,7
tgo,2012,6
tgo,2013,7
tgo,2014,6
tgo,2015,6
tgo,2016,5
tgo,2017,5
tha,2003,10
tha,2004,10
tha,2005,10
tha,2006,10
tha,2007,10
tha,2008,10
tha,2009,9
tha,2010,9
tha,2011,8
tha,2012,7
tha,2013,7
tha,2014,7
tha,2015,7
tha,2016,6
tha,2017,5
tjk,2005,14
tjk,2006,14
tjk,2007,13
tjk,2008,13
tjk,2009,12
tjk,2010,8
tjk,2011,5
tjk,2012,5
tjk,2013,5
tjk,2014,4
tjk,2015,4
tjk,2016,5
tjk,2017,4
tls,2004,11
tls,2005,11
tls,2006,11
tls,2007,11
tls,2008,11
tls,2009,11
tls,2010,10
tls,2011,8
tls,2012,8
tls,2013,8
tls,2014,5
tls,2015,4
tls,2016,4
tls,2017,4
ton,2003,4
ton,2004,4
ton,2005,4
ton,2006,4
ton,2007,4
ton,2008,4
ton,2009,4
ton,2010,4
ton,2011,4
ton,2012,4
ton,2013,4
ton,2014,4
ton,2015,4
ton,2016,4
ton,2017,4
tto,2005,9
tto,2006,9
tto,2007,9
tto,2008,9
tto,2009,9
tto,2010,8
tto,2011,8
tto,2012,8
tto,2013,7
tto,2014,7
tto,2015,7
tto,2016,7
tto,2017,7
tun,2003,9
tun,2004,9
tun,2005,9
tun,2006,9
tun,2007,9
tun,2008,9
tun,2009,9
tun,2010,9
tun,2011,9
tun,2012,9
tun,2013,9
tun,2014,9
tun,2015,9
tun,2016,9
tun,2017,9
tur,2003,14
tur,2004,7
tur,2005,7
tur,2006,7
tur,2007,7
tur,2008,7
tur,2009,7
tur,2010,7
tur,2011,7
tur,2012,7
tur,2013,7
tur,2014,8
tur,2015,8
tur,2016,7
tur,2017,7
tza,2003,13
tza,2004,13
tza,2005,13
tza,2006,13
tza,2007,12
tza,2008,12
tza,2009,12
tza,2010,12
tza,2011,12
tza,2012,11
tza,2013,11
tza,2014,11
tza,2015,11
tza,2016,11
tza,2017,11
uga,2003,17
uga,2004,17
uga,2005,17
uga,2006,17
uga,2007,17
uga,2008,17
uga,2009,17
uga,2010,16
uga,2011,14
uga,2012,14
uga,2013,14
uga,2014,14
uga,2015,14
uga,2016,13
uga,2017,13
ukr,2003,16
ukr,2004,16
ukr,2005,16
ukr,2006,11
ukr,2007,11
ukr,2008,11
ukr,2009,11
ukr,2010,11
ukr,2011,10
ukr,2012,8
ukr,2013,7
ukr,2014,7
ukr,2015,5
ukr,2016,6
ukr,2017,6
upper_middle_income,2003,11.14706
upper_middle_income,2004,10.40541
upper_middle_income,2005,10.2
upper_middle_income,2006,10.15217
upper_middle_income,2007,9.71739
upper_middle_income,2008,9.17391
upper_middle_income,2009,8.65217
upper_middle_income,2010,8.47826
upper_middle_income,2011,8.34783
upper_middle_income,2012,8.29787
upper_middle_income,2013,8.16863
upper_middle_income,2014,8.08431
upper_middle_income,2015,7.93529
upper_middle_income,2016,7.8
upper_middle_income,2017,7.72157
ury,2003,11
ury,2004,11
ury,2005,11
ury,2006,10
ury,2007,11
ury,2008,11
ury,2009,11
ury,2010,11
ury,2011,5
ury,2012,5
ury,2013,5
ury,2014,5
ury,2015,5
ury,2016,5
ury,2017,5
usa,2013,6
usa,2014,6
usa,2015,6
usa,2016,6
usa,2017,6
uzb,2003,10
uzb,2004,10
uzb,2005,10
uzb,2006,10
uzb,2007,9
uzb,2008,9
uzb,2009,9
uzb,2010,9
uzb,2011,8
uzb,2012,8
uzb,2013,6
uzb,2014,6
uzb,2015,4
uzb,2016,4
uzb,2017,3
vct,2005,8
vct,2006,8
vct,2007,8
vct,2008,8
vct,2009,7
vct,2010,7
vct,2011,7
vct,2012,7
vct,2013,7
vct,2014,7
vct,2015,7
vct,2016,7
vct,2017,7
ven,2003,16
ven,2004,16
ven,2005,16
ven,2006,17
ven,2007,18
ven,2008,18
ven,2009,18
ven,2010,19
ven,2011,19
ven,2012,19
ven,2013,19
ven,2014,20
ven,2015,20
ven,2016,20
ven,2017,20
vnm,2003,11
vnm,2004,10
vnm,2005,10
vnm,2006,10
vnm,2007,10
vnm,2008,10
vnm,2009,10
vnm,2010,9
vnm,2011,9
vnm,2012,9
vnm,2013,9
vnm,2014,9
vnm,2015,9
vnm,2016,9
vnm,2017,9
vut,2003,7
vut,2004,7
vut,2005,8
vut,2006,8
vut,2007,8
vut,2008,8
vut,2009,8
vut,2010,8
vut,2011,8
vut,2012,8
vut,2013,8
vut,2014,8
vut,2015,8
vut,2016,7
vut,2017,7
world,2003,10.23134
world,2004,9.88889
world,2005,9.8773
world,2006,9.76647
world,2007,9.42941
world,2008,8.91228
world,2009,8.51163
world,2010,8.3314
world,2011,7.96552
world,2012,7.92697
world,2013,7.77143
world,2014,7.60688
world,2015,7.40579
world,2016,7.22316
world,2017,7.02632
wsm,2003,9
wsm,2004,8
wsm,2005,8
wsm,2006,8
wsm,2007,8
wsm,2008,8
wsm,2009,4
wsm,2010,4
wsm,2011,4
wsm,2012,4
wsm,2013,4
wsm,2014,4
wsm,2015,4
wsm,2016,4
wsm,2017,4
yem,2003,13
yem,2004,13
yem,2005,13
yem,2006,13
yem,2007,13
yem,2008,8
yem,2009,7
yem,2010,7
yem,2011,7
yem,2012,7
yem,2013,7
yem,2014,7
yem,2015,7
yem,2016,7
yem,2017,7
zaf,2003,9
zaf,2004,9
zaf,2005,9
zaf,2006,9
zaf,2007,8
zaf,2008,6
zaf,2009,6
zaf,2010,6
zaf,2011,6
zaf,2012,6
zaf,2013,6
zaf,2014,7
zaf,2015,7
zaf,2016,7
zaf,2017,7
zmb,2003,7
zmb,2004,7
zmb,2005,7
zmb,2006,7
zmb,2007,7
zmb,2008,7
zmb,2009,7
zmb,2010,7
zmb,2011,7
zmb,2012,8
zmb,2013,7
zmb,2014,7
zmb,2015,7
zmb,2016,7
zmb,2017,7
zwe,2003,10
zwe,2004,10
zwe,2005,10
zwe,2006,10
zwe,2007,10
zwe,2008,10
zwe,2009,10
zwe,2010,10
zwe,2011,10
zwe,2012,10
zwe,2013,10
zwe,2014,10
zwe,2015,10
zwe,2016,10
zwe,2017,9
