geo,time,cm_mkt_lcap_cd
jam,2002,6037030000
jam,2010,3884350000
jam,2011,5008860000
jor,2007,40838460000.00001
jor,2008,35894700000.00001
jor,2009,31826650000
jor,2010,30864420000
jor,2011,27183020000
jor,2012,26967480000
jor,2013,25764430000
jor,2014,25554860000
jor,2015,25452410000
jor,2016,24573951247.1655
jor,2017,23968560000
jpn,1975,141799089999.99997
jpn,1976,180900950000.00003
jpn,1977,21530430000
jpn,1978,34198150000
jpn,1979,289123900000
jpn,1980,379212790000.00006
jpn,1981,417943120000
jpn,1982,417405180000
jpn,1983,545848260000
jpn,1984,644412020000.00012
jpn,1985,948262520000
jpn,1986,1783639430000.00049
jpn,1987,2726369260000.00049
jpn,1988,3789032960000.00049
jpn,1989,4260382520000
jpn,1990,2928533730000
jpn,1991,3005697400000
jpn,1992,2254844100000
jpn,1993,2906298699999.99951
jpn,1994,3592193910000
jpn,1995,3545306510000
jpn,1996,3019733729999.99951
jpn,1997,2085370339999.99951
jpn,1998,2439548790000
jpn,1999,4455348089999.99902
jpn,2000,3157221780000
jpn,2001,2264527900000
jpn,2002,2069299120000
jpn,2003,2953098300000.00049
jpn,2004,3557674430000
jpn,2005,4572901030000.00098
jpn,2006,4614068830000.00098
jpn,2007,4330921860000.00049
jpn,2008,3115803730000
jpn,2009,3306082050000
jpn,2010,3827774200000
jpn,2011,3325387760000.00049
jpn,2012,3478831520000
jpn,2013,4543169140000
jpn,2014,4377994369999.99951
jpn,2015,4894919119999.99902
jpn,2016,4955299652289.15039
jpn,2017,6222825210000
kaz,1998,1693670000
kaz,1999,1011750000
kaz,2000,802020000
kaz,2001,1222740000
kaz,2002,1289440000
kaz,2003,2425900000
kaz,2004,3941880000
kaz,2005,10528660000
kaz,2006,43688350000
kaz,2007,41377500000.00001
kaz,2008,23271810000
kaz,2009,27929370000
kaz,2010,26672730000
kaz,2011,22537310000
kaz,2012,23542600000
kaz,2013,26228210000
kaz,2014,22973440000
kaz,2015,34891880000
kaz,2016,40161214776.8558
kaz,2017,45558250000
ken,1993,1063100000
ken,1994,3046700000
ken,1995,2017510000
ken,1996,1799020000
ken,1997,1813020000
ken,1998,2088570000
ken,2000,1255390000
ken,2001,1045300000
ken,2002,1431290000
ken,2003,4182760000
ken,2004,3890970000
ken,2005,6383990000
ken,2006,11378040000
ken,2007,13344620000
ken,2008,10854100000
ken,2009,10966800000
ken,2010,14460870000
ken,2011,10202610000
kor,1979,5391320000
kor,1980,3828760000
kor,1981,4224270000
kor,1982,4407720000
kor,1983,4386800000
kor,1984,6222380000
kor,1985,7380820000
kor,1986,13924110000
kor,1987,33033160000
kor,1988,94348320000
kor,1989,140489660000
kor,1990,110301060000
kor,1991,96466000000
kor,1992,107661100000
kor,1993,139583870000
kor,1994,191778110000
kor,1995,181954750000
kor,1996,139121660000
kor,1997,41881360000
kor,1998,114593310000
kor,1999,306127530000
kor,2000,171262310000
kor,2001,233920540000
kor,2002,250706770000
kor,2003,329457319999.99994
kor,2004,428325580000
kor,2005,718010710000
kor,2006,834404280000
kor,2007,1122606330000
kor,2008,470797680000
kor,2009,834596860000.00012
kor,2010,1091911459999.99976
kor,2011,996139919999.99988
kor,2012,1179419470000.00024
kor,2013,1234548550000
kor,2014,1212759460000
kor,2015,1231199760000
kor,2016,1254541184535.23022
kor,2017,1771767929999.99951
kwt,1993,10499870000
kwt,1994,9956700000
kwt,1995,12970260000
kwt,1996,18933330000
kwt,1997,29655850000
kwt,1998,22765250000
kwt,1999,20019720000
kwt,2000,19459900000
kwt,2001,22633510000
kwt,2002,31460220000
kwt,2003,60951559999.99999
kwt,2004,72903660000
kwt,2005,103720260000
kwt,2006,107063209999.99998
lbn,1996,2396000000
lbn,1997,2684000000
lbn,1998,2391000000
lbn,1999,1891350000
lbn,2000,1554260000
lbn,2001,1228000000
lbn,2002,1326450000
lbn,2003,1417740000
lbn,2004,2206290000
lbn,2005,4809840000
lbn,2006,8143960000
lbn,2007,10745910000
lbn,2008,9583570000
lbn,2009,12849820000
lbn,2010,12697350000
lbn,2011,9047140000
lbn,2012,9078600000
lbn,2013,10668220000
lbn,2014,11328150000
lbn,2015,11380950000
lbn,2016,12163290000
lbn,2017,11491770000
lka,1999,1584030000
lka,2000,1074140000
lka,2001,1331530000
lka,2002,1680410000
lka,2003,2711070000
lka,2004,3657000000
lka,2005,5719990000
lka,2006,7768850000
lka,2007,7553170000
lka,2008,4285950000
lka,2009,9546660000
lka,2010,19923860000
lka,2011,19436990000
lka,2012,16974010000
lka,2013,18806550000
lka,2014,23665120000
lka,2015,20804110000
lka,2016,18678773846.78189
lka,2017,18959520000
lower_middle_income,2003,387905369999.99994
lower_middle_income,2004,568239840000
lower_middle_income,2005,772704910000
lower_middle_income,2006,1237668330000
lower_middle_income,2007,2479857140000
lower_middle_income,2008,1013915960000.00012
lower_middle_income,2009,1862695530000
lower_middle_income,2010,2563611660000
lower_middle_income,2011,1898777500000
lower_middle_income,2012,2193688190000.00024
lower_middle_income,2013,2026925680000.00024
lower_middle_income,2014,2582995730000
lower_middle_income,2015,2410310828182.29053
lower_middle_income,2016,2612079413737.33984
lower_middle_income,2017,3526883849999.99951
lux,1975,800000000
lux,1976,800000000
lux,1977,861850000
lux,1978,1046590000
lux,1979,2540000000
lux,1980,1453520000
lux,1981,1516850000
lux,1982,1602090000
lux,1983,1511770000
lux,1984,1618670000
lux,1985,2800120000
lux,1986,4566160000
lux,1987,7144420000
lux,1988,8467720000
lux,1989,10348070000
lux,1990,10455530000
lux,1991,11275800000
lux,1992,11833300000
lux,1993,19315890000
lux,1994,28518410000
lux,1995,30426440000
lux,1996,32411670000
lux,1997,33883350000
lux,1998,38182000000
lux,1999,35938659999.99999
lux,2000,34016520000
lux,2001,22710360000
lux,2002,24551040000
lux,2003,37333210000
lux,2004,50143550000
lux,2005,51248410000
lux,2006,79513580000
lux,2007,166078000000.00003
lux,2008,66614730000
lux,2009,105048190000
lux,2010,101128520000
lux,2011,67627420000
lux,2012,70338380000
lux,2013,78640839999.99998
lux,2014,63167510000
lux,2015,47131380000
lux,2016,60910166392.83608
lux,2017,68639079999.99999
mar,2010,69152110000
mar,2011,60087890000
mar,2012,52479840000
mar,2013,53831380000
mar,2014,52746800000
mar,2015,45927920000
mar,2016,57579718867.55099
mar,2017,67048480000
mex,1975,470000000
mex,1976,800000000
mex,1978,738000000
mex,1979,1197000000
mex,1980,1299000000
mex,1981,1010000000
mex,1982,1720000000
mex,1983,3030000000
mex,1984,3660000000
mex,1985,3910000000
mex,1986,5520000000
mex,1987,9050000000
mex,1988,15200000000
mex,1989,27080000000
mex,1990,41050000000
mex,1991,102760000000
mex,1992,138744000000
mex,1993,200865240000
mex,1994,130245850000
mex,1995,90693959999.99998
mex,1996,106770460000
mex,1997,156595010000
mex,1998,91745799999.99998
mex,1999,154043880000
mex,2000,125203830000.00002
mex,2001,126258380000
mex,2002,103941150000
mex,2003,122532960000
mex,2004,171401990000
mex,2005,239127950000.00003
mex,2006,348345130000
mex,2007,397724640000
mex,2008,234054920000
mex,2009,352045440000
mex,2010,454345220000
mex,2011,408689830000.00006
mex,2012,525056679999.99994
mex,2013,526015640000
mex,2014,480245320000
mex,2015,402253280000
mex,2016,352040999999.99994
mex,2017,417020520000
middle_east_north_africa,2009,895248010000
middle_east_north_africa,2010,1061817400000.00012
middle_east_north_africa,2011,901122579999.99988
middle_east_north_africa,2012,920930610000
middle_east_north_africa,2013,1568294170000
middle_east_north_africa,2014,1436155650000
middle_east_north_africa,2015,1314699580000
middle_east_north_africa,2016,1337067208783.55981
middle_east_north_africa,2017,1371105053292.20972
mlt,2000,2024330000
mlt,2001,1356870000
mlt,2002,1373720000
mlt,2003,1850380000
mlt,2004,2839820000
mlt,2005,4072500000
mlt,2006,4503560000
mlt,2007,5633400000
mlt,2008,3576270000
mlt,2009,4080300000
mlt,2010,4193520000
mlt,2011,3428910000
mlt,2012,3631500000
mlt,2013,4249190000
mlt,2014,3641750000
mlt,2015,4405320000
mlt,2016,4433149738.81724
mlt,2017,5171190000
mne,2008,3468290000
mne,2010,3222750000
mne,2011,3509110000
mne,2012,3787240000
mus,1993,700390000
mus,1994,1321630000
mus,1995,1337250000
mus,1996,1485040000
mus,1997,1524200000
mus,1998,1702170000
mus,1999,1521820000
mus,2000,1242680000
mus,2001,978110000
mus,2002,1190490000
mus,2003,1895490000
mus,2004,2118950000
mus,2005,2326320000
mus,2006,4958510000
mus,2007,7919080000
mus,2008,4661990000
mus,2009,6582050000
mus,2010,7752770000
mus,2011,7845150000
mus,2012,7180100000
mus,2013,8942350000
mus,2014,8751020000
mus,2015,7238550000
mus,2016,7568297308.96532
mus,2017,9742920000
mys,1981,15298580000
mys,1982,13877610000
mys,1983,22699050000
mys,1984,19333650000
mys,1985,24153930000
mys,1986,14861230000
mys,1987,18252570000
mys,1988,23056220000
mys,1989,39696179999.99999
mys,1990,47868790000
mys,1991,56721200000
mys,1992,89008100000
mys,1993,214726800000
mys,1994,184023500000
mys,1995,213755810000
mys,1996,306164190000
mys,1997,93230310000
mys,1998,95561430000.00002
mys,1999,139907889999.99997
mys,2000,113155790000
mys,2001,118980790000.00002
mys,2002,125778160000.00002
mys,2003,160814200000
mys,2004,181623790000
mys,2005,180517539999.99997
mys,2006,235580900000
mys,2007,325290259999.99994
mys,2008,189239210000
mys,2009,289219390000
mys,2010,408689120000
mys,2011,395623820000
mys,2012,466587569999.99994
mys,2013,500387409999.99994
mys,2014,459004369999.99994
mys,2015,382976649999.99994
mys,2016,359788303780.52893
mys,2017,455772489999.99994
nam,1993,27665773.91
nam,1994,196377179.6
nam,1995,189000275.6
nam,1996,473547786.7
nam,1997,689198354.4
nam,1998,427520000
nam,1999,691512885.3
nam,2000,311229252.1
nam,2001,150479366.4
nam,2002,204821546.2
nam,2003,307715361.7
nam,2004,392630191.6
nam,2005,414662985.9
nam,2006,541782490.4
nam,2007,699549323.8
nam,2008,611601169.7
nam,2009,967706803.6
nam,2010,1176270000
nam,2011,1152430000
nam,2012,1303215313
nam,2013,1785790000
nam,2014,1924030000
nam,2015,1911300000
nam,2016,2336939067.47248
nam,2017,2915230553.96017
nga,1993,2142500000
nga,1994,2977300000
nga,1995,7777200000
nga,1996,12714500000
nga,1997,12559050000
nga,1998,10321670000
nga,1999,2939580000
nga,2002,2373940000
nga,2004,15865940000
nga,2005,22244000000
nga,2006,32830510000
nga,2007,84894569999.99998
nga,2008,48062280000
nga,2009,32223400000
nga,2010,50546400000
nga,2011,39028390000
nga,2012,56205200000
nga,2013,80609900000
nga,2014,62766310000
nga,2015,49973880000
nga,2016,29792434000.2641
nga,2017,37217619999.99999
nld,1975,18300020000
nld,1976,20199990000
nld,1977,22518250000
nld,1978,26576140000
nld,1979,29197590000
nld,1980,29359340000
nld,1981,21847680000
nld,1982,25712710000
nld,1983,33741560000
nld,1984,35425550000
nld,1985,59362550000
nld,1986,83713670000
nld,1987,87105489999.99998
nld,1988,108099020000
nld,1989,154465670000
nld,1990,119825440000
nld,1991,169096700000.00003
nld,1992,170744099999.99997
nld,1993,181754190000.00003
nld,1994,223999880000
nld,1995,286651490000
nld,1996,375357820000
nld,1997,468630689999.99994
nld,1998,603182200000
nld,1999,694055330000
nld,2000,640456299999.99988
nld,2001,503022880000
nld,2002,401267710000.00006
nld,2003,488647360000.00006
nld,2004,538663689999.99994
nld,2005,592835610000
nld,2006,779542640000
nld,2007,956157630000
nld,2008,388720840000
nld,2009,559195310000
nld,2010,661099200000.00012
nld,2011,594636520000
nld,2012,650811190000
nld,2013,817840280000
nld,2014,786573520000
nld,2015,728485579999.99988
nld,2016,805724439486.29102
nld,2017,1100105440292.49023
nor,1981,3334430000
nor,1982,2395630000
nor,1983,4585350000
nor,1984,57926160000
nor,1985,10062640000
nor,1986,10108300000
nor,1987,11888020000
nor,1988,15755770000
nor,1989,25285260000
nor,1990,26129830000
nor,1991,21997200000
nor,1992,17840400000
nor,1993,27371140000
nor,1994,36459340000.00001
nor,1995,44586979999.99999
nor,1996,56877690000
nor,1997,66509410000
nor,1998,46420920000
nor,1999,63699920000
nor,2000,65774110000
nor,2001,69465400000.00002
nor,2002,64169760000
nor,2003,95919910000
nor,2004,141429860000
nor,2005,191078560000
nor,2006,280851340000
nor,2007,354919790000
nor,2008,145906340000
nor,2009,227233230000.00003
nor,2010,295288300000.00006
nor,2011,220936390000
nor,2012,242764880000
nor,2013,265377100000
nor,2014,219369670000
nor,2015,193895750000
nor,2016,231257192555.2269
nor,2017,287192200000
nzl,1985,8785860000
nzl,1986,22215470000
nzl,1987,15653890000
nzl,1988,13448730000
nzl,1989,13487070000
nzl,1990,8823770000
nzl,1991,14298000000
nzl,1992,15324000000
nzl,1993,25620870000
nzl,1994,27117660000
nzl,1995,31373000000
nzl,1996,38290579999.99999
nzl,1997,30509230000
nzl,1998,24783940000
nzl,1999,28351500000
nzl,2000,18613210000
nzl,2001,17821780000
nzl,2002,21761620000
nzl,2003,33049760000
nzl,2004,43731330000
nzl,2005,40592460000.00001
nzl,2006,44816540000.00001
nzl,2007,47485600000
nzl,2008,24209610000
nzl,2009,35506850000
nzl,2010,43515779999.99999
nzl,2011,44123760000
nzl,2012,52870100000
nzl,2013,65961560000.00001
nzl,2014,74415689999.99998
nzl,2015,74350500000
nzl,2016,80048458701.5517
nzl,2017,94691280000
omn,1993,1611300000
omn,1994,2133000000
omn,1995,2378600000
omn,1996,3043640000
omn,1997,7495580000
omn,1998,4391690000
omn,1999,4177360000
omn,2000,4177360000
omn,2001,4063100000
omn,2002,5159950000
omn,2003,7256180000
omn,2004,9434910000
omn,2005,15268930000
omn,2006,16103990000
omn,2007,26682250000
omn,2008,20588940000
omn,2009,22468970000
omn,2010,28315950000
omn,2011,26863320000
omn,2012,30291300000
omn,2013,36766600000
omn,2014,37830490000
omn,2015,41123170000
omn,2016,23285264254.1005
omn,2017,21298880000
pak,1993,12651700000
pak,1994,12927800000
pak,1995,9459210000
pak,1996,11660460000
pak,1997,11805320000
pak,1998,5418610000
pak,1999,7007800000
pak,2000,6624600000
pak,2001,4903400000
pak,2002,10168580000
pak,2003,16629330000
pak,2004,45595630000
pak,2005,45317280000
pak,2006,44906480000
pak,2007,69715390000
pak,2008,23354040000
pak,2009,31886980000
pak,2010,38007180000.00001
pak,2011,32567930000
pak,2012,43673550000
pak,2013,57310840000
pak,2014,73468390000
pak,2015,66070328182.2907
pak,2016,91863741806.8369
pan,1993,436000000
pan,1994,761600000
pan,1995,831000000
pan,1996,1279510000
pan,1997,2175150000
pan,1998,3817400000
pan,1999,3482000000
pan,2000,2794000000
pan,2001,2602100000
pan,2002,3094500000
pan,2003,3220000000
pan,2004,4202600000
pan,2005,5962800000
pan,2006,7151400000
pan,2007,7203300000
pan,2008,7065200000
pan,2009,7722500000
pan,2010,8348000000
pan,2011,10681700000
pan,2012,12544000000
pan,2013,12570000000
pan,2014,13755890000
pan,2015,13174310000
pan,2016,13563970000
pan,2017,15023710000
per,1997,15495960000
per,1998,9868500000
per,1999,12091970000
per,2000,9749910000
per,2001,9790330000
per,2002,11441440000
per,2003,14125030000
per,2004,18073730000
per,2005,24139720000
per,2006,40021560000
per,2007,69386470000
per,2008,37876760000
per,2009,71662540000
per,2010,103347480000
per,2011,81878190000.00002
per,2012,102616700000
per,2013,80977520000
per,2014,78839860000
per,2015,56555700000
per,2016,81088973557.1815
per,2017,99217960000
phl,1996,80648630000.00002
phl,1997,31360600000
phl,1998,35297040000
phl,1999,42177840000
phl,2000,25980660000
phl,2001,21245370000
phl,2002,18507430000
phl,2003,23175720000
phl,2004,28601910000
phl,2005,39798720000
phl,2006,67851740000
phl,2007,102852740000
phl,2008,52030600000
phl,2009,86349430000.00002
phl,2010,157320500000
phl,2011,165066420000
phl,2012,229316640000
phl,2013,217320260000
phl,2014,261840670000
phl,2015,238819939999.99997
phl,2016,239738046230.44998
phl,2017,290401420000
png,2003,2962560000
png,2004,3825030000
png,2005,6138410000
png,2006,7744350000
png,2007,12960830000
png,2008,11181680000
png,2009,17514140000
png,2010,11027250000
png,2011,12592450000
pol,1995,4564210000
pol,1996,8373690000
pol,1997,12134750000
pol,1998,20460970000
pol,1999,29576810000
pol,2000,31279370000
pol,2001,26016650000
pol,2002,28380430000
pol,2003,37020270000
pol,2004,70530890000
pol,2005,94028510000
pol,2006,148848930000
pol,2007,211620200000
pol,2008,90815489999.99998
pol,2009,150961530000
pol,2010,190705939999.99997
pol,2011,138244230000
pol,2012,177408380000.00003
pol,2013,204542550000
pol,2014,168895630000.00003
pol,2015,137769580000
pol,2016,138691082497.66705
pol,2017,201392890000
prt,1977,77910000
prt,1978,61010000
prt,1979,88150000
prt,1980,185940000
prt,1981,156000000
prt,1982,92300000
prt,1983,92320000
prt,1984,78400000
prt,1985,213320000
prt,1986,1830770000
prt,1987,14107100000
prt,1988,7189110000
prt,1989,10600440000
prt,1990,9410540000
prt,1991,9303260000
prt,1992,9746300000
prt,1993,12403140000
prt,1994,16259630000
prt,1995,18358980000
prt,1996,24480650000
prt,1997,38953480000
prt,1998,62954000000
prt,1999,68147740000
prt,2000,60680690000
prt,2001,46337810000
prt,2002,42845350000
prt,2003,58284740000
prt,2004,70240380000
prt,2005,66973400000.00001
prt,2006,104187320000
prt,2007,132238540000
prt,2008,68876020000
prt,2009,98247200000
prt,2010,81996700000
prt,2011,61689890000
prt,2012,65519040000
prt,2013,79177900000
prt,2014,57774190000
prt,2015,59837190000
prt,2016,57255223904.9456
prt,2017,75589628811.63919
pry,1996,387540000
pry,1997,423720000
pry,1998,366720000
pry,1999,312800000
pse,1999,602320000
pse,2000,453100000
pse,2001,512320000
pse,2002,418350000
pse,2003,461180000
pse,2004,777420000
pse,2005,3161510000
pse,2006,1933360000
pse,2007,1753310000
pse,2008,1820560000
pse,2009,2375360000
pse,2010,2449900000
pse,2011,2782470000
pse,2012,2859140000
pse,2013,3247480000
pse,2014,3187260000
pse,2015,3339200000
pse,2016,3390120000
pse,2017,3891490000
qat,2007,95506240000
qat,2008,76530569999.99998
qat,2013,152576230000
qat,2014,185860280000
qat,2015,142556460000
qat,2016,154823888553.05798
qat,2017,130610060000
rou,1998,356590000
rou,1999,313690000
rou,2000,363790000
rou,2001,1103100000
rou,2002,2489000000
rou,2003,3403000000
rou,2004,10964000000
rou,2005,15857840000
rou,2006,25234970000
rou,2007,30642040000
rou,2008,15149440000
rou,2009,13072970000
rou,2010,14200970000
rou,2011,14023920000
rus,2009,761735930000
rus,2010,951295569999.99976
rus,2011,783554770000
rus,2012,825340470000
rus,2013,770656620000.00012
rus,2014,385926680000
rus,2015,393237760000
rus,2016,622051532644.55603
rus,2017,623424900000
sau,2009,318733680000
sau,2010,353409589999.99994
sau,2011,338873290000.00006
sau,2012,373374750000.00006
sau,2013,467365780000
sau,2014,483115510000.00006
sau,2015,421060070000.00006
sau,2016,448831069541.54895
sau,2017,451378840000
sgp,1979,13609730000
sgp,1980,24417910000
sgp,1981,34807650000
sgp,1982,11732560000
sgp,1983,15525340000
sgp,1984,12246510000
sgp,1985,11069260000
sgp,1986,16620000000
sgp,1987,17876810000
sgp,1988,24011770000
sgp,1989,35924510000
sgp,1990,34268500000
sgp,1991,47593400000
sgp,1992,48933600000
sgp,1993,132667860000
sgp,1994,134088500000
sgp,1995,148004239999.99997
sgp,1996,150043560000
sgp,1997,104437980000
sgp,1998,94986670000
sgp,1999,192983190000
sgp,2000,152826409999.99997
sgp,2001,115688600000
sgp,2002,101485500000
sgp,2003,148502640000.00003
sgp,2004,217495360000
sgp,2005,257339760000
sgp,2006,384286350000.00006
sgp,2007,539176630000.00006
sgp,2008,264974400000
sgp,2009,481246700000
sgp,2010,647226409999.99988
sgp,2011,598272700000
sgp,2012,765077959999.99988
sgp,2013,744413230000
sgp,2014,752831010000.00012
sgp,2015,639955900000
sgp,2016,640427546856.62915
sgp,2017,787255330000.00012
south_asia,2003,298433230000.00006
south_asia,2004,437103790000.00006
south_asia,2005,607410620000
south_asia,2006,875404220000.00012
south_asia,2007,1905101830000.00049
south_asia,2008,686565830000.00012
south_asia,2009,1368882820000
south_asia,2010,1731377450000
south_asia,2011,1106887350000
south_asia,2012,1323983060000
south_asia,2013,1214951410000
south_asia,2014,1655433200000
south_asia,2015,1603091148182.29004
south_asia,2016,1747642427890.63989
south_asia,2017,2436704970000
srb,2003,1426600000
srb,2004,3259900000
srb,2005,5365220000
srb,2006,10825400000
srb,2007,23721640000
srb,2008,12575890000
srb,2009,11415840000
srb,2010,1541580000
srb,2011,1791690000
sub_saharan_africa,1994,271253827179.59995
sub_saharan_africa,1995,293673140275.59991
sub_saharan_africa,1996,264351517786.69998
sub_saharan_africa,1997,250928458354.40002
svk,1993,2625990000
svk,1994,2935790000
svk,1995,1201900000
svk,1996,1209750000
svk,1997,1359710000
svk,1998,650480000
svk,1999,459970000
svk,2000,436180000
svk,2001,543500000
svk,2002,926730000
svk,2003,1294840000
svk,2004,2409060000
svk,2005,2457950000
svk,2006,5831440000
svk,2007,6910820000
svk,2008,5381080000
svk,2009,5091820000
svk,2010,4166890000
svk,2011,5430820000
svk,2012,4610560000
svk,2013,4801320000
svn,1997,1875520000
svn,1998,2984930000
svn,1999,2854000000
svn,2000,3099650000
svn,2001,3461290000
svn,2002,5577900000
svn,2003,7134130000
svn,2004,9676810000
svn,2005,7898880000
svn,2006,15181750000
svn,2007,28859820000
svn,2008,11799390000
svn,2009,12140920000
svn,2010,9428350000
svn,2011,6325860000
svn,2012,6474850000
svn,2013,7128430000
svn,2014,7519360000
svn,2015,6034990000
svn,2016,5262429994.28482
svn,2017,6318340000
swe,1975,2200010000
swe,1976,2600010000
swe,1977,7600940000
swe,1978,10224760000
swe,1979,10676110000
swe,1980,12909710000
swe,1981,17215760000
swe,1982,18596750000
swe,1983,30244970000
swe,1984,25674080000
swe,1985,37295710000
swe,1986,63355090000
swe,1987,70377220000
swe,1988,99675170000
swe,1989,119238799999.99998
swe,1990,92014740000
swe,1991,97055300000
swe,1992,78079270000
swe,1993,100510120000
swe,1994,119259980000
swe,1995,172550320000.00003
swe,1996,240382280000
swe,1997,264710129999.99997
swe,1998,278707219999.99994
swe,1999,373277649999.99994
swe,2000,328339040000.00006
swe,2001,236514390000
swe,2002,179117370000
swe,2003,289877139999.99994
tha,1989,23085060000
tha,1990,20453640000
tha,1991,38069100000.00001
tha,1992,57278300000
tha,1993,128118850000
tha,1994,127100130000
tha,1995,140277690000
tha,1996,96697310000
tha,1997,22886210000
tha,1998,34252430000
tha,1999,57176550000
tha,2000,29217400000
tha,2001,35943180000.00001
tha,2002,45504360000
tha,2003,119017200000.00002
tha,2004,115390380000
tha,2005,123884960000
tha,2006,140161280000
tha,2007,197129360000
tha,2008,103128240000
tha,2009,176956070000
tha,2010,277731740000.00006
tha,2011,268488820000
tha,2012,389756320000
tha,2013,354366960000
tha,2014,430426609999.99994
tha,2015,348798010000.00006
tha,2016,432956179450.80292
tha,2017,548795409999.99988
tto,2000,3418490000
tto,2001,3889100000
tun,1995,4028260000
tun,1996,3762020000
tun,1997,2237120000
tun,1998,2172880000
tun,1999,2634730000
tun,2000,2815270000
tun,2001,2230470000
tun,2002,2130280000
tun,2003,2462960000
tun,2004,2572120000
tun,2005,2816490000
tun,2006,4233290000
tun,2007,5346930000
tun,2008,6337120000
tun,2009,9281860000
tun,2010,10651710000
tun,2011,9661970000
tun,2012,8886880000
tun,2013,8600520000
tun,2014,8743770000
tun,2015,8819260000
tun,2016,8450200000
tun,2017,8922590000
tur,1993,36612690000
tur,1994,21605060000
tur,1995,20771720000
tur,1996,30311800000
tur,1997,61095030000
tur,1998,33645590000
tur,1999,112715840000
tur,2000,69710919999.99998
tur,2001,48387990000
tur,2002,36043970000
tur,2003,68379000000.00001
tur,2004,98298000000
tur,2005,159997199999.99997
tur,2006,160875110000
tur,2007,284530840000
tur,2008,117584350000
tur,2009,231676450000
tur,2010,302443140000
tur,2011,197074460000
tur,2012,315197530000.00006
tur,2013,195745520000
tur,2014,219762560000
tur,2015,188861890000
tur,2016,171764937097.96799
tur,2017,227511820000
tza,1999,171390000
tza,2000,231480000
tza,2001,398100000
ukr,2010,38897400000
ukr,2011,25654060000
upper_middle_income,2003,1533851695361.69995
upper_middle_income,2004,1875220750191.60034
upper_middle_income,2005,2286316242985.8999
upper_middle_income,2006,3690035272490.3999
upper_middle_income,2007,8276459309323.7998
upper_middle_income,2008,3787765001169.69971
upper_middle_income,2009,7907189226803.59668
upper_middle_income,2010,9402243110000.00195
upper_middle_income,2011,7975627020000.00195
upper_middle_income,2012,8882057775312.99805
upper_middle_income,2013,8962419480000
upper_middle_income,2014,10170893600000
upper_middle_income,2015,11443440470000.00195
upper_middle_income,2016,11355254802195.20117
upper_middle_income,2017,13595502093846.19922
ury,1995,1300440000
ury,1996,283800000
usa,1980,1359797800000.00024
usa,1981,1263560700000
usa,1982,1456865200000.00024
usa,1983,1809034399999.99976
usa,1984,1602159700000
usa,1985,2300857900000
usa,1986,2537942200000
usa,1987,2531767700000.00049
usa,1988,2779940699999.99951
usa,1989,3382233600000
usa,1990,3093448500000
usa,1991,4159595200000.00049
usa,1992,4545843999999.99902
usa,1993,5251079630000
usa,1994,5137739859999.99902
usa,1995,6952026000000
usa,1996,8480496999999.99805
usa,1997,10770143000000.00195
usa,1998,12922580000000
usa,1999,14777387399999.99805
usa,2000,15107751000000
usa,2001,13983666000000
usa,2002,11054430000000
usa,2003,14266265650000
usa,2004,16323726329999.99805
usa,2005,17000864470000.00391
usa,2006,19568972500000
usa,2007,19922279820000
usa,2008,11590277779999.99805
usa,2009,15077285739999.99805
usa,2010,17283451679999.99609
usa,2011,15640707040000
usa,2012,18668333210000
usa,2013,24034853520000
usa,2014,26330589190000
usa,2015,25067539600000
usa,2016,27352200720000
usa,2017,32120702650000.00391
ven,1993,7800700000
ven,1994,4927900000
ven,1995,4285060000
ven,1996,10063460000
ven,1997,14580590000
ven,1998,7580420000
ven,1999,7453750000
ven,2000,8100000000
ven,2001,6215800000
ven,2002,3979600000
vnm,2008,9480740000
vnm,2009,26525890000
vnm,2010,30115450000
vnm,2011,21574350000
vnm,2012,32552900000
vnm,2013,40061270000
vnm,2014,46067020000.00001
vnm,2015,51876650000
vnm,2016,66395686031.24441
vnm,2017,115464500000
world,1980,2500582120000
world,1981,2318922620000
world,1982,2682595570000
world,1983,3319952630000
world,1984,3220180980000
world,1985,4627024630000
world,1986,6317198859999.99902
world,1987,7653429639999.99902
world,1988,9314027340000
world,1989,11377814830000
world,1990,9379751619999.99805
world,1991,11185055410000
world,1992,10705343270000.00195
world,1993,13764161445773.90234
world,1994,14471219407179.59961
world,1995,17096734170275.59961
world,1996,19624631957786.69922
world,1997,21739709368354.40234
world,1998,25472824400000
world,1999,33538622492885.30078
world,2000,30995021859252.09766
world,2001,26856084429366.40234
world,2002,22770289681811.39844
world,2003,31253846565361.69531
world,2004,36677358360191.59375
world,2005,40439784862985.89062
world,2006,49993904272490.40625
world,2007,60304913719323.79688
world,2008,32268489251169.69141
world,2009,44608404646803.59375
world,2010,51470075559999.99219
world,2011,44383824080000
world,2012,51133273325313
world,2013,60240152180000.00781
world,2014,63427814159999.99219
world,2015,61895392388182.29688
world,2016,64998370960094.90625
world,2017,79224524702203.39062
zaf,1975,24100740000
zaf,1976,19700610000
zaf,1977,24066140000
zaf,1978,30944810000
zaf,1979,44464360000
zaf,1980,55829970000
zaf,1981,74856260000
zaf,1982,77848000000
zaf,1983,82756160000
zaf,1984,53388340000
zaf,1985,55436930000
zaf,1986,102651830000.00002
zaf,1987,138788410000
zaf,1988,126189190000
zaf,1989,145438089999.99997
zaf,1990,136868720000.00002
zaf,1991,184704700000
zaf,1992,164045800000
zaf,1993,217097540000
