geo,time,tm_tax_manf_sr_zs
idn,2003,0.02656
idn,2004,0.0491
idn,2005,0.06958
idn,2006,0.08865
idn,2007,0.06205
idn,2008,0
idn,2009,0.12677
idn,2010,0.05203
idn,2011,0.05035
idn,2012,0
idn,2013,0.09541
idn,2016,0.06376
ind,1990,0.17647
ind,1992,0.35933
ind,1996,0
ind,1997,0
ind,1999,0.64518
ind,2000,0.00671
ind,2001,0.09538
ind,2002,1.62303
ind,2003,2.29424
ind,2004,0
ind,2005,0
ind,2006,0
ind,2007,0
ind,2008,0.0411
ind,2009,0
ind,2010,2.50016
ind,2011,2.25526
ind,2012,2.26137
ind,2013,2.22885
ind,2015,4.52708
ind,2016,1.73292
irl,1988,7.75968
irl,1989,15.07648
irl,1990,0.78731
irl,1991,0.06673
irl,1992,0.1832
irl,1993,0.28072
irl,1994,0.09745
irl,1995,0.59211
irl,1996,0.13943
irl,1997,0.05173
irl,1998,0.05824
irl,1999,0.56134
irl,2000,0.0219
irl,2001,0.02894
irl,2002,0.02085
irl,2003,0.02167
irl,2004,0.03066
irl,2005,0.02775
irl,2006,0.01839
irl,2007,0.03448
irl,2008,0.01658
irl,2009,0.01698
irl,2010,0.03049
irl,2011,0.03162
irl,2012,0.0296
irl,2013,0.02628
irl,2014,0
irl,2015,0.03364
irl,2016,0.04563
irn,2000,0
irn,2003,1.80277
irn,2004,0.42989
irn,2007,0.08429
irn,2008,0.27896
irn,2011,0.27085
isl,1993,0
isl,1996,0
isl,1998,0
isl,1999,0
isl,2000,0
isl,2001,0.05915
isl,2003,0
isl,2004,0
isl,2005,0
isl,2006,0
isl,2007,0
isl,2008,0
isl,2009,0
isl,2010,0
isl,2011,0
isl,2012,0
isl,2013,0
isl,2014,0
isl,2015,0
isl,2016,0
isr,1993,0
isr,1999,0.45811
isr,2000,0.53725
isr,2001,0.22384
isr,2002,0.4809
isr,2003,0.52281
isr,2004,0.17074
isr,2005,0.13897
isr,2006,0.12594
isr,2007,0.18758
isr,2008,0.68417
isr,2009,0.15776
isr,2011,0.52658
isr,2012,0.3675
isr,2013,0
isr,2014,0
isr,2015,0.09741
isr,2016,0.09536
ita,1988,7.75968
ita,1989,15.07648
ita,1990,0.78731
ita,1991,0.06673
ita,1992,0.1832
ita,1993,0.28072
ita,1994,0.09745
ita,1995,0.59211
ita,1996,0.13943
ita,1997,0.05173
ita,1998,0.05824
ita,1999,0.56134
ita,2000,0.0219
ita,2001,0.02894
ita,2002,0.02085
ita,2003,0.02167
ita,2004,0.03066
ita,2005,0.02775
ita,2006,0.01839
ita,2007,0.03448
ita,2008,0.01658
ita,2009,0.01698
ita,2010,0.03049
ita,2011,0.03162
ita,2012,0.0296
ita,2013,0.02628
ita,2014,0
ita,2015,0.03364
ita,2016,0.04563
jam,1996,45.64074
jam,1999,46.35314
jam,2000,0
jam,2001,0.3287
jam,2002,0.29163
jam,2003,0.33743
jam,2004,0
jam,2006,0.0731
jam,2007,0
jam,2010,0
jam,2011,0
jam,2012,0
jam,2013,0
jam,2015,0
jam,2016,0
jor,2000,0.36761
jor,2001,0.12646
jor,2002,0.12388
jor,2003,0.07266
jor,2004,0.28407
jor,2005,0.06347
jor,2006,0.05683
jor,2007,0.2951
jor,2008,0.01135
jor,2009,0.56397
jor,2010,0
jor,2011,2.2077
jor,2012,2.03075
jor,2013,1.88464
jor,2014,0
jor,2015,0
jor,2016,0
jpn,1988,0.92728
jpn,1989,0.90299
jpn,1990,0.88511
jpn,1991,0.86093
jpn,1992,0.83137
jpn,1993,0.79339
jpn,1994,0.7715
jpn,1995,3.10998
jpn,1996,0.65601
jpn,1997,2.88198
jpn,1998,2.78549
jpn,1999,2.9014
jpn,2000,2.86076
jpn,2001,3.31841
jpn,2002,3.5061
jpn,2003,3.42141
jpn,2004,3.9959
jpn,2005,3.28241
jpn,2006,0.56106
jpn,2007,0.00539
jpn,2008,1.3656
jpn,2009,1.57137
jpn,2010,0.37518
jpn,2011,0.90313
jpn,2012,0.0257
jpn,2013,2.12178
jpn,2014,0.0009
jpn,2015,0.96957
jpn,2016,0.9179
kaz,2004,0.03926
kaz,2008,0.05486
kaz,2010,0.58321
kaz,2011,0.7823
kaz,2012,0.70276
kaz,2013,0.90053
kaz,2014,0
kaz,2015,0.74712
kaz,2016,0.41641
ken,1994,0
ken,1999,0.67869
ken,2000,0.28004
ken,2001,0
ken,2002,2.26322
ken,2004,0
ken,2005,0.03176
ken,2006,0.02216
ken,2007,0.01382
ken,2008,0.0252
ken,2009,0
ken,2010,0
ken,2011,0.03451
ken,2012,0.01542
ken,2013,0.01985
ken,2014,0
ken,2015,0
ken,2016,0
kgz,1995,15.61925
kgz,2000,0
kgz,2001,0
kgz,2002,0
kgz,2003,0.00464
kgz,2006,0
kgz,2007,0
kgz,2008,0.0695
kgz,2009,0.06131
kgz,2010,0.0064
kgz,2011,0.05136
kgz,2012,0.06591
kgz,2013,0.06591
kgz,2014,0
kgz,2015,1.11403
kgz,2016,0.98336
khm,2001,0.03203
khm,2002,0.04534
khm,2003,0.04946
khm,2005,0
khm,2006,0
khm,2007,0
khm,2008,0
khm,2010,0
khm,2011,0
khm,2012,0
khm,2014,0
khm,2016,0
kna,1996,38.14951
kna,1999,38.56359
kna,2000,0.08874
kna,2001,0.05554
kna,2002,0.2884
kna,2003,0.03882
kna,2006,0.05196
kna,2007,0.05986
kna,2008,0.03007
kna,2009,0.00789
kna,2010,0.0153
kna,2011,0.02235
kna,2012,0.0149
kna,2013,0.0149
kna,2014,0
kna,2015,0
kna,2016,0
kor,1988,8.99634
kor,1989,11.35912
kor,1990,0
kor,1992,0
kor,1995,0
kor,1996,0
kor,1997,0.02304
kor,1998,0.0252
kor,1999,0.15335
kor,2000,0.03491
kor,2001,0.03107
kor,2002,0.32288
kor,2003,0.37782
kor,2004,0
kor,2005,0.32501
kor,2006,0.02533
kor,2007,2.63264
kor,2008,0.4276
kor,2009,0.15163
kor,2010,0
kor,2011,0.44276
kor,2012,0.42459
kor,2013,0.3982
kor,2014,0
kor,2015,0
kor,2016,0.33629
kwt,2002,1.1241
kwt,2003,0.00738
kwt,2004,0.00738
kwt,2005,0.51856
kwt,2006,0.49842
kwt,2007,0.1209
kwt,2008,0.07898
kwt,2009,0.00814
kwt,2010,0.0092
kwt,2011,0.0092
kwt,2012,0.03719
kwt,2013,0.03715
kwt,2014,0
kwt,2015,0.00847
kwt,2016,0.00847
lao,2000,2.21656
lao,2001,0.02298
lao,2004,0.02014
lao,2005,0.00528
lao,2006,0
lao,2007,0
lao,2008,0.00427
lao,2014,0.00715
lao,2015,0.02135
lao,2016,0
lbn,1999,0.06216
lbn,2000,0.76297
lbn,2001,0.40557
lbn,2002,0.02506
lbn,2004,0
lbn,2005,0.16252
lbn,2006,0
lbn,2007,0.39852
lbn,2014,0
lbn,2015,0.4138
lbn,2016,0.45371
lbr,2012,0.95717
lbr,2013,1.01727
lbr,2014,0
lby,1996,0.02422
lby,2002,0.46317
lby,2006,0
lca,1996,38.17598
lca,1999,39.58562
lca,2000,39.74333
lca,2001,0
lca,2002,0
lca,2003,0
lca,2005,0
lca,2006,0
lca,2007,0
lca,2010,0.2995
lca,2011,0.27384
lca,2012,0
lca,2013,0
lca,2014,0
lca,2015,0
lca,2016,0
lka,1990,0.71671
lka,1993,0.59116
lka,1994,0.54838
lka,1997,0.06169
lka,1998,0.04996
lka,2000,0
lka,2001,0.05761
lka,2003,0.04071
lka,2004,0
lka,2005,0
lka,2006,0.06365
lka,2007,0
lka,2008,0.36597
lka,2009,0
lka,2010,0
lka,2011,0.16173
lka,2012,0.11658
lka,2014,0
lka,2015,4.07536
lso,2001,0
lso,2004,0.1497
lso,2005,0.0994
lso,2006,0.07902
lso,2007,0.19036
lso,2008,0.28169
lso,2009,0.58252
lso,2010,0.35461
lso,2011,0.4083
lso,2012,0.1373
lso,2013,0.01432
lso,2014,0
lso,2015,0.02579
lso,2016,0.11747
ltu,1988,7.75968
ltu,1989,15.07648
ltu,1990,0.78731
ltu,1991,0.06673
ltu,1992,0.1832
ltu,1993,0.28072
ltu,1994,0.09745
ltu,1995,0.59211
ltu,1996,0.13943
ltu,1997,0.05173
ltu,1998,0.05824
ltu,1999,0.56134
ltu,2000,0.0219
ltu,2001,0.02894
ltu,2002,0.02085
ltu,2003,0.02167
ltu,2004,0.03066
ltu,2005,0.02775
ltu,2006,0.01839
ltu,2007,0.03448
ltu,2008,0.01658
ltu,2009,0.01698
ltu,2010,0.03049
ltu,2011,0.03162
ltu,2012,0.0296
ltu,2013,0.02628
ltu,2014,0
ltu,2015,0.03364
ltu,2016,0.04563
lux,1988,7.75968
lux,1989,15.07648
lux,1990,0.78731
lux,1991,0.06673
lux,1992,0.1832
lux,1993,0.28072
lux,1994,0.09745
lux,1995,0.59211
lux,1996,0.13943
lux,1997,0.05173
lux,1998,0.05824
lux,1999,0.56134
lux,2000,0.0219
lux,2001,0.02894
lux,2002,0.02085
lux,2003,0.02167
lux,2004,0.03066
lux,2005,0.02775
lux,2006,0.01839
lux,2007,0.03448
lux,2008,0.01658
lux,2009,0.01698
lux,2010,0.03049
lux,2011,0.03162
lux,2012,0.0296
lux,2013,0.02628
lux,2014,0
lux,2015,0.03364
lux,2016,0.04563
lva,1988,7.75968
lva,1989,15.07648
lva,1990,0.78731
lva,1991,0.06673
lva,1992,0.1832
lva,1993,0.28072
lva,1994,0.09745
lva,1995,0.59211
lva,1996,0.13943
lva,1997,0.05173
lva,1998,0.05824
lva,1999,0.56134
lva,2000,0.0219
lva,2001,0.02894
lva,2002,0.02085
lva,2003,0.02167
lva,2004,0.03066
lva,2005,0.02775
lva,2006,0.01839
lva,2007,0.03448
lva,2008,0.01658
lva,2009,0.01698
lva,2010,0.03049
lva,2011,0.03162
lva,2012,0.0296
lva,2013,0.02628
lva,2014,0
lva,2015,0.03364
lva,2016,0.04563
mac,1996,0
mac,1997,0
mac,1998,0
mac,1999,0
mac,2000,0
mac,2001,0
mac,2002,0
mac,2003,0
mac,2004,0
mac,2005,0
mac,2006,0
mac,2007,0
mac,2008,0
mac,2009,0
mac,2010,0
mac,2011,0
mac,2012,0
mac,2013,0
mac,2014,0
mac,2015,0
mac,2016,0
mar,1993,0.06302
mar,1997,0.01864
mar,2000,0
mar,2001,0
mar,2002,0
mar,2003,0
mar,2005,0
mar,2006,1.45946
mar,2007,0
mar,2008,0.13195
mar,2009,0
mar,2010,0
mar,2011,0
mar,2012,0
mar,2014,0.01723
mar,2015,0
mar,2016,0
mda,1996,1.08916
mda,2000,0.47941
mda,2001,0.36225
mda,2003,0.58654
mda,2004,0.17626
mda,2005,0.26687
mda,2006,0.94596
mda,2007,0.19504
mda,2008,0.70581
mda,2009,0.25868
mda,2010,0.14912
mda,2011,0.31733
mda,2012,0.38142
mda,2013,0.35506
mda,2014,0
mda,2015,0.00975
mda,2016,0.00663
mdg,1995,0
mdg,1996,0
mdg,1997,0
mdg,1998,0
mdg,2000,0
mdg,2001,0
mdg,2002,0
mdg,2003,0
mdg,2004,0
mdg,2005,0
mdg,2006,0
mdg,2007,0
mdg,2008,0
mdg,2009,0
mdg,2010,0.25669
mdg,2011,0.00282
mdg,2012,0.00594
mdg,2013,0.00587
mdg,2014,0.00306
mdg,2015,0
mdg,2016,0
mdv,2000,0
mdv,2001,0
mdv,2002,0.01249
mdv,2003,0.0373
mdv,2004,0
mdv,2005,0.0306
mdv,2006,0.0332
mdv,2008,0.05615
mdv,2009,0.04927
mdv,2010,0
mdv,2011,0
mdv,2012,0.0159
mdv,2013,0.01895
mdv,2014,0
mdv,2015,0
mdv,2016,0
mex,1991,0
mex,1995,0
mex,1996,0.11785
mex,1997,0
mex,1998,0
mex,1999,47.79583
mex,2000,0.08767
mex,2001,0.08
mex,2002,0.08137
mex,2003,0.12342
mex,2004,0
mex,2005,0
mex,2006,0.02296
mex,2007,0.07414
mex,2008,0.08849
mex,2009,0.08945
mex,2010,0
mex,2011,0.13565
mex,2012,0.13246
mex,2013,0.14736
mex,2014,0.1195
mex,2015,0.1465
mex,2016,0.09409
mkd,2001,0
mkd,2002,0
mkd,2004,0
mkd,2005,0
mkd,2006,0
mkd,2007,0.0145
mkd,2008,0
mkd,2009,0
mkd,2010,0
mkd,2011,0
mkd,2012,0.00228
mkd,2013,0
mkd,2014,0
mkd,2015,0
mkd,2016,0
mli,1995,0
mli,1996,0
mli,1997,0
mli,1998,0
mli,1999,0
mli,2001,0
mli,2002,0
mli,2003,0
mli,2004,0
mli,2005,0
mli,2006,0
mli,2007,0
mli,2008,0
mli,2009,0
mli,2010,0
mli,2011,0
mli,2012,0
mli,2013,0
mli,2014,0
mli,2015,0
mli,2016,0
mlt,1988,7.75968
mlt,1989,15.07648
mlt,1990,0.78731
mlt,1991,0.06673
mlt,1992,0.1832
mlt,1993,0.28072
mlt,1994,0.09745
mlt,1995,0.59211
mlt,1996,0.13943
mlt,1997,0.05173
mlt,1998,0.05824
mlt,1999,0.56134
mlt,2000,0.0219
mlt,2001,0.02894
mlt,2002,0.02085
mlt,2003,0.02167
mlt,2004,0.03066
mlt,2005,0.02775
mlt,2006,0.01839
mlt,2007,0.03448
mlt,2008,0.01658
mlt,2009,0.01698
mlt,2010,0.03049
mlt,2011,0.03162
mlt,2012,0.0296
mlt,2013,0.02628
mlt,2014,0
mlt,2015,0.03364
mlt,2016,0.04563
mmr,1996,0
mmr,1997,0
mmr,1998,0
mmr,1999,0
mmr,2000,0
mmr,2001,0
mmr,2002,0
mmr,2003,0
mmr,2004,0
mmr,2005,0
mmr,2006,0
mmr,2007,0
mmr,2008,0
mmr,2010,0
mmr,2011,0
mmr,2012,0
mmr,2013,0
mmr,2015,0
mne,2007,0
mne,2008,0
mne,2009,0
mne,2010,0
mne,2011,0
mne,2012,0
mng,1999,0
mng,2000,0
mng,2001,0
mng,2002,0
mng,2003,0
mng,2004,0
mng,2005,0.01385
mng,2006,0
mng,2007,0.01052
mng,2008,0.01052
mng,2009,0
mng,2010,0.0112
mng,2011,0.02711
mng,2013,0.02711
mng,2015,0.021
moz,2001,0
moz,2002,0
moz,2003,0
moz,2005,0
moz,2006,0
moz,2007,0
moz,2008,0
moz,2009,0.38522
moz,2010,0.05905
moz,2011,0
moz,2012,0
moz,2014,0.67333
moz,2016,0.58926
mrt,2001,0
mrt,2006,4.71571
mrt,2007,0
mrt,2008,0
mrt,2009,0
mrt,2010,0
mrt,2011,0
mrt,2014,0.07855
mrt,2015,0.07855
mus,1995,0
mus,1996,0
mus,1997,0.03608
mus,1998,0
mus,1999,0
mus,2000,0
mus,2001,0
mus,2002,0.03117
mus,2004,0.06688
mus,2005,0.01646
mus,2006,4.3498
mus,2007,3.88985
mus,2008,4.54094
mus,2009,4.14409
mus,2010,3.65542
mus,2011,3.77272
mus,2012,3.40948
mus,2013,4.15257
mus,2014,0
mus,2015,3.95681
mus,2016,4.11465
mwi,1994,0
mwi,1996,0
mwi,1997,0
mwi,1998,0.01084
mwi,2000,0
mwi,2001,0.01439
mwi,2003,0
mwi,2006,0.04682
mwi,2008,0.04737
mwi,2009,0.36814
mwi,2010,0.36973
mwi,2011,25.31256
mwi,2012,0.19762
mwi,2013,0.17125
mwi,2014,0.07251
mwi,2015,0
mwi,2016,0
mys,1988,0.62817
mys,1991,0.53136
mys,1993,0.44053
mys,1996,0.29343
mys,1997,0.48182
mys,1998,1.1332
mys,1999,1.03491
mys,2000,0.05456
mys,2001,0.04072
mys,2002,0.31189
mys,2003,0.04054
mys,2004,0
mys,2005,0.03188
mys,2006,0.00846
mys,2007,0.06344
mys,2008,0
mys,2009,0
mys,2010,0
mys,2011,0.02865
mys,2012,0.02429
mys,2013,0.01901
mys,2014,0.06198
mys,2016,0.03142
nam,2001,0.0437
nam,2002,0.14794
nam,2004,0.01897
nam,2005,0.03841
nam,2006,0.01852
nam,2007,0.12015
nam,2008,0.0798
nam,2009,0.13329
nam,2010,0.07969
nam,2011,0.12482
nam,2012,0.02753
nam,2013,0.02607
nam,2014,0
nam,2015,0.05871
nam,2016,0.09092
ner,2001,0
ner,2002,0
ner,2003,0
ner,2004,0
ner,2005,0
ner,2006,0
ner,2007,0
ner,2008,0
ner,2009,0
ner,2010,0
ner,2011,0
ner,2012,0
ner,2013,0
ner,2014,0
ner,2015,0
ner,2016,0
nga,1988,0.29176
nga,1989,0.29145
nga,1990,0
nga,1992,0
nga,1995,23.29887
nga,1996,0
nga,1997,0
nga,1998,0
nga,1999,0
nga,2000,0
nga,2001,0
nga,2002,0.87132
nga,2003,0
nga,2005,0.20886
nga,2006,0.0956
nga,2008,0
nga,2009,0
nga,2010,0
nga,2011,0
nga,2013,0
nga,2014,0.22544
nga,2015,0
nga,2016,0
nic,1995,0
nic,1996,0
nic,1997,0
nic,1998,0
nic,1999,0
nic,2000,0
nic,2001,0
nic,2002,0.02137
nic,2003,0
nic,2004,0
nic,2005,0
nic,2006,0
nic,2007,0
nic,2008,0
nic,2009,0
nic,2010,0
nic,2011,0
nic,2012,0
nic,2013,0
nic,2014,0
nic,2015,0
nic,2016,0
nld,1988,7.75968
nld,1989,15.07648
nld,1990,0.78731
nld,1991,0.06673
nld,1992,0.1832
nld,1993,0.28072
nld,1994,0.09745
nld,1995,0.59211
nld,1996,0.13943
nld,1997,0.05173
nld,1998,0.05824
nld,1999,0.56134
nld,2000,0.0219
nld,2001,0.02894
nld,2002,0.02085
nld,2003,0.02167
nld,2004,0.03066
nld,2005,0.02775
nld,2006,0.01839
nld,2007,0.03448
nld,2008,0.01658
nld,2009,0.01698
nld,2010,0.03049
nld,2011,0.03162
nld,2012,0.0296
nld,2013,0.02628
nld,2014,0
nld,2015,0.03364
nld,2016,0.04563
nor,1988,1.38757
nor,1993,0.10002
nor,1995,0.32004
nor,1996,0.05364
nor,1997,0
nor,1998,0
nor,1999,0
nor,2000,0
nor,2001,0
nor,2002,0
nor,2003,0
nor,2004,0
nor,2005,0
nor,2006,0
nor,2007,0.09406
nor,2008,0.09963
nor,2009,0.11278
nor,2010,0
nor,2011,0
nor,2012,0
nor,2013,0
nor,2014,0
nor,2015,0
nor,2016,0
npl,1993,0.02023
npl,1998,1.02171
npl,1999,0.01182
npl,2000,0.01687
npl,2002,0.00851
npl,2003,0.0085
npl,2004,0.01696
npl,2005,0.06866
npl,2006,0
npl,2007,0
npl,2008,0
npl,2009,0
npl,2010,0
npl,2011,0
npl,2012,0.04547
npl,2013,0
npl,2014,0
npl,2015,0
npl,2016,0
nru,2016,1.94805
nzl,1992,0.93761
nzl,1993,1.34491
nzl,1996,1.47099
nzl,1997,1.47484
nzl,1998,1.73569
nzl,1999,1.65533
nzl,2000,1.71681
nzl,2001,0.68194
nzl,2002,1.08781
nzl,2003,0.99101
nzl,2004,1.87249
nzl,2005,2.44888
nzl,2006,0.91471
nzl,2007,0.8126
nzl,2008,0.88065
nzl,2009,0.86435
nzl,2010,1.13114
nzl,2011,0.86964
nzl,2012,0.88471
nzl,2013,0.75823
nzl,2014,0
nzl,2015,0.7404
nzl,2016,0.736
omn,1992,0
omn,1997,0
omn,2001,0
omn,2002,2.86638
omn,2003,0
omn,2004,0.0407
omn,2005,0.40892
omn,2006,0.44869
omn,2007,0.07732
omn,2008,0.06937
omn,2009,0.00951
omn,2012,0.01335
omn,2013,0.01411
omn,2014,0.01233
omn,2015,0.09796
omn,2016,0.06683
pak,1995,2.28029
pak,1998,2.4302
pak,1999,0.26739
pak,2000,0.11613
pak,2001,0.00854
pak,2002,0.00735
pak,2003,0.00722
pak,2004,0
pak,2005,0
pak,2006,0
pak,2007,0
pak,2008,0
pak,2009,0
pak,2010,0.05127
pak,2011,0
pak,2012,0
pak,2013,0
pak,2014,0
pak,2015,0
pak,2016,0
pan,1997,0.13362
pan,1998,18.64105
pan,1999,0
pan,2000,0.11547
pan,2001,0.10878
pan,2002,0
pan,2003,0
pan,2004,0.00877
pan,2005,0
pan,2006,0
pan,2007,0
pan,2008,0
pan,2009,0
pan,2010,0
pan,2011,0
pan,2012,0
pan,2013,0
pan,2015,0.12398
per,1993,0
per,1995,0
per,1997,0
per,1998,0
per,1999,0
per,2000,0
per,2001,0
per,2002,0
per,2003,0
per,2004,0
per,2005,0
per,2006,0
per,2007,0
per,2008,0
per,2009,0
per,2010,0
per,2011,0
per,2013,0
per,2014,0
per,2015,0
phl,1988,0.01777
phl,1989,0
phl,1990,1.12686
phl,1992,1.11945
phl,1993,0.09836
phl,1994,0.0983
phl,1995,0.09781
phl,1996,0.07759
phl,1997,0.07746
phl,1998,0.02293
phl,1999,0
phl,2000,0
phl,2001,0
phl,2002,0
phl,2003,0
phl,2004,0
phl,2005,0
phl,2006,0
phl,2007,0
phl,2008,0
phl,2009,0
phl,2010,0
phl,2011,0
phl,2012,0
phl,2013,0
phl,2015,0
phl,2016,0
plw,2005,0
plw,2006,0
plw,2010,0.03434
plw,2011,0.03434
plw,2012,0.03434
plw,2015,0.17604
plw,2016,0.21751
png,1997,0.63064
png,1999,0.01992
png,2000,0.01292
png,2001,0.01291
png,2002,0.05808
png,2003,0.01292
png,2004,0.01464
png,2005,0.01349
png,2006,0.04495
png,2007,0.11983
png,2008,0
png,2009,0.0284
png,2010,0.25909
png,2012,0.02032
png,2013,0.02032
pol,1988,7.75968
pol,1989,15.07648
pol,1990,0.78731
pol,1991,0.06673
pol,1992,0.1832
pol,1993,0.28072
pol,1994,0.09745
pol,1995,0.59211
pol,1996,0.13943
pol,1997,0.05173
pol,1998,0.05824
pol,1999,0.56134
pol,2000,0.0219
pol,2001,0.02894
pol,2002,0.02085
pol,2003,0.02167
pol,2004,0.03066
pol,2005,0.02775
pol,2006,0.01839
pol,2007,0.03448
pol,2008,0.01658
pol,2009,0.01698
pol,2010,0.03049
pol,2011,0.03162
pol,2012,0.0296
pol,2013,0.02628
pol,2014,0
pol,2015,0.03364
pol,2016,0.04563
prt,1988,7.75968
prt,1989,15.07648
prt,1990,0.78731
prt,1991,0.06673
prt,1992,0.1832
prt,1993,0.28072
prt,1994,0.09745
prt,1995,0.59211
prt,1996,0.13943
prt,1997,0.05173
prt,1998,0.05824
prt,1999,0.56134
prt,2000,0.0219
prt,2001,0.02894
prt,2002,0.02085
prt,2003,0.02167
prt,2004,0.03066
prt,2005,0.02775
prt,2006,0.01839
prt,2007,0.03448
prt,2008,0.01658
prt,2009,0.01698
prt,2010,0.03049
prt,2011,0.03162
prt,2012,0.0296
prt,2013,0.02628
prt,2014,0
prt,2015,0.03364
prt,2016,0.04563
pry,1991,0
pry,1994,0
pry,1995,0
pry,1996,0
pry,1997,0
pry,1998,0
pry,1999,0
pry,2000,0
pry,2001,0
pry,2002,3.03718
pry,2003,0
pry,2004,0
pry,2005,0
pry,2006,0
pry,2007,0
pry,2008,0
pry,2009,0
pry,2010,0
pry,2011,0
pry,2012,0
pry,2013,0
pry,2014,0
pry,2015,0
pry,2016,0
pyf,2008,0
pyf,2009,0
pyf,2011,0
pyf,2012,0
pyf,2013,0
pyf,2014,0
pyf,2015,0
pyf,2016,0
qat,2002,0
qat,2003,0.07106
qat,2004,0
qat,2005,0.659
qat,2006,0.70091
qat,2007,0.16006
qat,2008,0.05346
qat,2009,0.0394
qat,2010,0.13322
qat,2011,0.13322
qat,2012,0.02364
qat,2013,0.02954
qat,2014,0
qat,2015,0.06065
qat,2016,0.06065
rou,1988,7.75968
rou,1989,15.07648
rou,1990,0.78731
rou,1991,0.06673
rou,1992,0.1832
rou,1993,0.28072
rou,1994,0.09745
rou,1995,0.59211
rou,1996,0.13943
rou,1997,0.05173
rou,1998,0.05824
rou,1999,0.56134
rou,2000,0.0219
rou,2001,0.02894
rou,2002,0.02085
rou,2003,0.02167
rou,2004,0.03066
rou,2005,0.02775
rou,2006,0.01839
rou,2007,0.03448
rou,2008,0.01658
rou,2009,0.01698
rou,2010,0.03049
rou,2011,0.03162
rou,2012,0.0296
rou,2013,0.02628
rou,2014,0
rou,2015,0.03364
rou,2016,0.04563
rus,1993,0
rus,1994,0.00761
rus,1996,0.16457
rus,1997,0
rus,2001,1.81428
rus,2002,1.23322
rus,2005,1.63694
rus,2007,0.58922
rus,2008,0.27475
rus,2009,0.49608
rus,2010,0.46431
rus,2011,0.78186
rus,2012,0.53761
rus,2013,0.61788
rus,2014,0
rus,2015,0.57488
rus,2016,0.87113
rwa,1993,0.13674
rwa,2000,0
rwa,2001,0
rwa,2002,0
rwa,2003,0
rwa,2005,0.00765
rwa,2006,0
rwa,2008,0.00874
rwa,2009,0
rwa,2010,0
rwa,2011,0.03987
rwa,2012,0.01491
rwa,2013,0.01491
rwa,2014,0
rwa,2015,0
rwa,2016,0
sau,1994,0.00616
sau,1999,0.00546
sau,2000,0.12427
sau,2001,0.18949
sau,2002,0.24286
sau,2003,0.01031
sau,2004,0.00507
sau,2005,0.43626
sau,2006,0.44604
sau,2007,0.00861
sau,2008,0
sau,2009,0
sau,2011,0.09625
sau,2012,0.01232
sau,2013,0.01232
sau,2014,0
sau,2015,0.16672
sdn,1996,0
sdn,2002,0
sdn,2006,0.01086
sdn,2008,0.00555
sdn,2009,0.60949
sdn,2010,0.05749
sdn,2011,0.04907
sen,2001,0
sen,2002,0
sen,2003,0
sen,2004,0
sen,2005,0
sen,2006,0
sen,2007,0
sen,2008,0
sen,2009,0
sen,2010,0
sen,2011,0
sen,2012,0
sen,2013,0
sen,2014,0
sen,2015,0
sen,2016,0
sgp,1989,0.04526
sgp,1995,0
sgp,1996,0
sgp,1997,0
sgp,1998,0
sgp,1999,0
sgp,2000,0
sgp,2001,0
sgp,2002,0
sgp,2003,0
sgp,2004,0
sgp,2005,0
sgp,2006,0
sgp,2007,0
sgp,2008,0
sgp,2009,0
sgp,2010,0
sgp,2011,0
sgp,2012,0
sgp,2013,0
sgp,2014,0
sgp,2015,0
sgp,2016,0
slb,2008,0.976
slb,2015,0.09828
slb,2016,0.1026
sle,2004,0
sle,2006,0
sle,2010,0.2839
sle,2011,0.38041
sle,2012,0.4168
slv,1995,0
slv,1996,0
slv,1997,0
slv,1998,1.16289
slv,1999,0
slv,2000,0
slv,2001,0
slv,2002,0
slv,2003,0
slv,2004,0
slv,2005,0
slv,2006,0
slv,2007,0
slv,2008,0
slv,2009,0
slv,2010,0
slv,2011,0
slv,2012,0.03225
slv,2013,0.01971
slv,2014,0.03386
slv,2015,0
srb,2001,0
srb,2002,0
srb,2005,0
stp,2013,0.30905
stp,2014,0.39485
stp,2015,0.63137
stp,2016,0.58423
sur,1996,43.15453
sur,1999,42.54708
sur,2000,75.17448
sur,2007,12.49612
sur,2009,0
sur,2010,0
sur,2011,0.27375
sur,2012,0
sur,2013,0
svk,1988,7.75968
svk,1989,15.07648
svk,1990,0.78731
svk,1991,0.06673
svk,1992,0.1832
svk,1993,0.28072
svk,1994,0.09745
svk,1995,0.59211
svk,1996,0.13943
svk,1997,0.05173
svk,1998,0.05824
svk,1999,0.56134
svk,2000,0.0219
svk,2001,0.02894
svk,2002,0.02085
svk,2003,0.02167
svk,2004,0.03066
svk,2005,0.02775
svk,2006,0.01839
svk,2007,0.03448
svk,2008,0.01658
svk,2009,0.01698
svk,2010,0.03049
svk,2011,0.03162
svk,2012,0.0296
svk,2013,0.02628
svk,2014,0
svk,2015,0.03364
svk,2016,0.04563
svn,1988,7.75968
svn,1989,15.07648
svn,1990,0.78731
svn,1991,0.06673
svn,1992,0.1832
svn,1993,0.28072
svn,1994,0.09745
svn,1995,0.59211
svn,1996,0.13943
svn,1997,0.05173
svn,1998,0.05824
svn,1999,0.56134
svn,2000,0.0219
svn,2001,0.02894
svn,2002,0.02085
svn,2003,0.02167
svn,2004,0.03066
svn,2005,0.02775
svn,2006,0.01839
svn,2007,0.03448
svn,2008,0.01658
svn,2009,0.01698
svn,2010,0.03049
