geo,time,sl_tlf_cact_ma_ne_zs
gib,1991,71.94
gib,1992,66.59
gib,1993,64.56
gib,1994,58.66
gib,2001,78.82
gin,1983,79.98
gin,1996,48.85
gin,2002,66.39
gmb,1983,86.3
gmb,1993,70.21
gmb,2012,68.63
gnb,1979,88.46
gnb,1988,60.14
gnq,1983,89.09
gnq,1994,69.9
grc,1961,80.58
grc,1971,72.82
grc,1979,50.88
grc,1981,68.31
grc,1982,68.5
grc,1983,72.23
grc,1984,71.36
grc,1985,70.13
grc,1986,69.01
grc,1987,67.94
grc,1988,67.88
grc,1989,66.81
grc,1990,65.8
grc,1991,64.71
grc,1992,64.35
grc,1993,64.15
grc,1994,64.54
grc,1995,64.39
grc,1996,64.17
grc,1997,62.89
grc,1998,65.42
grc,1999,65.03
grc,2000,64.88
grc,2001,64.13
grc,2002,64.12
grc,2003,64.36
grc,2004,64.51
grc,2005,64.3
grc,2006,64.35
grc,2007,64.16
grc,2008,64.17
grc,2009,64.03
grc,2010,63.56
grc,2011,62.17
grc,2012,61.28
grc,2013,60.91
grc,2014,60.12
grc,2015,59.79
grc,2016,59.81
grd,1960,40.31
grd,1970,40.01
grd,1988,71.32
grd,1998,75.4
grd,2013,72.4
grd,2014,72.3
grd,2015,77.1
grl,1960,51.33
grl,1970,90.63
grl,1976,76.5
grl,2010,75.91647
grl,2011,75.86613
grl,2012,76.26668
grl,2013,75.97213
grl,2014,75.66631
grl,2015,76.31593
gtm,1964,92.01
gtm,1973,87.95
gtm,1978,84.36
gtm,1979,86.44
gtm,1980,89.47
gtm,1981,84.31
gtm,1985,85.26
gtm,1987,90.3
gtm,1989,89.94
gtm,1994,83.96
gtm,1999,73.56
gtm,2000,87.9
gtm,2002,89.4
gtm,2003,88.95
gtm,2004,85.82
gtm,2006,88.33
gtm,2010,81.05
gtm,2011,83.95
gtm,2012,87.19
gtm,2013,82.98
gtm,2014,83.61
gtm,2015,84.59
gtm,2016,83.91
gum,1960,86.9
gum,1970,84.29
gum,1980,82.17
gum,1983,67.81
gum,1986,72.69
gum,1988,75.09
gum,1990,83.77
gum,2000,75.6
gum,2001,73.2
gum,2002,70.6
gum,2004,70.7
gum,2005,67.5
gum,2006,70.4
gum,2007,67.6
gum,2009,70.2
gum,2010,66.1
gum,2011,69.3
guy,1960,48.3
guy,1980,87.65
guy,1987,86.37
guy,1993,81.18
guy,2002,78.52
guy,2017,68.87
high_income,1978,73.58403
high_income,1979,72.5114
high_income,1980,72.64683
high_income,1981,74.98985
high_income,1982,74.84428
high_income,1983,74.33014
high_income,1984,73.96275
high_income,1985,73.75091
high_income,1986,73.5088
high_income,1987,73.71328
high_income,1988,73.26834
high_income,1989,73.54552
high_income,1990,73.39298
high_income,1991,72.91147
high_income,1992,72.62583
high_income,1993,72.04739
high_income,1994,71.77113
high_income,1995,71.70756
high_income,1996,71.42411
high_income,1997,71.34214
high_income,1998,71.20728
high_income,1999,71.20864
high_income,2000,70.88582
high_income,2001,70.6387
high_income,2002,70.37625
high_income,2003,70.12343
high_income,2004,69.93119
high_income,2005,70.1085
high_income,2006,70.09614
high_income,2007,70.071
high_income,2008,70.13584
high_income,2009,69.6747
high_income,2010,68.94665
high_income,2011,68.83166
high_income,2012,68.69236
high_income,2013,68.50988
high_income,2014,68.20431
high_income,2015,67.92682
high_income,2016,68.58373
hkg,1961,90.37
hkg,1966,86.08
hkg,1971,84.68
hkg,1975,82.37
hkg,1976,82.36
hkg,1979,80.13
hkg,1980,80.86
hkg,1981,82.5
hkg,1982,81.69
hkg,1983,81.3
hkg,1984,82.07
hkg,1985,80.36
hkg,1986,80.46
hkg,1987,80.23
hkg,1988,80.02
hkg,1989,79.41
hkg,1990,78.92
hkg,1991,78.83
hkg,1992,78.02
hkg,1993,78.13
hkg,1994,77.58
hkg,1995,76.59
hkg,1996,75.99
hkg,1997,75.71
hkg,1998,75.52
hkg,1999,74
hkg,2000,73.21
hkg,2001,72.95
hkg,2002,72.51
hkg,2003,72
hkg,2004,71.68
hkg,2005,71.08
hkg,2006,70.95
hkg,2007,70.46
hkg,2008,69.71
hkg,2009,69.44
hkg,2010,68.51
hkg,2011,68.45
hkg,2012,68.71
hkg,2013,69.2
hkg,2014,68.82
hkg,2015,68.83
hkg,2016,68.6
hnd,1961,52.68
hnd,1973,54.18
hnd,1974,88.1
hnd,1977,88.11
hnd,1979,87.74
hnd,1980,87.56
hnd,1981,87.31
hnd,1982,87.24
hnd,1983,87.1
hnd,1984,87.38
hnd,1991,85.49
hnd,1992,89.29
hnd,1995,86.4
hnd,1998,87.49
hnd,1999,88.04
hnd,2000,87.05
hnd,2001,84.83
hnd,2002,85
hnd,2004,66.92
hnd,2005,83.65
hnd,2006,83.36
hnd,2007,82.08
hnd,2008,81.41
hnd,2009,82.29
hnd,2010,82.51
hnd,2011,81.35
hnd,2012,80.07
hnd,2013,82.63
hnd,2014,83.07
hnd,2015,82.51
hnd,2016,81.48
hrv,1991,68.57
hrv,1998,43.1
hrv,2000,58.41
hrv,2001,57.89
hrv,2002,59.3
hrv,2003,58.7
hrv,2004,59.66
hrv,2005,57.52
hrv,2006,56.38
hrv,2007,61.53
hrv,2008,61.24
hrv,2009,60.16
hrv,2010,59.66
hrv,2011,59.77
hrv,2012,58.86
hrv,2013,57.7
hrv,2014,58.86
hrv,2015,59.14
hrv,2016,57.76
hti,1971,89.55
hti,1980,83.3
hti,1982,80.26
hti,1985,80.06
hti,1990,77.41
hti,1995,73.52
hti,2000,68.98
hti,2003,58.33
hti,2005,69.49
hti,2007,55.3
hti,2010,70.83
hti,2012,66
hun,1960,86.98
hun,1970,75.43
hun,1978,54.63
hun,1979,54.38
hun,1980,71.95
hun,1981,86.5
hun,1982,87
hun,1983,86.7
hun,1984,85.8
hun,1985,85.3
hun,1986,84.8
hun,1987,85.3
hun,1988,84.5
hun,1989,83.7
hun,1990,64.53
hun,1991,51.14
hun,1992,66.23
hun,1993,63.49
hun,1994,61.8
hun,1995,61.68
hun,1996,57.81
hun,1997,57.23
hun,1998,57.25
hun,1999,58.18
hun,2000,58.49
hun,2001,57.72
hun,2002,57.53
hun,2003,58.18
hun,2004,57.8
hun,2005,58.31
hun,2006,58.97
hun,2007,58.74
hun,2008,58.12
hun,2009,57.88
hun,2010,57.84
hun,2011,58.33
hun,2012,59.25
hun,2013,60.17
hun,2014,61.86
hun,2015,63.12
hun,2016,64.33
idn,1961,88.92
idn,1971,82.35
idn,1976,94.71
idn,1977,88.83
idn,1978,90.83
idn,1980,80.44
idn,1982,86.36
idn,1986,85.89
idn,1988,85.28
idn,1990,82.75
idn,1992,84.78
idn,1996,86.06
idn,1997,83.37
idn,1998,81.24
idn,1999,84.6
idn,2000,84.17
idn,2001,84.48
idn,2002,83.97
idn,2003,83.46
idn,2004,83.95
idn,2005,82.5
idn,2006,82.48
idn,2007,82.68
idn,2008,82.54
idn,2009,81.97
idn,2010,82.33
idn,2011,82.93
idn,2012,83.44
idn,2013,82.89
idn,2014,82.69
idn,2015,82.46
idn,2016,81.59
idn,2017,81.81
ind,1961,90.22
ind,1971,85.55
ind,1981,86.79
ind,1991,80.39
ind,1994,84.45
ind,2000,82.81
ind,2001,78.45
ind,2005,82.85
ind,2010,79.74
ind,2012,79.07
irl,1961,85.03
irl,1966,84.03
irl,1971,81.97
irl,1975,78.59
irl,1977,76.75
irl,1981,76.43
irl,1983,75.68
irl,1984,74.72
irl,1985,73.52
irl,1986,73.18
irl,1987,72.51
irl,1988,72.23
irl,1989,71.15
irl,1990,70.67
irl,1991,70.63
irl,1992,68.72
irl,1993,68.46
irl,1994,68.86
irl,1995,68.39
irl,1996,68.53
irl,1997,68.53
irl,1998,69.4
irl,1999,70.38
irl,2000,71.19
irl,2001,71.14
irl,2002,70.74
irl,2003,70.57
irl,2004,70.99
irl,2005,72.33
irl,2006,73.44
irl,2007,73.72
irl,2008,72.83
irl,2009,70.4
irl,2010,68.68
irl,2011,67.91
irl,2012,67.57
irl,2013,67.73
irl,2014,67.59
irl,2015,67.7
irl,2016,67.49
irn,1966,86.49
irn,1972,79.62
irn,1976,83.16
irn,1982,77.47
irn,1986,81.02
irn,1991,79.89
irn,1996,74.76
irn,2005,73.82
irn,2007,71.22
irn,2008,68.85
irn,2009,69.71
irn,2010,68.79
irn,2013,63
irn,2014,68.59
irn,2015,69.39
irn,2016,70.43
irq,1977,80.2
irq,1987,75.26
irq,1997,77.28
irq,2004,69.12
irq,2006,78.3
irq,2008,74.94614
irq,2009,68.92
isl,1960,86.62
isl,1974,57.18
isl,1975,82.52
isl,1976,82.56
isl,1977,82.62
isl,1979,82.77
isl,1980,42.84
isl,1981,82.93
isl,1982,82.97
isl,1983,84.48
isl,1985,59.05
isl,1991,85.29
isl,1992,85.73
isl,1993,84.02
isl,1994,83.75
isl,1995,87.04
isl,1996,86.49
isl,1997,85.66
isl,1998,86.62
isl,1999,87.11
isl,2000,87.85
isl,2001,88.45
isl,2002,87.23
isl,2003,87.36
isl,2004,86.9
isl,2005,85.52
isl,2006,86.91
isl,2007,87.23
isl,2008,86.48
isl,2009,84.09
isl,2010,83.93
isl,2011,83.16
isl,2012,82.62
isl,2013,83.67
isl,2014,85.61
isl,2015,86.28
isl,2016,87.75
isr,1972,68.5
isr,1974,64.95
isr,1976,64.59
isr,1978,65.02
isr,1979,63.89
isr,1980,63.74
isr,1981,63.79
isr,1982,63.37
isr,1983,66.67
isr,1986,63.17
isr,1987,62.36
isr,1988,63.18
isr,1989,63.04
isr,1990,71.82
isr,1991,71.87
isr,1992,71.53
isr,1993,73.25
isr,1994,73.29
isr,1995,73.14
isr,1996,71.95
isr,1997,71.18
isr,1998,70.12
isr,1999,69.57
isr,2000,69.71
isr,2001,69.39
isr,2002,68.26
isr,2003,67.97
isr,2004,68.45
isr,2005,68.68
isr,2006,69.15
isr,2007,69.74
isr,2008,69.77
isr,2009,68.91
isr,2010,69.34
isr,2011,69.24
isr,2012,69.32
isr,2013,69.4
isr,2014,69.45
isr,2015,69.3
isr,2016,69.11
isr,2017,68.95
ita,1961,80.67
ita,1971,72.73
ita,1977,70.51
ita,1978,69.99
ita,1979,69.61
ita,1980,69.18
ita,1981,69.03
ita,1982,68.36
ita,1983,68.97
ita,1984,68.68
ita,1985,68.52
ita,1986,68.11
ita,1987,67.36
ita,1988,66.84
ita,1989,65.88
ita,1990,65.75
ita,1991,66.73
ita,1992,64.69
ita,1993,64.21
ita,1994,63.12
ita,1995,62.27
ita,1996,62.11
ita,1997,61.97
ita,1998,62.01
ita,1999,61.81
ita,2000,61.66
ita,2001,61.4
ita,2002,61.75
ita,2003,62.14
ita,2004,61.9
ita,2005,61.08
ita,2006,60.84
ita,2007,60.44
ita,2008,60.39
ita,2009,59.57
ita,2010,59.08
ita,2011,58.72
ita,2012,59.24
ita,2013,58.65
ita,2014,58.7
ita,2015,58.88
ita,2016,59.25
jam,1960,90.49
jam,1970,80.69
jam,1974,81.41
jam,1975,81.53
jam,1976,80.96
jam,1978,80.04
jam,1980,67.53
jam,1981,79.74
jam,1982,81.46
jam,1985,65.49
jam,1988,68.56
jam,1990,76.91
jam,1991,68.82
jam,1994,74.03
jam,1995,76.8
jam,1996,75.5
jam,1997,74.6
jam,1998,73.61
jam,1999,73
jam,2001,73
jam,2002,72.5
jam,2003,71.38
jam,2004,73.7
jam,2007,73.5
jam,2008,73.6563
jam,2009,71.8079
jam,2010,70.3666
jam,2011,70.2
jam,2012,69.17
jam,2013,70
jam,2014,70.02
jam,2015,70.25
jam,2016,71.17
jam,2017,71.26
jor,1961,77.99
jor,1971,43.1
jor,1975,72.58
jor,1979,77.01
jor,1998,62.9
jor,2000,66.1
jor,2001,65.5
jor,2002,64.2
jor,2003,63.2
jor,2004,70.33
jor,2005,64.4
jor,2006,63.1
jor,2007,64.4
jor,2008,64
jor,2009,64.8
jor,2010,63.5
jor,2011,62.8
jor,2012,61.3
jor,2013,60.4
jor,2014,59.7
jpn,1960,84.83
jpn,1961,84.9
jpn,1962,84.27
jpn,1963,83.11
jpn,1964,82.13
jpn,1965,81.72
jpn,1966,81.68
jpn,1967,81.64
jpn,1968,82.12
jpn,1969,81.88
jpn,1970,81.8
jpn,1971,82.22
jpn,1972,82.13
jpn,1973,82.14
jpn,1974,81.83
jpn,1975,81.39
jpn,1976,81.22
jpn,1977,80.63
jpn,1978,80.35
jpn,1979,80.15
jpn,1980,79.82
jpn,1981,79.79
jpn,1982,79.5
jpn,1983,79.45
jpn,1984,78.79
jpn,1985,78.14
jpn,1986,77.78
jpn,1987,77.34
jpn,1988,77.1
jpn,1989,76.99
jpn,1990,77.19
jpn,1991,77.62
jpn,1992,77.95
jpn,1993,78.01
jpn,1994,77.81
jpn,1995,77.64
jpn,1996,77.73
jpn,1997,77.74
jpn,1998,77.29
jpn,1999,76.91
jpn,2000,76.41
jpn,2001,75.71
jpn,2002,74.73
jpn,2003,74.11
jpn,2004,73.43
jpn,2005,73.29
jpn,2006,73.17
jpn,2007,73.12
jpn,2008,72.75
jpn,2009,72.01
jpn,2010,71.61
jpn,2011,71.28
jpn,2012,70.76
jpn,2013,70.54
jpn,2014,70.39
jpn,2015,70.31
jpn,2016,70.43
kaz,1989,78.23
kaz,1999,69.49
kaz,2002,75.95
kaz,2003,75.64
kaz,2004,75.58
kaz,2008,76.11
ken,1989,81.4
ken,1999,74.44
ken,2005,68.61
ken,2009,86.83
kgz,1989,74.47
kgz,2002,73.98
kgz,2004,74.36
kgz,2006,77.3
kgz,2009,75.72
kgz,2010,76.82
kgz,2011,77.52
kgz,2012,77.28
kgz,2013,76.42
kgz,2014,74.97
kgz,2015,75.49
kgz,2016,75.4
khm,1962,86.58
khm,1992,93.34
khm,1993,81.69
khm,1996,82.07
khm,1998,81.21
khm,1999,81.64
khm,2000,82.83
khm,2001,90.55
khm,2004,85.92
khm,2008,80.84
khm,2010,90.04
khm,2012,74.76
khm,2013,88.69
khm,2014,87.94
kir,1978,86.16
kir,1990,83.61
kir,1995,90.97
kir,2000,86
kir,2005,32.84
kir,2010,66.76
kna,1960,45.02
kna,1970,38.32
kna,1980,79.53
kna,1991,76.85
kna,2001,62.8
kor,1960,73.09
kor,1966,72.55
kor,1970,74.81
kor,1975,76.26
kor,1977,46.39
kor,1978,46.47
kor,1979,46.51
kor,1980,46.89
kor,1981,71.63
kor,1982,70.56
kor,1983,68.91
kor,1984,67.37
kor,1985,67.38
kor,1986,67.46
kor,1987,72.53
kor,1988,72.86
kor,1989,73.34
kor,1990,74.01
kor,1991,75.03
kor,1992,75.66
kor,1993,75.7
kor,1994,76.34
kor,1995,76.4
kor,1996,76.2
kor,1997,76.06
kor,1998,75.05
kor,1999,74.43
kor,2000,74.39
kor,2001,74.33
kor,2002,74.97
kor,2003,74.72
kor,2004,74.97
kor,2005,74.57
kor,2006,74.1
kor,2007,74.01
kor,2008,73.52
kor,2009,73.07
kor,2010,73.02
kor,2011,73.14
kor,2012,73.25
kor,2013,73.22
kor,2014,73.99
kor,2015,73.8
kor,2016,73.85
kor,2017,73.88
kos,2002,71.9
kos,2003,71.7
kos,2004,67.8
kos,2005,68.3
kos,2006,69.6
kos,2007,65.2
kos,2008,65.8
kos,2009,67.5
kos,2012,55.4
kos,2013,60.16
kos,2014,55.52
kos,2015,50.54
kos,2016,51.82
kwt,1965,89.34
kwt,1970,87.42
kwt,1975,82.46
kwt,1980,85.77
kwt,1983,78.64
kwt,1985,83.18
kwt,1988,80.08
kwt,1995,83.64
kwt,1996,68.52
kwt,1997,69.02
kwt,2003,81.52
kwt,2005,84.36
kwt,2006,89.3
kwt,2007,88.3
kwt,2008,88.21
kwt,2009,87.41
kwt,2010,87.24
kwt,2016,87.44
lao,1995,82.59
lao,2003,94.3
lao,2005,66.8
lao,2010,79.82
lbn,1970,43.76
lbn,1975,73.8
lbn,2004,68.88
lbn,2007,66.93
lbn,2009,71.55
lbr,1962,81.97
lbr,1974,70.03
lbr,1984,66.48
lbr,2010,60.75
lby,1964,80.16
lby,1973,77.97
lby,2012,60.98
lca,1991,78.89
lca,1993,78.9
lca,1994,76.3
lca,1995,78.5
lca,1996,77.7
lca,1997,78.4
lca,1998,77
lca,1999,77
lca,2000,75
lca,2001,75.52
lca,2003,75.18
lca,2004,73.8
lca,2005,76.2
lca,2006,69.6
lca,2007,73.2
lca,2008,65.71
lca,2009,70.2
lca,2010,74.97
lca,2011,72.71
lca,2012,73.75
lca,2013,75.47
lca,2015,78.28
lca,2016,78.18
lie,1960,93.42
lie,1970,89.01
lie,1980,87.14
lie,2000,78.08
lie,2001,77.26
lie,2002,76.05
lie,2003,75.43
lie,2004,73.91
lie,2005,73.65
lie,2006,73.85
lie,2007,74.25
lie,2008,72.05
lie,2009,71.31
lie,2010,70.93
lie,2011,71.87
lie,2012,71.18
lie,2013,70.57
lie,2014,70.19
lie,2015,69.46
lie,2016,68.8
lka,1963,82.11
lka,1970,45.16
lka,1971,81.21
lka,1981,52.38
lka,1985,80.22
lka,1986,79.39
lka,1990,77.87
lka,1992,76.36
lka,1993,76.23
lka,1994,76.67
lka,1995,74.81
lka,1996,75.59
lka,1997,75.7
lka,1998,76.81
lka,1999,77.47
lka,2000,75.68
lka,2001,66.2
lka,2002,67.9
lka,2003,76.78
lka,2004,74.84
lka,2005,75.82
lka,2006,67.79
lka,2007,76.16
lka,2008,67.75
lka,2009,71.64
lka,2010,75.03
lka,2011,74.05
lka,2012,74.98
lka,2013,74.93
lka,2014,74.62
lka,2015,74.71
lka,2016,75.07
lower_middle_income,1961,87.44776
lower_middle_income,2000,80.6671
lower_middle_income,2001,78.05417
lower_middle_income,2005,80.80762
lower_middle_income,2010,79.34492
lower_middle_income,2012,78.70534
lso,1966,44.55
lso,1976,62.14
lso,1986,76.4
lso,1996,56.69
lso,1997,69.2
lso,1999,79.17
lso,2006,58.13
lso,2008,50.88
lso,2013,73.99
ltu,1989,74.69
ltu,1997,69.75
ltu,1998,70.04
ltu,1999,68.41
ltu,2000,66.53
ltu,2001,65.59
ltu,2002,65.43
ltu,2003,66.39
ltu,2004,63.93
ltu,2005,62.88
ltu,2006,61.31
ltu,2007,61.97
ltu,2008,62.19
ltu,2009,61.98
ltu,2010,62
ltu,2011,63.08
ltu,2012,63.23
ltu,2013,64.13
ltu,2014,65.05
ltu,2015,64.88
ltu,2016,66.03
lux,1960,77.4
lux,1966,75.43
lux,1970,74.45
lux,1978,71.99
lux,1979,72.04
lux,1981,71.59
lux,1983,70.02
lux,1984,70.11
lux,1985,69.56
lux,1986,69.93
lux,1987,70.27
lux,1988,68.99
lux,1989,68.71
lux,1990,67.74
lux,1991,68.8
lux,1992,68.69
lux,1993,68.62
lux,1994,67.68
lux,1995,66.38
lux,1996,65.39
lux,1997,64.67
lux,1998,64.56
lux,1999,64.31
lux,2000,66.08
lux,2001,65.69
lux,2002,66.46
lux,2003,65.08
lux,2004,64.91
lux,2005,65.08
lux,2006,60.37
lux,2007,61.3
lux,2008,64.14
lux,2009,66.6
lux,2010,65.83
lux,2011,65.05
lux,2012,65.7
lux,2013,66.33
lux,2014,66.75
lux,2015,65.4
lux,2016,64.28
lva,1989,77.52
lva,1996,69.81
lva,1997,68.61
lva,1998,68.22
lva,1999,67.36
lva,2000,64.97
lva,2001,64.47
lva,2002,66.16
lva,2003,64.87
lva,2004,65.65
lva,2005,65.62
lva,2006,67.58
lva,2007,69.05
lva,2008,69.59
lva,2009,67.03
lva,2010,65.04
lva,2011,65.31
lva,2012,66.43
lva,2013,66.12
lva,2014,66.5
lva,2015,67.4
lva,2016,67.11
mac,1960,63.17
mac,1990,60.6
mac,1991,60.2
mac,1992,72.06
mac,1993,71.2
mac,1994,70.64
mac,1995,72.85
mac,1996,81.11
mac,1997,78.49
mac,1998,77.38
mac,1999,76.4
mac,2000,74.92
mac,2001,79.43
mac,2002,72.53
mac,2003,69.4
mac,2004,70.06
mac,2005,70.84
mac,2006,73.55
mac,2007,76
mac,2008,77.32
mac,2009,78.01
mac,2010,77.57
mac,2011,78.06
mac,2012,78.55
mac,2013,78.43
mac,2014,79.82
mac,2015,79.57
mac,2016,77.78
mac,2017,76
mar,1960,87.41
mar,1971,79.96
mar,1982,78.31
mar,1990,74.93
mar,1994,80.38
mar,1995,75.42
mar,1998,75.13
mar,1999,79.26
mar,2000,78.6
mar,2001,77.92
mar,2002,77.33
mar,2003,77.36
mar,2004,77.51
mar,2005,76.88
mar,2006,52.63
mar,2007,77.38
mar,2008,75.89
mar,2009,53.51
mar,2010,74.67
mar,2011,74.3
mar,2012,73.6
mar,2013,73.04
mar,2014,72.6
mco,2016,57.19
mda,1989,74.86
mda,2000,47.53
mda,2001,46.39
mda,2002,59.26
mda,2003,42.25
mda,2004,51.74
mda,2005,50.19
mda,2006,49.96
mda,2007,47.77
mda,2008,47.34
mda,2009,46.19
mda,2010,44.95
mda,2011,45.59
mda,2012,43.52
mda,2013,44.49
mda,2014,44.15
mda,2015,46.88
mda,2016,45.45
mdg,1965,50.27
mdg,1975,91.43
mdg,1985,48.76
mdg,2003,86.25
mdg,2005,89.4
mdg,2010,65
mdg,2012,93.9
mdg,2015,89.21
mdv,1977,90.21
mdv,1985,77.67
mdv,1990,77.27
mdv,1995,74.02
mdv,2000,71.73
mdv,2006,75.42
mdv,2010,68.18
mdv,2014,78.47
mex,1960,92.73
mex,1970,80.6
mex,1975,42.87
mex,1978,77.79
mex,1979,77.5
mex,1980,82.77
mex,1988,82.23
mex,1990,75.52
mex,1991,84.14
mex,1992,84.52
mex,1993,84.96
mex,1994,84.25
mex,1995,82.76
mex,1996,82.81
mex,1997,83.43
mex,1998,83.42
mex,1999,82.8
mex,2000,81.79
mex,2001,81.11
mex,2002,80.7
mex,2003,79.93
mex,2004,80.58
mex,2005,80.31
mex,2006,80.72
mex,2007,80.31
mex,2008,79.94
mex,2009,79
mex,2010,78.7
mex,2011,78.46
mex,2012,78.78
mex,2013,78.47
mex,2014,78.24
mex,2015,77.97
mex,2016,77.7
mex,2017,77.57
mhl,1980,65.51
mhl,2011,53.31
middle_east_north_africa,2007,72.74775
middle_east_north_africa,2008,72.90529
middle_east_north_africa,2009,70.3822
middle_east_north_africa,2010,71.68931
middle_east_north_africa,2013,70.25019
middle_east_north_africa,2014,70.4969
mkd,1991,68.49
mkd,1994,70.62
mkd,1996,66.98
mkd,1997,66.5
mkd,1998,67.4
mkd,1999,65.48
mkd,2000,64.4
mkd,2001,65.6
mkd,2002,63.68
mkd,2003,65.57
mkd,2006,66.23
mkd,2007,66.14
mkd,2008,67.61
mkd,2009,68.45
mkd,2010,68.57
mkd,2011,67.55
mkd,2012,67.4
mkd,2013,67.28
mkd,2014,67.96
mkd,2015,67.41
mkd,2016,67.58
mli,1976,91.51
mli,2004,66.18
mli,2006,84.9
mli,2007,88.11
mli,2010,81.42
mli,2014,81.71
mli,2015,80.47
mli,2016,81.63
mlt,1967,53.29
mlt,1979,57.03
mlt,1980,59.36
mlt,1981,58.38
mlt,1983,57.1
mlt,1985,55.3
mlt,1986,56.38
mlt,1987,56.21
mlt,1988,56.72
mlt,1989,56.38
mlt,1990,56.12
mlt,1993,53.42
mlt,1994,71.09
mlt,1995,71.09
mlt,1996,71.45
mlt,1997,70.95
mlt,1998,70.41
mlt,1999,55.66
mlt,2000,70.4
mlt,2001,71.98
mlt,2002,70.7
mlt,2003,70.63
mlt,2004,70.45
mlt,2005,68.29
mlt,2006,68.14
mlt,2007,67.67
mlt,2008,66.86
mlt,2009,66.64
mlt,2010,66.99
mlt,2011,67.07
mlt,2012,66.26
mlt,2013,66.63
mlt,2014,66.89
mlt,2015,66.93
mlt,2016,67.14
mmr,1983,73.77
mmr,1990,60
mmr,2015,80.2
mne,2005,57.35
mne,2007,60
mne,2008,60.4
mne,2009,59.31
mne,2010,58.09
mne,2011,55.69
mne,2012,56.81
mne,2013,56.8
mne,2014,59.45
mne,2015,60.09
mne,2016,61.8
mng,1998,63.45
mng,2000,68.6
mng,2002,60.4
mng,2003,64.4
mng,2004,59.66
mng,2005,59.52
mng,2006,64.5
mng,2007,64.6
mng,2008,63.05
mng,2009,63.5
mng,2010,64.79
mng,2011,66.57
mng,2012,66.07
mng,2013,65.54
mng,2014,66.16
mng,2015,66.14
mng,2016,64.97
mnp,1985,70.42
mnp,1990,87.43
mnp,1995,88.01
mnp,2003,82.54
mnp,2010,77.63
moz,1970,97.02
moz,1980,88.25
moz,1997,80.41
moz,2003,83.96
moz,2012,75.77
moz,2015,80.09
mrt,1975,94.55
mrt,1988,68.75
mrt,2000,64.5
mrt,2008,74.6
mrt,2012,62.8
mus,1962,81.13
mus,1972,83.19
mus,1983,80.09
mus,1984,40.84
mus,1987,82
mus,1989,82.67
mus,1990,81.93
mus,1991,82.1
mus,1992,82.11
mus,1993,81.97
mus,1994,81.91
mus,1995,80.12
mus,2000,78.31
mus,2001,79.89
mus,2004,77.39
mus,2005,76.66
mus,2006,76.12
mus,2007,77.17
mus,2008,76.56
mus,2009,76.07085
mus,2010,76.07676
mus,2011,75.47
mus,2012,75.69
mus,2013,78.7
mus,2014,75.11
mus,2015,74.8
mus,2016,74.3
mwi,1975,81.66
mwi,1983,91.63
mwi,1987,80.61
mwi,1998,79.35
mwi,2005,93.9
mwi,2013,83.41
mys,1980,81.16
mys,1982,85.35
mys,1983,85.61
mys,1984,85.4
mys,1985,85.56
mys,1986,85.84
mys,1987,85.62
mys,1988,85.62
mys,1989,85.61
mys,1990,85.28
mys,1991,74.84
mys,1992,84.86
mys,1993,86.01
mys,1995,84.33
mys,1996,84.89
mys,1997,84.26
mys,1998,83.28
mys,1999,82.83
mys,2000,81.71
mys,2001,82.34
mys,2002,81.54
mys,2003,82.12
mys,2004,80.88
mys,2005,79.98
mys,2006,79.92
mys,2007,79.51
mys,2008,79
mys,2009,78.93
mys,2010,77.74
mys,2011,79.71
mys,2012,80.52
mys,2013,80.95
mys,2014,80.58
mys,2015,80.65
mys,2016,80.17
nam,1960,92.1
nam,1991,68.6
nam,1994,62.13
nam,1997,60.97
nam,2000,62.09
nam,2001,60.07
nam,2004,56.45
nam,2008,61.6
nam,2011,67.2
nam,2012,62.49
nam,2013,65.23
nam,2014,64.81
nam,2016,66
ncl,1963,78.4
ncl,1969,50.64
ncl,1996,61.31
ncl,2009,73.21
ncl,2014,69.06
ner,1960,53
ner,1977,93.69
ner,1978,50.44
ner,1988,87.14
ner,2001,87.35
ner,2005,89.83
ner,2011,90.64
nga,1963,87.97
nga,1983,79.82
nga,1986,78.34
nga,2004,63.54
nga,2013,59.09
nic,1963,91.11
nic,1971,79.55
nic,1977,78.65
nic,1980,51.42
nic,1985,81.51
nic,1989,84.79
nic,1990,86.38
nic,1991,87.55
nic,1995,84.46
nic,1996,85.25
nic,1998,86.77
nic,1999,87.52
nic,2000,80.2
nic,2001,50.75
nic,2003,78.5
nic,2004,79
nic,2005,78.8
nic,2006,78.17
nic,2007,77.5
nic,2008,78.8
nic,2012,87.96
nic,2013,87.38
nic,2014,83.34
nld,1960,82.56
nld,1977,71.18
nld,1979,69.65
nld,1980,68.93
nld,1981,68.67
nld,1982,68.83
nld,1983,68.55
nld,1985,67.15
nld,1986,67.41
nld,1987,71.04
nld,1988,70.11
nld,1989,70.23
nld,1990,70.83
nld,1991,70.98
nld,1992,70.34
nld,1993,70.1
nld,1994,70.41
nld,1995,70.4
nld,1996,70.41
nld,1997,71.52
nld,1998,72.19
nld,1999,72.17
nld,2000,73.18
nld,2001,73.51
nld,2002,74.12
nld,2003,73.24
nld,2004,73.08
nld,2005,72.62
nld,2006,72.78
nld,2007,73.2
nld,2008,73.4
nld,2009,73.28
nld,2010,71.47
nld,2011,70.49
nld,2012,70.88
nld,2013,70.81
nld,2014,70.49
nld,2015,70.13
nld,2016,69.65
