geo,time,sh_med_beds_zs
grc,1989,5.1
grc,1990,5.1
grc,1991,5
grc,1992,5
grc,1993,5
grc,1994,4.9
grc,1995,4.9
grc,1996,4.9
grc,1997,4.9
grc,1998,4.8
grc,1999,4.7
grc,2000,4.7
grc,2001,4.8
grc,2002,4.7
grc,2003,4.7
grc,2004,4.7
grc,2005,4.7
grc,2006,4.8
grc,2007,4.8
grc,2008,4.8
grc,2009,4.8
grc,2010,4.8
grc,2011,4.5
grc,2012,4.4
grc,2015,4.3
grd,1960,6.22222
grd,1970,7.2537
grd,1980,5.7714
grd,1990,8
grd,1993,8.1778
grd,1995,5.5
grd,1996,5.27
grd,2000,6.2
grd,2002,6.9
grd,2003,5.7
grd,2005,4.1
grd,2007,2.6
grd,2008,2.6
grd,2009,2.4
grd,2011,3.5
grd,2012,3.5
grd,2013,3.7
grd,2014,3.7
grl,1970,14.3534
gtm,1960,2.63109
gtm,1970,2.1711
gtm,1975,2.0027
gtm,1986,1.7212
gtm,1989,0.8778
gtm,1990,1.1
gtm,1993,1.1
gtm,1996,0.98
gtm,2002,0.5
gtm,2005,0.7
gtm,2007,0.7
gtm,2008,0.6
gtm,2009,0.6
gtm,2010,0.6
gtm,2011,0.6
gtm,2012,0.6
gtm,2014,0.6
guy,1960,5.57469
guy,1970,4.763
guy,1975,4.9728
guy,1985,3.492
guy,1993,3.1
guy,1995,3.1
guy,1996,3.87
guy,2001,2.9
guy,2005,2.8
guy,2006,2.5
guy,2007,1.9
guy,2009,2
guy,2014,1.6
high_income,1960,8.85092
high_income,1970,8.97791
high_income,1980,8.39995
high_income,1985,8.17409
high_income,1990,6.22075
high_income,1991,6.47211
high_income,1992,6.15946
high_income,1993,7.11877
high_income,1994,7.25652
high_income,1995,7.07055
high_income,1996,6.71407
high_income,1997,6.7092
high_income,1998,6.67555
high_income,1999,6.54414
high_income,2000,6.22853
high_income,2001,6.08104
high_income,2002,6.06177
high_income,2003,6.09382
high_income,2005,5.68975
high_income,2006,5.77216
high_income,2007,4.51007
high_income,2008,5.8962
high_income,2009,5.65163
high_income,2010,4.17186
high_income,2011,4.07041
high_income,2012,5.41098
high_income,2013,4.15088
hkg,1960,2.64034
hkg,1970,4.1783
hkg,1975,5.0413
hkg,1980,4.021
hkg,1981,4.1098
hkg,1985,4.8909
hnd,1960,1.64625
hnd,1970,1.7531
hnd,1975,1.7037
hnd,1980,1.3241
hnd,1985,1.3095
hnd,1990,1.0067
hnd,1993,0.8
hnd,1996,1.06
hnd,2002,1
hnd,2008,0.7
hnd,2009,0.8
hnd,2010,0.8
hnd,2011,0.7
hnd,2012,0.7
hnd,2013,0.7
hnd,2014,0.7
hrv,1980,7.2348
hrv,1981,7.3081
hrv,1982,7.4235
hrv,1983,7.4652
hrv,1984,7.4466
hrv,1985,7.4543
hrv,1986,7.4026
hrv,1987,7.4225
hrv,1988,7.4417
hrv,1989,7.393
hrv,1990,7.3778
hrv,1991,6.5201
hrv,1992,6.2101
hrv,1993,6.0712
hrv,1994,5.9095
hrv,1995,5.75
hrv,1996,6.19
hrv,1997,6.01
hrv,1998,6.06
hrv,1999,5.93
hrv,2000,6.2
hrv,2001,6
hrv,2002,5.7
hrv,2003,5.6
hrv,2004,5.5
hrv,2005,5.5
hrv,2006,5.5
hrv,2007,5.5
hrv,2008,5.5
hrv,2009,5.4
hrv,2010,5.6
hrv,2011,5.7
hrv,2012,5.9
hrv,2013,5.9
hrv,2014,5.89
hrv,2015,5.6
hti,1960,0.60883
hti,1970,0.7843
hti,1975,0.776
hti,1980,0.7405
hti,1985,0.7231
hti,1990,0.7556
hti,1993,0.7991
hti,1996,0.71
hti,2000,0.7
hti,2007,1.3
hti,2013,0.7
hun,1994,9.3
hun,1995,8.8
hun,1996,8.8
hun,1997,8
hun,1998,8.1
hun,1999,8.1
hun,2000,8.2
hun,2001,7.9
hun,2002,7.9
hun,2003,7.9
hun,2004,7.9
hun,2005,7.9
hun,2006,8
hun,2007,7.2
hun,2008,7.1
hun,2009,7.1
hun,2010,7.2
hun,2011,7.2
hun,2012,7
hun,2013,7
idn,1960,0.74046
idn,1970,0.6546
idn,1975,0.8183
idn,1985,0.5568
idn,1989,0.7026
idn,1990,0.6652
idn,1991,0.6686
idn,1992,0.665
idn,1993,0.6576
idn,1994,0.6601
idn,1998,0.6
idn,2002,0.6
idn,2010,0.6
idn,2012,0.9
idn,2015,1.2
ind,1960,0.45899
ind,1970,0.6045
ind,1975,0.5882
ind,1980,0.7697
ind,1981,0.7694
ind,1985,0.7692
ind,1987,0.7182
ind,1991,0.787
ind,2002,0.69
ind,2003,0.9
ind,2005,0.9
ind,2011,0.7
irl,1980,9
irl,1981,9
irl,1982,8.8
irl,1983,8.6
irl,1984,8.4
irl,1985,8.2
irl,1986,7.9
irl,1987,7.2
irl,1988,6.4
irl,1989,6.2
irl,1990,6.1
irl,1991,6
irl,1992,5.7
irl,1993,5.5
irl,1994,5.3
irl,1995,5.2
irl,1996,5.1
irl,1997,4.9
irl,1998,4.8
irl,1999,4.7
irl,2000,6.2
irl,2001,5.9
irl,2002,5.8
irl,2003,5.7
irl,2004,5.7
irl,2005,5.5
irl,2006,5.3
irl,2007,5.2
irl,2008,4.9
irl,2009,3.2
irl,2010,3
irl,2011,2.9
irl,2012,2.8
irl,2013,2.8
irn,1960,0.92568
irn,1970,1.3796
irn,1980,1.4806
irn,1981,1.5156
irn,1987,1.5105
irn,1988,1.4837
irn,1990,1.4331
irn,1996,1.6
irn,2000,1.6
irn,2001,1.6
irn,2002,1.6
irn,2003,1.6
irn,2004,1.6
irn,2005,1.7
irn,2006,1.7
irn,2007,1.7
irn,2008,1.4
irn,2009,1.4
irn,2010,1.7
irn,2011,1.7
irn,2012,0.1
irn,2013,1.5
irn,2014,1.5
irq,1960,1.85804
irq,1970,1.951
irq,1980,1.9464
irq,1981,1.8931
irq,1989,1.7139
irq,1990,1.6596
irq,1998,1.45
irq,2000,1.2
irq,2001,1.3
irq,2002,1.3
irq,2003,1.3
irq,2004,1.3
irq,2005,1.3
irq,2006,1.3
irq,2007,1.3
irq,2008,1.3
irq,2009,1.3
irq,2010,1.3
irq,2011,1.3
irq,2012,1.3
irq,2013,1.3
irq,2014,1.4
isl,1960,9.8
isl,1970,12.9
isl,1980,14.8
isl,1985,15.8
isl,1990,16.7
isl,1991,16.3
isl,1992,15.9
isl,1993,14.8
isl,1994,14.7
isl,1995,14.6
isl,2002,7.5
isl,2006,5.3391
isl,2007,4.2
isl,2008,3.9
isl,2009,3.7
isl,2010,3.6
isl,2011,3.3
isl,2012,3.3
isl,2013,3.2
isl,2014,3.2
isr,1960,6.73794
isr,1975,8.0793
isr,1980,6.7974
isr,1981,6.7294
isr,1982,6.7666
isr,1983,6.5435
isr,1984,6.4966
isr,1985,6.5095
isr,1986,6.3802
isr,1987,6.2899
isr,1988,6.3169
isr,1989,6.2837
isr,1990,6.2432
isr,1991,5.97
isr,1992,5.9895
isr,1993,6.0779
isr,1994,6.1012
isr,1995,5.98
isr,1996,6.03
isr,1997,6.05
isr,1998,6.1
isr,1999,6.12
isr,2000,3.7
isr,2001,3.8
isr,2002,3.8
isr,2003,3.8
isr,2004,3.7
isr,2005,3.7
isr,2006,3.4
isr,2007,5.8
isr,2008,3.2
isr,2009,3.2
isr,2010,3.2
isr,2011,3.1
isr,2012,3.1
isr,2013,3.1
ita,1960,8.9
ita,1961,9
ita,1962,9.2
ita,1963,9.3
ita,1964,9.5
ita,1965,9.6
ita,1966,9.7
ita,1967,9.9
ita,1968,10.1
ita,1969,10.3
ita,1970,10.6
ita,1971,10.6
ita,1972,10.6
ita,1973,10.5
ita,1974,10.6
ita,1975,10.6
ita,1976,10.4
ita,1977,10.3
ita,1978,10
ita,1979,9.8
ita,1980,9.6
ita,1981,9.4
ita,1982,9.1
ita,1983,8.9
ita,1984,8.5
ita,1985,8.3
ita,1986,8
ita,1987,7.8
ita,1988,7.5
ita,1989,7.1
ita,1990,7.2
ita,1991,6.8
ita,1992,6.9
ita,1993,6.7
ita,1994,6.6
ita,1995,6.3
ita,1996,6.5
ita,1997,5.9
ita,1998,5.5
ita,1999,4.9
ita,2000,4.7
ita,2001,4.6
ita,2002,4.4
ita,2003,4.2
ita,2004,4
ita,2005,4
ita,2006,3.9
ita,2007,3.8
ita,2008,3.7
ita,2009,3.6
ita,2010,3.6
ita,2011,3.5
ita,2012,3.4
jam,1960,4.14549
jam,1970,4.1049
jam,1975,4.9995
jam,1985,3.3333
jam,1989,2.4001
jam,1990,2.2
jam,1993,2.1003
jam,1995,2.1
jam,1996,2.12
jam,2001,1.5
jam,2002,1.5
jam,2003,1.4
jam,2004,1.8
jam,2005,1.7
jam,2006,2
jam,2007,1.7
jam,2009,1.7
jam,2010,1.8
jam,2012,1.7
jam,2013,1.7
jor,1960,3.60545
jor,1970,1.128
jor,1975,1.026
jor,1980,1.2577
jor,1981,1.2063
jor,1985,1.2055
jor,1990,1.7978
jor,1994,1.6302
jor,1997,1.8
jor,2000,1.7
jor,2001,1.7
jor,2002,1.7
jor,2003,1.7
jor,2004,1.7
jor,2005,1.7
jor,2006,1.9
jor,2007,1.9
jor,2008,1.8
jor,2009,1.8
jor,2010,1.8
jor,2011,1.8
jor,2012,1.8
jor,2013,1.8
jor,2014,1.9
jor,2015,1.4
jpn,1960,9
jpn,1970,12.5
jpn,1980,13.7
jpn,1985,14.7
jpn,1993,15.6
jpn,1994,15.5
jpn,1995,15.4
jpn,1996,15.2
jpn,1997,15.1
jpn,1998,15
jpn,1999,14.8
jpn,2000,14.7
jpn,2001,12.9
jpn,2002,14.4
jpn,2003,14.3
jpn,2004,13.9
jpn,2005,14.1
jpn,2006,13.98
jpn,2008,13.8
jpn,2009,13.7
jpn,2012,13.4
kaz,1980,13.0934
kaz,1981,13.2291
kaz,1982,13.3115
kaz,1983,13.3694
kaz,1984,13.5124
kaz,1985,13.5857
kaz,1986,13.5607
kaz,1987,13.5561
kaz,1988,13.5442
kaz,1989,13.63
kaz,1990,13.6661
kaz,1991,13.709
kaz,1992,13.4619
kaz,1993,13.1665
kaz,1994,12.1447
kaz,1995,11.65
kaz,1996,10.33
kaz,1997,8.45
kaz,1998,8.19
kaz,1999,7.25
kaz,2000,7.2
kaz,2001,7
kaz,2002,7
kaz,2003,7.7
kaz,2004,7.8
kaz,2005,7.8
kaz,2006,7.8
kaz,2007,7.7
kaz,2008,7.7
kaz,2009,7.6
kaz,2010,7.3
kaz,2011,7.1
kaz,2012,7
kaz,2013,6.7
ken,1960,1.25048
ken,1970,1.2643
ken,1975,1.25
ken,1985,1.7071
ken,1989,1.4362
ken,1990,1.6472
ken,2002,1.9
ken,2004,1.4
ken,2006,1.4
ken,2010,1.4
kgz,1980,12.0114
kgz,1981,12.1185
kgz,1982,12.1033
kgz,1983,11.9365
kgz,1984,11.9771
kgz,1985,12.0304
kgz,1986,12.0309
kgz,1987,12.0642
kgz,1988,11.9474
kgz,1989,11.972
kgz,1990,11.9773
kgz,1991,12.058
kgz,1992,11.932
kgz,1993,10.7456
kgz,1994,9.6053
kgz,1995,8.64
kgz,1996,8.41
kgz,1997,8.6
kgz,1998,8.3
kgz,1999,7.47
kgz,2000,7
kgz,2001,6.2
kgz,2002,5.5
kgz,2003,5.3
kgz,2004,5.1
kgz,2005,5.1
kgz,2006,5.1
kgz,2007,5.1
kgz,2008,5
kgz,2009,4.8
kgz,2010,4.8
kgz,2011,4.7
kgz,2012,4.6
kgz,2013,4.5
khm,1960,0.74655
khm,1970,1.081
khm,1988,2.0987
khm,1990,2.0721
khm,2001,0.6
khm,2004,0.1
khm,2010,0.84
khm,2011,0.7
khm,2013,0.7
khm,2015,0.8
kir,1960,6.36364
kir,1970,12.3313
kir,1980,5.0947
kir,1981,4.7683
kir,1990,4.2718
kir,1998,1.8
kir,2004,1.5
kir,2005,1.51
kir,2009,1.5
kir,2010,1.4
kir,2011,1.3
kir,2015,1.9
kna,1960,3.86275
kna,1970,5.9465
kna,1980,8.536
kna,1990,9.2
kna,1995,6.4
kna,1996,6.36
kna,2001,4.3
kna,2002,5.5
kna,2003,5.5
kna,2004,6
kna,2005,5.7
kna,2008,5.5
kna,2009,6
kna,2010,4.8
kna,2011,4.8
kna,2012,2.3
kor,1980,1.7
kor,1985,2.4
kor,1989,3
kor,1990,3.1
kor,1991,3.3
kor,1992,3.5
kor,1993,3.7
kor,1994,4.1
kor,1995,4.4
kor,1996,4.6
kor,1997,4.8
kor,1998,5.1
kor,1999,5.6
kor,2000,6.1
kor,2001,6.1
kor,2002,6.6
kor,2003,7.1
kor,2004,8.6
kor,2006,8.64
kor,2008,12.3
kor,2009,10.3
kor,2012,10.3
kor,2015,11.5
kwt,1960,6.79856
kwt,1970,4.8347
kwt,1980,4.1447
kwt,1989,2.9854
kwt,1997,2.76
kwt,2000,2.4
kwt,2001,2.3
kwt,2002,2.2
kwt,2003,2.2
kwt,2004,2.1
kwt,2005,1.9
kwt,2006,1.9
kwt,2007,1.9
kwt,2008,1.8
kwt,2009,2
kwt,2010,2
kwt,2011,1.9
kwt,2012,2.2
kwt,2013,2.2
kwt,2014,2
lao,1960,0.47221
lao,1970,0.9274
lao,1990,2.5698
lao,2002,0.9
lao,2005,1.2
lao,2010,0.7
lao,2012,1.5
lbn,1960,4.58134
lbn,1970,4.0987
lbn,1990,1.6506
lbn,1992,3.0827
lbn,1997,2.7
lbn,2000,3.1
lbn,2001,3
lbn,2002,3
lbn,2003,3
lbn,2004,3
lbn,2005,3.6
lbn,2006,3.6
lbn,2007,3.4
lbn,2008,3.4
lbn,2009,3.5
lbn,2010,3.5
lbn,2011,3.5
lbn,2012,3.5
lbn,2013,2.9
lbn,2014,2.9
lbr,1960,1.32243
lbr,1970,1.5769
lbr,1975,1.647
lbr,2009,0.7
lbr,2010,0.8
lby,1960,2.75537
lby,1970,3.8137
lby,1981,4.8255
lby,1990,4.173
lby,1997,4.3
lby,2000,4.1
lby,2001,3.9
lby,2002,3.9
lby,2003,3.9
lby,2004,3.9
lby,2005,3.4
lby,2006,3.7
lby,2007,3.7
lby,2008,3.7
lby,2009,3.7
lby,2010,3.7
lby,2011,3.7
lby,2012,3.7
lby,2013,3.7
lby,2014,3.7
lca,1960,4.28043
lca,1970,5.0493
lca,1990,4
lca,1993,4.3518
lca,1995,3.3
lca,1996,3.38
lca,2000,2.3
lca,2002,3.2
lca,2003,2.9
lca,2005,3
lca,2006,2.9
lca,2007,2.8
lca,2009,1.5
lca,2011,1.6
lca,2013,1.3
lka,1960,3.13884
lka,1970,3.0169
lka,1975,3.3333
lka,1980,2.944
lka,1981,2.9376
lka,1989,2.403
lka,1990,2.7435
lka,1999,2.2
lka,2000,2.9
lka,2001,3
lka,2002,3.1
lka,2004,3.1
lka,2010,3.5
lka,2012,3.6
low_income,1960,1.38835
low_income,1970,1.25856
low_income,1990,0.98245
low_income,2006,1.21409
lower_middle_income,1960,0.72435
lower_middle_income,1970,0.81349
lower_middle_income,1975,0.8444
lower_middle_income,1980,1.66368
lower_middle_income,1981,1.56751
lower_middle_income,1985,1.55271
lower_middle_income,1991,1.47179
lower_middle_income,2002,1.06297
lower_middle_income,2005,1.26608
lower_middle_income,2011,0.98613
lso,1960,1.10372
lso,1970,1.7445
lso,1975,1.6284
lso,2006,1.3
ltu,1980,12.0664
ltu,1985,12.776
ltu,1986,12.7692
ltu,1987,12.8029
ltu,1988,12.8054
ltu,1989,12.6358
ltu,1990,12.4872
ltu,1991,12.4654
ltu,1992,12.0454
ltu,1993,11.9106
ltu,1994,11.2838
ltu,1995,11.09
ltu,1996,10.88
ltu,1997,10.19
ltu,1998,10.03
ltu,1999,9.85
ltu,2000,8.8
ltu,2001,8.3
ltu,2002,8.1
ltu,2003,7.9
ltu,2004,7.6
ltu,2005,7.3
ltu,2006,7.1
ltu,2007,7.2
ltu,2008,6.8
ltu,2009,6.8
ltu,2010,7.2
ltu,2011,7.4
ltu,2012,7.4
ltu,2013,7.3
lux,1986,8.1
lux,1987,8
lux,1988,7.9
lux,1989,7.8
lux,1990,7.6
lux,1991,7.5
lux,1992,7.3
lux,1993,7.4
lux,1994,7.2
lux,1995,7.1
lux,1996,7
lux,1997,6.9
lux,1998,6.8
lux,1999,6.3
lux,2000,6.2
lux,2001,6.1
lux,2002,6
lux,2003,6
lux,2004,6.4
lux,2005,5.8
lux,2006,5.7
lux,2007,5.7
lux,2008,5.6
lux,2009,5.6
lux,2010,5.4
lux,2011,5.3
lux,2012,5.2
lux,2013,5.1
lux,2014,4.9
lux,2015,4.8
lva,1980,13.891
lva,1985,14.3086
lva,1986,14.1929
lva,1987,14.239
lva,1988,14.0949
lva,1989,14.0235
lva,1990,14.0754
lva,1991,13.6219
lva,1992,12.9406
lva,1993,12.2315
lva,1994,12.0552
lva,1995,11.19
lva,1996,10.44
lva,1997,9.8
lva,1998,9.41
lva,1999,9.03
lva,2000,8.8
lva,2001,8.3
lva,2002,7.9
lva,2003,8
lva,2004,7.9
lva,2005,7.9
lva,2006,7.8
lva,2007,7.8
lva,2008,7.8
lva,2009,6.7
lva,2010,5.7
lva,2011,5.9
lva,2012,5.9
lva,2013,5.8
mac,1960,10.12139
mac,1970,5.2953
mar,1960,1.5984
mar,1970,1.4742
mar,1975,1.4286
mar,1981,1.2282
mar,1985,1.2669
mar,1990,1.29
mar,1994,1.1123
mar,1997,0.98
mar,2000,1.1
mar,2001,0.9
mar,2002,1.1
mar,2003,0.8
mar,2004,0.9
mar,2005,0.9
mar,2006,0.9
mar,2007,0.9
mar,2008,1.1
mar,2009,1.1
mar,2010,1.1
mar,2011,0.9
mar,2012,0.9
mar,2013,0.9
mar,2014,1.1
mco,1989,18.1071
mco,1992,21.6786
mco,1995,19.57
mco,2011,16.46
mco,2012,13.8
mda,1980,12.0548
mda,1981,12.0821
mda,1982,12.0511
mda,1983,12.0798
mda,1984,12.1435
mda,1985,12.2205
mda,1986,12.4355
mda,1987,12.6676
mda,1988,12.7637
mda,1989,12.7275
mda,1990,13.1478
mda,1991,13.1162
mda,1992,12.7903
mda,1993,12.4827
mda,1994,12.2215
mda,1995,12.21
mda,1996,12.13
mda,1997,11.62
mda,1998,11.23
mda,1999,8.19
mda,2000,6
mda,2001,5.9
mda,2002,5.8
mda,2003,6.7
mda,2004,6.4
mda,2005,6.4
mda,2006,6.3
mda,2007,6.1
mda,2008,6.1
mda,2009,6.2
mda,2010,6.2
mda,2011,6.2
mda,2012,6.2
mda,2013,5.8
mdg,1960,2.40619
mdg,1970,2.7908
mdg,1975,2.4313
mdg,1990,0.936
mdg,2002,0.42
mdg,2005,0.3
mdg,2010,0.2
mdv,1990,0.7628
mdv,2000,1.7
mdv,2002,2.26
mdv,2003,2.3
mdv,2005,2.6
mdv,2009,4.3
mex,1980,0.7
mex,1990,1
mex,1991,1.1
mex,1992,1.2
mex,1993,1.2
mex,1994,1.2
mex,1995,1.2
mex,1996,1.2
mex,1997,1.1
mex,1998,1.1
mex,1999,1.1
mex,2000,1.1
mex,2001,1.1
mex,2002,1.1
mex,2003,1
mex,2004,1
mex,2006,1.6
mex,2007,1.7
mex,2008,1.6
mex,2009,1.6
mex,2010,1.7
mex,2011,1.5
mex,2012,1.5
mex,2013,1.6
mex,2015,1.5
mhl,1990,2.2727
mhl,1999,2.1
mhl,2009,2.7
mhl,2010,2.7
middle_east_north_africa,1960,1.93665
middle_east_north_africa,1970,1.90023
middle_east_north_africa,1981,1.8719
middle_east_north_africa,1990,1.89224
middle_east_north_africa,2000,1.76208
middle_east_north_africa,2001,1.81455
middle_east_north_africa,2002,1.75893
middle_east_north_africa,2003,1.75936
middle_east_north_africa,2004,1.77419
middle_east_north_africa,2005,1.78773
middle_east_north_africa,2006,1.8111
middle_east_north_africa,2007,1.82292
middle_east_north_africa,2008,1.71511
middle_east_north_africa,2009,1.61902
middle_east_north_africa,2010,1.68193
middle_east_north_africa,2011,1.34907
middle_east_north_africa,2012,1.01012
middle_east_north_africa,2013,1.30863
middle_east_north_africa,2014,1.6228
mli,1960,0.66851
mli,1970,0.6791
mli,1975,0.7143
mli,1998,0.24
mli,2005,0.3
mli,2008,0.6
mli,2010,0.1
mlt,1960,9.25836
mlt,1984,9.4639
mlt,1987,9.3353
mlt,1988,9.2573
mlt,1989,9.4411
mlt,1993,5.8432
mlt,1994,5.6211
mlt,1995,5.43
mlt,1996,5.78
mlt,1997,5.64
mlt,1998,5.61
mlt,1999,5.57
mlt,2000,5.5
mlt,2001,7.6
mlt,2002,7.5
mlt,2003,7.4
mlt,2004,7.5
mlt,2005,7.4
mlt,2006,7.6
mlt,2007,7.8
mlt,2008,7.4
mlt,2009,4.9
mlt,2010,4.5
mlt,2011,4.4
mlt,2012,4.7
mlt,2013,4.8
mlt,2014,4.7
mmr,1960,0.66301
mmr,1970,0.8581
mmr,1980,0.8571
mmr,1981,0.8576
mmr,1990,0.6358
mmr,2000,0.7
mmr,2002,0.63
mmr,2006,0.6
mmr,2012,0.9
mne,2000,4.2
mne,2001,4.3
mne,2002,4.2
mne,2003,4.2
mne,2004,4.2
mne,2005,4.2
mne,2006,4.1
mne,2007,4
mne,2008,3.9
mne,2009,3.9
mne,2010,4
mne,2011,4
mne,2012,4
mng,1960,8.68196
mng,1970,9.4952
mng,1980,11.1972
mng,1981,11.0289
mng,1991,11.4865
mng,2002,7.5
mng,2004,6
mng,2006,6.4
mng,2007,6.11
mng,2009,5.9
mng,2010,5.8
mng,2011,6.75
mng,2012,7
moz,1960,0.80887
moz,1970,1.1752
moz,1980,1.0897
moz,1990,0.8671
moz,2006,0.8
moz,2007,0.8
moz,2011,0.7
mrt,1960,0.20484
mrt,1970,0.344
mrt,1975,0.3443
mrt,1984,0.7676
mrt,1990,0.6654
mrt,2006,0.4
mus,1960,4.71667
mus,1970,3.9516
mus,1975,3.2997
mus,1980,3.1222
mus,1985,3.3465
mus,1991,2.8866
mus,1992,3.1351
mus,1993,3.0948
mus,1994,3.0746
mus,2005,3
mus,2008,3.3
mus,2011,3.4
mwi,1960,1.11873
mwi,1970,1.5385
mwi,1989,0.8419
mwi,1990,1.5507
mwi,1998,1.34
mwi,2007,1.1
mwi,2011,1.3
mys,1960,3.72813
mys,1970,3.4697
mys,1975,3.3467
mys,1981,2.2783
mys,1985,2.5576
mys,1987,2.4779
mys,1989,2.3395
mys,1990,2.1306
mys,1991,2.0939
mys,1992,2.0607
mys,1993,2.0295
mys,1994,2.0215
mys,1995,2.03
mys,1996,2.01
mys,2001,1.8
mys,2005,1.8
mys,2006,1.9
mys,2007,1.76
mys,2009,1.8
mys,2010,1.8
mys,2011,1.79
mys,2012,1.9
mys,2015,1.9
nam,2006,3.3
nam,2009,2.7
ner,1960,0.40949
ner,1970,0.4947
ner,1975,0.4953
ner,1987,0.5439
ner,1994,0.1946
ner,1995,0.12
ner,1996,0.12
ner,1997,0.18
ner,1998,0.12
ner,2005,0.3
ner,2015,0.3
nga,1960,0.41817
nga,1970,0.5598
nga,1975,0.5558
nga,1980,0.8662
nga,1988,6.3703
nga,1990,1.6682
nga,2000,1.2
nga,2004,0.5
nic,1960,2.15824
nic,1970,2.2803
nic,1975,2.4119
nic,1985,2.406
nic,1989,1.8269
nic,1990,1.8213
nic,1993,1.8
nic,1996,1.48
nic,2003,0.9
nic,2004,0.9
nic,2005,0.9
nic,2006,1
nic,2007,0.9
nic,2008,0.9
nic,2010,0.8
nic,2011,1.1
nic,2012,0.9
nic,2013,0.9
nic,2014,0.9
nld,1990,5.8
nld,1991,5.7
nld,1992,5.7
nld,1993,5.6
nld,1994,5.4
nld,1995,5.3
nld,1996,5.2
nld,1997,5.2
nld,1998,5.1
nld,1999,5
nld,2000,4.8
nld,2001,4.7
nld,2002,4.6
nld,2003,4.5
nld,2004,4.5
nld,2005,4.5
nld,2006,4.8
nld,2007,4.7
nld,2008,4.3
nld,2009,4.7
nor,1986,5.9
nor,1987,5.7
nor,1988,5.3
nor,1989,4.8
nor,1990,4.6
nor,1991,4.4
nor,1992,4.3
nor,1993,4.2
nor,1994,4.1
nor,1995,4
nor,1996,4
nor,1997,4
nor,1998,4
nor,1999,3.9
nor,2000,3.8
nor,2001,3.8
nor,2002,5
nor,2003,5
nor,2004,5.2
nor,2005,5.2
nor,2006,5
nor,2007,4.9
nor,2008,3.5
nor,2009,3.3
nor,2010,4.3
nor,2011,4.2
nor,2012,4
nor,2013,3.9
npl,1960,0.11576
npl,1970,0.1353
npl,1975,0.1377
npl,1980,0.1756
npl,1985,0.1802
npl,1987,0.227
npl,1988,0.2398
npl,1989,0.2443
npl,1990,0.2436
npl,1991,0.2372
npl,1992,0.2426
npl,1993,0.2387
npl,1994,0.2323
npl,1995,0.17
npl,1996,0.16
npl,1997,0.17
npl,1999,0.2
npl,2001,0.2
npl,2002,0.15
npl,2006,5
npl,2012,0.3
nru,2004,3.5
nru,2007,3.5
nru,2010,5
nzl,1960,11.7
nzl,1970,10.8
nzl,1980,10.2
nzl,1985,9.5
nzl,1990,8.5
nzl,1991,7.4
nzl,1992,7.1
nzl,1993,6.5
nzl,1994,6.7
nzl,1995,6.2
nzl,1996,6.1
nzl,1997,6.1
nzl,1998,6.2
nzl,2002,6.2
nzl,2011,2.3
nzl,2013,2.8
omn,1960,0.33513
omn,1980,1.6203
omn,1981,1.6076
omn,1989,2.5072
omn,1990,2.1088
omn,1998,2.2
omn,2000,2.2
omn,2001,2.1
omn,2002,2
omn,2003,2
omn,2004,2.2
omn,2005,2.1
omn,2006,2.1
omn,2007,2
omn,2008,2
omn,2009,1.8
omn,2010,1.8
omn,2011,1.8
omn,2012,1.7
omn,2013,1.7
omn,2014,1.6
pak,1960,0.55726
pak,1970,0.5208
pak,1975,0.5263
pak,1980,0.5731
pak,1981,0.5693
pak,1986,0.5995
pak,1989,0.6043
pak,1990,0.64
pak,1991,0.6522
pak,1992,0.6447
pak,1993,0.6515
pak,2000,0.7
pak,2001,0.7
pak,2002,0.7
pak,2003,0.7
pak,2004,0.7
pak,2005,0.7
pak,2006,1.3
pak,2007,1
pak,2008,0.6
pak,2009,0.6
pak,2010,0.6
pak,2011,0.6
pak,2012,0.6
pak,2013,0.6
pak,2014,0.6
pan,1960,3.77531
pan,1970,2.9741
pan,1975,3.3817
pan,1985,3.3533
pan,1990,2.5
pan,1993,2.7
pan,1996,2.21
pan,2002,2.5
pan,2004,2.4
pan,2005,2.2
pan,2006,2.3
pan,2007,2.3
pan,2008,2.3
pan,2009,2.3
pan,2010,2.4
pan,2011,2.2
pan,2012,2.3
pan,2013,2.3
per,1960,2.41144
per,1970,2.1728
per,1975,2.5
per,1985,1.6845
per,1990,1.4132
per,1992,1.5
per,1993,1.3
per,1994,1.3571
per,1996,1.47
per,2003,1.4
per,2004,0.9
per,2007,1.2
per,2008,1.5
per,2009,1.6
per,2010,1.5
per,2011,1.5
per,2012,1.5
per,2013,1.5
per,2014,1.6
phl,1960,0.83896
phl,1970,1.1898
phl,1975,1.7095
phl,1976,1.7094
phl,1980,1.7089
phl,1982,1.7135
phl,1983,1.7147
phl,1984,1.7153
phl,1985,1.7557
phl,1986,1.7142
phl,1990,1.3919
phl,1991,1.2745
phl,1992,1.3701
phl,1993,1.0711
phl,2001,1
phl,2002,0.5
phl,2006,0.5
phl,2007,0.5
phl,2008,0.5
phl,2009,0.5
phl,2010,0.5
phl,2011,1
plw,1998,4.4
plw,2006,5.9
plw,2007,5
plw,2009,4.9
plw,2010,4.8
png,1970,6.6024
png,1975,4.9432
png,1980,5.5444
png,1984,4.9983
png,1985,4.7354
png,1989,3.3299
png,1990,4.0242
pol,1960,4.6
pol,1970,5.2
pol,1980,5.6
pol,1985,5.7
pol,1990,5.7
pol,1991,5.7
pol,1992,5.6
pol,1993,5.6
