geo,time,is_air_psgr
cpv,2009,776469
cpv,2010,570553
cpv,2011,620394.75112
cpv,2012,597982.60037
cpv,2013,600000
cpv,2014,590304
cpv,2015,548908
cpv,2016,565809.684
cri,1970,255900
cri,1971,280400
cri,1972,307300
cri,1973,314400
cri,1974,374300
cri,1975,371800
cri,1976,390500
cri,1977,326800
cri,1978,321300
cri,1979,366000
cri,1980,431200
cri,1981,427600
cri,1982,458600
cri,1983,379600
cri,1984,322500
cri,1985,310000
cri,1986,334700
cri,1987,347600
cri,1988,400600
cri,1989,440800
cri,1990,467000
cri,1991,507600
cri,1992,622800
cri,1993,690300
cri,1994,773200
cri,1995,870400
cri,1996,917900
cri,1997,991500
cri,1998,1169500
cri,1999,1055300
cri,2000,877833
cri,2001,737895
cri,2002,675146
cri,2003,749885
cri,2004,901402
cri,2005,953217
cri,2006,943143
cri,2007,1017054
cri,2008,1023665
cri,2009,932581
cri,2010,1697893.88903
cri,2011,1829514.94708
cri,2012,1770111.37835
cri,2013,1498996
cri,2014,1427414
cri,2015,1525922.258
cri,2016,1529301.871
cub,1970,873500
cub,1971,979200
cub,1972,988300
cub,1973,805500
cub,1974,689200
cub,1975,711100
cub,1976,716600
cub,1977,634800
cub,1978,725500
cub,1979,819400
cub,1980,675600
cub,1981,650700
cub,1982,135000
cub,1983,839400
cub,1984,839100
cub,1985,894400
cub,1986,913200
cub,1987,889000
cub,1988,963900
cub,1989,989800
cub,1990,1137500
cub,1991,830600
cub,1992,733000
cub,1993,624100
cub,1994,730900
cub,1995,823700
cub,1996,928700
cub,1997,1117000
cub,1998,1138400
cub,1999,1259000
cub,2000,1007193
cub,2001,882309
cub,2002,588700
cub,2003,610957
cub,2004,743256
cub,2005,812781
cub,2006,811559
cub,2007,857213
cub,2008,861352
cub,2009,780484
cub,2010,1578011.78867
cub,2011,1478595.95916
cub,2012,1313502.68398
cub,2013,1395072
cub,2014,1135200
cub,2015,1294458.24562
cub,2016,1223081.23538
cyp,1970,106500
cyp,1971,150200
cyp,1972,201000
cyp,1973,233100
cyp,1974,125700
cyp,1975,135800
cyp,1976,225300
cyp,1977,266300
cyp,1978,315300
cyp,1979,387500
cyp,1980,440800
cyp,1981,455000
cyp,1982,454300
cyp,1983,485300
cyp,1984,563000
cyp,1985,613400
cyp,1986,620500
cyp,1987,683700
cyp,1988,696900
cyp,1989,747700
cyp,1990,813700
cyp,1991,819700
cyp,1992,946800
cyp,1993,1011000
cyp,1994,1233900
cyp,1995,1218900
cyp,1996,1214100
cyp,1997,1278100
cyp,1998,1346400
cyp,1999,1336700
cyp,2000,1396076
cyp,2001,1503427
cyp,2002,1704780
cyp,2003,1882981
cyp,2004,2013254
cyp,2005,1920516
cyp,2006,1944138
cyp,2007,2071648
cyp,2008,2111205
cyp,2009,1943949
cyp,2010,1583627
cyp,2011,1263117
cyp,2012,1285976
cyp,2013,1211208
cyp,2014,688368
cyp,2015,23404.512
cyp,2016,224751.8
cze,1970,1171900
cze,1971,1092500
cze,1972,1364400
cze,1973,1367000
cze,1974,1514700
cze,1975,1621000
cze,1976,1656800
cze,1977,1538100
cze,1978,1680300
cze,1979,1758600
cze,1980,1460800
cze,1981,955000
cze,1982,852600
cze,1983,908400
cze,1984,910700
cze,1985,980300
cze,1986,991000
cze,1987,1069600
cze,1988,1153800
cze,1989,1168800
cze,1990,1095700
cze,1991,837400
cze,1992,973800
cze,1993,1024900
cze,1994,1071600
cze,1995,1284600
cze,1996,1393600
cze,1997,1447800
cze,1998,1600800
cze,1999,1852600
cze,2000,2229216
cze,2001,2565808
cze,2002,2808793
cze,2003,3391474
cze,2004,4219478
cze,2005,4706226
cze,2006,4921600
cze,2007,4869586
cze,2008,4974879
cze,2009,5048360
cze,2010,5145187
cze,2011,4902816
cze,2012,3594882
cze,2013,5186676
cze,2014,5009995
cze,2015,4971616.027
cze,2016,5968787.965
deu,1970,6498000
deu,1971,7029200
deu,1972,7919100
deu,1973,7371300
deu,1974,8886900
deu,1975,9369200
deu,1976,10418600
deu,1977,10907500
deu,1978,11709800
deu,1979,12843900
deu,1980,13046400
deu,1981,12964400
deu,1982,12755000
deu,1983,13099900
deu,1984,14051800
deu,1985,14551300
deu,1986,15174000
deu,1987,17011400
deu,1988,17894900
deu,1989,19056900
deu,1990,22146900
deu,1991,24829500
deu,1992,27577800
deu,1993,29362600
deu,1994,32465300
deu,1995,34680100
deu,1996,40118400
deu,1997,45804500
deu,1998,49279800
deu,1999,54652800
deu,2000,57962865
deu,2001,56389365
deu,2002,61889678
deu,2003,72693124
deu,2004,82099657
deu,2005,90788848
deu,2006,99647314
deu,2007,106101747
deu,2008,107941584
deu,2009,103396735
deu,2010,97330734.28076
deu,2011,107042775.79118
deu,2012,105978474.52638
deu,2013,109062321.51578
deu,2014,112353098.59355
deu,2015,118108023.54215
deu,2016,124743941.904
dji,1978,28000
dji,1979,29000
dji,1980,62500
dji,1981,88700
dji,1982,93000
dji,1983,110000
dji,1984,115000
dji,1985,119000
dji,1986,117000
dji,1987,124400
dji,1988,124900
dji,1989,130000
dji,1990,130500
dji,1991,130500
dnk,1970,1775300
dnk,1971,2056800
dnk,1972,2284900
dnk,1973,2409000
dnk,1974,2401900
dnk,1975,2518100
dnk,1976,2795700
dnk,1977,2946800
dnk,1978,3117200
dnk,1979,3556200
dnk,1980,3329700
dnk,1981,3065000
dnk,1982,3536900
dnk,1983,3947700
dnk,1984,3229200
dnk,1985,3494000
dnk,1986,3834000
dnk,1987,4148100
dnk,1988,4376700
dnk,1989,4720600
dnk,1990,4840300
dnk,1991,4582000
dnk,1992,4826800
dnk,1993,5077900
dnk,1994,5381000
dnk,1995,5689300
dnk,1996,5892000
dnk,1997,6236400
dnk,1998,5946600
dnk,1999,5767700
dnk,2000,5922623
dnk,2001,6382092
dnk,2002,6322432
dnk,2003,5886037
dnk,2004,6428701
dom,1970,128800
dom,1971,182700
dom,1972,191500
dom,1973,150000
dom,1974,160000
dom,1975,302100
dom,1976,359300
dom,1977,424800
dom,1978,429600
dom,1979,454600
dom,1980,466300
dom,1981,440300
dom,1982,413900
dom,1983,446700
dom,1984,605000
dom,1985,733600
dom,1986,614500
dom,1987,298700
dom,1988,350500
dom,1989,479500
dom,1990,718000
dom,1991,264200
dom,1992,322900
dom,1993,327900
dom,1994,300200
dom,1995,67400
dom,1996,29500
dom,1997,33600
dom,1998,33500
dom,1999,10400
dom,2010,19167
dom,2011,28232.1
dom,2012,28442.05
dom,2013,20004
dom,2014,16128
dom,2015,14463.036
dom,2016,11903.078
dza,1970,563200
dza,1971,714800
dza,1972,843900
dza,1973,1053600
dza,1974,1252100
dza,1975,1618000
dza,1976,1681600
dza,1977,1997100
dza,1978,2229000
dza,1979,2663400
dza,1980,2950000
dza,1981,3000000
dza,1982,3150000
dza,1983,3410500
dza,1984,3781000
dza,1985,3965900
dza,1986,3689900
dza,1987,3566900
dza,1988,3655000
dza,1989,3862300
dza,1990,3748000
dza,1991,3385000
dza,1992,3551100
dza,1993,3254500
dza,1994,3241000
dza,1995,3477800
dza,1996,3494100
dza,1997,3517700
dza,1998,3381800
dza,1999,2936800
dza,2000,2997480
dza,2001,3419249
dza,2002,3002232
dza,2003,3292815
dza,2004,3236364
dza,2005,3037298
dza,2006,2899722
dza,2007,2813018
dza,2008,2884506
dza,2009,4370917
dza,2010,3372283
dza,2011,3543663
dza,2012,4082595
dza,2013,4492436.96334
dza,2014,5021288.96334
dza,2015,5400896
dza,2016,6093415.337
east_asia_pacific,1974,55002800
east_asia_pacific,1975,57020100
east_asia_pacific,1976,60206300
east_asia_pacific,1977,69217300
east_asia_pacific,1978,77737300
east_asia_pacific,1979,87068700
east_asia_pacific,1980,89147600
east_asia_pacific,1981,95951900
east_asia_pacific,1982,95443200
east_asia_pacific,1983,95932600
east_asia_pacific,1984,104993100
east_asia_pacific,1985,111257200
east_asia_pacific,1986,119684900
east_asia_pacific,1987,133303700
east_asia_pacific,1988,149927400
east_asia_pacific,1989,154389196
east_asia_pacific,1990,174905500
east_asia_pacific,1991,188860300
east_asia_pacific,1992,208797800
east_asia_pacific,1993,221775804
east_asia_pacific,1994,243006604
east_asia_pacific,1995,273666300
east_asia_pacific,1996,292148204
east_asia_pacific,1997,298428300
east_asia_pacific,1998,300493300
east_asia_pacific,1999,312218196
east_asia_pacific,2000,337766614
east_asia_pacific,2001,351529526
east_asia_pacific,2002,374787907
east_asia_pacific,2003,366358229
east_asia_pacific,2004,429868117
east_asia_pacific,2005,454655578
east_asia_pacific,2006,486160240
east_asia_pacific,2007,523755806
east_asia_pacific,2008,535907588
east_asia_pacific,2009,555699740
east_asia_pacific,2010,726070353.12289
east_asia_pacific,2011,769209920.741
east_asia_pacific,2012,809282604.5114
east_asia_pacific,2013,893899315.83938
east_asia_pacific,2014,965572758.22638
east_asia_pacific,2015,1050926792.40856
east_asia_pacific,2016,1151610300.93592
ecu,1970,419500
ecu,1971,457500
ecu,1972,437800
ecu,1973,380200
ecu,1974,362200
ecu,1975,448100
ecu,1976,463300
ecu,1977,528600
ecu,1978,593300
ecu,1979,632900
ecu,1980,701000
ecu,1981,691700
ecu,1982,676300
ecu,1983,618000
ecu,1984,634000
ecu,1985,664200
ecu,1986,697200
ecu,1987,692000
ecu,1988,683700
ecu,1989,741800
ecu,1990,762500
ecu,1991,752300
ecu,1992,1473900
ecu,1993,2122400
ecu,1994,2118700
ecu,1995,1670900
ecu,1996,1925200
ecu,1997,1790600
ecu,1998,1918800
ecu,1999,1386700
ecu,2000,1318518
ecu,2001,1284922
ecu,2002,1184098
ecu,2003,1521249
ecu,2004,1828303
ecu,2005,2011004
ecu,2006,2110423
ecu,2007,2630759
ecu,2008,2926821
ecu,2009,2896528
ecu,2010,4818305
ecu,2011,4714115
ecu,2012,4758406.30677
ecu,2013,5157521
ecu,2014,5675088
ecu,2015,5677816
ecu,2016,5268596.48988
egy,1970,542500
egy,1971,515400
egy,1972,623100
egy,1973,656300
egy,1974,837000
egy,1975,916900
egy,1976,1112700
egy,1977,1282400
egy,1978,1426300
egy,1979,1689800
egy,1980,2027700
egy,1981,2232600
egy,1982,2433200
egy,1983,2617700
egy,1984,2786200
egy,1985,2786200
egy,1986,2350100
egy,1987,2891200
egy,1988,3192100
egy,1989,3418600
egy,1990,3239200
egy,1991,2595400
egy,1992,3608600
egy,1993,2880500
egy,1994,3537500
egy,1995,3897200
egy,1996,4282400
egy,1997,4416300
egy,1998,3894900
egy,1999,4620100
egy,2000,4521702
egy,2001,4389163
egy,2002,4526688
egy,2003,4180814
egy,2004,4621310
egy,2005,4888146
egy,2006,4988262
egy,2007,5829044
egy,2008,6688999
egy,2009,6215870
egy,2010,9518106.01324
egy,2011,7708160.10711
egy,2012,9081175.1463
egy,2013,10593780.17744
egy,2014,10278013.11356
egy,2015,11131540.68949
egy,2016,12430627.706
eri,2015,53074.43
eri,2016,66926.856
esp,1970,6347400
esp,1971,7505400
esp,1972,8654900
esp,1973,9964000
esp,1974,10198100
esp,1975,10959100
esp,1976,11801100
esp,1977,13328200
esp,1978,15369000
esp,1979,15683000
esp,1980,15089000
esp,1981,14601800
esp,1982,14637600
esp,1983,14538000
esp,1984,14283900
esp,1985,14850700
esp,1986,15403500
esp,1987,16553300
esp,1988,18983200
esp,1989,20270300
esp,1990,21652000
esp,1991,20944600
esp,1992,23385800
esp,1993,22279400
esp,1994,22361300
esp,1995,25765700
esp,1996,27759200
esp,1997,30315700
esp,1998,31594100
esp,1999,33559400
esp,2000,39711776
esp,2001,41469789
esp,2002,40380629
esp,2003,42506835
esp,2004,45539952
esp,2005,49855007
esp,2006,53122464
esp,2007,60664991
esp,2008,55213716
esp,2009,49289158
esp,2010,52847712.60832
esp,2011,52736140.92501
esp,2012,48089178.32711
esp,2013,48056735.818
esp,2014,53069339
esp,2015,60564041.09
esp,2016,66674868.108
est,1992,146300
est,1993,127700
est,1994,157300
est,1995,168600
est,1996,149400
est,1997,230500
est,1998,297400
est,1999,302000
est,2000,277595
est,2001,277768
est,2002,304135
est,2003,395485
est,2004,509556
est,2005,577808
est,2006,598123
est,2007,651323
est,2008,685582
est,2009,395532
est,2010,582320.20275
est,2011,614933
est,2012,914519
est,2013,627588
est,2014,602880
est,2015,512388.96
est,2016,346281
eth,1970,231600
eth,1971,263100
eth,1972,288500
eth,1973,309200
eth,1974,268700
eth,1975,244300
eth,1976,288000
eth,1977,226100
eth,1978,185800
eth,1979,197400
eth,1980,242900
eth,1981,327600
eth,1982,335300
eth,1983,357500
eth,1984,398800
eth,1985,471200
eth,1986,527500
eth,1987,594100
eth,1988,592600
eth,1989,650800
eth,1990,620300
eth,1991,635600
eth,1992,756400
eth,1993,752000
eth,1994,716400
eth,1995,749900
eth,1996,743000
eth,1997,772300
eth,1998,789900
eth,1999,861400
eth,2000,944595
eth,2001,1027528
eth,2002,1103184
eth,2003,1117329
eth,2004,1403293
eth,2005,1667316
eth,2006,1720306
eth,2007,2290179
eth,2008,2715017
eth,2009,2914056
eth,2010,3347022
eth,2011,4440917.69084
eth,2012,5001121.86525
eth,2013,5671501
eth,2014,6274582
eth,2015,7074779.52464
eth,2016,8242114.569
europe_central_asia,1991,342307200
europe_central_asia,1992,313517500
europe_central_asia,1993,290815100
europe_central_asia,1994,302847300
europe_central_asia,1995,318012844.1
europe_central_asia,1996,339543200
europe_central_asia,1997,361142200
europe_central_asia,1998,368219300
europe_central_asia,1999,398388896
europe_central_asia,2000,428305223
europe_central_asia,2001,427544242
europe_central_asia,2002,426545437
europe_central_asia,2003,460194210
europe_central_asia,2004,506766844
europe_central_asia,2005,518261374
europe_central_asia,2006,559653407
europe_central_asia,2007,607952555
europe_central_asia,2008,623643998
europe_central_asia,2009,615350087
europe_central_asia,2010,671844987.2518
europe_central_asia,2011,728739259.89954
europe_central_asia,2012,749916268.94657
europe_central_asia,2013,778805759.89143
europe_central_asia,2014,823125948.61651
europe_central_asia,2015,886236080.54371
europe_central_asia,2016,941577616.23449
fin,1970,1279500
fin,1971,1394800
fin,1972,1535800
fin,1973,1697500
fin,1974,1884600
fin,1975,2048300
fin,1976,2040400
fin,1977,1836300
fin,1978,1993400
fin,1979,2345800
fin,1980,2512200
fin,1981,2751100
fin,1982,2815100
fin,1983,2797300
fin,1984,2991300
fin,1985,3153300
fin,1986,2987800
fin,1987,3626100
fin,1988,4009900
fin,1989,4299500
fin,1990,4450200
fin,1991,3998700
fin,1992,3898400
fin,1993,3947500
fin,1994,4492000
fin,1995,5211900
fin,1996,5597500
fin,1997,6002300
fin,1998,6771100
fin,1999,6241600
fin,2000,6828143
fin,2001,6697556
fin,2002,6415606
fin,2003,6183906
fin,2004,7049416
fin,2005,7075195
fin,2006,7597125
fin,2007,8288683
fin,2008,7916485
fin,2009,7423265
fin,2010,8685772.86833
fin,2011,9508050
fin,2012,10731828.49259
fin,2013,10467321
fin,2014,10992792
fin,2015,13035848
fin,2016,13754228
fji,1973,257100
fji,1974,296200
fji,1975,300000
fji,1976,313000
fji,1977,305000
fji,1978,280000
fji,1979,310000
fji,1980,322000
fji,1981,319300
fji,1982,330000
fji,1983,309300
fji,1984,324800
fji,1985,320200
fji,1986,313400
fji,1987,309700
fji,1988,382000
fji,1989,458800
fji,1990,433400
fji,1991,413700
fji,1992,426000
fji,1993,424200
fji,1994,464600
fji,1995,494500
fji,1996,479600
fji,1997,516900
fji,1998,516200
fji,1999,549800
fji,2000,586043
fji,2001,612727
fji,2002,715000
fji,2003,972000
fji,2004,836719
fji,2005,870571
fji,2006,932394
fji,2007,960546
fji,2008,946138
fji,2009,1146591
fji,2010,1259009
fji,2011,1276205.48
fji,2012,1225268.56189
fji,2013,1161936
fji,2014,1243824
fji,2015,1336976
fji,2016,1402765
fra,1970,9108000
fra,1971,9569200
fra,1972,11285100
fra,1973,11957500
fra,1974,12159300
fra,1975,13112800
fra,1976,14301900
fra,1977,15431300
fra,1978,16821200
fra,1979,17967000
fra,1980,19521000
fra,1981,21591200
fra,1982,22372400
fra,1983,23278100
fra,1984,23694300
fra,1985,24491900
fra,1986,25211400
fra,1987,27950200
fra,1988,30667300
fra,1989,33975500
fra,1990,35963900
fra,1991,33127800
fra,1992,33963900
fra,1993,35625600
fra,1994,38170400
fra,1995,36020400
fra,1996,41252600
fra,1997,43400700
fra,1998,42232400
fra,1999,49536300
fra,2000,52581312
fra,2001,50476541
fra,2002,49305864
fra,2003,47258820
fra,2004,48543473
fra,2005,52477178
fra,2006,59537872
fra,2007,61551258
fra,2008,61214656
fra,2009,58318312
fra,2010,60864422.11351
fra,2011,64185339.34113
fra,2012,64683769.02432
fra,2013,63925151
fra,2014,63434263
fra,2015,65039503
fra,2016,65362743
gab,1970,120200
gab,1971,125500
gab,1972,122800
gab,1973,130300
gab,1974,136200
gab,1975,139700
gab,1976,190400
gab,1977,176700
gab,1978,170000
gab,1979,175000
gab,1980,331100
gab,1981,340000
gab,1982,421000
gab,1983,428300
gab,1984,436100
gab,1985,456000
gab,1986,459500
gab,1987,393100
gab,1988,382800
gab,1989,406700
gab,1990,398300
gab,1991,436000
gab,1992,471400
gab,1993,302300
gab,1994,505200
gab,1995,508200
gab,1996,431300
gab,1997,468500
gab,1998,466700
gab,1999,423100
gab,2000,446688
gab,2001,373904
gab,2002,365877
gab,2003,385529
gab,2004,430873
gab,2005,465343
gab,2006,508368
gab,2007,535324
gab,2008,545640
gab,2009,524867
gab,2010,243635.52899
gab,2011,121233.39566
gab,2012,42729.31947
gab,2013,0
gab,2015,137331.296
gab,2016,77319.779
gbr,1970,15568800
gbr,1971,15796000
gbr,1972,17308500
gbr,1973,18959700
gbr,1974,18062600
gbr,1975,18074900
gbr,1976,19472900
gbr,1977,19484500
gbr,1978,23186100
gbr,1979,25312100
gbr,1980,25551200
gbr,1981,24578700
gbr,1982,23872500
gbr,1983,23376200
gbr,1984,25825700
gbr,1985,28229400
gbr,1986,29373100
gbr,1987,33705300
gbr,1988,37573100
gbr,1989,46354400
gbr,1990,47113600
gbr,1991,42861200
gbr,1992,47819400
gbr,1993,50187900
gbr,1994,55475500
gbr,1995,59688800
gbr,1996,64208500
gbr,1997,62763200
gbr,1998,61940200
gbr,1999,65738296
gbr,2000,70436030
gbr,2001,70331725
gbr,2002,72381196
gbr,2003,76388660
gbr,2004,86054762
gbr,2005,93602879
gbr,2006,97544631
gbr,2007,101622807
gbr,2008,104713553
gbr,2009,102464509
gbr,2010,101515720.1934
gbr,2011,111598546.14123
gbr,2012,115419920.56567
gbr,2013,118605866
gbr,2014,124901676.05268
gbr,2015,131512992.88551
gbr,2016,145120984.11195
geo,1994,169600
geo,1995,176900
geo,1996,152400
geo,1997,110500
geo,1998,110100
geo,1999,158600
geo,2000,117521
geo,2001,110800
geo,2002,246609
geo,2003,303802
geo,2004,228560
geo,2005,249131
geo,2006,271553
geo,2007,304139
geo,2008,310222
geo,2009,294400
geo,2010,164446
geo,2011,222630
geo,2012,178363
geo,2013,189316
geo,2014,196589
geo,2015,232263.6
geo,2016,220448.206
gha,1970,116700
gha,1971,135600
gha,1972,131700
gha,1973,135600
gha,1974,148200
gha,1975,153800
gha,1976,233500
gha,1977,248800
gha,1978,309700
gha,1979,330400
gha,1980,279000
gha,1981,288800
gha,1982,230000
gha,1983,271400
gha,1984,261000
gha,1985,252600
gha,1986,247900
gha,1987,224400
gha,1988,247800
gha,1989,231900
gha,1990,188100
gha,1991,191700
gha,1992,206000
gha,1993,152400
gha,1994,182500
gha,1995,185900
gha,1996,197200
gha,1997,210600
gha,1998,209800
gha,1999,304100
gha,2000,314335
gha,2001,301135
gha,2002,255630
gha,2003,241111
gha,2004,96444
gha,2010,169030.94961
gha,2011,491583.03445
gha,2012,691271.96143
gha,2013,396372
gha,2014,407544
gha,2015,390457.776
gha,2016,359516.243
gin,1970,48900
gin,1971,49000
gin,1972,51000
gin,1973,54500
gin,1974,56900
gin,1975,65000
gin,1976,65000
gin,1977,66000
gin,1978,71000
gin,1979,72000
gin,1980,80000
gin,1981,128000
gin,1982,131000
gin,1983,129200
gin,1984,132000
gin,1985,136000
gin,1986,25700
gin,1987,30400
gin,1988,26600
gin,1989,39700
gin,1990,41300
gin,1991,42200
gin,1992,23300
gin,1993,24200
gin,1994,45000
gin,1995,35000
gin,1996,36300
gin,1997,36300
gin,1998,36100
gin,1999,58500
gmb,2010,0
gmb,2011,0
gmb,2012,11284
gmb,2013,146784
gmb,2014,151776
gmb,2015,3035.52
gmb,2016,44330
gnb,1978,20000
gnb,1979,20000
gnb,1980,22200
gnb,1981,22200
gnb,1982,20600
gnb,1983,21000
gnb,1984,21900
gnb,1985,22500
gnb,1986,19500
gnb,1987,20500
gnb,1988,20500
gnb,1989,20500
gnb,1990,20500
gnb,1991,20500
gnb,1992,20500
gnb,1993,20500
gnb,1994,20500
gnb,1995,20500
gnb,1996,20500
gnb,1997,20500
gnb,1998,20400
gnq,1971,8500
gnq,1972,9000
gnq,1973,9500
gnq,1974,10000
gnq,1975,10500
gnq,1976,11000
gnq,1977,12000
gnq,1978,12000
gnq,1979,13000
gnq,1980,13300
gnq,1981,13300
gnq,1982,13300
gnq,1983,13300
gnq,1984,13400
gnq,1985,13700
gnq,1986,13700
gnq,1987,13700
gnq,1988,27600
gnq,1989,14000
gnq,1990,14000
gnq,1991,14000
gnq,1992,14000
gnq,1993,14000
gnq,1994,14000
gnq,1995,14700
gnq,1996,14700
gnq,1997,20900
gnq,1998,20800
gnq,2010,25969.38236
gnq,2011,130197.6
gnq,2012,316620.85
gnq,2013,401712
gnq,2014,303024
gnq,2015,400759.01479
gnq,2016,458222.461
grc,1970,1614700
grc,1971,2021400
grc,1972,2412600
grc,1973,2802600
grc,1974,2304600
grc,1975,2832600
grc,1976,3541000
grc,1977,3883900
grc,1978,4670500
grc,1979,5021100
grc,1980,4891300
grc,1981,4900700
grc,1982,5633900
grc,1983,5811800
grc,1984,6878400
grc,1985,7456600
grc,1986,6479500
grc,1987,6567600
grc,1988,6659700
grc,1989,6632000
grc,1990,6134600
grc,1991,4937000
grc,1992,5465500
grc,1993,5478100
grc,1994,5812900
grc,1995,6006000
grc,1996,6396000
grc,1997,7060800
grc,1998,6403400
grc,1999,6590700
grc,2000,7937434
grc,2001,8430333
grc,2002,7579225
grc,2003,7518932
grc,2004,9276954
grc,2005,9452219
grc,2006,9481314
grc,2007,10206223
grc,2008,9442743
grc,2009,8795133
grc,2010,10352657.53118
grc,2011,9569211.41942
grc,2012,8785275.45593
grc,2013,8761116
grc,2014,11152236
grc,2015,11237053.841
grc,2016,13150288.821
gtm,1970,112500
gtm,1971,101100
gtm,1972,98000
gtm,1973,43000
gtm,1974,88800
gtm,1975,113500
gtm,1976,119000
gtm,1977,137800
gtm,1978,136300
gtm,1979,156300
gtm,1980,118900
gtm,1981,124400
gtm,1982,114600
gtm,1983,99500
gtm,1984,124000
gtm,1985,108400
gtm,1986,103100
gtm,1987,114800
gtm,1988,98900
gtm,1989,110200
gtm,1990,156000
gtm,1991,165000
gtm,1992,230000
gtm,1993,240000
gtm,1994,252000
gtm,1995,300000
gtm,1996,300000
gtm,1997,508400
gtm,1998,506400
gtm,2010,313892
gtm,2011,326146.20615
gtm,2012,288013.90083
gtm,2013,78264
gtm,2014,69768
gtm,2015,93129
gtm,2016,111830
gum,2008,1255510
gum,2009,1172372
guy,1970,17800
guy,1971,18700
guy,1972,19000
guy,1973,20000
guy,1974,22000
guy,1975,24000
guy,1976,26000
guy,1977,27000
guy,1978,27000
guy,1979,27500
guy,1980,27500
guy,1981,81500
guy,1982,93000
guy,1983,93000
guy,1984,100000
guy,1985,104000
guy,1986,122500
guy,1987,128500
guy,1988,135200
guy,1989,143000
guy,1990,145700
guy,1991,111900
guy,1992,115300
guy,1993,115300
guy,1994,115300
guy,1995,121100
guy,1996,126000
guy,1997,126000
guy,1998,125500
guy,1999,70400
guy,2000,73256
guy,2001,47800
guy,2010,273160
guy,2011,340267.62321
guy,2012,247780.34769
guy,2013,0
guy,2014,0
guy,2015,0
high_income,1970,271999292
high_income,1971,291581204
high_income,1972,321224208
high_income,1973,350404700
high_income,1974,363051100
high_income,1975,365863000
high_income,1976,395931096
high_income,1977,430031892
high_income,1978,483598204
high_income,1979,544782200
high_income,1980,531308388
high_income,1981,524014200
high_income,1982,533203708
high_income,1983,560080796
high_income,1984,600450088
high_income,1985,645265604
high_income,1986,695992796
high_income,1987,748878304
high_income,1988,787572012
high_income,1989,815005900
high_income,1990,850382016
high_income,1991,830959904
high_income,1992,878562792
high_income,1993,898849516
high_income,1994,975492504
high_income,1995,1028740396
high_income,1996,1107962004
high_income,1997,1162921092
high_income,1998,1177621980
high_income,1999,1267819700
high_income,2000,1360352743
high_income,2001,1312529006
high_income,2002,1283326645
high_income,2003,1309798520
high_income,2004,1454944072
high_income,2005,1498116352
high_income,2006,1550361961
high_income,2007,1623065556
high_income,2008,1591685778
high_income,2009,1580186080
high_income,2010,1751781663.46815
high_income,2011,1807379809.79089
high_income,2012,1834211114.51073
high_income,2013,1895076575.00007
high_income,2014,1973057992.62254
high_income,2015,2090983223.35098
high_income,2016,2210490146.57611
hkg,1997,5957200
hkg,1998,12254000
hkg,1999,12592600
hkg,2000,14377973
hkg,2001,14064286
hkg,2002,15636216
hkg,2003,13024791
hkg,2004,17892816
hkg,2005,20229512
hkg,2006,21796158
hkg,2007,24133664
hkg,2008,25401266
hkg,2009,23973030
hkg,2010,28347688
hkg,2011,30293677
hkg,2012,32247332.07768
hkg,2013,34644497
hkg,2014,37933773
hkg,2015,41867157
hkg,2016,43454423.336
hnd,1970,295600
hnd,1971,269900
hnd,1972,240600
hnd,1973,280400
hnd,1974,315800
hnd,1975,298600
hnd,1976,288700
hnd,1977,324400
hnd,1978,359800
hnd,1979,414200
hnd,1980,507800
hnd,1981,410600
hnd,1982,377000
hnd,1983,435900
hnd,1984,439500
hnd,1985,451000
hnd,1986,319600
hnd,1987,425500
hnd,1988,482300
hnd,1989,573900
hnd,1990,609700
hnd,1991,447300
hnd,1992,437500
hnd,1993,602200
hnd,2010,501520
hnd,2011,423655.32559
hnd,2012,422016.88764
hnd,2013,372972
hnd,2014,239124
hnd,2015,251149.784
hnd,2016,242410.791
hrv,1991,113400
hrv,1992,215100
hrv,1993,432200
hrv,1994,624000
hrv,1995,644.1
hrv,1996,727200
hrv,1997,767200
hrv,1998,920000
hrv,1999,926000
hrv,2000,1072000
hrv,2001,1245000
hrv,2002,1356000
hrv,2003,1582000
hrv,2004,1743000
hrv,2005,2099000
hrv,2006,2148000
hrv,2007,1545318
hrv,2008,1752603
hrv,2009,1679197
hrv,2010,1577226
hrv,2011,1812519
hrv,2012,1872799
hrv,2013,1716702
hrv,2014,1756070
hrv,2015,1782666
hrv,2016,1875433
hti,1970,10400
hti,1971,10600
hti,1972,11000
hti,1973,11500
hti,1974,0
hti,1975,0
hti,1976,0
hti,1977,0
hti,1978,0
hti,1979,0
hti,1980,0
hti,1981,0
hti,1982,0
hti,1983,0
hti,1984,0
hti,1985,0
hti,1986,0
hti,1987,0
hti,1988,0
hti,1989,0
hti,1990,0
hti,1991,0
hun,1970,282300
hun,1971,268200
hun,1972,266300
hun,1973,330000
hun,1974,456500
hun,1975,414100
hun,1976,427200
hun,1977,555000
hun,1978,659000
hun,1979,830200
hun,1980,874300
hun,1981,1017000
hun,1982,1020700
hun,1983,957300
hun,1984,1038500
hun,1985,1116100
hun,1986,1150600
hun,1987,1231400
hun,1988,1176400
hun,1989,1316300
hun,1990,1363100
hun,1991,910700
hun,1992,1029100
hun,1993,1216900
hun,1994,1325400
hun,1995,1310900
hun,1996,1563400
hun,1997,1634700
hun,1998,1749200
hun,1999,1943500
hun,2000,2197521
hun,2001,2023385
hun,2002,2098760
hun,2003,2260849
hun,2004,2546234
