geo,time,tm_tax_tcom_wm_ar_zs
hun,2009,1.79
hun,2010,1.4
hun,2011,1.28
hun,2012,1.12
hun,2013,1.27
hun,2014,1.49
hun,2015,1.6
hun,2016,2.06
idn,1989,5.81
idn,1990,5.26
idn,1993,5.95
idn,1995,4.84
idn,1996,3.72
idn,1997,7.19
idn,1998,2.39
idn,1999,3.25
idn,2000,2.76
idn,2001,2.49
idn,2002,3.83
idn,2003,2.66
idn,2004,2.44
idn,2005,2.41
idn,2006,2.31
idn,2007,2.01
idn,2008,2.52
idn,2009,1.44
idn,2010,1.85
idn,2011,1.87
idn,2012,1.61
idn,2013,1.51
idn,2016,2.35
ind,1990,38.66
ind,1992,8.37
ind,1996,18.76
ind,1997,16.19
ind,1999,23.3
ind,2000,15.89
ind,2001,23.16
ind,2002,19.8
ind,2003,19.87
ind,2004,18.76
ind,2005,15.06
ind,2006,8.31
ind,2007,13.04
ind,2008,5.9
ind,2009,5.85
ind,2010,6.59
ind,2011,7.99
ind,2012,4.96
ind,2013,5.03
ind,2015,7.18
ind,2016,5.92
irl,1988,2.73
irl,1989,2.71
irl,1990,3.03
irl,1991,3.04
irl,1992,3.21
irl,1993,2.57
irl,1994,2.65
irl,1995,8.81
irl,1996,7.09
irl,1997,5.12
irl,1998,5.48
irl,1999,5.61
irl,2000,2.94
irl,2001,4.81
irl,2002,2.65
irl,2003,3.12
irl,2004,2.75
irl,2005,2.47
irl,2006,2
irl,2007,1.88
irl,2008,1.42
irl,2009,1.79
irl,2010,1.4
irl,2011,1.28
irl,2012,1.12
irl,2013,1.27
irl,2014,1.49
irl,2015,1.6
irl,2016,2.06
irn,2000,6.56
irn,2003,11.6
irn,2004,11.07
irn,2007,15.36
irn,2008,9.66
irn,2011,11.86
isl,1993,5.21
isl,1996,5.92
isl,1998,11.22
isl,1999,7.14
isl,2000,10.56
isl,2001,5.29
isl,2003,8.47
isl,2004,9.76
isl,2005,10.08
isl,2006,4.82
isl,2007,4.77
isl,2008,3.31
isl,2009,2.85
isl,2010,2.17
isl,2011,2.42
isl,2012,2.29
isl,2013,2.74
isl,2014,2.68
isl,2015,3.29
isl,2016,4.2
isr,1993,1.89
isr,1999,13.56
isr,2000,5.38
isr,2001,5.91
isr,2002,5.72
isr,2003,5.2
isr,2004,2.2
isr,2005,2.49
isr,2006,3.02
isr,2007,2.38
isr,2008,2.29
isr,2009,3.61
isr,2011,4.41
isr,2012,2.19
isr,2013,2.9
isr,2014,2.82
isr,2015,4.59
isr,2016,5.12
ita,1988,2.73
ita,1989,2.71
ita,1990,3.03
ita,1991,3.04
ita,1992,3.21
ita,1993,2.57
ita,1994,2.65
ita,1995,8.81
ita,1996,7.09
ita,1997,5.12
ita,1998,5.48
ita,1999,5.61
ita,2000,2.94
ita,2001,4.81
ita,2002,2.65
ita,2003,3.12
ita,2004,2.75
ita,2005,2.47
ita,2006,2
ita,2007,1.88
ita,2008,1.42
ita,2009,1.79
ita,2010,1.4
ita,2011,1.28
ita,2012,1.12
ita,2013,1.27
ita,2014,1.49
ita,2015,1.6
ita,2016,2.06
jam,1996,14.21
jam,1999,14.3
jam,2000,9.54
jam,2001,10.09
jam,2002,10.99
jam,2003,11.33
jam,2004,10.02
jam,2006,9.41
jam,2007,8.68
jam,2010,5.57
jam,2011,5.36
jam,2012,7.85
jam,2013,7.19
jam,2015,11.23
jam,2016,11.4
jor,2000,16.97
jor,2001,11.4
jor,2002,11.64
jor,2003,11.98
jor,2004,11.25
jor,2005,3.93
jor,2006,3.45
jor,2007,3.88
jor,2008,3.67
jor,2009,3.87
jor,2010,10.09
jor,2011,8.96
jor,2012,9.22
jor,2013,9.88
jor,2014,4.55
jor,2015,4.52
jor,2016,5.06
jpn,1988,4.83
jpn,1989,4.92
jpn,1990,4.7
jpn,1991,5.45
jpn,1992,5.73
jpn,1993,5.84
jpn,1994,5.91
jpn,1995,9.38
jpn,1996,10.32
jpn,1997,8.15
jpn,1998,8.23
jpn,1999,9.35
jpn,2000,10
jpn,2001,13.02
jpn,2002,12.9
jpn,2003,12.27
jpn,2004,8.63
jpn,2005,7.43
jpn,2006,3.8
jpn,2007,3.66
jpn,2008,3.11
jpn,2009,4.03
jpn,2010,2.7
jpn,2011,2.96
jpn,2012,2.72
jpn,2013,1.13
jpn,2014,2.96
jpn,2015,3.59
jpn,2016,4.67
kaz,2004,3.35
kaz,2008,1.49
kaz,2010,2.88
kaz,2011,1.84
kaz,2012,2.06
kaz,2013,1.84
kaz,2014,2.33
kaz,2015,4.72
kaz,2016,1.74
ken,1994,16.99
ken,1999,15.52
ken,2000,21.7
ken,2001,22.35
ken,2002,15.7
ken,2004,10.43
ken,2005,6.5
ken,2006,5.72
ken,2007,6.61
ken,2008,8.37
ken,2009,14.12
ken,2010,8.98
ken,2011,7.19
ken,2012,23.57
ken,2013,9.76
ken,2014,12.91
ken,2015,11.58
ken,2016,13.73
kgz,1995,0
kgz,2000,2.54
kgz,2001,2.98
kgz,2002,6.34
kgz,2003,6.19
kgz,2006,0.9
kgz,2007,0.69
kgz,2008,1.24
kgz,2009,1.7
kgz,2010,0.95
kgz,2011,0.72
kgz,2012,0.67
kgz,2013,0.67
kgz,2014,0.69
kgz,2015,1.58
kgz,2016,0.95
khm,2001,16.1
khm,2002,15.03
khm,2003,15.57
khm,2005,11.68
khm,2006,11.41
khm,2007,13.98
khm,2008,11.83
khm,2010,10.47
khm,2011,9.65
khm,2012,9.16
khm,2014,8.33
khm,2016,10.98
kna,1996,17.55
kna,1999,15.51
kna,2000,12.4
kna,2001,13.68
kna,2002,13.8
kna,2003,13.42
kna,2006,11.56
kna,2007,11.46
kna,2008,10.82
kna,2009,13.78
kna,2010,10.06
kna,2011,11.04
kna,2012,11.75
kna,2013,11.74
kna,2014,10.15
kna,2015,10.17
kna,2016,10.2
kor,1988,8.15
kor,1989,5.57
kor,1990,6.19
kor,1992,6.26
kor,1995,5.85
kor,1996,31.35
kor,1997,25.94
kor,1998,26.49
kor,1999,5.54
kor,2000,17.34
kor,2001,18.64
kor,2002,18.94
kor,2003,18.62
kor,2004,17.6
kor,2005,13.47
kor,2006,11.42
kor,2007,11.51
kor,2008,13.13
kor,2009,12.61
kor,2010,11.03
kor,2011,10.43
kor,2012,10.62
kor,2013,11.26
kor,2014,9.66
kor,2015,9.38
kor,2016,16.27
kwt,2002,5.07
kwt,2003,3.33
kwt,2004,3.33
kwt,2005,2.75
kwt,2006,2.14
kwt,2007,2.18
kwt,2008,2.95
kwt,2009,1.69
kwt,2010,3.24
kwt,2011,3.24
kwt,2012,3.37
kwt,2013,3.16
kwt,2014,2.14
kwt,2015,1.94
kwt,2016,1.94
lao,2000,18.07
lao,2001,16.99
lao,2004,14.12
lao,2005,12.57
lao,2006,9.86
lao,2007,7.32
lao,2008,14.23
lao,2014,4.58
lao,2015,13.74
lao,2016,3.35
lbn,1999,11.19
lbn,2000,19.69
lbn,2001,11.18
lbn,2002,62.01
lbn,2004,4.66
lbn,2005,6.02
lbn,2006,3.67
lbn,2007,4.03
lbn,2014,2.79
lbn,2015,3.03
lbn,2016,2.74
lbr,2012,9.02
lbr,2013,8.41
lbr,2014,8.39
lby,1996,14.13
lby,2002,13.06
lby,2006,0
lca,1996,15.55
lca,1999,14.61
lca,2000,14.56
lca,2001,12.89
lca,2002,13.01
lca,2003,13.28
lca,2005,14.17
lca,2006,5.97
lca,2007,4.89
lca,2010,5.46
lca,2011,5.35
lca,2012,5.98
lca,2013,9.94
lca,2014,8.74
lca,2015,6.55
lca,2016,4.12
lka,1990,37.1
lka,1993,45.77
lka,1994,43.88
lka,1997,40.5
lka,1998,20.56
lka,2000,11.18
lka,2001,11.01
lka,2003,8.57
lka,2004,8.12
lka,2005,9.63
lka,2006,8.19
lka,2007,8.54
lka,2008,8.28
lka,2009,9.67
lka,2010,12.01
lka,2011,11.18
lka,2012,9.7
lka,2014,9.57
lka,2015,6.9
lso,2001,0
lso,2004,3.04
lso,2005,5.04
lso,2006,5
lso,2007,5.58
lso,2008,3.62
lso,2009,1.3
lso,2010,6.32
lso,2011,5.89
lso,2012,7.38
lso,2013,0.09
lso,2014,0.06
lso,2015,0.11
lso,2016,0.19
ltu,1988,2.73
ltu,1989,2.71
ltu,1990,3.03
ltu,1991,3.04
ltu,1992,3.21
ltu,1993,2.57
ltu,1994,2.65
ltu,1995,8.81
ltu,1996,7.09
ltu,1997,5.12
ltu,1998,5.48
ltu,1999,5.61
ltu,2000,2.94
ltu,2001,4.81
ltu,2002,2.65
ltu,2003,3.12
ltu,2004,2.75
ltu,2005,2.47
ltu,2006,2
ltu,2007,1.88
ltu,2008,1.42
ltu,2009,1.79
ltu,2010,1.4
ltu,2011,1.28
ltu,2012,1.12
ltu,2013,1.27
ltu,2014,1.49
ltu,2015,1.6
ltu,2016,2.06
lux,1988,2.73
lux,1989,2.71
lux,1990,3.03
lux,1991,3.04
lux,1992,3.21
lux,1993,2.57
lux,1994,2.65
lux,1995,8.81
lux,1996,7.09
lux,1997,5.12
lux,1998,5.48
lux,1999,5.61
lux,2000,2.94
lux,2001,4.81
lux,2002,2.65
lux,2003,3.12
lux,2004,2.75
lux,2005,2.47
lux,2006,2
lux,2007,1.88
lux,2008,1.42
lux,2009,1.79
lux,2010,1.4
lux,2011,1.28
lux,2012,1.12
lux,2013,1.27
lux,2014,1.49
lux,2015,1.6
lux,2016,2.06
lva,1988,2.73
lva,1989,2.71
lva,1990,3.03
lva,1991,3.04
lva,1992,3.21
lva,1993,2.57
lva,1994,2.65
lva,1995,8.81
lva,1996,7.09
lva,1997,5.12
lva,1998,5.48
lva,1999,5.61
lva,2000,2.94
lva,2001,4.81
lva,2002,2.65
lva,2003,3.12
lva,2004,2.75
lva,2005,2.47
lva,2006,2
lva,2007,1.88
lva,2008,1.42
lva,2009,1.79
lva,2010,1.4
lva,2011,1.28
lva,2012,1.12
lva,2013,1.27
lva,2014,1.49
lva,2015,1.6
lva,2016,2.06
mac,1996,0
mac,1997,0
mac,1998,0
mac,1999,0
mac,2000,0
mac,2001,0
mac,2002,0
mac,2003,0
mac,2004,0
mac,2005,0
mac,2006,0
mac,2007,0
mac,2008,0
mac,2009,0
mac,2010,0
mac,2011,0
mac,2012,0
mac,2013,0
mac,2014,0
mac,2015,0
mac,2016,0
mar,1993,30.19
mar,1997,15.64
mar,2000,22.63
mar,2001,22.14
mar,2002,22.04
mar,2003,25.38
mar,2005,11.99
mar,2006,10.89
mar,2007,11.53
mar,2008,9.9
mar,2009,10.43
mar,2010,13.56
mar,2011,13.19
mar,2012,5.89
mar,2014,4.25
mar,2015,7.07
mar,2016,6.95
mda,1996,1.51
mda,2000,1.73
mda,2001,2.64
mda,2003,3.63
mda,2004,2.94
mda,2005,3.32
mda,2006,1.37
mda,2007,2.62
mda,2008,1.49
mda,2009,3.03
mda,2010,1.99
mda,2011,3.68
mda,2012,2.34
mda,2013,2.91
mda,2014,2.08
mda,2015,3.12
mda,2016,3.3
mdg,1995,2.94
mdg,1996,1.69
mdg,1997,2.77
mdg,1998,2.76
mdg,2000,1.33
mdg,2001,1.63
mdg,2002,1.25
mdg,2003,2.04
mdg,2004,1.83
mdg,2005,6.81
mdg,2006,4.69
mdg,2007,4.39
mdg,2008,3.16
mdg,2009,4.12
mdg,2010,3.21
mdg,2011,3.09
mdg,2012,2.91
mdg,2013,3.45
mdg,2014,3.12
mdg,2015,9.15
mdg,2016,5.05
mdv,2000,18.79
mdv,2001,18.24
mdv,2002,17.15
mdv,2003,18.54
mdv,2004,17.03
mdv,2005,19.64
mdv,2006,19.76
mdv,2008,18.39
mdv,2009,17.74
mdv,2010,17.94
mdv,2011,18.36
mdv,2012,1.91
mdv,2013,1.92
mdv,2014,2.05
mdv,2015,5.52
mdv,2016,5.27
mex,1991,8.25
mex,1995,5.75
mex,1996,25.64
mex,1997,17.09
mex,1998,19.14
mex,1999,12.34
mex,2000,19.45
mex,2001,20.77
mex,2002,6.72
mex,2003,21.52
mex,2004,1.97
mex,2005,2.18
mex,2006,1.78
mex,2007,1.93
mex,2008,0.95
mex,2009,1.12
mex,2010,10.31
mex,2011,9.93
mex,2012,11
mex,2013,9.95
mex,2014,0.67
mex,2015,8.06
mex,2016,6.91
mli,1995,3.62
mli,1996,12.84
mli,1997,12.84
mli,1998,12.84
mli,1999,8.49
mli,2001,10.7
mli,2002,11.07
mli,2003,11.42
mli,2004,10.54
mli,2005,10.12
mli,2006,8.21
mli,2007,7.87
mli,2008,7.87
mli,2009,7.55
mli,2010,7.55
mli,2011,7.91
mli,2012,7.39
mli,2013,7.39
mli,2014,7.39
mli,2015,4.57
mli,2016,7.31
mlt,1988,2.73
mlt,1989,2.71
mlt,1990,3.03
mlt,1991,3.04
mlt,1992,3.21
mlt,1993,2.57
mlt,1994,2.65
mlt,1995,8.81
mlt,1996,7.09
mlt,1997,5.12
mlt,1998,5.48
mlt,1999,5.61
mlt,2000,2.94
mlt,2001,4.81
mlt,2002,2.65
mlt,2003,3.12
mlt,2004,2.75
mlt,2005,2.47
mlt,2006,2
mlt,2007,1.88
mlt,2008,1.42
mlt,2009,1.79
mlt,2010,1.4
mlt,2011,1.28
mlt,2012,1.12
mlt,2013,1.27
mlt,2014,1.49
mlt,2015,1.6
mlt,2016,2.06
mmr,1996,3.55
mmr,1997,3.55
mmr,1998,3.55
mmr,1999,3.55
mmr,2000,3.55
mmr,2001,3.42
mmr,2002,3.42
mmr,2003,3.41
mmr,2004,3.4
mmr,2005,1.97
mmr,2006,1.94
mmr,2007,1.93
mmr,2008,1.9
mmr,2010,1.57
mmr,2011,1.51
mmr,2012,7.64
mmr,2013,3.22
mmr,2015,1.61
mne,2007,5.35
mne,2008,5.34
mne,2009,12.25
mne,2010,4.78
mne,2011,3.88
mne,2012,2.77
mng,1999,0.3
mng,2000,5.42
mng,2001,7.31
mng,2002,7.24
mng,2003,5.3
mng,2004,5.25
mng,2005,5.1
mng,2006,5.09
mng,2007,5.41
mng,2008,5.41
mng,2009,5.41
mng,2010,5.25
mng,2011,5.26
mng,2013,5.24
mng,2015,4.02
moz,2001,9.82
moz,2002,6.72
moz,2003,7.22
moz,2005,7.31
moz,2006,6.66
moz,2007,8.01
moz,2008,6.1
moz,2009,5.22
moz,2010,3.81
moz,2011,6.16
moz,2012,5.15
moz,2014,4.25
moz,2016,3.7
mrt,2001,9.95
mrt,2006,9.26
mrt,2007,9.03
mrt,2008,9.58
mrt,2009,9.51
mrt,2010,9.19
mrt,2011,9.12
mrt,2014,8.86
mrt,2015,8.86
mus,1995,25.83
mus,1996,18.2
mus,1997,20.21
mus,1998,15.32
mus,1999,18.44
mus,2000,10.04
mus,2001,10.44
mus,2002,9.88
mus,2004,8.83
mus,2005,5.36
mus,2006,1.48
mus,2007,1.7
mus,2008,1.49
mus,2009,0.35
mus,2010,0.33
mus,2011,0.17
mus,2012,0.29
mus,2013,0.3
mus,2014,0.27
mus,2015,0.31
mus,2016,0.4
mwi,1994,12.85
mwi,1996,16.69
mwi,1997,19.67
mwi,1998,6.55
mwi,2000,10.64
mwi,2001,8.97
mwi,2003,11.2
mwi,2006,6.04
mwi,2008,5.68
mwi,2009,9.13
mwi,2010,5.98
mwi,2011,6.04
mwi,2012,5.69
mwi,2013,2.75
mwi,2014,2.84
mwi,2015,2.84
mwi,2016,4.11
mys,1988,13.11
mys,1991,11.78
mys,1993,9.8
mys,1996,6.51
mys,1997,7.19
mys,1998,6.99
mys,1999,7.29
mys,2000,6.28
mys,2001,7.33
mys,2002,2.12
mys,2003,5.56
mys,2004,7.55
mys,2005,2.24
mys,2006,3.82
mys,2007,5.08
mys,2008,4.99
mys,2009,5.04
mys,2010,3.63
mys,2011,3.85
mys,2012,4.04
mys,2013,4.62
mys,2014,0.79
mys,2016,3.52
nam,2001,1.18
nam,2002,0.97
nam,2004,1.01
nam,2005,1.17
nam,2006,1.02
nam,2007,0.69
nam,2008,2.03
nam,2009,1.66
nam,2010,1.43
nam,2011,0.84
nam,2012,0.42
nam,2013,0.66
nam,2014,0.5
nam,2015,1.16
nam,2016,1.65
ner,2001,13.87
ner,2002,12.95
ner,2003,12.94
ner,2004,11.88
ner,2005,11.97
ner,2006,9.96
ner,2007,10.87
ner,2008,9.63
ner,2009,10.87
ner,2010,10.67
ner,2011,10.26
ner,2012,11.01
ner,2013,11.48
ner,2014,11.22
ner,2015,17.9
ner,2016,13.14
nga,1988,32.33
nga,1989,32.52
nga,1990,32.6
nga,1992,32.43
nga,1995,185.55
nga,1996,17.92
nga,1997,17.94
nga,1998,17.94
nga,1999,22.03
nga,2000,25.22
nga,2001,28.34
nga,2002,26.69
nga,2003,26.21
nga,2005,13.07
nga,2006,13.04
nga,2008,9.79
nga,2009,9.7
nga,2010,9.6
nga,2011,10.2
nga,2013,9.9
nga,2014,11.78
nga,2015,8.4
nga,2016,9.72
nic,1995,7.11
nic,1996,11.02
nic,1997,8.67
nic,1998,5.79
nic,1999,10.47
nic,2000,3.83
nic,2001,4.18
nic,2002,3.64
nic,2003,3.67
nic,2004,3.98
nic,2005,5.39
nic,2006,4.55
nic,2007,3.86
nic,2008,5.6
nic,2009,2.88
nic,2010,2.57
nic,2011,3.81
nic,2012,3.83
nic,2013,2.37
nic,2014,2.18
nic,2015,2.33
nic,2016,2.26
nld,1988,2.73
nld,1989,2.71
nld,1990,3.03
nld,1991,3.04
nld,1992,3.21
nld,1993,2.57
nld,1994,2.65
nld,1995,8.81
nld,1996,7.09
nld,1997,5.12
nld,1998,5.48
nld,1999,5.61
nld,2000,2.94
nld,2001,4.81
nld,2002,2.65
nld,2003,3.12
nld,2004,2.75
nld,2005,2.47
nld,2006,2
nld,2007,1.88
nld,2008,1.42
nld,2009,1.79
nld,2010,1.4
nld,2011,1.28
nld,2012,1.12
nld,2013,1.27
nld,2014,1.49
nld,2015,1.6
nld,2016,2.06
nor,1988,0.87
nor,1993,0.8
nor,1995,11.41
nor,1996,9.21
nor,1997,11.35
nor,1998,16.64
nor,1999,11.43
nor,2000,14.7
nor,2001,13.22
nor,2002,12.5
nor,2003,10.88
nor,2004,12.39
nor,2005,13.1
nor,2006,10.3
nor,2007,10.73
nor,2008,10.81
nor,2009,10.75
nor,2010,11.86
nor,2011,12.84
nor,2012,14.39
nor,2013,15.38
nor,2014,12.51
nor,2015,15.86
nor,2016,15.67
npl,1993,9.24
npl,1998,17.09
npl,1999,12
npl,2000,13.83
npl,2002,8.96
npl,2003,9.39
npl,2004,9.51
npl,2005,9.35
npl,2006,11.59
npl,2007,11.62
npl,2008,917.75
npl,2009,11.18
npl,2010,11.13
npl,2011,11.08
npl,2012,10.9
npl,2013,13.75
npl,2014,8.08
npl,2015,11.35
npl,2016,12.26
nru,2016,12.48
nzl,1992,7.66
nzl,1993,9.72
nzl,1996,1.58
nzl,1997,1.5
nzl,1998,1.33
nzl,1999,1.17
nzl,2000,0.77
nzl,2001,4.52
nzl,2002,4.18
nzl,2003,4.62
nzl,2004,4.37
nzl,2005,6.44
nzl,2006,7.88
nzl,2007,0.47
nzl,2008,0.4
nzl,2009,0.48
nzl,2010,13.44
nzl,2011,0.98
nzl,2012,1.09
nzl,2013,0.44
nzl,2014,0.48
nzl,2015,0.56
nzl,2016,0.51
omn,1992,14.15
omn,1997,3.6
omn,2001,31.95
omn,2002,31.61
omn,2003,5.12
omn,2004,4.05
omn,2005,2.9
omn,2006,3.13
omn,2007,3.03
omn,2008,2.75
omn,2009,2.77
omn,2012,2.54
omn,2013,2.38
omn,2014,2.36
omn,2015,2.2
omn,2016,1.79
pak,1995,39.4
pak,1998,36.78
pak,1999,19.26
pak,2000,19.69
pak,2001,18.97
pak,2002,15.87
pak,2003,14.87
pak,2004,9.35
pak,2005,10.97
pak,2006,10.65
pak,2007,10.71
pak,2008,7.47
pak,2009,7.44
pak,2010,7.6
pak,2011,6.65
pak,2012,6.64
pak,2013,6.65
pak,2014,6.74
pak,2015,7.07
pak,2016,7.69
pan,1997,9.58
pan,1998,9.65
pan,1999,7.47
pan,2000,6.14
pan,2001,5.8
pan,2002,6.96
pan,2003,9.68
pan,2004,8.5
pan,2005,7.88
pan,2006,8.91
pan,2007,9.07
pan,2008,11.3
pan,2009,11.94
pan,2010,12.36
pan,2011,11.25
pan,2012,7.27
pan,2013,7.55
pan,2015,13.52
per,1993,15.78
per,1995,15.24
per,1997,13.78
per,1998,13.76
per,1999,13.53
per,2000,13.93
per,2001,11.97
per,2002,11.77
per,2003,11.26
per,2004,9.69
per,2005,9.77
per,2006,2.52
per,2007,2.73
per,2008,1.34
per,2009,1.1
per,2010,1.38
per,2011,0.67
per,2013,0.44
per,2014,0.43
per,2015,0.62
phl,1988,18.56
phl,1989,18.63
phl,1990,14.04
phl,1992,13.85
phl,1993,16.46
phl,1994,15.94
phl,1995,15.94
phl,1996,14.44
phl,1997,9.81
phl,1998,13.13
phl,1999,9.73
phl,2000,6.03
phl,2001,5.89
phl,2002,6.03
phl,2003,4.97
phl,2004,5.26
phl,2005,6.33
phl,2006,6.38
phl,2007,5.17
phl,2008,7.19
phl,2009,6.82
phl,2010,7.72
phl,2011,3.19
phl,2012,2.86
phl,2013,2.32
phl,2015,3.43
phl,2016,4.36
plw,2005,0.72
plw,2006,0.72
plw,2010,8.53
plw,2011,8.22
plw,2012,7.98
plw,2015,12.19
plw,2016,12.73
png,1997,19.42
png,1999,19.54
png,2000,4.72
png,2001,4.59
png,2002,3.99
png,2003,3.52
png,2004,3.19
png,2005,4.29
png,2006,3.85
png,2007,2.54
png,2008,4.99
png,2009,4.72
png,2010,4.73
png,2012,4.07
png,2013,4.16
pol,1988,2.73
pol,1989,2.71
pol,1990,3.03
pol,1991,3.04
pol,1992,3.21
pol,1993,2.57
pol,1994,2.65
pol,1995,8.81
pol,1996,7.09
pol,1997,5.12
pol,1998,5.48
pol,1999,5.61
pol,2000,2.94
pol,2001,4.81
pol,2002,2.65
pol,2003,3.12
pol,2004,2.75
pol,2005,2.47
pol,2006,2
pol,2007,1.88
pol,2008,1.42
pol,2009,1.79
pol,2010,1.4
pol,2011,1.28
pol,2012,1.12
pol,2013,1.27
pol,2014,1.49
pol,2015,1.6
pol,2016,2.06
prt,1988,2.73
prt,1989,2.71
prt,1990,3.03
prt,1991,3.04
prt,1992,3.21
prt,1993,2.57
prt,1994,2.65
prt,1995,8.81
prt,1996,7.09
prt,1997,5.12
prt,1998,5.48
prt,1999,5.61
prt,2000,2.94
prt,2001,4.81
prt,2002,2.65
prt,2003,3.12
prt,2004,2.75
prt,2005,2.47
prt,2006,2
prt,2007,1.88
prt,2008,1.42
prt,2009,1.79
prt,2010,1.4
prt,2011,1.28
prt,2012,1.12
prt,2013,1.27
prt,2014,1.49
prt,2015,1.6
prt,2016,2.06
pry,1991,3.57
pry,1994,7.58
pry,1995,5.19
pry,1996,12.86
pry,1997,8.39
pry,1998,14.35
pry,1999,6.07
pry,2000,7.99
pry,2001,8.22
pry,2002,8.1
pry,2003,6.19
pry,2004,1.76
pry,2005,1.46
pry,2006,0.96
pry,2007,0.83
pry,2008,1
pry,2009,0.8
pry,2010,1.14
pry,2011,1.27
pry,2012,1.16
pry,2013,1.23
pry,2014,1.28
pry,2015,1.38
pry,2016,1.32
pyf,2008,2.41
pyf,2009,2.73
pyf,2011,2.63
pyf,2012,2.47
pyf,2013,2.72
pyf,2014,2.72
pyf,2015,3.42
pyf,2016,3.4
qat,2002,5.74
qat,2003,5.53
qat,2004,6.95
qat,2005,4.22
qat,2006,4.16
qat,2007,3.31
qat,2008,3.92
qat,2009,4.59
qat,2010,5.31
qat,2011,5.31
qat,2012,3.61
qat,2013,3.2
qat,2014,2.22
qat,2015,2.03
qat,2016,2.03
rou,1988,2.73
rou,1989,2.71
rou,1990,3.03
rou,1991,3.04
rou,1992,3.21
rou,1993,2.57
rou,1994,2.65
rou,1995,8.81
rou,1996,7.09
rou,1997,5.12
rou,1998,5.48
rou,1999,5.61
rou,2000,2.94
rou,2001,4.81
rou,2002,2.65
rou,2003,3.12
rou,2004,2.75
rou,2005,2.47
rou,2006,2
rou,2007,1.88
rou,2008,1.42
rou,2009,1.79
rou,2010,1.4
rou,2011,1.28
rou,2012,1.12
rou,2013,1.27
rou,2014,1.49
rou,2015,1.6
rou,2016,2.06
rus,1993,4.01
rus,1994,7.86
rus,1996,8.66
rus,1997,10.29
rus,2001,12.31
rus,2002,12.24
rus,2005,11.2
rus,2007,9.21
rus,2008,8.94
rus,2009,10.4
rus,2010,7.59
rus,2011,9.6
rus,2012,9.37
rus,2013,7.82
rus,2014,7.21
rus,2015,2.89
rus,2016,4.51
rwa,1993,24.87
rwa,2000,11.54
rwa,2001,9.85
rwa,2002,21.8
rwa,2003,10
rwa,2005,15.37
rwa,2006,14.22
rwa,2008,12.82
rwa,2009,9.94
rwa,2010,11.11
rwa,2011,7.79
rwa,2012,18.33
rwa,2013,15.41
rwa,2014,16.44
rwa,2015,18.16
rwa,2016,7.3
sau,1994,9.14
sau,1999,13.24
sau,2000,17.07
sau,2001,10.71
sau,2002,7.22
sau,2003,10.67
sau,2004,10.46
sau,2005,2.7
sau,2006,2.82
sau,2007,2.85
sau,2008,2.18
sau,2009,2.06
sau,2011,3.79
sau,2012,2.69
sau,2013,2.69
sau,2014,2.46
sau,2015,3.99
sdn,1996,3.25
sdn,2002,25.45
sdn,2006,9.97
sdn,2008,8.59
sdn,2009,11.08
sdn,2010,11.39
sdn,2011,9.07
sen,2001,8.26
sen,2002,6.79
sen,2003,7.92
sen,2004,8.02
sen,2005,8.19
sen,2006,8.48
sen,2007,7.01
sen,2008,7.01
sen,2009,7.72
sen,2010,7.6
sen,2011,7.4
sen,2012,6.93
sen,2013,6.93
sen,2014,7.38
sen,2015,11.41
sen,2016,8.54
sgp,1989,10.9
sgp,1995,2.12
sgp,1996,0.29
sgp,1997,0.29
sgp,1998,0.31
sgp,1999,0.31
sgp,2000,0.22
sgp,2001,0.21
sgp,2002,0.21
sgp,2003,0.1
sgp,2004,0
sgp,2005,0.12
sgp,2006,0.06
sgp,2007,0.03
sgp,2008,0.14
sgp,2009,0.18
sgp,2010,0.15
sgp,2011,0.42
sgp,2012,0.15
sgp,2013,0.19
sgp,2014,0.19
sgp,2015,0.26
sgp,2016,0.28
slb,2008,17.09
slb,2015,60.26
slb,2016,21.87
sle,2004,18.88
sle,2006,18.05
sle,2010,12.85
sle,2011,12.15
sle,2012,12.59
slv,1995,10.18
slv,1996,8.53
slv,1997,8.46
slv,1998,7.88
slv,1999,7.61
slv,2000,8.23
slv,2001,7.95
slv,2002,3.76
slv,2003,8.13
slv,2004,3.86
slv,2005,7.73
slv,2006,2.45
slv,2007,3.47
slv,2008,2.31
slv,2009,2.51
slv,2010,6.89
slv,2011,6.52
slv,2012,2.05
slv,2013,2.06
slv,2014,1.69
slv,2015,1.83
srb,2001,5.96
srb,2002,7.63
srb,2005,4.5
stp,2013,6.68
stp,2014,6.97
stp,2015,8.08
stp,2016,8.22
sur,1996,14.04
sur,1999,14.03
sur,2000,12.97
sur,2007,15.59
sur,2009,12.94
sur,2010,12.95
sur,2011,10.23
sur,2012,5.73
sur,2013,5.73
svk,1988,2.73
svk,1989,2.71
svk,1990,3.03
svk,1991,3.04
svk,1992,3.21
svk,1993,2.57
svk,1994,2.65
svk,1995,8.81
svk,1996,7.09
svk,1997,5.12
svk,1998,5.48
svk,1999,5.61
svk,2000,2.94
svk,2001,4.81
svk,2002,2.65
svk,2003,3.12
svk,2004,2.75
svk,2005,2.47
svk,2006,2
svk,2007,1.88
svk,2008,1.42
svk,2009,1.79
svk,2010,1.4
svk,2011,1.28
svk,2012,1.12
svk,2013,1.27
svk,2014,1.49
svk,2015,1.6
svk,2016,2.06
svn,1988,2.73
svn,1989,2.71
