geo,time,bm_trf_pwkr_cd_dt
cog,1979,18362024.31
cog,1980,39142452.24
cog,1981,22470714.57
cog,1982,23916160.58
cog,1983,30498651.5
cog,1984,34168148.04
cog,1985,34204910.28
cog,1986,38971324.92
cog,1987,53071746.83
cog,1988,55249618.53
cog,1989,40437820.43
cog,1990,55460715.70052
cog,1991,52462380.52975
cog,1992,53269500.45304
cog,1993,45203713.08455
cog,1994,23234673.80759
cog,1995,27388646.92464
cog,1996,38426168.73021
cog,1997,34550382.38291
cog,1998,34587572.88249
cog,1999,45767483.72158
cog,2000,36536329.83879
cog,2001,31589063.57124
cog,2002,34864291.63949
cog,2003,39229159.81998
cog,2004,49405168.4627
cog,2005,66165133.33315
cog,2006,80705293.95059
cog,2007,58155501.30456
cog,2008,53603658.51433
cog,2009,64095465.26989
cog,2010,69660005.40559
cog,2011,54131880.28805
cog,2012,51113835.41621
cog,2013,56950849.86512
cog,2014,67048943.01418
cog,2015,67643982.27166
cog,2016,401640334.61686
col,1970,13000000
col,1971,13038740.16
col,1972,15199939.73
col,1973,14305560.11
col,1974,14431679.73
col,1975,16998100.28
col,1976,19626840.59
col,1977,21015359.88
col,1978,16000000
col,1979,20000000
col,1980,39045898.44
col,1981,53062198.64
col,1982,35328319.55
col,1983,48000000
col,1984,72000000
col,1985,98000000
col,1986,31000000
col,1987,32000000
col,1988,14000000
col,1989,17000000
col,1990,44000000
col,1991,105000000
col,1992,79200000
col,1993,84900000
col,1994,145656797.58505
col,1995,149887650.51028
col,1996,140224314.46201
col,1997,112029278.90626
col,1998,151320537.8011
col,1999,246709450.02044
col,2000,219135624.6176
col,2001,204463328.5005
col,2002,157548258.66545
col,2003,64952909.20231
col,2004,50532704.17051
col,2005,56161403.60646
col,2006,65526905.95971
col,2007,95056912.51865
col,2008,88291702.76566
col,2009,124475460.91634
col,2010,151325691.91541
col,2011,222951899.99354
col,2012,246242647.17011
col,2013,277970422.00876
col,2014,399081655.5509
col,2015,333683053.24138
col,2016,258624566.96965
col,2017,291709692.29835
com,1980,1519326.925
com,1981,743387.2819
com,1982,4771708.488
com,1983,3994092.226
com,1984,5119544.029
com,1985,4908080.101
com,1986,6785965.443
com,1987,5922790.527
com,1988,4263952.732
com,1989,5231883.049
com,1990,4433221.92783
com,1991,6366434.72119
com,1992,11035569.45969
com,1993,5360923.27677
com,1994,6047087.24738
com,1995,3504675.1448
com,2003,211057.36079
com,2004,315486.22833
com,2005,399392.00589
com,2006,407988.64045
com,2007,455139.45554
com,2008,664395.16532
com,2009,591913.79634
com,2010,785844.5684
com,2011,894159.00433
com,2012,826446.44149
cpv,1986,1080542.684
cpv,1987,1430881.262
cpv,1988,2284386.158
cpv,1989,1798325.777
cpv,1990,1830323.56945
cpv,1991,3049644.06582
cpv,1992,4717897.70047
cpv,1993,3668562.51136
cpv,1994,2745972.78898
cpv,1995,5165683.55309
cpv,1996,3480262.69058
cpv,1997,5237470.03899
cpv,1998,412552.43867
cpv,1999,473036.77859
cpv,2000,479393.64501
cpv,2001,282770.06351
cpv,2002,1521438.77173
cpv,2003,7190099.31363
cpv,2004,11977563.11655
cpv,2005,5170967.04875
cpv,2006,5718482.32634
cpv,2007,6022910.78239
cpv,2008,10007579.50398
cpv,2009,11724051.2815
cpv,2010,7962675.69112
cpv,2011,8626301.03168
cpv,2012,9824627.35988
cpv,2013,9847113.92319
cpv,2014,11394438.80953
cpv,2015,14207581.32492
cpv,2016,26123964.6183
cpv,2017,33359246.93944
cri,1981,500000
cri,1982,600000.0238
cri,1983,600000.0238
cri,1984,699999.9881
cri,1985,699999.9881
cri,1986,800000.0119
cri,1987,800000.0119
cri,1994,7100000
cri,1995,35500000
cri,1996,46020000
cri,1997,67180000
cri,1998,92950000
cri,1999,122453548.57189
cri,2000,142395232.10823
cri,2001,140491791.4509
cri,2002,147801110.66891
cri,2003,192016734
cri,2004,191548234.4
cri,2005,209029050
cri,2006,246343429.36173
cri,2007,271414281.37737
cri,2008,268618171.99
cri,2009,238598200
cri,2010,259382912
cri,2011,290543358.30803
cri,2012,346035432.7576
cri,2013,402604637.03999
cri,2014,419222829.17187
cri,2015,407784045.23019
cri,2016,416129213.4804
cri,2017,442216616.04944
cyp,1976,4141334.534
cyp,1977,3430350.304
cyp,1978,4551386.356
cyp,1979,7053303.242
cyp,1980,9063828.468
cyp,1981,7355894.089
cyp,1982,7783150.673
cyp,1983,6645896.435
cyp,1984,5608564.377
cyp,1985,6203551.769
cyp,1986,6947887.897
cyp,1987,7275046.349
cyp,1988,10929457.66
cyp,1989,9704322.815
cyp,1990,12006638.57962
cyp,1991,18302063.71917
cyp,1992,23801654.36328
cyp,1993,24527288.4513
cyp,1994,33726744.29236
cyp,1995,47522196.3654
cyp,1996,53612260.05163
cyp,1997,50593763.216
cyp,1998,52141108.64549
cyp,1999,52491238.79784
cyp,2000,48199808.12727
cyp,2001,79289844.76033
cyp,2002,107041595.18548
cyp,2003,183919804.1532
cyp,2004,213442842.73233
cyp,2005,240674536.45815
cyp,2006,239527689.22388
cyp,2007,304737446.02935
cyp,2008,817355527.79943
cyp,2009,694269818.09892
cyp,2010,952199817.83153
cyp,2011,894886534.84592
cyp,2012,760034172.05067
cyp,2013,741786219.90279
cyp,2014,833150704.07377
cyp,2015,677449037.31525
cyp,2016,732144707.42146
cyp,2017,757795234.94948
cze,1993,6249997.70491
cze,1994,55021463.71842
cze,1995,100448819.35136
cze,1996,302117151.80525
cze,1997,340025608.38054
cze,1998,738860367.055
cze,1999,633766009.96631
cze,2000,602866677.90544
cze,2001,711113468.38264
cze,2002,892550709.34323
cze,2003,1099906217.61626
cze,2004,799488099.94802
cze,2005,1340706459.85356
cze,2006,1677693601.20957
cze,2007,2295809309.74455
cze,2008,2586100789.09275
cze,2009,2044602212.03787
cze,2010,1496982252.67054
cze,2011,1522137850.14904
cze,2012,1334625944.42687
cze,2013,1079198620.08455
cze,2014,1523333418.51867
cze,2015,1376392339.35458
cze,2016,1658604748.22938
cze,2017,2059972706.3625
deu,1971,2237634277
deu,1972,2722813721
deu,1973,3690343262
deu,1974,4016875000
deu,1975,4095520996
deu,1976,4173704102
deu,1977,4255071289
deu,1978,5183325684
deu,1979,5725612305
deu,1980,5818916016
deu,1981,4791845703
deu,1982,4480540527
deu,1983,4289452148
deu,1984,4038365234
deu,1985,3598019287
deu,1986,4636389160
deu,1987,5534590820
deu,1988,5871227051
deu,1989,5482565430
deu,1990,6542014537.01934
deu,1991,6600992157.63076
deu,1992,8222439487.03941
deu,1993,8176367234.09498
deu,1994,8870751240.83108
deu,1995,10891204294.8411
deu,1996,10518755114.7921
deu,1997,9473507979.14144
deu,1998,9108082670.55018
deu,1999,10088645451.1654
deu,2000,8663452861.33026
deu,2001,9183056512.48985
deu,2002,10115069295.4628
deu,2003,11556294680.424
deu,2004,12598611316.6849
deu,2005,12707902799.5036
deu,2006,12697369923.9127
deu,2007,14084230453.8429
deu,2008,15231564513.8235
deu,2009,15322978952.7704
deu,2010,14682909207.8243
deu,2011,16116359753.0761
deu,2012,15587632314.3731
deu,2013,19978671692.0898
deu,2014,20077994826.2717
deu,2015,18033313160.3866
deu,2016,20289740177.9681
deu,2017,22090770773.4292
dji,1997,365741.80879
dji,1998,1356058.09105
dji,1999,1496728.01751
dji,2000,1761187.47925
dji,2001,1778067.87043
dji,2002,1688039.11749
dji,2003,4839045.47015
dji,2004,4670241.5584
dji,2005,4670241.5584
dji,2006,4726509.52898
dji,2007,4698375.54369
dji,2008,5120385.32306
dji,2009,5789974.173
dji,2010,11619335.92541
dji,2011,12857231.27824
dji,2012,12407087.51357
dji,2013,12688427.36649
dji,2014,13729397.6977
dji,2015,12097681.74657
dji,2016,18455998.19941
dji,2017,19271888.36372
dma,1986,4370370.388
dma,1987,1962962.985
dma,1988,1814814.806
dma,1989,2099999.905
dma,1990,162962.96296
dma,1991,200000
dma,1992,122222.22222
dma,1993,18518.51852
dma,1994,444444.44444
dma,1995,151851.85185
dma,1996,62962.96296
dma,1997,122222.22222
dma,1998,7407.40741
dma,1999,7407.40741
dma,2000,11111.11111
dma,2001,6666.66667
dma,2002,6233.33333
dma,2003,6296.2963
dma,2004,6629.62963
dma,2005,7144.44444
dma,2006,7429.62963
dma,2007,7896.2963
dma,2008,8055.55556
dma,2009,8085.18519
dma,2010,8016.2963
dma,2011,8038.88889
dma,2012,1616552.22222
dma,2013,1701588.88889
dma,2014,24823246.3037
dma,2015,24812587.58519
dma,2016,21161683.97407
dma,2017,19954455.17167
dnk,1992,160463688.9676
dnk,1993,159680759.43813
dnk,1994,199781243.55176
dnk,1995,209079803.73952
dnk,1996,289415405.3
dnk,1997,369750992.17007
dnk,1998,346425669.59885
dnk,1999,693794224.16738
dnk,2000,661957528.91949
dnk,2001,744817219.69174
dnk,2002,860117577.77405
dnk,2003,1029285318.11918
dnk,2004,1226177451.26224
dnk,2005,1511602740.97652
dnk,2006,1775307874.50453
dnk,2007,3053890214.58064
dnk,2008,4024581053.37385
dnk,2009,3390969583.92641
dnk,2010,2833342704.0011
dnk,2011,3148221907.69429
dnk,2012,2979397706.78695
dnk,2013,3058995226.44079
dnk,2014,3171598140.13358
dnk,2015,2781262009.25143
dnk,2016,2914430190.47191
dnk,2017,3077934516.29554
dom,1993,10200000
dom,1994,7400000
dom,1995,7000000
dom,1996,8900000
dom,1997,7600000
dom,1998,18500000
dom,1999,17800000
dom,2000,19300000
dom,2001,21700000
dom,2002,22500000
dom,2003,22900000
dom,2004,23900000
dom,2005,24700000
dom,2006,26600000
dom,2007,28200000
dom,2008,34500000
dom,2009,26900000
dom,2010,534000000
dom,2011,565500000
dom,2012,565200000
dom,2013,531100000
dom,2014,574800000
dom,2015,585000000
dom,2016,617100000
dom,2017,635000000
dza,1977,83920974.73
dza,1978,112963012.7
dza,1979,130798111
dza,1980,164692703.2
dza,1981,149682266.2
dza,1982,126301345.8
dza,1983,156824249.3
dza,1984,141269714.4
dza,1985,130872345
dza,1986,101439361.6
dza,1987,82272422.79
dza,1988,53256538.39
dza,1989,38377834.32
dza,1990,31481969.03715
dza,1991,22032304.12158
dza,2005,27000000
dza,2006,35000000
dza,2007,48863732.65195
dza,2008,26782545.16413
dza,2009,45702405.83643
dza,2010,27971375.7453
dza,2011,30901604.94101
dza,2012,44242618.91885
dza,2013,38715810.19792
dza,2014,295922112.14148
dza,2015,72128990.59294
dza,2016,76633496.32157
dza,2017,69057115.77834
east_asia_pacific,1970,66080009.46
east_asia_pacific,1971,84004090.7154
east_asia_pacific,1972,175469924.9115
east_asia_pacific,1973,271475074.0656
east_asia_pacific,1974,327298767.1487
east_asia_pacific,1975,340161996.3415
east_asia_pacific,1976,351610346.8332
east_asia_pacific,1977,492962863.2732
east_asia_pacific,1978,613105634.5813
east_asia_pacific,1979,711673497.4927
east_asia_pacific,1980,840537884.8948
east_asia_pacific,1981,950532382.0583
east_asia_pacific,1982,1011748822.5768
east_asia_pacific,1983,989538796.043
east_asia_pacific,1984,989252030.131
east_asia_pacific,1985,616597085.4484
east_asia_pacific,1986,665429633.5533
east_asia_pacific,1987,896060620.7911
east_asia_pacific,1988,1307378524.9638
east_asia_pacific,1989,2139769215.198
east_asia_pacific,1990,2454583257.75846
east_asia_pacific,1991,3724628412.86261
east_asia_pacific,1992,3798717568.68778
east_asia_pacific,1993,3791817906.62723
east_asia_pacific,1994,4040195591.92395
east_asia_pacific,1995,6493892578.03345
east_asia_pacific,1996,8957229535.51221
east_asia_pacific,1997,9691410094.50037
east_asia_pacific,1998,9261394406.32928
east_asia_pacific,1999,8136981930.27028
east_asia_pacific,2000,8778045434.55647
east_asia_pacific,2001,9777806332.77128
east_asia_pacific,2002,15468711329.0045
east_asia_pacific,2003,15774754007.7607
east_asia_pacific,2004,19165166253.4222
east_asia_pacific,2005,20244099864.8376
east_asia_pacific,2006,24326924365.17929
east_asia_pacific,2007,27881863260.8679
east_asia_pacific,2008,30337179780.01981
east_asia_pacific,2009,31919306148.3135
east_asia_pacific,2010,30015381907.00259
east_asia_pacific,2011,33891512184.24129
east_asia_pacific,2012,35134839117.2874
east_asia_pacific,2013,35082823409.3858
east_asia_pacific,2014,40065596138.84512
east_asia_pacific,2015,55354854569.9194
east_asia_pacific,2016,59262443877.119
east_asia_pacific,2017,57906204172.1904
ecu,1976,23600000.38
ecu,1977,24799999.24
ecu,1978,11500000
ecu,1979,43400001.53
ecu,1980,66900001.53
ecu,1981,66199996.95
ecu,1982,125000000
ecu,1983,86000000
ecu,1984,122000000
ecu,1985,114000000
ecu,1986,167000000
ecu,1987,147000000
ecu,1988,188000000
ecu,1989,175000000
ecu,1990,2000000
ecu,1991,3000000
ecu,1992,3000000
ecu,1993,3010000
ecu,1994,5000000
ecu,1995,4000000
ecu,1996,9000000
ecu,1997,4400000
ecu,1998,5010000
ecu,1999,5000000
ecu,2000,6000000
ecu,2001,6932673.063
ecu,2002,7281253.06739
ecu,2003,6504694.17284
ecu,2004,6500000
ecu,2005,54020037
ecu,2006,62455627.09524
ecu,2007,83155618.15638
ecu,2008,65597443.57777
ecu,2009,95347865.85166
ecu,2010,135971152.48992
ecu,2011,148375073.5353
ecu,2012,154049108.50175
ecu,2013,167268211.10416
ecu,2014,195915063.70213
ecu,2015,291533662.20066
ecu,2016,302374307.71629
ecu,2017,371469504.77292
egy,1989,33181819.92
egy,1990,26500000
egy,1991,33000000
egy,1992,233000000
egy,1993,140000000
egy,1994,255000000
egy,1995,223000000
egy,1996,142000000
egy,1997,344200000
egy,1998,108000000
egy,1999,38800000
egy,2000,32000000
egy,2001,34700000
egy,2002,14400000
egy,2003,79100000
egy,2004,12800000
egy,2005,57200000
egy,2006,135000000
egy,2007,179600000
egy,2008,241300000
egy,2009,254800000
egy,2010,304800000
egy,2011,292900000
egy,2012,292700000
egy,2013,354900000
egy,2014,351400000
egy,2015,622700000
egy,2016,352200000
egy,2017,270800000
eri,1998,4198774.80846
eri,1999,1265691.2449
eri,2000,1309557.56014
esp,1975,1717612.982
esp,1976,2945085.049
esp,1977,2655160.189
esp,1978,1246556.401
esp,1979,7489693.642
esp,1980,11255760.19
esp,1981,11797623.63
esp,1982,16502719.88
esp,1983,15740970.61
esp,1984,23020278.93
esp,1985,130917480.5
esp,1986,128680984.5
esp,1987,129935958.9
esp,1988,162415481.6
esp,1989,246620330.8
esp,1990,158846364.98454
esp,1991,207192768.82387
esp,1992,392980838.61864
esp,1993,498084557.86314
esp,1994,490554745.24254
esp,1995,645759195.85866
esp,1996,754788474.4864
esp,1997,833185834.77431
esp,1998,1017174927.70668
esp,1999,549865012.57659
esp,2000,621656918.65872
esp,2001,573669680.11418
esp,2002,532484881.06006
esp,2003,538768705.61002
esp,2004,704397103.71754
esp,2005,733210205.7949
esp,2006,793891305.31176
esp,2007,897430861.91784
esp,2008,748934270.4895
esp,2009,556775792.95531
esp,2010,433740912.32733
esp,2011,456098616.08275
esp,2012,379306977.20247
esp,2013,333542016.94151
esp,2014,372277223.02084
esp,2015,367888778.63332
esp,2016,304064697.20591
esp,2017,362357883.26192
est,1992,320204.41517
est,1993,180915.53219
est,1994,759945.35786
est,1995,3489548.5828
est,1996,2192880.57654
est,1997,4576594.24969
est,1998,3152281.24153
est,1999,3358921.44958
est,2000,3038226.40015
est,2001,2237405.01097
est,2002,4758523.04882
est,2003,18539153.79236
est,2004,26462865.75297
est,2005,50404943.81097
est,2006,75421948.21208
est,2007,92627250.09217
est,2008,97911992.54528
est,2009,92353366.72382
est,2010,123301892.99425
est,2011,113465873.37782
est,2012,113206582.22806
est,2013,100296071.63983
est,2014,113853795.57487
est,2015,93647844.56517
est,2016,121855334.54468
est,2017,150832286.32401
eth,1977,2415458.918
eth,1978,917874.3958
eth,1979,676328.4802
eth,1980,579710.1259
eth,1981,676328.4802
eth,1982,289855.063
eth,1983,483091.8014
eth,1984,338164.2401
eth,1985,821256.0415
eth,1986,531400.9786
eth,1987,869565.1889
eth,1988,434782.5944
eth,1989,869565.1889
eth,1990,628019.3329
eth,1991,386473.42995
eth,1992,736328.50242
eth,1993,420000
eth,1994,349158.60355
eth,1995,243603.57031
eth,1996,1084585.08622
eth,1997,5237572.52247
eth,1998,4259554.82092
eth,1999,3449004.43943
eth,2000,12556900.74932
eth,2001,14023477.89782
eth,2002,16578457.7011
eth,2003,17266999.8502
eth,2004,9223744.7702
eth,2005,16399501.05489
eth,2006,14131041.58625
eth,2007,14567672.8423
eth,2008,21303989.74574
eth,2009,26549565.24007
eth,2010,66311639.00125
eth,2011,19084259.51278
eth,2012,19882145.40314
eth,2013,23077322.29292
eth,2014,14253223.30057
eth,2015,14437634.41101
eth,2016,29869539.26321
eth,2017,12461832.14806
europe_central_asia,1970,336637239.52
europe_central_asia,1971,2662875262.89
europe_central_asia,1972,3288680658.65
europe_central_asia,1973,4495286789.26
europe_central_asia,1974,4992641178.02
europe_central_asia,1975,8249324672.794
europe_central_asia,1976,8484638766.6469
europe_central_asia,1977,10338855133.003
europe_central_asia,1978,13103263151.512
europe_central_asia,1979,14975340411.549
europe_central_asia,1980,16565484043.758
europe_central_asia,1981,14921258969.154
europe_central_asia,1982,14622817716.744
europe_central_asia,1983,13934491189.427
europe_central_asia,1984,13026125275.084
europe_central_asia,1985,13221756887.01
europe_central_asia,1986,17305176022.842
europe_central_asia,1987,23005218261.701
europe_central_asia,1988,25556162057.277
europe_central_asia,1989,25960519295.538
europe_central_asia,1990,30915321191.73071
europe_central_asia,1991,30976366132.7783
europe_central_asia,1992,34811957949.62409
europe_central_asia,1993,33718831428.6131
europe_central_asia,1994,33004308185.4006
europe_central_asia,1995,40603681806.70819
europe_central_asia,1996,39622451586.5595
europe_central_asia,1997,36588041592.7875
europe_central_asia,1998,37857920758.0183
europe_central_asia,1999,44057925696.22601
europe_central_asia,2000,41847240208.8942
europe_central_asia,2001,45531357264.8482
europe_central_asia,2002,48592619165.88231
europe_central_asia,2003,59849133566.10699
europe_central_asia,2004,74100677323.37579
europe_central_asia,2005,82776001970.93059
europe_central_asia,2006,97109220856.6996
europe_central_asia,2007,124717728103.03403
europe_central_asia,2008,162045702972.83398
europe_central_asia,2009,145219724333.55099
europe_central_asia,2010,142664951815.65396
europe_central_asia,2011,161889166751.85098
europe_central_asia,2012,164343779146.14902
europe_central_asia,2013,180390881840.116
europe_central_asia,2014,180164648362.76303
europe_central_asia,2015,154924243024.44498
europe_central_asia,2016,154670814865.38501
europe_central_asia,2017,168936928621.39203
fin,1975,6792973.042
fin,1976,8280723.572
fin,1977,11640783.31
fin,1978,13151628.49
fin,1979,13136022.57
fin,1980,14749095.92
fin,1981,12016345.02
fin,1982,12288872.72
fin,1983,12384394.65
fin,1984,11145952.22
fin,1985,12376421.93
fin,1986,6316862.106
fin,1987,7287922.382
fin,1988,9574397.087
fin,1989,5593505.383
fin,1990,15720900.31002
fin,1991,58528759.84791
fin,1992,34072172.08206
fin,1993,35023238.56636
fin,1994,41520258.92128
fin,1995,54089789.44466
fin,1996,54874346.98009
fin,1997,88702318.1716
fin,1998,103769670.40666
fin,1999,110903252.17994
fin,2000,99717315.40967
fin,2001,96682238.40215
fin,2002,113395205.33345
fin,2003,149039224.31835
fin,2004,224710362.15681
fin,2005,266359346.57125
fin,2006,436668690.13742
fin,2007,553417171.01588
fin,2008,684977548.87074
fin,2009,686145307.29862
fin,2010,721010718.38869
fin,2011,444918723.45021
fin,2012,774729446.06806
fin,2013,835073730.17796
fin,2014,761788596.2235
fin,2015,927351866.99292
fin,2016,880858929.19618
fin,2017,897084915.97067
fji,1979,9883418.083
fji,1980,10342744.83
fji,1981,12321170.81
fji,1982,8150582.314
fji,1983,8672392.845
fji,1984,8220974.922
fji,1985,11009452.82
fji,1986,14123473.17
fji,1987,13667151.45
fji,1988,12165634.16
fji,1989,21101123.81
fji,1990,21540834.43
fji,1991,25278581.62
fji,1992,22089290.62
fji,1993,23284851.07
fji,1994,28412874.22
fji,1995,29509363.17
fji,1996,40048458.1
fji,1997,36365524.29
fji,1998,37597831.73
fji,1999,40413784.03
fji,2000,2219278.63444
fji,2001,3814612.21299
fji,2002,3892773.38305
fji,2003,3828252.03407
fji,2004,16144153.89471
fji,2005,7870730.21692
fji,2006,9760247.86879
fji,2007,9143560.26775
fji,2008,12872973.50319
fji,2009,7166443.22114
fji,2010,9632095.81693
fji,2011,10521426.43903
fji,2012,8225960.65851
fji,2013,8469441.09395
fji,2014,10660460.83612
fji,2015,9093673.51915
fji,2016,12251570.25161
fji,2017,13949538.04078
fra,1975,2506303955
fra,1976,2526193604
fra,1977,2768169189
fra,1978,3671261963
fra,1979,4372491699
fra,1980,5070108398
fra,1981,4668909668
fra,1982,4341056641
fra,1983,4114147949
fra,1984,3839024902
fra,1985,4172761719
fra,1986,5141358398
fra,1987,5759801270
fra,1988,6387636230
fra,1989,5568719727
fra,1990,6773122236.62455
fra,1991,6891364594.1767
fra,1992,7978348004.09654
fra,1993,7284907934.78524
fra,1994,4148438984.00125
fra,1995,4794655248.89311
fra,1996,4319043066.44148
fra,1997,3991027127.068
fra,1998,4236760893.19551
fra,1999,4816444915.83566
fra,2000,5120725879.04906
fra,2001,5383032355.78277
fra,2002,6128108455.62339
fra,2003,7715385558.19042
fra,2004,9088098147.07589
fra,2005,9474864507.69876
fra,2006,10281273909.2589
fra,2007,11947226372.5207
fra,2008,13269071546.6565
fra,2009,11757105609.5949
fra,2010,12029053949.6518
fra,2011,12849119421.729
fra,2012,12565631505.2452
fra,2013,13425170364.7751
fra,2014,13725934613.3089
fra,2015,12787010560.9359
fra,2016,13311517738.0636
fra,2017,13503434868.6835
fro,1998,6920000
fro,1999,6150000
fro,2000,5740000
fro,2001,13410000
fro,2002,9640000
fro,2003,5110000
fro,2004,5334267.35517
fro,2005,18335386.55741
fro,2006,23417696.47264
fro,2007,33371205.64887
fro,2008,41017650.55398
fro,2009,31363117.65509
fro,2010,31029077.1638
fro,2011,34404214.83307
fsm,2009,15247400
fsm,2010,16560900
fsm,2011,17020700
fsm,2012,17913900
fsm,2013,16452600
fsm,2014,17330800
gab,1978,69973808.29
gab,1979,141358444.2
gab,1980,143553878.8
gab,1981,83575164.79
gab,1982,78817733.76
gab,1983,92136260.99
gab,1984,88956192.02
gab,1985,104192878.7
gab,1986,165114135.7
gab,1987,146404815.7
gab,1988,153433853.1
gab,1989,128585998.5
gab,1990,147319821.63892
gab,1991,117331405.1037
gab,1992,145829979.96365
gab,1993,196353628.71102
gab,1994,156338735.38748
gab,1995,99226998.28326
gab,1996,113292395.01242
gab,1997,104156570.2769
gab,1998,89190341.08947
gab,1999,84706957.16722
gab,2000,77579832.33944
gab,2001,95900828.2948
gab,2002,96449265.06885
gab,2003,115156510.42068
gab,2004,110298458.28173
gab,2005,185594146.92404
gab,2007,154763490.17879
gab,2008,277656410.80808
gab,2009,253478346.03298
gab,2010,159042306.76788
gab,2011,239379342.20479
gab,2012,355744067.70588
gbr,1987,1580819824
gbr,1988,1624140381
gbr,1989,1737755127
gbr,1990,1171509948.58973
gbr,1991,1090311674.84021
gbr,1992,1056599124.36562
gbr,1993,837831250.69
gbr,1994,1306238894.07928
gbr,1995,1865982453.83582
gbr,1996,1277046627.03899
gbr,1997,1512520007.82267
gbr,1998,1408536572.24759
gbr,1999,5111709044.23517
gbr,2000,5366131133.38073
gbr,2001,5462692455.38332
gbr,2002,5996404558.71086
gbr,2003,6990702303.16724
gbr,2004,8930419145.36721
gbr,2005,9643117679.23323
gbr,2006,10645651381.1205
gbr,2007,11596568483.3642
gbr,2008,11211837187.9426
gbr,2009,9274761989.82672
gbr,2010,9565109384.90186
gbr,2011,9931101010.46054
gbr,2012,10077435197.2653
gbr,2013,10528125661.6366
gbr,2014,11569365230.9613
gbr,2015,10702661996.6894
gbr,2016,10186791940.6021
gbr,2017,9726591640.0281
geo,1997,5800000
geo,1998,4500000
geo,1999,39400000
geo,2000,21019632.39
geo,2001,19835373.23
geo,2002,18911615.19
geo,2003,22164542.57
geo,2004,23869313.99
geo,2005,27107352.43
geo,2006,26741267.59
geo,2007,31699143.19
geo,2008,50979899.57
geo,2009,33609069.11
geo,2010,55132165.64
geo,2011,76800463.59
geo,2012,86732443.05
geo,2013,87714487.75
geo,2014,86131110.08
geo,2015,95862423.06
geo,2016,100492400.12
geo,2017,122154261.91
gha,1979,15681960.11
gha,1980,9399999.619
gha,1981,9899999.619
gha,1982,6199999.809
gha,1983,12500000
gha,1984,13899999.62
gha,1985,10899999.62
gha,1986,3599999.905
gha,1987,3200000.048
gha,1988,3299999.952
gha,1989,3500000
gha,1990,3400000
gha,1991,3700000
gha,1992,3900000
gha,1993,3900000
gha,1994,4600000
gha,1995,4799400
gha,1996,5000000
gha,1997,5400000
gha,1998,5600000
gha,1999,5900000
gha,2000,6089512.90655
gha,2001,6399200
gha,2012,7990000
gha,2013,4840000
gha,2014,8942031.67182
gha,2015,2607106387.33774
gha,2016,1548909687.62726
gha,2017,1112210000
gin,1986,11750000
gin,1987,11720000.27
gin,1988,19729999.54
gin,1989,18329999.92
gin,1990,20400000
gin,1991,20940000
gin,1992,21570000
gin,1993,19920000
gin,1994,22240000
gin,1995,10430000
gin,1996,11261000
gin,1997,14400000
gin,1998,22930000
gin,1999,17927620
gin,2000,26910849.50273
gin,2001,36833045.67339
gin,2002,17810000
gin,2003,46376410.9846
gin,2004,47950000
gin,2005,59860000
gin,2006,51600000
gin,2007,38960000
gin,2008,55510000
gin,2009,44870000
gin,2010,40980000
gin,2011,38810000
gin,2012,50720000
gin,2013,80680000
gin,2014,35857981.1514
gin,2015,25699500.51485
gin,2016,33870677.12236
gin,2017,27780000
gmb,1978,2536263.704
gmb,1979,2631835.699
gmb,1980,2328187.704
gmb,1981,2024539.948
gmb,1982,1720892.072
gmb,1983,1292364.478
gmb,2003,526103.4898
gmb,2004,522143.0732
gmb,2005,742945.86375
gmb,2006,946706.34733
gmb,2007,14640731.87428
gmb,2008,3185323.54663
gmb,2009,8412067.91879
gmb,2010,58119088.1989
gmb,2011,91362708.71703
gmb,2012,66136002.29763
gmb,2013,69585194.35995
gmb,2014,25235850.13427
gmb,2015,20288573.4767
gmb,2016,18757990.95609
gmb,2017,16936520.32845
gnb,1982,18600000.38
gnb,1983,12600000.38
gnb,1984,5500000
gnb,1985,4000000
gnb,1986,11500000
gnb,1987,11600000.38
gnb,1988,9899999.619
gnb,1989,15750000
gnb,1990,11620000
gnb,1991,20010000
gnb,1992,14960000
gnb,1993,14820000
gnb,1994,13240000
gnb,1995,3410000
gnb,1996,3696594.477
gnb,1997,3983188.629
gnb,1998,4269783.02
gnb,1999,4556377.411
gnb,2000,4842971.802
gnb,2001,5129566.193
gnb,2002,5416160.53247
gnb,2003,6488296.56496
gnb,2004,5373995.14428
gnb,2005,5351981.98852
gnb,2006,4322131.85612
gnb,2007,4330027.10389
gnb,2008,16750187.02337
gnb,2009,20190171.0343
gnb,2010,19650119.0243
gnb,2011,29957650.22714
gnb,2012,24964980.51466
gnb,2013,34545175.90962
gnb,2014,36523915.58014
gnb,2015,38406676.66791
gnb,2016,23574000
gnq,1994,331409.30082
grc,1976,45000000
grc,1977,55000000
grc,1978,55000000
grc,1979,59000000
grc,1980,59000000
grc,1981,65000000
grc,1982,64000000
grc,1983,77000000
grc,1984,58000000
grc,1985,45000000
grc,1986,60000000
grc,1987,77000000
grc,1988,95000000
grc,1989,118000000
grc,1990,122000000
grc,1991,118000000
grc,1992,173000000
grc,1993,250000000
grc,1994,222000000
grc,1995,300000000
grc,1996,319000000
grc,1997,342000000
grc,1998,0
grc,1999,630600000
grc,2000,545100000
grc,2001,536000000
grc,2002,411367963.29974
grc,2003,379207393.93836
grc,2004,496556038.0459
grc,2005,902438432.69337
grc,2006,981939486.19213
grc,2007,1459758667.98313
