geo,time,gc_xpn_intp_zs
gbr,1990,9.00975
gbr,1991,7.26211
gbr,1992,6.61202
gbr,1993,6.95156
gbr,1994,7.78418
gbr,1995,8.63097
gbr,1996,8.90984
gbr,1997,9.41909
gbr,1998,9.44169
gbr,1999,7.99016
gbr,2000,7.46012
gbr,2001,6.39365
gbr,2002,5.31659
gbr,2003,5.04671
gbr,2004,5.05932
gbr,2005,5.28107
gbr,2006,5.30175
gbr,2007,5.78861
gbr,2008,5.40101
gbr,2009,4.34825
gbr,2010,6.6673
gbr,2011,7.55986
gbr,2012,6.75083
gbr,2013,7.0403
gbr,2014,6.75669
gbr,2015,5.99866
gbr,2016,6.49031
gbr,2017,7.33666
geo,1997,10.00714
geo,1998,17.76699
geo,1999,18.18404
geo,2000,24.31271
geo,2001,15.93681
geo,2002,17.47053
geo,2003,18.40323
geo,2004,9.94275
geo,2005,5.96711
geo,2006,3.58916
geo,2007,2.50386
geo,2008,2.14773
geo,2009,3.00433
geo,2010,3.67145
geo,2011,4.76978
geo,2012,3.73861
geo,2013,3.55964
geo,2014,3.27428
geo,2015,4.00343
geo,2016,4.54941
geo,2017,5.08531
gha,2001,39.12661
gha,2002,30.64399
gha,2003,24.941
gha,2004,18.51235
gha,2005,16.00375
gha,2006,13.46283
gha,2007,10.637
gha,2008,10.95354
gha,2009,15.64649
gha,2010,15.50876
gha,2011,12.74093
gha,2014,24.54265
gha,2015,24.96044
gin,1989,10.40822
gin,1990,13.70121
gin,1991,15.66347
gin,1992,12.56136
gmb,1990,21.39442
gnb,2017,5.25725
gnq,2006,0.41818
gnq,2007,0.33871
gnq,2008,0.43418
gnq,2009,0.13005
gnq,2010,4.0727
gnq,2011,5.28754
gnq,2012,3.85523
gnq,2013,4.22254
gnq,2014,6.23165
gnq,2015,3.91741
gnq,2016,7.24684
gnq,2017,4.11531
grc,1972,5.76758
grc,1973,5.20933
grc,1974,5.63787
grc,1975,5.92905
grc,1976,6.28545
grc,1977,5.50198
grc,1978,5.88002
grc,1979,7.70738
grc,1980,9.0148
grc,1981,8.99147
grc,1982,4.2207
grc,1983,7.229
grc,1984,10.56058
grc,1985,12.04647
grc,1986,13.82439
grc,1987,14.67856
grc,1988,16.02532
grc,1989,14.66119
grc,1990,20.86905
grc,1995,23.82987
grc,1996,23.15924
grc,1997,19.39812
grc,1998,17.76012
grc,1999,17.85045
grc,2000,15.78354
grc,2001,14.59706
grc,2002,13.06034
grc,2003,11.50523
grc,2004,10.8432
grc,2005,10.76781
grc,2006,10.2541
grc,2007,10.04075
grc,2008,10.01203
grc,2009,9.67437
grc,2010,11.44644
grc,2011,13.32331
grc,2012,9.06114
grc,2013,6.59707
grc,2014,7.94384
grc,2015,6.81417
grc,2016,6.57724
grc,2017,6.59357
grd,1991,8.32955
grd,1992,6.78054
grd,1993,9.0617
grd,1994,9.73941
grd,1995,9.12902
grd,1999,10.5215
grd,2000,10.48041
grd,2001,10.7946
grd,2002,18.27809
grd,2003,22.07015
grd,2004,22.39678
grd,2005,9.21936
grd,2006,9.14392
grd,2007,9.54073
grd,2008,8.43212
grd,2009,10.87543
grd,2010,10.52806
grd,2011,12.26404
grd,2012,16.0739
grd,2013,15.2732
grd,2014,17.66178
gtm,1990,12.41013
gtm,1991,19.49953
gtm,1992,10.20123
gtm,1993,10.44417
gtm,1994,11.2066
gtm,1995,12.40979
gtm,1996,12.77702
gtm,1997,8.16616
gtm,1998,10.82628
gtm,1999,10.74235
gtm,2000,10.21085
gtm,2001,10.89331
gtm,2002,10.55698
gtm,2003,8.8408
gtm,2004,10.55629
gtm,2005,10.75996
gtm,2006,10.46028
gtm,2007,11.74946
gtm,2008,11.46205
gtm,2009,11.23135
gtm,2010,11.46626
gtm,2011,11.50133
gtm,2012,11.51972
gtm,2013,11.872
gtm,2014,11.66578
gtm,2015,13.17248
gtm,2016,12.5004
hnd,1972,6.05201
hnd,1973,7.08661
hnd,1974,6.71506
hnd,1975,5.68224
hnd,1976,4.96307
hnd,2003,6.87746
hnd,2004,6.91969
hnd,2005,6.21676
hnd,2006,4.39059
hnd,2007,2.737
hnd,2008,2.80961
hnd,2009,2.72759
hnd,2010,3.75226
hnd,2011,5.39319
hnd,2012,6.52297
hnd,2013,8.64429
hnd,2014,7.52992
hnd,2015,8.17248
hrv,1991,0.37286
hrv,1992,6.51546
hrv,1993,2.79997
hrv,1994,3.46115
hrv,1995,3.35112
hrv,1996,2.71577
hrv,1997,3.48057
hrv,1998,3.4151
hrv,1999,3.48614
hrv,2000,3.96426
hrv,2001,4.54039
hrv,2002,4.056
hrv,2003,4.38186
hrv,2004,4.80236
hrv,2005,4.91213
hrv,2006,4.76388
hrv,2007,4.85101
hrv,2008,5.15071
hrv,2009,5.71976
hrv,2010,5.78267
hrv,2011,6.47133
hrv,2012,7.66404
hrv,2013,7.94011
hrv,2014,8.25944
hrv,2015,8.42233
hrv,2016,7.69665
hrv,2017,6.88797
hun,1981,3.20405
hun,1982,3.24943
hun,1983,1.87978
hun,1984,2.63704
hun,1985,2.16797
hun,1986,3.75517
hun,1987,3.69314
hun,1988,5.47762
hun,1989,6.00707
hun,1990,5.92949
hun,1991,6.95659
hun,1992,10.05654
hun,1993,8.54255
hun,1994,12.46875
hun,1995,16.51584
hun,1996,19.25463
hun,1997,19.11847
hun,1998,15.76146
hun,1999,15.06276
hun,2000,12.63053
hun,2001,11.33212
hun,2002,9.19227
hun,2003,9.29273
hun,2004,10.17519
hun,2005,9.55564
hun,2006,8.85936
hun,2007,9.22543
hun,2008,8.7469
hun,2009,9.62726
hun,2010,9.10927
hun,2011,8.82687
hun,2012,10.02476
hun,2013,9.66367
hun,2014,9.05148
hun,2015,8.20532
hun,2016,7.37443
hun,2017,6.57734
idn,1972,3.57143
idn,1973,3.79581
idn,1974,2.47001
idn,1975,2.3242
idn,1976,4.55455
idn,1977,5.27218
idn,1978,8.43672
idn,1979,9.83761
idn,1980,6.51503
idn,1981,6.24327
idn,1982,8.4096
idn,1983,12.11968
idn,1984,13.61935
idn,1985,12.52224
idn,1986,16.80421
idn,1987,23.14534
idn,1988,27.57908
idn,1989,24.8941
idn,1990,20.21944
idn,1991,17.8482
idn,1992,17.69691
idn,1993,17.96261
idn,1994,19.82235
idn,1995,16.15388
idn,1996,11.64362
idn,1997,13.33927
idn,1998,24.35754
idn,1999,23.89504
idn,2002,28.33717
idn,2003,19.96159
idn,2004,16.1488
idn,2008,9.67754
idn,2009,10.88561
idn,2010,9.18904
idn,2011,7.92565
idn,2012,7.47214
idn,2013,7.70126
idn,2014,7.91912
idn,2015,9.32626
idn,2016,9.90663
idn,2017,11.14053
ind,1974,11.30987
ind,1975,11.16398
ind,1976,12.24511
ind,1977,12.26208
ind,1978,13.16743
ind,1979,12.42114
ind,1980,13.09704
ind,1981,14.05749
ind,1982,15.21222
ind,1983,16.36992
ind,1984,17.03424
ind,1985,17.32946
ind,1986,17.70934
ind,1987,18.75701
ind,1988,20.03001
ind,1989,20.97507
ind,1990,22.36172
ind,1991,24.56588
ind,1992,25.25073
ind,1993,25.99683
ind,1994,27.6258
ind,1995,27.44084
ind,1996,28.139
ind,1997,27.13877
ind,1998,28.67795
ind,1999,29.51489
ind,2000,29.64808
ind,2001,29.27103
ind,2002,28.69085
ind,2003,27.61621
ind,2004,25.64459
ind,2005,23.38235
ind,2006,22.57836
ind,2007,22.20205
ind,2008,19.73388
ind,2009,19.37224
ind,2010,18.28066
ind,2011,18.19691
ind,2012,19.45783
ind,2013,19.48756
ind,2014,21.2356
ind,2015,20.71489
ind,2016,20.25234
ind,2017,20.52731
irl,1972,10.75862
irl,1973,10.97143
irl,1974,10.51643
irl,1975,10.91762
irl,1976,12.43272
irl,1977,13.46066
irl,1978,14.14291
irl,1979,14.34191
irl,1980,14.09475
irl,1981,15.26957
irl,1982,17.15487
irl,1983,17.36165
irl,1984,18.17529
irl,1985,19.54472
irl,1986,18.68887
irl,1987,18.51852
irl,1988,18.90034
irl,1989,19.88292
irl,1990,20.99484
irl,1991,19.56635
irl,1992,17.94851
irl,1993,16.79144
irl,1994,15.54693
irl,1995,13.67327
irl,1996,12.32927
irl,1997,11.05717
irl,1998,10.63769
irl,1999,7.65094
irl,2000,6.90258
irl,2001,4.85092
irl,2002,4.34974
irl,2003,3.99791
irl,2004,3.6143
irl,2005,3.31168
irl,2006,3.21447
irl,2007,3.13352
irl,2008,3.43912
irl,2009,4.55012
irl,2010,4.53023
irl,2011,7.66025
irl,2012,10.5357
irl,2013,11.38245
irl,2014,11.15854
irl,2015,9.62078
irl,2016,8.86287
irl,2017,8.07936
irn,1972,5.59674
irn,1973,5.6007
irn,1974,2.73827
irn,1975,2.76091
irn,1976,1.91178
irn,1977,2.40775
irn,1978,0.57789
irn,1979,2.24283
irn,1980,1.91059
irn,1981,0.95613
irn,1982,0.68264
irn,1983,0.37887
irn,1984,0.22777
irn,1985,0.33109
irn,1986,0.16476
irn,1987,0.12555
irn,1988,0.11447
irn,1989,0.07591
irn,1990,0.05384
irn,1991,0.04224
irn,1992,0.03005
irn,1993,0.09529
irn,1994,0.08751
irn,1995,0.02384
irn,1996,0.02843
irn,1997,0.17257
irn,1998,0.72394
irn,1999,0.00007
irn,2000,0.00008
irn,2001,0.00009
irn,2002,0.97448
irn,2003,1.02749
irn,2004,1.00952
irn,2005,1.08155
irn,2006,1.0776
irn,2007,1.41595
irn,2008,1.12383
irn,2009,0.73106
irq,2014,1.03918
irq,2015,1.24601
irq,2016,2.68144
isl,1972,3.30383
isl,1973,3.97405
isl,1974,3.83764
isl,1975,6.92496
isl,1976,6.19249
isl,1977,6.57628
isl,1978,8.1076
isl,1979,8.454
isl,1980,6.54548
isl,1981,7.18866
isl,1982,8.0841
isl,1983,9.22868
isl,1984,11.51591
isl,1985,11.54715
isl,1986,9.87512
isl,1987,7.60514
isl,1988,9.11057
isl,1989,9.50788
isl,1990,10.24991
isl,1991,10.37006
isl,1992,10.16103
isl,1993,10.73049
isl,1994,11.01342
isl,1995,11.83915
isl,1996,10.70306
isl,1997,10.68731
isl,1998,10.64972
isl,1999,10.38152
isl,2000,9.44464
isl,2001,9.15093
isl,2002,7.67996
isl,2003,6.73825
isl,2004,6.24992
isl,2005,5.81566
isl,2006,5.89369
isl,2007,7.18185
isl,2008,6.29715
isl,2009,16.09388
isl,2010,12.7203
isl,2011,12.79293
isl,2012,14.13237
isl,2013,13.73004
isl,2014,13.23848
isl,2015,13.61876
isl,2016,10.487
isl,2017,11.51677
isr,1972,14.28571
isr,1973,8
isr,1974,11.42857
isr,1975,7.69231
isr,1976,8.33333
isr,1977,15.88785
isr,1978,13.83648
isr,1979,10.11905
isr,1980,10.94527
isr,1981,16.93712
isr,1982,18.87266
isr,1983,29.9428
isr,1984,27.11311
isr,1985,25.13729
isr,1986,25.1405
isr,1987,26.62779
isr,1988,20.265
isr,1989,19.9574
isr,1990,18.25231
isr,1991,18.22469
isr,1992,15.3228
isr,1993,15.5958
isr,1994,14.65371
isr,1995,13.82858
isr,1996,12.82055
isr,1997,12.08104
isr,1998,12.7196
isr,1999,11.81892
isr,2000,12.95552
isr,2001,12.84711
isr,2002,17.7542
isr,2003,11.89175
isr,2004,12.83336
isr,2005,13.837
isr,2006,12.38291
isr,2007,12.41448
isr,2008,13.56019
isr,2009,12.62134
isr,2010,10.65641
isr,2011,10.60082
isr,2012,9.40537
isr,2013,9.18241
isr,2014,6.6469
isr,2015,5.8006
isr,2016,5.91325
isr,2017,5.91631
ita,1973,6.53914
ita,1974,7.60848
ita,1975,9.11535
ita,1976,11.15347
ita,1977,11.8693
ita,1978,10.01115
ita,1979,9.78429
ita,1980,10.62734
ita,1986,16.6283
ita,1987,14.8162
ita,1988,17.68191
ita,1989,18.9239
ita,1990,21.00693
ita,1991,21.18873
ita,1992,22.37034
ita,1993,22.99777
ita,1994,22.32719
ita,1995,23.15436
ita,1996,23.26901
ita,1997,20.22854
ita,1998,19.02751
ita,1999,15.90669
ita,2000,15.60517
ita,2001,15.03224
ita,2002,13.80389
ita,2003,12.56823
ita,2004,11.78096
ita,2005,11.40534
ita,2006,11.01287
ita,2007,11.72063
ita,2008,11.81808
ita,2009,9.76708
ita,2010,9.90941
ita,2011,10.88649
ita,2012,11.82587
ita,2013,11.00907
ita,2014,10.47936
ita,2015,9.48234
ita,2016,9.14633
ita,2017,8.90376
jam,1988,36.70664
jam,1989,38.2006
jam,1990,39.17001
jam,1991,38.91944
jam,1992,42.10846
jam,1993,38.92973
jam,1994,43.57914
jam,1995,40.43752
jam,1996,42.47618
jam,1997,34.06273
jam,1998,40.81632
jam,1999,44.84882
jam,2000,44.81104
jam,2001,44.87776
jam,2002,44.03203
jam,2003,50.89214
jam,2004,49.25321
jam,2005,45.92752
jam,2006,43.57041
jam,2007,40.2263
jam,2008,40.40155
jam,2009,48.75816
jam,2010,38.52483
jam,2011,34.47785
jam,2012,35.11212
jam,2013,30.6821
jam,2014,31.44515
jam,2015,29.36629
jam,2016,30.20285
jam,2017,26.75559
jor,1990,21.38797
jor,1991,21.03113
jor,1992,17.47882
jor,1993,12.12558
jor,1994,10.0719
jor,1995,10.76743
jor,1996,10.84153
jor,1997,13.75735
jor,1998,11.79387
jor,1999,12.59947
jor,2000,12.85284
jor,2001,12.18448
jor,2002,9.17567
jor,2003,8.01546
jor,2004,6.19558
jor,2005,6.50889
jor,2006,7.60686
jor,2007,7.80665
jor,2008,7.71131
jor,2009,7.70591
jor,2010,7.86319
jor,2011,7.10258
jor,2012,8.98942
jor,2013,11.47375
jor,2014,12.87667
jor,2015,12.98793
jor,2016,11.40376
jor,2017,11.33817
jpn,1972,4.62553
jpn,1973,4.85623
jpn,1974,4.72675
jpn,1975,5.76524
jpn,1976,7.52787
jpn,1977,9.11673
jpn,1978,10.23293
jpn,1979,11.82868
jpn,1980,14.12176
jpn,1981,15.84491
jpn,1982,16.73979
jpn,1983,18.99556
jpn,1984,20.42214
jpn,1985,21.18124
jpn,1986,21.44908
jpn,1987,21.43558
jpn,1988,21.09732
jpn,1989,19.64509
jpn,1990,20.48002
jpn,1994,15.11145
jpn,1995,14.65865
jpn,1996,14.43758
jpn,1997,14.55626
jpn,1998,10.68193
jpn,1999,12.34076
jpn,2000,11.87988
jpn,2001,11.34636
jpn,2002,10.59886
jpn,2003,10.11467
jpn,2004,9.90959
jpn,2005,9.42105
jpn,2006,10.29323
jpn,2007,11.52244
jpn,2008,10.86759
jpn,2009,9.26936
jpn,2010,9.68896
jpn,2011,9.22374
jpn,2012,9.32804
jpn,2013,9.25882
jpn,2014,9.44163
jpn,2015,9.48086
jpn,2016,9.35202
jpn,2017,9.08379
kaz,1997,2.96713
kaz,1998,4.75671
kaz,1999,7.48724
kaz,2000,9.82724
kaz,2001,8.41461
kaz,2002,8.00134
kaz,2003,5.36134
kaz,2004,4.13106
kaz,2010,2.3616
kaz,2011,2.59492
kaz,2012,2.34863
kaz,2013,2.94592
kaz,2014,3.3184
kaz,2015,4.07393
kaz,2016,6.82078
kaz,2017,3.969
ken,2014,10.72865
ken,2015,11.78033
ken,2016,12.94601
ken,2017,11.14484
kgz,2014,2.94205
kgz,2015,3.49354
kgz,2016,3.98023
kgz,2017,3.33658
khm,2002,1.75497
khm,2003,1.97763
khm,2004,2.77128
khm,2005,2.8253
khm,2006,1.9499
khm,2007,2.42604
khm,2008,2.11721
khm,2009,1.82806
khm,2010,2.18482
khm,2011,2.41962
khm,2012,2.80927
khm,2013,2.80824
khm,2014,2.71836
khm,2015,2.51962
khm,2016,2.76125
khm,2017,2.24537
kir,2011,3.44083
kir,2012,5.17285
kir,2013,1.46076
kir,2014,0.14231
kir,2015,0.11117
kir,2016,0.08796
kir,2017,0.16211
kna,1990,12.24648
kna,1991,13.67597
kna,1992,12.81165
kna,1993,10.68678
kna,1994,8.36974
kna,2000,14.43578
kna,2001,17.0684
kna,2002,9.55042
kna,2003,10.21684
kna,2004,9.56668
kna,2005,11.62776
kna,2006,12.12587
kna,2007,11.95073
kna,2008,23.92562
kna,2009,22.58774
kna,2010,24.71611
kna,2011,21.1373
kna,2012,21.34648
kna,2013,14.45824
kna,2014,12.53216
kna,2015,7.40932
kna,2016,25.62697
kna,2017,6.2393
kor,1972,2.57186
kor,1973,3.36
kor,1974,3.17298
kor,1975,3.35846
kor,1976,4.4592
kor,1977,5.2071
kor,1978,5.55393
kor,1979,6.00379
kor,1980,7.27822
kor,1981,7.67149
kor,1982,7.15148
kor,1983,7.12286
kor,1984,7.95951
kor,1985,8.11076
kor,1986,8.315
kor,1987,7.3622
kor,1988,6.49103
kor,1989,3.74511
kor,1990,4.74561
kor,1991,3.89549
kor,1992,4.01407
kor,1993,2.91187
kor,1994,3.72527
kor,1995,3.40698
kor,1996,3.01977
kor,1997,3.19211
kor,1998,4.14181
kor,1999,6.70089
kor,2000,6.8682
kor,2001,6.23384
kor,2002,5.65023
kor,2003,4.55402
kor,2004,5.58449
kor,2005,5.9164
kor,2006,6.51277
kor,2007,6.84617
kor,2008,6.79023
kor,2009,4.95101
kor,2010,5.7419
kor,2011,5.78261
kor,2012,5.68337
kor,2013,5.62653
kor,2014,5.6732
kor,2015,5.33072
kor,2016,4.80089
kor,2017,4.41334
kwt,1993,8.0993
kwt,1994,10.83117
kwt,1995,4.7265
kwt,1996,5.07743
kwt,1997,4.29587
kwt,1998,3.64428
kwt,2001,1.31042
kwt,2002,0.64583
kwt,2003,0.33389
kwt,2004,0.21039
kwt,2005,0.19325
kwt,2006,0.12766
kwt,2007,0.05246
lbn,1998,48.97348
lbn,1999,49.25921
lbn,2000,50.18202
lbn,2001,53.00512
lbn,2002,53.33749
lbn,2003,53.56904
lbn,2004,45.8002
lbn,2005,39.18323
lbn,2006,41.1698
lbn,2007,39.7298
lbn,2008,36.96731
lbn,2009,37.65362
lbn,2010,39.34821
lbn,2011,35.59075
lbn,2012,30.68803
lbn,2013,30.28976
lbn,2014,33.56433
lbn,2015,39.00147
lbn,2016,36.05427
lbn,2017,36.20937
lbr,2005,1.28507
lbr,2006,1.91039
lbr,2007,1.28176
lbr,2008,2.4615
lbr,2010,4.95972
lbr,2011,5.47447
lbr,2012,0.78075
lca,2000,7.54734
lca,2001,10.16906
lca,2002,10.79235
lca,2003,10.99966
lca,2004,12.62144
lca,2005,14.57836
lca,2006,16.323
lca,2007,16.80638
lca,2008,12.49523
lca,2009,13.57562
lca,2010,12.8355
lca,2011,13.44316
lca,2012,14.91533
lca,2013,15.89834
lca,2014,16.59347
lca,2015,16.75151
lca,2016,16.2847
lca,2017,16.06895
lka,1990,26.07127
lka,1991,23.23767
lka,1992,25.43586
lka,1993,25.35256
lka,1994,27.02428
lka,1995,22.05814
lka,1996,25.50078
lka,1997,27.17943
lka,1998,24.7776
lka,1999,26.47159
lka,2000,24.62696
lka,2001,28.13883
lka,2002,32.15431
lka,2003,33.52769
lka,2004,27.66098
lka,2005,24.25676
lka,2006,24.26158
lka,2007,25.464
lka,2008,25.07461
lka,2009,30.55809
lka,2010,32.62641
lka,2011,30.58209
lka,2012,30.15769
lka,2013,31.55812
lka,2014,28.51418
lka,2015,25.78576
lka,2016,30.44402
lka,2017,33.34836
lso,1987,9.32387
lso,1988,10.9369
lso,1989,21.71875
lso,1991,11.29626
lso,1992,9.47086
lso,1993,8.01086
lso,1994,6.32766
lso,1995,7.20133
lso,1996,2.38513
lso,1997,3.54622
lso,1998,6.55802
lso,1999,4.79677
lso,2000,7.80189
lso,2001,6.17295
lso,2002,7.58305
lso,2003,7.56755
lso,2004,4.97058
lso,2005,3.29615
lso,2006,7.05326
lso,2007,6.23181
lso,2008,1.75214
lso,2009,1.64341
lso,2010,1.35366
lso,2011,1.81947
lso,2012,2.01598
lso,2013,1.94569
lso,2014,1.72178
lso,2015,2.31974
lso,2016,1.956
lso,2017,2.70288
ltu,1993,0.01808
ltu,1994,0.46661
ltu,2004,2.99122
ltu,2005,2.52385
ltu,2006,2.25623
ltu,2007,2.06917
ltu,2008,1.75065
ltu,2009,2.83187
ltu,2010,4.60456
ltu,2011,4.61817
ltu,2012,5.96888
ltu,2013,5.55926
ltu,2014,5.41473
ltu,2015,5.23901
ltu,2016,4.73562
ltu,2017,4.22146
lux,1972,3.45311
lux,1973,3.16879
lux,1974,2.68181
lux,1975,2.09796
lux,1976,1.99915
lux,1977,2.07381
lux,1978,2.27484
lux,1979,2.1982
lux,1980,2.07783
lux,1981,2.04896
lux,1982,0.97778
lux,1983,1.02936
lux,1984,1.30477
lux,1985,1.55643
lux,1986,1.52254
lux,1987,1.61615
lux,1988,1.20089
lux,1989,0.99334
lux,1990,0.63007
lux,1991,0.43768
lux,1992,0.27994
lux,1993,0.48171
lux,1994,0.44801
lux,1995,1.2247
lux,1996,1.29064
lux,1997,1.10872
lux,1998,1.20191
lux,1999,1.05021
lux,2000,0.87627
lux,2001,0.78913
lux,2002,0.68746
lux,2003,0.54957
lux,2004,0.42199
lux,2005,0.43256
lux,2006,0.50036
lux,2007,0.66702
lux,2008,0.80188
lux,2009,0.86815
lux,2010,0.96905
lux,2011,1.12367
lux,2012,1.22184
lux,2013,1.30546
lux,2014,1.05982
lux,2015,0.90686
lux,2016,0.84115
lux,2017,0.86617
lva,1994,1.60453
lva,1995,3.19764
lva,1996,4.05474
lva,1997,2.40883
lva,1998,2.02666
lva,1999,1.80202
lva,2000,2.93206
lva,2001,3.00568
lva,2002,2.55324
lva,2003,2.49525
lva,2004,2.42068
lva,2005,1.82169
lva,2006,1.58869
lva,2007,1.47265
lva,2008,1.59364
lva,2009,3.52052
lva,2010,4.20831
lva,2011,5.13761
lva,2012,5.21348
lva,2013,4.74485
lva,2014,4.5786
lva,2015,4.38279
lva,2016,3.73759
lva,2017,3.323
mac,1996,0.05559
mac,1997,0.00245
mac,1998,0.01387
mar,1990,24.15854
mar,1991,25.18573
mar,1992,24.45187
mar,1993,23.92211
mar,1994,23.87256
mar,1995,22.16323
mar,1997,21.10441
mar,1998,19.60346
mar,1999,18.9443
mar,2002,15.03585
mar,2003,15.00734
mar,2004,14.03698
mar,2005,11.22326
mar,2006,12.12619
mar,2007,11.57481
mar,2008,9.46281
mar,2009,8.93843
mar,2010,8.26679
mar,2011,7.56549
mar,2012,7.95827
mar,2013,9.00063
mar,2014,9.73659
mar,2015,10.97631
mar,2016,10.87724
mar,2017,10.39211
mda,1997,11.06472
mda,1998,14.07625
mda,1999,24.59351
mda,2000,22.02775
mda,2001,18.78195
mda,2003,9.44426
mda,2004,8.84967
mda,2005,4.2622
mda,2006,3.00527
mda,2007,3.52152
mda,2008,3.49862
mda,2009,3.62883
mda,2010,2.17787
mda,2011,2.45114
mda,2012,2.26814
mda,2013,1.5191
mda,2014,1.52705
mda,2015,2.50965
mda,2016,4.11927
mda,2017,4.02332
mdg,2000,13.36252
mdg,2001,10.25783
mdg,2002,12.85412
mdv,1990,3.66784
mdv,1991,4.99884
mdv,1992,3.97339
mdv,1993,5.04722
mdv,1994,8.10811
mdv,1995,8.71199
mdv,1996,8.47812
mdv,1997,7.36887
mdv,1998,6.28708
mdv,1999,6.38628
mdv,2000,5.67194
mdv,2001,5.90951
mdv,2002,6.47103
mdv,2003,5.76374
mdv,2004,4.97113
mdv,2005,3.33599
mdv,2006,3.54506
mdv,2007,3.57159
mdv,2008,3.75174
mdv,2009,7.04971
mdv,2010,8.01841
mdv,2011,7.99714
mdv,2014,6.86455
mex,1972,8.77193
mex,1973,9.72222
mex,1974,10.47619
mex,1975,10.14493
mex,1976,11.11111
mex,1977,13.33333
mex,1978,13.85135
mex,1979,13.11881
mex,1980,14.61988
mex,1981,20.78721
mex,1982,18.24147
mex,1983,40.62342
mex,1984,39.15757
mex,1985,42.38539
mex,1986,56.53871
mex,1987,63.98496
mex,1988,62.20433
mex,1989,54.45128
mex,1990,47.83378
mex,1991,33.21913
mex,1992,25.26485
mex,1993,17.93575
mex,1994,14.65407
mex,1995,19.24883
mex,1996,19.80889
mex,1997,14.6051
mex,1998,15.44418
mex,1999,16.88223
mex,2000,13.33246
mex,2008,11.09577
mex,2009,11.45512
mex,2010,10.98086
mex,2011,10.11072
mex,2012,10.27948
mex,2013,10.47334
mex,2014,10.575
mex,2015,9.97538
mex,2016,11.03572
mex,2017,13.33637
mhl,2008,1.53624
mhl,2009,1.05945
mhl,2010,1.05915
mhl,2011,1.59909
mhl,2012,1.52314
mhl,2013,1.18546
mhl,2014,0.82302
mhl,2015,0.72364
mhl,2016,0.6738
mhl,2017,0.49729
mkd,2005,2.93944
mkd,2006,3.17231
mkd,2007,2.67159
mkd,2008,2.08751
mkd,2009,1.88164
mkd,2010,2.4125
mkd,2011,2.58011
mkd,2012,3.07551
mkd,2013,3.2486
mkd,2014,3.401
mkd,2015,4.0119
mkd,2016,4.15808
mkd,2017,4.84717
mli,2000,7.99201
mli,2001,5.21855
mli,2002,5.80033
mli,2003,5.31187
mli,2004,4.47399
mli,2005,4.41432
mli,2006,3.16413
mli,2007,2.74833
mli,2008,2.67684
mli,2009,2.49687
mli,2010,2.82954
mli,2011,4.07652
mli,2012,3.53067
mli,2013,4.44787
mli,2014,4.537
mli,2015,5.45248
mli,2016,4.31809
mli,2017,6.67623
mlt,1972,5.35196
mlt,1973,4.78749
mlt,1974,3.61895
mlt,1975,3.03552
mlt,1976,3.00454
mlt,1977,2.57637
mlt,1978,2.37416
mlt,1980,2.00807
mlt,1981,1.5516
mlt,1982,1.33333
mlt,1983,1.40647
mlt,1984,1.51676
mlt,1985,1.58126
mlt,1986,1.62063
mlt,1987,1.44911
mlt,1988,1.74831
mlt,1989,2.49507
mlt,1990,2.45686
mlt,1991,3.61451
mlt,1992,3.82924
mlt,1993,4.2268
mlt,1994,5.20256
mlt,1995,4.7477
mlt,1996,4.9631
mlt,1997,6.26957
mlt,1998,7.54691
mlt,1999,10.0425
mlt,2000,10.83519
mlt,2001,9.4256
mlt,2002,9.99309
mlt,2003,8.4998
mlt,2004,9.24645
mlt,2005,9.53953
mlt,2006,9.29278
mlt,2007,8.88594
mlt,2008,8.03027
mlt,2009,8.02372
mlt,2010,7.7495
mlt,2011,8.02649
mlt,2012,7.51057
mlt,2013,7.2095
mlt,2014,7.07764
mlt,2015,6.50656
mlt,2016,5.98156
mlt,2017,5.31182
mmr,2012,12.62276
mmr,2013,9.44712
mmr,2014,8.17428
mmr,2015,7.00083
mmr,2016,8.42881
mmr,2017,8.74538
mng,1992,0.66261
mng,1993,6.09027
mng,1994,3.13494
mng,1995,2.36451
mng,1996,3.99935
mng,1997,11.90268
mng,1998,6.39199
mng,1999,8.46468
mng,2000,6.63767
mng,2001,5.35925
mng,2002,5.95768
mng,2003,3.92244
mng,2006,1.92287
mng,2007,1.61488
mng,2008,1.18867
mng,2009,1.6987
mng,2010,1.87575
mng,2011,1.1596
mng,2012,2.7867
mng,2013,5.94209
mng,2014,9.48498
mng,2015,13.1325
mng,2016,15.03925
mng,2017,17.41937
moz,2010,3.51517
moz,2011,3.8689
moz,2012,3.91697
moz,2016,11.57141
moz,2017,12.22374
mus,1973,11.07256
mus,1974,5.81635
mus,1975,4.71423
mus,1976,4.92007
mus,1977,5.6389
mus,1978,7.56085
mus,1979,9.45803
mus,1980,15.31514
mus,1981,17.62078
mus,1982,21.10834
mus,1983,21.75522
mus,1984,22.53983
mus,1985,23.37328
mus,1986,23.21828
mus,1987,20.25158
mus,1988,15.53588
mus,1989,13.60522
mus,1990,17.87834
mus,1991,18.71104
mus,1992,15.42223
mus,1993,11.70374
mus,1994,11.03761
mus,1995,12.47952
mus,1996,13.11127
mus,1997,13.16563
mus,1998,13.87123
mus,1999,12.58644
mus,2000,12.25046
mus,2001,12.79039
mus,2002,12.19332
mus,2003,13.92147
mus,2004,13.93652
mus,2005,12.10147
mus,2006,11.78649
