geo,time,gc_xpn_comp_zs
geo,1997,11.29193
geo,1998,11.15118
geo,1999,13.11796
geo,2000,10.99656
geo,2001,13.49778
geo,2002,13.3381
geo,2003,14.36217
geo,2004,16.26868
geo,2005,16.72877
geo,2006,16.12442
geo,2007,15.51414
geo,2008,16.43833
geo,2009,16.91912
geo,2010,18.17433
geo,2011,17.08313
geo,2012,15.80065
geo,2013,18.14349
geo,2014,17.33004
geo,2015,16.87669
geo,2016,16.61328
geo,2017,14.78217
gha,2001,35.81594
gha,2002,45.97832
gha,2003,41.68567
gha,2004,39.67418
gha,2005,40.1142
gha,2006,42.25661
gha,2007,37.51486
gha,2008,34.63075
gha,2009,39.94598
gha,2010,35.72512
gha,2011,38.395
gha,2014,32.74922
gha,2015,32.96919
gin,1989,34.33896
gin,1990,37.16998
gin,1991,39.46246
gin,1992,46.6201
gmb,1990,28.67906
gnb,2017,47.6179
gnq,2006,20.89017
gnq,2007,24.45128
gnq,2008,15.3243
gnq,2009,20.4637
gnq,2010,17.14181
gnq,2011,15.94578
gnq,2012,12.24111
gnq,2013,12.56008
gnq,2014,14.74023
gnq,2015,17.3503
gnq,2016,20.31464
gnq,2017,20.36049
grc,1972,57.85986
grc,1973,53.2403
grc,1974,52.47561
grc,1975,54.68034
grc,1976,49.05378
grc,1977,49.31456
grc,1978,36.19553
grc,1979,36.24727
grc,1980,33.90435
grc,1981,33.45883
grc,1982,24.9402
grc,1983,30.18824
grc,1984,29.89611
grc,1985,29.85486
grc,1986,27.80979
grc,1987,25.83644
grc,1988,26.03719
grc,1989,24.22368
grc,1990,21.96545
grc,1995,20.85594
grc,1996,19.61064
grc,1997,22.23444
grc,1998,21.82406
grc,1999,22.30291
grc,2000,22.29754
grc,2001,22.26803
grc,2002,23.55995
grc,2003,22.91431
grc,2004,23.56425
grc,2005,23.83035
grc,2006,23.14458
grc,2007,22.46881
grc,2008,21.83224
grc,2009,22.69538
grc,2010,21.87617
grc,2011,20.79002
grc,2012,20.73236
grc,2013,18.103
grc,2014,22.56666
grc,2015,21.32358
grc,2016,22.44508
grc,2017,22.4889
grd,1991,61.75536
grd,1992,70.02013
grd,1993,65.76478
grd,1994,63.36215
grd,1995,64.85421
grd,1999,54.57457
grd,2000,49.59858
grd,2001,49.49491
grd,2002,43.99732
grd,2003,45.63148
grd,2004,46.00444
grd,2005,50.09486
grd,2006,48.49891
grd,2007,45.77518
grd,2008,48.55176
grd,2009,45.90026
grd,2010,48.81546
grd,2011,52.66439
grd,2012,49.59699
grd,2013,52.68817
grd,2014,49.34116
gtm,1990,37.3909
gtm,1991,35.34478
gtm,1992,36.08314
gtm,1993,40.95784
gtm,1994,42.17219
gtm,1995,49.79819
gtm,2000,31.34543
gtm,2001,30.74761
gtm,2002,30.89318
gtm,2003,27.04161
gtm,2004,28.11509
gtm,2005,25.49127
gtm,2006,25.44248
gtm,2007,25.08564
gtm,2008,26.62298
gtm,2009,29.03179
gtm,2010,29.58088
gtm,2011,30.31444
gtm,2012,29.26216
gtm,2013,31.09564
gtm,2014,32.54073
gtm,2015,34.97622
gtm,2016,33.68094
hnd,1972,44.91726
hnd,1973,48.47441
hnd,1974,49.50091
hnd,1975,46.8785
hnd,1976,45.16987
hnd,2003,50.58454
hnd,2004,52.5114
hnd,2005,49.37602
hnd,2006,49.66659
hnd,2007,48.73275
hnd,2008,50.44105
hnd,2009,53.831
hnd,2010,55.66644
hnd,2011,50.42856
hnd,2012,48.18988
hnd,2013,49.98267
hnd,2014,44.18492
hnd,2015,45.71978
hrv,1991,22.69451
hrv,1992,16.1341
hrv,1993,20.96976
hrv,1994,25.90617
hrv,1995,26.61822
hrv,1996,24.94759
hrv,1997,24.76766
hrv,1998,25.34573
hrv,1999,26.11578
hrv,2000,25.82936
hrv,2001,24.55432
hrv,2002,16.19231
hrv,2003,16.24813
hrv,2004,16.17967
hrv,2005,16.13574
hrv,2006,15.97904
hrv,2007,17.46813
hrv,2008,16.9925
hrv,2009,17.54855
hrv,2010,16.34611
hrv,2011,16.1845
hrv,2012,16.52756
hrv,2013,15.94
hrv,2014,14.86019
hrv,2015,14.82085
hrv,2016,15.1568
hrv,2017,15.65517
hun,1981,7.13081
hun,1982,7.34554
hun,1983,7.54098
hun,1984,7.5789
hun,1985,8.28125
hun,1986,7.69231
hun,1987,6.5906
hun,1988,8.40347
hun,1989,7.9174
hun,1990,6.56109
hun,1991,8.66672
hun,1992,8.66527
hun,1993,8.6877
hun,1994,8.51651
hun,1995,10.0862
hun,1996,10.19549
hun,1997,10.52395
hun,1998,10.6931
hun,1999,11.33188
hun,2000,12.47344
hun,2001,12.97535
hun,2002,13.72972
hun,2003,14.39684
hun,2004,13.94866
hun,2005,13.83903
hun,2006,13.12099
hun,2007,13.05937
hun,2008,12.73523
hun,2009,12.15404
hun,2010,11.93186
hun,2011,11.29896
hun,2012,13.47517
hun,2013,16.2282
hun,2014,17.15096
hun,2015,18.04645
hun,2016,18.7465
hun,2017,19.53149
idn,1972,31.93277
idn,1973,25.13089
idn,1974,22.65349
idn,1975,24.73182
idn,1976,23.27327
idn,1977,30.17574
idn,1978,28.99681
idn,1979,26.59449
idn,1980,25.63769
idn,1981,23.99085
idn,1982,23.16349
idn,1983,21.80527
idn,1984,21.62483
idn,1985,21.58713
idn,1986,24.06495
idn,1987,26.0562
idn,1988,26.01315
idn,1989,27.06891
idn,1990,24.24242
idn,1991,26.55321
idn,1992,26.6303
idn,1993,27.77834
idn,1994,22.92213
idn,1995,20.05302
idn,1996,23.068
idn,1997,13.66962
idn,1998,11.77598
idn,1999,10.64953
idn,2002,7.4262
idn,2003,14.55839
idn,2004,12.73334
idn,2008,12.35254
idn,2009,14.81831
idn,2010,15.39526
idn,2011,14.93562
idn,2012,14.70848
idn,2013,15.10424
idn,2014,14.33654
idn,2015,16.64237
idn,2016,16.37655
idn,2017,15.94353
ind,1974,23.36988
ind,1975,21.53882
ind,1976,18.80316
ind,1977,17.40483
ind,1978,15.91589
ind,1979,14.24816
ind,1980,14.28239
ind,1981,14.19995
ind,1982,13.94453
ind,1983,13.80224
ind,1984,13.52542
ind,1985,12.45081
ind,1986,13.17961
ind,1987,13.13797
ind,1988,12.64801
ind,1989,11.52772
ind,1990,11.17638
ind,1991,10.8964
ind,1992,10.97109
ind,1993,10.06784
ind,1994,9.66087
ind,1995,9.91941
ind,1996,9.95367
ind,1997,11.7682
ind,1998,11.51026
ind,1999,10.92535
ind,2000,10.26913
ind,2001,9.23236
ind,2002,9.7169
ind,2003,9.00165
ind,2004,8.87676
ind,2005,8.43219
ind,2006,7.63521
ind,2007,7.06915
ind,2008,8.58899
ind,2009,10.63401
ind,2010,8.88134
ind,2011,8.84065
ind,2012,8.62654
ind,2013,8.12831
ind,2014,9.67505
ind,2015,8.42368
ind,2016,8.5522
ind,2017,9.4844
irl,1972,15.86207
irl,1973,15.88571
irl,1974,15.30516
irl,1975,15.60616
irl,1976,14.9085
irl,1977,14.09732
irl,1978,13.51351
irl,1979,13.82753
irl,1980,13.46154
irl,1981,13.95864
irl,1982,13.44258
irl,1983,12.89575
irl,1984,13.05077
irl,1985,12.66125
irl,1986,12.92404
irl,1987,12.87478
irl,1988,12.5675
irl,1989,13.58735
irl,1990,14.06851
irl,1991,14.36782
irl,1992,14.62921
irl,1993,14.0515
irl,1994,13.76853
irl,1995,17.09964
irl,1996,17.11564
irl,1997,17.03348
irl,1998,16.60805
irl,1999,15.27044
irl,2000,15.56893
irl,2001,14.81987
irl,2002,14.65511
irl,2003,14.87948
irl,2004,15.11194
irl,2005,27.03539
irl,2006,27.18776
irl,2007,27.68678
irl,2008,26.68027
irl,2009,24.46738
irl,2010,16.442
irl,2011,22.93512
irl,2012,24.39948
irl,2013,24.3716
irl,2014,24.77959
irl,2015,24.54489
irl,2016,25.76743
irl,2017,26.47046
irn,1972,48.88807
irn,1973,44.16715
irn,1974,26.56991
irn,1975,28.89813
irn,1976,33.25781
irn,1977,37.99585
irn,1978,46.20643
irn,1979,61.72637
irn,1980,57.88591
irn,1981,55.9312
irn,1982,56.07832
irn,1983,55.56037
irn,1984,56.40117
irn,1985,62.46249
irn,1986,66.97948
irn,1987,64.48432
irn,1988,57.47773
irn,1989,60.59456
irn,1990,52.71915
irn,1991,58.4624
irn,1992,51.09686
irn,1993,58.2301
irn,1994,59.87472
irn,1995,55.94115
irn,1996,60.49508
irn,1997,62.38272
irn,1998,63.19591
irn,1999,54.18626
irn,2000,56.62579
irn,2001,51.02446
irn,2002,47.53287
irn,2003,44.97889
irn,2004,44.41304
irn,2005,40.42001
irn,2006,38.14249
irn,2007,36.26912
irn,2008,36.72021
irn,2009,39.79958
irq,2014,44.32297
irq,2015,59.59912
irq,2016,58.26577
isl,1972,26.66667
isl,1973,26.80454
isl,1974,25.65806
isl,1975,24.45652
isl,1976,26.66861
isl,1977,28.6119
isl,1978,29.23594
isl,1979,27.81834
isl,1980,29.42636
isl,1981,28.83095
isl,1987,35.3227
isl,1988,34.02636
isl,1989,27.43708
isl,1990,29.64063
isl,1991,29.96948
isl,1992,29.74731
isl,1993,30.99207
isl,1994,30.0864
isl,1995,31.09967
isl,1996,30.49527
isl,1997,30.46106
isl,1998,30.878
isl,1999,29.57958
isl,2000,29.20469
isl,2001,29.76304
isl,2002,31.27129
isl,2003,31.15325
isl,2004,31.3569
isl,2005,31.79862
isl,2006,32.21456
isl,2007,30.77769
isl,2008,20.27912
isl,2009,23.58465
isl,2010,22.41105
isl,2011,23.35678
isl,2012,24.07813
isl,2013,24.37072
isl,2014,23.55258
isl,2015,25.37758
isl,2016,22.92101
isl,2017,26.81244
isr,1972,14.28571
isr,1973,16
isr,1974,11.42857
isr,1975,11.53846
isr,1976,12.5
isr,1977,11.21495
isr,1978,14.46541
isr,1979,14.28571
isr,1980,13.43284
isr,1981,11.91684
isr,1982,14.08033
isr,1983,10.04693
isr,1984,10.90436
isr,1985,10.99629
isr,1986,12.23554
isr,1987,13.58747
isr,1988,14.41803
isr,1989,15.59106
isr,1990,15.47793
isr,1991,14.60711
isr,1992,14.21118
isr,1993,14.97637
isr,1994,16.1623
isr,1995,17.01791
isr,1996,16.39674
isr,1997,16.57564
isr,1998,16.05363
isr,1999,16.94323
isr,2000,22.46884
isr,2001,22.24487
isr,2002,20.63877
isr,2003,22.0898
isr,2004,22.27484
isr,2005,21.77019
isr,2006,21.61086
isr,2007,21.86192
isr,2008,21.72382
isr,2009,21.62599
isr,2010,22.48782
isr,2011,22.49509
isr,2012,22.64681
isr,2013,22.71993
isr,2014,23.23597
isr,2015,23.51006
isr,2016,23.38721
isr,2017,23.03758
ita,1973,18.94551
ita,1974,18.02846
ita,1975,15.27606
ita,1976,14.77331
ita,1977,15.69251
ita,1978,12.89607
ita,1979,12.91082
ita,1980,12.65081
ita,1986,10.19163
ita,1987,10.52385
ita,1988,13.24051
ita,1989,12.68939
ita,1990,13.19408
ita,1991,12.92002
ita,1992,11.86618
ita,1993,11.43913
ita,1994,11.28103
ita,1995,12.9039
ita,1996,13.77463
ita,1997,14.16695
ita,1998,14.26849
ita,1999,14.49544
ita,2000,14.85504
ita,2001,14.5591
ita,2002,15.03678
ita,2003,15.66495
ita,2004,15.50533
ita,2005,15.61004
ita,2006,15.22352
ita,2007,15.31801
ita,2008,14.84187
ita,2009,14.35299
ita,2010,14.5786
ita,2011,14.31665
ita,2012,13.87228
ita,2013,13.81882
ita,2014,13.69461
ita,2015,13.37836
ita,2016,13.61705
ita,2017,13.61743
jam,1988,43.02624
jam,1989,41.38425
jam,1990,38.25301
jam,1991,36.53009
jam,1992,26.71013
jam,1993,42.06265
jam,1994,33.45229
jam,1995,36.44499
jam,1996,38.05815
jam,1997,40.87086
jam,1998,38.14971
jam,1999,34.69013
jam,2000,37.16509
jam,2001,37.85681
jam,2002,40.04173
jam,2003,34.89976
jam,2004,33.71702
jam,2005,32.82606
jam,2006,35.03743
jam,2007,34.10176
jam,2008,35.96135
jam,2009,32.62841
jam,2010,38.38876
jam,2011,39.8858
jam,2012,40.76716
jam,2013,43.64561
jam,2014,40.0938
jam,2015,39.43887
jam,2016,38.80968
jam,2017,38.25548
jor,1990,59.64429
jor,1991,59.70416
jor,1992,62.51781
jor,1993,66.45061
jor,1994,66.25452
jor,1995,66.79541
jor,1996,64.39541
jor,1997,66.60594
jor,1998,65.50043
jor,1999,69.0146
jor,2000,70.02828
jor,2001,69.08113
jor,2002,67.0429
jor,2003,67.4302
jor,2004,57.72198
jor,2005,39.4148
jor,2006,39.54779
jor,2007,25.97431
jor,2008,48.7539
jor,2009,49.76815
jor,2010,52.13048
jor,2011,47.34832
jor,2012,46.03109
jor,2013,48.27543
jor,2014,45.71774
jor,2015,48.07665
jor,2016,49.54191
jor,2017,49.69406
jpn,1994,6.75827
jpn,1995,6.8057
jpn,1996,6.78852
jpn,1997,7.07163
jpn,1998,5.19161
jpn,1999,6.08355
jpn,2000,6.16431
jpn,2001,6.6126
jpn,2002,6.64491
jpn,2003,6.83431
jpn,2004,7.06864
jpn,2005,6.98687
jpn,2006,7.07057
jpn,2007,7.42929
jpn,2008,6.91526
jpn,2009,6.03224
jpn,2010,6.10759
jpn,2011,5.88657
jpn,2012,5.69662
jpn,2013,5.55828
jpn,2014,6.09667
jpn,2015,6.18733
jpn,2016,6.26414
jpn,2017,6.3735
kaz,1999,11.30953
kaz,2000,9.05995
kaz,2001,9.0609
kaz,2002,9.7141
kaz,2003,7.81679
kaz,2004,9.06521
kaz,2010,7.28653
kaz,2011,7.26191
kaz,2012,7.25854
kaz,2013,7.80639
kaz,2014,7.02885
kaz,2015,6.86979
kaz,2016,6.02231
kaz,2017,4.67684
ken,2014,35.5599
ken,2015,32.73877
ken,2016,30.1048
ken,2017,25.56529
kgz,2014,39.79524
kgz,2015,40.02423
kgz,2016,41.28227
kgz,2017,39.5004
khm,2002,37.26932
khm,2003,35.69558
khm,2004,36.47831
khm,2005,36.37079
khm,2006,33.02969
khm,2007,36.82138
khm,2008,38.88351
khm,2009,37.87526
khm,2010,35.74739
khm,2011,33.40394
khm,2012,34.2788
khm,2013,37.75544
khm,2014,39.4534
khm,2015,44.43568
khm,2016,45.77553
khm,2017,46.69642
kir,2011,44.54289
kir,2012,40.69661
kir,2013,39.31528
kir,2014,42.03522
kir,2015,38.56992
kir,2016,35.08468
kir,2017,33.46219
kna,1990,47.03542
kna,1991,50.20069
kna,1992,51.67425
kna,1993,49.21755
kna,2000,46.42494
kna,2001,45.70033
kna,2002,50.6381
kna,2003,51.05482
kna,2004,50.27386
kna,2005,48.63816
kna,2006,48.06211
kna,2007,49.88491
kna,2008,39.55581
kna,2009,42.89522
kna,2010,42.15868
kna,2011,37.31762
kna,2012,40.67269
kna,2013,42.26159
kna,2014,41.45549
kna,2015,40.31841
kna,2016,32.00774
kna,2017,44.81383
kor,1972,16.94402
kor,1973,18.24
kor,1974,15.35312
kor,1975,15.42152
kor,1976,16.60342
kor,1977,18.81657
kor,1978,17.62643
kor,1979,16.3893
kor,1980,17.6589
kor,1981,17.57543
kor,1982,16.28825
kor,1983,17.37688
kor,1984,16.31838
kor,1985,15.45373
kor,1986,15.10485
kor,1987,14.58158
kor,1988,14.53475
kor,1989,13.81182
kor,1990,14.20299
kor,1991,14.20839
kor,1992,14.43185
kor,1993,14.50131
kor,1994,13.76517
kor,1995,15.05348
kor,1996,14.37467
kor,1997,14.26552
kor,1998,12.19569
kor,1999,11.45414
kor,2000,11.1175
kor,2001,10.73338
kor,2002,11.39642
kor,2003,10.45478
kor,2004,11.67231
kor,2005,11.452
kor,2006,11.11294
kor,2007,11.06725
kor,2008,10.8435
kor,2009,10.09661
kor,2010,10.27409
kor,2011,10.12429
kor,2012,9.81113
kor,2013,10.14445
kor,2014,10.33311
kor,2015,10.31198
kor,2016,10.50776
kor,2017,10.2988
kwt,1972,42.57426
kwt,1973,38.04348
kwt,1974,28.10811
kwt,1977,26.99697
kwt,1978,29.09091
kwt,1979,29.36437
kwt,1980,32.73973
kwt,1981,28.53774
kwt,1982,29.4517
kwt,1983,30.63397
kwt,1984,33.64349
kwt,1985,33.50324
kwt,1986,39.22349
kwt,1987,43.02204
kwt,1988,37.80114
kwt,1989,36.9863
kwt,1990,37.76471
kwt,1991,6.14075
kwt,1992,20.72558
kwt,1993,26.55466
kwt,1994,28.98701
kwt,1995,31.01434
kwt,1996,30.36304
kwt,1997,36.78521
kwt,1998,37.96573
kwt,2001,35.16649
kwt,2002,35.60417
kwt,2003,33.85272
kwt,2004,31.39667
kwt,2005,31.58912
kwt,2006,24.22665
kwt,2007,29.16798
kwt,2008,18.58854
kwt,2009,31.69033
kwt,2010,26.681
kwt,2011,26.09628
kwt,2012,30.25359
kwt,2013,32.80599
kwt,2014,32.10265
kwt,2015,32.57838
lbn,1998,25.92959
lbn,1999,27.33451
lbn,2000,24.17967
lbn,2001,22.81661
lbn,2002,22.17376
lbn,2003,20.72269
lbn,2004,23.32574
lbn,2005,23.00084
lbn,2006,20.07747
lbn,2007,19.43558
lbn,2008,19.11652
lbn,2009,21.24728
lbn,2010,21.2348
lbn,2011,21.94028
lbn,2012,22.23577
lbn,2013,21.21514
lbn,2014,22.02693
lbn,2015,24.99285
lbn,2016,22.39906
lbn,2017,24.32389
lbr,2005,48.40395
lbr,2006,58.01993
lbr,2007,47.63512
lbr,2008,36.36385
lbr,2010,33.90784
lbr,2011,42.63024
lbr,2012,41.60872
lbr,2013,40.9137
lca,2000,54.83482
lca,2001,53.23552
lca,2002,52.07095
lca,2003,47.27007
lca,2004,46.30262
lca,2005,46.37545
lca,2006,52.61372
lca,2007,52.3186
lca,2008,45.946
lca,2009,46.69097
lca,2010,46.55044
lca,2011,46.35007
lca,2012,43.48542
lca,2013,43.97971
lca,2014,42.95354
lca,2015,42.28309
lca,2016,43.70221
lca,2017,40.37336
lka,1990,19.86503
lka,1991,18.93397
lka,1992,20.38889
lka,1993,22.76261
lka,1994,20.82655
lka,1995,20.14461
lka,1996,19.9803
lka,1997,21.9793
lka,1998,24.31814
lka,1999,24.94141
lka,2000,23.70829
lka,2001,23.28994
lka,2002,24.50698
lka,2003,24.59365
lka,2004,24.52152
lka,2005,27.98009
lka,2006,28.1643
lka,2007,29.85187
lka,2008,28.21409
lka,2009,26.76423
lka,2010,27.81164
lka,2011,27.38631
lka,2012,25.6727
lka,2013,27.94897
lka,2014,28.8139
lka,2015,28.41937
lka,2016,28.72852
lka,2017,26.68167
lso,1987,36.65702
lso,1988,42.92035
lso,1989,38.84032
lso,1991,48.58483
lso,1992,46.01816
lso,1993,48.15744
lso,1994,45.86022
lso,1995,53.7596
lso,1996,51.57058
lso,1997,48.52812
lso,1998,42.67277
lso,1999,40.82977
lso,2000,43.36856
lso,2001,39.41051
lso,2002,38.26242
lso,2003,37.03018
lso,2004,37.80569
lso,2005,36.10948
lso,2006,31.41313
lso,2007,33.74784
lso,2008,29.84674
lso,2009,34.97155
lso,2010,40.53514
lso,2011,40.22069
lso,2012,40.05571
lso,2013,40.78873
lso,2014,42.50859
lso,2015,42.81409
lso,2016,41.8088
lso,2017,44.87823
ltu,1991,7.5233
ltu,1993,12.30901
ltu,1994,15.46674
ltu,1995,16.6731
ltu,1996,17.47052
ltu,1997,15.37188
ltu,1998,21.22704
ltu,1999,18.96056
ltu,2000,17.24106
ltu,2001,18.22258
ltu,2002,18.85986
ltu,2003,18.83136
ltu,2004,19.25116
ltu,2005,18.76293
ltu,2006,19.11093
ltu,2007,16.99216
ltu,2008,16.64627
ltu,2009,15.63721
ltu,2010,14.16757
ltu,2011,13.3081
ltu,2012,15.21218
ltu,2013,15.68372
ltu,2014,15.94804
ltu,2015,16.05784
ltu,2016,16.27439
ltu,2017,16.53144
lux,1972,20.22017
lux,1973,21.463
lux,1974,21.99978
lux,1975,20.01697
lux,1976,19.72912
lux,1977,19.612
lux,1978,19.90115
lux,1979,19.74414
lux,1980,20.1442
lux,1981,17.28717
lux,1982,20.78382
lux,1983,18.38855
lux,1984,18.90408
lux,1985,19.82357
lux,1986,20.33933
lux,1987,20.70737
lux,1988,19.7806
lux,1989,20.38725
lux,1990,20.97614
lux,1991,19.3224
lux,1992,21.81712
lux,1993,19.67998
lux,1994,19.09618
lux,1995,21.05903
lux,1996,20.79068
lux,1997,20.82752
lux,1998,20.69704
lux,1999,19.91965
lux,2000,19.68222
lux,2001,19.63342
lux,2002,19.19581
lux,2003,18.83164
lux,2004,18.40721
lux,2005,18.51917
lux,2006,18.47484
lux,2007,18.55942
lux,2008,18.01455
lux,2009,17.80193
lux,2010,18.14299
lux,2011,18.2595
lux,2012,17.90997
lux,2013,17.72433
lux,2014,17.90207
lux,2015,18.21816
lux,2016,18.08884
lux,2017,18.32045
lva,1994,18.29389
lva,1995,22.65013
lva,1996,22.52615
lva,1997,17.95892
lva,1998,16.63142
lva,1999,17.53736
lva,2000,19.07933
lva,2001,20.08639
lva,2002,19.64525
lva,2003,21.69505
lva,2004,18.6758
lva,2005,18.69488
lva,2006,17.67628
lva,2007,21.42395
lva,2008,20.52742
lva,2009,17.03
lva,2010,14.06651
lva,2011,15.28693
lva,2012,15.55598
lva,2013,16.05529
lva,2014,16.50219
lva,2015,17.12852
lva,2016,18.03004
lva,2017,18.14264
mac,1996,56.04275
mac,1997,56.77724
mac,1998,56.72629
mac,1999,46.45866
mac,2000,53.54798
mac,2001,53.65277
mac,2002,52.56866
mac,2003,49.99944
mac,2004,49.70516
mac,2005,49.23637
mac,2006,45.32168
mac,2007,45.46046
mac,2008,34.00412
mac,2009,28.58182
mac,2010,27.53523
mac,2011,30.23339
mac,2012,31.74088
mac,2013,30.62655
mac,2014,29.92872
mac,2015,30.59303
mac,2016,30.83296
mac,2017,31.86834
mar,1990,52.76098
mar,1991,52.13233
mar,1992,51.36151
mar,1993,44.95643
mar,1994,44.3198
mar,1995,42.5465
mar,1997,44.0816
mar,1998,44.52267
mar,1999,45.37263
mar,2002,47.32226
mar,2003,50.96269
mar,2004,49.60847
mar,2005,44.32512
mar,2006,48.20765
mar,2007,46.18372
mar,2008,43.19569
mar,2009,47.39564
mar,2010,41.69088
mar,2011,41.24875
mar,2012,43.12362
mar,2013,45.10314
mar,2014,46.08668
mar,2015,47.54309
mar,2016,48.41236
mar,2017,46.78559
mda,1997,7.70735
mda,1998,7.66417
mda,1999,8.88814
mda,2000,10.34594
mda,2001,14.88515
mda,2003,20.48729
mda,2004,14.98958
mda,2005,13.99958
mda,2006,15.62027
mda,2007,15.21332
mda,2008,14.27519
mda,2009,15.08998
mda,2010,13.75608
mda,2011,12.95765
mda,2012,13.42199
mda,2013,11.95108
mda,2014,10.97395
mda,2015,11.39672
mda,2016,12.18805
mda,2017,13.0469
mdg,2000,40.74061
mdg,2001,46.14884
mdg,2002,48.62579
mdv,1990,26.14437
mdv,1991,28.43525
mdv,1992,26.53853
mdv,1993,26.27809
mdv,1994,26.72351
mdv,1995,26.44346
mdv,1996,26.09378
mdv,1997,22.83418
mdv,1998,22.39772
mdv,1999,23.68813
mdv,2000,24.88939
mdv,2001,25.65689
mdv,2002,25.31051
mdv,2003,24.04826
mdv,2004,25.77741
mdv,2005,20.98292
mdv,2006,19.34983
mdv,2007,18.42198
mdv,2008,34.68887
mdv,2009,33.59765
mdv,2010,29.5025
mdv,2011,63.08684
mdv,2014,40.99175
mex,1972,35.08772
mex,1973,34.72222
mex,1974,32.38095
mex,1975,34.05797
mex,1976,36.11111
mex,1977,38.75
mex,1978,37.83784
mex,1979,35.14851
mex,1980,34.11306
mex,1981,39.8524
mex,1982,24.10324
mex,1983,19.18398
mex,1984,21.73687
mex,1985,20.338
mex,1986,15.83825
mex,1987,12.3565
mex,1988,13.84501
mex,1989,16.60405
mex,1990,18.87176
mex,1991,27.20352
mex,1992,31.38346
mex,1993,22.08878
mex,1994,22.69349
mex,1995,18.88243
mex,1996,18.55821
mex,1997,15.34146
mex,1998,17.75809
mex,1999,17.91649
mex,2000,17.09087
mex,2008,12.88884
mex,2009,12.58185
mex,2010,12.30623
mex,2011,12.0405
mex,2012,11.97325
mex,2013,12.02421
mex,2014,11.80183
mex,2015,12.086
mex,2016,11.6916
mex,2017,11.3178
mhl,2008,42.69397
mhl,2009,43.69767
mhl,2010,44.62862
mhl,2011,42.39275
mhl,2012,41.04462
mhl,2013,40.90506
mhl,2014,44.20249
mhl,2015,40.84025
mhl,2016,37.41038
mhl,2017,35.57529
mkd,2005,26.30966
mkd,2006,24.16314
mkd,2007,24.34251
mkd,2008,16.43104
mkd,2009,17.46883
mkd,2010,17.2067
mkd,2011,17.20596
mkd,2012,16.56952
mkd,2013,16.06146
mkd,2014,15.58501
mkd,2015,15.53846
mkd,2016,15.95434
mkd,2017,15.34968
mli,2000,36.51349
mli,2001,30.66436
mli,2002,29.50184
mli,2003,30.02751
mli,2004,30.97736
mli,2005,32.59678
mli,2006,33.17295
mli,2007,31.46839
mli,2008,35.38095
mli,2009,34.4037
mli,2010,34.29663
mli,2011,36.85848
mli,2012,40.29911
mli,2013,35.42009
mli,2014,34.23966
mli,2015,38.1075
mli,2016,38.82376
mli,2017,38.3995
mlt,1972,35.32824
mlt,1973,39.0083
mlt,1974,32.48182
mlt,1975,40.04068
mlt,1976,41.09977
mlt,1977,38.62103
mlt,1978,39.66442
mlt,1980,42.80754
mlt,1981,41.05419
mlt,1982,35.96732
mlt,1983,38.49709
mlt,1984,37.66724
mlt,1985,39.03287
mlt,1986,39.36184
mlt,1987,40.57495
mlt,1988,39.1069
mlt,1989,37.49507
mlt,1990,34.69479
mlt,1991,33.38474
mlt,1992,37.32704
mlt,1993,40.01479
mlt,1994,39.89216
mlt,1995,37.48216
mlt,1996,36.77854
mlt,1997,34.83548
mlt,1998,35.38596
mlt,1999,33.81742
mlt,2000,32.63806
mlt,2001,34.88748
mlt,2002,34.72436
mlt,2003,31.85787
mlt,2004,32.88872
mlt,2005,32.16603
mlt,2006,31.0539
mlt,2007,30.86999
mlt,2008,32.29737
mlt,2009,32.21124
mlt,2010,31.15773
mlt,2011,31.24959
mlt,2012,30.465
mlt,2013,30.49644
mlt,2014,30.74289
mlt,2015,30.56925
mlt,2016,31.32846
mlt,2017,31.55943
mmr,2012,15.75749
mmr,2013,13.47426
mmr,2014,12.73843
mmr,2015,15.43463
mmr,2016,21.28614
mmr,2017,19.35135
mng,1992,7.79096
mng,1993,8.10535
mng,1994,10.8776
mng,1995,12.1829
mng,1996,12.8329
mng,1997,10.33435
mng,1998,11.65988
mng,1999,12.57077
mng,2000,12.67911
mng,2001,11.55747
mng,2002,14.21197
mng,2003,29.53914
mng,2006,24.24584
mng,2007,23.98916
mng,2008,32.64901
mng,2009,33.23587
mng,2010,29.20601
mng,2011,24.90585
mng,2012,26.49593
mng,2013,18.31922
mng,2014,18.01007
mng,2015,18.6606
mng,2016,16.14403
mng,2017,18.09696
moz,2010,42.74741
moz,2011,43.13395
moz,2012,42.13102
moz,2016,55.23042
moz,2017,57.45457
mus,1973,38.76972
mus,1974,34.07518
mus,1975,32.1513
mus,1976,36.87183
mus,1977,38.31833
mus,1978,38.31564
mus,1979,39.45065
mus,1980,36.03953
mus,1981,33.74451
mus,1982,35.70865
mus,1983,38.15199
mus,1984,36.96727
mus,1985,35.14927
mus,1986,35.62453
mus,1987,36.10714
mus,1988,39.67631
mus,1989,44.58776
mus,1990,44.75668
mus,1991,41.35691
mus,1992,40.33934
mus,1993,40.38547
mus,1994,45.19015
mus,1995,45.03123
mus,1996,42.01402
mus,1997,39.86026
mus,1998,39.44023
mus,1999,37.76354
mus,2000,38.24355
mus,2001,37.09483
mus,2002,38.25343
mus,2003,37.31887
mus,2004,38.19704
mus,2005,39.02331
mus,2006,36.26652
mus,2007,35.41207
mus,2008,33.82685
mus,2009,35.71846
