geo,time,sl_tlf_acti_1524_ne_zs
hun,1995,38.41
hun,1996,33.94
hun,1997,34.39
hun,1998,39.63
hun,1999,39.78
hun,2000,37.75
hun,2001,34.07
hun,2002,32.32
hun,2003,30.58
hun,2004,27.25
hun,2005,27.07
hun,2006,26.72
hun,2007,25.73
hun,2008,25.13
hun,2009,24.66
hun,2010,24.8
hun,2011,24.29
hun,2012,25.69
hun,2013,27.39
hun,2014,29.52
hun,2015,31.02
hun,2016,32.29
idn,1961,51.22
idn,1971,46.75
idn,1980,46.53
idn,1990,50.03
idn,1997,50.66
idn,1999,54.02
idn,2000,51.8
idn,2001,50.43
idn,2002,49.73
idn,2003,48.78
idn,2004,49.72
idn,2005,47.39
idn,2006,48.61
idn,2007,50.56
idn,2008,49.37
idn,2009,48.05
idn,2010,47.13
idn,2011,46.77
idn,2012,48.07
idn,2013,47.06
idn,2014,45.88
idn,2015,46.3
idn,2016,46.01
idn,2017,47.31
ind,1971,42.81
ind,1981,54.65
ind,1991,44.64
ind,1994,46.93
ind,2000,44.3
ind,2001,42.43
ind,2005,46.72
ind,2010,36.89
ind,2012,32.57
irl,1961,71.06
irl,1966,69.47
irl,1971,63.2
irl,1975,64.5
irl,1977,60.14
irl,1981,60.59
irl,1983,60.42
irl,1984,59.05
irl,1985,57.74
irl,1986,56.36
irl,1987,54.38
irl,1988,52.23
irl,1989,50.84
irl,1990,49.94
irl,1991,49.04
irl,1992,46.04
irl,1993,46.69
irl,1994,46.38
irl,1995,44.96
irl,1996,43.47
irl,1997,45.57
irl,1998,48.5
irl,1999,50.59
irl,2000,51.43
irl,2001,49.86
irl,2002,48.73
irl,2003,49.42
irl,2004,48.88
irl,2005,53.28
irl,2006,54.99
irl,2007,56.08
irl,2008,53.3
irl,2009,48.53
irl,2010,43.57
irl,2011,41.54
irl,2012,40.53
irl,2013,39.66
irl,2014,37.34
irl,2015,36.32
irl,2016,38.81
irn,1966,45.47
irn,1972,33.4
irn,1976,41.76
irn,1982,34.21
irn,1986,38.85
irn,1991,37.27
irn,1996,30.73
irn,2005,35.14
irn,2007,31.57
irn,2008,29.2
irn,2009,29.62
irn,2010,29.26
irn,2014,24.65
irn,2015,25.07
irn,2016,26.62
irq,1977,39.61
irq,1987,35
irq,1997,36.04
irq,2004,29.14
isl,1960,62.4
isl,1975,67.25
isl,1976,67.36
isl,1977,67.44
isl,1979,72.12
isl,1981,72.09
isl,1982,72.22
isl,1983,74.71
isl,1991,59.49
isl,1992,60.49
isl,1993,58.16
isl,1994,58.48
isl,1995,70.34
isl,1996,65.84
isl,1997,65.91
isl,1998,72.09
isl,1999,71.77
isl,2000,77.3
isl,2001,79.92
isl,2002,71.38
isl,2003,80.4
isl,2004,79.33
isl,2005,76.09
isl,2006,78.63
isl,2007,79.88
isl,2008,78.15
isl,2009,73.11
isl,2010,73.67
isl,2011,73.08
isl,2012,75.68
isl,2013,78.01
isl,2014,78.19
isl,2015,80.18
isl,2016,83.02
isr,1972,36.91
isr,1974,31.81
isr,1976,30.4
isr,1978,31.77
isr,1979,30.56
isr,1980,30.25
isr,1981,30.01
isr,1982,29.43
isr,1983,32.78
isr,1986,31.3
isr,1987,30.15
isr,1988,31.64
isr,1989,31.72
isr,1990,53.78
isr,1991,55.18
isr,1992,56.18
isr,1993,60.19
isr,1994,61.84
isr,1995,61.69
isr,1996,60.26
isr,1997,59.22
isr,1998,57.22
isr,1999,57.02
isr,2000,58.34
isr,2001,57.43
isr,2002,53.43
isr,2003,53.6
isr,2004,54.44
isr,2005,55.77
isr,2006,56.22
isr,2007,55.57
isr,2008,53.97
isr,2009,52.74
isr,2010,52.68
isr,2011,50.44
isr,2012,49.51
isr,2013,49.61
isr,2014,49.73
isr,2015,48.97
isr,2016,48.48
isr,2017,48.29
ita,1961,59.83
ita,1971,53.81
ita,1977,44.45
ita,1978,43.53
ita,1979,44.28
ita,1980,45.3
ita,1981,55.47
ita,1982,45.78
ita,1983,48.31
ita,1984,48.4
ita,1985,47.64
ita,1986,48.22
ita,1987,47.91
ita,1988,48.84
ita,1989,48.63
ita,1990,46.84
ita,1991,46.13
ita,1992,42.09
ita,1993,41.09
ita,1994,38.99
ita,1995,38.73
ita,1996,38.66
ita,1997,38.3
ita,1998,38.41
ita,1999,38.09
ita,2000,38.06
ita,2001,36.28
ita,2002,35.27
ita,2003,34.63
ita,2004,36.71
ita,2005,33.85
ita,2006,32.35
ita,2007,30.82
ita,2008,30.75
ita,2009,28.85
ita,2010,28.08
ita,2011,27.11
ita,2012,28.56
ita,2013,27.14
ita,2014,27.14
ita,2015,26.19
ita,2016,26.61
jam,1960,71.75
jam,1970,56.12
jam,1974,56.65
jam,1975,57.46
jam,1976,56.66
jam,1978,56.63
jam,1980,29.44
jam,1981,59.28
jam,1982,62.78
jam,1985,32.77
jam,1988,38.73
jam,1990,54.35
jam,1991,45.09
jam,1994,49.77
jam,1995,54.6
jam,1996,52.4
jam,1997,50.5
jam,1998,46.79
jam,1999,44.6
jam,2001,41.7
jam,2002,44.4
jam,2003,40.21
jam,2004,39.44
jam,2011,33.4
jam,2012,33.62
jam,2013,34.72
jam,2014,33.3
jam,2015,34.05
jam,2016,36.66
jam,2017,36.44
jor,1961,36.27
jor,1975,31.28
jor,1979,32.99
jor,1998,28.4
jor,2004,35.38
jpn,1960,63.5
jpn,1965,56.37
jpn,1968,55.78
jpn,1969,54.98
jpn,1970,55.54
jpn,1971,56.07
jpn,1972,54.31
jpn,1973,52.72
jpn,1974,50
jpn,1975,47.84
jpn,1976,46.15
jpn,1977,45.15
jpn,1978,44.69
jpn,1979,43.99
jpn,1980,43.34
jpn,1981,43.55
jpn,1982,43.36
jpn,1983,44.18
jpn,1984,43.68
jpn,1985,42.87
jpn,1986,43.11
jpn,1987,42.61
jpn,1988,42.57
jpn,1989,43.17
jpn,1990,44.08
jpn,1991,45.45
jpn,1992,46.57
jpn,1993,47.1
jpn,1994,47.64
jpn,1995,47.66
jpn,1996,48.27
jpn,1997,48.5
jpn,1998,48.28
jpn,1999,47.33
jpn,2000,47.06
jpn,2001,46.47
jpn,2002,45.52
jpn,2003,44.88
jpn,2004,44.27
jpn,2005,44.72
jpn,2006,44.92
jpn,2007,44.92
jpn,2008,44.67
jpn,2009,43.84
jpn,2010,43.25
jpn,2011,42.19
jpn,2012,41.86
jpn,2013,42.62
jpn,2014,43
jpn,2015,43.03
jpn,2016,44.81
kaz,1989,53.85
kaz,1999,51.37
kaz,2002,51.09
kaz,2003,50.57
kaz,2004,49.49
kaz,2008,46.93
ken,1989,58.06
ken,1999,48.91
ken,2005,38.35
kgz,1989,50.48
kgz,2002,47.95
kgz,2004,45.42
kgz,2006,46.51
kgz,2009,47.94
kgz,2010,47.22
kgz,2011,46.53
kgz,2012,44.37
kgz,2013,46.97
kgz,2014,44.12
kgz,2015,43.22
kgz,2016,41.83
khm,1962,68.6
khm,1996,68.02
khm,1998,60.7
khm,1999,69.38
khm,2004,77.74
khm,2008,60.12
khm,2010,78.65
khm,2012,61.66
kir,1978,69.39
kir,2005,17.16
kir,2010,53.67
kna,1980,65.89
kna,1991,60.89
kor,1960,38.4
kor,1966,41.44
kor,1970,44.98
kor,1975,51.06
kor,1980,40.6
kor,1981,34.8
kor,1982,34.36
kor,1983,31.78
kor,1984,29.59
kor,1985,29.64
kor,1986,30.02
kor,1987,35.46
kor,1988,33.95
kor,1989,34.16
kor,1990,34.96
kor,1991,37.27
kor,1992,37.39
kor,1993,36.89
kor,1994,37.2
kor,1995,36.93
kor,1996,35.93
kor,1997,34.83
kor,1998,32.21
kor,1999,32.15
kor,2000,33.02
kor,2001,33.52
kor,2002,34.41
kor,2003,34.25
kor,2004,34.84
kor,2005,33.27
kor,2006,30.21
kor,2007,28.15
kor,2008,26.26
kor,2009,25.4
kor,2010,25.49
kor,2011,25.51
kor,2012,26.64
kor,2013,26.64
kor,2014,28.65
kor,2015,30.07
kor,2016,30.5
kor,2017,30.45
kos,2014,23.04
kos,2015,20.2
kos,2016,21.22
kwt,1965,52.36
kwt,1970,40.91
kwt,1975,34.53
kwt,1980,40.4
kwt,1983,28.12
kwt,1985,34.96
kwt,1988,30.45
kwt,1995,32.84
kwt,2003,32.3
kwt,2005,36.98
kwt,2016,31.67
lao,1995,73.56
lao,2003,94.9
lao,2010,63.25
lbn,1975,36.05
lbn,1997,32.24
lbn,2004,30.81
lbn,2007,30.73
lbr,1962,47.74
lbr,1974,25.37
lbr,1984,31.57
lbr,2010,31.79
lby,1964,32.92
lby,1973,26.79
lby,2012,17.69
lca,1991,58.56
lca,2001,52.97
lca,2003,59.41
lca,2004,57.3
lca,2005,57.4
lca,2006,58.2
lca,2007,52.3
lca,2016,64.46
lie,1960,85.08
lie,1970,80.2
lie,1980,76.44
lie,2000,57.24
lie,2001,55.48
lie,2002,54.88
lie,2003,55.59
lie,2004,53.72
lie,2005,53.84
lie,2006,53.09
lie,2007,53.97
lie,2008,52.63
lie,2009,52.12
lie,2010,50.42
lie,2011,53.68
lie,2012,53.02
lie,2013,52.22
lie,2014,51.95
lie,2015,50.64
lka,1963,44.7
lka,1971,51.41
lka,1981,43.51
lka,1985,50.25
lka,1986,48.93
lka,1990,52.28
lka,1992,47.96
lka,1993,47.29
lka,1994,49.9
lka,1995,43.17
lka,1996,43.86
lka,1997,43.8
lka,1998,49.02
lka,1999,47.32
lka,2000,43.46
lka,2003,45.65
lka,2004,44.28
lka,2005,41.77
lka,2007,40.94
lka,2010,34.98
lka,2011,33.99
lka,2012,33.39
lka,2013,34.16
lka,2014,32.75
lka,2015,33.73
lka,2016,32.73
lower_middle_income,2000,47.03781
lower_middle_income,2001,43.90877
lower_middle_income,2005,45.66443
lower_middle_income,2010,40.75088
lower_middle_income,2012,36.9139
lso,1997,50.5
lso,1999,64.75
lso,2006,29.06
lso,2008,31.95
lso,2013,45.12
ltu,1989,49.98
ltu,1997,43.34
ltu,1998,44.14
ltu,1999,43.07
ltu,2000,37.31
ltu,2001,33
ltu,2002,31.73
ltu,2003,32.25
ltu,2004,25.78
ltu,2005,25.18
ltu,2006,26.29
ltu,2007,27.06
ltu,2008,30.02
ltu,2009,29.31
ltu,2010,28.42
ltu,2011,28.16
ltu,2012,29.29
ltu,2013,31.51
ltu,2014,34.22
ltu,2015,33.83
ltu,2016,35.34
lux,1960,61.4
lux,1966,60.37
lux,1970,61.86
lux,1978,62.83
lux,1979,62.48
lux,1981,60.81
lux,1983,60.37
lux,1984,58.35
lux,1985,58.58
lux,1986,58.01
lux,1987,56.32
lux,1988,52.46
lux,1989,52.51
lux,1990,44.92
lux,1991,53.17
lux,1992,51.31
lux,1993,47.8
lux,1994,46.48
lux,1995,41.21
lux,1996,40.67
lux,1997,37.39
lux,1998,35.32
lux,1999,33.96
lux,2000,34.02
lux,2001,34.46
lux,2002,34.7
lux,2003,30.35
lux,2004,28.01
lux,2005,28.83
lux,2006,27.82
lux,2007,26.49
lux,2008,29.02
lux,2009,32.26
lux,2010,24.73
lux,2011,24.87
lux,2012,26.77
lux,2013,25.9
lux,2014,26.32
lux,2015,35.18
lux,2016,30.7
lva,1989,56.26
lva,1996,49.07
lva,1997,45.73
lva,1998,45.09
lva,1999,42.32
lva,2000,38.44
lva,2001,37.36
lva,2002,37.82
lva,2003,38.82
lva,2004,36.93
lva,2005,38.01
lva,2006,40.86
lva,2007,42.61
lva,2008,42.85
lva,2009,41.23
lva,2010,39.74
lva,2011,37.46
lva,2012,40.14
lva,2013,39.36
lva,2014,40.41
lva,2015,41.27
lva,2016,39.68
mac,1960,29.38
mac,1991,75.52
mac,1992,47.54
mac,1993,53.5
mac,1994,53.39
mac,1995,53.18
mac,1996,55.98
mac,1997,45.96
mac,1998,43.14
mac,2000,42
mac,2001,44.07
mac,2002,37.73
mac,2003,30.58
mac,2004,31.63
mac,2005,35.31
mac,2006,38.22
mac,2007,44.29
mac,2008,46.05
mac,2009,52.66
mac,2010,51.35
mac,2011,51.89
mac,2012,49.69
mac,2013,50.2
mac,2014,49.44
mac,2015,47.65
mac,2016,46.72
mar,1960,40.2
mar,1971,42.24
mar,1982,42.08
mar,1990,35.7
mar,1994,45.45
mar,1995,42.62
mar,1998,36.74
mar,1999,48.01
mar,2000,46.5
mar,2001,42.52
mar,2002,41.66
mar,2003,43.09
mar,2004,43.99
mar,2005,42.56
mar,2006,39.82
mar,2007,43.71
mar,2008,38.94
mar,2011,34.99
mar,2012,33.5
mar,2013,32.23
mar,2014,32.31
mda,1989,54.33
mda,2002,31.01
mda,2004,22.58
mda,2005,21.71
mda,2006,22.85
mda,2007,20.7
mda,2008,20.8
mda,2009,21.45
mda,2010,21.91
mda,2011,22.26
mda,2012,20.22
mda,2013,20.64
mda,2014,19.26
mda,2015,21.63
mda,2016,19.6
mdg,1975,72.24
mdg,1993,65.01
mdg,2003,67.58
mdg,2005,73.34
mdg,2012,90.02
mdg,2015,74.69
mdv,1977,70.57
mdv,1985,45.22
mdv,1990,40.2
mdv,1995,37.39
mdv,2000,39.03
mdv,2006,52.84
mdv,2010,41.87
mdv,2014,52.17
mex,1960,50.57
mex,1970,42.07
mex,1978,46.32
mex,1979,46.92
mex,1980,49.35
mex,1988,50.97
mex,1990,41.11
mex,1991,52.18
mex,1992,53.34
mex,1993,54.53
mex,1994,54.13
mex,1995,54.36
mex,1996,53.07
mex,1997,53.11
mex,1998,53.77
mex,1999,52.43
mex,2000,51.52
mex,2001,49.56
mex,2002,48.25
mex,2003,47.02
mex,2004,47.99
mex,2005,47.89
mex,2006,48.38
mex,2007,48.35
mex,2008,47.72
mex,2009,46.92
mex,2010,47.07
mex,2011,46.86
mex,2012,47.22
mex,2013,46.34
mex,2014,45.54
mex,2015,44.79
mex,2016,44.19
mex,2017,43.76
middle_east_north_africa,2007,33.16649
middle_east_north_africa,2008,32.4964
middle_east_north_africa,2009,30.65126
middle_east_north_africa,2014,28.75364
mkd,1991,44.74
mkd,1994,46.69
mkd,1997,43
mkd,1998,43.5
mkd,1999,38.8
mkd,2000,37.6
mkd,2001,39.9
mkd,2002,35.62
mkd,2003,35.29
mkd,2006,35.78
mkd,2007,35.86
mkd,2008,35.91
mkd,2009,35.04
mkd,2010,33.34
mkd,2011,32.11
mkd,2012,33.55
mkd,2013,33.65
mkd,2014,32.45
mkd,2015,32.84
mkd,2016,31.32
mli,1976,49.67
mli,1987,61.82
mli,2004,38.33
mli,2006,67.4
mli,2010,56.32
mli,2014,59.63
mli,2015,59.93
mli,2016,61.9
mlt,1994,61.43
mlt,1995,65.23
mlt,1996,65.27
mlt,1997,59.42
mlt,1998,56.97
mlt,2000,59.42
mlt,2001,64.31
mlt,2002,60.34
mlt,2003,60.04
mlt,2004,55.34
mlt,2005,53.61
mlt,2006,53.03
mlt,2007,54.07
mlt,2008,52.7
mlt,2009,51.56
mlt,2010,50.94
mlt,2011,51.91
mlt,2012,50.93
mlt,2013,52.81
mlt,2014,52.37
mlt,2015,51.61
mlt,2016,51.9
mmr,1983,49.09
mmr,2015,59.86
mne,2005,32.62
mne,2007,32.6
mne,2008,33.7
mne,2011,20.85
mne,2012,23.9
mne,2013,23.55
mne,2014,28.42
mne,2015,30.13
mne,2016,32.79
mng,1998,52.82
mng,2000,53.7
mng,2002,33.3
mng,2003,39.2
mng,2004,47.32
mng,2005,45.54
mng,2007,36.5
mng,2008,33.61
mng,2009,31.95
mng,2010,31.82
mng,2011,32.6
mng,2012,38.33
mng,2013,31.81
mng,2014,30.61
mng,2015,29.33
mng,2016,27.91
mnp,1985,49.94
mnp,1990,74.45
mnp,1995,68.4
mnp,2003,69.75
moz,1970,63.87
moz,1980,73.53
moz,1997,75.08
moz,2003,68.43
moz,2012,71.32
moz,2015,62.55
mrt,1975,47.72
mrt,2012,24.61
mus,1962,36.51
mus,1972,48.1
mus,1983,50.86
mus,1984,55.35
mus,1987,60.31
mus,1989,61.01
mus,1990,56.84
mus,1991,56.87
mus,1992,57.03
mus,1993,56.89
mus,1994,57.29
mus,1995,50.29
mus,2000,49.38
mus,2001,49.79
mus,2004,45.98
mus,2005,44.05
mus,2006,43.39
mus,2007,45.48
mus,2008,43.21
mus,2011,43.26
mus,2012,43.9
mus,2014,43.92
mwi,1975,53.54
mwi,1983,81.74
mwi,1987,56.59
mwi,1998,53.84
mwi,2013,65.12
mys,1980,54.22
mys,1991,44.86
mys,2011,41.75
mys,2012,42.24
mys,2013,43.28
mys,2014,43.36
mys,2015,42.67
mys,2016,42.94
nam,1991,40.07
nam,1994,35.95
nam,1997,30.63
nam,2000,29.67
nam,2001,41.67
nam,2004,30.66
nam,2008,36.4
nam,2012,31.11
nam,2013,34.24
nam,2014,32.65
nam,2016,36.59
ncl,2014,44.05
ner,1977,40.61
ner,2001,53.87
ner,2005,55.72
ner,2011,70.37
nga,1963,45.99
nga,1983,32.56
nga,1986,30.35
nga,2004,36.49
nga,2013,23.55
nic,1963,51.23
nic,1971,42.45
nic,1977,47.01
nic,1985,45.7
nic,1989,47.55
nic,1990,48.76
nic,1991,49.17
nic,1995,48.16
nic,1996,48.68
nic,1998,49.5
nic,1999,59.51
nic,2000,50
nic,2006,47.74
nic,2012,70.4
nic,2014,51.66
nld,1960,66.41
nld,1977,48.18
nld,1979,47.43
nld,1980,49.29
nld,1981,48.54
nld,1982,49.28
nld,1983,48.74
nld,1985,46.9
nld,1986,48.55
nld,1987,60
nld,1988,56.97
nld,1989,57.53
nld,1990,59.59
nld,1991,60.34
nld,1992,60.92
nld,1993,60.48
nld,1994,60.59
nld,1995,62
nld,1996,61.11
nld,1997,63.08
nld,1998,66.11
nld,1999,67.7
nld,2000,72.16
nld,2001,73.57
nld,2002,73.92
nld,2003,73.57
nld,2004,72
nld,2005,71.03
nld,2006,70.8
nld,2007,72.74
nld,2008,73.17
nld,2009,72.8
nld,2010,69.02
nld,2011,68.09
nld,2012,69.21
nld,2013,69.2
nld,2014,67.35
nld,2015,68.47
nld,2016,68.2
nld_curacao,2011,30.51
nld_curacao,2013,37.24
nld_curacao,2014,24.98
nld_curacao,2015,28.73
nor,1960,55.7
nor,1970,50.44
nor,1980,60.71
nor,1981,59.5
nor,1982,60.04
nor,1983,60.91
nor,1984,58.79
nor,1985,60.31
nor,1986,64.35
nor,1987,65.94
nor,1988,67.11
nor,1989,62.27
nor,1990,60.51
nor,1991,57.66
nor,1992,56.74
nor,1993,55.48
nor,1994,55.43
nor,1995,54.84
nor,1996,60.84
nor,1997,63.7
nor,1998,65.8
nor,1999,64.73
nor,2000,65.99
nor,2001,66.12
nor,2002,65.53
nor,2003,63.66
nor,2004,62.96
nor,2005,60.31
nor,2006,57.44
nor,2007,58.82
nor,2008,61.98
nor,2009,57.89
nor,2010,56.71
nor,2011,55.62
nor,2012,57.03
nor,2013,57.02
nor,2014,54.41
nor,2015,55.9
nor,2016,54.56
nor,2017,53.74
npl,1961,83.38
npl,1971,62.51
npl,1981,63.39
npl,1991,57.02
npl,1999,81.54
npl,2001,58
npl,2003,90.6
npl,2008,75.59
nru,1966,67.42
nru,2002,76.39
nzl,1961,68.31
nzl,1966,22.43
nzl,1971,64.67
nzl,1976,63.69
nzl,1978,62.86
nzl,1981,64.59
nzl,1986,74.49
nzl,1987,73.49
nzl,1988,69.96
nzl,1989,67.71
nzl,1990,68.49
nzl,1991,67.39
nzl,1992,65.53
nzl,1993,64.69
nzl,1994,66.03
nzl,1995,67.1
nzl,1996,66.98
nzl,1997,66.72
nzl,1998,64.95
nzl,1999,62.94
nzl,2000,62.68
nzl,2001,62.97
nzl,2002,63.63
nzl,2003,62.41
nzl,2004,62.19
nzl,2005,62.35
nzl,2006,64.41
nzl,2007,64.37
nzl,2008,62.68
nzl,2009,60.7
nzl,2010,59.08
nzl,2011,58.55
nzl,2012,58.38
nzl,2013,57.93
nzl,2014,60.08
nzl,2015,61.49
nzl,2016,62.56
nzl,2017,63.43
omn,2003,35.79
pak,1972,46.16
pak,1976,42.42
pak,1977,42.5
pak,1978,42.5
pak,1979,42.5
pak,1980,42.49
pak,1981,45.76
pak,1982,45.7
pak,1983,44.75
pak,1984,44.73
pak,1985,43.08
pak,1986,42.42
pak,1988,41.87
pak,1989,17.9
pak,1990,41.86
pak,1991,41.76
pak,1992,41.75
pak,1993,40.3
pak,1994,39.51
pak,1995,39.06
pak,1997,41.19
pak,1998,40.26
pak,1999,40.2
pak,2000,40.54
pak,2002,43.42
pak,2004,43.58
pak,2006,42.35
pak,2007,41.27
pak,2008,40.73
pak,2009,41.08
pak,2010,41.58
pak,2011,40.25
pak,2013,41.4
pak,2014,40.05
pak,2015,40.29
pan,1960,51.75
pan,1970,55.42
pan,1979,48.38
pan,1980,41.32
pan,1982,41.9
pan,1983,43.93
pan,1984,45.24
pan,1985,45.92
pan,1986,44.99
pan,1987,47.7
pan,1988,47.61
pan,1989,48.66
pan,1990,43.61
pan,1991,48.36
pan,1993,51.75
pan,1994,51.03
pan,1995,50.94
pan,1996,47.4
pan,1997,50.46
pan,1998,50.53
pan,1999,50.67
pan,2000,47.3
pan,2002,49.06
pan,2003,49.51
pan,2004,49.27
pan,2005,48.92
pan,2006,47
pan,2007,47.13
pan,2008,49.75
pan,2009,49.79
pan,2010,47.83
pan,2011,44.09
pan,2012,46.28
pan,2013,46.89
pan,2014,45.2
pan,2015,44.55
pan,2016,44.24
per,1961,49.74
per,1972,39.63
per,1979,41.93
per,1980,41.92
per,1981,41.99
per,1982,42.04
per,1984,41.83
per,1986,48.41
per,1987,48.32
per,1989,48.6
per,1990,48.3
per,1991,42.64
per,1992,45
per,1993,45.23
per,1994,47.88
per,1995,51.59
per,1997,52.81
per,1998,54.86
per,1999,57
per,2000,52.05
per,2001,55.16
per,2002,60.17
per,2003,58.04
per,2004,58.5
per,2005,57.53
per,2006,58.05
per,2007,61.71
per,2008,60.23
per,2009,59.08
per,2010,61.46
per,2011,59.98
per,2012,58.14
per,2013,56.85
per,2014,54.11
per,2015,54.15
per,2016,54.63
per,2017,54.96
phl,1960,47.89
phl,1970,47.11
phl,1975,39.24
phl,1978,52.25
phl,1983,50.07
phl,1985,49.46
phl,1987,52.33
phl,1988,51.44
phl,1989,49.4
phl,1990,50.01
phl,1991,49.94
phl,1992,50.39
phl,1993,49.74
phl,1994,49.06
phl,1995,50.08
phl,1996,50.16
phl,1997,48.56
phl,1998,50.02
phl,1999,49.11
phl,2000,47.28
phl,2001,44.48
phl,2002,49.08
phl,2003,43.05
phl,2004,43.77
phl,2005,43.38
phl,2006,42.76
phl,2007,41.97
phl,2008,41.47
phl,2009,41.84
phl,2010,41.43
phl,2011,43.14
phl,2012,42.63
phl,2013,41.83
phl,2014,42.56
phl,2015,43.7
phl,2016,39.93
plw,1995,52.42
plw,2000,27.09
plw,2005,31.5
png,1966,87.74
png,1971,68.41
png,2000,59.19
png,2010,37.27
pol,1960,60.44
pol,1970,52.03
pol,1978,52.44
pol,1988,44.34
pol,1992,44.78
pol,1993,42.22
pol,1994,41.52
pol,1995,39.68
pol,1996,38.96
pol,1997,36.01
pol,1998,35.32
pol,1999,34.5
pol,2000,37.52
pol,2001,39.79
pol,2002,37.73
pol,2003,36.17
pol,2004,35.14
pol,2005,35.69
pol,2006,34.17
pol,2007,32.98
pol,2008,33.07
pol,2009,33.77
pol,2010,34.58
pol,2011,33.53
pol,2012,33.58
pol,2013,33.3
pol,2014,33.86
pol,2015,32.83
pol,2016,34.51
pri,1960,28.96
pri,1970,28.49
pri,1976,35.02
pri,1977,32.97
pri,1978,32.76
pri,1979,33.58
pri,1980,28
pri,1981,32.79
pri,1982,32.5
pri,1983,29.51
pri,1984,31.26
pri,1985,31.59
pri,1986,27.66
pri,1987,28.31
pri,1988,31.05
pri,1990,32.05
pri,1991,33.72
pri,1992,32.47
pri,1993,36.7
pri,1995,34.96
pri,1996,35.93
pri,1997,38.11
pri,1998,38.41
pri,1999,38.16
pri,2000,36.04
pri,2002,37
pri,2003,38.5
pri,2004,38.13
pri,2005,39.89
pri,2006,35.74
pri,2007,31.81
pri,2008,30.75
pri,2010,25
pri,2011,24.5
pri,2012,26.4
prt,1960,57.69
prt,1970,64.49
prt,1978,69.95
prt,1979,70.99
prt,1980,71.29
prt,1981,71.52
prt,1982,70.42
prt,1984,62.29
prt,1985,61.05
prt,1986,61.3
prt,1987,61.49
prt,1988,60.57
prt,1989,59.47
prt,1990,58.42
prt,1991,56.59
prt,1992,50.95
prt,1993,47.5
prt,1994,45.23
prt,1995,43.14
prt,1996,42.31
prt,1997,44.16
prt,1998,46.94
prt,1999,46.15
prt,2000,44.73
prt,2001,46.47
prt,2002,47.12
prt,2003,44.85
prt,2004,42.64
prt,2005,42.12
prt,2006,41.65
prt,2007,41.33
prt,2008,40.89
prt,2009,38.7
prt,2010,36.12
prt,2011,38.15
prt,2012,37.08
prt,2013,35
prt,2014,34.3
prt,2015,33.53
prt,2016,33.17
prt,2017,33.98
pry,1962,56.58
pry,1972,55.09
pry,1980,52.87
pry,1982,53.08
pry,1989,63.69
pry,1990,59.25
pry,1991,57.97
pry,1992,60.39
pry,1993,61.54
pry,1994,62.75
pry,1995,71.5
pry,1996,65.2
pry,1998,60.7
pry,1999,56
pry,2001,61.1
pry,2002,49.47
pry,2007,58.1
pry,2008,59.5
pry,2009,62.64
pry,2010,61.05
pry,2011,60.82
pry,2012,58.85
pry,2013,61.38
pry,2014,59.34
pry,2015,59.42
pry,2016,60.14
pse,1999,24.2
pse,2001,27.15
pse,2002,24.42
pse,2004,25.55
pse,2006,26.12
pse,2008,28.43
pse,2011,28.53
pse,2012,29.63
pse,2013,29.31
pse,2015,32.66
pyf,1962,48.23
pyf,1983,29.72
pyf,1988,51.07
pyf,1996,42.83
pyf,2002,40.08
pyf,2007,36.92
pyf,2012,40.28
qat,1986,45.47
qat,1997,33.47
qat,2004,42.22
qat,2006,54.79
qat,2007,67.54
qat,2008,71.36
qat,2009,71.02
qat,2011,68.75
qat,2012,69.24
qat,2013,68.05
qat,2014,69.85
qat,2015,69.34
qat,2016,99.52
rou,1966,64.27
rou,1977,58.92
rou,1990,52.5
rou,1992,59.51
rou,1995,53.25
rou,1996,49.95
rou,1997,46.16
rou,1998,44.94
rou,1999,42.71
rou,2000,41.32
rou,2001,39.65
rou,2002,37.36
rou,2003,33.94
rou,2004,36.08
rou,2005,31.24
rou,2006,30.56
rou,2007,30.52
rou,2008,30.41
rou,2009,30.93
rou,2010,31.21
rou,2011,30.71
rou,2012,30.54
rou,2013,30.07
rou,2014,29.56
rou,2015,31.27
rou,2016,28.03
rus,1989,53.8
rus,1992,54.66
rus,1993,52.53
rus,1994,50.87
rus,1995,50.41
rus,1996,47.07
rus,1997,43.21
rus,1998,40.54
rus,1999,45.17
rus,2000,43.64
rus,2001,40.83
rus,2002,40.51
rus,2003,39.17
rus,2004,39.37
rus,2005,39.2
rus,2006,38.89
rus,2007,39.41
rus,2008,41.84
rus,2009,42.1
rus,2010,41.23
rus,2011,41.39
rus,2012,39.58
rus,2013,39.87
rus,2014,38.79
rus,2015,37.92
rwa,1978,91.47
rwa,1989,80.9
rwa,1996,78.99
rwa,2001,74.8
rwa,2014,65.45
sau,1992,29.04
sau,1999,20.49
sau,2000,18.24
sau,2001,17.51
sau,2002,17.4
sau,2006,19.99
sau,2007,18.07
sau,2008,17.17
sau,2009,15.67
sau,2011,17.71
sau,2012,17.44
sau,2013,17.65
sau,2014,17.65
sau,2015,16.28
sau,2016,17.6
sdn,1973,44.25
sdn,1983,47.84
sdn,1990,34.6
sdn,1993,38.13
sdn,1996,35.37
sen,1971,70.08
sen,1983,68.66
sen,1984,68.72
sen,1985,68.76
sen,1988,44.55
sen,2002,57.12
sen,2006,38.49
sen,2011,40.82
sen,2015,27.24
sgp,1970,60.37
sgp,1975,58.83
sgp,1976,59.73
