geo,time,dc_dac_finl_cd
egy,1982,5610000.13351
egy,1983,2180000.06676
egy,1984,7400000.09537
egy,1985,5000000
egy,1986,7599999.90463
egy,1987,6739999.77112
egy,1988,23680000.30518
egy,1989,28489999.77112
egy,1990,24780000.68665
egy,1991,21440000.53406
egy,1992,16610000.61035
egy,1993,4909999.84741
egy,1994,6869999.88556
egy,1995,5139999.86649
egy,1996,4159999.84741
egy,1997,2809999.94278
egy,1998,2359999.8951
egy,1999,2700000.04768
egy,2000,3460000.03815
egy,2001,3700000.04768
egy,2002,5159999.84741
egy,2003,4469999.79019
egy,2004,3940000.05722
egy,2005,4269999.98093
egy,2006,4250000
egy,2007,4210000.03815
egy,2008,1120000.00477
egy,2009,1019999.98093
egy,2010,1860000.01431
egy,2011,1950000.04768
egy,2012,1448362.94651
egy,2013,1991420.03059
egy,2014,2244657.99332
egy,2015,1951611.9957
egy,2016,1357138.99136
egy,2017,905120.01514
egy,2018,536086.02285
egy,2019,333146.00587
egy,2020,245591.9981
egy,2021,384451.00188
egy,2022,336807.99603
egy,2023,395736.00888
eri,1993,1070000.05245
eri,1994,170000.00179
eri,1995,680000.00715
eri,1996,819999.99285
eri,1997,589999.97377
eri,1998,409999.99642
eri,1999,360000.01431
eri,2000,310000.00238
eri,2001,209999.99344
eri,2002,189999.99762
eri,2003,2069999.93324
eri,2004,1629999.99523
eri,2005,1580000.04292
eri,2006,1139999.98569
eri,2007,689999.99762
eri,2008,400000.00596
eri,2009,460000.00834
eri,2010,699999.98808
eri,2011,540000.02146
eri,2015,2654697.89505
eri,2016,141729.99561
eri,2017,130220.99435
eri,2018,109665.99733
eri,2019,29378.00065
eri,2021,8170.99959
eri,2022,25028.99989
est,1991,10250000
est,1992,9369999.88556
est,1993,7019999.98093
est,1994,9550000.19073
est,1995,10680000.30518
est,1996,6780000.20981
est,1997,9670000.07629
est,1998,6500000
est,1999,4800000.19073
est,2000,4849999.90463
est,2001,3609999.8951
est,2002,2750000
est,2003,3160000.08583
est,2004,2670000.07629
eth,1971,180000.00715
eth,1972,379999.99523
eth,1973,469999.99881
eth,1974,519999.98093
eth,1975,270000.01073
eth,1976,2119999.88556
eth,1977,250000
eth,1978,189999.99762
eth,1979,319999.99285
eth,1980,250000
eth,1981,730000.01907
eth,1982,680000.00715
eth,1983,2670000.07629
eth,1984,2680000.06676
eth,1985,10600000.38147
eth,1986,8989999.77112
eth,1987,11640000.34332
eth,1988,10529999.73297
eth,1989,16459999.08447
eth,1990,21190000.53406
eth,1991,18280000.68665
eth,1992,7960000.03815
eth,1993,1309999.94278
eth,1994,3809999.94278
eth,1995,7650000.09537
eth,1996,7239999.77112
eth,1997,6630000.11444
eth,1998,7000000
eth,1999,5940000.05722
eth,2000,5659999.84741
eth,2001,5050000.19073
eth,2002,4579999.92371
eth,2003,9159999.84741
eth,2004,9060000.41962
eth,2005,11079999.92371
eth,2006,13210000.03815
eth,2007,9979999.54224
eth,2008,15989999.77112
eth,2009,23489999.77112
eth,2010,25639999.38965
eth,2011,23649999.61853
eth,2012,31126934.05151
eth,2013,20640766.1438
eth,2014,40885124.20654
eth,2015,24748298.64502
eth,2016,21706708.90808
eth,2017,21173778.53394
eth,2018,18860601.42517
eth,2019,22921314.2395
eth,2020,25836645.12634
eth,2021,37214408.87451
eth,2022,28593704.22363
eth,2023,25390409.4696
fji,1982,9999.99978
fji,1983,70000.0003
fji,1984,300000.01192
fji,1986,39999.99911
fji,1987,150000.00596
fji,1988,250000
fji,1989,280000.00119
fji,1990,400000.00596
fji,1991,330000.01311
fji,1992,170000.00179
fji,1999,39999.99911
fji,2008,19999.99955
fji,2009,19999.99955
fji,2010,19999.99955
gab,1987,560000.00238
gab,2009,19999.99955
gab,2010,19999.99955
gab,2011,29999.99933
gab,2012,24035.99955
gab,2013,20313.00031
gab,2014,10482.00019
geo,1993,90000.00358
geo,1994,289999.99166
geo,1995,100000.00149
geo,1996,839999.97377
geo,1997,1440000.05722
geo,1998,1120000.00477
geo,1999,939999.99762
geo,2000,959999.97854
geo,2001,750000
geo,2002,1519999.98093
geo,2003,1090000.03338
geo,2004,1620000.00477
geo,2005,680000.00715
geo,2006,620000.00477
geo,2007,600000.02384
geo,2008,4179999.82834
geo,2009,3240000.00954
geo,2010,4690000.05722
geo,2011,4190000.05722
geo,2012,3526933.90846
geo,2013,2356338.02414
geo,2014,2819422.96028
geo,2015,1790446.04301
geo,2016,1362815.02247
geo,2017,1460160.97069
geo,2018,1146854.04301
geo,2019,1480671.04816
geo,2020,1359192.01374
geo,2021,1514060.97412
geo,2022,1080005.04971
geo,2023,1229454.9942
gha,1971,9999.99978
gha,1973,39999.99911
gha,1974,50000.00075
gha,1976,19999.99955
gha,1977,19999.99955
gha,1978,29999.99933
gha,1979,29999.99933
gha,1980,29999.99933
gha,1981,19999.99955
gha,1982,100000.00149
gha,1983,239999.99464
gha,1984,50000.00075
gha,1985,19999.99955
gha,1986,70000.0003
gha,1987,59999.99866
gha,1988,90000.00358
gha,1989,100000.00149
gha,1990,509999.99046
gha,1991,2250000
gha,1992,610000.01431
gha,1993,189999.99762
gha,1994,250000
gha,1995,740000.00954
gha,1996,800000.01192
gha,1997,720000.02861
gha,1998,699999.98808
gha,1999,550000.01192
gha,2000,629999.99523
gha,2001,589999.97377
gha,2002,490000.00954
gha,2003,250000
gha,2004,180000.00715
gha,2005,259999.99046
gha,2006,109999.9994
gha,2007,560000.00238
gha,2008,150000.00596
gha,2009,180000.00715
gha,2010,310000.00238
gha,2011,899999.97616
gha,2012,1223757.02858
gha,2013,1609969.01989
gha,2014,1640125.98991
gha,2015,1467710.01816
gha,2016,1056175.94719
gha,2017,1041013.95607
gha,2018,754653.99027
gha,2019,911953.98569
gha,2020,965017.97438
gha,2021,984206.02083
gha,2022,620555.99689
gha,2023,1061370.01514
gin,1979,250000
gin,1980,9999.99978
gin,1981,50000.00075
gin,1984,140000.0006
gin,1985,9999.99978
gin,1987,39999.99911
gin,1988,79999.99821
gin,1989,39999.99911
gin,1990,39999.99911
gin,1991,600000.02384
gin,1992,200000.00298
gin,1993,70000.0003
gin,1994,39999.99911
gin,1995,50000.00075
gin,1996,29999.99933
gin,1998,500000
gin,1999,79999.99821
gin,2000,419999.98689
gin,2001,899999.97616
gin,2002,170000.00179
gin,2003,70000.0003
gin,2004,70000.0003
gin,2008,70000.0003
gin,2011,19999.99955
gin,2012,19954.99991
gin,2013,222151.99471
gin,2014,40228.00177
gin,2015,30548.99909
gin,2016,31424.00086
gin,2017,223875.99945
gin,2018,50825.99819
gin,2019,38173.00126
gin,2021,37921.00027
gmb,1977,9999.99978
gmb,1980,9999.99978
gmb,1981,9999.99978
gmb,1982,19999.99955
gmb,1983,19999.99955
gmb,1990,39999.99911
gmb,1991,759999.99046
gmb,1992,469999.99881
gmb,1997,29999.99933
gmb,1998,9999.99978
gmb,1999,9999.99978
gmb,2000,29999.99933
gmb,2001,50000.00075
gmb,2002,50000.00075
gmb,2003,109999.9994
gmb,2004,70000.0003
gmb,2005,119999.99732
gmb,2006,70000.0003
gmb,2007,50000.00075
gmb,2008,159999.99642
gmb,2009,159999.99642
gmb,2010,180000.00715
gmb,2011,189999.99762
gmb,2012,107326.00093
gmb,2013,229892.00056
gmb,2014,317725.00277
gmb,2015,453936.0106
gmb,2016,262387.99095
gmb,2017,251417.9945
gmb,2018,5696.99984
gmb,2019,314056.00905
gmb,2020,364672.00518
gmb,2021,348958.99892
gmb,2022,433421.99922
gmb,2023,291788.01179
gnb,1976,29999.99933
gnb,1978,19999.99955
gnb,1980,9999.99978
gnb,1984,170000.00179
gnb,1992,9999.99978
gnb,1999,360000.01431
gnb,2007,270000.01073
gnb,2008,330000.01311
gnb,2009,879999.99523
gnb,2010,790000.02146
gnb,2011,829999.98331
gnb,2012,41131.00097
gnb,2013,148320.00434
gnq,1982,19999.99955
gnq,1997,29999.99933
grd,2011,29999.99933
gtm,1976,50000.00075
gtm,1987,9999.99978
gtm,1988,9999.99978
gtm,1990,9999.99978
gtm,1991,70000.0003
gtm,1992,29999.99933
gtm,1993,230000.00417
gtm,1994,230000.00417
gtm,1995,109999.9994
gtm,1996,119999.99732
gtm,1997,100000.00149
gtm,1998,239999.99464
gtm,1999,930000.00715
gtm,2000,159999.99642
gtm,2001,519999.98093
gtm,2002,930000.00715
gtm,2003,1529999.97139
gtm,2004,2130000.11444
gtm,2005,430000.00715
gtm,2006,639999.98569
gtm,2007,899999.97616
gtm,2008,409999.99642
gtm,2009,500000
gtm,2010,990000.00954
gtm,2011,2740000.00954
gtm,2012,1690407.03773
gtm,2013,1336487.05482
gtm,2014,337390.98907
gtm,2015,408567.99483
gtm,2016,259806.00715
gtm,2017,196553.00677
gtm,2018,115560.00262
gtm,2019,156243.99483
gtm,2020,172701.00117
gtm,2021,271584.00416
gtm,2022,155134.00733
gtm,2023,74842.9969
guy,1976,29999.99933
guy,1977,29999.99933
guy,1978,50000.00075
guy,1980,19999.99955
guy,1987,9999.99978
guy,1998,9999.99978
guy,2001,9999.99978
guy,2002,9999.99978
guy,2003,19999.99955
guy,2004,29999.99933
guy,2005,70000.0003
guy,2006,39999.99911
guy,2008,79999.99821
guy,2009,170000.00179
guy,2010,200000.00298
guy,2011,129999.99523
guy,2012,133698.0015
guy,2013,103776.00044
guy,2014,94627.99877
guy,2015,78523.00256
guy,2016,68830.99675
guy,2017,87884.99981
guy,2018,58823.99902
guy,2019,30672.9991
hkg,1981,9999.99978
hkg,1986,9999.99978
hkg,1987,9999.99978
hkg,1988,79999.99821
hkg,1989,79999.99821
hkg,1990,159999.99642
hkg,1991,79999.99821
hkg,1992,1450000.04768
hkg,1994,-140000.0006
hkg,1995,-140000.0006
hkg,1996,-140000.0006
hnd,1974,29999.99933
hnd,1975,29999.99933
hnd,1979,360000.01431
hnd,1980,519999.98093
hnd,1981,259999.99046
hnd,1982,180000.00715
hnd,1983,170000.00179
hnd,1984,9999.99978
hnd,1985,29999.99933
hnd,1986,59999.99866
hnd,1987,19999.99955
hnd,1988,59999.99866
hnd,1989,39999.99911
hnd,1991,39999.99911
hnd,1992,29999.99933
hnd,1995,29999.99933
hnd,1996,19999.99955
hnd,1998,9999.99978
hnd,1999,720000.02861
hnd,2002,759999.99046
hnd,2003,1159999.96662
hnd,2004,1240000.00954
hnd,2005,2279999.97139
hnd,2006,449999.98808
hnd,2007,790000.02146
hnd,2008,1340000.03338
hnd,2009,1000000
hnd,2010,1259999.99046
hnd,2011,8539999.96185
hnd,2012,5076285.83908
hnd,2013,3258088.11188
hnd,2014,3490751.98174
hnd,2015,1932870.98408
hnd,2016,908654.98781
hnd,2017,-7374263.76343
hnd,2018,1256834.98383
hnd,2019,161135.00297
hnd,2020,1131364.9416
hnd,2021,579101.02606
hnd,2022,586526.98994
hnd,2023,671046.97227
hrv,1997,930000.00715
hrv,1998,379999.99523
hrv,1999,870000.00477
hrv,2000,1500000
hrv,2001,509999.99046
hrv,2002,129999.99523
hrv,2003,59999.99866
hrv,2004,79999.99821
hrv,2005,59999.99866
hrv,2006,39999.99911
hrv,2007,59999.99866
hrv,2008,519999.98093
hrv,2009,430000.00715
hrv,2010,370000.00477
hti,1991,19999.99955
hti,1994,59999.99866
hti,1996,39999.99911
hti,1998,29999.99933
hti,1999,70000.0003
hti,2000,50000.00075
hti,2001,70000.0003
hti,2002,129999.99523
hti,2003,59999.99866
hti,2004,389999.98569
hti,2005,159999.99642
hti,2006,310000.00238
hti,2007,90000.00358
hti,2008,1580000.04292
hti,2009,1220000.02861
hti,2010,12180000.30518
hti,2011,8239999.77112
hti,2012,2356472.96906
hti,2013,4471961.02142
hti,2014,801065.02771
hti,2015,780979.99096
hti,2016,106324.00215
hti,2017,58618.00164
hti,2018,17613.99955
hti,2019,43852.99981
hti,2020,71795.00163
hti,2021,1259551.04828
hun,1990,769999.98093
hun,1991,509999.99046
hun,1992,579999.98331
hun,1993,200000.00298
hun,1994,79999.99821
hun,1995,90000.00358
hun,1996,79999.99821
hun,1997,50000.00075
hun,1998,39999.99911
hun,1999,50000.00075
hun,2000,109999.9994
hun,2001,59999.99866
hun,2002,59999.99866
hun,2003,70000.0003
idn,1974,9999.99978
idn,1978,29999.99933
idn,1979,180000.00715
idn,1980,519999.98093
idn,1981,259999.99046
idn,1982,349999.99404
idn,1983,939999.99762
idn,1984,509999.99046
idn,1985,1440000.05722
idn,1986,1409999.96662
idn,1987,1799999.95232
idn,1988,3259999.99046
idn,1989,5780000.20981
idn,1990,2680000.06676
idn,1991,3079999.92371
idn,1992,1809999.94278
idn,1993,860000.01431
idn,1994,1559999.94278
idn,1995,779999.97139
idn,1996,579999.98331
idn,1997,360000.01431
idn,1998,319999.99285
idn,1999,1700000.04768
idn,2000,649999.97616
idn,2001,409999.99642
idn,2002,419999.98689
idn,2003,660000.02623
idn,2004,109999.9994
idn,2005,8460000.03815
idn,2006,5309999.94278
idn,2007,5469999.79019
idn,2008,1820000.05245
idn,2009,2130000.11444
idn,2010,1799999.95232
idn,2011,2730000.01907
idn,2012,3739093.06526
idn,2013,4457499.98093
idn,2014,4089109.89761
idn,2015,2868474.00665
idn,2016,1987084.03111
idn,2017,5242951.86996
idn,2018,14940760.61249
idn,2019,972801.02968
idn,2020,818809.98611
idn,2021,1171355.96275
idn,2022,697104.99048
idn,2023,937861.97901
ind,1971,720000.02861
ind,1972,219999.99881
ind,1974,9999.99978
ind,1975,9999.99978
ind,1976,19999.99955
ind,1977,9999.99978
ind,1979,29999.99933
ind,1981,70000.0003
ind,1982,219999.99881
ind,1983,150000.00596
ind,1984,629999.99523
ind,1985,430000.00715
ind,1986,689999.99762
ind,1987,920000.01669
ind,1988,1200000.04768
ind,1989,1190000.05722
ind,1990,2980000.01907
ind,1991,3700000.04768
ind,1992,5630000.11444
ind,1993,2240000.00954
ind,1994,2039999.96185
ind,1995,1710000.03815
ind,1996,1139999.98569
ind,1997,1039999.96185
ind,1998,1360000.01431
ind,1999,-319999.99285
ind,2000,1080000.04292
ind,2001,2079999.92371
ind,2002,2539999.96185
ind,2003,2420000.07629
ind,2004,-3369999.88556
ind,2005,5780000.20981
ind,2006,3910000.08583
ind,2007,3990000.00954
ind,2008,4320000.17166
ind,2009,7730000.01907
ind,2010,6119999.88556
ind,2011,1360000.01431
ind,2012,4401080.13153
ind,2013,4336349.01047
ind,2014,5368296.14639
ind,2015,1334236.97948
ind,2016,2163979.0535
ind,2017,1598346.94862
ind,2018,2150774.95575
ind,2019,964393.97335
ind,2020,1848134.04083
ind,2021,3766127.10953
ind,2022,2102267.98058
ind,2023,4734393.11981
irn,1972,9999.99978
irn,1973,9999.99978
irn,1974,70000.0003
irn,1975,29999.99933
irn,1976,29999.99933
irn,1983,50000.00075
irn,1984,90000.00358
irn,1985,50000.00075
irn,1986,70000.0003
irn,1987,9999.99978
irn,1988,330000.01311
irn,1989,740000.00954
irn,1990,2480000.01907
irn,1991,5750000
irn,1992,1899999.97616
irn,1993,1879999.99523
irn,1994,1000000
irn,1995,2200000.04768
irn,1996,1450000.04768
irn,1997,3609999.8951
irn,1998,1700000.04768
irn,1999,3319999.93324
irn,2000,1759999.99046
irn,2001,1700000.04768
irn,2002,1549999.95232
irn,2003,3259999.99046
irn,2004,2410000.08583
irn,2005,1639999.98569
irn,2006,1480000.01907
irn,2007,819999.99285
irn,2008,1879999.99523
irn,2010,29999.99933
irn,2011,29999.99933
irn,2012,35137.00143
irn,2013,35781.99819
irn,2014,32604.99984
irn,2018,48613.00066
irn,2019,51049.00151
irn,2020,43333.00143
irq,1972,9999.99978
irq,1973,39999.99911
irq,1975,29999.99933
irq,1976,9999.99978
irq,1978,29999.99933
irq,1979,39999.99911
irq,1980,29999.99933
irq,1981,29999.99933
irq,1982,29999.99933
irq,1983,59999.99866
irq,1984,50000.00075
irq,1985,50000.00075
irq,1986,79999.99821
irq,1987,9999.99978
irq,1988,159999.99642
irq,1990,2099999.90463
irq,1991,3990000.00954
irq,1992,2779999.97139
irq,1993,4710000.03815
irq,1994,1659999.96662
irq,1995,3079999.92371
irq,1996,2490000.00954
irq,1997,4840000.15259
irq,1998,4579999.92371
irq,1999,3950000.04768
irq,2000,3069999.93324
irq,2001,1440000.05722
irq,2002,1700000.04768
irq,2003,4210000.03815
irq,2004,8840000.15259
irq,2005,152860000.61035
irq,2006,1769999.98093
irq,2007,4289999.96185
irq,2008,8189999.58038
irq,2009,3450000.04768
irq,2010,3690000.05722
irq,2011,2009999.99046
irq,2012,211704.99921
irq,2013,1103906.03542
irq,2014,16709651.94702
irq,2015,2677854.06113
irq,2016,9891962.05139
irq,2017,5136844.15817
irq,2018,9231457.71027
irq,2019,2200632.09534
irq,2020,3376956.9397
irq,2021,4379270.07675
irq,2022,2735096.93146
irq,2023,2671041.96548
isr,1986,9999.99978
isr,1992,430000.00715
isr,1995,9999.99978
isr,1996,9999.99978
jam,1974,19999.99955
jam,1975,9999.99978
jam,1980,29999.99933
jam,1982,170000.00179
jam,1983,100000.00149
jam,1984,209999.99344
jam,1985,150000.00596
jam,1986,59999.99866
jam,1987,39999.99911
jam,1988,59999.99866
jam,1989,9999.99978
jam,1992,9999.99978
jam,1993,9999.99978
jam,2007,19999.99955
jam,2010,19999.99955
jam,2011,79999.99821
jam,2013,9957.99992
jor,1971,50000.00075
jor,1975,19999.99955
jor,1981,9999.99978
jor,1984,170000.00179
jor,1987,100000.00149
jor,1989,509999.99046
jor,1990,3940000.05722
jor,1991,860000.01431
jor,1992,750000
jor,1993,200000.00298
jor,1994,109999.9994
jor,1995,159999.99642
jor,1996,90000.00358
jor,1997,50000.00075
jor,1998,50000.00075
jor,1999,29999.99933
jor,2001,19999.99955
jor,2002,39999.99911
jor,2003,59999.99866
jor,2004,289999.99166
jor,2005,250000
jor,2006,389999.98569
jor,2007,200000.00298
jor,2008,250000
jor,2009,209999.99344
jor,2010,289999.99166
jor,2011,310000.00238
jor,2012,744102.00119
jor,2013,592489.00414
jor,2014,996670.00771
jor,2015,717786.01408
jor,2016,2236593.00804
jor,2017,2114315.98663
jor,2018,511022.98498
jor,2019,2711361.88507
jor,2020,319406.00276
jor,2021,342671.00692
jor,2022,208278.00035
jor,2023,1082270.02621
kaz,1995,100000.00149
kaz,1996,19999.99955
kaz,1999,39999.99911
kaz,2000,70000.0003
kaz,2001,50000.00075
kaz,2002,70000.0003
kaz,2004,170000.00179
kaz,2005,129999.99523
kaz,2006,100000.00149
kaz,2007,219999.99881
kaz,2008,100000.00149
kaz,2009,50000.00075
kaz,2010,70000.0003
kaz,2011,409999.99642
kaz,2012,355345.01076
kaz,2013,184706.00247
kaz,2014,75007.99745
kaz,2015,53808.99832
kaz,2016,5572.00005
kaz,2018,47759.00021
kaz,2019,23290.00086
kaz,2021,35477.9996
kaz,2022,14903.99987
kaz,2023,46305.00078
ken,1971,230000.00417
ken,1972,300000.01192
ken,1973,300000.01192
ken,1974,340000.00358
ken,1975,289999.99166
ken,1976,1289999.96185
ken,1977,2079999.92371
ken,1978,1289999.96185
ken,1979,1639999.98569
ken,1980,2619999.88556
ken,1981,3930000.06676
ken,1982,5289999.96185
ken,1983,6590000.15259
ken,1984,13359999.65668
ken,1985,13340000.15259
ken,1986,8989999.77112
ken,1987,14449999.80927
ken,1988,27659999.84741
ken,1989,25190000.53406
ken,1990,30229999.54224
ken,1991,34119998.93188
ken,1992,20600000.38147
ken,1993,7590000.15259
ken,1994,6019999.98093
ken,1995,6130000.11444
ken,1996,3279999.97139
ken,1997,4260000.22888
ken,1998,5199999.80927
ken,1999,4099999.90463
ken,2000,4039999.96185
ken,2001,5380000.11444
ken,2002,5260000.22888
ken,2003,5639999.86649
ken,2004,7840000.15259
ken,2005,7599999.90463
ken,2006,11199999.80927
ken,2007,13529999.73297
ken,2008,16340000.15259
ken,2009,18170000.07629
ken,2010,25760000.22888
ken,2011,21819999.69482
ken,2012,25729450.22583
ken,2013,29522607.80334
ken,2014,56867450.71411
ken,2015,20925277.70996
ken,2016,17330026.62659
ken,2017,16142276.76392
ken,2018,16260656.35681
ken,2019,9187282.56226
ken,2020,11978161.81183
ken,2021,10670804.97742
ken,2022,6719488.14392
ken,2023,20044677.73438
kgz,1995,19999.99955
kgz,1996,129999.99523
kgz,1997,389999.98569
kgz,1998,920000.01669
kgz,1999,1179999.94755
kgz,2000,430000.00715
kgz,2001,360000.01431
kgz,2002,59999.99866
kgz,2003,419999.98689
kgz,2004,1289999.96185
kgz,2005,1480000.01907
kgz,2006,730000.01907
kgz,2007,860000.01431
kgz,2008,589999.97377
kgz,2009,1500000
kgz,2010,2210000.03815
kgz,2011,1529999.97139
kgz,2012,1292543.05363
kgz,2013,578731.00042
kgz,2014,2297569.03648
kgz,2015,2565870.04662
kgz,2016,2279061.07903
kgz,2017,949229.002
kgz,2018,1498904.94347
kgz,2019,1168745.99457
kgz,2020,731579.00572
kgz,2021,787521.00468
kgz,2022,891471.02833
kgz,2023,1607879.9963
khm,1979,349999.99404
khm,1980,540000.02146
khm,1981,159999.99642
khm,1982,189999.99762
khm,1983,150000.00596
khm,1984,310000.00238
khm,1985,310000.00238
khm,1986,379999.99523
khm,1987,519999.98093
khm,1988,200000.00298
khm,1989,660000.02623
khm,1990,310000.00238
khm,1991,3160000.08583
khm,1992,949999.98808
khm,1993,449999.98808
khm,1994,19999.99955
khm,1995,400000.00596
khm,1996,569999.99285
khm,1997,1350000.02384
khm,1998,2299999.95232
khm,1999,2130000.11444
khm,2000,3650000.09537
khm,2001,2750000
khm,2002,2700000.04768
khm,2003,3880000.11444
khm,2004,4199999.80927
khm,2005,4269999.98093
khm,2006,4030000.20981
khm,2007,4639999.86649
khm,2008,5329999.92371
khm,2009,7880000.11444
khm,2010,4050000.19073
khm,2011,3079999.92371
khm,2012,3653633.11768
khm,2013,4546556.94962
khm,2014,2267858.02841
khm,2015,2659411.9072
khm,2016,971184.01527
khm,2017,1608296.99039
khm,2018,1938786.98349
khm,2019,1444229.96044
khm,2020,1645594.95449
khm,2021,1485975.02708
khm,2022,1072422.98126
khm,2023,1226737.97607
kir,1986,9999.99978
kna,1989,19999.99955
kna,2011,0
kor,1976,9999.99978
kor,1977,9999.99978
kor,1978,9999.99978
kor,1979,9999.99978
kor,1980,19999.99955
kor,1981,19999.99955
kor,1982,19999.99955
kor,1983,9999.99978
kor,1984,9999.99978
kor,1985,9999.99978
kor,1986,19999.99955
kor,1987,9999.99978
kor,1989,70000.0003
kor,1990,289999.99166
kor,1991,159999.99642
kor,1992,159999.99642
kor,1993,59999.99866
kor,1994,50000.00075
kos,2009,13050000.19073
kos,2010,3269999.98093
kos,2011,2359999.8951
kos,2012,3614908.93364
kos,2013,9956978.79791
kos,2014,1470597.98241
kos,2015,954469.02514
kos,2016,2656989.0976
kos,2017,1631378.05462
kos,2018,1041540.98034
kos,2019,797830.9989
kos,2020,932147.97974
kos,2021,867380.023
kos,2022,974882.00665
kos,2023,951704.02527
kwt,1989,140000.0006
kwt,1990,19999.99955
kwt,1991,59999.99866
kwt,1992,9999.99978
kwt,1993,90000.00358
lao,1989,59999.99866
lao,1992,119999.99732
lao,1994,39999.99911
lao,1995,1570000.05245
lao,1996,1429999.94755
lao,1997,1340000.03338
lao,1998,1299999.95232
lao,1999,2140000.1049
lao,2000,1909999.96662
lao,2001,1539999.96185
lao,2002,1330000.04292
lao,2003,1990000.00954
lao,2004,2549999.95232
lao,2005,2569999.93324
lao,2006,2390000.1049
lao,2007,3740000.00954
lao,2008,3059999.94278
lao,2009,6829999.92371
lao,2010,6519999.98093
lao,2011,9649999.61853
lao,2012,10064849.85352
lao,2013,7601925.84991
lao,2014,8324714.66064
lao,2015,5947226.04752
lao,2016,2765810.01282
lao,2017,1550660.96783
lao,2018,843392.0145
lao,2019,911589.02645
lao,2020,1125077.96288
lao,2021,1142117.02347
lao,2022,598546.98181
lao,2023,1001067.99603
lbn,1971,19999.99955
lbn,1972,39999.99911
lbn,1973,59999.99866
lbn,1974,39999.99911
lbn,1975,39999.99911
lbn,1976,239999.99464
lbn,1977,9999.99978
lbn,1978,50000.00075
lbn,1979,9999.99978
lbn,1980,19999.99955
lbn,1981,50000.00075
lbn,1982,1470000.02861
lbn,1983,500000
lbn,1984,259999.99046
lbn,1985,250000
lbn,1986,209999.99344
lbn,1987,579999.98331
lbn,1988,189999.99762
lbn,1989,310000.00238
lbn,1990,419999.98689
lbn,1991,400000.00596
lbn,1992,239999.99464
lbn,1993,180000.00715
lbn,1994,59999.99866
lbn,1995,29999.99933
lbn,1996,19999.99955
lbn,1997,100000.00149
lbn,1998,379999.99523
lbn,1999,109999.9994
lbn,2000,150000.00596
lbn,2001,79999.99821
lbn,2002,90000.00358
lbn,2003,59999.99866
lbn,2004,9999.99978
lbn,2005,70000.0003
lbn,2006,5230000.01907
lbn,2007,59999.99866
lbn,2008,569999.99285
lbn,2009,1909999.96662
lbn,2010,629999.99523
lbn,2011,730000.01907
lbn,2012,373194.99254
lbn,2013,1509469.98596
lbn,2014,12194562.91199
lbn,2015,1485558.98666
lbn,2016,891330.00374
lbn,2017,1848150.01488
lbn,2018,6260933.87604
lbn,2019,1602578.04394
lbn,2020,6338261.12747
lbn,2021,2331794.97719
lbn,2022,2192464.11324
lbn,2023,3837605.95322
lbr,1973,9999.99978
lbr,1974,29999.99933
lbr,1975,50000.00075
lbr,1976,9999.99978
lbr,1977,9999.99978
lbr,1980,9999.99978
lbr,1981,1240000.00954
lbr,1982,600000.02384
lbr,1986,9999.99978
lbr,1990,449999.98808
lbr,1991,1340000.03338
lbr,1992,509999.99046
lbr,1993,439999.99762
lbr,1994,670000.01669
lbr,1995,230000.00417
lbr,1996,740000.00954
lbr,1997,270000.01073
lbr,1998,569999.99285
lbr,1999,810000.00238
lbr,2000,550000.01192
lbr,2001,899999.97616
lbr,2002,460000.00834
lbr,2003,1470000.02861
lbr,2004,2759999.99046
lbr,2005,1710000.03815
lbr,2006,1340000.03338
lbr,2007,2049999.95232
lbr,2008,3079999.92371
lbr,2009,2119999.88556
lbr,2010,670000.01669
lbr,2011,1990000.00954
lbr,2012,1784494.99607
lbr,2013,1855926.03683
lbr,2014,289086.01403
lbr,2015,551321.98334
lbr,2016,476732.99909
lbr,2017,785906.9705
lbr,2018,152703.0021
lbr,2019,18806.99955
lbr,2020,170835.00326
lbr,2021,104541.0037
lbr,2022,189293.9955
lbr,2023,139945.99879
lby,1990,39999.99911
lby,1991,550000.01192
lby,2008,9999.99978
lby,2011,2289999.96185
lby,2012,318524.98651
lby,2013,349207.01385
lby,2014,1130820.98961
lby,2015,771394.01436
lby,2016,296470.99972
lby,2017,339208.99034
lby,2018,296909.00445
lby,2019,783918.97678
lby,2020,663932.97911
lby,2021,817525.02918
lby,2022,840252.99549
lby,2023,821852.98204
lca,1979,70000.0003
lca,2012,35941.00103
lca,2013,4647.00023
lca,2021,12408.99973
lca,2022,1865
lka,1974,29999.99933
lka,1975,70000.0003
lka,1976,19999.99955
lka,1978,59999.99866
lka,1979,159999.99642
lka,1980,389999.98569
lka,1981,2140000.1049
lka,1982,3380000.11444
lka,1983,4650000.09537
lka,1984,5329999.92371
lka,1985,5960000.03815
lka,1986,10260000.22888
lka,1987,14029999.73297
lka,1988,15199999.80927
lka,1989,19450000.76294
lka,1990,13609999.65668
lka,1991,13550000.19073
lka,1992,9569999.69482
lka,1993,6269999.98093
lka,1994,5099999.90463
lka,1995,1629999.99523
lka,1996,689999.99762
lka,1997,720000.02861
lka,1998,589999.97377
lka,1999,2660000.08583
lka,2000,839999.97377
lka,2001,620000.00477
lka,2002,419999.98689
lka,2003,959999.97854
lka,2004,540000.02146
lka,2005,4760000.22888
lka,2006,4619999.88556
lka,2007,5230000.01907
lka,2008,6019999.98093
lka,2009,5639999.86649
