geo,time,sl_tlf_advn_ma_zs
nor,2012,86.38
nor,2013,85.83
nor,2014,85.89
nor,2015,85.93
nor,2016,84.92
nor,2017,83.59
nor,2018,84.05
nor,2019,84.48
nor,2020,84.07
nor,2021,83.91
npl,2008,79.63
npl,2017,73.91
nru,2013,68.32
nzl,2013,68.94
nzl,2014,85.61
nzl,2015,86.21
nzl,2016,86.51
nzl,2017,85.84
nzl,2018,84.33
nzl,2019,86.58
nzl,2020,86.25
omn,2018,82.27
pak,2006,82.4
pak,2007,82.84
pak,2008,84.71
pak,2009,83.92
pak,2010,82.08
pak,2011,81.93
pak,2013,84.63
pak,2014,82.61
pak,2015,90.04
pak,2018,84.53
pak,2019,85.65
pak,2021,86.73
pan,1997,86.97
pan,2003,85.41
pan,2008,83.96
pan,2010,90.32
pan,2011,89.07
pan,2012,88.58
pan,2013,88.69
pan,2014,86.74
pan,2015,88.26
pan,2016,88.44
pan,2017,87.91
pan,2018,90.07
pan,2019,89.73
pan,2020,84.78
pan,2021,85.11
per,2002,91.57
per,2003,89.49
per,2004,91.43
per,2005,87.47
per,2006,90.48
per,2007,93.06
per,2008,92.88
per,2009,92.62
per,2010,91.97
per,2011,92.38
per,2012,93.45
per,2013,92.59
per,2014,92.32
per,2015,92.17
per,2016,92.46
per,2017,92.22
per,2018,92.97
per,2019,91.94
per,2020,86.04
per,2021,88.99
phl,2009,74.81
phl,2010,74.73
phl,2011,74.64
phl,2012,72.78
phl,2014,71.93
phl,2015,71.05
phl,2016,71.53
phl,2017,68.4
phl,2018,70.36
plw,2000,79.69
plw,2014,84.82
png,2010,69.22
pol,1997,84.68
pol,1998,83.73
pol,1999,85.1
pol,2000,84.02
pol,2001,84.14
pol,2002,83.34
pol,2003,82.73
pol,2004,81.66
pol,2005,83.93
pol,2006,80.81
pol,2007,81.45
pol,2008,82.26
pol,2009,83.51
pol,2010,82.87
pol,2011,82.89
pol,2012,83.24
pol,2013,83.5
pol,2014,83.58
pol,2015,83.51
pol,2016,83.99
pol,2017,84.47
pol,2018,84.61
pol,2019,84.41
pol,2020,83.76
pol,2021,84.64
pri,2015,67.87
prt,1992,90.86
prt,1993,91.31
prt,1994,89.82
prt,1995,89.36
prt,1996,89.5
prt,1997,85.58
prt,1998,88.93
prt,1999,92.07
prt,2000,91.27
prt,2001,89.95
prt,2002,90.04
prt,2003,90.57
prt,2004,89.28
prt,2005,89.19
prt,2006,85.6
prt,2007,86.21
prt,2008,86.68
prt,2009,84.79
prt,2010,82.59
prt,2011,83.58
prt,2012,81.67
prt,2013,80.82
prt,2014,81.99
prt,2015,82.6
prt,2016,84.24
prt,2017,83.37
prt,2018,83.83
prt,2019,84.62
prt,2020,82.54
prt,2021,84.04
pry,1998,93.74
pry,1999,95.03
pry,2001,95.19
pry,2002,87.4
pry,2003,92.07
pry,2004,92.86
pry,2005,92.04
pry,2006,92.53
pry,2007,91.18
pry,2008,92.89
pry,2009,91.27
pry,2010,91.71
pry,2011,91.01
pry,2012,90.84
pry,2013,91.92
pry,2014,89.48
pry,2015,90.26
pry,2016,89.83
pry,2017,92.36
pse,2000,87.72
pse,2001,85.53
pse,2002,82.89
pse,2003,84.55
pse,2004,83.65
pse,2005,85.83
pse,2006,83.87
pse,2007,84.71
pse,2008,82.97
pse,2009,83.32
pse,2010,84.86
pse,2011,84.82
pse,2012,84.6
pse,2013,84.7
pse,2014,84.43
pse,2015,87.1
pse,2016,86.59
pse,2017,87.33
pse,2018,85.16
pse,2019,85.51
pse,2020,82.72
pse,2021,85.08
qat,2013,96.84
qat,2014,100
qat,2015,96.35
qat,2017,96.89
qat,2019,96.94
qat,2020,97.71
rou,1997,81.88
rou,1998,82.23
rou,1999,81.25
rou,2000,81.63
rou,2001,81.65
rou,2002,80.02
rou,2003,78.8
rou,2004,83.49
rou,2005,82.37
rou,2006,81.99
rou,2007,81.51
rou,2008,81.26
rou,2009,81.19
rou,2010,80.76
rou,2011,81.05
rou,2012,81.45
rou,2013,82
rou,2014,81.86
rou,2015,83.31
rou,2016,83.47
rou,2017,83.88
rou,2018,83.89
rou,2019,83.6
rou,2020,83.26
rou,2021,82.91
rus,2010,74.64
rus,2011,74.98
rus,2012,74.93
rus,2013,75.3
rus,2014,76.51
rus,2015,76.74
rus,2016,77.33
rus,2017,73.68
rus,2018,73.96
rus,2019,73.94
rus,2020,73.51
rwa,2014,94.7
rwa,2017,73.87
rwa,2018,67.37
rwa,2019,69.87
rwa,2020,74.82
sau,2017,92.86
sau,2018,93.08
sau,2019,92.76
sau,2020,92.79
sdn,2011,69.52
sen,2011,60.8
sen,2015,71.59
sen,2016,67.05
sen,2017,62.44
sen,2018,79.67
sen,2019,56.61
sgp,2009,93.3
sgp,2010,94.1
sgp,2014,93.25
sgp,2021,89.18
slb,2013,96.85
sle,2014,74.87
sle,2018,78
slv,2010,90.47
slv,2011,92.71
slv,2012,90.01
slv,2013,92.09
slv,2014,90.54
slv,2015,85.67
slv,2016,88.48
slv,2017,85.5
slv,2018,87.84
slv,2019,85.53
slv,2020,85.18
smr,2016,70.09
smr,2019,95.37
som,2019,72.38
srb,2008,63.74
srb,2009,60.36
srb,2010,59.64
srb,2011,59.62
srb,2012,58.25
srb,2013,61.18
srb,2014,67.88
srb,2015,68.5
srb,2016,69.52
srb,2017,71.55
srb,2018,72.1
srb,2019,71.04
srb,2020,69.89
srb,2021,73.31
sur,2014,85.79
sur,2016,84.34
svk,1998,88.49
svk,1999,86.2
svk,2000,85.91
svk,2001,86.2
svk,2002,87.6
svk,2003,88.18
svk,2004,86.68
svk,2005,86.92
svk,2006,82.67
svk,2007,81.86
svk,2008,83.27
svk,2009,80.14
svk,2010,80.66
svk,2011,79.09
svk,2012,77.44
svk,2013,78.73
svk,2014,78.6
svk,2015,78.22
svk,2016,77.07
svk,2017,77.37
svk,2018,77.99
svk,2019,79.22
svk,2020,79.02
svk,2021,78.09
svn,1996,78.53
svn,1997,77.2
svn,1998,78.84
svn,1999,81.55
svn,2000,76.02
svn,2001,77.95
svn,2002,80.12
svn,2003,81.07
svn,2004,80.11
svn,2005,81.54
svn,2006,78.65
svn,2007,78.88
svn,2008,77.82
svn,2009,78.39
svn,2010,79.1
svn,2011,78.62
svn,2012,76.71
svn,2013,75.94
svn,2014,76.29
svn,2015,76.66
svn,2016,76.39
svn,2017,78.04
svn,2018,79.48
svn,2019,79.56
svn,2020,79.01
svn,2021,78.57
swe,1995,86.33
swe,1996,88.74
swe,1997,82.41
swe,1998,82.43
swe,1999,83.24
swe,2000,81.28
swe,2001,81.83
swe,2002,83.37
swe,2003,84.43
swe,2004,83.85
swe,2005,85.82
swe,2006,84.28
swe,2007,84.98
swe,2008,85.4
swe,2009,85.48
swe,2010,85.21
swe,2011,84.28
swe,2012,85
swe,2013,85.07
swe,2014,85.07
swe,2015,84.38
swe,2016,85.03
swe,2017,85.69
swe,2018,85.29
swe,2019,85.37
swe,2020,85.6
swe,2021,80.32
swz,2016,86.22
syc,2014,90.97
syc,2015,91
syc,2016,89.9
syc,2017,90.52
syc,2018,88.64
syc,2019,87.73
syc,2020,84.92
tcd,2018,73.22
tgo,2006,69.79
tgo,2011,68.96
tgo,2015,71.16
tgo,2017,82.8
tha,2010,89.59
tha,2011,89.17
tha,2012,90.09
tha,2013,88.27
tha,2014,87.95
tha,2015,87.16
tha,2016,85.87
tha,2017,85.91
tha,2018,85.39
tha,2019,83.75
tha,2020,83.04
tjk,2003,81.62
tjk,2007,80.8
tjk,2009,77.99
tls,2010,66.94
tls,2013,75.19
tls,2016,76.31
ton,2018,82.41
tto,2010,75.09
tto,2011,68.7
tto,2012,72.04
tto,2013,74.7
tto,2014,73.48
tto,2015,73.12
tto,2016,72.44
tun,2005,70.16
tun,2006,72.52
tun,2007,72.67
tun,2008,72.21
tun,2009,73.44
tun,2010,74.21
tun,2011,75.82
tun,2012,68.53
tun,2013,67.2
tun,2014,60.93
tun,2015,73.09
tun,2016,71.02
tun,2017,72.57
tur,2004,84.18
tur,2005,83.47
tur,2006,81.81
tur,2007,81.82
tur,2008,81.93
tur,2009,82.24
tur,2010,83.6
tur,2011,84.65
tur,2012,84.41
tur,2013,85.5
tur,2014,85
tur,2015,86.15
tur,2016,86.37
tur,2017,86.42
tur,2018,86.04
tur,2019,85.81
tur,2020,83.27
tuv,2016,89.62
tza,2001,100
tza,2006,95.12
tza,2011,82.7
tza,2012,97.17
tza,2013,67.35
tza,2014,97.14
tza,2020,28.7
uga,2012,90.68
uga,2013,97.61
uga,2017,71.16
ukr,2014,80.02
ukr,2015,80.39
ukr,2016,79.74
ukr,2017,79.63
ukr,2018,80.02
ukr,2019,75.46
ukr,2020,74.58
ury,1998,80.22
ury,1999,81.11
ury,2000,80.28
ury,2001,85.67
ury,2002,84.1
ury,2003,84.83
ury,2004,83.33
ury,2005,84.47
ury,2006,85.87
ury,2007,86.98
ury,2008,86.14
ury,2009,86.86
ury,2010,86.59
ury,2011,87.53
ury,2012,86.72
ury,2013,86.52
ury,2014,87.43
ury,2015,87.17
ury,2016,87.69
ury,2017,86.88
ury,2018,86.83
ury,2019,86.3
usa,1994,86.47
usa,1995,86.11
usa,1996,85.51
usa,1997,85.36
usa,1998,85.27
usa,1999,84.83
usa,2000,84.55
usa,2001,84.56
usa,2002,84.1
usa,2003,83.22
usa,2004,83.02
usa,2005,83.01
usa,2006,82.86
usa,2007,82.78
usa,2008,82.38
usa,2009,81.76
usa,2010,81.11
usa,2011,80.65
usa,2012,80.25
usa,2013,79.55
usa,2014,78.93
usa,2015,78.6
usa,2016,78.34
usa,2017,77.81
usa,2018,77.59
usa,2019,77.51
usa,2020,76.15
usa,2021,75.83
uzb,2020,65.12
ven,2005,78.64
ven,2006,78.92
ven,2007,77.63
ven,2008,76.78
ven,2009,76.66
ven,2010,77.34
ven,2011,76.51
ven,2012,75.74
ven,2016,76.19
ven,2017,81.05
vnm,2010,86.64
vnm,2011,87.09
vnm,2012,86.36
vnm,2013,86.96
vnm,2014,87.76
vnm,2015,87.93
vnm,2016,87.68
vnm,2017,87.5
vnm,2018,87.67
vnm,2019,87.28
vnm,2020,87.24
vnm,2021,85.73
vut,2006,86.17
vut,2010,87.55
vut,2019,80.58
wsm,2012,72.42
wsm,2017,84.06
yem,2010,94.31
yem,2014,90.75
zaf,2000,86.87
zaf,2001,87.22
zaf,2002,88.33
zaf,2003,89.21
zaf,2004,85.98
zaf,2005,83.13
zaf,2006,85.63
zaf,2007,87.59
zaf,2008,90.33
zaf,2009,89.45
zaf,2010,88.29
zaf,2011,88.72
zaf,2013,89.55
zaf,2014,88.39
zaf,2015,87.15
zaf,2016,86.63
zaf,2017,88.24
zaf,2018,87.43
zaf,2019,86.12
zaf,2020,82.5
zaf,2021,84.82
zmb,2017,80.69
zmb,2018,84.74
zmb,2019,83.3
zmb,2020,86.94
zwe,2011,94.93
zwe,2014,94.66
zwe,2019,74.76
