geo,time,fm_lbl_bmny_ir_zs
chl,1975,4.45027
chl,1976,3.48234
chl,1977,3.80611
chl,1978,2.30144
chl,1979,1.85387
chl,1980,1.89524
chl,1981,2.4886
chl,1982,2.72296
chl,1983,3.3446
chl,1984,3.14052
chl,1985,2.75595
chl,1986,2.302
chl,1987,2.40284
chl,1988,2.4109
chl,1989,2.62764
chl,1990,1.82311
chl,1991,1.77986
chl,1992,1.69893
chl,1993,1.79228
chl,1994,1.44636
chl,1995,1.7693
chl,1996,1.94084
chl,1997,2.05349
chl,1998,2.36598
chl,1999,2.61998
chl,2000,2.68408
chl,2001,4.35219
chl,2002,3.98805
chl,2003,3.82989
chl,2004,4.71418
chl,2005,5.39151
chl,2006,5.92291
chl,2007,8.21744
chl,2008,6.02172
chl,2009,4.8823
chl,2010,5.24142
chl,2011,4.51169
chl,2012,4.97681
chl,2013,5.54255
chl,2014,5.31754
chl,2015,5.29318
chl,2016,5.12187
chl,2017,5.5767
chl,2018,5.76207
chl,2019,5.77393
chl,2020,6.0634
chl,2021,5.767
chl,2022,6.82103
chl,2023,6.13484
chn,1977,10.36824
chn,1978,8.12771
chn,1979,6.62989
chn,1980,6.90028
chn,1981,7.76544
chn,1982,5.04196
chn,1983,5.24104
chn,1984,6.03896
chn,1985,9.82243
chn,1986,11.20866
chn,1987,7.94624
chn,1988,8.31838
chn,1989,10.00451
chn,1990,8.14269
chn,1991,6.72734
chn,1992,15.36675
chn,1993,16.26532
chn,1994,9.4217
chn,1995,9.05913
chn,1996,8.19168
chn,1997,7.5672
chn,1998,8.34216
chn,1999,9.0585
chn,2000,9.56159
chn,2001,8.58734
chn,2002,7.18093
chn,2003,6.12537
chn,2004,4.70181
chn,2005,4.1541
chn,2006,4.01056
chn,2007,3.42946
chn,2008,3.47819
chn,2009,3.64166
chn,2010,3.67956
chn,2011,4.04942
chn,2012,4.55569
chn,2013,4.6025
chn,2014,5.12685
chn,2015,6.56544
chn,2016,7.53106
chn,2017,7.66272
chn,2018,8.55373
chn,2019,8.76794
chn,2020,9.27014
chn,2021,10.59672
chn,2022,11.74127
chn,2023,11.75872
cmr,1960,3.17239
cmr,1961,3.012
cmr,1962,2.88429
cmr,1963,2.43024
cmr,1964,2.63509
cmr,1965,3.55388
cmr,1966,3.29574
cmr,1967,4.92802
cmr,1968,3.49443
cmr,1969,3.35782
cmr,1970,2.09594
cmr,1971,2.607
cmr,1972,5.27654
cmr,1973,6.23039
cmr,1974,5.06892
cmr,1975,17.45869
cmr,1976,12.89046
cmr,1977,16.90855
cmr,1978,17.12361
cmr,1979,8.79537
cmr,1980,7.33952
cmr,1981,15.61024
cmr,1982,18.44208
cmr,1983,9.54088
cmr,1984,27.09885
cmr,1985,13.72356
cmr,1986,34.27795
cmr,1987,29.15169
cmr,1988,12.48809
cmr,1989,24.45916
cmr,1990,70.5277
cmr,1991,47.75272
cmr,1992,74.88745
cmr,1993,136.28243
cmr,1994,90.58539
cmr,1995,84.52343
cmr,1996,82.39119
cmr,1997,123.95994
cmr,1998,127.42205
cmr,1999,104.52467
cmr,2000,6.43015
cmr,2001,4.09278
cmr,2002,2.78283
cmr,2003,3.33033
cmr,2004,3.04623
cmr,2005,2.81084
cmr,2006,1.70538
cmr,2007,1.26559
cmr,2008,1.45763
cmr,2009,1.26709
cmr,2010,1.38302
cmr,2011,1.82117
cmr,2012,1.58953
cmr,2013,1.78305
cmr,2014,2.21343
cmr,2015,1.80197
cmr,2016,2.99912
cmr,2017,2.24682
cmr,2018,2.47193
cod,1963,18.30667
cod,1964,8.53567
cod,1965,18.51068
cod,1966,24.1512
cod,1967,4.91157
cod,1968,2.16026
cod,1969,1.70118
cod,1970,2.19587
cod,1971,2.91431
cod,1972,2.50064
cod,1973,2.22417
cod,1974,4.70028
cod,1975,12.99717
cod,1976,11.22222
cod,1977,7.97796
cod,1978,11.40925
cod,1979,3.3719
cod,1980,2.99475
cod,1981,3.75763
cod,1982,6.5078
cod,1983,29.56598
cod,1984,1.85029
cod,1985,1.48038
cod,1986,1.44734
cod,1987,1.61393
cod,1988,2.51961
cod,1989,2.72839
cod,1990,4.62365
cod,1991,7.15996
cod,1992,7.82919
cod,1993,59.95251
cod,1994,3.72067
cod,1995,2.4163
cod,2000,7.91999
cod,2001,2.57624
cod,2002,3.4474
cod,2003,2.88974
cod,2004,2.20681
cod,2005,4.13134
cod,2006,5.55744
cod,2007,6.48516
cod,2008,21.5939
cod,2009,1.74915
cod,2010,1.67864
cod,2011,2.06035
cod,2012,1.92975
cod,2013,2.22917
cod,2014,2.73854
cod,2015,3.83262
cod,2016,7.34488
cod,2017,6.92856
cod,2018,8.87678
cog,1960,6.2143
cog,1961,11.18678
cog,1962,3.52618
cog,1963,20.5034
cog,1964,51.18662
cog,1965,5.01429
cog,1966,5.50351
cog,1967,15.18767
cog,1968,6.2095
cog,1969,7.99871
cog,1970,5.70001
cog,1971,5.11178
cog,1972,6.21309
cog,1973,10.60937
cog,1974,4.45644
cog,1975,9.89994
cog,1976,11.67594
cog,1977,9.78969
cog,1978,14.48602
cog,1979,4.41274
cog,1980,3.14908
cog,1981,2.66679
cog,1982,8.43047
cog,1983,25.82609
cog,1984,37.53858
cog,1985,43.837
cog,1986,34.21963
cog,1987,53.14646
cog,1988,48.52201
cog,1989,40.9743
cog,1990,58.8496
cog,1991,63.38427
cog,1992,82.85038
cog,1993,77.18857
cog,1994,5.25141
cog,1995,5.01396
cog,1996,3.78567
cog,1997,5.47226
cog,1998,73.74826
cog,1999,8.04581
cog,2000,2.09135
cog,2001,4.48584
cog,2002,10.83835
cog,2003,11.44915
cog,2004,4.78669
cog,2005,1.08439
cog,2006,0.6425
cog,2007,0.69183
cog,2008,0.55538
cog,2009,0.56347
cog,2010,0.60486
cog,2011,0.69103
cog,2012,0.77712
cog,2013,0.85894
cog,2014,1.04111
cog,2015,1.70609
cog,2016,4.49748
cog,2017,7.63179
cog,2018,6.72633
cog,2019,3.11579
cog,2020,3.13631
cog,2021,4.80948
cog,2022,4.61827
cog,2023,6.08227
col,1960,4.80771
col,1961,7.16246
col,1962,13.68356
col,1963,11.83717
col,1964,11.67695
col,1965,12.46755
col,1966,13.85425
col,1967,14.33411
col,1968,6.89049
col,1969,6.38542
col,1970,7.38349
col,1971,7.62289
col,1972,5.38133
col,1973,3.91933
col,1974,5.68338
col,1975,5.21587
col,1976,3.20336
col,1977,2.59545
col,1978,2.23738
col,1979,1.43423
col,1980,1.48569
col,1981,1.89878
col,1982,2.19773
col,1983,3.68051
col,1984,6.9888
col,1985,4.96568
col,1987,2.85101
col,1988,2.44834
col,1990,2.37
col,1991,1.79503
col,1992,1.98939
col,1993,2.35093
col,1994,3.23772
col,1995,3.60372
col,1996,3.2666
col,1997,3.68782
col,1998,3.71784
col,1999,3.6494
col,2000,2.86344
col,2001,2.73291
col,2002,2.47975
col,2003,2.36907
col,2004,2.49588
col,2005,3.00946
col,2006,3.38405
col,2007,3.3226
col,2008,3.68424
col,2009,3.43483
col,2010,3.8712
col,2011,4.16429
col,2012,4.28287
col,2013,4.01737
col,2014,3.77728
col,2015,3.11071
col,2016,2.99535
col,2017,3.24393
col,2018,3.35095
col,2019,2.98798
col,2020,2.69327
col,2021,2.99899
col,2022,2.98055
col,2023,2.98769
com,1982,1.79788
com,1983,2.05675
com,1984,4.48812
com,1985,1.5533
com,1986,1.41188
com,1987,1.17893
com,1988,1.78906
com,1989,1.50761
com,1990,1.90189
com,1991,1.92473
com,1992,2.32501
com,1993,1.57069
com,1994,1.00708
com,1995,1.04072
com,1996,0.98221
com,1997,1.0326
com,1998,0.90688
com,1999,1.08511
com,2000,0.92699
com,2001,0.95039
com,2002,0.87041
com,2003,0.86435
com,2004,0.83911
com,2005,1.08524
com,2006,1.12993
com,2007,1.07838
com,2008,1.34779
com,2009,1.08165
com,2010,1.2682
com,2011,1.36564
com,2012,1.17002
com,2013,1.39364
com,2014,1.53255
com,2015,1.27918
com,2016,1.77033
com,2017,1.41068
com,2018,1.66923
com,2019,1.65242
com,2020,1.30647
com,2021,1.43181
com,2022,1.59043
com,2023,1.56128
cpv,1976,1.038
cpv,1977,1.00443
cpv,1978,1.18102
cpv,1979,1.18095
cpv,1980,1.4073
cpv,1981,1.45846
cpv,1982,1.35398
cpv,1983,1.20934
cpv,1984,1.211
cpv,1985,0.95178
cpv,1986,1.22913
cpv,1987,0.96311
cpv,1988,1.02181
cpv,1989,1.12551
cpv,1990,1.3526
cpv,1991,1.71529
cpv,1992,2.00983
cpv,1993,4.23248
cpv,1994,6.39615
cpv,1995,8.86309
cpv,1996,12.33847
cpv,1997,17.15946
cpv,1998,38.56427
cpv,1999,8.16871
cpv,2000,12.30978
cpv,2001,8.13407
cpv,2002,5.75713
cpv,2003,6.24278
cpv,2004,5.05519
cpv,2005,4.68262
cpv,2006,3.81783
cpv,2007,3.22032
cpv,2008,3.73771
cpv,2009,3.30694
cpv,2010,3.48744
cpv,2011,4.32445
cpv,2012,3.80389
cpv,2013,3.48191
cpv,2014,3.48183
cpv,2015,3.19314
cpv,2016,2.97824
cpv,2017,2.9993
cpv,2018,3.24383
cpv,2019,2.73968
cpv,2020,2.90445
cpv,2021,2.96795
cpv,2022,2.9448
cpv,2023,2.80676
cri,1960,7.40753
cri,1961,14.58771
cri,1962,7.36761
cri,1963,6.56764
cri,1964,5.92215
cri,1965,5.95028
cri,1966,7.11795
cri,1967,8.94183
cri,1968,7.70354
cri,1969,6.18954
cri,1970,11.76971
cri,1971,9.18038
cri,1972,7.33925
cri,1973,7.20136
cri,1974,8.16289
cri,1975,10.01041
cri,1976,7.43495
cri,1977,4.9908
cri,1978,6.10003
cri,1979,10.69339
cri,1980,10.29571
cri,1981,10.44802
cri,1982,4.42901
cri,1983,4.01821
cri,1984,3.65234
cri,1985,2.88857
cri,1986,3.01731
cri,1987,3.30693
cri,1988,2.93803
cri,1989,2.90498
cri,1990,4.65978
cri,1991,2.63283
cri,1992,2.68237
cri,1993,2.89461
cri,1994,3.66759
cri,1995,2.86998
cri,1996,3.87832
cri,1997,1.49734
cri,1998,1.93311
cri,1999,1.64948
cri,2000,2.10175
cri,2001,4.965
cri,2002,4.79325
cri,2003,4.40413
cri,2004,4.71152
cri,2005,4.58087
cri,2006,3.90157
cri,2007,3.52278
cri,2008,4.58755
cri,2009,4.29962
cri,2010,4.15808
cri,2011,4.43558
cri,2012,3.40071
cri,2013,3.50857
cri,2014,3.78373
cri,2015,3.64883
cri,2016,3.81796
cri,2017,3.94214
cri,2018,3.77582
cri,2019,3.23912
cri,2020,4.73397
cri,2021,5.069
cri,2022,3.84173
cri,2023,3.10266
cze,1993,5.25567
cze,1994,4.19781
cze,1995,2.79942
cze,1996,3.25346
cze,1997,3.69302
cze,1998,2.97959
cze,1999,2.78684
cze,2000,2.85012
cze,2001,2.92152
cze,2002,1.84115
cze,2003,2.00269
cze,2004,2.2359
cze,2005,2.56298
cze,2006,2.88365
cze,2007,3.35972
cze,2008,4.27733
cze,2009,3.41556
cze,2010,3.40172
cze,2011,3.97841
cze,2012,3.38198
cze,2013,2.8581
cze,2014,2.94442
cze,2015,2.26647
cze,2016,1.82815
cze,2017,1.22195
cze,2018,1.45108
cze,2019,1.39076
cze,2020,1.36294
cze,2021,1.49081
cze,2022,1.82092
cze,2023,1.98343
dji,1984,4.7833
dji,1985,4.99564
dji,1986,5.28302
dji,1987,4.5773
dji,1988,4.84836
dji,1989,5.40329
dji,1990,3.53474
dji,1991,3.44388
dji,1992,3.9108
dji,1993,4.38282
dji,1994,4.62586
dji,1995,4.97826
dji,1996,4.32112
dji,1997,4.76913
dji,1998,4.58095
dji,1999,4.14571
dji,2000,4.3657
dji,2001,4.52721
dji,2002,4.9958
dji,2003,4.33049
dji,2004,5.25657
dji,2005,6.15975
dji,2006,5.10015
dji,2007,5.02634
dji,2008,4.58142
dji,2009,3.89022
dji,2010,4.23922
dji,2011,4.13091
dji,2012,4.66602
dji,2013,2.91928
dji,2014,3.36022
dji,2015,4.30962
dji,2016,4.19777
dji,2017,3.74951
dji,2018,4.33449
dji,2019,4.26727
dji,2020,3.72495
dji,2021,4.57493
dji,2022,4.48987
dji,2023,5.6762
dma,1975,48.91965
dma,1976,13.45416
dma,1977,7.49768
dma,1978,10.37765
dma,1979,2.92228
dma,1980,5.79629
dma,1981,9.84834
dma,1982,8.23209
dma,1983,26.47549
dma,1984,8.64858
dma,1985,14.51585
dma,1986,5.68573
dma,1987,3.8358
dma,1988,5.5302
dma,1989,7.26021
dma,1990,6.96898
dma,1991,6.48687
dma,1992,6.43949
dma,1993,6.52613
dma,1994,8.85797
dma,1995,7.44861
dma,1996,7.65473
dma,1997,7.691
dma,1998,6.85205
dma,1999,6.52415
dma,2000,6.78845
dma,2001,6.72139
dma,2002,5.04864
dma,2003,5.21658
dma,2004,6.26933
dma,2005,5.69085
dma,2006,4.93511
dma,2007,5.66368
dma,2008,6.56344
dma,2009,5.28056
dma,2010,5.37456
dma,2011,5.17529
dma,2012,4.94142
dma,2013,5.53113
dma,2014,4.98205
dma,2015,4.14505
dma,2016,2.50201
dma,2017,3.06534
dma,2018,3.45456
dma,2019,3.75745
dma,2020,3.1026
dma,2021,2.74521
dma,2022,2.53164
dma,2023,2.80606
dnk,1960,10.4404
dnk,1961,11.62849
dnk,1962,14.01572
dnk,1963,8.5645
dnk,1964,6.88156
dnk,1965,8.29972
dnk,1966,9.20854
dnk,1967,11.16937
dnk,1968,13.27336
dnk,1969,15.48761
dnk,1970,14.86111
dnk,1971,10.89138
dnk,1972,10.68955
dnk,1973,8.68997
dnk,1974,11.34776
dnk,1975,17.28526
dnk,1976,17.871
dnk,1977,11.20129
dnk,1978,6.91792
dnk,1979,7.01389
dnk,1980,6.85687
dnk,1981,8.18125
dnk,1982,8.24655
dnk,1983,6.81298
dnk,1984,8.51926
dnk,1985,5.80467
dnk,1986,8.85253
dnk,1987,5.75512
dnk,1988,5.85925
dnk,1989,8.86093
dnk,1990,7.00596
dnk,1991,9.89746
dnk,1992,7.17304
dnk,1993,8.47235
dnk,1994,8.79042
dnk,1995,8.80613
dnk,1996,7.26656
dnk,1997,5.12645
dnk,1998,6.448
dnk,1999,4.25519
dnk,2000,5.0832
dnk,2001,4.53335
dnk,2002,3.18157
dnk,2003,2.72093
dnk,2004,2.91811
dnk,2005,3.92303
dnk,2006,4.82792
dnk,2007,5.59703
dnk,2008,5.1849
dnk,2009,2.84729
dnk,2010,2.932
dnk,2011,2.60193
dnk,2012,2.33085
dnk,2013,2.20372
dnk,2014,2.95962
dnk,2015,3.13854
dnk,2016,2.9547
dnk,2017,2.70351
dnk,2018,3.04338
dnk,2019,3.23614
dnk,2020,3.32577
dnk,2021,3.03251
dnk,2022,2.5329
dnk,2023,2.39515
dom,1960,4.97051
dom,1961,14.0088
dom,1962,7.10082
dom,1963,3.75296
dom,1964,3.55864
dom,1965,3.852
dom,1966,3.7922
dom,1967,4.9884
dom,1968,5.62654
dom,1969,5.93514
dom,1970,8.93894
dom,1971,6.43989
dom,1972,7.56307
dom,1973,6.37492
dom,1974,8.23348
dom,1975,8.24572
dom,1976,7.8748
dom,1977,6.36153
dom,1978,7.28063
dom,1979,4.97529
dom,1980,5.91658
dom,1981,6.50353
dom,1982,12.04192
dom,1983,11.95991
dom,1984,11.49197
dom,1985,3.34838
dom,1986,5.19622
dom,1987,9.16546
dom,1988,6.07044
dom,1989,11.69712
dom,1990,30.00111
dom,1991,4.21283
dom,1992,4.76622
dom,1993,4.37982
dom,1994,12.28622
dom,1995,9.76896
dom,1996,11.91878
dom,1997,12.27224
dom,1998,10.75365
dom,1999,8.82721
dom,2000,11.16064
dom,2001,8.51857
dom,2002,19.83674
dom,2003,37.77159
dom,2004,10.35043
dom,2005,6.59363
dom,2006,5.38877
dom,2007,4.73549
dom,2008,5.41888
dom,2009,4.44454
dom,2010,4.50724
dom,2011,4.61897
dom,2012,5.68783
dom,2013,4.53523
dom,2014,4.59817
dom,2015,4.60128
dom,2016,4.23938
dom,2017,4.02279
dom,2018,3.66784
dom,2019,3.43932
dom,2020,3.10834
dom,2021,2.88483
dom,2022,2.85606
dom,2023,2.99909
dza,1964,4.95452
dza,1965,5.81291
dza,1966,4.28632
dza,1967,3.43201
dza,1968,3.86744
dza,1969,5.73227
dza,1970,7.51778
dza,1971,5.27532
dza,1972,6.32398
dza,1973,3.36673
dza,1974,2.49077
dza,1975,4.50759
dza,1976,4.18511
dza,1977,4.83581
dza,1978,5.26677
dza,1979,3.7484
dza,1980,3.45074
dza,1981,4.27615
dza,1982,6.03828
dza,1983,8.64009
dza,1984,12.26662
dza,1985,9.58642
dza,1986,12.56403
dza,1987,12.24408
dza,1988,15.52436
dza,1989,13.12507
dza,1990,14.17734
dza,1991,6.48895
dza,1992,7.5158
dza,1993,6.84511
dza,1994,4.00541
dza,1995,3.72775
dza,1996,2.46066
dza,1997,1.79822
dza,1998,2.41597
dza,1999,3.34036
dza,2000,1.52898
dza,2001,1.58582
dza,2002,1.41555
dza,2003,1.20242
dza,2004,1.10682
dza,2005,0.93885
dza,2006,0.82293
dza,2007,0.75246
dza,2008,0.72726
dza,2009,0.64718
dza,2010,0.65306
dza,2011,0.71136
dza,2012,0.70825
dza,2013,0.74692
dza,2014,0.90996
dza,2015,0.90377
dza,2016,1.04515
dza,2017,1.28691
dza,2018,1.63292
dza,2019,1.92677
dza,2020,2.35438
dza,2021,2.6447
dza,2022,2.24994
dza,2023,2.20533
ecu,1960,4.39184
ecu,1961,3.83575
ecu,1962,3.51073
ecu,1963,3.068
ecu,1964,3.52211
ecu,1965,4.04337
ecu,1966,3.67326
ecu,1967,3.75224
ecu,1968,5.18905
ecu,1969,5.63176
ecu,1970,4.29445
ecu,1971,6.24091
ecu,1972,3.2481
ecu,1973,2.44113
ecu,1974,2.35476
ecu,1975,3.25338
ecu,1976,2.6085
ecu,1977,2.42588
ecu,1978,2.42761
ecu,1979,2.38025
ecu,1980,2.30158
ecu,1981,4.05207
ecu,1982,6.14178
ecu,1983,3.0613
ecu,1984,3.98336
ecu,1985,2.97086
ecu,1986,2.51918
ecu,1987,2.7829
ecu,1988,2.69205
ecu,1989,1.99738
ecu,1990,2.10238
ecu,1991,2.08016
ecu,1992,2.31189
ecu,1993,2.23564
ecu,1994,2.3937
ecu,1995,2.8634
ecu,1996,2.86144
ecu,1997,2.83694
ecu,1998,3.01929
ecu,1999,1.36812
ecu,2000,3.22009
ecu,2001,4.65709
ecu,2002,6.77565
ecu,2003,6.88477
ecu,2004,6.92978
ecu,2005,5.55417
ecu,2006,6.65069
ecu,2007,4.44468
ecu,2008,4.33472
ecu,2009,5.47529
ecu,2010,9.2187
ecu,2011,9.53136
ecu,2012,13.26416
ecu,2013,8.64676
ecu,2014,10.9586
ecu,2015,16.52694
ecu,2016,11.49028
ecu,2017,17.85748
ecu,2018,18.78787
ecu,2019,15.02139
ecu,2020,6.80228
ecu,2021,6.90883
ecu,2022,7.11601
ecu,2023,14.25981
egy,1960,5.21677
egy,1961,7.63494
egy,1962,6.39472
egy,1963,7.32503
egy,1964,8.22784
egy,1965,9.60305
egy,1966,11.90589
egy,1967,10.33959
egy,1968,11.79838
egy,1969,16.66262
egy,1970,16.02238
egy,1971,16.9436
egy,1972,15.50265
egy,1973,7.28745
egy,1974,5.89193
egy,1975,9.95539
egy,1976,10.71651
egy,1977,8.65098
egy,1978,7.52098
egy,1979,5.44674
egy,1980,5.80477
egy,1981,10.89297
egy,1982,12.1101
egy,1983,14.94982
egy,1984,18.7585
egy,1985,20.23329
egy,1986,19.50203
egy,1987,13.79459
egy,1988,13.69914
egy,1989,13.26158
egy,1990,10.2255
egy,1991,5.29048
egy,1992,3.04509
egy,1993,2.88489
egy,1994,3.04747
egy,1995,2.80341
egy,1996,2.90684
egy,1997,3.04321
egy,1998,3.47111
egy,1999,4.5411
egy,2000,5.55805
egy,2001,5.85717
egy,2002,5.31323
egy,2003,5.31527
egy,2004,4.96566
egy,2005,3.98211
egy,2006,4.02276
egy,2007,3.89545
egy,2008,4.19272
egy,2009,4.50722
egy,2010,4.77523
egy,2011,9.59707
egy,2012,12.41588
egy,2013,13.01421
egy,2014,15.44512
egy,2015,16.19656
egy,2016,13.799
egy,2017,5.97721
egy,2018,4.88065
egy,2019,5.25219
egy,2020,7.87619
egy,2021,9.31856
egy,2022,13.99999
egy,2023,10.46588
eri,1995,12.41997
eri,1996,7.53645
eri,1997,3.01851
eri,1998,11.98486
eri,1999,17.05213
eri,2000,27.59443
eri,2001,22.26382
eri,2002,36.29073
eri,2003,51.47447
eri,2004,41.15053
eri,2005,50.80235
eri,2006,63.65333
eri,2007,51.91801
eri,2008,34.80225
eri,2009,25.06559
eri,2010,22.84651
eri,2011,25.91985
eri,2012,25.75796
eri,2013,29.87056
eri,2014,29.63319
eth,1960,1.86373
eth,1961,1.84103
eth,1962,1.8044
eth,1963,1.86874
eth,1964,2.51635
eth,1965,2.26084
eth,1966,2.35568
eth,1967,2.91794
eth,1968,3.08863
eth,1969,3.36682
eth,1970,3.56666
eth,1971,3.75091
eth,1972,3.30753
eth,1973,2.4006
eth,1974,1.74098
eth,1975,1.90618
eth,1976,2.04261
eth,1977,3.06344
eth,1978,4.13331
eth,1979,3.19059
eth,1980,4.04563
eth,1981,3.18311
eth,1982,4.6847
eth,1983,7.23242
eth,1984,15.00194
eth,1985,8.83483
eth,1986,6.40899
eth,1987,10.04603
eth,1988,16.65702
eth,1989,23.46351
eth,1990,62.70643
eth,1991,37.69409
eth,1992,12.64322
eth,1993,4.87411
eth,1994,3.77329
eth,1995,2.7429
eth,1996,2.86088
eth,1997,4.77676
eth,1998,4.38677
eth,1999,5.00372
eth,2000,7.8627
eth,2001,6.24426
eth,2002,3.57931
eth,2003,4.04991
eth,2004,3.06978
eth,2005,5.20705
eth,2006,7.48444
eth,2007,6.07222
eth,2008,10.56154
fji,1965,2.20058
fji,1966,2.83383
fji,1967,2.90078
fji,1968,2.91894
fji,1969,2.35579
fji,1970,2.73546
fji,1971,2.29169
fji,1972,1.65793
fji,1973,1.83359
fji,1974,1.69902
fji,1975,1.55608
fji,1976,1.84855
fji,1977,1.68605
fji,1978,2.12527
fji,1979,2.4982
fji,1980,2.3407
fji,1981,2.94336
fji,1982,3.07689
fji,1983,3.51613
fji,1984,3.64919
fji,1985,3.13574
fji,1986,2.87318
fji,1987,3.60928
fji,1988,2.14409
fji,1989,2.47861
fji,1990,2.53269
fji,1991,2.79796
fji,1992,2.69638
fji,1993,3.28585
fji,1994,3.50034
fji,1995,2.98057
fji,1996,2.46175
fji,1997,2.58994
fji,1998,1.74871
fji,1999,1.80357
fji,2000,1.71047
fji,2001,2.00549
fji,2002,2.58005
fji,2003,2.93253
fji,2004,3.07921
fji,2005,5.46408
fji,2006,6.69251
fji,2007,4.62077
fji,2008,7.1604
fji,2009,3.53166
fji,2010,2.94792
fji,2011,3.03171
fji,2012,2.92487
fji,2013,3.29917
fji,2014,3.65357
fji,2015,3.73428
fji,2016,3.98332
fji,2017,3.55188
fji,2018,4.24504
fji,2019,3.84395
fji,2020,3.72915
fji,2021,3.1019
fji,2022,2.98914
fji,2023,3.19791
fsm,1995,1.55158
fsm,1996,1.13387
fsm,1997,1.22913
fsm,1998,1.04542
fsm,1999,1.18505
fsm,2000,0.96214
fsm,2001,1.17217
fsm,2002,0.86432
fsm,2003,1.0899
fsm,2004,1.77991
fsm,2005,1.98549
fsm,2006,1.94744
fsm,2007,1.95838
fsm,2008,2.45094
fsm,2009,2.04531
fsm,2010,2.04234
fsm,2011,1.57713
fsm,2012,1.75538
fsm,2013,1.72836
fsm,2014,1.70327
fsm,2015,1.31942
fsm,2016,1.38589
fsm,2017,1.18265
fsm,2018,1.21135
fsm,2019,0.62705
fsm,2020,0.6372
fsm,2021,0.66816
gab,1960,2.31824
gab,1961,2.37779
gab,1962,2.67377
gab,1963,4.28916
gab,1964,3.79001
gab,1965,2.12906
gab,1966,3.17518
gab,1967,4.08959
gab,1968,7.89702
gab,1969,5.88359
gab,1970,3.37745
gab,1971,2.24776
gab,1972,3.43119
gab,1973,2.48695
gab,1974,1.78313
gab,1975,2.28277
gab,1976,4.8064
gab,1977,49.51801
gab,1978,20.3714
gab,1979,21.71901
gab,1980,6.3002
gab,1981,3.19961
gab,1982,1.92669
gab,1983,3.24648
gab,1984,3.0889
gab,1985,3.48115
gab,1986,6.08479
gab,1987,44.25691
gab,1988,11.15443
gab,1989,20.27999
gab,1990,3.48939
gab,1991,3.06133
gab,1992,12.08445
gab,1993,117.73632
gab,1994,3.25992
gab,1995,4.69873
gab,1996,3.24534
gab,1997,2.80171
gab,1998,40.78098
gab,1999,33.40996
gab,2000,3.83479
gab,2001,55.97251
gab,2002,5.7558
gab,2003,4.82486
gab,2004,2.61765
gab,2005,2.3102
gab,2006,1.60453
gab,2007,1.70577
gab,2008,1.2982
gab,2009,1.23551
gab,2010,1.62785
gab,2011,1.74752
gab,2012,1.62733
gab,2013,1.46056
gab,2014,1.72384
gab,2015,1.92201
gab,2016,4.34473
gab,2017,2.99539
gab,2018,3.04771
gab,2019,2.81995
gbr,1960,7.74586
gbr,1961,9.00738
gbr,1962,8.85933
gbr,1963,10.12417
gbr,1964,14.49839
gbr,1965,12.02457
gbr,1966,12.06429
gbr,1967,15.16549
gbr,1968,14.07299
gbr,1969,15.5241
gbr,1970,14.7584
gbr,1971,5.52061
gbr,1972,10.44447
gbr,1973,10.21691
gbr,1974,8.78519
gbr,1975,11.75463
gbr,1976,12.95002
gbr,1977,3.59339
gbr,1978,5.07982
gbr,1979,4.59659
gbr,1980,5.47316
gbr,1981,8.25062
gbr,1982,8.8166
gbr,1983,9.56426
gbr,1984,11.36755
gbr,1985,9.78741
gbr,1986,10.11267
gbr,1987,10.83841
gbr,1988,13.50293
gbr,1989,18.27076
gbr,1990,21.52608
gbr,1991,19.30863
gbr,1992,15.54624
gbr,1993,13.54855
gbr,1994,13.61646
gbr,1995,16.52257
gbr,1996,19.68287
gbr,1997,32.14544
gbr,1998,38.11506
gbr,1999,32.67766
gbr,2000,30.77683
gbr,2001,34.22986
gbr,2002,32.28557
gbr,2003,37.66183
gbr,2004,42.06069
gbr,2005,49.97007
gbr,2006,53.45808
gbr,2007,55.28944
gbr,2008,71.78368
gbr,2009,49.57247
gbr,2010,41.4428
gbr,2011,36.69147
gbr,2012,34.14408
gbr,2013,34.03856
gbr,2014,33.30969
gbr,2015,26.50786
gbr,2016,27.95601
gbr,2017,25.81175
gbr,2018,24.61671
gbr,2019,23.10939
gbr,2020,24.54734
gbr,2021,26.79521
gbr,2022,28.7073
gbr,2023,27.9469
geo,1995,1.05012
geo,1996,1.10343
geo,1997,1.43994
geo,1998,2.02453
geo,1999,1.54249
geo,2000,2.73735
geo,2001,2.23209
geo,2002,2.00559
geo,2003,2.60261
geo,2004,2.06995
geo,2005,2.2608
geo,2006,1.68938
geo,2007,1.80265
geo,2008,2.00384
geo,2009,1.35128
geo,2010,1.53636
geo,2011,1.49337
geo,2012,1.66606
geo,2013,2.09456
geo,2014,2.34793
geo,2015,2.29362
geo,2016,2.43525
geo,2017,2.38718
geo,2018,2.4875
geo,2019,2.46672
geo,2020,2.49645
geo,2021,2.46042
geo,2022,2.63741
geo,2023,3.28566
gha,1960,0.80588
gha,1961,1.56281
gha,1962,1.75868
gha,1963,2.46621
gha,1964,3.36487
gha,1965,3.17652
gha,1966,3.97415
gha,1967,4.48195
gha,1968,3.55535
gha,1969,5.30277
gha,1970,9.83616
gha,1971,10.64953
gha,1972,4.81533
gha,1973,3.51213
gha,1974,6.1603
gha,1975,5.01031
gha,1976,7.10566
gha,1977,4.79222
gha,1978,2.74227
gha,1979,2.10962
gha,1980,2.5024
