geo,time,sl_tlf_basc_zs
nld,2007,47.88
nld,2008,49.08
nld,2009,49.12
nld,2010,47.99
nld,2011,47.85
nld,2012,47.96
nld,2013,47.18
nld,2014,45.98
nld,2015,45.84
nld,2016,45.1
nld,2017,44.45
nld,2018,44.33
nld,2019,44.76
nld,2020,43.23
nld,2021,47.67
nld_curacao,2018,27.31
nld_curacao,2020,43.25
nor,1996,49.14
nor,1997,49.78
nor,1998,51.44
nor,1999,51.26
nor,2000,51.04
nor,2001,49.5
nor,2002,51.79
nor,2003,48.01
nor,2004,45.98
nor,2005,44.52
nor,2006,56.21
nor,2007,56.92
nor,2008,57.53
nor,2009,57.37
nor,2010,56.33
nor,2011,56.11
nor,2012,55.78
nor,2013,54.52
nor,2014,49.78
nor,2015,50.72
nor,2016,51.02
nor,2017,50.19
nor,2018,49.44
nor,2019,50.01
nor,2020,49.97
nor,2021,55.51
npl,2008,86.63
npl,2017,44
nru,2013,76.73
nzl,2014,19.99
nzl,2015,19.04
nzl,2016,18.95
nzl,2017,19.74
nzl,2018,19.8
nzl,2019,59.81
nzl,2020,59.41
omn,2017,70.44
omn,2018,67.85
omn,2021,67.32
pak,2006,53.81
pak,2007,53.19
pak,2008,51.46
pak,2009,52.27
pak,2010,53.32
pak,2011,52.77
pak,2013,52.88
pak,2014,52.02
pak,2015,51.97
pak,2018,52.02
pak,2019,52.2
pak,2021,53.25
pan,1997,58.02
pan,2003,58.6
pan,2008,59.32
pan,2010,56.97
pan,2011,54.31
pan,2012,55.91
pan,2013,56.31
pan,2014,56.36
pan,2015,55.41
pan,2016,55.82
pan,2017,54.92
pan,2018,56.67
pan,2019,58.13
pan,2020,53.02
pan,2021,50.79
per,2002,82.45
per,2003,76.4
per,2004,74.33
per,2005,72.42
per,2006,75.09
per,2007,76.27
per,2008,76.25
per,2009,76.53
per,2010,77.36
per,2011,76.57
per,2012,76.26
per,2013,75.46
per,2014,74.82
per,2015,73.84
per,2016,74.63
per,2017,74.77
per,2018,74.36
per,2019,74.08
per,2020,65.1
per,2021,71.07
phl,2009,63.88
phl,2010,63.88
phl,2011,64.69
phl,2012,64.48
phl,2014,64.7
phl,2015,63.47
phl,2016,63.11
phl,2017,65.65
phl,2018,59.98
plw,2000,34.89
plw,2014,50.12
png,2010,45.58
pol,1997,34.61
pol,1998,33.12
pol,1999,31.55
pol,2000,30.92
pol,2001,31.16
pol,2002,29.4
pol,2003,27.64
pol,2004,27.48
pol,2005,27.34
pol,2006,22.67
pol,2007,21.9
pol,2008,21.31
pol,2009,20.93
pol,2010,20.71
pol,2011,20.71
pol,2012,20.58
pol,2013,19.85
pol,2014,19.36
pol,2015,19.28
pol,2016,18.19
pol,2017,17.95
pol,2018,17.53
pol,2019,18.09
pol,2020,18.07
pol,2021,18.78
pri,2015,15.66
prt,1992,60.3
prt,1993,59.36
prt,1994,58.83
prt,1995,59.16
prt,1996,58.9
prt,1997,59.27
prt,1998,63.21
prt,1999,62.54
prt,2000,62.88
prt,2001,63.94
prt,2002,64.26
prt,2003,64.31
prt,2004,63.7
prt,2005,64.01
prt,2006,64.86
prt,2007,64.65
prt,2008,63.71
prt,2009,61.92
prt,2010,61.04
prt,2011,59.51
prt,2012,57.97
prt,2013,55.84
prt,2014,53.64
prt,2015,52.55
prt,2016,51.3
prt,2017,51.36
prt,2018,50.29
prt,2019,49.17
prt,2020,46.63
prt,2021,43.55
pry,1998,68.03
pry,1999,64.06
pry,2001,66.38
pry,2002,67.96
pry,2003,65.7
pry,2004,70.43
pry,2005,67.55
pry,2006,65.25
pry,2007,65.63
pry,2008,65.78
pry,2009,66.5
pry,2010,64.55
pry,2011,62.92
pry,2012,66.93
pry,2013,64.36
pry,2014,62.64
pry,2015,62.68
pry,2016,65.69
pry,2017,65.22
pse,2000,38.45
pse,2001,34.65
pse,2002,34.18
pse,2003,36.84
pse,2004,36.59
pse,2005,36.8
pse,2006,36.99
pse,2007,37.99
pse,2008,37.56
pse,2009,37
pse,2010,38.43
pse,2011,39.16
pse,2012,39.53
pse,2013,39.79
pse,2014,40.35
pse,2015,41.58
pse,2016,41.08
pse,2017,41.3
pse,2018,40.73
pse,2019,40.89
pse,2020,37.24
pse,2021,39.55
qat,2013,90.6
qat,2014,100
qat,2015,92.92
qat,2017,92.2
qat,2019,91.79
qat,2020,91.57
rou,1997,56.89
rou,1998,56.2
rou,1999,56.12
rou,2000,55.49
rou,2001,53.58
rou,2002,44.7
rou,2003,44.83
rou,2004,41.51
rou,2005,39.86
rou,2006,35.51
rou,2007,36.41
rou,2008,36.63
rou,2009,36.89
rou,2010,36.57
rou,2011,34.56
rou,2012,34.84
rou,2013,34.72
rou,2014,36.64
rou,2015,33.94
rou,2016,31.98
rou,2017,32.22
rou,2018,31.66
rou,2019,32.48
rou,2020,32.09
rou,2021,25.02
rus,2010,27.61
rus,2011,29.02
rus,2012,29.68
rus,2013,28.81
rus,2014,27.86
rus,2015,29.29
rus,2016,29.05
rus,2017,21.31
rus,2018,21.67
rus,2019,21.81
rus,2020,21.73
rus,2021,23.38
rwa,2014,75.21
rwa,2017,62.18
rwa,2018,62.03
rwa,2019,59.97
rwa,2020,63.56
rwa,2021,59.14
sau,2017,47.35
sau,2018,48.24
sau,2019,50.74
sau,2020,52.03
sdn,2011,45.15
sen,2011,49.52
sen,2015,43.31
sen,2016,46.3
sen,2017,40.59
sen,2018,35.06
sen,2019,49.69
sgp,2010,94.74
sgp,2014,96.62
sgp,2021,58.56
slb,2013,91.83
sle,2014,47.94
sle,2018,45.67
slv,2010,59.77
slv,2011,60.28
slv,2012,60.86
slv,2013,60.39
slv,2014,59.86
slv,2015,58.85
slv,2016,59.35
slv,2017,59.18
slv,2018,58.31
slv,2019,59.88
slv,2020,55.82
slv,2021,56.13
smr,2016,93.39
som,2019,43.71
srb,2008,49.55
srb,2009,46.71
srb,2010,43.56
srb,2011,43.31
srb,2012,44.03
srb,2013,44.96
srb,2014,33.52
srb,2015,30.89
srb,2016,33.46
srb,2017,33.24
srb,2018,32.91
srb,2019,33.89
srb,2020,32.37
srb,2021,35.42
sur,2014,58.13
sur,2016,69.51
svk,1998,25.39
svk,1999,23.97
svk,2000,22.88
svk,2001,23.15
svk,2002,22.6
svk,2003,19.46
svk,2004,19.74
svk,2005,19.68
svk,2006,19.24
svk,2007,18.35
svk,2008,18.11
svk,2009,16.77
svk,2010,17.49
svk,2011,17.61
svk,2012,18.23
svk,2013,18.8
svk,2014,20.31
svk,2015,20.43
svk,2016,20.28
svk,2017,21.64
svk,2018,21.26
svk,2019,21.37
svk,2020,18.27
svk,2021,16.31
svn,1996,38.19
svn,1997,41.28
svn,1998,40.01
svn,1999,37.25
svn,2000,37.73
svn,2001,37.32
svn,2002,35.05
svn,2003,33.9
svn,2004,36.05
svn,2005,35.53
svn,2006,34.72
svn,2007,35.82
svn,2008,34.7
svn,2009,34.48
svn,2010,34.42
svn,2011,30.79
svn,2012,29.65
svn,2013,29.29
svn,2014,31.2
svn,2015,28.8
svn,2016,26.06
svn,2017,27.34
svn,2018,27.01
svn,2019,24.69
svn,2020,22.14
svn,2021,22.5
swe,1995,51.48
swe,1996,64.77
swe,1997,48.94
swe,1998,50.05
swe,1999,49.74
swe,2000,49.75
swe,2001,51.87
swe,2002,51.01
swe,2003,50.14
swe,2004,48.86
swe,2005,49.46
swe,2006,48.94
swe,2007,48.62
swe,2008,47.77
swe,2009,46.5
swe,2010,46.68
swe,2011,46.94
swe,2012,46.76
swe,2013,46.42
swe,2014,47.23
swe,2015,47.31
swe,2016,47.12
swe,2017,48.2
swe,2018,49.26
swe,2019,49.82
swe,2020,48.79
swe,2021,43.27
swz,2016,48.78
syc,2014,38.86
syc,2015,33.41
syc,2016,32
syc,2017,30.02
syc,2018,24.33
syc,2019,23.37
syc,2020,23.74
tcd,2018,55.87
tgo,2006,85.88
tgo,2011,85.54
tgo,2015,83.19
tgo,2017,49.99
tha,2000,77.85
tha,2007,74.54
tha,2010,71.86
tha,2011,73.86
tha,2012,73.97
tha,2013,71.2
tha,2014,70.76
tha,2015,70.34
tha,2016,70.04
tha,2017,69.48
tha,2018,69.89
tha,2019,69.29
tha,2020,69.3
tha,2021,69.51
tjk,2003,38.32
tjk,2007,27.39
tjk,2009,28.12
tjk,2016,27.84
tls,2010,32.13
tls,2013,48.34
tls,2016,64.09
ton,2018,50.06
tto,2010,48.98
tto,2011,47.35
tto,2012,48.18
tto,2013,46.63
tto,2014,47.09
tto,2015,45.02
tto,2016,42.52
tto,2019,40.93
tto,2020,39.38
tto,2021,38.48
tun,2005,55.43
tun,2006,54.26
tun,2007,55.11
tun,2008,55.6
tun,2009,55.47
tun,2010,54.39
tun,2011,53.85
tun,2012,53.84
tun,2013,52.64
tun,2014,49.74
tun,2015,52.03
tun,2016,51.88
tun,2017,51.16
tur,2000,50.97
tur,2001,50.73
tur,2002,50.33
tur,2003,48.71
tur,2004,46.68
tur,2005,46.92
tur,2006,46.13
tur,2007,45.95
tur,2008,46.24
tur,2009,46.85
tur,2010,48.09
tur,2011,49.18
tur,2012,49.03
tur,2013,49.34
tur,2014,49.38
tur,2015,49.65
tur,2016,50.14
tur,2017,50.64
tur,2018,51.09
tur,2019,50.15
tur,2020,45.63
tur,2021,47.18
tuv,2016,54.82
tza,2001,72.76
tza,2006,76.48
tza,2010,91.23
tza,2011,82.21
tza,2012,88.06
tza,2013,79.01
tza,2014,84.61
tza,2020,35.38
uga,2012,67.17
uga,2013,84.79
uga,2017,74.02
ukr,2014,21.18
ukr,2015,20.58
ukr,2016,19.87
ukr,2018,41.79
ukr,2019,34.33
ukr,2020,33.24
ukr,2021,32.16
ury,1998,57.27
ury,1999,55.98
ury,2000,56.37
ury,2001,59.93
ury,2002,57.5
ury,2003,56.41
ury,2004,57.16
ury,2005,57.17
ury,2006,60.86
ury,2007,65.76
ury,2008,61.66
ury,2009,62.6
ury,2010,62.76
ury,2011,65.73
ury,2012,64.78
ury,2013,64.5
ury,2014,65.15
ury,2015,64.08
ury,2016,63.84
ury,2017,63.18
ury,2018,62.57
ury,2019,62.61
usa,1994,35.43
usa,1995,36.1
usa,1996,36.5
usa,1997,37.68
usa,1998,37.78
usa,1999,37.97
usa,2000,40.09
usa,2001,40.17
usa,2002,40.56
usa,2003,40.88
usa,2004,41.27
usa,2005,41.31
usa,2006,42.11
usa,2007,42.51
usa,2008,41.99
usa,2009,41.96
usa,2010,41.87
usa,2011,40.92
usa,2012,40.87
usa,2013,40.79
usa,2014,40.85
usa,2015,41.04
usa,2016,41.26
usa,2017,41.42
usa,2018,41.99
usa,2019,42.19
usa,2020,41.02
usa,2021,41.76
uzb,2020,12.62
ven,2005,63.78
ven,2006,64.2
ven,2007,63.79
ven,2008,63.71
ven,2009,63.3
ven,2010,62.9
ven,2011,62.65
ven,2012,61.63
ven,2016,55.66
ven,2017,63.07
vnm,2010,78.72
vnm,2011,79.3
vnm,2012,78.41
vnm,2013,79.59
vnm,2014,79.69
vnm,2015,79.9
vnm,2016,78.94
vnm,2017,77.86
vnm,2018,77.77
vnm,2019,76.71
vnm,2020,74.14
vnm,2021,72.5
vut,2006,75.87
vut,2010,63.53
vut,2019,59.06
wsm,2012,25.15
wsm,2017,48.54
yem,2010,29.29
yem,2014,37.27
zaf,2000,43.2
zaf,2001,41.99
zaf,2002,39.77
zaf,2003,38.67
zaf,2004,36.49
zaf,2005,38.23
zaf,2006,37.51
zaf,2007,37.22
zaf,2008,51.72
zaf,2009,50.2
zaf,2010,46.25
zaf,2011,48.19
zaf,2013,48.15
zaf,2014,48.18
zaf,2015,50.15
zaf,2016,50.85
zaf,2017,51.27
zaf,2018,50.77
zaf,2019,50.86
zaf,2020,47.44
zaf,2021,48.26
zmb,2017,42.8
zmb,2018,57.93
zmb,2019,59.81
zmb,2020,61.05
zwe,2011,82.23
zwe,2014,85.1
zwe,2019,62.61
