geo,time,gc_tax_othr_rv_zs
fra,1994,3.52867
fra,1995,3.36086
fra,1996,3.39193
fra,1997,3.70434
fra,1998,3.58703
fra,1999,3.62772
fra,2000,3.65042
fra,2001,3.64908
fra,2002,3.75047
fra,2003,3.74614
fra,2004,4.02032
fra,2005,4.10919
fra,2006,3.91788
fra,2007,4.09942
fra,2008,4.03701
fra,2009,4.24102
fra,2010,5.87088
fra,2011,4.49841
fra,2012,4.3698
fra,2013,4.58076
fra,2014,4.63561
fra,2015,4.72812
fra,2016,4.67056
fra,2017,4.70867
fra,2018,4.33363
fra,2019,5.10388
fra,2020,5.4826
fra,2021,6.06069
fra,2022,5.73214
fra,2023,6.19791
fsm,2009,0.23221
fsm,2010,0.26959
fsm,2011,0.24026
fsm,2012,0.14405
fsm,2013,0.18775
fsm,2014,0.09001
fsm,2015,0.17211
fsm,2016,0.17804
fsm,2017,0.22205
fsm,2018,0.20516
fsm,2019,0.18276
fsm,2020,0.19429
gab,2012,3.02363
gab,2013,2.57107
gab,2014,5.17336
gab,2015,5.16735
gab,2016,8.25848
gab,2017,7.45871
gab,2018,5.71033
gab,2019,4.24685
gab,2020,4.93413
gab,2021,5.07988
gbr,1972,4.38683
gbr,1973,1.90612
gbr,1974,1.4478
gbr,1975,0.96195
gbr,1976,1.01269
gbr,1977,2.62229
gbr,1978,3.7363
gbr,1979,5.24982
gbr,1980,4.88744
gbr,1981,4.85413
gbr,1982,4.12575
gbr,1983,2.03061
gbr,1984,1.74134
gbr,1985,1.11696
gbr,1986,1.14069
gbr,1987,0.94608
gbr,1988,0.84035
gbr,1989,0.87392
gbr,1990,5.99938
gbr,1991,6.81105
gbr,1992,6.66691
gbr,1993,6.66901
gbr,1994,5.88858
gbr,1995,5.31812
gbr,1996,5.41905
gbr,1997,5.53179
gbr,1998,5.24686
gbr,1999,5.24165
gbr,2000,5.31119
gbr,2001,5.98244
gbr,2002,5.76288
gbr,2003,5.41064
gbr,2004,5.1652
gbr,2005,4.98266
gbr,2006,5.11734
gbr,2007,5.10878
gbr,2008,8.9818
gbr,2009,5.88064
gbr,2010,5.10168
gbr,2011,5.70611
gbr,2012,5.77409
gbr,2013,6.03013
gbr,2014,5.80696
gbr,2015,5.95636
gbr,2016,5.8361
gbr,2017,5.9404
gbr,2018,6.01895
gbr,2019,5.94451
gbr,2020,4.69981
gbr,2021,4.66773
gbr,2022,4.77514
gbr,2023,4.7565
gbr,2024,4.87461
geo,1995,6.10958
geo,1996,10.79882
geo,1997,3.39492
geo,1998,4.76325
geo,1999,6.5663
geo,2000,4.57084
geo,2001,5.04427
geo,2002,1.50084
geo,2003,1.12919
geo,2004,0.88788
geo,2005,0.11072
geo,2006,0.6191
geo,2007,0.52227
geo,2008,1.66163
geo,2009,1.22399
geo,2010,1.15352
geo,2011,0.59066
geo,2012,0.4897
geo,2013,0.36954
geo,2014,0.2933
geo,2015,0.27641
geo,2016,5.0298
geo,2017,1.62656
geo,2018,0.45712
geo,2019,1.5809
geo,2020,0.5749
geo,2021,0.77702
geo,2022,0.78166
geo,2023,1.81403
geo,2024,0.32259
gha,2012,-1.04117
gha,2013,-0.98443
gha,2014,-0.67032
gha,2015,-2.13624
gha,2016,-4.48351
gha,2017,-4.54315
gha,2018,-4.4603
gha,2019,-4.62758
gha,2020,-4.69127
gha,2021,-4.44628
gha,2022,-4.25887
gin,1990,0.29359
gin,1991,0.7715
gin,1992,0.46067
gmb,1990,0.43799
gnb,2017,1.20297
gnb,2018,1.73885
gnb,2019,1.72666
gnb,2020,1.13811
gnb,2021,1.43807
gnb,2022,2.98287
gnb,2023,3.52622
gnq,2006,0.19023
gnq,2007,0.24648
gnq,2008,0.14546
gnq,2009,0.23006
gnq,2010,0.47517
gnq,2011,0.38261
gnq,2012,0.725
gnq,2013,0.19678
gnq,2014,0.64918
gnq,2015,0.44701
gnq,2016,1.14543
gnq,2017,5.12462
gnq,2018,1.40343
gnq,2019,0.56611
gnq,2020,1.28126
gnq,2021,1.81869
gnq,2022,0.09781
grc,1972,8.54909
grc,1973,9.21438
grc,1974,8.60006
grc,1975,9.44742
grc,1976,8.55008
grc,1977,8.79028
grc,1978,8.32808
grc,1979,6.76308
grc,1980,7.89228
grc,1981,6.23658
grc,1982,7.47812
grc,1983,6.42727
grc,1984,6.05775
grc,1985,6.59124
grc,1986,6.25387
grc,1987,5.62263
grc,1988,3.71243
grc,1989,4.17609
grc,1990,4.00773
grc,1995,2.63918
grc,1996,2.57816
grc,1997,2.59897
grc,1998,2.60852
grc,1999,2.44417
grc,2000,2.37252
grc,2001,2.29964
grc,2002,2.10061
grc,2003,1.91874
grc,2004,1.84468
grc,2005,2.0237
grc,2006,2.02308
grc,2007,1.82849
grc,2008,2.06949
grc,2009,2.00548
grc,2010,1.68064
grc,2011,3.57641
grc,2012,3.74482
grc,2013,4.49478
grc,2014,4.31142
grc,2015,4.58982
grc,2016,4.42896
grc,2017,4.48664
grc,2018,4.273
grc,2019,4.16584
grc,2020,3.99022
grc,2021,3.75363
grc,2022,3.28784
grc,2023,3.21606
gtm,1990,6.36802
gtm,1991,6.91707
gtm,1992,3.86877
gtm,1993,3.38098
gtm,1994,3.81869
gtm,1995,3.26698
gtm,1996,2.46152
gtm,1997,1.86079
gtm,1998,1.96728
gtm,1999,1.86048
gtm,2000,1.2823
gtm,2001,0.9194
gtm,2002,0.93432
gtm,2003,0.85483
gtm,2004,1.2717
gtm,2005,1.30174
gtm,2006,1.3772
gtm,2007,1.21236
gtm,2008,1.10668
gtm,2009,1.7789
gtm,2010,1.56123
gtm,2011,1.52065
gtm,2012,1.93808
gtm,2013,0.90019
gtm,2014,0.67744
gtm,2015,0.64173
gtm,2016,0.64971
gtm,2017,0.85136
gtm,2018,0.74683
gtm,2019,0.69763
gtm,2020,0.58955
gtm,2021,0.63516
gtm,2022,0.65115
gtm,2023,0.58943
hnd,1972,1.70233
hnd,1973,1.44748
hnd,1974,1.36691
hnd,1975,1.58936
hnd,1976,1.40881
hnd,1977,1.27909
hnd,1978,1.27143
hnd,1979,1.28246
hnd,1980,1.09596
hnd,1981,1.10631
hnd,2003,0.07878
hnd,2004,0.88216
hnd,2005,1.17906
hnd,2006,0.29685
hnd,2007,0.29163
hnd,2008,0.42865
hnd,2009,0.27273
hnd,2010,1.12776
hnd,2011,0.42161
hnd,2012,0.28802
hnd,2013,0.28129
hnd,2014,0.39227
hnd,2015,0.31253
hnd,2020,0.46521
hrv,1991,0.3022
hrv,1992,0.28833
hrv,1993,0.67605
hrv,1994,0.55023
hrv,1995,0.96626
hrv,1996,1.02821
hrv,1997,0.84661
hrv,1998,0.88191
hrv,1999,0.99607
hrv,2000,0.89489
hrv,2001,0.9192
hrv,2002,0.87236
hrv,2003,0.86526
hrv,2004,1.01129
hrv,2005,0.98716
hrv,2006,1.34202
hrv,2007,1.51138
hrv,2008,1.47514
hrv,2009,1.58285
hrv,2010,1.43062
hrv,2011,1.29084
hrv,2012,1.08913
hrv,2013,1.04221
hrv,2014,1.24028
hrv,2015,1.40331
hrv,2016,1.38728
hrv,2017,1.32152
hrv,2018,1.21487
hrv,2019,1.09971
hrv,2020,0.99886
hrv,2021,0.94032
hrv,2022,0.85993
hrv,2023,0.77222
hun,1981,4.82246
hun,1982,5.01482
hun,1983,7.22394
hun,1984,9.47309
hun,1985,9.05885
hun,1986,11.70073
hun,1987,10.93277
hun,1988,2.46867
hun,1989,0.23825
hun,1990,0.20798
hun,1991,0.97143
hun,1992,2.1517
hun,1993,2.18647
hun,1994,2.08112
hun,1995,0.18959
hun,1996,0.19898
hun,1997,0.37212
hun,1998,0.31688
hun,1999,0.38662
hun,2000,0.38901
hun,2001,0.41827
hun,2002,0.44189
hun,2003,0.45864
hun,2004,0.57498
hun,2005,0.65686
hun,2006,0.65289
hun,2007,0.72488
hun,2008,0.66596
hun,2009,0.70431
hun,2010,1.0948
hun,2011,1.20514
hun,2012,1.33362
hun,2013,2.08155
hun,2014,2.05272
hun,2015,2.03699
hun,2016,2.25649
hun,2017,2.57274
hun,2018,2.75595
hun,2019,2.98251
hun,2020,2.93017
hun,2021,3.2007
hun,2022,2.09822
idn,1972,3.46273
idn,1973,2.98039
idn,1974,2.43317
idn,1975,2.3087
idn,1976,1.87668
idn,1977,1.90974
idn,1978,1.96437
idn,1979,1.32766
idn,1980,1.16279
idn,1981,0.97362
idn,1982,1.19391
idn,1983,1.21204
idn,1984,1.30314
idn,1985,1.58746
idn,1986,1.55224
idn,1987,1.42044
idn,1988,2.2916
idn,1989,2.97322
idn,1990,2.66618
idn,1991,2.77732
idn,1992,2.88518
idn,1993,3.22987
idn,1994,0.29225
idn,1995,0.67527
idn,1996,0.24698
idn,1997,0.27387
idn,1998,0.04619
idn,1999,0.14037
idn,2001,2.20977
idn,2002,2.48257
idn,2003,3.14171
idn,2004,3.85404
idn,2008,2.89232
idn,2009,3.22702
ind,1974,0.71212
ind,1975,0.75822
ind,1976,0.74849
ind,1977,0.58839
ind,1978,0.57313
ind,1979,0.58815
ind,1980,0.55022
ind,1981,0.53991
ind,1982,0.52231
ind,1983,0.50616
ind,1984,0.48151
ind,1985,0.51759
ind,1986,0.46896
ind,1987,0.25744
ind,1988,0.3192
ind,1989,0.39371
ind,1990,0.43922
ind,1991,0.53547
ind,1992,0.63863
ind,1993,0.38318
ind,1994,0.25966
ind,1995,0.21315
ind,1996,0.2234
ind,1997,5.35846
ind,1998,0.28656
ind,1999,0.17151
ind,2000,0.17154
ind,2001,0.15387
ind,2002,0.11174
ind,2003,0.04142
ind,2004,0.03845
ind,2005,0.05631
ind,2006,0.04481
ind,2007,0.04929
ind,2008,0.0579
ind,2009,0.06943
ind,2010,0.06827
ind,2011,0.07843
ind,2012,0.0993
ind,2013,0.067
ind,2014,0.07553
ind,2015,0.06432
ind,2016,0.00005
ind,2018,0.00036
ind,2022,0.95701
irl,1972,1.8705
irl,1973,1.78147
irl,1974,1.67364
irl,1975,1.40612
irl,1976,0.92081
irl,1977,0.82773
irl,1978,0.53191
irl,1979,0.43988
irl,1980,0.53521
irl,1981,0.38401
irl,1982,1.10576
irl,1983,2.27133
irl,1984,2.82415
irl,1985,2.63261
irl,1986,1.94675
irl,1987,1.93893
irl,1988,1.98811
irl,1989,1.60336
irl,1990,1.66625
irl,1991,1.74631
irl,1992,1.57438
irl,1993,2.35641
irl,1994,2.14206
irl,1995,3.12551
irl,1996,3.30291
irl,1997,3.67357
irl,1998,3.95923
irl,1999,3.76383
irl,2000,1.18587
irl,2001,1.56443
irl,2002,1.40727
irl,2003,1.84461
irl,2004,1.6959
irl,2005,1.36139
irl,2006,1.3282
irl,2007,1.49678
irl,2008,1.61488
irl,2009,1.84909
irl,2010,1.88811
irl,2011,2.69076
irl,2012,2.83934
irl,2013,2.94055
irl,2014,3.2203
irl,2015,2.21396
irl,2016,1.94433
irl,2017,1.93892
irl,2018,2.08345
irl,2019,2.21707
irl,2020,2.3029
irl,2021,2.41408
irl,2022,1.91729
irn,1972,4.25466
irn,1973,3.67347
irn,1974,1.31736
irn,1975,1.69044
irn,1976,2.28412
irn,1977,2.6677
irn,1978,3.32182
irn,1979,4.08874
irn,1980,4.83916
irn,1981,3.72952
irn,1982,3.4985
irn,1983,3.19327
irn,1984,3.95142
irn,1985,4.88578
irn,1986,6.861
irn,1987,5.0892
irn,1988,5.00753
irn,1989,4.56919
irn,1990,3.18271
irn,1991,4.24958
irn,1992,3.0303
irn,1993,0.62016
irn,1994,0.53308
irn,1995,0.5345
irn,1996,0.47123
irn,1997,0.52878
irn,1998,0.68094
irn,1999,0.20111
irn,2000,0.16809
irn,2001,0.16786
irn,2002,0.10199
irn,2003,0.0762
irn,2004,0.08205
irn,2005,0.05914
irn,2006,0.06603
irn,2007,0.08881
irn,2008,0.09495
irn,2009,0.13305
irq,2014,0.27358
irq,2015,0.13106
irq,2016,0.15683
irq,2017,0.30057
irq,2018,0.26024
irq,2019,0.24531
isl,1972,5.37468
isl,1973,5.07881
isl,1974,5.10351
isl,1975,5.6985
isl,1976,6.34754
isl,1977,6.18209
isl,1978,6.11092
isl,1979,6.8997
isl,1980,6.64498
isl,1981,6.93763
isl,1982,6.90094
isl,1983,6.62124
isl,1984,6.27851
isl,1985,6.60788
isl,1986,6.41861
isl,1987,6.51308
isl,1988,6.00299
isl,1989,6.32631
isl,1990,7.01869
isl,1991,4.29635
isl,1992,3.67025
isl,1993,3.87077
isl,1994,3.45903
isl,1995,3.34244
isl,1996,3.1268
isl,1997,3.05249
isl,1998,2.91439
isl,1999,2.77368
isl,2000,3.16652
isl,2001,3.33182
isl,2002,3.36386
isl,2003,2.21161
isl,2004,1.97518
isl,2005,1.48325
isl,2006,0.72829
isl,2007,1.07435
isl,2008,0.96266
isl,2009,1.96457
isl,2010,2.93572
isl,2011,3.18058
isl,2012,4.31503
isl,2013,4.4311
isl,2014,8.76597
isl,2015,6.57162
isl,2016,34.00621
isl,2017,3.40793
isl,2018,3.29363
isl,2019,3.6451
isl,2020,4.48403
isl,2021,3.38573
isl,2022,3.14352
isl,2023,3.04963
isr,1974,7.69231
isr,1975,7.14286
isr,1976,4.83871
isr,1977,6.66667
isr,1978,5.55556
isr,1979,5.90164
isr,1980,6.45624
isr,1981,3.86076
isr,1982,3.64447
isr,1983,3.46477
isr,1984,3.30663
isr,1985,3.98398
isr,1986,3.81325
isr,1987,2.93206
isr,1988,3.42218
isr,1989,3.52815
isr,1990,3.66429
isr,1991,3.55072
isr,1992,3.52637
isr,1993,3.21009
isr,1994,3.57254
isr,1995,3.64687
isr,1996,3.92763
isr,1997,3.90234
isr,1998,3.37016
isr,1999,3.48761
isr,2000,3.77437
isr,2001,3.68097
isr,2002,4.10132
isr,2003,4.34773
isr,2004,4.54617
isr,2005,4.515
isr,2006,3.78796
isr,2007,3.59677
isr,2008,3.38707
isr,2009,3.61073
isr,2010,3.51301
isr,2011,3.50148
isr,2012,3.6587
isr,2013,3.63159
isr,2014,3.56586
isr,2015,3.49545
isr,2016,3.4076
isr,2017,3.34793
isr,2018,3.55372
isr,2019,3.58541
isr,2020,3.6886
isr,2021,3.18099
isr,2022,2.87471
isr,2023,3.19125
ita,1973,1.87467
ita,1974,1.58891
ita,1975,0.22602
ita,1976,0.21213
ita,1977,0.18736
ita,1978,1.76259
ita,1979,1.72109
ita,1980,1.63411
ita,1981,1.36966
ita,1982,1.52763
ita,1983,1.61603
ita,1984,1.76471
ita,1985,1.75587
ita,1986,1.72688
ita,1987,1.65112
ita,1988,1.19319
ita,1989,1.18796
ita,1995,5.18771
ita,1996,4.43566
ita,1997,5.25138
ita,1998,5.13692
ita,1999,4.26862
ita,2000,4.11648
ita,2001,3.95739
ita,2002,4.80373
ita,2003,7.12563
ita,2004,5.59966
ita,2005,4.43149
ita,2006,4.69228
ita,2007,4.53446
ita,2008,4.37003
ita,2009,6.23579
ita,2010,4.81469
ita,2011,5.31556
ita,2012,5.39837
ita,2013,5.20219
ita,2014,4.85279
ita,2015,4.60428
ita,2016,5.48621
ita,2017,4.8884
ita,2018,4.76738
ita,2019,4.50493
ita,2020,4.56258
ita,2021,4.64096
ita,2022,4.70667
ita,2023,4.23466
jor,1990,3.50069
jor,1991,3.76002
jor,1992,5.00658
jor,1993,4.9559
jor,1994,4.65271
jor,1995,4.66087
jor,1996,4.00902
jor,1997,4.4041
jor,1998,4.22207
jor,1999,4.32948
jor,2000,5.31876
jor,2001,5.51434
jor,2002,5.69986
jor,2003,5.1185
jor,2004,5.4934
jor,2005,6.73956
jor,2006,6.94265
jor,2007,6.57182
jor,2008,0.98768
jor,2009,2.80014
jor,2015,1.83629
jor,2016,1.62385
jor,2017,1.45047
jor,2018,1.14659
jor,2019,1.05232
jor,2020,0.6644
jor,2021,0.86859
jor,2022,1.11622
jor,2023,1.12645
jpn,1991,4.04625
jpn,1992,4.72156
jpn,1993,4.9856
kaz,1997,4.4436
kaz,1998,4.08371
kaz,1999,3.69696
kaz,2000,6.71127
kaz,2001,0.17276
kaz,2002,0.38567
kaz,2003,0.31914
kaz,2004,0.16322
kaz,2010,1.95772
kaz,2011,2.84124
kaz,2012,0.00003
kaz,2013,2.39091
kaz,2014,0.00007
kaz,2015,0.00155
kaz,2016,0.00583
kaz,2017,0.00455
kaz,2018,0.00772
kaz,2019,0.00477
kaz,2020,0.03103
kaz,2021,-0.00091
kaz,2022,0.00747
kaz,2023,0.01061
ken,2014,0.83125
ken,2015,0.84301
ken,2017,0.47916
ken,2018,0.68404
ken,2021,0.00057
kgz,2014,0.00828
kgz,2015,0.00165
kgz,2016,0.00195
kgz,2017,0.00179
kgz,2018,0.00018
kgz,2019,0.01821
khm,2002,0.16434
khm,2003,0.76868
khm,2004,0.15062
khm,2005,0.18403
khm,2006,0.24435
khm,2007,0.15868
khm,2008,0.20127
khm,2009,0.0403
khm,2010,0.04382
khm,2011,0.0478
khm,2012,0.03478
khm,2013,0.04347
khm,2014,0.04914
khm,2015,0.05523
khm,2016,0.0375
khm,2017,0.04283
khm,2018,0.04779
khm,2019,0.05856
kir,2014,0.01489
kna,1990,3.71678
kna,1991,4.99951
kna,1992,5.06242
kna,1993,5.84764
kna,1994,5.54298
kna,2000,1.48458
kna,2001,1.51934
kna,2002,0.80312
kna,2003,0.84529
kna,2004,0.72642
kna,2005,0.88039
kna,2006,0.65773
kna,2007,0.55536
kna,2008,1.11091
kna,2009,1.47167
kna,2010,1.66563
kna,2011,1.21866
kna,2012,1.55278
kna,2013,1.58285
kna,2014,1.73517
kna,2015,2.14588
kna,2016,1.9099
kna,2017,1.80554
kna,2020,1.30054
kor,1972,2.94627
kor,1973,2.37037
kor,1974,2.82651
kor,1975,5.99227
kor,1976,4.62403
kor,1977,3.71001
kor,1978,2.25269
kor,1979,2.34375
kor,1980,3.13149
kor,1981,3.65596
kor,1982,3.49367
kor,1983,3.87984
kor,1984,3.96451
kor,1985,3.87975
kor,1986,1.06227
kor,1987,2.99838
kor,1988,3.76806
kor,1989,3.81931
kor,1990,4.70126
kor,1991,6.26182
kor,1992,7.31047
kor,1993,7.01744
kor,1994,7.54625
kor,1995,8.94132
kor,1996,9.337
kor,1997,9.8369
kor,1998,9.00453
kor,1999,10.17825
kor,2000,8.16323
kor,2001,6.07338
kor,2002,5.71247
kor,2003,5.28138
kor,2004,5.58348
kor,2005,5.79219
kor,2006,6.45246
kor,2007,6.97936
kor,2008,6.96391
kor,2009,7.60458
kor,2010,6.62936
kor,2011,6.41345
kor,2012,3.18192
kor,2013,3.66515
kor,2014,3.09987
kor,2015,2.96878
kor,2016,2.76414
kor,2017,3.03041
kor,2018,2.82598
kor,2019,3.18809
kor,2020,3.66652
kor,2021,4.79921
kor,2022,4.7615
kor,2023,5.30193
kwt,1990,0.06418
kwt,1992,0.17094
kwt,1993,0.08822
kwt,1994,0.07859
kwt,1995,0.13396
kwt,1996,0.14993
kwt,1997,0.09549
kwt,1998,0.14451
lao,2008,1.01125
lao,2009,0.78188
lao,2010,0.64105
lao,2011,0.70662
lao,2012,0.32456
lao,2013,0.92633
lao,2014,0.51118
lao,2015,0.54825
lao,2016,0.50071
lao,2017,0.49356
lao,2018,0.75981
lao,2019,0.79447
lao,2020,0.86286
lao,2021,0.6247
lao,2022,0.58057
lbn,1997,4.98972
lbn,1998,4.64087
lbn,1999,4.35574
lbn,2000,11.1516
lbn,2001,10.90427
lbn,2002,9.06896
lbn,2003,8.71584
lbn,2004,9.61245
lbn,2005,9.56653
lbn,2006,10.77058
lbn,2007,9.57774
lbn,2008,11.48387
lbn,2009,10.14298
lbn,2010,13.20699
lbn,2011,12.14348
lbn,2012,12.62298
lbn,2013,12.79536
lbn,2014,12.02303
lbn,2015,12.4719
lbn,2016,11.97495
lbn,2017,16.42899
lbn,2018,16.0002
lbn,2019,14.27412
lbn,2020,19.12286
lbn,2021,18.01761
lca,2000,0.36022
lca,2001,0.27336
lca,2002,1.44911
lca,2003,0.83534
lca,2004,0.90997
lca,2005,0.68937
lca,2006,0.71515
lca,2007,0.68198
lca,2008,0.28318
lca,2009,0.52991
lca,2010,0.38757
lca,2011,0.46632
lca,2012,0.54693
lca,2013,0.94072
lca,2014,0.84266
lca,2015,0.92802
lca,2016,1.11476
lca,2017,1.13584
lka,1990,4.22429
lka,1991,4.20062
lka,1992,3.82456
lka,1993,3.24478
lka,1994,3.70768
lka,1995,3.55537
lka,1996,3.42828
lka,1997,3.71395
lka,1998,3.88604
lka,1999,3.79461
lka,2000,3.77237
lka,2001,3.5108
lka,2002,0.94046
lka,2003,0.01794
lka,2006,2.94049
lka,2007,5.24626
lka,2008,7.92986
lka,2009,9.6107
lka,2010,12.34842
lka,2011,9.42799
lka,2012,2.5637
lka,2013,8.80145
lka,2014,9.66638
lka,2015,8.52862
lka,2017,0.03179
lka,2018,0.0553
lka,2019,0.10648
lka,2020,3.30388
lka,2021,1.09854
lka,2022,0.00947
lka,2023,0.008
lso,1984,0.15035
lso,1986,0.09506
lso,1987,0.12583
lso,1988,0.16532
lso,1989,0.10886
lso,1991,0.11605
lso,1992,0.12919
lso,1993,0.10202
lso,1994,0.23362
lso,1995,0.14276
lso,1996,0.13694
lso,1997,0.08673
lso,1998,0.05674
lso,1999,0.08795
lso,2000,0.08825
lso,2001,0.09956
lso,2002,0.12178
lso,2003,0.1966
lso,2004,0.06857
lso,2005,0.06662
lso,2006,0.12606
lso,2007,0.0908
lso,2008,0.08749
lso,2009,0.06239
lso,2010,0.04885
lso,2011,0.22206
lso,2012,0.01263
lso,2013,0.01538
lso,2014,0.01014
lso,2015,0.00756
lso,2016,0.01323
lso,2017,0.0059
lso,2023,0.00295
ltu,1991,3.36441
ltu,1993,0.15364
ltu,1994,0.25798
ltu,1995,0.6508
ltu,1996,0.71633
ltu,1997,0.57488
ltu,1998,0.50701
ltu,1999,0.53104
ltu,2000,0.45746
ltu,2001,0.21336
ltu,2002,0.32251
ltu,2003,0.29858
ltu,2004,0.2708
ltu,2005,0.27307
ltu,2006,0.27046
ltu,2007,0.26356
ltu,2008,0.27492
ltu,2009,0.28024
ltu,2010,0.2702
ltu,2011,0.26748
ltu,2012,0.33037
ltu,2013,0.17555
ltu,2014,0.18267
ltu,2015,0.18318
ltu,2016,0.18247
ltu,2017,0.05084
ltu,2018,0.04765
ltu,2019,0.05574
ltu,2020,0.06252
ltu,2021,0.08469
ltu,2022,0.09829
ltu,2023,0.09327
lux,1972,3.85109
lux,1973,3.78785
lux,1974,3.20899
lux,1975,2.88145
lux,1976,3.05204
lux,1977,2.81654
lux,1978,2.87155
lux,1979,3.06658
lux,1980,2.98618
lux,1981,3.09706
lux,1982,3.31121
lux,1983,3.50193
lux,1984,3.53394
lux,1985,3.49617
lux,1986,3.48426
lux,1987,3.7415
lux,1988,4.50328
lux,1989,4.65682
lux,1990,6.64542
lux,1991,5.98176
lux,1992,5.62107
lux,1993,6.5094
lux,1994,7.68382
lux,1995,1.93566
lux,1996,2.27111
lux,1997,2.14693
lux,1998,2.17327
lux,1999,2.51759
lux,2000,2.09932
lux,2001,2.05556
lux,2002,2.27223
lux,2003,2.12765
lux,2004,1.77086
lux,2005,1.89733
lux,2006,1.69327
lux,2007,1.80264
lux,2008,1.7377
lux,2009,2.04549
lux,2010,1.8532
lux,2011,1.97578
lux,2012,2.07632
lux,2013,2.01529
lux,2014,1.92996
lux,2015,2.39612
lux,2016,2.91304
lux,2017,2.95501
lux,2018,3.23448
lux,2019,3.53586
lux,2020,3.46667
lux,2021,3.25912
lux,2022,3.34737
lux,2023,3.68883
lva,1994,0.02288
lva,2000,0.61707
lva,2001,0.62886
lva,2002,0.77007
lva,2003,1.1285
lva,2004,0.90184
lva,2005,0.8321
lva,2006,0.68177
lva,2007,0.37441
lva,2008,0.41576
lva,2009,0.48571
lva,2010,0.75528
lva,2011,0.14801
lva,2012,0.10685
lva,2013,0.11619
lva,2014,0.13855
lva,2015,0.18202
lva,2016,0.18393
lva,2017,0.17421
lva,2018,0.18562
lva,2019,0.20198
lva,2020,0.18517
lva,2021,0.21944
lva,2022,0.17553
lva,2023,0.13028
mac,1996,4.39556
mac,1997,3.94106
mac,1998,4.72472
mac,1999,4.923
mac,2000,5.12773
mac,2001,4.84962
mac,2002,3.95231
mac,2003,3.09062
mac,2004,2.64194
mac,2005,2.38905
mac,2006,1.98803
mac,2007,1.54651
mac,2008,1.11541
mac,2009,1.13138
mac,2010,0.92981
mac,2011,0.62223
mac,2012,0.68996
mac,2013,0.67636
mac,2014,0.82677
mac,2015,1.1698
mac,2016,1.47403
mac,2017,1.36233
mac,2018,1.3251
mac,2019,1.13613
mac,2020,2.29354
mac,2021,3.026
mac,2022,3.89553
mac,2023,1.63926
mar,1990,1.96621
mar,1991,1.67793
mar,1992,1.39828
mar,1993,1.289
mar,1994,1.42099
mar,1995,1.19139
mar,1997,1.10022
mar,1998,1.10509
mar,1999,1.19712
mar,2002,0.93474
mar,2003,0.06193
mar,2004,0.05615
mar,2005,4.44064
mar,2006,4.16925
mar,2007,2.65618
mar,2008,2.11346
mar,2009,2.4195
mar,2010,2.63844
mar,2011,2.08523
mar,2012,2.25079
mar,2013,2.07502
mar,2014,1.8269
mar,2015,1.99202
mar,2016,2.21381
mar,2017,2.1019
mar,2018,2.30188
mar,2019,2.07666
mar,2020,1.39002
mar,2021,1.68488
mar,2022,1.59977
mar,2023,1.68139
mda,1996,0.69779
mda,1997,1.24342
mda,1998,0.13137
mda,1999,0.05959
mda,2000,0.08653
mda,2002,0.95712
mda,2003,-0.00136
mda,2004,0.00107
mda,2005,0.72861
mda,2006,0.08202
mda,2007,0.09862
mda,2008,0.08212
mda,2009,0.0024
mda,2010,0.00284
mda,2011,0.00484
mda,2012,0.00447
mda,2013,0.00373
mda,2014,0.00546
mda,2015,0.00025
mda,2016,0.08986
mda,2017,0.09154
mda,2018,0.09236
mda,2019,0.08672
mda,2020,0.07859
mda,2021,0.06479
mda,2022,0.05649
mda,2023,0.03633
mdg,1990,0.92354
mdg,1991,0.53703
mdg,1992,0.77442
mdg,1993,0.68345
mdg,1994,0.68136
mdg,1995,0.76608
mdg,2003,4.86575
mdg,2004,4.03178
mdg,2005,4.50418
mdg,2006,3.74749
mdg,2007,6.73032
mdg,2008,0.75626
mdg,2009,0.31642
mdg,2010,0.13816
mdg,2011,0.13787
mdg,2012,0.11992
mdg,2013,0.19832
mdg,2014,0.07711
mdg,2015,0.06798
mdg,2016,0.2789
mdg,2017,0.25971
mdg,2018,0.3204
mdg,2019,0.33027
mdg,2020,0.07881
mdg,2021,0.03279
mdg,2022,0.11569
mdg,2023,0.10668
mdv,1980,0.35088
mdv,1981,0.37594
mdv,1982,0.34662
mdv,1983,0.41356
mdv,1984,0.42813
mdv,1985,0.75567
mdv,1986,0.93725
mdv,1987,0.61728
mdv,1988,0.65233
mdv,1990,0.64839
mdv,1991,0.50384
mdv,1992,0.50342
mdv,1993,0.54502
mdv,1994,0.56903
mdv,1995,0.46975
mdv,1996,0.56248
mdv,1997,0.61532
mdv,1998,0.58088
mdv,1999,0.49971
mdv,2000,0.56576
mdv,2001,0.47486
mdv,2002,0.37264
mdv,2003,0.34636
mdv,2004,0.3584
mdv,2005,0.44125
mdv,2006,0.74697
mdv,2007,0.55477
mdv,2008,0.53546
mdv,2009,0.4737
mdv,2010,0.5679
mdv,2011,4.083
mex,1972,3.44828
mex,1973,2.94118
mex,1974,2.10526
mex,1975,2.23881
mex,1976,2.35294
mex,1977,2.48963
mex,1978,2.17391
mex,1979,2.05011
mex,1980,2.97177
mex,1981,1.83066
mex,1982,1.59363
mex,1983,1.41988
mex,1984,1.37753
mex,1985,1.00165
mex,1986,1.76551
mex,1987,1.53509
mex,1988,1.83568
mex,1989,1.76733
mex,1990,1.9051
mex,1991,2.45703
