geo,time,cm_mkt_trad_gd_zs
jpn,1999,44.46862
jpn,2000,50.76244
jpn,2001,39.54753
jpn,2002,42.10306
jpn,2003,52.36247
jpn,2004,71.80849
jpn,2005,91.21567
jpn,2006,121.37058
jpn,2007,145.85702
jpn,2008,123.2398
jpn,2009,73.94115
jpn,2010,74.9162
jpn,2011,70.00099
jpn,2012,53.94644
jpn,2013,117.98874
jpn,2014,99.88242
jpn,2015,126.92922
jpn,2016,106.25085
jpn,2017,118.73002
jpn,2018,127.23171
jpn,2019,100.31146
kaz,2002,0.12177
kaz,2003,1.42198
kaz,2004,2.35544
kaz,2005,1.8221
kaz,2006,3.01042
kaz,2007,8.5887
kaz,2008,2.80326
kaz,2009,3.69901
kaz,2010,0.35553
kaz,2011,0.28332
kaz,2012,0.53991
kaz,2013,0.2962
kaz,2014,0.38913
kaz,2015,1.4407
kaz,2016,0.54027
kaz,2017,0.47076
kaz,2018,0.70888
kaz,2019,0.19172
ken,1993,0.21037
ken,1994,0.95969
ken,1995,0.66159
ken,1996,0.59091
ken,1997,0.7433
ken,1998,0.52647
ken,1999,0.37609
ken,2000,0.29751
ken,2001,0.30263
ken,2002,0.28431
ken,2003,1.34188
ken,2004,1.76349
ken,2005,2.69038
ken,2006,5.28264
ken,2007,3.52889
ken,2008,2.06769
ken,2009,0.53574
ken,2010,1.98382
ken,2011,2.18635
ken,2012,1.99969
ken,2013,3.27551
ken,2014,1.64513
ken,2015,1.06714
ken,2016,1.17912
ken,2019,0.49424
kor,1979,4.03305
kor,1980,2.85373
kor,1981,4.96028
kor,1982,3.36344
kor,1983,2.5104
kor,1984,3.86486
kor,1985,4.01514
kor,1986,9.53666
kor,1987,17.48338
kor,1988,42.56673
kor,1989,48.38728
kor,1990,26.3319
kor,1991,24.96405
kor,1992,32.39582
kor,1993,53.61784
kor,1994,61.8677
kor,1995,32.51543
kor,1996,29.09129
kor,1997,29.98237
kor,1998,41.83598
kor,1999,153.70137
kor,2000,85.97444
kor,2001,68.29331
kor,2002,92.62382
kor,2003,65.06367
kor,2004,66.29349
kor,2005,128.3256
kor,2006,127.16011
kor,2007,163.55644
kor,2008,113.35606
kor,2009,178.55531
kor,2010,142.45263
kor,2011,154.35444
kor,2012,123.95495
kor,2013,97.01315
kor,2014,86.48412
kor,2015,125.78556
kor,2016,106.71542
kor,2017,123.89508
kor,2018,142.72756
kor,2019,117.37996
kwt,1993,10.81057
kwt,1994,7.74977
kwt,1995,22.70354
kwt,1996,56.48817
kwt,1997,108.6668
kwt,1998,35.73853
kwt,2001,3.34071
kwt,2002,5.84726
kwt,2003,11.71765
kwt,2004,81.51942
kwt,2005,114.31912
kwt,2006,56.32374
kwt,2011,13.88996
kwt,2012,12.5031
kwt,2013,23.15717
lbn,1996,0.49006
lbn,1997,4.0613
lbn,1998,1.90379
lbn,1999,0.49566
lbn,2000,0.67415
lbn,2001,0.29802
lbn,2002,0.61434
lbn,2003,0.61749
lbn,2004,0.88956
lbn,2005,4.19633
lbn,2006,9.12953
lbn,2007,3.89651
lbn,2008,5.87687
lbn,2009,2.94049
lbn,2010,4.88311
lbn,2011,1.28106
lbn,2012,0.92651
lbn,2013,0.33448
lbn,2014,1.2972
lbn,2015,1.01167
lbn,2016,1.76293
lbn,2017,1.14787
lbn,2018,0.68625
lbn,2019,0.36721
lka,1993,3.65134
lka,1994,5.9321
lka,1995,0.65466
lka,1996,0.42381
lka,1997,2.04878
lka,1998,1.78285
lka,1999,1.33147
lka,2000,0.81809
lka,2001,0.82871
lka,2002,1.90765
lka,2003,3.81437
lka,2004,2.70112
lka,2005,4.42461
lka,2006,3.46052
lka,2007,2.9869
lka,2008,2.37873
lka,2009,2.96033
lka,2010,8.80535
lka,2011,7.34526
lka,2012,2.4468
lka,2013,2.06226
lka,2014,3.2744
lka,2015,2.2248
lka,2016,1.46091
lka,2017,0.86792
lka,2018,1.24107
lka,2019,1.12153
ltu,2003,1.08389
ltu,2004,2.17617
lux,1982,0.3568
lux,1983,0.34182
lux,1984,0.43831
lux,1985,0.89162
lux,1986,1.73827
lux,1987,1.45631
lux,1988,2.61657
lux,1989,1.96795
lux,1990,1.49101
lux,1991,1.02954
lux,1992,0.71089
lux,1993,1.28126
lux,1994,1.467
lux,1995,0.95103
lux,1996,2.36079
lux,1997,5.04523
lux,1998,7.66199
lux,1999,4.27772
lux,2000,5.74891
lux,2001,2.02586
lux,2002,1.30118
lux,2003,0.9575
lux,2004,1.14311
lux,2005,0.607
lux,2006,0.56672
lux,2007,0.4795
lux,2008,3.20621
lux,2009,0.54677
lux,2010,0.33417
lux,2011,0.20453
lux,2012,0.20281
lux,2013,0.19362
lux,2014,0.16709
lux,2015,0.16616
lux,2016,0.11604
lux,2017,0.14575
lux,2018,0.11205
lux,2019,0.06849
lva,1995,0.00035
lva,1996,0.19825
lva,1997,1.2768
lva,1998,1.24127
lva,1999,0.57196
lva,2000,3.43702
lva,2001,1.96887
lva,2002,1.97797
lva,2003,1.34848
lva,2004,1.109
mar,1993,1.5416
mar,1994,2.2826
mar,1995,6.26744
mar,1996,4.79734
mar,1997,8.08985
mar,1998,12.45485
mar,1999,20.0927
mar,2000,8.12178
mar,2001,4.39361
mar,2002,2.365
mar,2003,4.95255
mar,2004,6.5889
mar,2005,12.65675
mar,2006,14.36361
mar,2007,29.31632
mar,2008,14.88197
mar,2009,8.51811
mar,2010,6.54206
mar,2011,4.03719
mar,2012,3.55462
mar,2013,3.02995
mar,2014,2.76148
mar,2015,2.88496
mar,2016,3.07582
mar,2017,3.85313
mar,2018,3.30867
mar,2019,2.74629
mex,1978,1.30341
mex,1979,3.0568
mex,1980,1.56948
mex,1981,1.58396
mex,1982,0.42365
mex,1983,0.59936
mex,1984,0.99599
mex,1985,1.55855
mex,1986,2.97841
mex,1987,7.06238
mex,1988,4.22444
mex,1989,6.11897
mex,1990,7.09564
mex,1991,10.10673
mex,1992,12.15875
mex,1993,12.5007
mex,1994,10.83117
mex,1995,9.49577
mex,1996,10.49281
mex,1997,10.33246
mex,1998,5.31055
mex,1999,5.81952
mex,2000,6.31444
mex,2001,7.01575
mex,2002,3.29444
mex,2003,3.16484
mex,2004,5.65445
mex,2005,6.2095
mex,2006,8.3906
mex,2007,11.20176
mex,2008,7.64517
mex,2009,8.61697
mex,2010,10.50482
mex,2011,8.45321
mex,2012,9.96483
mex,2013,12.84419
mex,2014,9.73976
mex,2015,8.85505
mex,2016,10.38084
mex,2017,9.42106
mex,2018,7.68384
mex,2019,6.73159
mlt,1998,0.90273
mlt,1999,1.27686
mlt,2000,4.58652
mlt,2001,1.20153
mlt,2002,1.2279
mlt,2003,0.94371
mlt,2004,1.66535
mlt,2005,2.17807
mlt,2006,4.00348
mlt,2007,1.2003
mlt,2008,0.75848
mlt,2009,0.42764
mlt,2010,0.55502
mlt,2011,0.51254
mlt,2012,0.47895
mlt,2013,0.66339
mlt,2014,0.54378
mlt,2015,0.83127
mlt,2016,0.64547
mlt,2017,0.82712
mlt,2018,0.67622
mlt,2019,0.67935
mne,2007,9.69975
mne,2008,1.83185
mne,2010,1.07267
mne,2011,1.68767
mne,2012,1.06441
mus,1993,1.14973
mus,1994,2.34533
mus,1995,1.32513
mus,1996,2.24313
mus,1997,2.91735
mus,1998,2.26565
mus,1999,1.63017
mus,2000,1.40287
mus,2001,2.28345
mus,2002,1.13668
mus,2003,1.76496
mus,2004,1.73435
mus,2005,2.1545
mus,2006,2.23182
mus,2007,5.05243
mus,2008,3.49016
mus,2009,3.72731
mus,2010,3.64866
mus,2011,4.42796
mus,2012,2.53533
mus,2013,2.64855
mus,2014,3.61879
mus,2015,3.94097
mus,2016,2.61246
mus,2017,3.3907
mus,2018,3.20832
mus,2019,2.42743
mys,1980,10.50554
mys,1981,12.41322
mys,1982,4.5663
mys,1983,9.88559
mys,1984,6.34858
mys,1985,7.68909
mys,1986,4.21352
mys,1987,11.84207
mys,1988,7.09696
mys,1989,17.00487
mys,1990,24.33127
mys,1991,21.74138
mys,1992,31.37901
mys,1993,21.17142
mys,1994,16.03521
mys,1995,67.78554
mys,1996,25.42903
mys,1997,42.59003
mys,1998,36.79209
mys,1999,53.13602
mys,2000,55.98862
mys,2001,22.66867
mys,2002,25.5127
mys,2003,41.48006
mys,2004,43.44014
mys,2005,31.10377
mys,2006,42.501
mys,2007,79.89782
mys,2008,35.66567
mys,2009,39.96815
mys,2010,45.01248
mys,2011,43.73776
mys,2012,39.32577
mys,2013,43.97596
mys,2014,42.19683
mys,2015,36.9935
mys,2016,32.62527
mys,2017,43.0838
mys,2018,37.7417
mys,2019,29.78329
nam,1994,0.33547
nam,1995,0.07584
nam,1996,0.95581
nam,1997,0.56305
nam,1998,0.33921
nam,1999,0.58602
nam,2000,0.48305
nam,2001,0.14958
nam,2002,0.04946
nam,2003,0.05694
nam,2004,0.30677
nam,2005,0.07751
nam,2006,0.2208
nam,2007,0.2343
nam,2008,0.17262
nam,2009,0.28154
nam,2010,0.17971
nam,2011,0.10337
nam,2012,0.45929
nam,2013,0.27974
nam,2014,0.56505
nam,2019,0.79311
nga,1993,0.10882
nga,1994,0.13241
nga,1995,0.18969
nga,1996,0.61599
nga,1997,0.91636
nga,1998,1.11625
nga,1999,0.18965
nga,2001,0.22855
nga,2004,1.23226
nga,2005,1.10925
nga,2006,1.52373
nga,2007,6.29835
nga,2008,4.96049
nga,2009,1.53924
nga,2010,1.40499
nga,2011,0.9436
nga,2012,0.89095
nga,2013,1.20938
nga,2014,0.90289
nga,2015,0.82593
nga,2016,0.37307
nga,2017,0.58713
nga,2018,0.64954
nga,2019,0.60622
nld,1975,4.75115
nld,1976,5.37883
nld,1977,6.19287
nld,1978,6.39229
nld,1979,2.60387
nld,1980,2.43292
nld,1981,2.44957
nld,1982,3.1054
nld,1983,6.17982
nld,1984,7.70975
nld,1985,14.04743
nld,1986,16.73168
nld,1987,18.1778
nld,1988,11.5175
nld,1989,18.92156
nld,1990,13.72728
nld,1991,12.99094
nld,1992,12.26923
nld,1993,14.45684
nld,1994,20.03004
nld,1995,25.60145
nld,1996,38.02991
nld,1997,59.57815
nld,1998,92.43342
nld,1999,93.96065
nld,2000,156.17562
nld,2001,105.72684
nld,2002,111.97636
nld,2003,93.1104
nld,2004,95.63732
nld,2005,86.80612
nld,2006,122.83291
nld,2007,181.88768
nld,2008,102.40148
nld,2009,62.44566
nld,2010,65.84244
nld,2011,57.2347
nld,2012,49.75883
nld,2013,54.34824
nld,2014,53.44411
nor,1980,0.13036
nor,1981,0.15647
nor,1982,0.13948
nor,1983,1.47083
nor,1984,3.5384
nor,1985,3.2524
nor,1986,2.16069
nor,1987,10.23685
nor,1988,4.72522
nor,1989,12.69615
nor,1990,12.37979
nor,1991,10.34678
nor,1992,6.97051
nor,1993,13.7912
nor,1994,14.29993
nor,1995,16.10635
nor,1996,21.64663
nor,1997,28.37955
nor,1998,25.82978
nor,1999,30.7427
nor,2000,35.24468
nor,2001,30.37434
nor,2002,18.66303
nor,2003,21.36261
nor,2004,34.60154
nor,2005,45.88431
nor,2006,81.84386
nor,2007,101.72082
nor,2008,58.78207
nor,2009,53.77971
nor,2010,49.45022
nor,2011,37.08544
nor,2012,23.4751
nor,2013,18.46571
nor,2014,20.53135
nor,2015,24.88299
nor,2016,28.55934
nor,2017,29.57937
nor,2018,27.4476
nor,2019,25.21551
nzl,1985,3.79934
nzl,1986,7.02997
nzl,1987,7.26725
nzl,1988,2.3864
nzl,1989,2.1489
nzl,1990,4.23298
nzl,1991,6.32998
nzl,1992,7.25852
nzl,1993,14.39083
nzl,1994,13.37772
nzl,1995,13.10083
nzl,1996,13.80736
nzl,1997,13.41188
nzl,1998,20.92768
nzl,1999,20.49936
nzl,2000,18.95591
nzl,2001,15.79598
nzl,2002,3.8825
nzl,2003,4.37613
nzl,2004,4.89907
nzl,2005,4.75608
nzl,2006,4.84451
nzl,2007,4.33309
nzl,2008,2.47407
nzl,2009,2.71663
nzl,2010,1.30679
nzl,2011,2.2927
nzl,2012,3.034
nzl,2013,4.63834
nzl,2014,4.30789
nzl,2015,5.1047
nzl,2016,5.80984
nzl,2017,5.77749
nzl,2018,5.86134
nzl,2019,6.02695
omn,1993,1.50403
omn,1994,2.35547
omn,1995,1.95456
omn,1996,4.30632
omn,1997,23.53617
omn,1998,13.78792
omn,1999,3.09259
omn,2000,2.81226
omn,2001,1.78902
omn,2002,2.98261
omn,2003,7.12893
omn,2004,7.961
omn,2005,11.75674
omn,2006,7.83757
omn,2007,16.41754
omn,2008,14.44831
omn,2009,12.05657
omn,2010,5.80112
omn,2011,3.74751
omn,2012,3.47538
omn,2013,7.28017
omn,2014,7.15986
omn,2015,5.20419
omn,2016,3.75535
omn,2017,3.37936
omn,2018,2.41763
omn,2019,2.23244
pak,1996,8.78171
pak,1997,16.9187
pak,1998,14.4548
pak,1999,33.06801
pak,2000,37.79646
pak,2001,15.66697
pak,2002,31.74597
pak,2003,73.79883
pak,2004,130.19042
pak,2005,116.14343
pak,2006,90.94198
pak,2007,65.51254
pak,2008,24.85916
pak,2009,10.4627
pak,2010,6.57779
pak,2011,4.51239
pak,2012,5.33729
pak,2013,0.24345
pak,2014,0.22086
pak,2015,10.01926
pak,2016,9.88191
pan,1993,0.70253
pan,1994,0.74947
pan,1995,0.08941
pan,1996,0.23525
pan,1997,0.51221
pan,1998,0.91746
pan,1999,0.47567
pan,2000,1.47902
pan,2001,0.35834
pan,2002,0.45328
pan,2003,0.38849
pan,2004,1.20226
pan,2005,0.95515
pan,2006,1.39678
pan,2007,1.7022
pan,2008,1.15599
pan,2009,0.11912
pan,2010,0.23098
pan,2011,0.93409
pan,2012,1.77196
pan,2013,0.41776
pan,2014,0.49738
pan,2019,0.56032
per,1993,4.44274
per,1994,6.88783
per,1995,7.28681
per,1996,6.43248
per,1997,6.63428
per,1998,4.73389
per,1999,4.89169
per,2000,4.23357
per,2001,1.41489
per,2002,1.75221
per,2003,1.65023
per,2004,1.58339
per,2005,2.25602
per,2006,4.66173
per,2007,7.88957
per,2008,3.05359
per,2009,2.44883
per,2010,2.70687
per,2011,3.01358
per,2012,2.74013
per,2013,1.57728
per,2014,1.6075
per,2015,0.76449
per,2016,1.40454
per,2017,2.6849
per,2018,1.02507
per,2019,0.70241
phl,1980,4.75185
phl,1981,1.05761
phl,1982,0.88853
phl,1983,4.2635
phl,1984,1.19713
phl,1985,0.98587
phl,1986,5.772
phl,1987,14.25777
phl,1988,6.52229
phl,1989,14.29706
phl,1990,6.8921
phl,1991,7.63801
phl,1992,11.7845
phl,1993,12.12678
phl,1994,21.7438
phl,1995,19.78791
phl,1996,30.79176
phl,1997,24.71332
phl,1998,14.54971
phl,1999,23.34921
phl,2000,8.81348
phl,2001,3.81857
phl,2002,2.54136
phl,2003,2.80891
phl,2004,3.40371
phl,2005,4.98319
phl,2006,7.17461
phl,2007,15.53702
phl,2008,6.83326
phl,2009,8.12995
phl,2010,10.67786
phl,2011,11.68432
phl,2012,13.62399
phl,2013,15.7057
phl,2014,14.1901
phl,2015,12.53665
phl,2016,11.25184
phl,2017,10.29117
phl,2018,8.42281
phl,2019,7.96046
png,2001,0.01882
png,2002,0.04337
png,2003,0.06673
png,2004,0.1016
png,2005,0.35122
png,2006,0.29755
png,2007,0.5628
png,2008,0.55746
png,2009,0.24243
png,2010,0.18771
png,2011,0.40345
pol,1991,0.09707
pol,1992,0.44203
pol,1993,2.05642
pol,1994,4.69904
pol,1995,1.94819
pol,1996,3.46611
pol,1997,4.66615
pol,1998,5.08803
pol,1999,6.33134
pol,2000,11.90299
pol,2001,5.34159
pol,2002,1.63203
pol,2003,3.56945
pol,2004,6.97971
pol,2005,8.57214
pol,2006,15.44143
pol,2007,21.01537
pol,2008,9.68296
pol,2009,12.8761
pol,2010,14.48702
pol,2011,13.81614
pol,2012,12.037
pol,2013,13.8512
pol,2014,10.59695
pol,2015,11.01964
pol,2016,9.66864
pol,2017,12.91876
pol,2018,9.32496
pol,2019,8.5102
prt,1993,2.52258
prt,1994,4.99405
prt,1995,3.56606
prt,1996,5.77256
prt,1997,16.99476
prt,1998,40.52047
prt,1999,29.94865
prt,2000,46.98176
prt,2001,22.45788
prt,2002,16.81622
prt,2003,14.49781
prt,2004,19.63499
prt,2005,18.11846
prt,2006,31.66006
prt,2007,57.20526
prt,2008,28.93456
prt,2009,18.37069
prt,2010,22.55387
prt,2011,14.56126
prt,2012,12.22557
prt,2013,17.2165
prt,2014,20.38564
pry,1995,0.21187
pry,1996,0.30383
pry,1997,0.19478
pry,1998,0.16554
pry,1999,0.13534
pry,2001,0.16126
pry,2002,0.13062
pse,1999,2.49625
pse,2000,3.1097
pse,2001,1.32078
pse,2002,0.89909
pse,2003,1.04209
pse,2004,3.28536
pse,2005,19.5124
pse,2006,9.40918
pse,2007,11.54492
pse,2008,12.83494
pse,2009,5.69508
pse,2010,4.1954
pse,2011,2.89019
pse,2012,2.15366
pse,2013,1.9265
pse,2014,2.78327
pse,2015,2.52805
pse,2016,3.32169
pse,2017,3.23532
pse,2018,2.41853
qat,2006,34.08898
qat,2007,37.56033
qat,2008,41.80313
qat,2009,25.88919
qat,2010,14.70681
qat,2011,13.65434
qat,2012,10.38893
qat,2013,10.34813
qat,2014,26.53887
qat,2015,14.93272
qat,2016,12.49316
qat,2017,10.98085
qat,2018,9.9184
qat,2019,7.27174
rou,1997,0.66957
rou,1998,0.36278
rou,1999,0.2809
rou,2000,0.15172
rou,2001,0.2587
rou,2002,0.31042
rou,2003,0.38176
rou,2004,1.10467
rou,2005,1.44391
rou,2006,1.31505
rou,2007,1.59642
rou,2008,0.57161
rou,2009,0.9475
rou,2010,1.00924
rou,2011,1.59731
rou,2012,1.17158
rou,2013,0.56617
rou,2014,0.81026
rou,2019,0.81755
rus,2001,9.19814
rus,2002,13.79782
rus,2003,18.52523
rus,2004,20.08297
rus,2005,19.35632
rus,2006,58.85758
rus,2007,98.25465
rus,2008,69.54364
rus,2009,41.74477
rus,2010,33.238
rus,2011,27.08952
rus,2012,15.41078
rus,2013,10.27318
rus,2014,7.76692
rus,2015,8.6042
rus,2016,10.932
rus,2017,9.24373
rus,2018,8.81479
rus,2019,10.63144
rwa,2019,0.0492
sau,2001,12.10563
sau,2002,18.81698
sau,2003,73.70295
sau,2004,182.78461
sau,2005,335.97266
sau,2006,372.25991
sau,2007,163.9437
sau,2008,100.67907
sau,2009,78.09638
sau,2010,38.09318
sau,2011,43.41761
sau,2012,69.45594
sau,2013,48.5373
sau,2014,75.0171
sau,2015,66.783
sau,2016,47.50559
sau,2017,31.71435
sau,2018,29.18897
sau,2019,27.84262
sgp,1979,11.43389
sgp,1980,30.64577
sgp,1981,44.98481
sgp,1982,15.03956
sgp,1983,31.41906
sgp,1984,19.45683
sgp,1985,7.5463
sgp,1986,14.42802
sgp,1987,34.52529
sgp,1988,18.21744
sgp,1989,46.33068
sgp,1990,58.29295
sgp,1991,39.77397
sgp,1992,36.26665
sgp,1993,137.72848
sgp,1994,120.61308
sgp,1995,72.8294
sgp,1996,62.57256
sgp,1997,74.04534
sgp,1998,68.25003
sgp,1999,124.47925
sgp,2000,99.04098
sgp,2001,79.17328
sgp,2002,68.13198
sgp,2003,96.61127
sgp,2004,96.32863
sgp,2005,91.24923
sgp,2006,125.06496
sgp,2007,210.72433
sgp,2008,130.68842
sgp,2009,130.73864
sgp,2010,127.51665
sgp,2011,98.33013
sgp,2012,88.36281
sgp,2013,90.62312
sgp,2014,63.71474
sgp,2015,64.29474
sgp,2016,59.01492
sgp,2017,64.23969
sgp,2018,58.81971
sgp,2019,30.69488
srb,1997,0.18889
srb,1998,0.06424
srb,1999,0.13771
srb,2000,0.31996
srb,2001,0.69442
srb,2002,0.6898
srb,2003,2.49809
srb,2004,1.67459
srb,2005,1.95111
srb,2006,4.41604
srb,2007,6.30724
srb,2008,2.00401
srb,2009,1.21449
srb,2010,0.55345
srb,2011,0.60609
srb,2012,0.55554
svk,1993,0.01634
svk,1994,0.86644
svk,1995,3.23024
svk,1996,9.33607
svk,1997,8.54976
svk,1998,3.3896
svk,1999,1.56961
svk,2000,1.83065
svk,2001,3.09962
svk,2002,2.50752
svk,2003,1.59452
svk,2004,1.30904
svk,2005,0.10576
svk,2006,0.14072
svk,2007,0.03617
svk,2008,0.02098
svk,2009,0.19617
svk,2010,0.34254
svk,2011,0.4574
svk,2012,0.17649
svk,2013,0.11104
svn,1993,0.00302
svn,1994,2.76818
svn,1995,1.63028
svn,1996,2.29737
svn,1997,2.50319
svn,1998,3.63967
svn,1999,3.73544
svn,2000,3.1487
svn,2001,4.62572
svn,2002,3.94434
svn,2003,1.68802
svn,2004,2.24107
svn,2005,1.31482
svn,2006,2.67564
svn,2007,6.11706
svn,2008,2.43431
svn,2009,2.05063
svn,2010,1.00504
svn,2011,0.99405
svn,2012,0.85854
svn,2013,0.8524
svn,2014,1.47372
svn,2015,0.84597
svn,2016,0.68479
svn,2017,0.77695
svn,2018,0.69412
svn,2019,0.279
swe,1975,0.13151
swe,1976,0.141
swe,1977,0.3959
swe,1978,0.40597
swe,1979,1.67142
swe,1980,1.26425
swe,1981,2.82951
swe,1982,4.03408
swe,1983,9.37719
swe,1984,7.7565
swe,1985,9.46322
swe,1986,11.24533
swe,1987,10.70348
swe,1988,9.01589
swe,1989,8.27462
swe,1990,5.9826
swe,1991,7.48816
swe,1992,10.00636
swe,1993,19.06892
swe,1994,38.63499
swe,1995,37.15733
swe,1996,44.72057
swe,1997,56.99274
swe,1998,73.7674
swe,1999,78.38042
swe,2000,144.21968
swe,2001,123.71431
swe,2002,69.54011
swe,2003,59.35223
swe,2004,80.44297
swz,1994,0.14796
swz,1995,0.02237
swz,1996,23.19499
swz,1997,20.81435
swz,1998,12.75918
swz,1999,0.00969
swz,2000,0.01208
swz,2001,0.55106
swz,2002,0.01257
swz,2003,0.00228
swz,2004,0.00144
swz,2005,0.00094
swz,2006,0.00182
swz,2007,0.10204
syc,2014,11.74975
tha,1980,2.14197
tha,1981,0.66865
tha,1982,1.51682
tha,1983,1.98288
tha,1984,2.23936
tha,1985,3.40097
tha,1986,5.10943
tha,1987,21.3652
tha,1988,21.26901
tha,1989,17.60768
tha,1990,18.43911
tha,1991,19.74964
tha,1992,64.10375
tha,1993,67.57903
tha,1994,55.24452
tha,1995,34.80283
tha,1996,3.64609
tha,1997,11.75587
tha,1998,19.94322
tha,1999,29.45243
tha,2000,15.29455
tha,2001,25.81192
tha,2002,30.73726
tha,2003,68.65591
tha,2004,67.63433
tha,2005,47.44385
tha,2006,43.74568
tha,2007,42.88053
tha,2008,36.39798
tha,2009,44.94738
tha,2010,65.20901
tha,2011,58.05287
tha,2012,60.07962
tha,2013,83.24626
tha,2014,76.26069
tha,2015,67.61013
tha,2016,78.61032
tha,2017,74.40997
tha,2018,76.31429
tha,2019,67.52614
tto,2000,1.70584
tto,2001,1.88218
tun,1994,1.763
tun,1995,3.71374
tun,1996,1.02771
tun,1997,0.94846
tun,1998,0.74241
tun,2010,4.16699
tun,2011,2.29346
tun,2012,2.77794
tun,2013,0.99868
tun,2014,1.8626
tur,1991,5.51724
tur,1992,5.26716
tur,1993,8.88002
tur,1994,16.57891
tur,1995,30.02532
tur,1996,19.96566
tur,1997,23.01332
tur,1998,20.73125
tur,1999,26.57029
tur,2000,60.79874
tur,2001,32.79858
tur,2002,28.50808
tur,2003,31.46907
tur,2004,36.20714
tur,2005,39.83261
tur,2006,40.99105
tur,2007,48.06393
tur,2008,28.94482
tur,2009,48.51077
tur,2010,52.24087
tur,2011,43.37125
tur,2012,41.06793
tur,2013,39.37082
tur,2014,39.57945
tur,2015,40.67062
tur,2016,32.62715
tur,2017,44.2493
tur,2018,47.94325
tur,2019,46.07873
tza,1999,0.00031
tza,2000,0.03589
tza,2001,0.0525
ukr,2010,2.08708
ukr,2011,0.72181
ukr,2012,0.3555
ukr,2013,0.1798
ukr,2014,0.09153
ukr,2019,0.00086
ury,1994,0.05322
ury,1995,0.0029
ury,1996,0.00268
ury,1998,0.00102
ury,1999,0.00054
usa,1984,27.45238
usa,1985,33.85089
usa,1986,47.63964
usa,1987,59.25514
usa,1988,37.52745
usa,1989,41.50559
usa,1990,34.0776
usa,1991,34.74825
usa,1992,38.80862
usa,1993,50.07484
usa,1994,50.07034
usa,1995,67.78535
usa,1996,86.28008
usa,1997,108.02084
usa,1998,135.77716
usa,1999,195.37307
usa,2000,290.49007
usa,2001,197.35336
usa,2002,155.92728
usa,2003,140.03091
usa,2004,156.40697
usa,2005,197.84386
usa,2006,221.37269
usa,2007,296.51947
usa,2008,321.11736
usa,2009,237.43193
usa,2010,240.2965
usa,2011,264.0845
usa,2012,199.72495
usa,2013,198.07895
usa,2014,222.44727
usa,2015,227.22337
usa,2016,224.89393
usa,2017,204.1831
usa,2018,160.4805
usa,2019,108.23443
ven,1993,2.65313
ven,1994,1.62243
ven,1995,0.4256
ven,1996,1.79477
ven,1997,4.22335
ven,1998,1.70109
ven,1999,0.96371
ven,2000,1.86306
ven,2001,0.93325
ven,2002,0.09559
vnm,2008,10.24073
vnm,2009,31.13683
vnm,2010,26.61608
vnm,2011,8.50233
vnm,2013,8.15579
vnm,2014,16.03777
vnm,2015,12.28825
vnm,2016,13.15986
vnm,2017,19.79426
vnm,2018,21.53376
vnm,2019,12.04931
zaf,1975,2.34556
zaf,1976,2.02992
zaf,1977,2.05897
zaf,1978,2.34064
zaf,1979,3.64693
zaf,1980,6.25255
zaf,1981,3.04567
zaf,1982,3.30748
zaf,1983,3.90717
zaf,1984,2.36911
zaf,1985,4.1121
zaf,1986,7.67854
zaf,1987,11.17624
zaf,1988,4.62877
zaf,1989,7.47158
zaf,1990,7.136
zaf,1991,6.5181
zaf,1992,5.38308
zaf,1993,5.89284
zaf,1994,9.55743
zaf,1995,10.25846
zaf,1996,18.05255
zaf,1997,27.57045
zaf,1998,39.39969
zaf,1999,53.29547
zaf,2000,51.70224
zaf,2001,29.10128
zaf,2002,41.2932
zaf,2003,27.99245
zaf,2004,36.64568
zaf,2005,43.18271
zaf,2006,63.9599
zaf,2007,86.07587
zaf,2008,70.66205
zaf,2009,73.50014
zaf,2010,73.85752
zaf,2011,54.23169
zaf,2012,57.24081
zaf,2013,63.31293
zaf,2014,70.01807
zaf,2015,73.66917
zaf,2016,135.79508
zaf,2017,117.21142
zaf,2018,80.10353
zaf,2019,81.04467
zmb,1994,0.01094
zmb,1995,0.00578
zmb,1996,0.07395
zmb,1997,0.1859
zmb,1998,0.03703
zmb,1999,0.16714
zmb,2000,0.02777
zmb,2001,0.12212
zmb,2002,0.11922
zmb,2003,0.13301
zmb,2004,0.0352
zmb,2005,0.13322
zmb,2006,0.09438
zmb,2010,0.09884
zmb,2011,0.08738
zmb,2012,0.07136
zwe,1993,0.7648
zwe,1994,2.50919
zwe,1995,1.96083
zwe,1996,2.73736
zwe,1997,3.66783
zwe,1998,1.25368
zwe,1999,2.93321
