geo,time,ne_con_govt_cn
caf,1993,55221000000
caf,1994,77898000000
caf,1995,83029000000
caf,1996,66538459500
caf,1997,64881000000
caf,1998,65402000000
caf,1999,104511000000
caf,2000,106029000000
caf,2001,95699000000
caf,2002,95559000000
caf,2003,68613000000
caf,2004,69999000000
caf,2005,61427440000
caf,2006,52375950000
caf,2007,51800000000
caf,2008,62700000000
caf,2009,69852100000
caf,2010,80954380000
caf,2011,82119740000
caf,2012,139945000000
caf,2013,145028000000
caf,2014,145304000000
caf,2015,148151000000
caf,2016,155826000000
caf,2017,169272000000
caf,2018,94990018400
caf,2019,104699776900
caf,2020,129597628100
caf,2021,127556932600
caf,2022,123877387200
caf,2023,129203857900
caf,2024,161360000000
can,1961,6678000000
can,1962,7231000000
can,1963,7798000000
can,1964,8555000000
can,1965,9403000000
can,1966,11080000000
can,1967,12850000000
can,1968,14633000000
can,1969,16618000000
can,1970,19341000000
can,1971,21238000000
can,1972,23658000000
can,1973,26884000000
can,1974,32671000000
can,1975,39621000000
can,1976,45312000000
can,1977,51211000000
can,1978,55410000000
can,1979,61187000000
can,1980,69108000000
can,1981,78836000000
can,1982,89085000000
can,1983,95501000000
can,1984,101800000000
can,1985,110278000000
can,1986,116348000000
can,1987,123514000000
can,1988,132409000000
can,1989,143508000000
can,1990,157310000000
can,1991,168543000000
can,1992,175619000000
can,1993,178438000000
can,1994,179603000000
can,1995,180117000000
can,1996,178506000000
can,1997,180049000000
can,1998,186571000000
can,1999,194737000000
can,2000,211329000000
can,2001,223291000000
can,2002,236096000000
can,2003,249646000000
can,2004,259364000000
can,2005,271178000000
can,2006,288072000000
can,2007,303708000000
can,2008,326759000000
can,2009,345137000000
can,2010,357791000000
can,2011,375141000000
can,2012,384770000000
can,2013,393848000000
can,2014,404297000000
can,2015,415561000000
can,2016,426335000000
can,2017,443184000000
can,2018,462369000000
can,2019,478063000000
can,2020,504084000000
can,2021,539730000000
can,2022,582117000000
can,2023,613326000000
che,1970,8493935000
che,1971,10044380000
che,1972,11353545000
che,1973,13064843000
che,1974,14668905000
che,1975,15803813000
che,1976,16701909000
che,1977,16885103000
che,1978,17434684000
che,1979,18337249000
che,1980,19378325000
che,1981,21152896000
che,1982,22976065000
che,1983,24343442000
che,1984,25502649000
che,1985,27333128000
che,1986,29087255000
che,1987,30045113000
che,1988,32491647000
che,1989,36515507000
che,1990,40150300000
che,1991,44188305000
che,1992,46560611000
che,1993,47627075000
che,1994,48873064000
che,1995,49267134000
che,1996,50006317000
che,1997,49756526000
che,1998,49865766000
che,1999,50796320000
che,2000,52623354000
che,2001,53992101000
che,2002,55645677000
che,2003,57220106000
che,2004,57835439000
che,2005,58586330000
che,2006,59485006000
che,2007,61408652000
che,2008,64947190000
che,2009,68653735000
che,2010,69846704000
che,2011,71683177000
che,2012,72828031000
che,2013,74708075000
che,2014,76423882000
che,2015,77071684000
che,2016,78053976000
che,2017,78788514000
che,2018,79927041000
che,2019,81400874000
che,2020,84475303000
che,2021,88782044000
che,2022,88876697000
che,2023,90468217000
chl,1960,468530
chl,1961,534482
chl,1962,662106
chl,1963,872855
chl,1964,1313064
chl,1965,2066747
chl,1966,3097348
chl,1967,3998718
chl,1968,5484076
chl,1969,8011779
chl,1970,13190470
chl,1971,20267362
chl,1972,39649745
chl,1973,158546924
chl,1974,1513056385
chl,1975,5870202195
chl,1976,18868819104
chl,1977,43832238706
chl,1978,73050059562
chl,1979,116111458560
chl,1980,140965844300
chl,1981,174737716950
chl,1982,203443661700
chl,1983,230148988080
chl,1984,260320372130
chl,1985,348207863430
chl,1986,458530561340
chl,1987,531374153550.00006
chl,1988,661251488620
chl,1989,804765633980
chl,1990,984876807430
chl,1991,1277098237500
chl,1992,1612226398700
chl,1993,1999151403100
chl,1994,2383090852400
chl,1995,2864356058800
chl,1996,3661879491500
chl,1997,4111488111900
chl,1998,4456374249200
chl,1999,4866263782100
chl,2000,5315263121600
chl,2001,5741111155800
chl,2002,6174011831900
chl,2003,6441937610700
chl,2004,6902905053700
chl,2005,7499725176100
chl,2006,8400132808800.00195
chl,2007,9508178354200
chl,2008,10574064747200
chl,2009,12371606669900
chl,2010,13898387198200
chl,2011,14959241713200
chl,2012,16020431532000
chl,2013,17555782383200
chl,2014,19568519908900
chl,2015,21560211683400
chl,2016,24205358246600
chl,2017,26267326899500
chl,2018,28143341364100
chl,2019,29826322372000
chl,2020,32254294521400
chl,2021,35283796447900
chl,2022,38736265733000
chl,2023,43122333016700
chl,2024,46954506377200
chn,1960,18610000000
chn,1961,17880000000
chn,1962,15000000000
chn,1963,17160000000
chn,1964,18930000000
chn,1965,20750000000
chn,1966,23160000000
chn,1967,19880000000
chn,1968,19730000000
chn,1969,23380000000
chn,1970,25350000000
chn,1971,29490000000
chn,1972,31070000000
chn,1973,32080000000
chn,1974,34530000000
chn,1975,36060000000
chn,1976,38370000000
chn,1977,41300000000
chn,1978,48060000000
chn,1979,57180000000
chn,1980,63890000000
chn,1981,65950000000
chn,1982,71990000000
chn,1983,85190000000
chn,1984,111100000000
chn,1985,131020000000
chn,1986,145630000000
chn,1987,161740000000
chn,1988,192330000000
chn,1989,229600000000
chn,1990,261410000000
chn,1991,312640000000
chn,1992,398310000000
chn,1993,519670000000
chn,1994,695970000000
chn,1995,829470000000
chn,1996,963680000000
chn,1997,1115610000000
chn,1998,1296290000000
chn,1999,1508860000000
chn,2000,1720570000000
chn,2001,1857950000000
chn,2002,2000530000000
chn,2003,2155210000000
chn,2004,2426780000000
chn,2005,2844820000000
chn,2006,3346010000000
chn,2007,4069810000000
chn,2008,4776850000000
chn,2009,5315410000000
chn,2010,6220790000000
chn,2011,7689190000000
chn,2012,8708030000000
chn,2013,9626140000000
chn,2014,10412730000000
chn,2015,11421300000000
chn,2016,12483920000000
chn,2017,13983310000000
chn,2018,15759170000000
chn,2019,17251730000000
chn,2020,18217600000000
chn,2021,19193420000000
chn,2022,20562260000000
chn,2023,22247420000000
civ,1960,10631249900
civ,1961,13451785200
civ,1962,14970534900
civ,1963,17574107100
civ,1964,22636605400
civ,1965,24299999200
civ,1966,27000000500
civ,1967,29199999000
civ,1968,35600011300
civ,1969,43200000000
civ,1970,54600011800
civ,1971,69500010500
civ,1972,72699813900
civ,1973,88099913700
civ,1974,119699996700
civ,1975,141799997400
civ,1976,180300005400
civ,1977,209699995600
civ,1978,290400010200
civ,1979,353799995400
civ,1980,362399989800
civ,1981,403600015400
civ,1982,432500015100
civ,1983,439299997700
civ,1984,453299994600
civ,1985,441599983600
civ,1986,479800000500
civ,1987,494000013300
civ,1988,522400006100
civ,1989,568200003600
civ,1990,493799997400
civ,1991,484299997200
civ,1992,514900000800
civ,1993,484000006100
civ,1994,555000004600
civ,1995,582467321900
civ,2015,2532000000000
civ,2016,2830000000000
civ,2017,3131000000000
civ,2018,3266000000000
civ,2019,3830712000000
civ,2020,4107246000000
civ,2021,4021612699800
civ,2022,4188988236000
civ,2023,4352359708100.00098
civ,2024,4703453172600
cmr,1965,25999999000
cmr,1966,31000000500
cmr,1967,31899990000
cmr,1968,34300000300
cmr,1969,38799999000
cmr,1970,38100000800
cmr,1971,41500000300
cmr,1972,46000001000
cmr,1973,49000001500
cmr,1974,57300000800
cmr,1975,66700001300
cmr,1976,74500014100
cmr,1977,81900011500
cmr,1978,102799999000
cmr,1979,116299997200
cmr,1980,136800002000
cmr,1981,159099994100
cmr,1982,192000000000
cmr,1983,248699994100
cmr,1984,306400002000
cmr,1985,345300009000
cmr,1986,465500012500
cmr,1987,476699983900
cmr,1988,390988005400
cmr,1989,378400014300
cmr,1990,427500011500
cmr,1991,443399995400
cmr,1992,409399984100
cmr,1993,626258197900
cmr,1994,564794670800
cmr,1995,586575468500
cmr,1996,654097956000
cmr,1997,683243956100
cmr,1998,703707223200
cmr,1999,787643693500
cmr,2000,809890797100
cmr,2001,936296902800
cmr,2002,961388459500
cmr,2003,1036713489000
cmr,2004,1091602256500
cmr,2005,1099667580200
cmr,2006,1083808595900
cmr,2007,1153369493800
cmr,2008,1364784305400
cmr,2009,1479279388400
cmr,2010,1553380349100
cmr,2011,1740069430700
cmr,2012,1887217234300
cmr,2013,2043072477800
cmr,2014,2166522761600
cmr,2015,2333515586000
cmr,2016,2429545000000
cmr,2017,2448318000000
cmr,2018,2646641000000
cmr,2019,2811635000000
cmr,2020,2882386000000
cmr,2021,3006052000000
cmr,2022,2906600000000
cmr,2023,3163800000000
cmr,2024,3281800096666.16943
cod,1994,3033000
cod,1995,19479000
cod,1996,179600000
cod,1997,624100000
cod,1998,809200000
cod,1999,3063983400
cod,2000,27100000000
cod,2001,84800000000
cod,2002,177900000000
cod,2003,179200000000
cod,2004,257300000000
cod,2005,306174000000
cod,2006,402847000000
cod,2007,600900000000
cod,2008,913272000000
cod,2009,1070665000000
cod,2010,1425222000000
cod,2011,1916069000000
cod,2012,2108186000000
cod,2013,2459701000000
cod,2014,2764823000000
cod,2015,3179741000000
cod,2016,2790527671800
cod,2017,3038146000000
cod,2018,4875953000000
cod,2019,5911543000000
cod,2020,6831789936700
cod,2021,9097456000000
cod,2022,12367328883400
cod,2023,12872177011000
cod,2024,16218318030900
cog,1960,4875999200
cog,1961,5059999200
cog,1962,5611999200
cog,1963,6439999000
cog,1964,6623999000
cog,1965,6899999000
cog,1966,8499999000
cog,1967,9400001000
cog,1968,11200000000
cog,1969,12200000000
cog,1970,12900000000
cog,1971,15200000000
cog,1972,18000000000
cog,1973,21200000000
cog,1974,25100010000
cog,1975,29600010000
cog,1976,31899990000
cog,1977,36399990000
cog,1978,45500000000
cog,1979,52000000000
cog,1980,63399990000
cog,1981,72800010000
cog,1982,95799610000
cog,1983,124200000000
cog,1984,141700000000
cog,1985,159700000000
cog,1986,159800000000
cog,1987,142100000000
cog,1988,138700000000
cog,1989,148599996400
cog,1990,149000000000
cog,1991,213240000000
cog,1992,209098000000
cog,1993,210252000000
cog,1994,214292000000
cog,1995,166075296000
cog,1996,166960000000
cog,1997,283984000000
cog,1998,278280000000
cog,1999,218237000000
cog,2000,265198000000
cog,2001,288600000000
cog,2002,386400000000
cog,2003,352700000000
cog,2004,367700000000
cog,2005,438488000000
cog,2006,537670000000
cog,2007,706262000000
cog,2008,630829000000
cog,2009,613295000000
cog,2010,687773000000
cog,2011,946909000000
cog,2012,1242715000000
cog,2013,1248249000000
cog,2014,1480607000000
cog,2015,1419319000000
cog,2016,1380359000000
cog,2017,1242868000000
cog,2018,1108162000000
cog,2019,1084304000000
cog,2020,1153784000000
cog,2021,1222549000000
cog,2022,1167821000000
cog,2023,1217356000000
cog,2024,1275454428200
col,1960,1705445600
col,1961,2062929200
col,1962,2410103800
col,1963,3227078400
col,1964,3574336300
col,1965,5028000000
col,1966,6376000000
col,1967,7255000000
col,1968,8217000000
col,1969,9838000000
col,1970,12284000000
col,1971,17095000000
col,1972,18144000000
col,1973,23011000000
col,1974,28208000000
col,1975,36176000000
col,1976,43682000000
col,1977,55216000000
col,1978,77820000000
col,1979,110722000000
col,1980,159371000000
col,1981,206874000000
col,1982,272766000000
col,1983,334565000000
col,1984,425631000000
col,1985,531264000000
col,1986,665814000000
col,1987,868383000000
col,1988,1182370000000
col,1989,1596555000000
col,1990,2992349000000
col,1991,3660731000000
col,1992,5217772000000
col,1993,7344993000000
col,1994,9774338000000
col,1995,12622276000000
col,1996,18122545000000
col,1997,24245733000000
col,1998,28527858000000
col,1999,33587704000000
col,2000,34351000000000
col,2001,37415000000000
col,2002,39352000000000
col,2003,42514000000000
col,2004,48262000000000
col,2005,47166000000000
col,2006,52969000000000
col,2007,58834000000000
col,2008,62638000000000
col,2009,69238000000000
col,2010,74864000000000
col,2011,82635000000000
col,2012,89815000000000
col,2013,100668000000000
col,2014,108666000000000
col,2015,119188000000000
col,2016,125605000000000
col,2017,136972000000000
col,2018,152332000000000
col,2019,167207000000000
col,2020,171326000000000
col,2021,191374000000000
col,2022,206025000000000
col,2023,232203000000000
col,2024,250946000000000
com,1980,4952000000
com,1981,5893000000
com,1982,6678000000
com,1983,8065000000
com,1984,8914000000
com,1985,9762000000
com,1986,10679000000
com,1987,11204000000
com,1988,11728000000
com,1989,12032000000
com,1990,12919000000
com,1991,13215000000
com,1992,13372000000
com,1993,14164000000
com,1994,14680000000
com,1995,16475000000
com,1996,16783000000
com,1997,17621000000
com,1998,18087000000
com,1999,19506000000
com,2000,20658000000
com,2001,22964000000
com,2002,24478000000
com,2003,26271000000
com,2004,27682000000
com,2005,28558000000
com,2006,30226000000
com,2007,30631000000
com,2008,33490000000
com,2009,36649000000
com,2010,37532000000
com,2011,38546000000
com,2012,39068000000
com,2013,38564000000
com,2014,43743000000
com,2015,45370000000
com,2016,47784000000
com,2017,50787000000
com,2018,50661000000
com,2019,53015000000
com,2020,55724000000
com,2021,54719000000
com,2022,57439000000
com,2023,61459730000
com,2024,64532716500
cpv,2007,25079418200
cpv,2008,26778725600
cpv,2009,29097616600
cpv,2010,30072666900
cpv,2011,32268392000
cpv,2012,30574861000
cpv,2013,31604134400
cpv,2014,33558198500
cpv,2015,35233398000
cpv,2016,36569964000
cpv,2017,34699139000
cpv,2018,37343499000
cpv,2019,43954153000
cpv,2020,45365868000
cpv,2021,50853860000
cpv,2022,52698178000
cpv,2023,56113881200
cpv,2024,58374789500
cri,1960,296100000
cri,1961,340400000
cri,1962,365600000
cri,1963,412900000
cri,1964,457000000
cri,1965,494800000
cri,1966,536900000
cri,1967,585500000
cri,1968,636000000
cri,1969,705700000
cri,1970,819800000
cri,1971,990000000
cri,1972,1182000000
cri,1973,1417100000
cri,1974,1889000000
cri,1975,2557900000
cri,1976,3306400000
cri,1977,4208100000
cri,1978,5068600000
cri,1979,6243200000
cri,1980,7544300000
cri,1981,8986500000
cri,1982,14191900000
cri,1983,19527100000
cri,1984,25502600000
cri,1985,31175000000
cri,1986,37950800000
cri,1987,42651800000
cri,1988,54629600000
cri,1989,72283300000
cri,1990,94948400000
cri,1991,116234881900
cri,1992,139497588900
cri,1993,174004329700
cri,1994,219032635600
cri,1995,268857397400.00003
cri,1996,316870774500
cri,1997,370407773100
cri,1998,448035019300
cri,1999,541094989900.00006
cri,2000,635193453200
cri,2001,751140326100
cri,2002,876260155000
cri,2003,998231687500
cri,2004,1139096454600
cri,2005,1294131635300
cri,2006,1528898344800
cri,2007,1778530540300
cri,2008,2200769444700
cri,2009,2775788329100
cri,2010,3291234882500.79004
cri,2011,3667746820264.0498
cri,2012,3988117963710.64941
cri,2013,4361852290407.06006
cri,2014,4763390755626.7998
cri,2015,5117230429431.67969
cri,2016,5356182322048.95996
cri,2017,5617993838057.79004
cri,2018,5832848004183.20996
cri,2019,6337339445105.0791
cri,2020,6461385536780.12988
cri,2021,6666313064774.56934
cri,2022,6898897964900.25
cri,2023,6999357767315.48926
cri,2024,7209481229333.66992
cub,1970,1803101400
cub,1971,2189960200
cub,1972,2455483100
cub,1973,2622603200
cub,1974,2962817300
cub,1975,3382591400
cub,1976,3585042600
cub,1977,3735063300
cub,1978,4353922600
cub,1979,4531363800
cub,1980,4530372100
cub,1981,5297515500
cub,1982,5651107900
cub,1983,6053543400
cub,1984,6702405600
cub,1985,6531887500
cub,1986,6472235500
cub,1987,6344378600
cub,1988,6614018500
cub,1989,6692092400
cub,1990,6678166300
cub,1991,5934929400
cub,1992,5687330000
cub,1993,5856417000
cub,1994,5739964100
cub,1995,5814419400
cub,1996,6643000000
cub,1997,6806900000
cub,1998,7122047400
cub,1999,8204404100
cub,2000,9046224800
cub,2001,9786000000
cub,2002,11455875900
cub,2003,12110612500
cub,2004,13554299600
cub,2005,14348951700
cub,2006,17001135300
cub,2007,20751500000
cub,2008,24250000000
cub,2009,24187000000
cub,2010,22360000000
cub,2011,24437000000
cub,2012,23343000000
cub,2013,25032000000
cub,2014,26138000000
cub,2015,28062225863.846
cub,2016,29143374314.3747
cub,2017,29867400000
cub,2018,30060000000
cub,2019,33336800000
cub,2020,41704000000
cub,2021,184427600000
cub,2022,206981000000
cub,2023,221586000000
cym,2017,86700000
cym,2018,97300000
cym,2019,116600000
cym,2020,120600000
cyp,1975,76716200
cyp,1976,93118800
cyp,1977,101149200
cyp,1978,113280300
cyp,1979,137542400
cyp,1980,177523700
cyp,1981,218701000
cyp,1982,259878300
cyp,1983,293708600
cyp,1984,322413100
cyp,1985,356243400
cyp,1986,385973100
cyp,1987,505233400
cyp,1988,568110000
cyp,1989,616292500
cyp,1990,757081300
cyp,1991,843536500
cyp,1992,1009270900
cyp,1993,944002300
cyp,1994,1039000500
cyp,1995,957600000
cyp,1996,1053900000
cyp,1997,1243300000
cyp,1998,1459100000
cyp,1999,1575400000
cyp,2000,1614300000
cyp,2001,1837700000
cyp,2002,1994000000
cyp,2003,2323600000
cyp,2004,2325500000
cyp,2005,2483100000
cyp,2006,2750300000
cyp,2007,2934000000
cyp,2008,3300600000
cyp,2009,3570600000
cyp,2010,3648400000
cyp,2011,3844700000
cyp,2012,3723900000
cyp,2013,3379600000
cyp,2014,2984800000
cyp,2015,2980400000
cyp,2016,2944700000
cyp,2017,3053700000
cyp,2018,3207472000
cyp,2019,3751500000
cyp,2020,4295000000
cyp,2021,4823700000
cyp,2022,5331700000
cyp,2023,5840200000
cyp,2024,6241750000
cze,1990,160092373000
cze,1991,189644920000
cze,1992,202253411000
cze,1993,249172750000
cze,1994,292041382000
cze,1995,322393000000
cze,1996,355866000000
cze,1997,395273000000
cze,1998,409792000000
cze,1999,447962000000
cze,2000,465952000000
cze,2001,502277000000
cze,2002,563948000000
cze,2003,618883000000
cze,2004,635865000000
cze,2005,667530000000
cze,2006,703674000000
cze,2007,737989000000
cze,2008,773404000000
cze,2009,817415000000
cze,2010,819884000000
cze,2011,804208000000
cze,2012,795398000000
cze,2013,817092000000
cze,2014,840135000000
cze,2015,874902000000
cze,2016,909592000000
cze,2017,958687000000
cze,2018,1049975000000
cze,2019,1134469000000
cze,2020,1242591000000
cze,2021,1310183000000
cze,2022,1370599000000
cze,2023,1497685000000
deu,1970,65648534000
deu,1971,77792441000
deu,1972,86555103000
deu,1973,100127705000
deu,1974,116783908000
deu,1975,129225460000
deu,1976,136547521000
deu,1977,145226843000
deu,1978,155822998000
deu,1979,168502665000
deu,1980,184456426000
deu,1981,198195709000
deu,1982,203481880000
deu,1983,209922914000
deu,1984,218018852000
deu,1985,227055347000
deu,1986,237853900000
deu,1987,246866584000
deu,1988,257212717000
deu,1989,261986939000
deu,1990,279547982000
deu,1991,296179000000
deu,1992,327155000000
deu,1993,338829000000
deu,1994,353360000000
deu,1995,368012000000
deu,1996,378753000000
deu,1997,379578000000
deu,1998,384717000000
deu,1999,396382000000
deu,2000,401666000000
deu,2001,411673000000
deu,2002,422733000000
deu,2003,427400000000
deu,2004,425747000000
deu,2005,429651000000
deu,2006,437132000000
deu,2007,446296000000
deu,2008,464876000000
deu,2009,488943000000
deu,2010,501679000000
deu,2011,513660000000
deu,2012,529210000000
deu,2013,551894000000
deu,2014,573455000000
deu,2015,595908000000
deu,2016,623851000000
deu,2017,648219000000
deu,2018,669147000000
deu,2019,703548000000
deu,2020,749648000000
deu,2021,796844000000
deu,2022,850921000000
deu,2023,888539000000
dji,2013,71418000000
dji,2014,75151000000
dji,2015,85790114400
dji,2016,102914524400
dji,2017,106901336900
dji,2018,110547571700
dji,2019,108753007300
dji,2020,110883061300
dji,2021,109416615700
dji,2022,136699968600
dji,2023,118442353000
dji,2024,136267927126.5
dnk,1966,14767509000
dnk,1967,16933388000
dnk,1968,19733780000
dnk,1969,22853507000
dnk,1970,26845252000
dnk,1971,31702640000
dnk,1972,36217767000
dnk,1973,40825405000
dnk,1974,49234613000
dnk,1975,57204665000
dnk,1976,64925525000
dnk,1977,71133741000
dnk,1978,81431799000
dnk,1979,92218829000
dnk,1980,105298140000
dnk,1981,120212448000
dnk,1982,139391830000
dnk,1983,149644157000
dnk,1984,153831571000
dnk,1985,163266101000
dnk,1986,167696560000
dnk,1987,181856732000
dnk,1988,192135390000
dnk,1989,200178463000
dnk,1990,204534747000
dnk,1991,215941870000
dnk,1992,223028272000
dnk,1993,234911715000
dnk,1994,242403474000
dnk,1995,249295536000
dnk,1996,262272512000
dnk,1997,270936012000
dnk,1998,286168391000
dnk,1999,302508831000
dnk,2000,316783729000
dnk,2001,333622542000
dnk,2002,350721066000
dnk,2003,359734124000
dnk,2004,375504742000
dnk,2005,388545328000
dnk,2006,407166495000
dnk,2007,423199529000
dnk,2008,452184982000
dnk,2009,481080504000
dnk,2010,495575147000
dnk,2011,490610493000
dnk,2012,501634679000
dnk,2013,501860516000
dnk,2014,510856311000
dnk,2015,518643627000
dnk,2016,524180421000
dnk,2017,535347219000.00006
dnk,2018,547000438000
dnk,2019,557590117000
dnk,2020,574202683000
dnk,2021,612239259000
dnk,2022,616659460000
dnk,2023,630548825000
dom,1960,89500000
dom,1961,86800000
dom,1962,126100000
dom,1963,151800000
dom,1964,160100000
dom,1965,167700000
dom,1966,147700000
dom,1967,135700000
dom,1968,144700000
dom,1969,156100000
dom,1970,171990100
dom,1971,169075800
dom,1972,177700600
dom,1973,193605600
dom,1974,291513600
dom,1975,222072600
dom,1976,151909200
dom,1977,189347600
dom,1978,271148500
dom,1979,419581100
dom,1980,504000000
dom,1981,693000000
dom,1982,779400000
dom,1983,786300000
dom,1984,870754000
dom,1985,1112100000
dom,1986,1297300000
dom,1987,897907600
dom,1988,1163674100
dom,1989,1242936100
dom,1990,1764557200
dom,1991,3973000000
dom,1992,5575300000
dom,1993,7330400000
dom,1994,9049500000
dom,1995,10358400000
dom,1996,12192100000
dom,1997,19824600000
dom,1998,23330900000
dom,1999,27635200000
dom,2000,34297400000
dom,2001,40724400000
dom,2002,47607500000
dom,2003,54292400000
dom,2004,71023400000
dom,2005,87644100000
dom,2006,110839500000
dom,2007,133839873300
dom,2008,167105094500
dom,2009,185853028400
dom,2010,196874639600
dom,2011,206039326700
dom,2012,235885059600
dom,2013,273722300800.00003
dom,2014,306354875500
dom,2015,329821713400
dom,2016,359284950800
dom,2017,400952805300
dom,2018,426928401600
dom,2019,477359801800
dom,2020,533056974500
dom,2021,568632130200
dom,2022,685663743900
dom,2023,762954077400
dom,2024,851860799900
dza,1960,3585606400
dza,1961,2798522100
dza,1962,1923984000
dza,1963,2536160800
dza,1964,2448706800
dza,1965,2536160800
dza,1966,2646428700
dza,1967,2977232100
dza,1968,3197767900
dza,1969,3528571400
dza,1970,3969642800
dza,1971,4631249900
dza,1972,5292857300
dza,1973,5513392600
dza,1974,6505803800
dza,1975,8821428200
dza,1976,10144643100
dza,1977,12791071700
dza,1978,16099106800
dza,1979,19296874500
dza,1980,24700000300
dza,1981,28899999700
dza,1982,33600000000
dza,1983,37900001300
dza,1984,42900000800
dza,1985,48699998200
dza,1986,56900001800
dza,1987,62899998700
dza,1988,70300000300
dza,1989,76200001500
dza,1990,89300000800
dza,1991,124300001300
dza,1992,167900004400
dza,1993,202000007200
dza,1994,266600005600
dza,1995,333700005900
dza,1996,405399994400
dza,1997,459799986200
dza,1998,503599988700
dza,1999,543603900000
dza,2000,560135900000
dza,2001,693013000000
dza,2002,775859000000
dza,2003,859849000000
dza,2004,925075000000
dza,2005,974643000000
dza,2006,1068657000000
dza,2007,1223080000000
dza,2008,1603669000000
dza,2009,1787802000000
dza,2010,2243349000000
dza,2011,3202914000000
dza,2012,3478384000000
dza,2013,3379137000000
dza,2014,3656922000000
dza,2015,3874819000000
dza,2016,3960991000000
dza,2017,3967591000000
dza,2018,3947831000000
dza,2019,4216489000000
dza,2020,4139281000000
dza,2021,4635391000000
dza,2022,5298027000000
dza,2023,6030650000000
ecu,1960,152884867
ecu,1961,152775611
ecu,1962,140901330
ecu,1963,161292931
ecu,1964,206616116
ecu,1965,225077000
ecu,1966,222215000
ecu,1967,190970000
ecu,1968,185762000
ecu,1969,256195000
ecu,1970,277339000
ecu,1971,234341000
ecu,1972,293838000
ecu,1973,420376000
ecu,1974,1057872000
ecu,1975,1618152000
ecu,1976,1834862000
ecu,1977,2304812000
ecu,1978,2357046000
ecu,1979,2668921000
ecu,1980,3269238000
ecu,1981,3460333000
ecu,1982,3452985000
ecu,1983,2638077000
ecu,1984,2738359000
ecu,1985,2530334000
ecu,1986,2390048000
ecu,1987,2129967000
ecu,1988,2123235000
ecu,1989,1899481000
ecu,1990,1873834000
ecu,1991,1925297000
ecu,1992,1797458000
ecu,1993,2007248000
ecu,1994,2486898000
ecu,1995,2738460000
ecu,1996,2742108000
ecu,1997,3172083000
ecu,1998,3102479000
ecu,1999,2310608000
ecu,2000,1670135000
ecu,2001,2264585000
ecu,2002,2774380000
ecu,2003,3435050000
ecu,2004,3957495000
ecu,2005,4445762000
ecu,2006,4970060000
ecu,2007,5574209000
ecu,2008,7340281000
ecu,2009,8652569000
ecu,2010,9307138000
ecu,2011,10318679000
ecu,2012,12060890000
ecu,2013,13759435000
ecu,2014,15140240000
ecu,2015,14944817000
ecu,2016,15324360000
ecu,2017,15980950000
ecu,2018,16720244000
ecu,2019,16337434000
ecu,2020,15647726000
ecu,2021,15480291000
ecu,2022,15719494000
ecu,2023,16456156000
ecu,2024,16569731000
egy,1960,228100000
egy,1961,255900000
egy,1962,247100000
egy,1963,318200000
egy,1964,401800000
egy,1965,431300000
egy,1966,481900000
egy,1967,488400000
egy,1968,562400000
egy,1969,644600000
egy,1970,713900000
egy,1971,821400000
egy,1972,926100000
egy,1973,974500000
egy,1974,1117300000
egy,1975,1344100000
egy,1976,1571400000
egy,1977,1696800000
egy,1978,1840600000
egy,1979,2044100000
egy,1980,2444810094
egy,1981,2840300000
egy,1982,3584100000
egy,1983,4200000000
egy,1984,4900000000
egy,1985,5700000000
egy,1986,6500000000
egy,1987,7400000000
egy,1988,8600000500
egy,1989,9699999700
egy,1990,10900000000
egy,1991,12500000000
egy,1992,14500000000
egy,1993,16000000000
egy,1994,18000000000
egy,1995,21500000000
egy,1996,23800000000
egy,1997,30100000000
egy,1998,32500000000
egy,1999,35700000000
egy,2000,38100000000
egy,2001,40600000000
egy,2002,47700000000
egy,2003,52900000000
egy,2004,61900000000
egy,2005,68600000000
egy,2006,75900000000
egy,2007,84400000000
egy,2008,97500000000
egy,2009,118300000000
egy,2010,134700000000
egy,2011,157000000000
egy,2012,187200000000
egy,2013,211200000000
egy,2014,252400000000
egy,2015,287400000000
egy,2016,309600000000
egy,2017,350200000000
egy,2018,370600000000
egy,2019,407700000000
egy,2020,463900000000
egy,2021,503600000000
egy,2022,570000000000
egy,2023,689400000000
egy,2024,871740000000
eri,1992,476000000
eri,1993,762700000
eri,1994,988200000
eri,1995,1624500000
eri,1996,1707600000
eri,1997,1479000000
eri,1998,2872260000
eri,1999,3489723100
eri,2000,3725533100
eri,2001,3629022700
eri,2002,4037054100
eri,2003,5628111500
eri,2004,5598211000
eri,2005,5947684000
eri,2006,4826700000
eri,2007,5194568000
eri,2008,5593877000
eri,2009,5741235200
eri,2010,7773069800
eri,2011,8450736000
esp,1970,1702154000
esp,1971,1954604000
esp,1972,2267259000
esp,1973,2729741000
esp,1974,3480249000
esp,1975,4315591000
esp,1976,5609995000
esp,1977,7247840000
esp,1978,9197655000
esp,1979,11212464000
esp,1980,13645970000
esp,1981,16364291000
esp,1982,19044658000
esp,1983,22332287000
esp,1984,24805446000
esp,1985,28059225000
esp,1986,31711006000
esp,1987,36633731000
esp,1988,40385014000
esp,1989,46729472000
esp,1990,53409361000
esp,1991,60989885000
esp,1992,69122280000
esp,1993,73679827000
esp,1994,75870896000
esp,1995,81127000000
esp,1996,85548000000
esp,1997,88310000000
esp,1998,93728000000
esp,1999,100025000000
esp,2000,108177000000
esp,2001,115977000000
esp,2002,124608000000
esp,2003,134593000000
esp,2004,147556000000
esp,2005,160726000000
