geo,time,gc_xpn_comp_cn
esp,1978,5067133052.05967
esp,1979,6325051386.53492
esp,1980,7729015662.37544
esp,1981,8483285853.37709
esp,1982,9674491844.26574
esp,1983,10615075787.6264
esp,1984,11360330797.0623
esp,1985,10286322166.5284
esp,1986,11013546812.8328
esp,1987,14093733847.7997
esp,1988,15669587585.494
esp,1989,17740675297.2005
esp,1990,13739136706.2133
esp,1991,14493406897.2149
esp,1992,15591456011.9241
esp,1993,16853581431.13
esp,1994,16228528842.5709
esp,2012,23861000000
esp,2013,24861000000
esp,2014,24622000000
esp,2015,25080000000
esp,2016,25078000000
esp,2017,24829000000
esp,2018,25458000000
esp,2019,26509000000
esp,2020,27199000000
esp,2021,27900000000
esp,2022,28901000000
est,1991,129484.95255
est,1995,209201573.17326
est,1996,254410843.58837
est,1997,300915892.42054
est,1998,351759323.18565
est,1999,425687783.18112
est,2000,450526275.04554
est,2001,391688620.1144
est,2002,442583785.00261
est,2003,498115063.16812
est,2004,545820856.9859
est,2005,614355068.56024
est,2006,692992839.59451
est,2007,855059657.55482
est,2008,1007595186.44768
est,2009,934485532.43909
est,2010,910790585.40058
est,2011,954896178.56199
est,2012,1001933973.65743
est,2013,1071539314.44644
est,2014,1164579544.87668
est,2015,1250693597.66648
est,2016,1315901186.76681
est,2017,1394880898.22971
est,2018,1501367303.0718
est,2019,1635369364.81765
est,2020,1737179131.37334
est,2021,1855939539.05503
est,2022,2027616515.07035
eth,1990,1950500000
eth,1991,2097300000
eth,1992,1494200000
eth,1993,1869900000
eth,1994,2052200000
eth,1995,2256400000
eth,1996,2463400000
eth,1997,2200100000
eth,1998,2211800000
eth,1999,2284900000
eth,2001,2315900000
eth,2002,1859900000
eth,2003,1978200000
eth,2004,1941400000
eth,2005,1966800000
eth,2006,2699100000
eth,2007,3662400000
eth,2008,5108200000
eth,2009,6149200000
eth,2010,6978600000
eth,2011,6978600000
eth,2012,6493900000
eth,2013,8267824540.32
eth,2014,10000942191.16
eth,2015,14555180519.69
eth,2016,16628232475.46
eth,2017,22872486912.6
eth,2018,27999508472.94
eth,2019,31569178386.8
eth,2020,38809065223.98
eth,2021,47194751365.02
eth,2022,66398558398.52
fin,1972,318547932.7181
fin,1973,364463236.64209
fin,1974,454948341.07839
fin,1975,582602977.26267
fin,1976,680151974.61035
fin,1977,731953855.9605
fin,1978,794183388.75126
fin,1979,895264332.55462
fin,1980,1014845948.26876
fin,1981,1174792666.33365
fin,1982,1360976700.92655
fin,1983,1457180194.86253
fin,1984,1591730536.03174
fin,1985,1734522085.59756
fin,1986,1834257525.98924
fin,1987,2059292971.59474
fin,1988,2330411909.0507
fin,1989,2496245204.54175
fin,1990,2614144940.99127
fin,1991,2790574075.84939
fin,1992,2780987364.04108
fin,1993,2674524406.59095
fin,1994,2608931115.27096
fin,1995,3904213360.69921
fin,1996,3897798222.21917
fin,1997,3878298998.79538
fin,1998,4135696840.48983
fin,1999,4247510159.33135
fin,2000,4395718944.83548
fin,2001,4499724714.71066
fin,2002,4704972745.02736
fin,2003,4948997991.4797
fin,2004,5082582069.56624
fin,2005,5268425274.13588
fin,2006,5368115609.58544
fin,2007,5521133498.83
fin,2008,5864278341.15449
fin,2009,6120671938.97927
fin,2010,6169443936.92658
fin,2011,6277035058.04094
fin,2012,6442743764.9187
fin,2013,6740603202.52847
fin,2014,6767878753.81225
fin,2015,6733704701.53361
fin,2016,6518213710.98413
fin,2017,6378990533.60388
fin,2018,6779511497.87449
fin,2019,7106519326.80293
fin,2020,7388507997.37745
fin,2021,7802644293.09694
fin,2022,8159841425.80071
fji,1990,303730000
fji,1991,256100000
fji,1992,283840000
fji,1993,317220000
fji,1994,338050000
fji,1995,342140000
fji,1996,324900000
fji,2004,519260000
fji,2005,525260000
fji,2006,632481493
fji,2007,560718207.46
fji,2008,542171491.18
fji,2009,569309435.35
fji,2010,550919359.85
fji,2011,552857075.76
fji,2012,585063656.4
fji,2013,606326700.91
fji,2014,746071815.43
fji,2015,806254679.19
fji,2016,825947008.24
fji,2017,875295283.53
fji,2018,977022648.58
fji,2019,981089631.28
fji,2020,927340747.05
fji,2021,895844072.56
fra,1972,8582879670.4662
fra,1973,9741492201.47052
fra,1974,11570880408.3194
fra,1975,13964329978.9468
fra,1976,16129106023.718
fra,1977,18522555594.3454
fra,1978,20916005164.97269
fra,1979,23324699637.3238
fra,1980,34026620647.39
fra,1981,39286111742.0807
fra,1982,45338337726.4058
fra,1983,50353910393.5166
fra,1984,54652972679.6116
fra,1985,57717197926.0836
fra,1986,59500851427.7613
fra,1987,61010096698.4116
fra,1988,62866620830.3288
fra,1989,66467771515.51089
fra,1990,70431445963.68359
fra,1991,73922528458.4203
fra,1992,78343549958.30521
fra,1993,82703591851.2951
fra,1994,85264735340.88361
fra,1995,123918097371.451
fra,1996,128847558831.948
fra,1997,131931307371.711
fra,1998,134815421626.92101
fra,1999,138555094071.76501
fra,2000,142970064850.827
fra,2001,147408210564.311
fra,2002,153563109777.69901
fra,2003,158029149481.37299
fra,2004,161325788278.11499
fra,2005,166115478235.202
fra,2006,169436762539.55899
fra,2007,172549929243.96201
fra,2008,174149675671.302
fra,2009,178218275799.54999
fra,2010,181788637565.20496
fra,2011,183744351090.79297
fra,2012,186657139112
fra,2013,188539046297.45096
fra,2014,191281898375.401
fra,2015,192476944065.44101
fra,2016,194588730713.58801
fra,2017,199419886867.80096
fra,2018,202193729356.992
fra,2019,203877862314.45496
fra,2020,209731034586.72601
fra,2021,216500903911.01001
fra,2022,225483665240.72296
fsm,2008,14717576.73792
fsm,2009,16950795
fsm,2010,18021535
fsm,2011,17852799
fsm,2012,18339602
fsm,2013,17908331
fsm,2014,16971648
fsm,2015,18206293
fsm,2016,20693547
fsm,2017,20277829
fsm,2018,20810972
fsm,2019,23516711
fsm,2020,22870385
gab,2012,514568016682
gab,2013,552788870887
gab,2014,585201000000
gab,2015,714696545690
gab,2016,730924000000
gab,2017,732798719538
gab,2018,701043000000
gab,2019,688948553074
gab,2020,683200000000
gab,2021,682386919415
gbr,1972,3330000000
gbr,1973,3632000000
gbr,1974,4824000000
gbr,1975,6414000000
gbr,1976,7353000000
gbr,1977,7483000000
gbr,1978,8315000000
gbr,1979,9529000000
gbr,1980,12177000000
gbr,1981,13592000000
gbr,1982,14324000000
gbr,1983,15607000000
gbr,1984,16104000000
gbr,1985,17156000000
gbr,1986,18089000000
gbr,1987,23109000000
gbr,1988,24947000000
gbr,1989,27468000000
gbr,1990,30315000000
gbr,1991,31647000000
gbr,1992,32489000000
gbr,1993,29716000000
gbr,1994,24315000000
gbr,1995,49097000000
gbr,1996,50863000000
gbr,1997,52124000000
gbr,1998,53063000000
gbr,1999,53589000000
gbr,2000,56545000000
gbr,2001,62211000000
gbr,2002,65972000000
gbr,2003,71457000000
gbr,2004,77487000000
gbr,2005,81740000000
gbr,2006,87917000000
gbr,2007,92051000000
gbr,2008,95461000000
gbr,2009,98473000000
gbr,2010,99930000000
gbr,2011,102656000000
gbr,2012,108178000000
gbr,2013,90976000000
gbr,2014,96351000000
gbr,2015,96633000000
gbr,2016,99728000000
gbr,2017,117270000000
gbr,2018,126952000000
gbr,2019,133338000000
gbr,2020,144837000000
gbr,2021,151025000000
gbr,2022,161685000000
geo,1995,30900000
geo,1996,84000000
geo,1997,118100000
geo,1998,116500000
geo,1999,114400000
geo,2000,76800000
geo,2001,97400000
geo,2002,112000000
geo,2003,131500000
geo,2004,233000000
geo,2005,336700000
geo,2006,451500000
geo,2007,603500000
geo,2008,913100000
geo,2009,941600000
geo,2010,993500000
geo,2011,1012500000
geo,2012,1049400000
geo,2013,1463000000
geo,2014,1598200000
geo,2015,2151000000
geo,2016,2254100000
geo,2017,2195000000
geo,2018,1778300000
geo,2019,1857000000
geo,2020,1947500000
geo,2021,2098300000
geo,2022,2287100000
gha,1990,8228000
gha,1991,10557100
gha,1992,17110000
gha,1993,22759700
gha,2001,255140300
gha,2002,449970600
gha,2003,607284060
gha,2004,744173746
gha,2005,887435895
gha,2006,1234702406
gha,2007,1551830350
gha,2008,2147287650
gha,2009,2635554243
gha,2010,3315626035
gha,2011,4855326102
gha,2012,7177627288.71
gha,2013,9479059242.46
gha,2014,10466820493.97
gha,2015,12111177961.12
gha,2016,14164789916.68
gha,2017,16776240659.63
gha,2018,19612040673.11
gha,2019,22219027549.98
gha,2020,28268934889.98
gha,2021,31663289349.62
gha,2022,39434129753.3999
gin,1989,54988000000
gin,1990,75348000000
gin,1991,101325000000
gin,1992,130292000000
gmb,1990,122950000
gnb,2017,47139495500
gnb,2019,60045758000
gnq,2006,40613000000
gnq,2007,52481000000
gnq,2008,56366000000
gnq,2009,70654000000
gnq,2010,77811000000
gnq,2011,79821648000
gnq,2012,99817846576
gnq,2013,109506384976
gnq,2014,112346990530.89
gnq,2015,134485992444.41901
gnq,2016,138648646964.33301
gnq,2017,142833221335
gnq,2018,175572445012
gnq,2019,189436757647
gnq,2020,195136546048
gnq,2021,194783616968
gnq,2022,204646736514
grc,1972,138371239.91196
grc,1973,163462949.37638
grc,1974,213059427.73294
grc,1975,262802641.23257
grc,1976,317212032.28173
grc,1977,391665443.87381
grc,1978,348114453.41159
grc,1979,428818782.09831
grc,1980,515774027.87968
grc,1981,688539985.32649
grc,1982,899662509.17095
grc,1983,1055671313.27953
grc,1984,1483873807.77696
grc,1985,1827292736.61042
grc,1986,2022333088.77476
grc,1987,2314717534.8496
grc,1988,2820895084.37271
grc,1989,3498077769.62583
grc,1990,4230227439.47175
grc,1995,8531121573.30608
grc,1996,8747557679.87307
grc,1997,10698253865.7221
grc,1998,11545341980.4869
grc,1999,12318643508.6053
grc,2000,13318937824.6119
grc,2001,14189975844.5807
grc,2002,15952256740.7111
grc,2003,16978753004.4521
grc,2004,19583820495.8275
grc,2005,20101973787.8387
grc,2006,21095156160.9677
grc,2007,22729684500.1666
grc,2008,24530994758.5597
grc,2009,27248564258.5289
grc,2010,24583388406.7922
grc,2011,22738471124.571
grc,2012,21506992040.9879
grc,2013,18990717896.3781
grc,2014,19152161816.3367
grc,2015,18834029696.73529
grc,2016,18528720560.098
grc,2017,18542996076.24829
grc,2018,18584354692.5638
grc,2019,18603124072.7251
grc,2020,18851110298.1256
grc,2021,18887725380.99229
grc,2022,19123342336.0873
gtm,1990,1171670000
gtm,1991,1364160000
gtm,1992,1874400000
gtm,1993,2269900000
gtm,1994,2501220000
gtm,1995,3206800000
gtm,2000,5134970000
gtm,2001,5959020000
gtm,2002,6413020000
gtm,2003,6751900000
gtm,2004,6783870000
gtm,2005,6796150000
gtm,2006,7608700000
gtm,2007,8180000000
gtm,2008,9202100000
gtm,2009,11103068573.63
gtm,2010,12466296364.9199
gtm,2011,14100434507.04
gtm,2012,14973680054.13
gtm,2013,16874867135
gtm,2014,20149813011.81
gtm,2015,22071919860.52
gtm,2016,22829576131.05
gtm,2017,24736744884.88
gtm,2018,25607463131.56
gtm,2019,28410565484.75
gtm,2020,29835693056.02
gtm,2021,30875947429.72
gtm,2022,32267121353.71
hnd,1972,95000000
hnd,1973,98500000
hnd,1974,109100000
hnd,1975,125400000
hnd,1976,152900000
hnd,2003,15100800000
hnd,2004,16572940000
hnd,2005,18038000000
hnd,2006,20397200000
hnd,2007,25523664000
hnd,2008,29182700000
hnd,2009,35027940000
hnd,2010,37898600000
hnd,2011,38020698634
hnd,2012,40920080000
hnd,2013,44969267264
hnd,2014,44412517124.515
hnd,2015,46258835991.9665
hnd,2020,68041280384.48489
hrv,1991,4847036.9633
hrv,1992,21129471.09961
hrv,1993,379568650.87265
hrv,1994,1129516225.36333
hrv,1995,1931679000
hrv,1996,1875919000
hrv,1997,2006727000
hrv,1998,2172086000
hrv,1999,2213847000
hrv,2000,2076243000
hrv,2001,2058838000
hrv,2002,1927302000
hrv,2003,1998725000
hrv,2004,2122395000
hrv,2005,2241129000
hrv,2006,2405131000
hrv,2007,2801571000
hrv,2008,2922041000
hrv,2009,3083694000
hrv,2010,2975286000
hrv,2011,3010797000
hrv,2012,2973063000
hrv,2013,2839325000
hrv,2014,2732299000
hrv,2015,2748842000
hrv,2016,2832060000
hrv,2017,2955021000
hrv,2018,3165636000
hrv,2019,3357443000
hrv,2020,3522388000
hrv,2021,3681332000
hrv,2022,3893285641.98764
hun,1981,29600000000
hun,1982,32100000000
hun,1983,34500000000
hun,1984,36500000000
hun,1985,42400000000
hun,1986,46500000000
hun,1987,43900000000
hun,1988,62900000000
hun,1989,71700000000
hun,1990,69600000000
hun,1991,112000000000
hun,1992,136400000000
hun,1993,161600000000
hun,1994,197600000000
hun,1995,300510313876.25897
hun,1996,340067625921.672
hun,1997,415164908892.61298
hun,1998,504457815445.37598
hun,1999,578536604278.65918
hun,2000,686560765978.28101
hun,2001,817043222268.29883
hun,2002,1026723214161.68994
hun,2003,1174383481579.93994
hun,2004,1225339428826.31006
hun,2005,1307088541718.45996
hun,2006,1368427343834.44995
hun,2007,1424878026867.1001
hun,2008,1536634292392.44995
hun,2009,1450359971871.58008
hun,2010,1430713481509.09009
hun,2011,1451088931225.76001
hun,2012,1712376315826.45996
hun,2013,2279962043122.8999
hun,2014,2500737079022.41992
hun,2015,2675297218154.56006
hun,2016,2909656845110.41992
hun,2017,3194491485283.41016
hun,2018,3435990167138.10938
hun,2019,3809339039877.36963
hun,2020,4147767959175.68945
hun,2021,4544823511694.34961
hun,2022,5324879346264.2998
idn,1972,152000000000
idn,1973,192000000000
idn,1974,321000000000
idn,1975,415000000000
idn,1976,465000000000
idn,1977,704000000000
idn,1978,818000000000
idn,1979,1130000000000
idn,1980,1578000000000
idn,1981,1783000000000
idn,1982,1873000000000
idn,1983,2150000000000
idn,1984,2369000000000
idn,1985,2791000000000
idn,1986,3616000000000
idn,1987,3867000000000
idn,1988,4153000000000
idn,1989,5240000000000
idn,1990,6032000000000
idn,1991,6787000000000
idn,1992,8104400000000
idn,1993,9810700000000
idn,1994,8748000000000
idn,1995,8851000000000
idn,1996,12731000000000
idn,1997,11085500000000
idn,1998,15115000000000
idn,1999,19124100000000
idn,2002,21259200000000
idn,2003,47661500000000
idn,2004,49270000000000
idn,2008,112774000000000
idn,2009,127663000000000
idn,2010,148073000000000
idn,2011,175746000000000
idn,2012,197860000000000
idn,2013,221688000000000
idn,2014,241018810610901
idn,2015,278172223867109
idn,2016,302066621224527
idn,2017,309816762220363
idn,2018,343280252388129
idn,2019,372645239058408
idn,2020,377317873435070
idn,2021,384859922899019.0625
idn,2022,780983772087345
ind,1974,16200000000
ind,1975,18560000000
ind,1976,18350000000
ind,1977,19020000000
ind,1978,20210000000
ind,1979,21680000000
ind,1980,24580000000
ind,1981,27910000000
ind,1982,32230000000
ind,1983,37520000000
ind,1984,44830000000
ind,1985,50940000000
ind,1986,64360000000
ind,1987,74960000000
ind,1988,84280000000
ind,1989,90820000000
ind,1990,99700000000
ind,1991,110690000000
ind,1992,126240000000
ind,1993,133570000000
ind,1994,144970000000
ind,1995,170360000000
ind,1996,195490000000
ind,1997,265460000000
ind,1998,293910000000
ind,1999,321580000000
ind,2000,338640000000
ind,2001,332290000000
ind,2002,388810000000
ind,2003,391580000000
ind,2004,428040000000
ind,2005,464730000000
ind,2006,493430000000
ind,2007,528370000000
ind,2008,815920000000
ind,2009,1140880000000
ind,2010,1119120000000
ind,2011,1119120000000
ind,2012,1386820000000
ind,2013,1519270000000
ind,2014,1785674932000
ind,2015,1754730000000
ind,2016,2263430000000
ind,2017,2523250000000
ind,2018,2669180000000
irl,1972,146019879.01936
irl,1973,176493592.90166
irl,1974,206967306.78396
irl,1975,295848972.274
irl,1976,351717447.72488
irl,1977,393618804.31305
irl,1978,463454398.62665
irl,1979,580270301.84214
irl,1980,728829657.01835
irl,1981,959921987.29246
irl,1982,1177047198.70385
irl,1983,1272277554.58604
irl,1984,1384014505.48781
irl,1985,1483054075.60528
irl,1986,1577014693.40904
irl,1987,1668435835.05594
irl,1988,1625264740.38935
irl,1989,1679863477.76181
irl,1990,1903337379.56534
irl,1991,2095067829.40815
irl,1992,2294416707.72153
irl,1993,2383298373.21157
irl,1994,2477258991.01533
irl,1995,3483391000
irl,1996,3639347000
irl,1997,3909088000
irl,1998,4153073000
irl,1999,4319651000
irl,2000,4672052000
irl,2001,5238028000
irl,2002,5868352000
irl,2003,6431858000
irl,2004,7009829000
irl,2005,13993479000
irl,2006,15398154000
irl,2007,17402033000
irl,2008,18503254000
irl,2009,18249528000
irl,2010,17150209000
irl,2011,18305284000
irl,2012,17453637000
irl,2013,16751278000
irl,2014,17527370000
irl,2015,17766699000
irl,2016,18305116000
irl,2017,19450656000
irl,2018,20460207000
irl,2019,21826503000
irl,2020,22850224000
irl,2021,24493169000
irl,2022,26593942000
irn,1972,131900000000
irn,1973,152200000000
irn,1974,274600000000
irn,1975,347500000000
irn,1976,469700000000
irn,1977,604400000000
irn,1978,743600000000
irn,1979,1018300000000
irn,1980,1069500000000
irn,1981,1222600000000
irn,1982,1371900000000
irn,1983,1539800000000
irn,1984,1560000000000
irn,1985,1811100000000
irn,1986,1870000000000
irn,1987,2105800000000
irn,1988,2309800000000
irn,1989,2474500000000
irn,1990,2937300000000
irn,1991,4152000000000
irn,1992,5101000000000
irn,1993,9166000000000
irn,1994,13000000000000
irn,1995,16426000000000
irn,1996,25538000000000
irn,1997,31449000000000
irn,1998,40592000000000
irn,1999,42674200000000
irn,2000,55448000000000
irn,2001,66100100000000
irn,2002,85078141910331.39062
irn,2003,97195018908382.07812
irn,2004,121075951129302
irn,2005,159340931879000
irn,2006,192991339000000
irn,2007,198168627480000
irn,2008,260547777753177
irn,2009,321023000000000
irq,2014,30348600000000
irq,2015,31363485144936.10156
irq,2016,30474805226856.10156
irq,2017,31589094388869.80078
irq,2018,35072198786211.89453
irq,2019,39587377959885.10156
isl,1972,45200000
isl,1973,66100000
isl,1974,104300000
isl,1975,139500000
isl,1976,182600000
isl,1977,282800000
isl,1978,469500000
isl,1979,689700000
isl,1980,1091100000
isl,1981,1699700000
isl,1987,20157500000
isl,1988,26640500000
isl,1989,27829900000
isl,1990,32879700000
isl,1991,37460200000
isl,1992,37692700000
isl,1993,39506000000
isl,1994,40416900000
isl,1995,43340400000
isl,1996,45051700000
isl,1997,44481500000
isl,1998,54603600000
isl,1999,57427000000
isl,2000,60809300000
isl,2001,70613950531.3333
isl,2002,81312647451
isl,2003,87237905356.3333
isl,2004,92846094950
isl,2005,96712584211.65668
isl,2006,106519169491.16499
isl,2007,114612158274.746
isl,2008,127431755341.909
isl,2009,128921137065.157
isl,2010,130925324387.922
isl,2011,132614136073.162
isl,2012,140925459073.133
isl,2013,149864230132.24301
isl,2014,158673479637.45599
isl,2015,175585290722.66599
isl,2016,193043715055.315
isl,2017,214168319844.23001
isl,2018,230015449541.82401
isl,2019,247778117109.923
isl,2020,262978353095.96896
isl,2021,282772673158.59399
isl,2022,319939916813.117
isr,1972,200000
isr,1973,400000
isr,1974,400000
isr,1975,600000
isr,1976,900000
isr,1977,1200000
isr,1978,2300000
isr,1979,4800000
isr,1980,10800000
isr,1981,23500000
isr,1982,61700000
isr,1983,137000000
isr,1984,737800000
isr,1985,2166600000
isr,1986,3246100000
isr,1987,4380600000
isr,1988,5003300000
isr,1989,6579800000
isr,1990,8158000000
isr,1991,7155000000
isr,1992,10841000000
isr,1993,12645000000
isr,1994,16156000000
isr,1995,20874000000
isr,1996,23984000000
isr,1997,26859000000
isr,1998,28775000000
isr,1999,32909000000
isr,2000,51051326026.1746
isr,2001,54560430497.6489
isr,2002,57369518948.7687
isr,2003,55728023756.136
isr,2004,56498569040.4316
isr,2005,57743845769.1884
isr,2006,60345590899.4087
isr,2007,62672621081.1181
isr,2008,66836957988.5675
isr,2009,70696820204.98511
isr,2010,76154989759.0079
isr,2011,80632822121.83249
isr,2012,86404398709.80299
isr,2013,91996025776.045
isr,2014,94886057841.16089
isr,2015,99330442661.2524
isr,2016,103571110198.967
isr,2017,109455607805.45799
isr,2018,113736807620.858
isr,2019,118161159109.276
isr,2020,119164909779.715
isr,2021,123504845158.407
isr,2022,131823552016.916
ita,1973,2664917599.30175
ita,1974,3212361912.33661
ita,1975,3639471767.88361
ita,1976,4282977064.14911
ita,1977,5556043320.4047
ita,1978,6034798865.86065
ita,1979,7792818150.36126
ita,1980,10300216395.4407
ita,1986,23187881855.3198
ita,1987,26671900096.5774
ita,1988,33662660682.65269
ita,1989,36165410815.6404
ita,1990,41703894601.476
ita,1991,45472997051.0311
ita,1992,46942833385.8398
ita,1993,47650379337.5924
ita,1994,47377173637.974
ita,1995,60134807748.0703
ita,1996,66785020516.1917
ita,1997,68617056405.3671
ita,1998,66101833562.5286
ita,1999,67599487661.7422
ita,2000,70965716011.1786
ita,2001,76145847659.9966
ita,2002,79584977431.78091
ita,2003,85572434385.2171
ita,2004,86590812063.65358
ita,2005,90542495946.16422
ita,2006,92848233863.8324
ita,2007,95924149529.33809
ita,2008,96664196104.85229
ita,2009,98852018953.5648
ita,2010,98911684256.3484
ita,2011,97611511598.40401
ita,2012,96251562093.06659
ita,2013,96111017484.14769
ita,2014,95763195328.34329
ita,2015,95209576255.73241
ita,2016,98062555640.3288
ita,2017,99610400802.2323
ita,2018,103373372769.95399
ita,2019,102833286332.56799
ita,2020,102736419647.487
ita,2021,105263780751.153
ita,2022,111195668827.547
jam,1988,2210000000
jam,1989,2540000000
jam,1990,2857500000
jam,1991,3886400000
jam,1992,4359600000
jam,1993,10671000000
jam,1994,11525900000
jam,1995,16196780000
jam,1996,24442900000
jam,1997,29473300000
jam,1998,32329210000
jam,1999,32319500000
jam,2000,35596960000
jam,2001,43030000000
jam,2002,56491025000
jam,2003,60463100000
jam,2004,63516772000
jam,2005,63108099000
jam,2006,78660890000
jam,2007,86235809000
jam,2008,111533945000
jam,2009,126286359000
jam,2010,127901292000
jam,2011,139556948000
jam,2012,147381833000
jam,2013,156361683277.77802
jam,2014,158758554400
jam,2015,168787372500
jam,2016,179068193400
jam,2017,193283500000
jam,2018,200125348000
jam,2019,195935459616.258
jam,2020,222996329124.71799
jor,1990,488940000
jor,1991,511390000
jor,1992,557190000
jor,1993,668420000
jor,1994,719650000
jor,1995,823200000
jor,1996,911150000
jor,1997,972460000
jor,1998,1047830000
jor,1999,1067580000
jor,2000,1139220000
jor,2001,1186420000
jor,2002,1290710000
jor,2003,1436270000
jor,2004,1500910000
jor,2005,1254100000
jor,2006,1382820000
jor,2007,1067700000
jor,2008,2388600000
jor,2009,2533000000
jor,2010,2635300000
jor,2011,2863200000
jor,2012,2985300000
jor,2013,3098800000
jor,2014,3287700000
jor,2015,3387000000
jor,2016,3628400000
jor,2017,3752200000
jor,2018,3790800000
jor,2019,4017000000
jor,2020,4146200000
jor,2022,4512400000
jpn,1994,5079100000000
jpn,1995,5225200000000
jpn,1996,5328100000000
jpn,1997,5436500000000
jpn,1998,5500800000000
jpn,1999,5456200000000
jpn,2000,5544100000000
jpn,2001,5608600000000
jpn,2002,5528200000000
jpn,2003,5553400000000
jpn,2004,5566800000000
jpn,2005,5535000000000
jpn,2006,5540200000000
jpn,2007,5507700000000
jpn,2008,5500000000000
jpn,2009,5367200000000
jpn,2010,5250900000000
jpn,2011,5374000000000
jpn,2012,5109300000000
jpn,2013,5065300000000
jpn,2014,5506600000000
jpn,2015,5587000000000
jpn,2016,5645500000000
jpn,2017,5650400000000
jpn,2018,5707500000000
jpn,2019,5727200000000
jpn,2020,5661800000000
jpn,2021,5790400000000
jpn,2022,5749900000000
kaz,1999,32343000000
kaz,2000,32321159000
kaz,2001,39962871000
kaz,2002,46554911000
kaz,2003,50064624000
kaz,2004,74876020000
kaz,2010,261771552393.20001
kaz,2011,311894890960.10999
kaz,2012,355608621742.77002
kaz,2013,410545246026.71997
kaz,2014,426927901411.65997
kaz,2015,434980012969.34998
kaz,2016,461960870382.31
kaz,2017,483874803513.67999
kaz,2018,571677100271.93005
kaz,2019,652998609622.68994
kaz,2020,755538151040.56006
kaz,2021,835664889544
ken,2014,438466845514.73999
ken,2015,466884717908.90997
ken,2016,507325243114.85999
ken,2017,544988346311
ken,2018,634000300000
ken,2019,695849056314.69995
ken,2020,736113683058.56006
ken,2021,828932836351.31006
kgz,2014,41455138000
kgz,2015,46937900000
kgz,2016,53161900000
kgz,2017,54584700000
kgz,2018,53975200000
kgz,2019,61302700000
kgz,2020,71432569000
kgz,2021,76959179000
kgz,2022,111587900000
khm,2002,586661245832
khm,2003,614716700204
khm,2004,639705198911
khm,2005,711040480793
khm,2006,846604208031
khm,2007,1058196000000
khm,2008,1396906609076
khm,2009,1788270505175
khm,2010,1788264263268
khm,2011,1922171684905
khm,2012,2054375000000
khm,2013,2746412000000
khm,2014,3313176982868
khm,2015,3929965142145
khm,2016,4830704151356
khm,2017,5996184258719
khm,2018,6994459100000
khm,2019,7872256338796
khm,2020,8357188010319
khm,2021,7715075710271
kir,2011,50169096.34
kir,2012,50576217.8425
kir,2013,49458494.77
kir,2014,51598952.74
kir,2015,57763692.3
kir,2016,59828376.44
kir,2017,62680545.24
kir,2018,79418376.38
kir,2019,83325580.6
kir,2020,82231429.21
kir,2021,103206876.9
kir,2022,104470752.68
kna,1990,48470000
kna,1991,51280000
kna,1992,56790000
kna,1993,60700000
kna,2000,137000000
kna,2001,140300000
kna,2002,138281000
kna,2003,139130000
kna,2004,144841000
kna,2005,159101384
kna,2006,171273455
kna,2007,188974508
kna,2008,212110887.37
kna,2009,233885802.44
kna,2010,223500000
kna,2011,222010000
kna,2012,222260000
kna,2013,236910000
kna,2014,257820000
kna,2015,257550000
kna,2016,224880000
kna,2017,293190000
kna,2020,227900000
kor,1972,112000000000
kor,1973,114000000000
kor,1974,150000000000
kor,1975,225000000000
kor,1976,350000000000
kor,1977,477000000000
kor,1978,603000000000
kor,1979,778000000000
kor,1980,1053000000000
kor,1981,1299000000000
kor,1982,1485000000000
kor,1983,1676000000000
kor,1984,1757000000000
kor,1985,1892000000000
kor,1986,2060000000000
kor,1987,2246000000000
kor,1988,2593000000000
kor,1989,3002000000000
kor,1990,3777000000000
kor,1991,4541000000000
kor,1992,5375000000000
kor,1993,5996000000000
kor,1994,6762000000000
kor,1995,8585000000000
kor,1996,9349000000000
kor,1997,10091000000000
kor,1998,10007428000000
kor,1999,10057510000000
kor,2000,11150026000000
kor,2001,12392969000000
kor,2002,13807942000000
kor,2003,15146220000000
kor,2004,18205124000000
kor,2005,19538500000000
kor,2006,20732100000000
kor,2007,21732646000000
kor,2008,22925382000000
kor,2009,23490740000000
kor,2010,23952831000000
kor,2011,25502543000000
kor,2012,34804900000000
kor,2013,36589600000000
kor,2014,38144318081537.39844
kor,2015,40160988668933
kor,2016,42993789769384.60156
kor,2017,45302985435257
kor,2018,48350877767200
kor,2019,50919623017505.89844
kor,2020,53767229126785
kor,2021,55933975449203.29688
kor,2022,57645632680232.70312
kwt,1972,129000000
kwt,1973,140000000
kwt,1974,208000000
kwt,1977,267000000
kwt,1978,304000000
kwt,1979,328000000
kwt,1980,478000000
kwt,1981,484000000
kwt,1982,564000000
kwt,1983,662000000
kwt,1984,687000000
kwt,1985,723000000
kwt,1986,788000000
kwt,1987,820000000
kwt,1988,863000000
kwt,1989,918000000
kwt,1990,963000000
kwt,1991,404000000
kwt,1992,1114000000
kwt,1993,1059000000
kwt,1994,1116000000
kwt,1995,1168000000
kwt,1996,1196000000
kwt,1997,1293000000
kwt,1998,1396000000
kwt,2001,1637000000
kwt,2002,1709000000
kwt,2003,1825000000
kwt,2004,1940000000
kwt,2005,2125000000
kwt,2006,2467000000
lao,2008,2435470000000
lao,2009,2802730000000
lao,2010,2688240000000
lao,2011,3140090000000
lao,2012,4013490000000
lao,2013,8884460000000
lao,2014,8487970000000
lao,2015,8764800000000
lao,2016,9205909050000
