geo,time,se_pre_durs
hnd,2021,3
hnd,2022,3
hnd,2023,3
hrv,2013,7
hrv,2014,7
hrv,2015,7
hrv,2016,7
hrv,2017,7
hrv,2018,7
hrv,2019,7
hrv,2020,7
hrv,2021,7
hrv,2022,7
hrv,2023,7
hti,2013,6
hti,2014,6
hti,2015,6
hti,2016,6
hti,2017,6
hti,2018,6
hti,2019,6
hti,2020,6
hti,2021,6
hti,2022,6
hti,2023,6
hun,2010,7
hun,2011,7
hun,2012,7
hun,2013,7
hun,2014,7
hun,2015,7
hun,2016,7
hun,2017,7
hun,2018,7
hun,2019,7
hun,2020,7
hun,2021,7
hun,2022,7
hun,2023,7
idn,1998,7
idn,1999,7
idn,2000,7
idn,2001,7
idn,2002,7
idn,2003,7
idn,2004,7
idn,2005,7
idn,2006,7
idn,2007,7
idn,2008,7
idn,2009,7
idn,2010,7
idn,2011,7
idn,2012,7
idn,2013,7
idn,2014,7
idn,2015,7
idn,2016,7
idn,2017,7
idn,2018,7
idn,2019,7
idn,2020,7
idn,2021,7
idn,2022,7
idn,2023,7
ind,1997,3
ind,1998,3
ind,1999,3
ind,2000,3
ind,2001,3
ind,2002,3
ind,2003,3
ind,2004,3
ind,2005,3
ind,2006,3
ind,2007,3
ind,2008,3
ind,2009,3
ind,2010,3
ind,2011,3
ind,2012,3
ind,2013,3
ind,2014,3
ind,2015,3
ind,2016,3
ind,2017,3
ind,2018,3
ind,2019,3
ind,2020,3
ind,2021,3
ind,2022,3
ind,2023,3
irl,1999,1
irl,2000,1
irl,2001,1
irl,2002,1
irl,2003,1
irl,2004,1
irl,2005,1
irl,2006,1
irl,2007,1
irl,2008,1
irl,2009,1
irl,2010,1
irl,2011,1
irl,2012,1
irl,2013,1
irl,2014,1
irl,2015,1
irl,2016,1
irl,2017,5
irl,2018,5
irl,2019,5
irl,2020,5
irl,2021,5
irl,2022,5
irl,2023,5
irn,1999,1
irn,2000,1
irn,2001,1
irn,2002,1
irn,2003,1
irn,2004,1
irn,2005,1
irn,2006,1
irn,2007,1
irn,2008,1
irn,2009,1
irn,2010,1
irn,2011,1
irn,2012,1
irn,2013,1
irn,2014,1
irn,2015,1
irn,2016,1
irn,2017,1
irn,2018,1
irn,2019,1
irn,2020,1
irn,2021,1
irn,2022,1
irn,2023,1
irq,1999,2
irq,2000,2
irq,2001,2
irq,2002,2
irq,2003,2
irq,2004,2
irq,2005,2
irq,2006,2
irq,2007,2
irq,2008,2
irq,2009,2
irq,2010,2
irq,2011,2
irq,2012,2
irq,2013,2
irq,2014,2
irq,2015,2
irq,2016,2
irq,2017,2
irq,2018,2
irq,2019,2
irq,2020,2
irq,2021,2
irq,2022,2
irq,2023,2
isl,2013,6
isl,2014,6
isl,2015,6
isl,2016,6
isl,2017,6
isl,2018,6
isl,2019,6
isl,2020,6
isl,2021,6
isl,2022,6
isl,2023,6
isr,2013,6
isr,2014,6
isr,2015,6
isr,2016,6
isr,2017,6
isr,2018,6
isr,2019,6
isr,2020,6
isr,2021,6
isr,2022,6
isr,2023,6
ita,1999,3
ita,2000,3
ita,2001,3
ita,2002,3
ita,2003,3
ita,2004,3
ita,2005,3
ita,2006,3
ita,2007,3
ita,2008,3
ita,2009,3
ita,2010,3
ita,2011,3
ita,2012,3
ita,2013,3
ita,2014,3
ita,2015,3
ita,2016,3
ita,2017,3
ita,2018,3
ita,2019,3
ita,2020,3
ita,2021,3
ita,2022,3
ita,2023,3
jam,2013,6
jam,2014,6
jam,2015,6
jam,2016,6
jam,2017,6
jam,2018,6
jam,2019,6
jam,2020,6
jam,2021,6
jam,2022,6
jam,2023,6
jor,1999,2
jor,2000,2
jor,2001,2
jor,2002,2
jor,2003,2
jor,2004,2
jor,2005,2
jor,2006,2
jor,2007,2
jor,2008,2
jor,2009,2
jor,2010,2
jor,2011,2
jor,2012,2
jor,2013,2
jor,2014,2
jor,2015,2
jor,2016,2
jor,2017,2
jor,2018,2
jor,2019,2
jor,2020,2
jor,2021,2
jor,2022,2
jor,2023,2
jpn,1999,6
jpn,2000,6
jpn,2001,6
jpn,2002,6
jpn,2003,6
jpn,2004,6
jpn,2005,6
jpn,2006,6
jpn,2007,6
jpn,2008,6
jpn,2009,6
jpn,2010,6
jpn,2011,6
jpn,2012,6
jpn,2013,3
jpn,2014,3
jpn,2015,3
jpn,2016,3
jpn,2017,3
jpn,2018,3
jpn,2019,3
jpn,2020,3
jpn,2021,3
jpn,2022,3
jpn,2023,3
kaz,2013,6
kaz,2014,6
kaz,2015,6
kaz,2016,6
kaz,2017,6
kaz,2018,6
kaz,2019,6
kaz,2020,5
kaz,2021,5
kaz,2022,5
kaz,2023,5
ken,1999,3
ken,2000,3
ken,2001,3
ken,2002,3
ken,2003,3
ken,2004,3
ken,2005,3
ken,2006,3
ken,2007,3
ken,2008,3
ken,2009,3
ken,2010,3
ken,2011,3
ken,2012,3
ken,2013,3
ken,2014,3
ken,2015,3
ken,2016,3
ken,2017,3
ken,2018,3
ken,2019,3
ken,2020,3
ken,2021,3
ken,2022,3
ken,2023,3
kgz,1999,4
kgz,2000,4
kgz,2001,4
kgz,2002,4
kgz,2003,4
kgz,2004,4
kgz,2005,4
kgz,2006,4
kgz,2007,4
kgz,2008,4
kgz,2009,4
kgz,2010,4
kgz,2011,4
kgz,2012,4
kgz,2013,4
kgz,2014,6
kgz,2015,6
kgz,2016,6
kgz,2017,6
kgz,2018,6
kgz,2019,6
kgz,2020,6
kgz,2021,6
kgz,2022,6
kgz,2023,6
khm,1998,5
khm,1999,5
khm,2000,5
khm,2001,5
khm,2002,5
khm,2003,5
khm,2004,6
khm,2005,6
khm,2006,6
khm,2007,6
khm,2008,6
khm,2009,6
khm,2010,6
khm,2011,6
khm,2012,6
khm,2013,6
khm,2014,6
khm,2015,6
khm,2016,6
khm,2017,6
khm,2018,6
khm,2019,6
khm,2020,6
khm,2021,6
khm,2022,6
khm,2023,6
kir,1999,3
kir,2000,3
kir,2001,3
kir,2002,3
kir,2003,3
kir,2004,3
kir,2005,3
kir,2006,3
kir,2007,3
kir,2008,3
kir,2009,3
kir,2010,3
kir,2011,3
kir,2012,3
kir,2013,3
kir,2014,3
kir,2015,3
kir,2016,3
kir,2017,3
kir,2018,3
kir,2019,3
kir,2020,3
kir,2021,3
kir,2022,3
kir,2023,3
kna,2001,4
kna,2002,4
kna,2003,4
kna,2004,4
kna,2007,4
kna,2008,4
kna,2009,4
kna,2010,4
kna,2011,4
kna,2012,4
kna,2013,4
kna,2014,4
kna,2015,4
kna,2016,4
kna,2017,4
kna,2018,4
kna,2019,4
kna,2020,4
kna,2021,4
kna,2022,4
kna,2023,4
kor,2001,6
kor,2002,6
kor,2003,6
kor,2004,6
kor,2005,6
kor,2006,6
kor,2007,6
kor,2008,6
kor,2009,6
kor,2010,6
kor,2011,6
kor,2012,6
kor,2013,6
kor,2014,6
kor,2015,6
kor,2016,6
kor,2017,6
kor,2018,6
kor,2019,6
kor,2020,6
kor,2021,6
kor,2022,6
kor,2023,6
kwt,1999,2
kwt,2000,2
kwt,2001,2
kwt,2002,2
kwt,2003,2
kwt,2004,2
kwt,2005,2
kwt,2006,2
kwt,2007,2
kwt,2008,2
kwt,2009,2
kwt,2010,2
kwt,2011,2
kwt,2012,2
kwt,2013,2
kwt,2014,2
kwt,2015,2
kwt,2016,2
kwt,2017,2
kwt,2018,2
kwt,2019,2
kwt,2020,2
kwt,2021,2
kwt,2022,2
kwt,2023,2
lao,1998,6
lao,1999,6
lao,2000,6
lao,2001,6
lao,2002,6
lao,2003,6
lao,2004,6
lao,2005,6
lao,2006,6
lao,2007,6
lao,2008,6
lao,2009,6
lao,2010,6
lao,2011,6
lao,2012,6
lao,2013,6
lao,2014,6
lao,2015,6
lao,2016,6
lao,2017,6
lao,2018,6
lao,2019,6
lao,2020,6
lao,2021,6
lao,2022,6
lao,2023,6
lbn,1999,3
lbn,2000,3
lbn,2001,3
lbn,2002,3
lbn,2003,3
lbn,2004,3
lbn,2005,3
lbn,2006,3
lbn,2007,3
lbn,2008,3
lbn,2009,3
lbn,2010,3
lbn,2011,3
lbn,2012,3
lbn,2013,3
lbn,2014,3
lbn,2015,3
lbn,2016,3
lbn,2017,3
lbn,2018,3
lbn,2019,3
lbn,2020,3
lbn,2021,3
lbn,2022,3
lbn,2023,3
lbr,1999,3
lbr,2000,3
lbr,2001,3
lbr,2002,3
lbr,2003,3
lbr,2004,3
lbr,2005,3
lbr,2006,3
lbr,2007,3
lbr,2008,3
lbr,2009,3
lbr,2010,3
lbr,2011,3
lbr,2012,3
lbr,2013,3
lbr,2014,3
lbr,2015,3
lbr,2016,3
lbr,2017,3
lbr,2018,3
lbr,2019,3
lbr,2020,3
lbr,2021,3
lbr,2022,3
lbr,2023,3
lby,1999,2
lby,2000,2
lby,2001,2
lby,2002,2
lby,2003,2
lby,2004,2
lby,2005,2
lby,2006,2
lby,2007,2
lby,2008,2
lby,2009,2
lby,2010,2
lby,2011,2
lby,2012,2
lby,2013,2
lby,2014,2
lby,2015,2
lby,2016,2
lby,2017,2
lby,2018,2
lby,2019,2
lby,2020,2
lby,2021,2
lby,2022,2
lby,2023,2
lca,1999,3
lca,2000,3
lca,2001,3
lca,2002,3
lca,2003,4
lca,2004,4
lca,2005,4
lca,2006,4
lca,2007,4
lca,2008,4
lca,2009,4
lca,2010,4
lca,2011,4
lca,2012,4
lca,2013,4
lca,2014,4
lca,2015,4
lca,2016,4
lca,2017,4
lca,2018,4
lca,2019,4
lca,2020,4
lca,2021,4
lca,2022,4
lca,2023,4
lie,1999,2
lie,2000,2
lie,2001,2
lie,2002,2
lie,2003,2
lie,2004,2
lie,2005,2
lie,2006,2
lie,2007,2
lie,2008,2
lie,2009,2
lie,2010,2
lie,2011,2
lie,2012,2
lie,2013,2
lie,2014,2
lie,2015,2
lie,2016,2
lie,2017,7
lie,2018,7
lie,2019,7
lie,2020,7
lie,2021,7
lie,2022,7
lie,2023,7
lka,1999,1
lka,2000,1
lka,2001,1
lka,2002,1
lka,2003,1
lka,2004,1
lka,2005,1
lka,2006,1
lka,2007,1
lka,2008,1
lka,2009,1
lka,2010,2
lka,2011,2
lka,2012,2
lka,2013,2
lka,2014,2
lka,2015,2
lka,2016,2
lka,2017,2
lka,2018,2
lka,2019,2
lka,2020,2
lka,2021,2
lka,2022,2
lka,2023,2
lso,1999,3
lso,2000,3
lso,2001,3
lso,2002,3
lso,2003,3
lso,2004,3
lso,2005,3
lso,2006,3
lso,2007,3
lso,2008,3
lso,2009,3
lso,2010,3
lso,2011,3
lso,2012,3
lso,2013,3
lso,2014,3
lso,2015,3
lso,2016,3
lso,2017,3
lso,2018,3
lso,2019,3
lso,2020,3
lso,2021,3
lso,2022,3
lso,2023,3
ltu,1989,6
ltu,1998,6
ltu,1999,6
ltu,2000,6
ltu,2001,6
ltu,2002,6
ltu,2003,6
ltu,2004,6
ltu,2005,6
ltu,2006,6
ltu,2007,6
ltu,2008,6
ltu,2009,6
ltu,2010,6
ltu,2011,7
ltu,2012,7
ltu,2013,7
ltu,2014,7
ltu,2015,7
ltu,2016,7
ltu,2017,7
ltu,2018,7
ltu,2019,7
ltu,2020,7
ltu,2021,7
ltu,2022,7
ltu,2023,7
lva,1999,6
lva,2000,6
lva,2001,6
lva,2002,6
lva,2003,6
lva,2004,6
lva,2005,6
lva,2006,6
lva,2007,6
lva,2008,6
lva,2009,6
lva,2010,6
lva,2011,6
lva,2012,6
lva,2013,6
lva,2014,6
lva,2015,6
lva,2016,6
lva,2017,6
lva,2018,6
lva,2019,6
lva,2020,6
lva,2021,6
lva,2022,6
lva,2023,6
mac,1999,3
mac,2000,3
mac,2001,3
mac,2002,3
mac,2003,3
mac,2004,3
mac,2005,3
mac,2006,3
mac,2007,3
mac,2008,3
mac,2009,3
mac,2010,3
mac,2011,3
mac,2012,3
mac,2013,3
mac,2014,3
mac,2015,3
mac,2016,3
mac,2017,3
mac,2018,3
mac,2019,3
mac,2020,3
mac,2021,3
mac,2022,3
mac,2023,3
mar,2013,5
mar,2014,5
mar,2015,5
mar,2016,5
mar,2017,5
mar,2018,5
mar,2019,5
mar,2020,5
mar,2021,5
mar,2022,5
mar,2023,5
mco,1999,3
mco,2000,3
mco,2001,3
mco,2002,3
mco,2003,3
mco,2004,3
mco,2005,3
mco,2006,3
mco,2007,3
mco,2008,3
mco,2009,3
mco,2010,3
mco,2011,3
mco,2012,3
mco,2013,3
mco,2014,3
mco,2015,3
mco,2016,3
mco,2017,3
mco,2018,3
mco,2019,3
mco,2020,3
mco,2021,3
mco,2022,3
mco,2023,3
mda,2013,6
mda,2014,6
mda,2015,6
mda,2016,6
mda,2017,6
mda,2018,6
mda,2019,6
mda,2020,6
mda,2021,6
mda,2022,6
mda,2023,6
mdg,1999,3
mdg,2000,3
mdg,2001,3
mdg,2002,3
mdg,2003,3
mdg,2004,3
mdg,2005,3
mdg,2006,3
mdg,2007,3
mdg,2008,3
mdg,2009,3
mdg,2010,3
mdg,2011,3
mdg,2012,3
mdg,2013,3
mdg,2014,3
mdg,2015,3
mdg,2016,3
mdg,2017,3
mdg,2018,3
mdg,2019,3
mdg,2020,3
mdg,2021,3
mdg,2022,3
mdg,2023,3
mdv,1999,3
mdv,2000,3
mdv,2001,3
mdv,2002,3
mdv,2003,3
mdv,2004,3
mdv,2005,3
mdv,2006,3
mdv,2007,3
mdv,2008,3
mdv,2009,3
mdv,2010,3
mdv,2011,3
mdv,2012,3
mdv,2013,3
mdv,2014,3
mdv,2015,3
mdv,2016,3
mdv,2017,3
mdv,2018,3
mdv,2019,3
mdv,2020,3
mdv,2021,3
mdv,2022,3
mdv,2023,3
mex,1980,2
mex,2013,6
mex,2014,6
mex,2015,6
mex,2016,6
mex,2017,6
mex,2018,6
mex,2019,6
mex,2020,6
mex,2021,6
mex,2022,6
mex,2023,6
mhl,1999,2
mhl,2000,2
mhl,2001,2
mhl,2002,2
mhl,2003,2
mhl,2004,2
mhl,2005,2
mhl,2006,2
mhl,2007,2
mhl,2008,2
mhl,2009,2
mhl,2010,2
mhl,2011,2
mhl,2012,2
mhl,2013,2
mhl,2014,2
mhl,2015,2
mhl,2016,2
mhl,2017,2
mhl,2018,2
mhl,2019,4
mhl,2020,4
mhl,2021,4
mhl,2022,4
mhl,2023,4
mkd,1998,6
mkd,1999,6
mkd,2000,6
mkd,2001,6
mkd,2002,6
mkd,2003,6
mkd,2004,6
mkd,2005,6
mkd,2006,6
mkd,2007,6
mkd,2008,5
mkd,2009,5
mkd,2010,5
mkd,2011,5
mkd,2012,5
mkd,2013,5
mkd,2014,5
mkd,2015,5
mkd,2016,5
mkd,2017,5
mkd,2018,5
mkd,2019,5
mkd,2020,5
mkd,2021,5
mkd,2022,5
mkd,2023,5
mli,1999,4
mli,2000,4
mli,2001,4
mli,2002,4
mli,2003,4
mli,2004,4
mli,2005,4
mli,2006,4
mli,2007,4
mli,2008,4
mli,2009,4
mli,2010,4
mli,2011,4
mli,2012,4
mli,2013,4
mli,2014,4
mli,2015,4
mli,2016,4
mli,2017,3
mli,2018,3
mli,2019,3
mli,2020,3
mli,2021,3
mli,2022,3
mli,2023,3
mlt,1999,2
mlt,2000,2
mlt,2001,2
mlt,2002,2
mlt,2003,2
mlt,2004,2
mlt,2005,2
mlt,2006,2
mlt,2007,2
mlt,2008,2
mlt,2009,2
mlt,2010,2
mlt,2011,2
mlt,2012,2
mlt,2013,2
mlt,2014,2
mlt,2015,2
mlt,2016,2
mlt,2017,2
mlt,2022,2
mlt,2023,2
mmr,1997,5
mmr,1998,5
mmr,1999,5
mmr,2000,5
mmr,2001,5
mmr,2002,5
mmr,2003,5
mmr,2004,5
mmr,2005,5
mmr,2006,5
mmr,2007,5
mmr,2008,5
mmr,2009,5
mmr,2010,5
mmr,2011,5
mmr,2012,5
mmr,2013,5
mmr,2014,5
mmr,2015,5
mmr,2016,5
mmr,2017,5
mmr,2018,5
mmr,2019,5
mmr,2020,5
mmr,2021,5
mmr,2022,5
mmr,2023,5
mne,2001,6
mne,2002,6
mne,2003,6
mne,2004,6
mne,2005,6
mne,2006,6
mne,2007,6
mne,2008,6
mne,2009,6
mne,2010,6
mne,2011,5
mne,2012,5
mne,2013,5
mne,2014,5
mne,2015,5
mne,2016,5
mne,2017,5
mne,2018,5
mne,2019,5
mne,2020,5
mne,2021,5
mne,2022,5
mne,2023,5
mng,1998,5
mng,1999,5
mng,2000,5
mng,2001,5
mng,2002,5
mng,2003,5
mng,2004,5
mng,2005,4
mng,2006,4
mng,2007,4
mng,2008,4
mng,2009,4
mng,2010,4
mng,2011,4
mng,2012,4
mng,2013,4
mng,2014,4
mng,2015,4
mng,2016,4
mng,2017,4
mng,2018,4
mng,2019,4
mng,2020,4
mng,2021,4
mng,2022,4
mng,2023,4
moz,1999,3
moz,2000,3
moz,2001,3
moz,2002,3
moz,2003,3
moz,2004,3
moz,2005,3
moz,2006,3
moz,2007,3
moz,2008,3
moz,2009,3
moz,2010,3
moz,2011,3
moz,2012,3
moz,2013,3
moz,2014,3
moz,2015,3
moz,2016,3
moz,2017,3
moz,2018,3
moz,2019,3
moz,2020,3
moz,2021,3
moz,2022,3
moz,2023,3
mrt,2014,6
mrt,2015,6
mrt,2016,6
mrt,2017,6
mrt,2018,6
mrt,2019,6
mrt,2020,6
mrt,2021,6
mrt,2022,6
mrt,2023,6
mus,2013,3
mus,2014,3
mus,2015,3
mus,2016,3
mus,2017,3
mus,2018,3
mus,2019,3
mus,2020,3
mus,2021,3
mus,2022,3
mus,2023,3
mwi,1999,3
mwi,2000,3
mwi,2001,3
mwi,2002,3
mwi,2003,3
mwi,2004,3
mwi,2005,3
mwi,2006,3
mwi,2007,3
mwi,2008,3
mwi,2009,3
mwi,2010,3
mwi,2011,3
mwi,2012,3
mwi,2013,3
mwi,2014,3
mwi,2015,3
mwi,2016,3
mwi,2017,3
mwi,2018,3
mwi,2019,3
mwi,2020,3
mwi,2021,3
mwi,2022,3
mwi,2023,3
mys,1998,2
mys,1999,2
mys,2000,2
mys,2001,2
mys,2002,2
mys,2003,2
mys,2004,2
mys,2005,2
mys,2006,2
mys,2007,2
mys,2008,2
mys,2009,2
mys,2010,2
mys,2011,2
mys,2012,2
mys,2013,2
mys,2014,2
mys,2015,2
mys,2016,2
mys,2017,2
mys,2018,2
mys,2019,2
mys,2020,2
mys,2021,2
mys,2022,2
mys,2023,2
nam,1999,5
nam,2010,2
nam,2011,2
nam,2012,2
nam,2013,2
nam,2014,2
nam,2015,2
nam,2016,2
nam,2017,2
nam,2018,2
nam,2019,2
nam,2020,2
nam,2021,2
nam,2022,2
nam,2023,2
ner,1999,3
ner,2000,3
ner,2001,3
ner,2002,3
ner,2003,3
ner,2004,3
ner,2005,3
ner,2006,3
ner,2007,3
ner,2008,3
ner,2009,3
ner,2010,3
ner,2011,3
ner,2012,3
ner,2013,3
ner,2014,3
ner,2015,3
ner,2016,3
ner,2017,3
ner,2018,3
ner,2019,3
ner,2020,3
ner,2021,3
ner,2022,3
ner,2023,3
nga,1999,5
nga,2000,5
nga,2001,5
nga,2002,5
nga,2003,5
nga,2004,5
nga,2005,5
nga,2006,5
nga,2007,5
nga,2008,5
nga,2009,5
nga,2010,5
nga,2011,5
nga,2012,5
nga,2013,5
nga,2014,5
nga,2015,5
nga,2016,5
nga,2017,5
nga,2018,5
nga,2019,5
nga,2020,5
nga,2021,5
nga,2022,5
nga,2023,5
nic,2004,7
nic,2005,7
nic,2006,6
nic,2007,6
nic,2008,6
nic,2009,6
nic,2010,6
nic,2011,6
nic,2012,6
nic,2013,6
nic,2014,6
nic,2015,6
nic,2016,6
nic,2017,6
nic,2018,6
nic,2019,6
nic,2020,6
nic,2021,6
nic,2022,6
nic,2023,6
nld,1999,2
nld,2000,2
nld,2001,2
nld,2002,2
nld,2003,2
nld,2004,2
nld,2005,2
nld,2006,2
nld,2007,2
nld,2008,2
nld,2009,2
nld,2010,2
nld,2011,3
nld,2012,3
nld,2013,3
nld,2014,3
nld,2015,3
nld,2016,3
nld,2017,3
nld,2018,3
nld,2019,3
nld,2020,3
nld,2021,3
nld,2022,3
nld,2023,3
nld_curacao,1999,2
nld_curacao,2000,2
nld_curacao,2001,2
nld_curacao,2002,2
nld_curacao,2003,2
nld_curacao,2004,2
nld_curacao,2005,2
nld_curacao,2006,2
nld_curacao,2007,2
nld_curacao,2008,2
nld_curacao,2009,2
nld_curacao,2010,2
nld_curacao,2011,2
nld_curacao,2012,2
nld_curacao,2013,2
nld_curacao,2014,2
nld_curacao,2015,2
nld_curacao,2016,2
nld_curacao,2017,2
nld_curacao,2018,2
nld_curacao,2019,2
nld_curacao,2020,2
nld_curacao,2021,2
nld_curacao,2022,2
nld_curacao,2023,2
nor,2013,6
nor,2014,6
nor,2015,6
nor,2016,6
nor,2017,6
nor,2018,6
nor,2019,6
nor,2020,6
nor,2021,6
nor,2022,6
nor,2023,6
npl,1999,3
npl,2000,3
npl,2001,3
npl,2002,3
npl,2003,2
npl,2004,2
npl,2005,2
npl,2006,2
npl,2007,2
npl,2008,2
npl,2009,2
npl,2010,2
npl,2011,2
npl,2012,2
npl,2013,2
npl,2014,2
npl,2015,2
npl,2016,2
npl,2017,2
npl,2018,2
npl,2019,2
npl,2020,2
npl,2021,2
npl,2022,2
npl,2023,2
nru,1999,3
nru,2000,3
nru,2001,3
nru,2002,3
nru,2003,3
nru,2004,3
nru,2005,3
nru,2006,3
nru,2007,3
nru,2008,3
nru,2009,3
nru,2010,3
nru,2011,3
nru,2012,3
nru,2013,3
nru,2014,3
nru,2015,3
nru,2016,3
nru,2017,3
nru,2018,3
nru,2019,3
nru,2020,3
nru,2021,3
nru,2022,3
nru,2023,3
nzl,1999,4
nzl,2000,5
nzl,2001,5
nzl,2002,5
nzl,2003,5
nzl,2004,5
nzl,2005,5
nzl,2006,5
nzl,2007,5
nzl,2008,5
nzl,2009,5
nzl,2010,5
nzl,2011,5
nzl,2012,5
nzl,2013,5
nzl,2014,5
nzl,2015,5
nzl,2016,5
nzl,2017,5
nzl,2018,5
nzl,2019,5
nzl,2020,5
nzl,2021,5
nzl,2022,5
nzl,2023,5
omn,2013,6
omn,2014,6
omn,2015,6
omn,2016,6
omn,2017,6
omn,2018,6
omn,2019,6
omn,2020,6
omn,2021,6
omn,2022,6
omn,2023,6
pak,1998,4
pak,1999,4
pak,2000,4
pak,2001,4
pak,2002,4
pak,2003,4
pak,2004,4
pak,2005,4
pak,2006,4
pak,2007,4
pak,2008,4
pak,2009,4
pak,2010,4
pak,2011,4
pak,2012,4
pak,2013,4
pak,2014,2
pak,2015,2
pak,2016,2
pak,2017,2
pak,2018,2
pak,2019,2
pak,2020,2
pak,2021,2
pak,2022,2
pak,2023,2
pan,2013,6
pan,2014,6
pan,2015,6
pan,2016,6
pan,2017,6
pan,2018,6
pan,2019,6
pan,2020,6
pan,2021,6
pan,2022,6
pan,2023,6
per,2013,6
per,2014,6
per,2015,6
per,2016,6
per,2017,6
per,2018,6
per,2019,6
per,2020,6
per,2021,6
per,2022,6
per,2023,6
phl,1999,1
phl,2000,1
phl,2001,1
phl,2002,1
phl,2003,1
phl,2004,1
phl,2005,1
phl,2006,1
phl,2007,1
phl,2008,1
phl,2009,1
phl,2010,1
phl,2011,1
phl,2012,1
phl,2013,1
phl,2014,1
phl,2015,1
phl,2016,1
phl,2017,1
phl,2018,1
phl,2019,1
phl,2020,1
phl,2021,1
phl,2022,1
phl,2023,1
plw,1999,3
plw,2000,3
plw,2001,3
plw,2002,3
plw,2003,3
plw,2004,3
plw,2005,3
plw,2006,3
plw,2007,3
plw,2008,3
plw,2009,3
plw,2010,3
plw,2011,3
plw,2012,3
plw,2013,3
plw,2014,3
plw,2015,3
plw,2016,3
plw,2017,3
plw,2018,3
plw,2019,3
plw,2020,3
plw,2021,3
plw,2022,3
plw,2023,3
png,1999,1
png,2000,1
png,2001,1
png,2002,1
png,2003,1
png,2004,1
png,2005,1
png,2006,1
png,2007,1
png,2008,1
png,2009,1
png,2010,1
png,2011,1
png,2012,4
png,2013,4
png,2014,4
png,2015,4
png,2016,4
png,2017,4
png,2018,4
png,2019,4
png,2020,4
png,2021,4
png,2022,4
png,2023,4
pol,1970,4
pol,1978,4
pol,1988,4
pol,1999,4
pol,2000,4
pol,2001,4
pol,2002,4
pol,2003,4
pol,2004,4
pol,2005,4
pol,2006,4
pol,2007,4
pol,2008,4
pol,2009,4
pol,2010,4
pol,2011,4
pol,2012,4
pol,2013,4
pol,2014,4
pol,2015,4
pol,2016,4
pol,2017,4
pol,2018,4
pol,2019,4
pol,2020,4
pol,2021,4
pol,2022,4
pol,2023,4
prk,1998,4
prk,1999,4
prk,2000,4
prk,2001,4
prk,2002,4
prk,2003,4
prk,2004,4
prk,2005,4
prk,2006,4
prk,2007,4
prk,2008,4
prk,2009,4
prk,2010,4
prk,2011,4
prk,2012,4
prk,2013,4
prk,2014,4
prk,2015,4
prk,2016,4
prk,2017,4
prk,2018,4
prk,2019,4
prk,2020,4
prk,2021,4
prk,2022,4
prk,2023,4
pry,1972,5
pry,1982,5
pry,1992,5
pry,1999,5
pry,2000,5
pry,2001,5
pry,2002,5
pry,2003,5
pry,2004,5
pry,2005,5
pry,2006,5
pry,2007,5
pry,2008,5
pry,2009,5
pry,2010,5
pry,2011,5
pry,2012,5
pry,2013,5
pry,2014,5
pry,2015,5
pry,2016,5
pry,2017,5
pry,2018,5
pry,2019,5
pry,2020,5
pry,2021,5
pry,2022,5
pry,2023,5
pse,1999,2
pse,2000,2
pse,2001,2
pse,2002,2
pse,2003,2
pse,2004,2
pse,2005,2
pse,2006,2
pse,2007,2
pse,2008,2
pse,2009,2
pse,2010,2
pse,2011,2
pse,2012,2
pse,2013,2
pse,2014,2
pse,2015,2
pse,2016,2
pse,2017,2
pse,2018,2
pse,2019,2
pse,2020,2
pse,2021,2
pse,2022,2
pse,2023,2
qat,1986,3
qat,2013,6
qat,2014,6
qat,2015,6
qat,2016,6
qat,2017,6
qat,2018,6
qat,2019,6
qat,2020,6
qat,2021,6
qat,2022,6
qat,2023,6
rou,1992,4
rou,2013,6
rou,2014,6
rou,2015,6
rou,2016,6
rou,2017,6
rou,2018,6
rou,2019,6
rou,2020,6
rou,2021,6
rou,2022,6
rou,2023,6
rus,1998,6
rus,1999,6
rus,2000,6
rus,2001,6
rus,2002,6
rus,2003,6
rus,2004,6
rus,2005,6
rus,2006,6
rus,2007,6
rus,2008,6
rus,2009,6
rus,2010,6
rus,2011,6
rus,2012,6
rus,2013,6
rus,2014,6
rus,2015,6
rus,2016,6
rus,2017,6
rus,2018,6
rus,2019,6
rus,2020,6
rus,2021,6
rus,2022,6
rus,2023,6
rwa,1999,3
rwa,2000,3
rwa,2001,3
rwa,2002,3
rwa,2003,3
rwa,2004,3
rwa,2005,3
rwa,2006,3
rwa,2007,3
rwa,2008,3
rwa,2009,3
rwa,2010,3
rwa,2011,3
rwa,2012,3
rwa,2013,3
rwa,2014,3
rwa,2015,3
rwa,2016,6
rwa,2017,6
rwa,2018,6
rwa,2019,6
rwa,2020,6
rwa,2021,6
rwa,2022,3
rwa,2023,3
sau,2013,4
sau,2014,4
sau,2015,4
sau,2016,4
sau,2017,4
sau,2018,4
sau,2019,4
sau,2020,4
sau,2021,4
sau,2022,4
sau,2023,4
sdn,1999,2
sdn,2000,2
sdn,2001,2
sdn,2002,2
sdn,2003,2
sdn,2004,2
sdn,2005,2
sdn,2006,2
sdn,2007,2
sdn,2008,2
sdn,2009,2
sdn,2010,2
sdn,2011,2
sdn,2012,2
sdn,2013,2
sdn,2014,2
sdn,2015,2
sdn,2016,2
sdn,2017,2
sdn,2018,2
sdn,2019,2
sdn,2020,2
sdn,2021,2
sdn,2022,2
