geo,time,ne_imp_gnfs_kd_zg
civ,2005,8.06675
civ,2006,-0.45274
civ,2007,0.36872
civ,2008,-0.94485
civ,2009,15.00188
civ,2010,13.73268
civ,2011,-20.24371
civ,2012,27.72061
civ,2013,-9.83634
civ,2014,-1.41055
civ,2015,13.93611
civ,2016,0.04367
civ,2017,6.302
civ,2018,4.38907
civ,2019,3.87843
civ,2020,6.96819
civ,2021,15.92513
civ,2022,58.37708
civ,2023,8.40795
cmr,1961,-1.88371
cmr,1962,-0.25041
cmr,1963,-10.20919
cmr,1964,4.28703
cmr,1965,11.03999
cmr,1966,1.7699
cmr,1967,-7.00573
cmr,1968,15.92835
cmr,1969,-0.44093
cmr,1970,9.96298
cmr,1971,21.40966
cmr,1972,-0.88451
cmr,1973,-9.14664
cmr,1974,0.30673
cmr,1975,5.38561
cmr,1976,10.74351
cmr,1977,10.48762
cmr,1978,8.68442
cmr,1979,11.37272
cmr,1980,-0.85131
cmr,1981,50.04196
cmr,1982,-8.50763
cmr,1983,1.73245
cmr,1984,26.58129
cmr,1985,7.07617
cmr,1986,16.9
cmr,1987,-2.40001
cmr,1988,-20.4
cmr,1989,-16.2
cmr,1990,10.10001
cmr,1991,3.4
cmr,1992,-19.4
cmr,1993,35.10574
cmr,1994,48.77811
cmr,1995,5.94128
cmr,1996,31.48056
cmr,1997,22.50828
cmr,1998,-6.63482
cmr,1999,-0.36615
cmr,2000,23.94489
cmr,2001,11.48936
cmr,2002,-1.35261
cmr,2003,-14.08517
cmr,2004,8.99623
cmr,2005,4.6217
cmr,2006,3.75874
cmr,2007,14.80748
cmr,2008,10.72895
cmr,2009,-6.7102
cmr,2010,14.30282
cmr,2011,7.68794
cmr,2012,3.0678
cmr,2013,11.96238
cmr,2014,15.22424
cmr,2015,-0.10939
cmr,2016,1.03076
cmr,2017,-1.20644
cmr,2018,8.46998
cmr,2019,11.35618
cmr,2020,-17.05211
cmr,2021,12.80344
cmr,2022,3.61362
cmr,2023,2.64364
cod,1961,14.31021
cod,1962,-10.18394
cod,1963,1.05915
cod,1964,25.64377
cod,1965,2.75386
cod,1966,18.07214
cod,1967,-22.01565
cod,1968,28.85023
cod,1969,15.43814
cod,1970,18.80352
cod,1971,19.27026
cod,1972,13.26965
cod,1973,17.22131
cod,1974,-9.74129
cod,1975,-7.99876
cod,1976,-17.1793
cod,1977,41.21033
cod,1978,-23.86489
cod,1979,1.43436
cod,1980,26.30553
cod,1981,3.84235
cod,1982,-16.6008
cod,1983,29.43283
cod,1984,48.59085
cod,1985,8.15645
cod,1986,-1.86464
cod,1987,23.28162
cod,1988,14.00402
cod,1989,0.1059
cod,1990,-24.50635
cod,1991,-6.86595
cod,1992,-38.26479
cod,1993,-35.09342
cod,1994,-25.2816
cod,1995,36.59999
cod,1996,-5.49999
cod,1997,-22.88889
cod,1998,66.85878
cod,1999,59.41278
cod,2000,13.28999
cod,2001,-22.97992
cod,2002,41.0168
cod,2003,110.32692
cod,2004,-2.08454
cod,2005,23.53105
cod,2006,-11.74716
cod,2007,30.06402
cod,2008,-6.91071
cod,2009,0
cod,2010,49.07743
cod,2011,29.56375
cod,2012,27.06523
cod,2013,8.01709
cod,2014,8.66027
cod,2015,-6.47011
cod,2016,-3.86479
cod,2017,38.68836
cod,2018,22.63203
cod,2019,-15.275
cod,2020,12.04428
cod,2021,43.58862
cod,2022,24.88739
cod,2023,85.61321
cog,1961,11.23188
cog,1962,-17.58957
cog,1963,-5.5336
cog,1964,3.76569
cog,1965,-2.01613
cog,1966,6.29376
cog,1967,18.09206
cog,1968,11.00282
cog,1969,11.0413
cog,1970,10.96022
cog,1971,0.40719
cog,1972,0.40632
cog,1973,0.40389
cog,1974,0.40227
cog,1975,5.01015
cog,1976,-4.294
cog,1977,-6.18192
cog,1978,-0.84986
cog,1979,-20.04278
cog,1980,41.28737
cog,1981,47.72232
cog,1982,45.47758
cog,1983,-21.39456
cog,1984,-3.15881
cog,1985,0.31278
cog,1986,-21.82628
cog,1987,-23.7037
cog,1988,0.82151
cog,1989,-2.2963
cog,1990,5
cog,1991,57.1931
cog,1992,-42.07598
cog,1993,87.20083
cog,1994,74.51058
cog,1995,-14.3678
cog,1996,4.06831
cog,1997,4.87135
cog,1998,-0.39234
cog,1999,5.97352
cog,2000,4.4594
cog,2001,6.29172
cog,2002,4.69287
cog,2003,4.07579
cog,2004,-2.17035
cog,2005,17.58122
cog,2006,1.12755
cog,2007,54.59806
cog,2008,-10.9293
cog,2009,2.16933
cog,2010,8.16513
cog,2011,-3.07422
cog,2012,-0.31819
cog,2013,-4.11263
cog,2014,15.94275
cog,2015,24.05404
cog,2016,-9.03009
cog,2017,-41.21654
cog,2018,-0.13701
cog,2019,-11.1966
cog,2020,-35.769
cog,2021,24.99999
cog,2022,5.89995
cog,2023,8.90007
col,1961,4.15483
col,1962,3.48559
col,1963,-0.16218
col,1964,24.70919
col,1965,-18.03864
col,1966,39.33696
col,1967,-20.59382
col,1968,23.69697
col,1969,12.51877
col,1970,21.14606
col,1971,20.14299
col,1972,-13.14109
col,1973,3.7045
col,1974,9.99897
col,1975,-10.99368
col,1976,12.33219
col,1977,9.75032
col,1978,20.71907
col,1979,0.78245
col,1980,18.75286
col,1981,4.8959
col,1982,7.96756
col,1983,-9.07384
col,1984,-3.95908
col,1985,-6.61646
col,1986,4.06096
col,1987,5.34327
col,1988,6.55132
col,1989,-2.82304
col,1990,7.84523
col,1991,3.41986
col,1992,41.34775
col,1993,37.06984
col,1994,24.25184
col,1995,7.26096
col,1996,2.29068
col,1997,6.19339
col,1998,-3.91308
col,1999,-24.68064
col,2000,5.95042
col,2001,8.74014
col,2002,0.32905
col,2003,8.17004
col,2004,10.27211
col,2005,12.66134
col,2006,17.68181
col,2007,13.85803
col,2008,12.51173
col,2009,-8.64769
col,2010,10.82984
col,2011,20.22908
col,2012,9.37509
col,2013,8.52403
col,2014,7.76001
col,2015,-1.08094
col,2016,-3.5409
col,2017,1.01884
col,2018,5.80542
col,2019,7.34397
col,2020,-20.09246
col,2021,26.72867
col,2022,23.61408
col,2023,-14.70956
com,1981,3.86492
com,1982,6.38362
com,1983,4.82103
com,1984,4.11026
com,1985,2.28037
com,1986,1.86721
com,1987,1.63799
com,1988,2.68752
com,1989,-3.18068
com,1990,5.09139
com,1991,-5.3956
com,1992,8.53092
com,1993,3.00594
com,1994,-5.27668
com,1995,3.61013
com,1996,-1.29167
com,1997,4.03033
com,1998,1.28267
com,1999,1.92412
com,2000,10.84808
com,2001,2.33293
com,2002,2.32479
com,2003,2.1041
com,2004,1.9196
com,2005,2.8374
com,2006,2.6469
com,2007,-7.74044
com,2008,12.5
com,2009,14.1
com,2010,-3
com,2011,5.9
com,2012,15.7
com,2013,3.1
com,2014,5.41713
com,2015,1.02354
com,2016,5.05999
com,2017,10.78145
com,2018,12.11175
com,2019,5.70261
com,2020,-9.27526
com,2021,7.688
com,2022,1.24424
com,2023,1.20468
cpv,2008,-1.37538
cpv,2009,-6.97918
cpv,2010,8.00284
cpv,2011,4.81848
cpv,2012,-8.45933
cpv,2013,-6.59728
cpv,2014,11.73081
cpv,2015,2.04065
cpv,2016,14.08995
cpv,2017,13.34009
cpv,2018,12.17388
cpv,2019,3.3192
cpv,2020,-25.18289
cpv,2021,5.44769
cpv,2022,12.55538
cpv,2023,-8.47277
cri,1961,-0.95644
cri,1962,0.57419
cri,1963,11.31439
cri,1964,12.11097
cri,1965,28.65461
cri,1966,6.65104
cri,1967,5.44821
cri,1968,12.35269
cri,1969,12.59354
cri,1970,23.95478
cri,1971,7.35988
cri,1972,0.43113
cri,1973,6.6474
cri,1974,10.43759
cri,1975,-7.32561
cri,1976,16.17928
cri,1977,25.07374
cri,1978,7.50328
cri,1979,2.91647
cri,1980,-3.43207
cri,1981,-26.3381
cri,1982,-18.11434
cri,1983,15.80939
cri,1984,10.67107
cri,1985,5.98903
cri,1986,17.58548
cri,1987,17.58213
cri,1988,-0.90772
cri,1989,16.56464
cri,1990,10.77014
cri,1991,-2.99355
cri,1992,23.06102
cri,1993,14.19195
cri,1994,4.68632
cri,1995,3.34429
cri,1996,3.14148
cri,1997,14.99016
cri,1998,16.32814
cri,1999,-3.08093
cri,2000,-3.8973
cri,2001,0.01007
cri,2002,6.1297
cri,2003,4.54361
cri,2004,4.81152
cri,2005,6.94555
cri,2006,7.81621
cri,2007,10.08846
cri,2008,6.65871
cri,2009,-18.73629
cri,2010,18.72644
cri,2011,10.67093
cri,2012,7.82497
cri,2013,1.68064
cri,2014,5.04628
cri,2015,4.49802
cri,2016,8.93843
cri,2017,5.01255
cri,2018,2.85596
cri,2019,-2.29743
cri,2020,-12.9293
cri,2021,19.24623
cri,2022,6.02176
cri,2023,5.61203
cub,1971,8.59639
cub,1972,4.82183
cub,1973,3.40384
cub,1974,0.93826
cub,1975,9.63122
cub,1976,5.42419
cub,1977,8.61664
cub,1978,6.43115
cub,1979,0.96012
cub,1980,-3.82195
cub,1981,18.82375
cub,1982,8.37935
cub,1983,4.88177
cub,1984,7.94531
cub,1985,8.86978
cub,1986,-9.09862
cub,1987,-1.72408
cub,1988,3.14302
cub,1989,3.37787
cub,1990,-5.50793
cub,1991,-37.13209
cub,1992,-45.26558
cub,1993,-5.42514
cub,1994,19.16582
cub,1995,11.50801
cub,1996,24.2758
cub,1997,-1.86387
cub,1998,1.37747
cub,1999,2.43179
cub,2000,-0.22144
cub,2001,-3.75357
cub,2002,-7.30107
cub,2003,12.12868
cub,2004,12.97754
cub,2005,25.76796
cub,2006,20.44196
cub,2007,-1.10806
cub,2008,7.37324
cub,2009,-14.93233
cub,2010,35.66993
cub,2011,1.02726
cub,2012,-2.1041
cub,2013,6.07775
cub,2014,-1.52206
cub,2015,10.12995
cub,2016,-10.64629
cub,2017,-1.60064
cub,2018,-1.65718
cub,2019,-3.23581
cub,2020,-7.60684
cub,2021,-4.64847
cub,2022,-9.19234
cyp,1976,39.46608
cyp,1977,27.57372
cyp,1978,5.61639
cyp,1979,16.77865
cyp,1980,5.78662
cyp,1981,2.50194
cyp,1982,12.79563
cyp,1983,5.51076
cyp,1984,16.36943
cyp,1985,-4.54297
cyp,1986,-10.95184
cyp,1987,14.21764
cyp,1988,13.23713
cyp,1989,20.08364
cyp,1990,5.7214
cyp,1991,1.97646
cyp,1992,18.43564
cyp,1993,-18.39081
cyp,1994,7.10591
cyp,1995,18.3847
cyp,1996,5.87831
cyp,1997,1.04138
cyp,1998,1.03436
cyp,1999,2.90845
cyp,2000,9.37047
cyp,2001,0.298
cyp,2002,-0.99706
cyp,2003,-0.49863
cyp,2004,7.40303
cyp,2005,1.00229
cyp,2006,5.70244
cyp,2007,9.60881
cyp,2008,12.98368
cyp,2009,-15.32423
cyp,2010,10.79636
cyp,2011,-2.59204
cyp,2012,-3.63333
cyp,2013,-4.55573
cyp,2014,7.71882
cyp,2015,8.06228
cyp,2016,10.16409
cyp,2017,14.30238
cyp,2018,4.32501
cyp,2019,9.5028
cyp,2020,3.24553
cyp,2021,15.36429
cyp,2022,18.28198
cyp,2023,1.71604
cze,1991,-32.84343
cze,1992,29.68331
cze,1993,23.75045
cze,1994,14.95462
cze,1995,23.51097
cze,1996,11.77089
cze,1997,5.85261
cze,1998,5.57139
cze,1999,5.18796
cze,2000,14.35826
cze,2001,11.3475
cze,2002,4.9836
cze,2003,9.46765
cze,2004,25.58563
cze,2005,12.47955
cze,2006,11.48165
cze,2007,12.87864
cze,2008,3.17775
cze,2009,-11.07694
cze,2010,14.8124
cze,2011,6.71716
cze,2012,2.63474
cze,2013,0.06165
cze,2014,10.01734
cze,2015,6.84786
cze,2016,2.82985
cze,2017,6.25056
cze,2018,5.7835
cze,2019,1.54516
cze,2020,-8.19586
cze,2021,13.32332
cze,2022,6.28291
cze,2023,-0.69301
deu,1971,7.36959
deu,1972,6.47815
deu,1973,3.64558
deu,1974,0.44258
deu,1975,2.92208
deu,1976,10.88328
deu,1977,3.65779
deu,1978,5.44992
deu,1979,9.63004
deu,1980,3.08632
deu,1981,-2.96101
deu,1982,-0.7798
deu,1983,2.69947
deu,1984,5.27367
deu,1985,4.02971
deu,1986,3.23561
deu,1987,4.57622
deu,1988,5.47347
deu,1989,8.59125
deu,1990,10.77396
deu,1991,10.90163
deu,1992,3.01419
deu,1993,-6.68388
deu,1994,8.23855
deu,1995,6.95825
deu,1996,4.08922
deu,1997,9.20918
deu,1998,9.41369
deu,1999,8.8813
deu,2000,10.78431
deu,2001,0.84956
deu,2002,-2.61495
deu,2003,5.64066
deu,2004,7.83009
deu,2005,5.96425
deu,2006,11.15258
deu,2007,6.20551
deu,2008,2.30176
deu,2009,-9.69217
deu,2010,12.8679
deu,2011,7.32565
deu,2012,0.10171
deu,2013,2.67555
deu,2014,3.92523
deu,2015,5.79771
deu,2016,4.49
deu,2017,5.22538
deu,2018,3.99272
deu,2019,3.35841
deu,2020,-8.28397
deu,2021,8.88458
deu,2022,6.63447
deu,2023,-3.36909
dji,2014,-22.62268
dji,2015,-3.23235
dji,2016,-6.70941
dji,2017,50.35729
dji,2018,-2.88061
dji,2019,10.05155
dji,2020,-29.53918
dji,2021,18.19633
dji,2022,-6.20982
dji,2023,10.35286
dnk,1968,6.36694
dnk,1969,12.8074
dnk,1970,9.11684
dnk,1971,1.45439
dnk,1972,1.15145
dnk,1973,17.7981
dnk,1974,-2.01817
dnk,1975,-4.96365
dnk,1976,16.78114
dnk,1977,0.85936
dnk,1978,0.96965
dnk,1979,6.66517
dnk,1980,-5.56452
dnk,1981,0.55528
dnk,1982,3.13649
dnk,1983,1.97073
dnk,1984,5.36181
dnk,1985,9.92994
dnk,1986,8.47897
dnk,1987,-1.17815
dnk,1988,4.22428
dnk,1989,5.39768
dnk,1990,2.37563
dnk,1991,4.03175
dnk,1992,-0.13088
dnk,1993,-1.41513
dnk,1994,13.28918
dnk,1995,6.80566
dnk,1996,3.13146
dnk,1997,9.24192
dnk,1998,7.58107
dnk,1999,2.54746
dnk,2000,13.70993
dnk,2001,2.4002
dnk,2002,6.37192
dnk,2003,-1.03231
dnk,2004,7.15329
dnk,2005,11.40135
dnk,2006,13.96516
dnk,2007,5.83797
dnk,2008,4.77023
dnk,2009,-11.94358
dnk,2010,0.54066
dnk,2011,7.44361
dnk,2012,2.70897
dnk,2013,1.47065
dnk,2014,3.89671
dnk,2015,4.56076
dnk,2016,3.66222
dnk,2017,4.18315
dnk,2018,5.09249
dnk,2019,3.01068
dnk,2020,-2.78686
dnk,2021,8.81618
dnk,2022,6.50095
dnk,2023,8.56543
dom,1961,-12.04819
dom,1962,90.06849
dom,1963,19.05408
dom,1964,15.2856
dom,1965,-38.46404
dom,1966,36.06939
dom,1967,-0.21325
dom,1968,8.03182
dom,1969,9.45271
dom,1970,12.37076
dom,1971,-7.10949
dom,1972,5.33729
dom,1973,13.58153
dom,1974,19.85559
dom,1975,2.16691
dom,1976,-3.90409
dom,1977,5.50596
dom,1978,-2.53864
dom,1979,12.07153
dom,1980,12.72202
dom,1981,-14.5565
dom,1982,-18.26141
dom,1983,3.92953
dom,1984,-5.6224
dom,1985,4.15433
dom,1986,19.9509
dom,1987,18.02058
dom,1988,1.83385
dom,1989,15.76981
dom,1990,-14.38123
dom,1991,2.6
dom,1992,21.16421
dom,1993,7.12259
dom,1994,8.56275
dom,1995,5.07693
dom,1996,3.37918
dom,1997,17.20558
dom,1998,16.9202
dom,1999,1.00639
dom,2000,7.53186
dom,2001,-5.88878
dom,2002,0.21996
dom,2003,-10.07507
dom,2004,5.88859
dom,2005,8.7192
dom,2006,6.0406
dom,2007,4.5587
dom,2008,5.48167
dom,2009,-10.52603
dom,2010,18.70321
dom,2011,0.11253
dom,2012,1.5229
dom,2013,-2.18587
dom,2014,4.77626
dom,2015,11.02398
dom,2016,8.12295
dom,2017,-2.97563
dom,2018,8.52565
dom,2019,5.81288
dom,2020,-14.50932
dom,2021,25.66562
dom,2022,14.39488
dom,2023,0.29477
dza,1961,-13.63637
dza,1962,-75
dza,1963,136.8421
dza,1964,-15.55555
dza,1965,-7.89474
dza,1966,-5.26315
dza,1967,-3.17461
dza,1968,18.85246
dza,1969,20.68966
dza,1970,12.57143
dza,1971,-7.61421
dza,1972,16.48351
dza,1973,25.4717
dza,1974,34.9624
dza,1975,16.43454
dza,1976,-4.54545
dza,1977,21.05263
dza,1978,7.8675
dza,1979,-8.4453
dza,1980,3.3543
dza,1981,16.29999
dza,1982,-1.7
dza,1983,6.2
dza,1984,2.5
dza,1985,5.7
dza,1986,-22
dza,1987,-28.70001
dza,1988,3.4
dza,1989,16.80001
dza,1990,-9.8
dza,1991,-17.9
dza,1992,4.6
dza,1993,-6.7
dza,1994,6.1
dza,1995,2.00001
dza,1996,-13.30001
dza,1997,2.4
dza,1998,7.3
dza,1999,1.696
dza,2000,9.20039
dza,2001,7.6
dza,2002,19.8
dza,2003,5.2
dza,2004,11.7
dza,2005,6.3
dza,2006,-2
dza,2007,10.7
dza,2008,14.7
dza,2009,10.6
dza,2010,5.3
dza,2011,-5
dza,2012,13.5
dza,2013,9.8
dza,2014,8.3
dza,2015,6.9
dza,2016,-3
dza,2017,-7.3
dza,2018,-4
dza,2019,-7.1
dza,2020,-16
dza,2021,-4.5
dza,2022,-0.2
dza,2023,19.4
ecu,1961,-0.69697
ecu,1962,11.10123
ecu,1963,-3.7014
ecu,1964,9.8032
ecu,1965,4.7038
ecu,1966,3.23699
ecu,1967,20.54537
ecu,1968,12.47474
ecu,1969,0.02311
ecu,1970,3.21481
ecu,1971,20.38774
ecu,1972,-5.72349
ecu,1973,18.26694
ecu,1974,46.93148
ecu,1975,5.51011
ecu,1976,1.98864
ecu,1977,17.30493
ecu,1978,3.77562
ecu,1979,2.34519
ecu,1980,9.4339
ecu,1981,-3.12197
ecu,1982,2.80427
ecu,1983,-22.32118
ecu,1984,-3.59493
ecu,1985,8.51517
ecu,1986,-0.50435
ecu,1987,17.96754
ecu,1988,-17.19327
ecu,1989,4.56416
ecu,1990,-1.55528
ecu,1991,11.78846
ecu,1992,4.48586
ecu,1993,-0.55068
ecu,1994,15.97648
ecu,1995,11.23018
ecu,1996,-12.59698
ecu,1997,20.51288
ecu,1998,6.53177
ecu,1999,-31.59548
ecu,2000,12.82173
ecu,2001,6.03558
ecu,2002,20.76982
ecu,2003,-3.70234
ecu,2004,4.25281
ecu,2005,14.15743
ecu,2006,9.82164
ecu,2007,6.90541
ecu,2008,14.24971
ecu,2009,-7.60926
ecu,2010,13.46312
ecu,2011,3.73451
ecu,2012,0.99439
ecu,2013,7.71358
ecu,2014,5.69743
ecu,2015,-5.27352
ecu,2016,-13.42767
ecu,2017,13.84197
ecu,2018,4.56326
ecu,2019,1.04293
ecu,2020,-18.28177
ecu,2021,21.50781
ecu,2022,10.4561
ecu,2023,-0.90366
egy,1961,-1.84548
egy,1962,0.79669
egy,1963,19.72811
egy,1964,10.24558
egy,1965,-8.88623
egy,1966,6.12513
egy,1967,-2.30369
egy,1968,-6.56694
egy,1969,3.74491
egy,1970,14.33703
egy,1971,1.26073
egy,1972,1.11873
egy,1973,8.9222
egy,1974,6.40564
egy,1975,20.7289
egy,1976,-13.49202
egy,1977,18.09045
egy,1978,0.01038
egy,1979,12.74388
egy,1980,8.12739
egy,1981,21.56762
egy,1982,-13.17286
egy,1983,6.43477
egy,1984,18.61673
egy,1985,0.63338
egy,1986,-5.89596
egy,1987,-8.1735
egy,1988,3.06644
egy,1989,1.65289
egy,1990,3.65854
egy,1991,1.17647
egy,1992,-4.65116
egy,1993,12.56507
egy,1994,1.2255
egy,1995,4.313
egy,1996,-1.79625
egy,1997,5.30235
egy,1998,1.73502
egy,1999,12.75969
egy,2000,3.98735
egy,2001,-1.12518
egy,2002,2.67655
egy,2003,1.28056
egy,2004,17.24138
egy,2005,23.82353
egy,2006,21.77356
egy,2007,28.80364
egy,2008,26.29144
egy,2009,-17.88767
egy,2010,-3.15985
egy,2011,8.40691
egy,2012,10.80028
egy,2013,0.58939
egy,2014,0.09766
egy,2015,0.95122
egy,2016,-2.22276
egy,2017,52.50803
egy,2018,7.2468
egy,2019,-8.58164
egy,2020,-18.7243
egy,2021,0.4689
egy,2022,24.29379
egy,2023,1.12392
eri,1993,1.56663
eri,1994,27.16346
eri,1995,2.50473
eri,1996,24.12786
eri,1997,2.41426
eri,1998,5.32519
eri,1999,1.79627
eri,2000,-32.28015
eri,2001,14.61241
eri,2002,1.88691
eri,2003,17.5041
eri,2004,-1.3974
eri,2005,-21.99163
eri,2006,-38.82085
eri,2007,-29.83326
eri,2008,-9.98083
eri,2009,20.5421
eri,2010,11.29638
eri,2011,328.68526
esp,1971,0.7005
esp,1972,24.30048
esp,1973,16.69845
esp,1974,7.99978
esp,1975,-0.90048
esp,1976,9.8
esp,1977,-5.49882
esp,1978,-1.00116
esp,1979,11.4019
esp,1980,3.22425
esp,1981,-3.60868
esp,1982,4.92937
esp,1983,-1.19991
esp,1984,-1.33368
esp,1985,7.54865
esp,1986,17.18276
esp,1987,24.79274
esp,1988,16.08055
esp,1989,17.71765
esp,1990,9.62126
esp,1991,10.34287
esp,1992,6.81998
esp,1993,-5.22522
esp,1994,11.4447
esp,1995,11.07091
esp,1996,7.30664
esp,1997,12.8883
esp,1998,14.04273
esp,1999,13.6896
esp,2000,9.57088
esp,2001,3.65511
esp,2002,3.67745
esp,2003,6.03273
esp,2004,9.6677
esp,2005,6.96005
esp,2006,8.21311
esp,2007,8.23999
esp,2008,-5.50778
esp,2009,-18.30268
esp,2010,6.19875
esp,2011,-0.59059
esp,2012,-5.83514
esp,2013,-0.21438
esp,2014,6.79975
esp,2015,5.07694
esp,2016,2.64929
esp,2017,6.78716
esp,2018,3.92092
esp,2019,1.28802
esp,2020,-15.01361
esp,2021,14.91836
esp,2022,6.98572
esp,2023,0.32942
est,1994,12.21402
est,1995,5.34172
est,1996,7.8527
est,1997,29.40304
est,1998,12.99191
est,1999,-5.72934
est,2000,-5.35219
est,2001,12.36544
est,2002,13.28605
est,2003,14.00284
est,2004,16.1358
est,2005,16.69934
est,2006,20.70275
est,2007,12.98195
est,2008,-6.15783
est,2009,-30.60556
est,2010,21.25694
est,2011,27.18833
est,2012,9.68814
est,2013,2.44598
est,2014,3.04688
est,2015,-1.88709
est,2016,6.49725
est,2017,3.99095
est,2018,5.92742
est,2019,3.73649
est,2020,1.30098
est,2021,23.23475
est,2022,3.20042
est,2023,-5.23805
eth,2012,22.20641
eth,2013,4.2132
eth,2014,20.18496
eth,2015,21.85153
eth,2016,0.04798
eth,2017,-7.46851
eth,2018,-6.59274
eth,2019,-5.2606
eth,2020,-1.98895
eth,2021,13.25507
eth,2022,10.37734
eth,2023,-4.13698
fin,1971,-0.17371
fin,1972,5.01508
fin,1973,12.76392
fin,1974,6.49505
fin,1975,2.4969
fin,1976,-1.44004
fin,1977,-1.73041
fin,1978,-3.94655
fin,1979,18.44639
fin,1980,8.55164
fin,1981,-4.58532
fin,1982,2.20932
fin,1983,4.11276
fin,1984,0.91938
fin,1985,6.362
fin,1986,3.52487
fin,1987,8.79625
fin,1988,10.87202
fin,1989,8.9919
fin,1990,-0.37343
fin,1991,-13.32038
fin,1992,0.7007
fin,1993,1.35984
fin,1994,12.81186
fin,1995,8.18903
fin,1996,7.23492
fin,1997,11.88107
fin,1998,8.47353
fin,1999,4.28737
fin,2000,14.86253
fin,2001,1.38342
fin,2002,4.29292
fin,2003,4.10841
fin,2004,8.12481
fin,2005,11.18136
fin,2006,6.59032
fin,2007,7.38142
fin,2008,7.9657
fin,2009,-16.99762
fin,2010,6.30364
fin,2011,6.20704
fin,2012,1.12338
fin,2013,0.12506
fin,2014,-0.89691
fin,2015,1.96291
fin,2016,5.72146
fin,2017,4.31354
fin,2018,5.73057
fin,2019,2.36264
fin,2020,-6.15752
fin,2021,6.13304
fin,2022,8.39473
fin,2023,-7.13739
fra,1961,7.45778
fra,1962,7.14955
fra,1963,12.94547
fra,1964,15.27279
fra,1965,2.53338
fra,1966,11.43856
fra,1967,9.78809
fra,1968,11.99914
fra,1969,20.38932
fra,1970,7.28616
fra,1971,7.24928
fra,1972,14.76153
fra,1973,14.95076
fra,1974,5.51203
fra,1975,-8.88209
fra,1976,18.59743
fra,1977,1.79659
fra,1978,4.43025
fra,1979,8.80274
fra,1980,5.14607
fra,1981,-1.39673
fra,1982,3.56234
fra,1983,-2.69861
fra,1984,3.40159
fra,1985,4.74409
fra,1986,6.66491
fra,1987,7.6719
fra,1988,8.44371
fra,1989,8.06839
fra,1990,5.0422
fra,1991,2.95586
fra,1992,1.76686
fra,1993,-3.31923
fra,1994,8.8626
fra,1995,7.52272
fra,1996,2.44583
fra,1997,7.9756
fra,1998,11.90041
fra,1999,6.9506
fra,2000,15.35349
fra,2001,2.38177
fra,2002,1.94559
fra,2003,0.89362
fra,2004,6.20404
fra,2005,6.32007
fra,2006,5.60058
fra,2007,5.7557
fra,2008,1.295
fra,2009,-9.35456
fra,2010,8.89252
fra,2011,5.83737
fra,2012,0.20022
fra,2013,2.41848
fra,2014,4.89869
fra,2015,5.89805
fra,2016,2.92877
fra,2017,4.48684
fra,2018,3.07916
fra,2019,2.34432
fra,2020,-12.3245
fra,2021,9.38921
fra,2022,8.55868
fra,2023,-0.42613
gab,1961,15.02591
gab,1962,5.85585
gab,1963,24.68085
gab,1964,10.58021
gab,1965,8.95062
gab,1966,10.5671
gab,1967,26.54911
gab,1968,7.55239
gab,1969,11.18341
gab,1970,7.13429
gab,1971,4.25758
gab,1972,17.17332
gab,1973,0
gab,1974,117.96176
gab,1975,28.20844
gab,1976,12.53597
gab,1977,-1.1651
gab,1978,-18.80396
gab,1979,-14.6247
gab,1980,16.13449
gab,1981,43.71101
gab,1982,-9.55048
gab,1983,14.73912
gab,1984,1.70018
gab,1985,1.87077
gab,1986,-4.15473
gab,1987,-39.23087
gab,1988,13.61807
gab,1989,6.80968
gab,1990,-4.71715
gab,1991,-1.92918
gab,1992,1.87032
gab,1993,5.81526
gab,1994,-16.10344
gab,1995,0.71149
gab,1996,2.44001
gab,1997,13.95632
gab,1998,26.0549
gab,1999,-23.32281
gab,2000,-16.47776
gab,2001,0.38702
gab,2002,8.17468
gab,2003,-10.65714
gab,2004,2.68596
gab,2005,9.27766
gab,2006,17.17691
gab,2007,3.6109
gab,2008,12.50735
gab,2009,0.1318
gab,2010,31.58823
gab,2011,12.49552
gab,2012,9.14595
gab,2013,2.54537
gab,2014,7.86769
gab,2015,-10.73459
gab,2016,-6.55389
gab,2017,-7.28238
gab,2018,51.24082
gab,2019,25.45425
gab,2020,-6.01073
gab,2021,3.4845
gab,2022,8.33158
gab,2023,-0.94144
gbr,1971,5.37901
gbr,1972,9.91803
gbr,1973,11.18448
gbr,1974,1.00497
gbr,1975,-6.59312
gbr,1976,5.15858
gbr,1977,1.9223
gbr,1978,3.73144
gbr,1979,9.64482
gbr,1980,-3.52534
gbr,1981,-2.73665
gbr,1982,4.93075
gbr,1983,6.56515
gbr,1984,9.87572
gbr,1985,2.51815
gbr,1986,6.8731
gbr,1987,7.8857
gbr,1988,12.78204
gbr,1989,7.42083
gbr,1990,0.5623
gbr,1991,-4.37563
gbr,1992,6.78125
gbr,1993,3.3207
gbr,1994,5.93456
gbr,1995,5.54326
gbr,1996,9.1978
gbr,1997,9.83614
gbr,1998,7.4601
gbr,1999,7.3968
gbr,2000,9.43362
gbr,2001,6.18036
gbr,2002,4.71918
gbr,2003,1.64684
gbr,2004,6.71433
gbr,2005,7.02934
gbr,2006,10.5634
gbr,2007,-1.37496
gbr,2008,-1.00884
gbr,2009,-7.02447
gbr,2010,8.96396
gbr,2011,2.92835
gbr,2012,2.454
gbr,2013,3.24325
gbr,2014,5.09506
gbr,2015,4.95566
