geo,time,sp_pop_0014_fe_in
dnk,1980,520314
dnk,1981,508448
dnk,1982,496119
dnk,1983,483705
dnk,1984,471604
dnk,1985,460641
dnk,1986,450740
dnk,1987,442747
dnk,1988,436097
dnk,1989,430803
dnk,1990,427228
dnk,1991,428129
dnk,1992,429901
dnk,1993,432778
dnk,1994,437099
dnk,1995,443457
dnk,1996,451644
dnk,1997,458966
dnk,1998,466080
dnk,1999,473056
dnk,2000,479778
dnk,2001,483708
dnk,2002,487965
dnk,2003,491695
dnk,2004,494121
dnk,2005,495050
dnk,2006,494502
dnk,2007,493296
dnk,2008,491832
dnk,2009,489352
dnk,2010,485724
dnk,2011,483556
dnk,2012,478653
dnk,2013,472923
dnk,2014,468391
dnk,2015,466354
dnk,2016,463313
dnk,2017,463182
dnk,2018,464222
dnk,2019,464342
dom,1960,785306
dom,1961,817843
dom,1962,850239
dom,1963,882041
dom,1964,912524
dom,1965,941160
dom,1966,969573
dom,1967,995844
dom,1968,1020176
dom,1969,1042915
dom,1970,1064205
dom,1971,1085420
dom,1972,1105051
dom,1973,1123255
dom,1974,1140173
dom,1975,1155874
dom,1976,1171798
dom,1977,1186605
dom,1978,1200497
dom,1979,1213740
dom,1980,1226466
dom,1981,1239895
dom,1982,1253145
dom,1983,1266203
dom,1984,1278968
dom,1985,1291356
dom,1986,1304049
dom,1987,1316350
dom,1988,1328490
dom,1989,1340918
dom,1990,1353851
dom,1991,1366522
dom,1992,1380071
dom,1993,1393855
dom,1994,1406853
dom,1995,1418360
dom,1996,1429324
dom,1997,1438084
dom,1998,1445017
dom,1999,1450873
dom,2000,1455958
dom,2001,1460001
dom,2002,1464378
dom,2003,1468411
dom,2004,1471273
dom,2005,1472673
dom,2006,1471577
dom,2007,1468759
dom,2008,1464561
dom,2009,1459961
dom,2010,1455776
dom,2011,1453092
dom,2012,1451723
dom,2013,1451492
dom,2014,1451923
dom,2015,1452630
dom,2016,1453880
dom,2017,1455312
dom,2018,1456744
dom,2019,1457873
dza,1960,2415715
dza,1961,2503047
dza,1962,2601470
dza,1963,2705088
dza,1964,2804564
dza,1965,2895610
dza,1966,2993956
dza,1967,3080414
dza,1968,3159091
dza,1969,3237223
dza,1970,3318460
dza,1971,3410940
dza,1972,3506447
dza,1973,3604414
dza,1974,3702640
dza,1975,3800426
dza,1976,3910530
dza,1977,4018378
dza,1978,4126393
dza,1979,4238057
dza,1980,4355177
dza,1981,4484262
dza,1982,4613587
dza,1983,4742088
dza,1984,4866972
dza,1985,4985434
dza,1986,5103933
dza,1987,5212239
dza,1988,5309497
dza,1989,5394653
dza,1990,5466445
dza,1991,5528321
dza,1992,5576144
dza,1993,5606563
dza,1994,5614306
dza,1995,5595979
dza,1996,5561350
dza,1997,5498728
dza,1998,5414346
dza,1999,5318874
dza,2000,5220093
dza,2001,5102377
dza,2002,4994033
dza,2003,4895484
dza,2004,4807881
dza,2005,4736275
dza,2006,4696511
dza,2007,4683479
dza,2008,4697748
dza,2009,4738517
dza,2010,4805296
dza,2011,4931023
dza,2012,5063853
dza,2013,5212455
dza,2014,5385666
dza,2015,5583284
dza,2016,5783698
dza,2017,6005664
dza,2018,6232890
dza,2019,6439437
ecu,1960,974157
ecu,1961,1008029
ecu,1962,1045490
ecu,1963,1084715
ecu,1964,1122668
ecu,1965,1157907
ecu,1966,1195105
ecu,1967,1229448
ecu,1968,1261792
ecu,1969,1293809
ecu,1970,1326395
ecu,1971,1362455
ecu,1972,1397836
ecu,1973,1432639
ecu,1974,1466565
ecu,1975,1499307
ecu,1976,1533137
ecu,1977,1565403
ecu,1978,1596229
ecu,1979,1625810
ecu,1980,1654302
ecu,1981,1683347
ecu,1982,1711533
ecu,1983,1738839
ecu,1984,1765259
ecu,1985,1790945
ecu,1986,1818770
ecu,1987,1845537
ecu,1988,1871602
ecu,1989,1897384
ecu,1990,1923028
ecu,1991,1950445
ecu,1992,1976945
ecu,1993,2002727
ecu,1994,2028025
ecu,1995,2052894
ecu,1996,2079158
ecu,1997,2105544
ecu,1998,2130914
ecu,1999,2153531
ecu,2000,2172402
ecu,2001,2192944
ecu,2002,2208543
ecu,2003,2220640
ecu,2004,2231559
ecu,2005,2242575
ecu,2006,2249849
ecu,2007,2258442
ecu,2008,2267154
ecu,2009,2274217
ecu,2010,2279009
ecu,2011,2283827
ecu,2012,2287241
ecu,2013,2290515
ecu,2014,2295765
ecu,2015,2304364
ecu,2016,2315739
ecu,2017,2328603
ecu,2018,2342024
ecu,2019,2354085
egy,1960,5350557
egy,1961,5548846
egy,1962,5702112
egy,1963,5827044
egy,1964,5951601
egy,1965,6089950
egy,1966,6263412
egy,1967,6446396
egy,1968,6631390
egy,1969,6801394
egy,1970,6946489
egy,1971,7119914
egy,1972,7266719
egy,1973,7395289
egy,1974,7521575
egy,1975,7656041
egy,1976,7821312
egy,1977,7995707
egy,1978,8178292
egy,1979,8366536
egy,1980,8561146
egy,1981,8783912
egy,1982,9009509
egy,1983,9241359
egy,1984,9484479
egy,1985,9740105
egy,1986,10030443
egy,1987,10327683
egy,1988,10621700
egy,1989,10894054
egy,1990,11130209
egy,1991,11371077
egy,1992,11558591
egy,1993,11706146
egy,1994,11836661
egy,1995,11964003
egy,1996,12046513
egy,1997,12145854
egy,1998,12244566
egy,1999,12315592
egy,2000,12347691
egy,2001,12400029
egy,2002,12408913
egy,2003,12395952
egy,2004,12395273
egy,2005,12425878
egy,2006,12477989
egy,2007,12563833
egy,2008,12688256
egy,2009,12857725
egy,2010,13081552
egy,2011,13356342
egy,2012,13712546
egy,2013,14121989
egy,2014,14538355
egy,2015,14931820
egy,2016,15407767
egy,2017,15796363
egy,2018,16135377
egy,2019,16478478
eri,1960,216723
eri,1961,222995
eri,1962,228584
eri,1963,233914
eri,1964,239571
eri,1965,245799
eri,1966,253587
eri,1967,261666
eri,1968,269919
eri,1969,278057
eri,1970,285968
eri,1971,295226
eri,1972,304057
eri,1973,312657
eri,1974,321289
eri,1975,330106
eri,1976,340056
eri,1977,349982
eri,1978,360000
eri,1979,370254
eri,1980,380869
eri,1981,392867
eri,1982,404845
eri,1983,416891
eri,1984,429163
eri,1985,441673
eri,1986,457620
eri,1987,473768
eri,1988,488532
eri,1989,499645
eri,1990,505526
eri,1991,516316
eri,1992,523220
eri,1993,527332
eri,1994,530372
eri,1995,533546
eri,1996,526927
eri,1997,520179
eri,1998,515079
eri,1999,514122
eri,2000,519024
eri,2001,516709
eri,2002,520090
eri,2003,526591
eri,2004,533022
eri,2005,537775
eri,2006,555508
eri,2007,571463
eri,2008,586132
eri,2009,600331
eri,2010,614194
eri,2011,633320
eri,2012,650054
eri,2013,664954
eri,2014,678888
eri,2015,692310
eri,2016,694962
eri,2017,700448
eri,2018,706819
eri,2019,711495
esp,1960,4079403
esp,1961,4138189
esp,1962,4183514
esp,1963,4221755
esp,1964,4270155
esp,1965,4331255
esp,1966,4384867
esp,1967,4454289
esp,1968,4529766
esp,1969,4586300
esp,1970,4640762
esp,1971,4680273
esp,1972,4714603
esp,1973,4744710
esp,1974,4767256
esp,1975,4781368
esp,1976,4797457
esp,1977,4799232
esp,1978,4786630
esp,1979,4761182
esp,1980,4723450
esp,1981,4682423
esp,1982,4622384
esp,1983,4546647
esp,1984,4461691
esp,1985,4370591
esp,1986,4254636
esp,1987,4144904
esp,1988,4034027
esp,1989,3913084
esp,1990,3780529
esp,1991,3663880
esp,1992,3547864
esp,1993,3430608
esp,1994,3319142
esp,1995,3218774
esp,1996,3137075
esp,1997,3061186
esp,1998,2994447
esp,1999,2939810
esp,2000,2901068
esp,2001,2877552
esp,2002,2890810
esp,2003,2929410
esp,2004,2974003
esp,2005,3021600
esp,2006,3102120
esp,2007,3190328
esp,2008,3269854
esp,2009,3319701
esp,2010,3343883
esp,2011,3387912
esp,2012,3396171
esp,2013,3376602
esp,2014,3358376
esp,2015,3353429
esp,2016,3326716
esp,2017,3320413
esp,2018,3325273
esp,2019,3323049
est,1960,136323
est,1961,137925
est,1962,139463
est,1963,140726
est,1964,141900
est,1965,142909
est,1966,143691
est,1967,143982
est,1968,144472
est,1969,145282
est,1970,146377
est,1971,147276
est,1972,148383
est,1973,149491
est,1974,150410
est,1975,150999
est,1976,152455
est,1977,153439
est,1978,154166
est,1979,155004
est,1980,156420
est,1981,157363
est,1982,159094
est,1983,161245
est,1984,163286
est,1985,165048
est,1986,167115
est,1987,169016
est,1988,170455
est,1989,171195
est,1990,170723
est,1991,168777
est,1992,163694
est,1993,156751
est,1994,150343
est,1995,144629
est,1996,137323
est,1997,131156
est,1998,125770
est,1999,122078
est,2000,118511
est,2001,114177
est,2002,110026
est,2003,106080
est,2004,102630
est,2005,99894
est,2006,98409
est,2007,97409
est,2008,97091
est,2009,97322
est,2010,97865
est,2011,98931
est,2012,99852
est,2013,100724
est,2014,101724
est,2015,103140
est,2016,103221
est,2017,103850
est,2018,104955
est,2019,105941
eth,1960,4794336
eth,1961,4918346
eth,1962,5041713
eth,1963,5166213
eth,1964,5292576
eth,1965,5420659
eth,1966,5583285
eth,1967,5738009
eth,1968,5891618
eth,1969,6053289
eth,1970,6228482
eth,1971,6444632
eth,1972,6673342
eth,1973,6901540
eth,1974,7107047
eth,1975,7272963
eth,1976,7394634
eth,1977,7488250
eth,1978,7574349
eth,1979,7683006
eth,1980,7837810
eth,1981,8095311
eth,1982,8374043
eth,1983,8671574
eth,1984,8979237
eth,1985,9289935
eth,1986,9617907
eth,1987,9947042
eth,1988,10284990
eth,1989,10637579
eth,1990,11006432
eth,1991,11440445
eth,1992,11880440
eth,1993,12319220
eth,1994,12747428
eth,1995,13156625
eth,1996,13601837
eth,1997,14025605
eth,1998,14434363
eth,1999,14835823
eth,2000,15236550
eth,2001,15706074
eth,2002,16169168
eth,2003,16632047
eth,2004,17096167
eth,2005,17554561
eth,2006,17970349
eth,2007,18368923
eth,2008,18747801
eth,2009,19108146
eth,2010,19455449
eth,2011,19776433
eth,2012,20093549
eth,2013,20405302
eth,2014,20709985
eth,2015,21008253
eth,2016,21347868
eth,2017,21672543
eth,2018,21991425
eth,2019,22315932
fin,1960,659847
fin,1961,656681
fin,1962,647646
fin,1963,634866
fin,1964,621011
fin,1965,607700
fin,1966,597136
fin,1967,588441
fin,1968,579951
fin,1969,568633
fin,1970,555369
fin,1971,543564
fin,1972,534064
fin,1973,524566
fin,1974,515606
fin,1975,507357
fin,1976,497702
fin,1977,490882
fin,1978,485653
fin,1979,480162
fin,1980,474308
fin,1981,473219
fin,1982,470401
fin,1983,467065
fin,1984,465005
fin,1985,464724
fin,1986,463422
fin,1987,464107
fin,1988,466140
fin,1989,468461
fin,1990,470568
fin,1991,471862
fin,1992,473978
fin,1993,475710
fin,1994,476259
fin,1995,475117
fin,1996,475436
fin,1997,472426
fin,1998,467514
fin,1999,462890
fin,2000,459636
fin,2001,454108
fin,2002,451301
fin,2003,449868
fin,2004,448128
fin,2005,445351
fin,2006,443349
fin,2007,440499
fin,2008,437340
fin,2009,434812
fin,2010,433327
fin,2011,434269
fin,2012,435498
fin,2013,437042
fin,2014,438443
fin,2015,439061
fin,2016,438583
fin,2017,437308
fin,2018,434984
fin,2019,431854
fji,1960,93464
fji,1961,96438
fji,1962,99395
fji,1963,102246
fji,1964,104830
fji,1965,106954
fji,1966,108760
fji,1967,110109
fji,1968,111035
fji,1969,111627
fji,1970,111971
fji,1971,112714
fji,1972,113244
fji,1973,113566
fji,1974,113715
fji,1975,113726
fji,1976,115309
fji,1977,116779
fji,1978,118260
fji,1979,119969
fji,1980,122045
fji,1981,124537
fji,1982,127365
fji,1983,130446
fji,1984,133354
fji,1985,135550
fji,1986,136550
fji,1987,136736
fji,1988,136422
fji,1989,136121
fji,1990,136250
fji,1991,136378
fji,1992,136923
fji,1993,137546
fji,1994,137856
fji,1995,137687
fji,1996,138522
fji,1997,138773
fji,1998,138642
fji,1999,138351
fji,2000,137871
fji,2001,134171
fji,2002,130681
fji,2003,127337
fji,2004,124133
fji,2005,121249
fji,2006,121483
fji,2007,121563
fji,2008,121417
fji,2009,121045
fji,2010,120540
fji,2011,121370
fji,2012,122149
fji,2013,123149
fji,2014,124524
fji,2015,126206
fji,2016,126395
fji,2017,126797
fji,2018,127135
fji,2019,127188
fra,1960,6029124
fra,1961,6133830
fra,1962,6194754
fra,1963,6220159
fra,1964,6233575
fra,1965,6246629
fra,1966,6276191
fra,1967,6291102
fra,1968,6299102
fra,1969,6306438
fra,1970,6316488
fra,1971,6321765
fra,1972,6338039
fra,1973,6355461
fra,1974,6356892
fra,1975,6332635
fra,1976,6305891
fra,1977,6245888
fra,1978,6166129
fra,1979,6090945
fra,1980,6034588
fra,1981,5963679
fra,1982,5930960
fra,1983,5919157
fra,1984,5900616
fra,1985,5862779
fra,1986,5860501
fra,1987,5824725
fra,1988,5772731
fra,1989,5731147
fra,1990,5710809
fra,1991,5689166
fra,1992,5687285
fra,1993,5695670
fra,1994,5697564
fra,1995,5687632
fra,1996,5673246
fra,1997,5656706
fra,1998,5637026
fra,1999,5623644
fra,2000,5620546
fra,2001,5642976
fra,2002,5658208
fra,2003,5669169
fra,2004,5683462
fra,2005,5702442
fra,2006,5739886
fra,2007,5776401
fra,2008,5811378
fra,2009,5841955
fra,2010,5866623
fra,2011,5898850
fra,2012,5927848
fra,2013,5952965
fra,2014,5967612
fra,2015,5965483
fra,2016,5947300
fra,2017,5916243
fra,2018,5876055
fra,2019,5834719
fsm,1960,9768
fsm,1961,10133
fsm,1962,10560
fsm,1963,11025
fsm,1964,11475
fsm,1965,11895
fsm,1966,12354
fsm,1967,12789
fsm,1968,13171
fsm,1969,13462
fsm,1970,13634
fsm,1971,13793
fsm,1972,13854
fsm,1973,13883
fsm,1974,13988
fsm,1975,14251
fsm,1976,14524
fsm,1977,14930
fsm,1978,15435
fsm,1979,15986
fsm,1980,16541
fsm,1981,17006
fsm,1982,17499
fsm,1983,17983
fsm,1984,18407
fsm,1985,18757
fsm,1986,19195
fsm,1987,19516
fsm,1988,19782
fsm,1989,20081
fsm,1990,20464
fsm,1991,20934
fsm,1992,21501
fsm,1993,22046
fsm,1994,22425
fsm,1995,22562
fsm,1996,22482
fsm,1997,22217
fsm,1998,21805
fsm,1999,21340
fsm,2000,20888
fsm,2001,20753
fsm,2002,20609
fsm,2003,20449
fsm,2004,20251
fsm,2005,19999
fsm,2006,19469
fsm,2007,18983
fsm,2008,18543
fsm,2009,18181
fsm,2010,17912
fsm,2011,17734
fsm,2012,17583
fsm,2013,17470
fsm,2014,17413
fsm,2015,17403
fsm,2016,17345
fsm,2017,17352
fsm,2018,17402
fsm,2019,17454
gab,1960,77771
gab,1961,79252
gab,1962,80781
gab,1963,82449
gab,1964,84343
gab,1965,86524
gab,1966,89215
gab,1967,92093
gab,1968,95087
gab,1969,98076
gab,1970,100968
gab,1971,104983
gab,1972,108717
gab,1973,112325
gab,1974,115999
gab,1975,119870
gab,1976,124108
gab,1977,128519
gab,1978,133069
gab,1979,137680
gab,1980,142309
gab,1981,147325
gab,1982,152325
gab,1983,157354
gab,1984,162492
gab,1985,167780
gab,1986,173513
gab,1987,179278
gab,1988,185079
gab,1989,190896
gab,1990,196693
gab,1991,202812
gab,1992,208854
gab,1993,214745
gab,1994,220372
gab,1995,225650
gab,1996,230986
gab,1997,235969
gab,1998,240664
gab,1999,245160
gab,2000,249512
gab,2001,253639
gab,2002,257706
gab,2003,261842
gab,2004,266246
gab,2005,271098
gab,2006,275532
gab,2007,280508
gab,2008,286321
gab,2009,293236
gab,2010,301400
gab,2011,309804
gab,2012,319195
gab,2013,329445
gab,2014,340103
gab,2015,350669
gab,2016,363862
gab,2017,376493
gab,2018,388567
gab,2019,400051
gbr,1960,5914761
gbr,1961,5990952
gbr,1962,6040865
gbr,1963,6069225
gbr,1964,6103943
gbr,1965,6161962
gbr,1966,6257928
gbr,1967,6347277
gbr,1968,6431140
gbr,1969,6502919
gbr,1970,6558317
gbr,1971,6584407
gbr,1972,6594889
gbr,1973,6576077
gbr,1974,6520011
gbr,1975,6429491
gbr,1976,6318434
gbr,1977,6188298
gbr,1978,6044546
gbr,1979,5899595
gbr,1980,5759942
gbr,1981,5634834
gbr,1982,5517417
gbr,1983,5418069
gbr,1984,5339399
gbr,1985,5278599
gbr,1986,5264706
gbr,1987,5252203
gbr,1988,5250280
gbr,1989,5267073
gbr,1990,5302337
gbr,1991,5337780
gbr,1992,5385162
gbr,1993,5437621
gbr,1994,5484535
gbr,1995,5517233
gbr,1996,5526781
gbr,1997,5523294
gbr,1998,5509847
gbr,1999,5490376
gbr,2000,5465657
gbr,2001,5430940
gbr,2002,5389067
gbr,2003,5345844
gbr,2004,5311668
gbr,2005,5292821
gbr,2006,5289680
gbr,2007,5300364
gbr,2008,5320752
gbr,2009,5341332
gbr,2010,5360631
gbr,2011,5421713
gbr,2012,5460813
gbr,2013,5491511
gbr,2014,5530964
gbr,2015,5582228
gbr,2016,5635769
gbr,2017,5689262
gbr,2018,5738235
gbr,2019,5776189
geo,1960,515960
geo,1961,534899
geo,1962,554003
geo,1963,572368
geo,1964,588760
geo,1965,602198
geo,1966,611570
geo,1967,617181
geo,1968,619793
geo,1969,620783
geo,1970,620567
geo,1971,616023
geo,1972,611620
geo,1973,606383
geo,1974,600522
geo,1975,593214
geo,1976,587088
geo,1977,580023
geo,1978,572219
geo,1979,566120
geo,1980,562123
geo,1981,560011
geo,1982,559549
geo,1983,560889
geo,1984,563350
geo,1985,566901
geo,1986,572025
geo,1987,577020
geo,1988,583191
geo,1989,584579
geo,1990,582112
geo,1991,581292
geo,1992,578962
geo,1993,572487
geo,1994,547997
geo,1995,508560
geo,1996,483469
geo,1997,459187
geo,1998,438323
geo,1999,420384
geo,2000,404214
geo,2001,390438
geo,2002,378252
geo,2003,367260
geo,2004,357887
geo,2005,350182
geo,2006,341075
geo,2007,333637
geo,2008,328617
geo,2009,323247
geo,2010,319894
geo,2011,320155
geo,2012,321202
geo,2013,324400
geo,2014,329581
geo,2015,335850
geo,2016,341842
geo,2017,347524
geo,2018,352762
geo,2019,357038
gha,1960,1427541
gha,1961,1479700
gha,1962,1528607
gha,1963,1575867
gha,1964,1624027
gha,1965,1673655
gha,1966,1736034
gha,1967,1797921
gha,1968,1859633
gha,1969,1921169
gha,1970,1982883
gha,1971,2048700
gha,1972,2114682
gha,1973,2178631
gha,1974,2237435
gha,1975,2288938
gha,1976,2346763
gha,1977,2396850
gha,1978,2442919
gha,1979,2490788
gha,1980,2544771
gha,1981,2596360
gha,1982,2653609
gha,1983,2715002
gha,1984,2777769
gha,1985,2840127
gha,1986,2912544
gha,1987,2983953
gha,1988,3055320
gha,1989,3127840
gha,1990,3202092
gha,1991,3285803
gha,1992,3368171
gha,1993,3449299
gha,1994,3529124
gha,1995,3607162
gha,1996,3689979
gha,1997,3772565
gha,1998,3853620
gha,1999,3931334
gha,2000,4005303
gha,2001,4081832
gha,2002,4152279
gha,2003,4219727
gha,2004,4289049
gha,2005,4363050
gha,2006,4439181
gha,2007,4520420
gha,2008,4604431
gha,2009,4687395
gha,2010,4767407
gha,2011,4859005
gha,2012,4947888
gha,2013,5034727
gha,2014,5120767
gha,2015,5206636
gha,2016,5300633
gha,2017,5390475
gha,2018,5477366
gha,2019,5562778
gin,1960,710016
gin,1961,727181
gin,1962,745763
gin,1963,764546
gin,1964,781391
gin,1965,795310
gin,1966,812575
gin,1967,826621
gin,1968,838332
gin,1969,849267
gin,1970,860322
gin,1971,877360
gin,1972,893839
gin,1973,910037
gin,1974,926050
gin,1975,942062
gin,1976,964791
gin,1977,987078
gin,1978,1009593
gin,1979,1033064
gin,1980,1057970
gin,1981,1088063
gin,1982,1118604
gin,1983,1150101
gin,1984,1183050
gin,1985,1217736
gin,1986,1259010
gin,1987,1300947
gin,1988,1343406
gin,1989,1385863
gin,1990,1427806
gin,1991,1477752
gin,1992,1525748
gin,1993,1572337
gin,1994,1618229
gin,1995,1663695
gin,1996,1716628
gin,1997,1768143
gin,1998,1817397
gin,1999,1862977
gin,2000,1903834
gin,2001,1952661
gin,2002,1996525
gin,2003,2036870
gin,2004,2076116
gin,2005,2116200
gin,2006,2159748
gin,2007,2204469
gin,2008,2249748
gin,2009,2294340
gin,2010,2337306
gin,2011,2381165
gin,2012,2423363
gin,2013,2465256
gin,2014,2509099
gin,2015,2556543
gin,2016,2603291
gin,2017,2652674
gin,2018,2703933
gin,2019,2755687
gmb,1960,77651
gmb,1961,79243
gmb,1962,80591
gmb,1963,81854
gmb,1964,83232
gmb,1965,84873
gmb,1966,87286
gmb,1967,89850
gmb,1968,92568
gmb,1969,95368
gmb,1970,98202
gmb,1971,101725
gmb,1972,105124
gmb,1973,108528
gmb,1974,112073
gmb,1975,115829
gmb,1976,120259
gmb,1977,124855
gmb,1978,129541
gmb,1979,134136
gmb,1980,138551
gmb,1981,143668
gmb,1982,148321
gmb,1983,153083
gmb,1984,158748
gmb,1985,165817
gmb,1986,173397
gmb,1987,182030
gmb,1988,191297
gmb,1989,200279
gmb,1990,208296
gmb,1991,219330
gmb,1992,229306
gmb,1993,238584
gmb,1994,247720
gmb,1995,257067
gmb,1996,267455
gmb,1997,277637
gmb,1998,287740
gmb,1999,297777
gmb,2000,307701
gmb,2001,317277
gmb,2002,326865
gmb,2003,336380
gmb,2004,345626
gmb,2005,354498
gmb,2006,364291
gmb,2007,373633
gmb,2008,382705
gmb,2009,391858
gmb,2010,401385
gmb,2011,412780
gmb,2012,424281
gmb,2013,435967
gmb,2014,447857
gmb,2015,459943
gmb,2016,473379
gmb,2017,486773
gmb,2018,500083
gmb,2019,513203
gnb,1960,124279
gnb,1961,126013
gnb,1962,127941
gnb,1963,129921
gnb,1964,131647
gnb,1965,133078
gnb,1966,135297
gnb,1967,137101
gnb,1968,138698
gnb,1969,140407
gnb,1970,142362
gnb,1971,145302
gnb,1972,148388
gnb,1973,151445
gnb,1974,154161
gnb,1975,156337
gnb,1976,159101
gnb,1977,161333
gnb,1978,163506
gnb,1979,166284
gnb,1980,170157
gnb,1981,174993
gnb,1982,180752
gnb,1983,187107
gnb,1984,193502
gnb,1985,199533
gnb,1986,206059
gnb,1987,211842
gnb,1988,217107
gnb,1989,222222
gnb,1990,227373
gnb,1991,232819
gnb,1992,238269
gnb,1993,243513
gnb,1994,248218
gnb,1995,252241
gnb,1996,257381
gnb,1997,261708
gnb,1998,265588
gnb,1999,269526
gnb,2000,273787
gnb,2001,278392
gnb,2002,283142
gnb,2003,287950
gnb,2004,292697
gnb,2005,297401
gnb,2006,303126
gnb,2007,308867
gnb,2008,314791
gnb,2009,321076
gnb,2010,327827
gnb,2011,335779
gnb,2012,343898
gnb,2013,352174
gnb,2014,360524
gnb,2015,368824
gnb,2016,377551
gnb,2017,386056
gnb,2018,394304
gnb,2019,402218
gnq,1960,48274
gnq,1961,49293
gnq,1962,50371
gnq,1963,51510
gnq,1964,52674
gnq,1965,53868
gnq,1966,55543
gnq,1967,57294
gnq,1968,58777
gnq,1969,59467
gnq,1970,58936
gnq,1971,58156
gnq,1972,56245
gnq,1973,53641
gnq,1974,51070
gnq,1975,49089
gnq,1976,47345
gnq,1977,46197
gnq,1978,45866
gnq,1979,46610
gnq,1980,48720
gnq,1981,52143
gnq,1982,56663
gnq,1983,61913
gnq,1984,67172
gnq,1985,71784
gnq,1986,76573
gnq,1987,80481
gnq,1988,83735
gnq,1989,86784
gnq,1990,89915
gnq,1991,92907
gnq,1992,96111
gnq,1993,99412
gnq,1994,102600
gnq,1995,105638
gnq,1996,108775
gnq,1997,111835
gnq,1998,114988
gnq,1999,118421
gnq,2000,122201
gnq,2001,126491
gnq,2002,130941
gnq,2003,135743
gnq,2004,141000
gnq,2005,146715
gnq,2006,152619
gnq,2007,158839
gnq,2008,165443
gnq,2009,172325
gnq,2010,179346
gnq,2011,186736
gnq,2012,194013
gnq,2013,201350
gnq,2014,208788
gnq,2015,216230
gnq,2016,224436
gnq,2017,232218
gnq,2018,239800
gnq,2019,247255
grc,1960,1098883
grc,1961,1111528
grc,1962,1111188
grc,1963,1101874
grc,1964,1094466
grc,1965,1094440
grc,1966,1091746
grc,1967,1097944
grc,1968,1107020
grc,1969,1111460
grc,1970,1109884
grc,1971,1110379
grc,1972,1106656
grc,1973,1096428
grc,1974,1085740
grc,1975,1084453
grc,1976,1086425
grc,1977,1090560
grc,1978,1096950
grc,1979,1100859
grc,1980,1097976
grc,1981,1100878
grc,1982,1095195
grc,1983,1085586
grc,1984,1074284
grc,1985,1061836
grc,1986,1047198
grc,1987,1029978
grc,1988,1010176
grc,1989,989353
grc,1990,972203
grc,1991,953354
grc,1992,932914
grc,1993,911924
grc,1994,889071
grc,1995,864294
grc,1996,850320
grc,1997,833418
grc,1998,816175
grc,1999,800380
grc,2000,789343
grc,2001,786966
grc,2002,786539
grc,2003,787780
grc,2004,790085
grc,2005,792584
grc,2006,795758
grc,2007,801453
grc,2008,808790
grc,2009,815356
grc,2010,818239
grc,2011,817120
grc,2012,807235
grc,2013,792420
grc,2014,778075
grc,2015,765421
grc,2016,750931
grc,2017,741019
grc,2018,732096
grc,2019,721492
grd,1960,21929
grd,1961,22474
grd,1962,22833
grd,1963,23058
grd,1964,23247
grd,1965,23423
grd,1966,23494
grd,1967,23521
grd,1968,23484
grd,1969,23372
grd,1970,23183
grd,1971,22265
grd,1972,21503
grd,1973,20855
grd,1974,20220
grd,1975,19536
grd,1976,19059
grd,1977,18444
grd,1978,17838
grd,1979,17504
grd,1980,17568
grd,1981,17508
grd,1982,17773
grd,1983,18227
grd,1984,18597
grd,1985,18714
grd,1986,18866
grd,1987,18794
grd,1988,18578
grd,1989,18412
grd,1990,18433
grd,1991,18391
grd,1992,18491
grd,1993,18675
grd,1994,18837
grd,1995,18900
grd,1996,18668
grd,1997,18394
grd,1998,18038
grd,1999,17587
grd,2000,17053
grd,2001,16496
grd,2002,15910
grd,2003,15358
grd,2004,14887
grd,2005,14494
grd,2006,14077
grd,2007,13688
grd,2008,13287
grd,2009,12870
grd,2010,12471
grd,2011,12436
grd,2012,12362
grd,2013,12315
grd,2014,12338
grd,2015,12427
grd,2016,12500
grd,2017,12634
grd,2018,12804
grd,2019,12948
gtm,1960,931792
gtm,1961,963871
gtm,1962,997263
gtm,1963,1030691
gtm,1964,1062087
gtm,1965,1090473
gtm,1966,1121756
gtm,1967,1149823
gtm,1968,1175346
gtm,1969,1199723
gtm,1970,1223871
gtm,1971,1254100
gtm,1972,1283607
gtm,1973,1312912
gtm,1974,1342408
gtm,1975,1372208
gtm,1976,1408371
gtm,1977,1445371
gtm,1978,1483566
gtm,1979,1523223
gtm,1980,1564493
gtm,1981,1610946
gtm,1982,1658347
gtm,1983,1706119
gtm,1984,1753818
gtm,1985,1801109
gtm,1986,1850370
gtm,1987,1897997
gtm,1988,1944564
gtm,1989,1991292
gtm,1990,2038791
gtm,1991,2086055
gtm,1992,2135245
gtm,1993,2184353
gtm,1994,2231170
gtm,1995,2275109
gtm,1996,2322824
gtm,1997,2365315
gtm,1998,2405602
gtm,1999,2447208
gtm,2000,2493228
gtm,2001,2536074
gtm,2002,2579613
gtm,2003,2620952
gtm,2004,2657399
gtm,2005,2686831
gtm,2006,2711244
gtm,2007,2726827
gtm,2008,2735894
gtm,2009,2742696
gtm,2010,2749639
gtm,2011,2750340
gtm,2012,2754111
gtm,2013,2759179
gtm,2014,2761610
gtm,2015,2759774
gtm,2016,2761505
gtm,2017,2758682
gtm,2018,2753749
gtm,2019,2750101
gum,1960,13110
gum,1961,13375
gum,1962,13574
gum,1963,13784
gum,1964,14051
gum,1965,14361
gum,1966,14640
gum,1967,14905
gum,1968,15192
gum,1969,15519
gum,1970,15863
gum,1971,15936
gum,1972,16040
gum,1973,16202
gum,1974,16433
