geo,time,ne_gdi_totl_kn
cmr,2013,3315917867299.99951
cmr,2014,3714608000000
cmr,2015,3703984000000
cmr,2016,3946120566199.99951
cmr,2017,4113168908599.99902
cmr,2018,4434488177300
cmr,2019,4812836000000.00098
cmr,2020,5120106116000
cod,1993,280964656600
cod,1994,350392202800
cod,1995,326526487600.00006
cod,1996,292897526299.99994
cod,1997,296440638000
cod,1998,267544554800
cod,1999,355098869500
cod,2000,372500000000
cod,2001,398900000000
cod,2002,588600000000.00012
cod,2003,610599999999.99988
cod,2004,572999999999.99988
cod,2005,667928000000.00012
cod,2006,792386000000
cod,2007,889534243999.99976
cod,2008,946298539000
cod,2009,1570548476600.00024
cod,2010,1788236073000
cod,2011,3005618250300
cod,2012,3099509799100.00049
cod,2013,3076989126700.00098
cod,2014,3224694724999.99951
cod,2015,2920900000000
cod,2016,3227620561400
cod,2017,3978336887199.99951
cod,2018,4195458685000.00049
cod,2019,4058623704400
cod,2020,4223526153600.00098
cog,1960,422862236122.36292
cog,1961,579296831365.78699
cog,1962,347089214559.17902
cog,1963,224874708295.18692
cog,1964,202876095904.99402
cog,1965,224874708295.18692
cog,1966,343444708125.51898
cog,1967,477006322804.73993
cog,1968,448386238710.56396
cog,1969,421128488703.88
cog,1970,395233916931.68793
cog,1971,463377885835.66089
cog,1972,542424747110.52002
cog,1973,635099623635.64087
cog,1974,742766309376.27014
cog,1975,876330497639.7959
cog,1976,671896763243.21204
cog,1977,541061666414.021
cog,1978,429305836476.57294
cog,1979,460652341237.46802
cog,1980,686888767180.02393
cog,1981,1242943448733.83984
cog,1982,1700867064215.77979
cog,1983,1437620193358.77002
cog,1984,1278412667786.28003
cog,1985,1214254403149.86011
cog,1986,783364458852.93201
cog,1987,539404715091.70093
cog,1988,460196846963.55896
cog,1989,374652549327.414
cog,1990,429876540500.80505
cog,1991,539755069100.00006
cog,1992,540773588800
cog,1993,714240519000
cog,1994,1251281699800
cog,1995,858373098900
cog,1996,830004743700
cog,1997,525471608099.99988
cog,1998,523591808700
cog,1999,640994206400.00012
cog,2000,762885817900
cog,2001,752622880099.99988
cog,2002,761808057500.00012
cog,2003,864529099799.99988
cog,2004,868949754700.00012
cog,2005,909456000000
cog,2006,978291989299.99988
cog,2007,1772027277200
cog,2008,1598396191200
cog,2009,1662501999700
cog,2010,2675724139200
cog,2011,1669007288099.99951
cog,2012,2298840386100
cog,2013,2516836622899.99951
cog,2014,2918352832100
cog,2015,3519037335300.00049
cog,2016,2839542817900.00049
cog,2017,1587746611300
cog,2018,1182784604400.00024
cog,2019,1125941707500
cog,2020,888528000000
col,1960,11346941474300.40039
col,1961,12491304577133.90039
col,1962,11657388732004.5
col,1963,11257932944863.90039
col,1964,12743924148722.89648
col,1965,12337089157659.09961
col,1966,16005457267871.29688
col,1967,14523328687540.50391
col,1968,16632665319385.9043
col,1969,16264130652174.30078
col,1970,21022788767009.89453
col,1971,21920322157075.5
col,1972,21385663913586.89844
col,1973,23328211143198.30078
col,1974,27953704066629.60156
col,1975,22917063614737.30078
col,1976,25050037068056.99219
col,1977,29119232404396.39844
col,1978,31132690098430.69531
col,1979,31034147856791.49609
col,1980,34409219632935.5
col,1981,38963136265986.89844
col,1982,41041179077852.28906
col,1983,40158626771819.80469
col,1984,37792614233542.39062
col,1985,34148215857782.99219
col,1986,35634339393855.89062
col,1987,38917860100909.39844
col,1988,42034924318707.50781
col,1989,38955146354502.71094
col,1990,38498389747985.60156
col,1991,35134637013100.00391
col,1992,50237234283300.00781
col,1993,69428668755500.00781
col,1994,87974917875300
col,1995,93311386836499.98438
col,1996,82095414269299.98438
col,1997,81566034810000
col,1998,76420738446700.01562
col,1999,46899425983199.99219
col,2000,52650845274899.99219
col,2001,57086130954800
col,2002,62834914119000
col,2003,69969883463200
col,2004,77794757796700.01562
col,2005,86720000000000
col,2006,101405000000000
col,2007,117424000000000
col,2008,128090000000000
col,2009,120026000000000
col,2010,131503000000000
col,2011,155851999999999.96875
col,2012,160351000000000
col,2013,172869000000000
col,2014,193532999999999.96875
col,2015,191304999999999.96875
col,2016,190994000000000
col,2017,184827999999999.96875
col,2018,187608000000000
col,2019,194743000000000.03125
col,2020,153455889379956
com,1980,26993342072.48109
com,1981,28036614137.3721
com,1982,29826365352.1419
com,1983,31264303218.4572
com,1984,32549347764.91771
com,1985,33291594573.7626
com,1986,33913219663.13729
com,1987,34468714423.8551
com,1988,35395068067.68071
com,1989,34269265352.62589
com,1990,36014047943.90911
com,1991,34070874400
com,1992,36977434599.99999
com,1993,38088953100
com,1994,36079120200
com,1995,37381623100.00001
com,1996,36898776500
com,1997,38385920600.00001
com,1998,38878284700
com,1999,39626351000.00001
com,2000,43925049900.00001
com,2001,44949789599.99999
com,2002,45994775700
com,2003,46962553400
com,2004,47864047300
com,2005,49222142100
com,2006,50525004800
com,2007,48235000000
com,2008,54167247000
com,2009,56313883900
com,2010,53972267399.99999
com,2011,55282886300
com,2012,68796892100
com,2013,73288346500
com,2014,75181348400.00002
com,2015,93256624600
com,2016,90758898500.00002
com,2017,100742551600
com,2018,116848168499.99998
cpv,2007,60730366200.00001
cpv,2008,63056582700.00001
cpv,2009,57343703100
cpv,2010,63075379000
cpv,2011,64457908500
cpv,2012,50857600300.00001
cpv,2013,44283786599.99999
cpv,2014,52316241400.00001
cpv,2015,43003856600.00001
cpv,2016,52276760800
cpv,2017,58728536500
cpv,2018,60892232199.99999
cpv,2019,57379969100
cpv,2020,68691245400.00001
cri,1960,507342148866.47711
cri,1961,316668766607.07104
cri,1962,344490222267.573
cri,1963,262182787105.60999
cri,1964,382338420364.13794
cri,1965,371320022082.75104
cri,1966,450266845768.89093
cri,1967,480842900999.74097
cri,1968,472799470254.32806
cri,1969,545686174885.7049
cri,1970,621768215018.68408
cri,1971,768478188135.35583
cri,1972,714763496513.5929
cri,1973,848141207709.78589
cri,1974,920917728358.3479
cri,1975,838885753153.42102
cri,1976,1061347214454.63013
cri,1977,1302925596774.0498
cri,1978,1297526581616.16016
cri,1979,1417572030891.87988
cri,1980,1516847799407.18018
cri,1981,944552192671.92505
cri,1982,704130742172.05396
cri,1983,936949497857.76697
cri,1984,1039475693866.07019
cri,1985,1119910001320.20996
cri,1986,1468201570994.84961
cri,1987,1518665835123.59961
cri,1988,1411346635862.90015
cri,1989,1507867804807.84985
cri,1990,1617500867707.65039
cri,1991,1412668843699.99976
cri,1992,1818540016399.99951
cri,1993,2087976181200.00024
cri,1994,2164912307500.00024
cri,1995,2287754289600
cri,1996,2158847094200.00024
cri,1997,2554948693000
cri,1998,3226070592399.99951
cri,1999,3166472289100
cri,2000,3021539355199.99902
cri,2001,3106900153699.99951
cri,2002,3262829615400
cri,2003,3440108356700
cri,2004,3475742232400
cri,2005,3635202418700.00049
cri,2006,3914207669399.99951
cri,2007,4657316822099.99902
cri,2008,5108541243700
cri,2009,4463892191200
cri,2010,4654773699800
cri,2011,4805730894799.99902
cri,2012,5218324538000
cri,2013,5470782645100.00098
cri,2014,5683735163699.99902
cri,2015,5884976647999.99902
cri,2016,6238009130000
cri,2017,6242905762900
cri,2018,6293129597900.00098
cri,2019,5955696397900.00098
cri,2020,5713670781700
cub,1970,4354055417.35052
cub,1971,4729325666.37689
cub,1972,4956891370.18978
cub,1973,5123814650.6153
cub,1974,5170500115.7737
cub,1975,5673804753.37823
cub,1976,5986415147.73797
cub,1977,6491796202.89217
cub,1978,6898002986.20228
cub,1979,6965248746.10743
cub,1980,6745602327.21427
cub,1981,8017114607.0937
cub,1982,8570037587.88642
cub,1983,8972151631.51112
cub,1984,9774293016.42523
cub,1985,11054392688.9641
cub,1986,9746252455.94057
cub,1987,8762109790.74047
cub,1988,9624753342.79897
cub,1989,10598771140.7222
cub,1990,10213821496.7995
cub,1991,8115329600
cub,1992,4766409500
cub,1993,3391039700
cub,1994,2453674300
cub,1995,2571528300
cub,1996,3525000000
cub,1997,3793200000
cub,1998,3377800000
cub,1999,3393200000
cub,2000,3778200000
cub,2001,3808100000
cub,2002,3397600000
cub,2003,3070200000
cub,2004,3484000000
cub,2005,4633400000
cub,2006,5837000000
cub,2007,5976000000
cub,2008,7286800000
cub,2009,5900000000
cub,2010,5858000000
cub,2011,6358000000
cub,2012,6813000000
cub,2013,7087000000
cub,2014,6742000000
cub,2015,7973000000
cub,2016,8572000000
cub,2017,8586000000
cub,2018,9000000000
cyp,1975,1009264043.93669
cyp,1976,1484588850.33452
cyp,1977,2133867236.43516
cyp,1978,2248507074.6854
cyp,1979,2638049182.86817
cyp,1980,2727452491.20671
cyp,1981,2373388338.7129
cyp,1982,2425647730.11845
cyp,1983,2482315335.89318
cyp,1984,3066398822.17401
cyp,1985,3009733116.39532
cyp,1986,2574937014.01457
cyp,1987,2800733103.63627
cyp,1988,3320367047.37195
cyp,1989,4065399646.26108
cyp,1990,3764609706.59345
cyp,1991,3368454600
cyp,1992,4494352400
cyp,1993,3178191900
cyp,1994,3426707700
cyp,1995,3113078000
cyp,1996,2849658000
cyp,1997,2893809000
cyp,1998,2428942000
cyp,1999,2693624000
cyp,2000,2924302000
cyp,2001,2687906000
cyp,2002,3105459000
cyp,2003,3126205000
cyp,2004,3648159000
cyp,2005,3792972000
cyp,2006,4306929000
cyp,2007,4497687000
cyp,2008,5453949000
cyp,2009,4318929000
cyp,2010,4663343000
cyp,2011,3821588000
cyp,2012,3221670000
cyp,2013,2384361000
cyp,2014,2453033000
cyp,2015,2521951000
cyp,2016,3420430000
cyp,2017,4117511000
cyp,2018,3932217000
cyp,2019,4236050000
cyp,2020,4460250000
cze,1990,687525886000
cze,1991,488627479000
cze,1992,529188373000
cze,1993,544508540000
cze,1994,652766426000
cze,1995,788648000000
cze,1996,898333000000
cze,1997,824785999999.99988
cze,1998,798858000000
cze,1999,778314000000
cze,2000,862940000000
cze,2001,920861000000
cze,2002,934429000000
cze,2003,939604000000
cze,2004,1010530000000
cze,2005,1054764999999.99988
cze,2006,1155744000000
cze,2007,1321038000000.00024
cze,2008,1333134999999.99976
cze,2009,1097615999999.99988
cze,2010,1143771000000
cze,2011,1163816000000
cze,2012,1115225000000
cze,2013,1067921999999.99988
cze,2014,1144244000000
cze,2015,1294331000000
cze,2016,1242835999999.99976
cze,2017,1323268000000
cze,2018,1425036000000.00024
cze,2019,1447286999999.99976
cze,2020,1254611999999.99976
deu,1970,373911624000
deu,1971,375301009999.99988
deu,1972,382636973000
deu,1973,392084800000
deu,1974,354460217000
deu,1975,331229681999.99994
deu,1976,362351934000
deu,1977,368409665000
deu,1978,380969710000.00012
deu,1979,423985115000
deu,1980,411258329999.99994
deu,1981,361685025000
deu,1982,346901962000.00006
deu,1983,376690397000
deu,1984,382859281999.99988
deu,1985,382025649999.99994
deu,1986,403811213000
deu,1987,408368403000
deu,1988,441769259000
deu,1989,478782502000.00006
deu,1990,520186211999.99994
deu,1991,555754499999.99988
deu,1992,556889670000
deu,1993,526897329999.99988
deu,1994,548943489999.99994
deu,1995,555873990000
deu,1996,532991390000.00006
deu,1997,542849430000.00006
deu,1998,568121859999.99988
deu,1999,592677340000
deu,2000,612453170000
deu,2001,597815470000
deu,2002,551572300000.00012
deu,2003,548824000000.00006
deu,2004,533529100000
deu,2005,523193089999.99994
deu,2006,572363810000
deu,2007,610182830000
deu,2008,613409099999.99988
deu,2009,509810060000
deu,2010,572124820000
deu,2011,625656970000
deu,2012,570810419999.99988
deu,2013,587240489999.99988
deu,2014,607613770000
deu,2015,597457000000
deu,2016,620040870000
deu,2017,661862859999.99988
deu,2018,681280220000
deu,2019,675245899999.99988
deu,2020,628644260000
dji,2013,206480781100
dji,2014,8881000000
dji,2015,-15510000000
dji,2016,150224000000
dji,2017,118758000000.00002
dji,2018,19672000000
dnk,1966,133815965199.99998
dnk,1967,140230659300
dnk,1968,149135326300
dnk,1969,172416829800
dnk,1970,176276936000
dnk,1971,176120003000
dnk,1972,188574020000
dnk,1973,205303882000
dnk,1974,191498615000.00006
dnk,1975,160390280000
dnk,1976,194887871000.00003
dnk,1977,192267647000.00003
dnk,1978,189420526000
dnk,1979,197653943000.00006
dnk,1980,167988706000
dnk,1981,140392969999.99997
dnk,1982,156678070000.00003
dnk,1983,162137479000.00003
dnk,1984,192099455000.00003
dnk,1985,213839352999.99997
dnk,1986,247732483000.00003
dnk,1987,239017820000
dnk,1988,231480192000
dnk,1989,239888494000
dnk,1990,238600886000
dnk,1991,229277664000
dnk,1992,233652568000
dnk,1993,215548026000
dnk,1994,244647608999.99997
dnk,1995,280557370000
dnk,1996,283514823000
dnk,1997,324363526000
dnk,1998,343431719999.99994
dnk,1999,326678335000
dnk,2000,365043777000
dnk,2001,359664881000
dnk,2002,355343246000.00006
dnk,2003,352926547999.99994
dnk,2004,376786455000
dnk,2005,397630453000
dnk,2006,448391286000.00006
dnk,2007,460373212000
dnk,2008,438290422000.00006
dnk,2009,345235251000
dnk,2010,343208041000
dnk,2011,361927676999.99994
dnk,2012,370233269000
dnk,2013,382787150000.00006
dnk,2014,399207912000
dnk,2015,420124845000
dnk,2016,452058935000
dnk,2017,471130001000.00006
dnk,2018,499349275000
dnk,2019,505671319000
dnk,2020,511535774000.00006
dom,1960,13175398819.8257
dom,1961,9772960424.58289
dom,1962,16881884537.5727
dom,1963,23976329309.87469
dom,1964,29666364031.9556
dom,1965,13957235854.2353
dom,1966,24644212065.2314
dom,1967,24402655924.1284
dom,1968,24498851356.1227
dom,1969,32266554393.66889
dom,1970,36023248068.8835
dom,1971,42204399675.68839
dom,1972,47469776315.9035
dom,1973,60227922389.56979
dom,1974,70453157364.9498
dom,1975,77541456525.4017
dom,1976,73047985016.625
dom,1977,78392994670.96622
dom,1978,80499092926.17279
dom,1979,87099681399.63118
dom,1980,90017962497.56619
dom,1981,77826835079.8756
dom,1982,68316824012.32
dom,1983,75926142691.43103
dom,1984,67134616736.9743
dom,1985,63881344029.08721
dom,1986,80799739650.19649
dom,1987,103180342731.955
dom,1988,97564944407.22621
dom,1989,110951574833.526
dom,1990,101450685418.33197
dom,1991,93041791100.00002
dom,1992,114115912200
dom,1993,131338204299.99998
dom,1994,151066418599.99997
dom,1995,157547365000.00003
dom,1996,169603174300
dom,1997,206309075000.00003
dom,1998,293249852400
dom,1999,291888416300.00006
dom,2000,317070801200
dom,2001,321440522099.99994
dom,2002,331620298900
dom,2003,251893798500.00003
dom,2004,260520814500
dom,2005,308966425700.00006
dom,2006,363029758900
dom,2007,413481369200.00006
dom,2008,446512031400
dom,2009,367805458300
dom,2010,444214282600
dom,2011,418259538500
dom,2012,415581493099.99994
dom,2013,408381928600
dom,2014,443820924099.99988
dom,2015,526542746700.00006
dom,2016,584869859000.00012
dom,2017,568429198300.00012
dom,2018,654165722700
dom,2019,720918844000
dom,2020,680280198100
dza,1960,1356055119410.37012
dza,1961,1356055119410.37012
dza,1962,1356055119410.37012
dza,1963,1356055119410.37012
dza,1964,1356055119410.37012
dza,1965,1356055119410.37012
dza,1966,1356055119410.37012
dza,1967,1356055119410.37012
dza,1968,1356055119410.37012
dza,1969,1356055119410.37012
dza,1970,1356055119410.37012
dza,1971,1356055119410.37012
dza,1972,1356055119410.37012
dza,1973,1356055119410.37012
dza,1974,1356055119410.37012
dza,1975,1471464170062.13013
dza,1976,1421871749134.80981
dza,1977,1967215646955.34009
dza,1978,2368937995117.92041
dza,1979,1921803770041.93994
dza,1980,2319406912772.75977
dza,1981,2600664183295.77002
dza,1982,2554274392107.75
dza,1983,2660779723362.31006
dza,1984,2725260469793.94971
dza,1985,2901878491279.54932
dza,1986,2374666848325.2998
dza,1987,1641074764535.61987
dza,1988,1772069265658.73975
dza,1989,1906661231716.03979
dza,1990,1705787620345.46997
dza,1991,1404276382200.00024
dza,1992,1190320143200.00024
dza,1993,1068626803600
dza,1994,1199418529500
dza,1995,1143784511699.99976
dza,1996,926112315200
dza,1997,754152925000
dza,1998,1129382508400
dza,1999,1002649000000
dza,2000,1053680999999.99988
dza,2001,1519295000000.00024
dza,2002,1983331999999.99976
dza,2003,2160480000000.00024
dza,2004,2540110000000
dza,2005,2929607999999.99951
dza,2006,3069939000000.00098
dza,2007,3709563000000
dza,2008,4202789000000.00049
dza,2009,5162915000000
dza,2010,5522728000000
dza,2011,5358735999999.99902
dza,2012,6346499999999.99902
dza,2013,6885271000000
dza,2014,7149424000000.00098
dza,2015,7327536000000
dza,2016,7439620999999.99902
dza,2017,7767647000000.00293
dza,2018,7922713999999.99805
dza,2019,8076524000000.00098
dza,2020,6996354000000
ecu,1960,3000840659.73791
ecu,1961,3099974767.28423
ecu,1962,2966791558.96972
ecu,1963,3058995318.57207
ecu,1964,3256359575.23723
ecu,1965,3334100000
ecu,1966,3258896000
ecu,1967,3727755000
ecu,1968,3758060000
ecu,1969,3890333000
ecu,1970,4047689000
ecu,1971,4772329000
ecu,1972,4608169000
ecu,1973,4408961000
ecu,1974,4231000000
ecu,1975,5694806000
ecu,1976,5950707000
ecu,1977,6493763000
ecu,1978,7094611000
ecu,1979,6851310000
ecu,1980,7013312000
ecu,1981,6918384000
ecu,1982,6920120000
ecu,1983,5856636000
ecu,1984,5885574000
ecu,1985,6347170000
ecu,1986,6671703000
ecu,1987,7046665000
ecu,1988,6414745000
ecu,1989,6519651000
ecu,1990,6402157000
ecu,1991,6479899000
ecu,1992,6795969000
ecu,1993,6195439000
ecu,1994,6675169000
ecu,1995,6496992000
ecu,1996,6186222000
ecu,1997,6882501000
ecu,1998,7633680000
ecu,1999,5332844000
ecu,2000,5927117000
ecu,2001,7923360000
ecu,2002,9339760000
ecu,2003,8351212000
ecu,2004,8908403000
ecu,2005,10308900000
ecu,2006,11110132000
ecu,2007,11581228000
ecu,2008,14184931000
ecu,2009,13147992000
ecu,2010,14523246000
ecu,2011,16197774000
ecu,2012,16876505000
ecu,2013,18475370000
ecu,2014,19097527000
ecu,2015,17342217000
ecu,2016,15348918000
ecu,2017,17150278000
ecu,2018,17441247000
ecu,2019,16887500000
ecu,2020,13875020000
egy,1960,18606901400.8785
egy,1961,20474998091.723
egy,1962,23503454401.10969
egy,1963,26482533705.452
egy,1964,30630202129.1772
egy,1965,28852629947.5807
egy,1966,28597515421.5183
egy,1967,24935387547.3958
egy,1968,22828635332.1703
egy,1969,20121129555.5718
egy,1970,18770987889.803
egy,1971,17048473706.974
egy,1972,15454445430.5565
egy,1973,17217111459.1391
egy,1974,24107168190.45499
egy,1975,39521669799.0868
egy,1976,37141987618.4184
egy,1977,43528951251.6961
egy,1978,61317721424.9196
egy,1979,77286565780.84059
egy,1980,75610579189.7872
egy,1981,91756985410.21271
egy,1982,110534946909.644
egy,1983,117319048404.32898
egy,1984,136022085106.468
egy,1985,144523465425.62305
egy,1986,146223741489.453
egy,1987,139422637234.13
egy,1988,150825232100.862
egy,1989,140562896720.80301
egy,1990,143880015227.48898
egy,1991,114647908400
egy,1992,110190530400
egy,1993,104528566400
egy,1994,115416958700.00002
egy,1995,129288770499.99998
egy,1996,140664962900
egy,1997,155477531800
egy,1998,179443240000
egy,1999,209220632399.99997
egy,2000,226595770800
egy,2001,221646109700
egy,2002,233932637200
egy,2003,218027619000.00003
egy,2004,231315226599.99997
egy,2005,256038808600.00003
egy,2006,291946722500
egy,2007,362426569500
egy,2008,418963890900.00006
egy,2009,380017552399.99994
egy,2010,409879632700.00012
egy,2011,402248334000.00006
egy,2012,423117192147.53107
egy,2013,387489589530.04211
egy,2014,394110648423.55707
egy,2015,428004164187.98297
egy,2016,476085663295.65698
egy,2017,530000000000
egy,2018,613300000000
egy,2019,692700000000
egy,2020,547600000000
eri,1992,361181300
eri,1993,598444400
eri,1994,1005302000
eri,1995,921562100
eri,1996,1287607000
eri,1997,1548131200
eri,1998,1724915500
eri,1999,1805060500
eri,2000,1495519700
eri,2001,2601850200
eri,2002,2162670600
eri,2003,2090255600
eri,2004,1716685200
eri,2005,1521796000
eri,2006,912519600
eri,2007,802019700
eri,2008,756688500
eri,2009,658121400
eri,2010,707154800
eri,2011,810203100
esp,1970,79031487000
esp,1971,77252270000.00002
esp,1972,88421882000
esp,1973,99065919000
esp,1974,108968491000
esp,1975,103995616000
esp,1976,102951908000
esp,1977,99112073999.99998
esp,1978,93676156000
esp,1979,91630429000
esp,1980,94026044000
esp,1981,85939356000
esp,1982,87195526000
esp,1983,85270196000
esp,1984,83797444999.99998
esp,1985,88105167000
esp,1986,98738549000
esp,1987,111475008000
esp,1988,128015823999.99998
esp,1989,142791132000
esp,1990,151706802999.99997
esp,1991,153902486000.00003
esp,1992,148275859999.99997
esp,1993,131149528000
esp,1994,135699224000
esp,1995,146004000000
esp,1996,149065999999.99997
esp,1997,157191000000
esp,1998,175473999999.99997
esp,1999,193939000000
esp,2000,207607000000
esp,2001,215459000000
esp,2002,223534000000
esp,2003,236696000000
esp,2004,247948000000.00003
esp,2005,264033000000
esp,2006,283853000000
esp,2007,294963999999.99994
esp,2008,282546000000
esp,2009,230254000000
esp,2010,220693000000
esp,2011,204129000000
esp,2012,182969000000
esp,2013,175737999999.99997
esp,2014,186007000000
esp,2015,204702000000
esp,2016,207599000000
esp,2017,220695000000
esp,2018,237043999999.99997
esp,2019,241846000000
esp,2020,211743000000
est,1993,1218557000
est,1994,1260780000
est,1995,1339788000
est,1996,1627331000
est,1997,2139716000
est,1998,2473869000
est,1999,2095771000
est,2000,2556548000
est,2001,2926607000
est,2002,3622775000
est,2003,4272241000
est,2004,4576495000
est,2005,4898859000
est,2006,6438852000
est,2007,7182402000
est,2008,5769394000
est,2009,3327497000
est,2010,3564647000
est,2011,4580342000
est,2012,5411884000
est,2013,5228208000
est,2014,5459940000
est,2015,5158039000
est,2016,5449694000
est,2017,6153699000
est,2018,6500412000
est,2019,7025343000
est,2020,7718708000
eth,2011,210307177400.00003
eth,2012,308123628100
eth,2013,337212768000.00006
eth,2014,419460402500
eth,2015,529636987000
eth,2016,585665000000
eth,2017,655274279999.99988
eth,2018,682476408000
eth,2019,854834234199.99988
eth,2020,918305309734.5127
fin,1970,22055776000
fin,1971,22140127000
fin,1972,21807041000
fin,1973,23984494000
fin,1974,27764399000
fin,1975,27692780000
fin,1976,23271573000
fin,1977,22174677000
fin,1978,20091554000
fin,1979,24423104000
fin,1980,27725000000
fin,1981,26038000000
fin,1982,27252000000
fin,1983,27725000000
fin,1984,27860000000
fin,1985,28478000000
fin,1986,28823000000
fin,1987,30642000000
fin,1988,34869000000
fin,1989,39877000000
fin,1990,37371000000
fin,1991,28653000000
fin,1992,25344000000
fin,1993,22606000000
fin,1994,25267000000
fin,1995,28389000000
fin,1996,29244000000
fin,1997,33431000000
fin,1998,37750000000
fin,1999,37952000000
fin,2000,42043000000
fin,2001,41966000000
fin,2002,41112000000
fin,2003,42173000000
fin,2004,44511000000
fin,2005,48076000000
fin,2006,47972000000
fin,2007,53004000000
fin,2008,52244000000
fin,2009,41821000000
fin,2010,45375000000
fin,2011,50515000000
fin,2012,48055000000
fin,2013,45998000000
fin,2014,45583000000
fin,2015,45898000000
fin,2016,50040000000
fin,2017,52657000000
fin,2018,55621000000
fin,2019,53305000000
fin,2020,51816000000
fra,1960,109073679600.00002
fra,1961,113196595299.99998
fra,1962,123624440400
fra,1963,132146400000
fra,1964,149157303900
fra,1965,153761443200.00003
fra,1966,167312739599.99997
fra,1967,177130301199.99997
fra,1968,187246001300
fra,1969,208723980800
fra,1970,219416948999.99997
fra,1971,225559803000.00003
fra,1972,237414311000.00006
fra,1973,258573143000.00003
fra,1974,266601873000.00003
fra,1975,227322622000
fra,1976,248384408000
fra,1977,251017631999.99997
fra,1978,252455300000
fra,1979,266485819000.00003
fra,1980,274620599000.00006
fra,1981,253777914000
fra,1982,262468952999.99994
fra,1983,246327452999.99997
fra,1984,245456048000
fra,1985,251731964000
fra,1986,269250103000.00006
fra,1987,282924457000
fra,1988,310571303000.00006
fra,1989,336902536999.99994
fra,1990,351290222000
fra,1991,340807352000.00006
fra,1992,331944233000
fra,1993,299440131000.00006
fra,1994,320071717000
fra,1995,332020269000
fra,1996,321487375000
fra,1997,329530112000
fra,1998,363745009000
fra,1999,389906165000
fra,2000,423243654000.00006
fra,2001,426389116000
fra,2002,418021228000
fra,2003,419486909000
fra,2004,447185779000
fra,2005,459889681999.99988
fra,2006,477536881000.00006
fra,2007,506759459000
fra,2008,506017113999.99994
fra,2009,437714377999.99994
fra,2010,452432216999.99988
fra,2011,484029897999.99994
fra,2012,471923273000
fra,2013,473111825000.00006
fra,2014,488434945000
fra,2015,499315000000.00006
fra,2016,503000713000
fra,2017,530243369999.99988
fra,2018,546235801000
fra,2019,558395451000
fra,2020,510087005000
gab,1960,284620244499.99994
gab,1961,356181885100
gab,1962,359434685400
gab,1963,297631445799.99994
gab,1964,265103426000
gab,1965,258597813199.99997
gab,1966,367042057400
gab,1967,256402585499.99997
gab,1968,265622541500
gab,1969,291087181900
gab,1970,324015596100
gab,1971,370554421600.00006
gab,1972,442996932900
gab,1973,510609943500.00006
gab,1974,1434800769800
gab,1975,1774622004700
gab,1976,2538992204700.00049
gab,1977,1983168628300.00024
gab,1978,754280208799.99988
gab,1979,931654600200
gab,1980,956031696599.99988
gab,1981,1397493984100
gab,1982,1302635983500
gab,1983,1243022462899.99976
gab,1984,1307872306200
gab,1985,1433544051700.00024
gab,1986,1198916513599.99976
gab,1987,562300509000
gab,1988,1094592853100
gab,1989,707507762800
gab,1990,707507762800
gab,1991,836615342200
gab,1992,731284580500
gab,1993,742730278300.00012
gab,1994,741799751600
gab,1995,777459057800
gab,1996,908905556500.00012
gab,1997,1177031244800.00024
gab,1998,1345309641300
gab,1999,823857409800
gab,2000,755721586000
gab,2001,836812176000
gab,2002,1028213000000
gab,2003,849580999999.99988
gab,2004,855397000000
gab,2005,883577106500
gab,2006,957320120000
gab,2007,1073285953700.00012
gab,2008,1150512628800
gab,2009,1053675056300
gab,2010,1362853646499.99976
gab,2011,1587804931800
gab,2012,1935195721000.00024
gab,2013,1972865310899.99976
gab,2014,2238960783800.00049
gab,2015,1932739854400.00024
gab,2016,1917480218500
gab,2017,1695709560000.00024
gab,2018,1899110685829.25073
gab,2019,1945138276776.09985
gab,2020,1717576253999.99976
gbr,1970,112518419000
gbr,1971,111866096000
gbr,1972,110495926000.00002
gbr,1973,132070632000
gbr,1974,122262492000
gbr,1975,106832434000
gbr,1976,119217833000
gbr,1977,121164608999.99998
gbr,1978,122891517000
gbr,1979,126891363000
gbr,1980,107652206000
gbr,1981,98003373000
gbr,1982,108262581000
gbr,1983,119531362000
gbr,1984,129447234000
gbr,1985,134055022000
gbr,1986,137266304000
gbr,1987,150558315000
gbr,1988,177664152999.99997
gbr,1989,184451852000
gbr,1990,173225308000.00003
gbr,1991,157875459999.99997
gbr,1992,164307529000
gbr,1993,170493880999.99997
gbr,1994,188174314000
gbr,1995,197782086000
gbr,1996,203317492000
gbr,1997,214998814999.99997
gbr,1998,234073694999.99997
gbr,1999,244440824999.99997
gbr,2000,248044430000.00003
gbr,2001,258016680999.99997
gbr,2002,263679868000
gbr,2003,269052887000.00003
gbr,2004,268925104999.99997
gbr,2005,277224665999.99994
gbr,2006,292400447000
gbr,2007,297388348000
gbr,2008,277560091000
gbr,2009,235579560000
gbr,2010,264562800000
gbr,2011,257798388000
gbr,2012,267708523000.00006
gbr,2013,289421550000
gbr,2014,323208117999.99994
gbr,2015,339816999999.99994
gbr,2016,334567326000
gbr,2017,337082129000
gbr,2018,340010446000.00006
gbr,2019,342796784000
gbr,2020,298300563000
geo,2010,5607900000
geo,2011,6409400000
geo,2012,7410300000
geo,2013,6334400000
geo,2014,8298400000
geo,2015,8923100000
geo,2016,10108800000
geo,2017,9871700000
geo,2018,10517400000
geo,2019,9896280500
geo,2020,9559797000
gha,2006,31607216000
gha,2007,36468739500.00001
gha,2008,39520780700
