geo,time,nv_fsm_totl_cn
qat,2022,39795243296.5446
rwa,2017,0
slb,2003,15600000
slb,2004,21400000
slb,2005,35200000
slb,2006,63000000
slb,2007,79400000
slb,2008,123400000
slb,2009,130300000
slb,2010,128500000
slb,2011,134800000
slb,2012,160300000
slb,2013,176800000
slb,2014,193900000
slb,2015,213600000
slb,2016,202000000
slb,2017,263800000
slb,2018,267800000
slb,2019,291400000
slb,2020,256200000
sle,2001,19152600
sle,2002,24057300
sle,2003,33124600
sle,2004,58970100
sle,2005,65008500
sle,2006,71078000
sle,2007,81356600
sle,2008,102208200
sle,2009,121927500
sle,2010,152963000
sle,2011,186728300
sle,2012,224581500
sle,2013,252005900
sle,2014,281932500
sle,2015,313801000
sle,2016,352420000
sle,2017,389968000
sle,2018,512589000
sle,2019,533293000
sle,2020,554494000
sle,2021,588664000
sle,2022,644000000
stp,2001,6835100
stp,2002,7527500
stp,2003,15785800
stp,2004,24452200
stp,2005,37548600
stp,2006,46213300
stp,2007,54785500
stp,2008,81789000
stp,2009,60922000
stp,2010,201238000
stp,2011,222170000
stp,2012,266603000
stp,2013,346584000
stp,2014,415901000
stp,2015,540671000
stp,2016,756939000
stp,2017,832633000
stp,2018,915896000
stp,2019,1030632900
stp,2020,421376600
stp,2021,421165900
stp,2022,476584200
sur,1980,71000
sur,1981,94000
sur,1982,92000
sur,1983,75000
sur,1984,75000
sur,1985,89000
sur,1986,112000
sur,1987,134000
sur,1988,179000
sur,1989,209000
sur,1990,216000
sur,1991,259000
sur,1992,330000
sur,1993,538000
sur,1994,1093000
sur,1995,4900000
sur,1996,11553000
sur,1997,15890000
sur,1998,16288000
sur,1999,31539000
sur,2000,36034000
sur,2001,57763000
sur,2002,68189000
sur,2003,78730000
sur,2004,107000000
sur,2005,166000000
swz,2000,163020100
swz,2001,175809300
swz,2002,190080700
swz,2003,257961400
swz,2004,208380400
swz,2005,249953500
swz,2006,372599500
swz,2007,472290300
swz,2008,620063900
swz,2009,609269900
swz,2010,605297300
swz,2011,484614300
swz,2012,526583900
swz,2013,580105800
swz,2014,639508900
swz,2015,703485400
swz,2016,799423500
swz,2017,922371700
swz,2018,1088300000
swz,2019,1080616500
swz,2020,955497863.76953
swz,2021,1027697509.76562
swz,2022,1177960083.00781
sxm,2011,34100000
sxm,2012,35100000
sxm,2013,35200000
sxm,2014,34979904.13943
sxm,2015,31270483.66013
sxm,2016,34861420.4793
sxm,2017,33885176.47059
sxm,2018,34191546.84096
sxm,2019,37395590.41394
sxm,2020,31815738.56209
sxm,2021,36430466.23094
tca,2000,22262100
tca,2001,22875500
tca,2002,21839100
tca,2003,18357000
tca,2004,22741000
tca,2005,36184700
tca,2006,52519600
tca,2007,78244300
tca,2008,83944700
tca,2009,78350800
tca,2010,68850600
tca,2011,54848200
tca,2012,56403000
tca,2013,55298000
tca,2014,52798000
tca,2015,48479000
tca,2016,49386000
tca,2017,52374000
tca,2018,62380000
tca,2019,65858000
tca,2020,67167000
tca,2021,70567000
tjk,2000,4700000
tjk,2001,3700000
tjk,2002,12400000
tjk,2003,11800000
tjk,2004,30400000
tjk,2005,52200000
tjk,2006,96400000
tjk,2007,160800000
tjk,2008,174300000
tjk,2009,243800000
tjk,2010,225700000
tjk,2011,340200000
tjk,2012,437400000
tjk,2013,507100000
tjk,2014,606400000
tjk,2015,776400000
tjk,2016,306500000
tjk,2017,542200000
tjk,2018,564300000
tjk,2019,580000000
tjk,2020,607000000
tjk,2021,602000000
tto,1966,309500000
tto,1967,348100000
tto,1968,421500000
tto,1969,352800000
tto,1970,335100000
tto,1971,324000000
tto,1972,392500000
tto,1973,653900000
tto,1974,91400000
tto,1975,163600000
tto,1976,226700000
tto,1977,292900000
tto,1978,375000000
tto,1979,576800000
tto,1980,758100000
tto,1981,730100000
tto,1982,777800000
tto,1983,746600000
tto,1984,777500000
tto,1985,810300000
tto,1986,766500000
tto,1987,686700000
tto,1988,652000000
tto,1989,679900000
tto,1990,563600000
tto,1991,668300000
tto,1992,1048900000
tto,1993,1004800000
tto,1994,927800000
tto,1995,820900000
tto,1996,891500000
tto,1997,1373700000
tto,1998,1410500000
tto,1999,1677000000
tto,2000,2216000000
tto,2001,2116000000
tto,2002,2187300000
tto,2003,2493000000
tto,2004,3018500000
tto,2005,2958200000
tto,2006,3658600000
tto,2007,4677800000
tto,2008,5090700000
tto,2009,5459600000
tto,2010,5812500000
tto,2011,5721800000
tun,2000,514600000
tun,2001,543400000
tun,2002,482800000
tun,2003,456900000
tun,2004,520000000
tun,2005,580900000
tun,2006,750200000
tun,2007,775900000
tun,2008,813200000
tun,2009,761800000
ury,1983,13901000
ury,1984,32511000
ury,1985,56124000
ury,1986,85628000
ury,1987,107814000
ury,1988,-212687000
ury,1989,-466354000
ury,1990,993542000
ury,1991,1814518000
ury,1992,2632076000
ury,1993,5326093000
ury,1994,5758429000
ury,1995,7844277000
ury,1996,10793725000
ury,1997,8473836300
ury,1998,10751409600
ury,1999,11538571400
ury,2000,11774992400
ury,2001,13344135800
ury,2002,12385541800
ury,2003,12764738400
ury,2004,11167881300
ury,2005,10691846100
ury,2006,13814128000
ury,2007,16769226800
ury,2008,16745331800
ury,2009,18747696300
ury,2010,21566858100
ury,2011,24818872700
ury,2012,30204407700
ury,2013,33600312300
ury,2014,38380981400
ury,2015,44873538700
vct,1977,729117
vct,1978,1009895
vct,1979,1238593
vct,1980,1677875
vct,1981,1917894
vct,1982,2443221
vct,1983,2647011
vct,1984,2690034
vct,1985,2726263
vct,1986,2945904
vct,1987,2945904
vct,1988,3516517
vct,1989,5749155
vct,1990,5930000
vct,1991,6220000
vct,1992,6550000
vct,1993,6690000
vct,1994,7380000
vct,1995,8180000
vct,1996,7520000
vct,1997,9060000
vct,1998,9130000
vct,1999,9730000
ven,2012,54966438000
ven,2013,86822342000
ven,2014,146914918000
vut,2002,1397000000
vut,2003,1536000000
vut,2004,1556000000
vut,2005,1897000000
vut,2006,2113000000
vut,2007,2333000000
vut,2008,2651000000
vut,2009,2910000000
vut,2010,3160000000
vut,2011,3644000000
vut,2012,3082000000
vut,2013,3236000000
vut,2014,3574000000
vut,2015,3448000000
vut,2016,3364000000
vut,2017,3228000000
vut,2018,2952000000
wsm,1999,7760300
wsm,2000,9383700
wsm,2001,10679700
wsm,2002,12201500
wsm,2003,13840100
wsm,2004,15772000
wsm,2005,17522300
wsm,2006,18520000
wsm,2007,19203400
wsm,2008,19037400
wsm,2009,19601700
wsm,2010,98220800
wsm,2011,113914700
wsm,2012,107215100
wsm,2013,102219500
wsm,2014,98391200
wsm,2015,109591300
wsm,2016,107326900
wsm,2017,112197700
wsm,2018,129377800
wsm,2019,134776800
wsm,2020,141794000
wsm,2021,151075900
wsm,2022,168188000
zwe,2009,22138200
zwe,2010,35641100
zwe,2011,50253900
zwe,2012,67328900
zwe,2013,76604700
zwe,2014,85965000
zwe,2015,93000000
zwe,2016,100000000
zwe,2017,107383400
