geo,time,ny_gds_totl_cn
bwa,2007,24297252500
bwa,2008,22692307900
bwa,2009,14393866800
bwa,2010,22708669900
bwa,2011,32184676600
bwa,2012,23556065000
bwa,2013,26812127200
bwa,2014,39486754100
bwa,2015,30648914100
bwa,2016,50683093000
bwa,2017,48460711000
bwa,2018,47660343400
bwa,2019,43365514400.00002
bwa,2020,26245608400
bwa,2021,52344079800
bwa,2022,76595704558.95201
caf,1960,2400000500
caf,1961,3599991300
caf,1962,3100000700
caf,1963,2699993600
caf,1964,3399995900
caf,1965,3999999000
caf,1966,2699999000
caf,1967,500012000
caf,1968,5174848000
caf,1969,2982772000
caf,1970,4369647900
caf,1971,6170778500
caf,1972,5546469600
caf,1973,7843775600
caf,1974,-66018000
caf,1975,-4048103800
caf,1976,5203133500
caf,1977,3032850100
caf,1978,580646300
caf,1979,-4332170800
caf,1980,-14906955700
caf,1981,-1768844700
caf,1982,-13222984200
caf,1983,-1592865000
caf,1984,555891500
caf,1985,22367000000
caf,1986,9107000000
caf,1987,6948000000
caf,1988,12057000000
caf,1989,22030000000
caf,1990,15298000000
caf,1991,15978000000
caf,1992,10856000000
caf,1993,18341000000
caf,1994,47668000000
caf,1995,45013000000
caf,1996,16143500000
caf,1997,43952000000
caf,1998,30115000000
caf,1999,50442088600
caf,2000,40088702600
caf,2001,32956596100
caf,2002,37601599700
caf,2003,44021930300
caf,2004,10494055400
caf,2005,12290760000
caf,2006,18865950000
caf,2007,10877700000
caf,2008,2651100000
caf,2009,58029900000
caf,2010,106794620000
caf,2011,107883260000
caf,2012,11211000000
caf,2013,-7837000000
caf,2014,21025000000
caf,2015,28029000000
caf,2016,17050000000
caf,2017,35826000000
caf,2018,-17272617100
caf,2019,-53796358800
caf,2020,-11749047200
caf,2021,-27646324574.76001
caf,2022,-84716505377.42993
can,1961,8346849373.2046
can,1962,9692300479.4114
can,1963,10688203776.7579
can,1964,12420992994.1579
can,1965,14365438012.9371
can,1966,16519554588.5602
can,1967,16681307492.47929
can,1968,17675821620.5446
can,1969,19424027389.5083
can,1970,21009090000
can,1971,22941598000
can,1972,25536864000
can,1973,32747519999.99998
can,1974,40647306000
can,1975,40606777000
can,1976,48539810000
can,1977,51470825000
can,1978,57296837000
can,1979,70950063000
can,1980,79922761000
can,1981,95264000000
can,1982,90910000000
can,1983,97375000000
can,1984,111915000000
can,1985,119133000000
can,1986,118134000000
can,1987,134966000000
can,1988,153026000000
can,1989,159655000000
can,1990,149812000000
can,1991,131250000000
can,1992,128262000000
can,1993,137931000000
can,1994,164218000000
can,1995,187239000000
can,1996,196173000000
can,1997,211036000000
can,1998,217077000000
can,1999,246248000000
can,2000,291547000000
can,2001,290672000000
can,2002,288988000000
can,2003,306511000000
can,2004,345474000000
can,2005,378395000000
can,2006,394081000000
can,2007,410528000000
can,2008,427835000000
can,2009,321534000000
can,2010,358636000000
can,2011,407172000000
can,2012,418829000000
can,2013,443886000000
can,2014,477521000000
can,2015,424227000000
can,2016,414579000000
can,2017,456394000000
can,2018,479141000000
can,2019,499312000000
can,2020,454655000000
can,2021,612664000000
can,2022,717923000000
che,1980,65531599000
che,1981,70449282000
che,1982,73908258000
che,1983,73375171000
che,1984,81959907000
che,1985,88359457999.99998
che,1986,93657962000
che,1987,97445280000
che,1988,106636798000
che,1989,117518833000
che,1990,129689230000
che,1991,127721412000
che,1992,124174668000
che,1993,126868816000
che,1994,133106783000
che,1995,132891149000
che,1996,129941583000
che,1997,130954043000
che,1998,137208091000
che,1999,137932615000
che,2000,151707541000
che,2001,155057343000
che,2002,152106790000
che,2003,151598617000
che,2004,158873367000
che,2005,169986113000
che,2006,193205353000
che,2007,215384765000
che,2008,226671373000
che,2009,208563132000
che,2010,221749066000
che,2011,227823291000
che,2012,230174837000
che,2013,233026389000
che,2014,239717883000
che,2015,237772146000
che,2016,241527229000
che,2017,240413424000
che,2018,257288985000
che,2019,259803742000
che,2020,250670933000
che,2021,285614063000
che,2022,298823071000
chl,1960,499271.0434
chl,1961,558824.7965
chl,1962,654725.8715
chl,1963,1120146.4934
chl,1964,1822360.746
chl,1965,3038286.229
chl,1966,4822879.129
chl,1967,6245965.91
chl,1968,8472919.045
chl,1969,12580036.69
chl,1970,17633398.746
chl,1971,17887272.31
chl,1972,21388928.85
chl,1973,73014035.2
chl,1974,2097689490.1
chl,1975,4165802709
chl,1976,23092311010
chl,1977,37963752939.99997
chl,1978,73243118260
chl,1979,121494739740
chl,1980,190935123790
chl,1981,159017552900
chl,1982,116692557300
chl,1983,224486308000
chl,1984,324791091500
chl,1985,574745892700
chl,1986,799764714100
chl,1987,1226291394800
chl,1988,1896588301200
chl,1989,2375879878600
chl,1990,2865585796700
chl,1991,3570572080500
chl,1992,4195332625000
chl,1993,4793749624000
chl,1994,6087845691000
chl,1995,8047072021000
chl,1996,9025369290000
chl,1997,9891163781000
chl,1998,9461699485000
chl,1999,9412788370000
chl,2000,10674636089000
chl,2001,11643367287000
chl,2002,12658835359000
chl,2003,14720094213000
chl,2004,18555590417000
chl,2005,21605955795000
chl,2006,29535989297000
chl,2007,32124455136000
chl,2008,28672123163000
chl,2009,29288824132000
chl,2010,34192448423000
chl,2011,35898967734000
chl,2012,36816767349000
chl,2013,36426203599999.98438
chl,2014,37773845150000
chl,2015,39072765050000
chl,2016,39655052910000
chl,2017,41732433610000
chl,2018,43729366940000
chl,2019,45342561590000
chl,2020,51564576510000
chl,2021,56931964990000
chl,2022,57089995580000
chn,1960,54550718070
chn,1961,23940052560
chn,1962,17603015540
chn,1963,23514340210
chn,1964,39385069750
chn,1965,57810783930
chn,1966,63927107910
chn,1967,51702366560
chn,1968,47343839090
chn,1969,60415302759.99999
chn,1970,82300422990
chn,1971,90389732880
chn,1972,91166020150
chn,1973,100730917010
chn,1974,101999231740
chn,1975,115525787610
chn,1976,102138972020
chn,1977,119467291490
chn,1978,144508415830
chn,1979,152146974090
chn,1980,161990374800
chn,1981,165763260650
chn,1982,179650705249.99991
chn,1983,195972184070
chn,1984,249185688930
chn,1985,317818530000
chn,1986,364533173700
chn,1987,453107204930
chn,1988,575101745580
chn,1989,613606219550
chn,1990,686045333990
chn,1991,838000924400
chn,1992,1095523984800
chn,1993,1485829232500
chn,1994,2034064177500
chn,1995,2511115419300
chn,1996,2869136214399.99951
chn,1997,3216630008700
chn,1998,3369368592300.00098
chn,1999,3389706164200
chn,2000,3653126424100
chn,2001,4220198899000
chn,2002,4748994810700
chn,2003,5768702963400
chn,2004,7244572841900
chn,2005,8544637764000
chn,2006,10407419258000
chn,2007,13235526514000
chn,2008,16034541286000
chn,2009,17397910957999.99414
chn,2010,21053787371000
chn,2011,24319283434000
chn,2012,26313609055000
chn,2013,28629956442000
chn,2014,30553195064000
chn,2015,31693753234000.00781
chn,2016,33558864189000
chn,2017,37551772228000
chn,2018,41314618526000
chn,2019,43388346312000
chn,2020,45275586167100
chn,2021,52954882072100
chn,2022,56857422430700
civ,1960,38959743000
civ,1961,41286954000
civ,1962,38314918900
civ,1963,54725904400
civ,1964,75165429800
civ,1965,64399994900
civ,1966,74299998200
civ,1967,72500011000
civ,1968,96800014400
civ,1969,103399997400
civ,1970,117300002800
civ,1971,111600009200
civ,1972,118299983800
civ,1973,143700000800
civ,1974,216800002000
civ,1975,188499951600
civ,1976,317300015100
civ,1977,517599985700
civ,1978,514300051400
civ,1979,484400037800
civ,1980,437700001800
civ,1981,431499903000
civ,1982,504399921100
civ,1983,512100008000
civ,1984,752499818500
civ,1985,856699961400
civ,1986,678015008800
civ,1987,488922939400
civ,1988,465758060500
civ,1989,369852940300
civ,1990,331175952400
civ,1991,307359907800
civ,1992,271000010800
civ,1993,416911458300
civ,1994,1150879006700
civ,1995,1258178478100
civ,1996,1509099706600
civ,1997,1985221091700
civ,1998,2429196600200
civ,1999,1883199091200
civ,2000,1943631578700
civ,2001,1975566723000
civ,2002,2360110167000
civ,2003,2241756352000
civ,2004,2093105029000
civ,2005,1873062178000
civ,2006,2135983485000
civ,2007,1827684547000
civ,2008,2776342544000
civ,2009,3011427881000
civ,2010,3665947973000
civ,2011,3880391877000
civ,2012,3728134678000
civ,2013,4831649936000
civ,2014,6090393493000
civ,2015,6875464000000
civ,2016,7318711000000
civ,2017,7059647000000
civ,2018,7022515000000
civ,2019,8195822000000
civ,2020,7496000000000
civ,2021,8530996693000
civ,2022,9878526613000
cmr,1965,24000004100
cmr,1966,22499999800
cmr,1967,27199995900
cmr,1968,28100001800
cmr,1969,32099991600
cmr,1970,55899996100.00003
cmr,1971,42599809000
cmr,1972,47399862300
cmr,1973,70300008400
cmr,1974,102400000000
cmr,1975,104799961100
cmr,1976,89100058600
cmr,1977,214699999300
cmr,1978,281800015800
cmr,1979,268900040700
cmr,1980,306629967900
cmr,1981,352549994500
cmr,1982,642250047500
cmr,1983,710869909500
cmr,1984,913610113100
cmr,1985,1023866830900
cmr,1986,1068088688700
cmr,1987,823329816600
cmr,1988,764249899000
cmr,1989,705000112200
cmr,1990,693399977900
cmr,1991,735900074000
cmr,1992,528399990800
cmr,1993,934021967100
cmr,1994,1117665291000
cmr,1995,1306666701900
cmr,1996,1179023867200
cmr,1997,1417915586700
cmr,1998,1340878668200
cmr,1999,1373016598200
cmr,2000,1424198974400
cmr,2001,1421891995000
cmr,2002,1458523406800
cmr,2003,1548960349100
cmr,2004,1799431663800
cmr,2005,1868498278300.00073
cmr,2006,2078830749500
cmr,2007,2189793116000
cmr,2008,2082371894000
cmr,2009,2042546582000
cmr,2010,2140618841000
cmr,2011,2261898338000
cmr,2012,2419947646000
cmr,2013,2707885650000
cmr,2014,2895311911000
cmr,2015,2797047124000
cmr,2016,3422463000000
cmr,2017,3552513000000
cmr,2018,3646438000000
cmr,2019,3546126000000
cmr,2020,3377881000000
cmr,2021,3597703000000
cmr,2022,4099903000000
cod,1994,7390800
cod,1995,56013000
cod,1996,797699900
cod,1997,500000000
cod,1998,-99812100
cod,1999,4748332100
cod,2000,135900000000
cod,2001,125800000000.00024
cod,2002,286300000000
cod,2003,126600000000
cod,2004,344700000000
cod,2005,303556063700
cod,2006,682387849000
cod,2007,1012788581599.99902
cod,2008,568918411000
cod,2009,791926176000
cod,2010,3957358451000
cod,2011,4448998599000
cod,2012,2043839500000
cod,2013,5189298035000
cod,2014,6045946292000
cod,2015,5142328653000.00391
cod,2016,3521986495000
cod,2017,11801852497000
cod,2018,12185484953000
cod,2019,14584207763000
cod,2020,21030605120300
cod,2021,30624751370600
cod,2022,16854936912500
cog,1960,-3865346600
cog,1961,168072200
cog,1962,1565236200
cog,1963,576647200
cog,1964,916437000
cog,1965,2600000800
cog,1966,4899994900
cog,1967,3599983900
cog,1968,1699973900
cog,1969,1299993899.99999
cog,1970,899993900
cog,1971,5800005100
cog,1972,5799994900
cog,1973,24400017700
cog,1974,40600021800
cog,1975,18499998200
cog,1976,8700016100
cog,1977,12999783600
cog,1978,19799606900
cog,1979,63099895900
cog,1980,128500000000
cog,1981,163000000000
cog,1982,330100000000
cog,1983,356600001000
cog,1984,444700000000
cog,1985,301600010000
cog,1986,100005500000
cog,1987,157735983000
cog,1988,124000000000
cog,1989,212099989500
cog,1990,370643480000
cog,1991,262225082000
cog,1992,355926440500
cog,1993,311585252700
cog,1994,380997810000
cog,1995,397941920000
cog,1996,536741400000
cog,1997,510690640000
cog,1998,348874020000
cog,1999,696039613600
cog,2000,1488461017300
cog,2001,1068195661100
cog,2002,1092634195600
cog,2003,1168155513800
cog,2004,1215523711300
cog,2005,1977370000000
cog,2006,2429557000000
cog,2007,2078218000000
cog,2008,2897654000000
cog,2009,2181345000000
cog,2010,3915265000000
cog,2011,4387713000000
cog,2012,5649060000000
cog,2013,5315701075000
cog,2014,4858703222600
cog,2015,3027070271199.99951
cog,2016,2147062935600
cog,2017,3243670126900
cog,2018,4379189157500
cog,2019,3826092986800
cog,2020,2367395902199.99951
cog,2021,3461483609600
cog,2022,4976630488800
col,1960,5504979200
col,1961,5820825400
col,1962,6194751700
col,1963,7564622900
col,1964,8941052900
col,1965,10374000000
col,1966,10768000000
col,1967,15100000000
col,1968,17529000000
col,1969,19449000000
col,1970,25157000000
col,1971,23952000000
col,1972,35237000000
col,1973,49921000000
col,1974,65655000000
col,1975,76153000000
col,1976,110254000000
col,1977,160526000000
col,1978,192008000000
col,1979,236840000000
col,1980,310923000000
col,1981,338203000000
col,1982,404788000000
col,1983,522637000000
col,1984,709064000000
col,1985,1009234000000
col,1986,1686469000000
col,1987,2120618000000
col,1988,2864710000000
col,1989,3654503000000
col,1990,5660129000000
col,1991,7398068000000
col,1992,7938212000000
col,1993,10001483000000
col,1994,13248349000000
col,1995,16355010000000
col,1996,16623175000000
col,1997,18268016000000
col,1998,19434263000000
col,1999,20346105000000
col,2000,29317000000000
col,2001,29147000000000
col,2002,34100000000000
col,2003,41713000000000
col,2004,52686000000000
col,2005,61426000000000
col,2006,71569000000000
col,2007,82366000000000.98438
col,2008,98992000000000
col,2009,98712000000000
col,2010,110476000000000
col,2011,136669000000000
col,2012,139246000000000
col,2013,145452000000000
col,2014,150943000000000
col,2015,134491000000000
col,2016,141652000000001
col,2017,152863000000001
col,2018,162592000000001
col,2019,164927000000000
col,2020,119794000000001
col,2021,135721000000000
col,2022,207555688686910
com,1980,-18000000
com,1981,-23000000
com,1982,-25000000
com,1983,-31000000
com,1984,-34000000
com,1985,-38000000
com,1986,-41000000
com,1987,-43000000
com,1988,-46000000
com,1989,-47000000
com,1990,-49000000
com,1991,-52000000
com,1992,-52000000
com,1993,-55000000
com,1994,-57000000
com,1995,-63000000
com,1996,-65000000
com,1997,-68000000
com,1998,-69000000
com,1999,-74000000
com,2000,-79000000
com,2001,-88000000
com,2002,-94000000
com,2003,-101000000
com,2004,-106000000
com,2005,-110000000
com,2006,-117000000
com,2007,4804000000
com,2008,-1614000000
com,2009,-4095000000
com,2010,-7067000000
com,2011,-14705000000
com,2012,-26323000000
com,2013,-19807000000
com,2014,-19922963400
com,2015,-16682000000
com,2016,-14524000000
com,2017,-13740000000
com,2018,-11440000000
com,2019,-20935000000
com,2020,-55850000000
com,2021,-38440000000
com,2022,-54495100000
cpv,2007,27337679700
cpv,2008,34914970500
cpv,2009,28130882300
cpv,2010,30356113100
cpv,2011,32621575800
cpv,2012,32169753200.00001
cpv,2013,31772913600.00001
cpv,2014,30839541500
cpv,2015,30207279000
cpv,2016,29731397000
cpv,2017,26108933000
cpv,2018,27500444000
cpv,2019,29368738000
cpv,2020,2036865000
cpv,2021,4727942000
cpv,2022,3946228900
cri,1960,360700200
cri,1961,430100700
cri,1962,513900400
cri,1963,468200400
cri,1964,427400400
cri,1965,348800200
cri,1966,560299800
cri,1967,603300100
cri,1968,683799900
cri,1969,829800100
cri,1970,899899800
cri,1971,1000999700
cri,1972,1285700000
cri,1973,1821100100
cri,1974,1554299900
cri,1975,2210699900
cri,1976,3651400000
cri,1977,4951199500
cri,1978,4713599500
cri,1979,5202700600
cri,1980,6721600800
cri,1981,13772500500
cri,1982,26916399300
cri,1983,30306200000
cri,1984,37671700000
cri,1985,47770400000
cri,1986,64247500000
cri,1987,65406600000
cri,1988,79319600000
cri,1989,96704500000
cri,1990,106756200000
cri,1991,121358034200
cri,1992,171644853000
cri,1993,187344125600
cri,1994,239537476000
cri,1995,333316623300
cri,1996,332744099800
cri,1997,459470031900
cri,1998,652838979500
cri,1999,759771216700
cri,2000,926447079500
cri,2001,1065521781100
cri,2002,1069084340700
cri,2003,1169221068800
cri,2004,1474262154400
cri,2005,1596540033900
cri,2006,2078686391800
cri,2007,2499258326000
cri,2008,2564608077000
cri,2009,3165339909000
cri,2010,3560530521000
cri,2011,3536305767000
cri,2012,3826181162000
cri,2013,4254184518000
cri,2014,4692390185000
cri,2015,5458546737000
cri,2016,6164634321000
cri,2017,6359855140000.00391
cri,2018,6807336499000
cri,2019,7170780691000
cri,2020,7239256768000
cri,2021,8126967111198.29785
cri,2022,8847484038173.70312
cub,1970,782054000
cub,1971,950479400
cub,1972,1065406700
cub,1973,1136517400
cub,1974,1280971700
cub,1975,1471518100
cub,1976,1561160300
cub,1977,1618213600
cub,1978,1875170700
cub,1979,1936366000
cub,1980,2031639500
cub,1981,2318481700
cub,1982,2385859200
cub,1983,2529714500
cub,1984,2751678200
cub,1985,3631969800
cub,1986,2488275400
cub,1987,2193086100
cub,1988,2621834300
cub,1989,2501872600
cub,1990,3252127300
cub,1991,1299622800
cub,1992,677882900
cub,1993,443003400
cub,1994,1005310600
cub,1995,1214860000
cub,1996,3477368700
cub,1997,3055908100
cub,1998,2368683800
cub,1999,2570711100
cub,2000,2961075200
cub,2001,2716400000
cub,2002,2526424100
cub,2003,2807687500
cub,2004,3641800400
cub,2005,5735384400
cub,2006,6311764700
cub,2007,7553000000
cub,2008,6726800000
cub,2009,8035000000
cub,2010,9599000000
cub,2011,8084000000
cub,2012,10043000000
cub,2013,10238000000
cub,2014,10086100000
cub,2015,10516800000
cub,2016,11198407863.70001
cub,2017,12761649691.7406
cub,2018,14003036096.123
cub,2019,13550600000
cub,2020,11302800000
cub,2021,74008900000
cub,2022,49518300000
cyp,1975,5809300
cyp,1976,45619600
cyp,1977,74324200
cyp,1978,108667000
cyp,1979,204348700
cyp,1980,252873000
cyp,1981,297638400
cyp,1982,332835500
cyp,1983,340011700
cyp,1984,507796400
cyp,1985,560250600
cyp,1986,676264400
cyp,1987,725642900
cyp,1988,774338100
cyp,1989,944686000
cyp,1990,936142500
cyp,1991,723592600
cyp,1992,928624900
cyp,1993,1323482600
cyp,1994,1566787500
cyp,1995,1975317000
cyp,1996,1901242000
cyp,1997,1900404000
cyp,1998,1953810000
cyp,1999,2197922000
cyp,2000,2437898000
cyp,2001,2564631000
cyp,2002,2569046000
cyp,2003,2722612000
cyp,2004,3041014000
cyp,2005,3248367000
cyp,2006,3467143000
cyp,2007,3436482000
cyp,2008,3078307000
cyp,2009,3273452000
cyp,2010,3010084000
cyp,2011,2956432000
cyp,2012,2746960000
cyp,2013,2581231000
cyp,2014,2496899000
cyp,2015,2881080000
cyp,2016,3586765000
cyp,2017,4056753000
cyp,2018,4423007000
cyp,2019,4826789000
cyp,2020,4327356000
cyp,2021,5832290000
cyp,2022,6039766000
cze,1990,210611650000
cze,1991,273248135000
cze,1992,277303488000
cze,1993,347518049000
cze,1994,407643934000
cze,1995,496529000000
cze,1996,572098000000
cze,1997,568386000000
cze,1998,660527000000
cze,1999,661192000000
cze,2000,717842000000
cze,2001,794922000000
cze,2002,788206000000
cze,2003,795541000000
cze,2004,943833000000
cze,2005,1047440000000
cze,2006,1168905000000
cze,2007,1343767000000
cze,2008,1354031000000
cze,2009,1213755000000
cze,2010,1214510000000
cze,2011,1258176000000
cze,2012,1272607000000
cze,2013,1272155000000
cze,2014,1405581000000
cze,2015,1569166000000
cze,2016,1614237000000
cze,2017,1732197000000
cze,2018,1792881000000
cze,2019,1945687000000
cze,2020,1878461000000
cze,2021,2026827000000
cze,2022,2248899000000
deu,1970,113562734000
deu,1971,120314947000
deu,1972,126371577000
deu,1973,139603691000
deu,1974,144195946000
deu,1975,128983582000
deu,1976,144038570000.00006
deu,1977,151668912000
deu,1978,165316711000
deu,1979,177759192000
deu,1980,179159606000
deu,1981,177400193000
deu,1982,188674342000
deu,1983,198470058000
deu,1984,212389751000
deu,1985,229620973000
deu,1986,260371830000
deu,1987,259827457000
deu,1988,283298882000
deu,1989,314496753000
deu,1990,359424902000
deu,1991,400966000000
deu,1992,421406000000
deu,1993,420015000000
deu,1994,448130000000
deu,1995,468605000000
deu,1996,460684000000
deu,1997,479568000000
deu,1998,508627000000
deu,1999,505727000000
deu,2000,520022000000
deu,2001,534163000000
deu,2002,550116000000
deu,2003,535441000000
deu,2004,566526000000
deu,2005,564882000000
deu,2006,619806000000
deu,2007,703649000000
deu,2008,700788000000
deu,2009,576399000000
deu,2010,649514000000
deu,2011,714962000000
deu,2012,708734000000
deu,2013,725672000000
deu,2014,790076000000
deu,2015,827303000000
deu,2016,857173000000
deu,2017,916476000000
deu,2018,942913000000
deu,2019,966029000000
deu,2020,945416000000
deu,2021,1035116000000
deu,2022,1046592000000
dji,2013,79703509000
dji,2014,79644981000
dji,2015,79853281700
dji,2016,75887586000
dji,2017,77875319600
dji,2018,80919490700
dji,2019,81124547900
dji,2020,53534349800
dji,2021,36749467100
dji,2022,530327897800
dma,2006,55140000
dma,2007,-17740000
dma,2008,-91580000
dma,2009,-58660000
dma,2010,5110000
dma,2011,17710000
dma,2012,-50830000
dma,2013,48710000
dma,2014,35040000
dma,2015,2390000
dma,2016,41800000
dma,2017,-52370000
dma,2018,-226510000
dnk,1966,19838394000
dnk,1967,20969125000
dnk,1968,23966571000
dnk,1969,28859031000
dnk,1970,30625053000
dnk,1971,33856381000
dnk,1972,42459193000
dnk,1973,47672472000
dnk,1974,49109286000
dnk,1975,50030459000
dnk,1976,56270131000.00003
dnk,1977,62280146000
dnk,1978,69634045999.99997
dnk,1979,76764458000
dnk,1980,78867141000
dnk,1981,81193482000
dnk,1982,96548869000
dnk,1983,114101886000
dnk,1984,136379579000
dnk,1985,151878021000
dnk,1986,168081212000.00006
dnk,1987,180195472000
dnk,1988,190831481000
dnk,1989,206405389000
dnk,1990,225477798000
dnk,1991,230029671000
dnk,1992,238565627000
dnk,1993,231237793000
dnk,1994,244921870000
dnk,1995,263222328000
dnk,1996,279918023999.99988
dnk,1997,302798289000
dnk,1998,305144529000
dnk,1999,333813059000
dnk,2000,385629030000
dnk,2001,397271096000
dnk,2002,397626451000
dnk,2003,398222024000
dnk,2004,411747114000.00006
dnk,2005,439491150000
dnk,2006,477621405000
dnk,2007,489920540000
dnk,2008,495538548000
dnk,2009,406174991000
dnk,2010,453128381000
dnk,2011,471343838000
dnk,2012,482968097000
dnk,2013,507472384000
dnk,2014,535972207000
dnk,2015,558355332000
dnk,2016,599851300999.99976
dnk,2017,640967677999.99976
dnk,2018,647690976000
dnk,2019,668388772000
dnk,2020,672798746000
dnk,2021,782484628000
dnk,2022,990386054000
dom,1960,111399700
dom,1961,84200400
dom,1962,77499700
dom,1963,82299700
dom,1964,83399700
dom,1965,30600000
dom,1966,48500000
dom,1967,68000000
dom,1968,57900000
dom,1969,104200000
dom,1970,136173004.1
dom,1971,136018693
dom,1972,324768156
dom,1973,414646916.6
dom,1974,409410909.4
dom,1975,761366546.9
dom,1976,609835106
dom,1977,669073373.2
dom,1978,617951470
dom,1979,858585260
dom,1980,737416741
dom,1981,1158061937.6
dom,1982,912975059.5
dom,1983,1141292906.4
dom,1984,1113153993
dom,1985,1994259743
dom,1986,2849338842
dom,1987,3548168849
dom,1988,6842818231
dom,1989,7475751477
dom,1990,9270515079
dom,1991,16942606700
dom,1992,17312281300
dom,1993,23764830000
dom,1994,30050094600
dom,1995,35555162700
dom,1996,40428230700
dom,1997,51342123900
dom,1998,66208390800
dom,1999,72810816900
dom,2000,77039868400
dom,2001,85640366300
dom,2002,93965389800
dom,2003,121106039700
dom,2004,201900134500
dom,2005,214324800900.00009
dom,2006,247363267600
dom,2007,290636223700
dom,2008,273259505700
dom,2009,260806437700
dom,2010,311988052400
dom,2011,318503766100
dom,2012,359654402600
dom,2013,429019454400
dom,2014,524258635100
dom,2015,602478264900
dom,2016,669733765200
dom,2017,745742229800
dom,2018,882859206300
dom,2019,964102587300
dom,2020,787971525500
dom,2021,1193010171300
dom,2022,1450594241900
dza,1960,2321613000
dza,1961,3357966600
dza,1962,3245121900
dza,1963,2326760900
dza,1964,2595185400
dza,1965,2999999500
dza,1966,2800000000
dza,1967,4200000500
dza,1968,5100000300
dza,1969,5900000300
dza,1970,7100000300
dza,1971,6500001800
dza,1972,8800000000
dza,1973,11800002600
dza,1974,23900000200
dza,1975,22200000500
dza,1976,29000003600
dza,1977,31099994100
dza,1978,39300001800
dza,1979,52300005400
dza,1980,70000001000
dza,1981,77900005300
dza,1982,81399996400
dza,1983,92799991800
dza,1984,89400000499.99998
dza,1985,91500019700
dza,1986,69600018400
dza,1987,75800002500
dza,1988,71800029200
dza,1989,85500002300
dza,1990,150599991300
dza,1991,315499970599.99994
dza,1992,337599987700
dza,1993,323399974900
dza,1994,396099977200.00006
dza,1995,559499968600
dza,1996,809400008700
dza,1997,890099859400
dza,1998,770200043500
dza,1999,1023879300000
dza,2000,1849190100000
dza,2001,1754822700000
dza,2002,1833001500000
dza,2003,2348499000000
dza,2004,2931196200000
dza,2005,4143074800000
dza,2006,4851188500000
dza,2007,5300063500000
dza,2008,6251907900000
dza,2009,4614740200000
dza,2010,5810239800000
dza,2011,7025128000000
dza,2012,7705134199999.99805
dza,2013,7692428300000
dza,2014,7598952600000
dza,2015,6255420800000
dza,2016,6409836700000
dza,2017,7264841600000
dza,2018,8305800000000
dza,2019,7853400000000
dza,2020,6176400000000
dza,2021,8434600000000
dza,2022,12446800000000
ecu,1960,431119281.2
ecu,1961,393189809.6
ecu,1962,367776605.4
ecu,1963,441348408
ecu,1964,522894762.4
ecu,1965,550048000
ecu,1966,528213000
ecu,1967,535480000
ecu,1968,399573000
ecu,1969,587439000
ecu,1970,457527000
ecu,1971,448424000
ecu,1972,640438000
ecu,1973,845812000
ecu,1974,1882719000
ecu,1975,1337834000
ecu,1976,1736918000
ecu,1977,2496626000
ecu,1978,2713618000
ecu,1979,3190975000
ecu,1980,4404952000
ecu,1981,5482075000
ecu,1982,3718095000
ecu,1983,3584736000
ecu,1984,3461410000
ecu,1985,3873330000
ecu,1986,3324186000
ecu,1987,2565990000
ecu,1988,2799528000
ecu,1989,3129913000
ecu,1990,3808882000
ecu,1991,4108827000
ecu,1992,4725840000
ecu,1993,3403080000
ecu,1994,4100988000
ecu,1995,4026309000
ecu,1996,4757508000
ecu,1997,5168421000
ecu,1998,4582388000
ecu,1999,4551948000
ecu,2000,4775493000
ecu,2001,4416442000
ecu,2002,4941987000
ecu,2003,5690255000
ecu,2004,6821587000
ecu,2005,8622524000
ecu,2006,10959251000
ecu,2007,12232290000
ecu,2008,16464584000
ecu,2009,15025126000
ecu,2010,16362195000
ecu,2011,20528343000
ecu,2012,23189520000
ecu,2013,24864494000
ecu,2014,27171080000
ecu,2015,23971343000
ecu,2016,25451410000
ecu,2017,26620657000
ecu,2018,27530498000
ecu,2019,28027995000
ecu,2020,24213405000
ecu,2021,24778459000
ecu,2022,26342670000
egy,1960,197400000
egy,1961,218700000
egy,1962,218700000
egy,1963,230100000
egy,1964,264700000
egy,1965,314400000
egy,1966,299400000
egy,1967,298600000
egy,1968,186600000
egy,1969,206600000
egy,1970,354600000
egy,1971,281000000
egy,1972,237000000
egy,1973,342600000
egy,1974,353500000
egy,1975,454600000
egy,1976,729300000
egy,1977,1166800000
egy,1978,1423200000
egy,1979,1981500000
egy,1980,2365365966
egy,1981,3204400000
egy,1982,4386900000
egy,1983,5200000000
egy,1984,6000000000
egy,1985,7500000000
egy,1986,9300000000
egy,1987,8200000000
egy,1988,9400000000
egy,1989,13199999500
egy,1990,15999999500
egy,1991,17800000000
egy,1992,23600000000
egy,1993,24200000000
egy,1994,26500000000
egy,1995,30600000000
egy,1996,29100000000
egy,1997,30600000000
egy,1998,34500000000
egy,1999,41100000000
egy,2000,44000000000
egy,2001,48100000000
egy,2002,51700000000
egy,2003,59700000000
egy,2004,75600000000
egy,2005,84600000000
egy,2006,105700000000
egy,2007,121200000000
egy,2008,150400000000
egy,2009,130800000000
egy,2010,172100000000
egy,2011,178000000000
egy,2012,135800000000
egy,2013,146500000000
egy,2014,111000000000
egy,2015,142000000000
egy,2016,148600000000
egy,2017,158700000000
egy,2018,409100000000
egy,2019,683700000000
egy,2020,542300000000
egy,2021,428900000000
egy,2022,800700000000
eri,1992,-562400000
eri,1993,-597400000
eri,1994,-981900000
eri,1995,-1415100000
