geo,time,gc_lbl_totl_cn
jpn,1997,34247499999999.99609
jpn,1998,35259800000000
jpn,1999,56630600000000
jpn,2000,43764200000000
jpn,2001,29083900000000.00781
jpn,2002,36177600000000
jpn,2003,69666200000000.01562
jpn,2004,34540200000000
jpn,2005,20212300000000
jpn,2006,2495700000000
jpn,2007,15749200000000
jpn,2008,17208600000000.00195
jpn,2009,47342200000000
jpn,2010,32742899999999.99609
jpn,2011,53599100000000.00781
jpn,2012,31503299999999.99219
jpn,2013,33433399999999.99609
jpn,2014,35309200000000
jpn,2015,13088999999999.99805
jpn,2016,22188399999999.99609
jpn,2017,17055500000000
jpn,2018,18345100000000
kaz,1997,60980999999.99999
kaz,1998,69563000000.00002
kaz,1999,69696999999.99998
kaz,2000,14615293000
kaz,2001,12835973000
kaz,2002,-14423872000
kaz,2003,58411900000
kaz,2004,14839814000
kaz,2010,556580020606.79993
kaz,2011,393433885561.18988
kaz,2012,789834228280.97998
kaz,2013,651892525598.59985
kaz,2014,905403327079.92993
kaz,2015,1090364023970.74036
kaz,2016,986782175409.40002
kaz,2017,1931580346155.32983
kaz,2018,691559457771.8501
ken,2014,331590044948.02795
ken,2015,599382249632.33801
ken,2016,697527513480.00195
ken,2017,900859689273.64893
ken,2018,990075404063.00037
kgz,2014,20789794000
kgz,2015,17118200000
kgz,2016,23315800000
kgz,2017,20517300000
kgz,2018,6629400000
khm,2002,565829403086
khm,2003,746651353322.7699
khm,2004,451680976613.96002
khm,2005,137329235981.42
khm,2006,541174441024.62006
khm,2007,1578322000000
khm,2008,1176877244208.73999
khm,2009,1083679447050.19983
khm,2010,1511602691309.07031
khm,2011,2061323838452.89941
khm,2012,463384999999.99994
khm,2013,1763557900000
khm,2014,2461888544647.08984
khm,2015,2248577640199.6001
khm,2016,1888898570074.1604
khm,2017,1768262580498.51001
khm,2018,1876835931479.72021
kir,2011,1999116.29
kir,2012,-702767.3031
kir,2013,-19666818.06
kir,2014,-9912570.4949
kir,2015,-1082514
kir,2016,-1612506.44
kir,2017,-2037258.72
kna,2000,126500000
kna,2001,139900000
kna,2002,66962087
kna,2003,56739474
kna,2004,170194577
kna,2005,231381251
kna,2006,54882043
kna,2007,39149124
kna,2008,-5992433.9
kna,2009,68595374.8
kna,2010,41757783.6
kor,1972,157000000000
kor,1973,74000000000
kor,1974,179000000000
kor,1975,265000000000
kor,1976,369000000000
kor,1977,390000000000
kor,1978,574000000000
kor,1979,594000000000
kor,1980,655000000000.00012
kor,1981,1879000000000
kor,1982,1850000000000
kor,1983,1009000000000
kor,1984,1028000000000
kor,1985,636000000000
kor,1986,313000000000
kor,1987,813000000000
kor,1988,-21000000000
kor,1989,12000000000
kor,1990,610000000000
kor,1991,1364000000000
kor,1992,429000000000
kor,1993,-488999999999.99994
kor,1994,1001999999999.99988
kor,1995,-1634000000000
kor,1996,-304000000000
kor,1997,5674000000000
kor,1998,17447324000000.00391
kor,1999,15090356000000
kor,2000,-5923102000000
kor,2001,-14727769000000
kor,2002,-24499606000000
kor,2003,-27551072000000
kor,2004,-14889008999999.99805
kor,2005,-3665100000000.00049
kor,2006,-5525299999999.99902
kor,2007,-24128614000000
kor,2008,41511707999999.99219
kor,2009,57161147000000.01562
kor,2010,16054880000000.00195
kor,2011,15014940000000
kor,2012,35754900000000
kor,2013,55096400000000
kor,2014,44360277436474
kor,2015,47623540103315.60156
kor,2016,36501233910687
kor,2017,25036465692059.99219
kor,2018,20140766918176
lbn,1997,3438200000000
lbn,1998,4671980000000
lbn,1999,5894070000000
lbn,2000,5880399999999.99902
lbn,2001,4817100000000.00098
lbn,2002,3983900000000
lbn,2003,3618000000000
lbn,2004,3586400000000
lbn,2005,3766510000000.00049
lbn,2006,2597639000000.00049
lbn,2007,2452013000000
lbn,2008,7502300999999.99902
lbn,2009,6258815186000
lbn,2010,2696300000000
lbn,2011,2443079999999.99951
lbn,2012,6328719999999.99902
lbn,2013,8838030000000
lbn,2014,5350820000000.00098
lbn,2015,6118154399999.99902
lbn,2016,6809024999999.99805
lbr,2005,-2983263.07
lbr,2006,-1462000
lbr,2007,-2055413
lbr,2008,-1828568
lca,2000,2138277
lca,2001,83121039
lca,2002,225041392
lca,2003,231045569
lca,2004,23010003
lca,2005,139420961
lca,2006,150996944
lca,2007,112020071
lca,2008,47351144
lca,2009,14926525
lca,2010,-23242938
lka,1990,29857000000
lka,1991,39536000000
lka,1992,16988000000
lka,1993,28449000000
lka,1994,53472000000
lka,1995,55617000000
lka,1996,61408999999.99999
lka,1997,44027000000
lka,1998,76456000000
lka,1999,76736000000
lka,2000,120175000000
lka,2001,152429000000
lka,2002,112433000000
lka,2003,124995000000
lka,2004,157629000000
lka,2005,179035000000
lka,2006,212562000000
lka,2007,251431400000
lka,2008,297983000000
lka,2009,477531000000
lka,2010,460451000000
lka,2011,472289000000
lka,2012,484357000000
lka,2013,516090000000
lka,2014,604916114533.16699
lka,2015,833906447021.39001
lka,2016,631942263185.41016
lka,2017,752368379144.54004
lka,2018,806712096769.84998
lso,1987,160540000
lso,1988,181235000
lso,1989,103368000
lso,1991,68137217.2651
lso,1992,-180684442.11158
lso,1993,343213375.03728
lso,1994,-71183126.02185
lso,1995,234172324.49503
lso,1996,139248284.30742
lso,1997,138414788.56353
lso,1998,314470280.49789
lso,1999,638578648.50623
lso,2000,-408607452.92785
lso,2001,340137471.6
lso,2002,-213047320.1
lso,2003,137200000
lso,2004,-560500000
lso,2005,-18700000
lso,2006,111141500
lso,2007,22635500
lso,2008,197282500
lso,2009,18880570
lso,2010,237984406.47826
lso,2011,673269375.85304
lso,2012,400185072.4532
lso,2013,517307795.37566
lso,2014,1125718173.64984
lso,2015,360300000
lso,2016,264622450.078
lso,2017,926244903.92
lso,2018,78608582.8929
ltu,1993,221935820.20389
ltu,1994,220777340.12975
lux,1980,-65493469.24509
lux,1981,-38572232.45472
lux,1982,-20748688.02352
lux,1983,-5404078.84006
lux,1984,-27268287.72506
lux,1985,-96728053.36652
lux,1986,-162568573.54629
lux,1987,-178731231.36151
lux,1988,-193927104.43011
lux,1989,-212147278.50094
lux,1990,-229127984.9479
lux,1991,39489438.49638
lux,1994,-187283557.96618
mar,1990,6127000000
mar,1991,5823000000
mar,1992,5483000000
mar,1994,11279000000
mar,1995,13845000000
mar,1997,-1331000000
mar,1998,151000000
mar,1999,3059000000
mar,2002,3215000000
mar,2003,10770000000
mar,2004,4877000000
mar,2005,21052606000
mar,2006,5719014000
mar,2007,-122569000.00001
mar,2008,-4275418999.99994
mar,2009,14729422000
mar,2010,31623792999.9999
mar,2011,54080406000
mar,2017,35123840000
mar,2018,40679660000.00001
mda,1997,642400000
mda,1998,282200000
mda,1999,420300000
mda,2000,200600000
mda,2001,-223800000
mda,2004,177000000
mda,2005,10200000
mda,2006,-235400000
mda,2007,140200000
mda,2008,-296800000
mda,2009,3576800000
mda,2010,2334600000
mda,2011,426100000
mda,2012,1522800000
mda,2013,1242100000
mda,2014,1925000000
mda,2015,2270500000
mda,2016,4389100000
mda,2017,3421200000
mda,2018,1067800000
mdg,2003,346360199999.99994
mdg,2004,459884600000
mdg,2005,522800000000
mdg,2006,450000000000
mdg,2007,406869000000
mdg,2008,552802000000
mdg,2009,198325000000
mdg,2010,371658000000
mdg,2011,146554500000
mdg,2012,121763599999.99998
mdg,2013,-105962500000
mdg,2014,573383999999.99988
mdg,2015,787668000000
mdg,2016,504554376577.13788
mdg,2017,827215443003.08789
mdg,2018,786262379701.96411
mdv,1990,161400000
mdv,1991,237600000
mdv,1992,367300000
mdv,1993,413300000
mdv,1994,215500000
mdv,1995,302500000
mdv,1996,138600000
mdv,1997,77000000
mdv,1998,150800000
mdv,1999,284600000
mdv,2000,328000000
mdv,2001,390700000
mdv,2002,399500000
mdv,2003,283200000
mdv,2004,206000000
mdv,2005,1102900000
mdv,2006,851600000
mdv,2007,766120000
mdv,2008,2750000000
mdv,2009,5216000000
mex,2008,154827156349.08304
mex,2009,478333398137.40607
mex,2010,455162631372.40295
mex,2011,352976317704.75104
mex,2012,494764408734.68805
mex,2013,622584110535.16296
mex,2014,645177144282.44604
mex,2015,689108036898.43005
mex,2016,687497088510.13782
mex,2017,361882169894
mex,2018,619429902829.63208
mhl,2008,2390143
mhl,2009,1739741
mhl,2010,620581
mhl,2011,-14864890
mhl,2012,-4504348
mhl,2013,798119
mhl,2014,-3840701
mhl,2015,-2889682
mhl,2016,-1988545
mhl,2017,674859
mhl,2018,-5613000
mkd,2005,7585479090
mkd,2006,-13764848534.71
mkd,2007,-18934928066.5
mkd,2008,-1272000000
mkd,2009,11094000000
mkd,2010,7114000000
mkd,2011,18523000000
mkd,2012,29877000000
mkd,2013,19326209698
mkd,2014,38936588637.99999
mkd,2015,9986459881
mkd,2016,22634561548
mkd,2017,8080392411
mkd,2018,21918338176
mli,2000,35279872999.9999
mli,2001,71031600000
mli,2002,63455024221.0797
mli,2003,33064500000
mli,2004,70790000000
mli,2005,81940000000
mli,2007,104660000000
mli,2008,36692000000
mli,2009,864100000.00004
mli,2010,135809000000
mli,2011,173447000000
mli,2012,-129406000000.00002
mli,2013,154464000000
mli,2014,216260648999.99997
mli,2015,292699732805
mli,2016,240099999999.99997
mli,2017,101500000000
mli,2018,304480000000
mlt,1972,1467505.24109
mlt,1973,232937.33986
mlt,1974,-6266014.44212
mlt,1975,25972513.3939
mlt,1976,5637083.62451
mlt,1977,-2352667.13254
mlt,1978,2026554.85674
mlt,1980,15886326.57815
mlt,1981,4868390.40298
mlt,1982,3098066.62008
mlt,1983,23060796.6457
mlt,1984,3726997.43769
mlt,1985,-2632191.94037
mlt,1986,-11530398.32285
mlt,1987,63056137.89891
mlt,1988,53831819.24062
mlt,1989,16631726.06569
mlt,1990,336139487.63226
mlt,1991,201032574.92777
mlt,1992,139556216.65701
mlt,1993,152849868.71026
mlt,1994,193219163.10872
mlt,2004,521872816.21244
mlt,2005,396489634.28838
mlt,2006,-106866992.77894
mlt,2007,490687165.15257
mlt,2008,279679000
mlt,2009,373407000
mlt,2010,323293000
mlt,2011,414875000
mlt,2012,360153000
mlt,2013,355892000
mlt,2014,254954000
mlt,2015,204442000
mlt,2016,354083000
mlt,2017,-183900000
mlt,2018,68922000
mmr,2003,205900000000
mmr,2004,178495000000
mmr,2005,181600000000
mmr,2012,906202634000
mmr,2013,1448412436000
mmr,2014,671481955000.00012
mmr,2015,3706478378000
mmr,2016,2469720206000
mmr,2017,1281180432999.99976
mmr,2019,1375678451999.99976
mng,1992,3476000000
mng,1993,26470000000
mng,1994,8816000000
mng,1995,16120000000
mng,1996,47986000000
mng,1997,48914000000
mng,1998,64011000000.00001
mng,1999,107040000000
mng,2000,69228999999.99998
mng,2001,55018000000
mng,2002,66551221234.71529
mng,2003,65132712360.04
mng,2006,202671293208.60001
mng,2007,307661582769.99994
mng,2008,16789797766.04
mng,2009,833099643439.87012
mng,2010,23302872205
mng,2011,974232631643.04004
mng,2012,2833574766859.85986
mng,2013,1185610000000
mng,2014,708048096497.96204
mng,2015,1196382229802.67993
mng,2016,4707726600000
mng,2017,1775812768826.33008
mng,2018,-1214624765702.88989
moz,2010,20310063947.4705
moz,2011,17173511990
moz,2012,15425127000
moz,2013,34688723267.99999
moz,2016,43829779049.3416
moz,2017,51919598856.88
moz,2018,52106662000
mus,1973,106200000
mus,1974,229900000
mus,1975,290200000
mus,1976,184100000
mus,1977,497700000
mus,1978,679600000
mus,1979,852900000
mus,1980,873900000
mus,1981,1295900000
mus,1982,1528300000
mus,1983,961200000
mus,1984,579900000
mus,1985,605100000
mus,1986,410800000
mus,1987,146400000
mus,1988,672600000
mus,1989,1856800000
mus,1990,1440800000
mus,1991,1867600000
mus,1992,-3069400000
mus,1993,412100000
mus,1994,1624900000
mus,1995,1688000000
mus,1996,3917400000
mus,1997,3425900000
mus,1998,2736000000
mus,1999,21000000
mus,2000,3050000000
mus,2001,-1343000000
mus,2002,10448900000
mus,2003,12908800000
mus,2004,770300000
mus,2005,7769600000
mus,2006,8125300000
mus,2007,3215000000
mus,2008,4982300000
mus,2009,11941700000
mus,2010,5160800000
mus,2011,7927700000
mus,2012,8178400000
mus,2013,19500200000
mus,2014,18833200000
mus,2015,6191600000
mus,2016,31321300000
mus,2017,14756322673
mus,2018,-4069300000
mwi,2009,39838392246
mwi,2010,2772453213
mwi,2011,27374054275
mwi,2012,83610576030
mwi,2013,28774924942.6369
mwi,2014,137752117420.79901
mwi,2015,164292565768.79004
mwi,2016,324582271438.34998
mwi,2017,129344882996.21802
mwi,2018,323610175185.58295
mwi,2019,487690285296.86792
mys,2002,14096000000
mys,2003,19586000000
mys,2004,25771000000
mys,2005,9197000000
mys,2006,14695757000
mys,2007,21485830915.18
mys,2008,35179869000
mys,2009,50592602000
mys,2010,40119755000.00001
mys,2011,45619000000
mys,2012,43331000000
mys,2013,39304700000.00001
mys,2014,37201320000
mys,2015,39658000000
mys,2016,38693299999.99999
mys,2017,40408307648.88
mys,2018,54107184894.07001
nam,2000,456840000
nam,2001,1673539000
nam,2002,866460000
nam,2003,1788279000
nam,2004,852636000
nam,2005,575708000
nam,2006,-423518000
nam,2007,-553712000
nam,2008,830084874
nam,2009,-674197464
nam,2010,1745187005
nam,2011,6932150527
nam,2012,-436334564
nam,2013,3496566573.91
nam,2014,4669550329.06
nam,2017,12054377974.21
nam,2018,9916207124
ner,1976,10233000000
ner,1977,9248000000
ner,1978,14196000000
ner,1979,15286000000
ner,1980,29872000000
nld,1973,603527687.39988
nld,1974,957476255.95019
nld,1975,2554782616.58748
nld,1976,3348897994.74523
nld,1977,3639317333.04291
nld,1978,4070408538.32855
nld,1979,4837297103.52088
nld,1980,7773255101.62408
nld,1981,10051231786.3966
nld,1982,12932736158.569
nld,1983,13749540547.5312
nld,1984,13509037033.0034
nld,1985,11889041661.5616
nld,1986,5304690726.09372
nld,1987,5735781931.37936
nld,1988,10627532660.8311
nld,1989,9061990915.32007
nld,1990,10046693984.2357
nld,1991,9461317505.47939
nld,1992,8839638609.43591
nld,1993,6017125665.35524
nld,1994,-408402194.48112
nor,1972,3099000000
nor,1973,2609000000
nor,1974,2521000000
nor,1975,5174000000
nor,1976,9961000000
nor,1977,14954000000
nor,1978,16191000000
nor,1979,18880000000
nor,1980,4479000000
nor,1981,-3337000000
nor,1982,-9127000000
nor,1983,-917000000
nor,1984,14308000000
nor,1985,29493000000
nor,1986,47700000000
nor,1987,-29544000000
nor,1988,-1133000000
nor,1989,7120000000
nor,1990,-10905000000
nor,1991,-2954000000
nor,1992,36544000000
nor,1993,84572999999.99998
nor,1994,2386000000
nor,1996,-9726000000
nor,1997,-8159000000
nor,1998,-19418000000
nor,1999,37114000000
nor,2000,113673000000
nor,2001,-16113000000
nor,2002,143337999999.99997
nor,2003,127943000000
nor,2004,119853000000
nor,2005,21410000000
nor,2006,342734000000
nor,2007,64786000000
nor,2008,-212899000000
nor,2009,-216666000000
nor,2010,63747000000.00001
nor,2011,-347144999999.99994
nor,2012,64648000000
nor,2013,31736000000
nor,2014,-71655000000.00002
nor,2015,132852000000
nor,2016,93556000000
nor,2017,67262000000
nor,2018,111896000000
npl,1990,7013200000
npl,1997,8591000000
npl,1998,10523000000
npl,1999,11919000000
npl,2000,12100000000
npl,2001,13354000000
npl,2002,9264000000
npl,2003,3866900000
npl,2004,2442000000
npl,2005,4670900000
npl,2006,5783700000
npl,2007,11193600000
npl,2008,13089400000
npl,2009,30970400000
npl,2010,22705061000
npl,2011,23656100000
npl,2012,-9076191000
npl,2013,-35130171000
npl,2014,-3895368000
npl,2015,3496571410.05
npl,2016,56847135000
npl,2017,92189370000
nru,2014,-12665309.56
nru,2015,23432136.71
nru,2016,2212232.73
nru,2017,12014757.54
nru,2018,499994
nzl,2002,497228000
nzl,2003,2395567000
nzl,2004,-939940000
nzl,2005,1666700000
nzl,2008,3758000000
per,1995,4738100000
per,1996,3063700000
per,1997,2163400000
per,1998,2506900000
per,1999,2617200000
per,2000,4218000000
per,2001,5751500000
per,2002,10915120000
per,2003,4104160000
per,2004,4913880000
per,2005,1943294000
per,2006,65700000
per,2007,234200000
per,2008,-3545710689.203
per,2009,3070576928.91485
per,2010,-4802270762.41659
per,2011,1119482554.45474
per,2012,2429835707.3959
per,2013,-6004586839.04873
per,2014,-5342504876.7037
per,2015,7512089230.3207
per,2016,-6052074571.98798
per,2017,-11833800966.7129
per,2018,-8092187596.9305
phl,1990,19770000000
phl,1991,42995000000
phl,1992,106679000000
phl,1993,-9600000000
phl,1994,-62075000000.00001
phl,1995,-23405000000
phl,1996,24867000000
phl,1997,-34585000000
phl,1998,67070000000
phl,1999,72674000000
phl,2000,204073000000
phl,2001,173433999999.99997
phl,2002,277155000000
phl,2003,286210000000
phl,2004,276460000000.00006
phl,2005,182510000000.00003
phl,2006,116041000000
phl,2007,136913999999.99998
phl,2008,127387000000
phl,2009,241777000000
phl,2010,359815000000.00006
phl,2011,124153000000
phl,2012,594707000000.00012
phl,2013,231120000000
phl,2014,113656000000
phl,2015,123857000000
phl,2016,98985000000
phl,2017,606040000000.00012
phl,2018,505607999999.99994
plw,2008,-1475425
plw,2009,-1367723
plw,2010,8870095
plw,2011,-6306646
plw,2012,7974023
plw,2013,-7788048
plw,2014,894216
plw,2015,-5024641
plw,2016,17186890
plw,2017,4645700
plw,2018,11442348
png,1990,11110000
png,1991,88110000
png,1992,295290000
png,1993,407740000
png,1994,106820000
png,1995,47249000
png,1996,360123000
png,1997,154120000
png,1998,60050000
png,1999,508218000
png,2000,339580000
png,2001,427767000
png,2002,316793000
png,2014,3405000000
png,2015,2601787919
png,2016,3943800000
png,2017,1614274535.8
png,2018,3276995198.87559
pol,1994,5761000000
prt,1978,369110443.83037
prt,1979,565138017.37812
prt,1980,696820662.20409
prt,1981,915294141.1199
prt,1982,1044482796.46053
prt,1983,1184146207.63959
prt,1984,1590666493.75006
prt,1985,2891032611.40651
prt,1986,2446104887.2218
prt,1987,3028760686.74494
prt,1988,2919568839.09777
prt,1989,1688430881.5754
prt,1990,820023742.7799
prt,1991,4532576490.65752
prt,1992,2517432986.50253
prt,1993,4756037948.54401
prt,1994,4433814507.03804
pry,2005,-255100000000.00003
pry,2006,381800000000
pry,2007,343329186603
pry,2008,-793749886491
pry,2009,1039728039239.00012
pry,2010,389331330981
pry,2011,-339753816627.00006
pry,2012,1376101896525
pry,2013,3192030000000.00049
pry,2014,5340390924029.00098
pry,2015,2018797099561.99976
pry,2016,3656835815228
pry,2017,2272019533503
pry,2018,5781433015887.99902
rou,1990,380000
rou,1993,9387000
rou,1994,124848000
rus,1998,151449999999.99997
rus,1999,93694000000
rus,2000,-77320999999.99998
rus,2001,-260024000000
rus,2002,-658355000000.00012
rus,2003,-371484791700.00006
rus,2004,-228281442800
rus,2005,-837032300000.00012
rus,2006,-618900000000
rus,2007,-103600000000
rus,2008,183200000000
rus,2009,660199999999.99988
rus,2010,726700000000
rus,2011,960500000000
rus,2012,570200000000.00012
rus,2013,921600000000
rus,2014,1229360929412.62988
rus,2015,481063792859.93994
rus,2016,1170507000000
rus,2017,2985636000000
rus,2018,1009910000000
rwa,1973,756000000
rwa,1974,623000000
rwa,1975,1461000000
rwa,1976,1430000000
rwa,1977,1787000000
rwa,1978,801000000
rwa,1979,2177000000
rwa,1980,3997000000
rwa,1989,6076000000
rwa,2014,132845001267.91901
rwa,2015,276303323419.40308
rwa,2016,350098941580.68896
rwa,2017,388947174282.5061
rwa,2018,434075944125.64905
sau,2016,174320000000
sau,2017,126673000000
sau,2018,111977000000
sen,2015,326698511998.96606
sen,2016,626286154100.62805
sen,2017,632520379199.11792
sen,2018,930046591303.02893
sgp,1972,531000000
sgp,1973,716000000
sgp,1974,972000000
sgp,1975,1131000000
sgp,1976,1884000000
sgp,1977,1736000000
sgp,1978,1776000000
sgp,1979,1874000000
sgp,1980,2595000000
sgp,1981,3515000000
sgp,1982,3788000000
sgp,1983,4499000000
sgp,1984,3384000000
sgp,1985,3222000000
sgp,1986,1523000000
sgp,1987,5495000000
sgp,1988,2627000000
sgp,1989,4838000000
sgp,1990,8591000000
sgp,1991,7199000000
sgp,1992,7103000000
sgp,1993,7165000000
sgp,1994,3147000000
sgp,1995,12304000000
sgp,1996,10680000000
sgp,1997,10581000000
sgp,1998,26093000000
sgp,1999,14968000000
sgp,2000,12736000000
sgp,2001,11896000000
sgp,2002,10321000000
sgp,2003,12123000000
sgp,2004,16781000000
sgp,2005,11933000000
sgp,2006,8962000000
sgp,2007,32955000000
sgp,2008,20422000000
sgp,2009,36283000000
sgp,2010,31330700000
sgp,2011,36461000000
sgp,2012,29456700000
sgp,2013,-14898700000
sgp,2014,14651700000
sgp,2015,40114800000
sgp,2016,43201323953.56991
sgp,2017,37527699999.99999
sgp,2018,44821993366.83
slb,2011,2510136.36
slb,2012,-20816821.9
slb,2013,-82516237.75128
slb,2014,-78456541.945
slb,2015,-175352465.37636
slb,2016,-56959632.4
slb,2017,230762199.19704
slb,2018,24179466.6
slb,2019,37482546.94
slv,1998,547910000
slv,1999,170700000
slv,2000,-136120000
slv,2001,740100000
slv,2002,1040300000
slv,2003,238800000
slv,2004,397700000
slv,2005,1097400000
slv,2006,741000000
slv,2007,-108400000
slv,2008,-329900000
slv,2009,1667100000
slv,2010,256800000
slv,2011,543139649.41
slv,2012,1357531012.91
slv,2013,-642100000
slv,2014,37483861.13
slv,2015,-247946452.65
slv,2016,-451457082.02
slv,2017,-203072971.91
slv,2018,-686600000
smr,1995,-100000000
smr,2002,-19284680.4
smr,2003,47045968.3
smr,2004,97207792.36
smr,2005,145870882.13
smr,2006,165641591.99
smr,2007,69314639.69
srb,2007,-29879900000
srb,2008,-23784400000
srb,2009,116674800000
srb,2010,100749895000.00002
srb,2011,181652038000
srb,2012,251761000000
svn,1993,21699215.4899
svn,1994,-8763144.71708
syc,1985,106700000
syc,1986,199400000
syc,1987,178800000
syc,1988,-43600000
syc,1989,196100000
syc,1993,168100000
syc,1994,301500000
syc,1995,-127100000
syc,1996,447000000
syc,1997,-303600000
syc,1998,737600000
syc,2000,483800000
syc,2005,-251349416
syc,2006,356400000
syc,2007,396463329
syc,2008,-112030728
syc,2009,-905967490.15
syc,2010,1733404216.57
syc,2011,-301571376.91
syc,2012,720938841.1
syc,2013,-312159578
syc,2014,805734453.99
syc,2015,346863290
syc,2016,542364256.35001
syc,2017,-173361067.94
syc,2018,-106163278.30398
tgo,2006,36838061699
tgo,2007,-11082042117.58
tgo,2008,34752000313.88999
tgo,2009,25379771207
tgo,2010,-12154361640
tgo,2011,54510000000
tgo,2012,120903843015.92598
tgo,2013,25718288303
tgo,2014,75679296649.22209
tgo,2015,164300182026.33298
tgo,2016,190832561693.71106
tgo,2017,-1852193646.17756
tgo,2018,26391998303.17711
tha,1972,6773000000
tha,1973,8651000000
tha,1974,3005000000
tha,1975,5749000000
tha,1976,13187000000
tha,1977,14606000000
tha,1978,18983000000
tha,1979,20724000000
tha,1980,24659000000
tha,1981,28533000000
tha,1982,53031000000
tha,1983,41148000000
tha,1984,35175000000
tha,1985,54941000000
tha,1986,50901000000
tha,1987,28190000000
tha,1988,-894000000
tha,1989,-19426000000
tha,1990,-26527000000
tha,1991,-64107000000.00001
tha,1992,-27697000000
tha,1993,-44083000000
tha,1994,-45187000000
tha,1995,-31292000000
tha,1996,-12058000000
tha,1997,4655000000
tha,1998,253713000000
tha,1999,436149000000
tha,2000,145841000000
tha,2001,173532800000
tha,2002,387778089999.99994
tha,2003,16767787815.45
tha,2004,206253100000.00003
tha,2005,35426688446.36
tha,2006,186056364201.40997
tha,2007,142703759999.99997
tha,2008,61467140000
tha,2009,473877889999.99994
tha,2010,252159000000
tha,2011,338778097784.99994
tha,2012,362709311000
tha,2013,239364056077.32004
tha,2014,157384621503.23495
tha,2015,94572396937.0274
tha,2016,312942260273.3501
tha,2017,353668429357.8399
tha,2018,398714247452.10388
tjk,2000,608000
tjk,2001,-1477000
tls,2014,3000000
tls,2016,31647852.32
tls,2017,32095674.75
tls,2018,40595095.3
ton,2013,4342501.09
ton,2014,-2527361.08
ton,2015,8136783
ton,2016,28026292
ton,2017,14845835.86
tto,2006,-1476400000
tto,2007,-422300000
tto,2008,-136300000
tto,2009,-179600000
tto,2010,-2124700000
tto,2011,3991800000
tto,2012,2808300000
tto,2013,-461900000
tto,2014,3488300000
tto,2015,945900000
tto,2016,10471600000
tto,2017,10471600000
tun,1972,43000000
tun,1973,23700000
tun,1974,10100000
tun,1975,29200000
tun,1976,47000000
tun,1977,149900000
tun,1978,137800000
tun,1979,162200000
tun,1980,135500000
tun,1981,153300000
tun,1982,236800000
tun,1984,263600000
tun,1985,337300000
tun,1986,479400000
tun,1987,402900000
tun,1988,326900000
tun,1989,411600000
tun,1990,585500000
tun,1991,622900000
tun,1992,461600000
tun,1993,523600000
tun,1994,357000000
tun,1995,647300000
tun,1996,869000000
tun,1997,802100000
tun,1998,122300000
tun,1999,439600000
tun,2000,109300000
tun,2001,1331700000
tun,2002,461200000
tun,2003,1030000000
tun,2004,538300000
tun,2005,237800000
tun,2006,-566700000
tun,2007,-302000000
tun,2008,-493700000
tun,2009,125100000
tun,2010,141300000
tun,2011,1314200000
tun,2012,1912900000
tur,1972,5100
tur,1973,5500
tur,1974,7400
tur,1975,7000
tur,1976,13300
tur,1977,52800
tur,1978,54600
tur,1979,136600
tur,1980,160800
tur,1986,1259200
tur,1988,4700000
tur,1989,7932000
tur,2008,18610412410.9255
tur,2009,58327841184.5931
tur,2010,30662797596.81971
tur,2011,27280373412.48579
tur,2012,19280153493.7084
tur,2013,14748888695.2015
tur,2014,17645021177.7272
tur,2015,26622010579.08929
tur,2016,63169437757.5863
tur,2017,107565875948.63803
tur,2018,110393474461.07903
tur,2019,214448209759.67801
tza,2009,2973382403000
tza,2010,2973382403000
tza,2011,3937811927000
tza,2012,2065358594000.00024
tza,2013,3630589019000.00049
tza,2014,3263100000000
tza,2015,5069836818000
tza,2016,3565790800931.40967
tza,2017,387651664779.35999
tza,2018,2091793748018.66992
uga,2015,2356091917526.4707
uga,2016,4110141516584.51904
uga,2017,3367848175658.85986
uga,2018,3682690059803.8999
ukr,1999,2644000000
ukr,2000,1939700000
ukr,2001,3224100000
ukr,2002,-1320000
ukr,2003,1953100000
ukr,2004,10641100000
ukr,2005,20218200000
ukr,2006,2576500000
ukr,2007,8901100000
ukr,2008,33249900000
ukr,2009,106500900000
ukr,2010,106574793099.99998
ukr,2011,58863400000
ukr,2012,48680730000
ukr,2013,81349713054
ukr,2014,202802500000
ukr,2015,109841800000
ukr,2016,170927299999.99997
ukr,2017,127670500000
ukr,2018,53220800000
ury,1972,7000
ury,1973,12000
ury,1974,201000
ury,1975,482000
ury,1976,558000
ury,1977,329000
ury,1978,490000
ury,1979,923000
ury,1980,1846000
ury,1981,1305000
ury,1982,9570000
ury,1983,5388000
ury,1984,28063000
ury,1985,35368000
ury,1986,25541000
ury,1987,375142000
ury,1988,285825000
ury,1989,222000000
ury,1990,220000000
ury,1991,63000000
ury,1992,615000000
ury,1993,-723000000
ury,1994,7911000000
ury,1999,879000000
ury,2001,-13110911555.7441
ury,2002,57449720808.4668
ury,2003,5476895913.30627
ury,2004,4853655759.59897
ury,2005,16637769373.593
ury,2006,-6534994482.66897
ury,2007,21697527614.6528
ury,2008,1238221022.67748
ury,2009,43927450478.6846
ury,2010,-9578272359.35691
ury,2011,37672830943.94379
ury,2012,27906115862.7166
ury,2013,15511608534
ury,2014,33661159823.9635
ury,2015,74066937706.40379
ury,2016,49544238090.405
ury,2017,43576907613.48209
ury,2018,26175520867.5629
usa,1972,20650000000
usa,1973,18000000000
usa,1974,2030000000
usa,1975,53090000000
usa,1976,82790000000
usa,1977,55830000000
usa,1978,61990000000
