geo,time,dt_nfl_pcbo_cd
gha,2009,1176369000
gha,2010,3481121000
gha,2011,1657648000
gha,2012,560318000
gha,2013,2154134000
gha,2014,-1115637000
gha,2015,1060338000
gha,2016,3290579000
gha,2017,-3507926000
gha,2018,820777000
gha,2019,-6442274000
gha,2020,3030460000
gha,2021,266746000
gha,2022,-330572000
gin,1978,31357000
gin,1980,46175000
gin,1981,21637000
gin,1982,22587000
gin,1983,21619000
gin,1984,6114000
gin,1988,19064000
gin,1989,-13180000
gin,1990,-18698000
gin,1997,-20148000
gin,1998,-10435000
gin,1999,-224000
gin,2000,-194000
gin,2004,2486000
gin,2005,7264000
gin,2007,-6912000
gin,2019,44220000
gin,2020,144541000
gin,2021,74338000
gin,2022,257145000
gmb,1979,2354000
gmb,1980,21328000
gmb,1981,7470000
gmb,1982,7092000
gmb,1983,2183000
gmb,1985,-129000
gmb,1986,-43000
gmb,1987,-2110000
gmb,1988,-670000
gmb,1990,-7484000
gmb,1991,-4546000
gmb,1992,-4464000
gmb,1993,-4295000
gmb,1994,-4318000
gmb,2000,-310000
gmb,2001,-300000
gmb,2004,-282000
gmb,2005,-283000
gmb,2008,1520000
gmb,2009,786000
gmb,2010,3179000
gmb,2011,-2242000
gmb,2012,5302000
gmb,2013,898000
gmb,2014,-851000
gmb,2015,-1802000
gmb,2016,5952000
gmb,2017,-1835000
gmb,2018,-3575000
gmb,2019,-2478000
gnb,1978,4383000
gnb,1980,17755000
gnb,1981,-1511000
gnb,1982,453000
gnb,1983,-403000
gnb,1984,2947000
grd,1982,4959000
grd,1984,-305000
grd,1985,-755000
grd,1986,535000
grd,1987,-658000
grd,1988,-892000
grd,1989,-752000
grd,1990,-171000
grd,1991,10953000
grd,1992,-412000
grd,1993,-1284000
grd,1994,-1486000
grd,1995,-1789000
grd,1996,-876000
grd,1997,-630000
grd,1998,372000
grd,1999,807000
grd,2000,27455000
grd,2001,-3701000
grd,2002,-3481000
grd,2003,4568000
grd,2004,-3990000
grd,2005,-359000
grd,2006,7275000
grd,2009,0
grd,2010,-4365000
grd,2011,-2910000
grd,2015,-1069000
grd,2017,-845000
grd,2018,-1180000
grd,2019,-395000
grd,2020,-139000
grd,2021,-142000
grd,2022,-134000
gtm,1970,22557000
gtm,1971,12814000
gtm,1972,2084000
gtm,1973,12536000
gtm,1974,7763000
gtm,1975,26658000
gtm,1976,21243000
gtm,1977,52880000
gtm,1978,68715000
gtm,1979,60580000
gtm,1980,-20091000
gtm,1981,110281000
gtm,1982,139354000
gtm,1983,144550000
gtm,1984,4922000
gtm,1985,18510000
gtm,1986,-60013000
gtm,1987,-56326000
gtm,1988,-29115000
gtm,1989,5219000
gtm,1990,-768000
gtm,1991,-3711000
gtm,1992,3952000
gtm,1993,25728000
gtm,1994,-42890000
gtm,1995,-33956000
gtm,1996,-50892000
gtm,1997,-33891000
gtm,1998,-23592000
gtm,1999,-25624000
gtm,2007,1124207000
gtm,2008,-99709000
gtm,2009,-631822000
gtm,2010,-91412000
gtm,2011,-259855000
gtm,2012,-708116000
gtm,2013,1326491000
gtm,2014,1300416000
gtm,2015,455636000
gtm,2016,147282000
gtm,2017,1262857000
gtm,2018,400296000
gtm,2019,-244016000
gtm,2020,-703813000
gtm,2021,-56391000
gtm,2022,-3011666000
guy,1970,-875000
guy,1973,11359000
guy,1974,2135000
guy,1975,56171000
guy,1976,38203000
guy,1977,20620000
guy,1978,-9854000
guy,1979,-5323000
guy,1980,4983000
guy,1981,-11136000
guy,1982,-4205000
guy,1983,-6942000
guy,1984,-5882000
guy,1985,-5191000
guy,1986,19714000
guy,1987,14127000
guy,1988,9524000
guy,1989,-1471000
guy,1990,-15506000
guy,1991,-12571000
guy,1992,-9356000
guy,1993,-5313000
guy,1994,-3732000
guy,1995,-10383000
guy,1996,1572000
guy,1997,-3788000
guy,1998,-4197000
guy,1999,-1735000
guy,2001,-942000
guy,2002,-1045000
guy,2003,-1145000
guy,2004,-774000
guy,2005,-613000
guy,2010,43000
guy,2013,0
guy,2014,185000000
guy,2015,-15000000
guy,2016,64484000
guy,2017,-9575000
guy,2018,-51397000
guy,2019,-51443000
guy,2020,-51492000
guy,2021,68394000
guy,2022,22405000
hnd,1972,10631000
hnd,1973,-8044000
hnd,1974,36603000
hnd,1975,11727000
hnd,1976,-72367000
hnd,1977,68771000
hnd,1978,51937000
hnd,1979,63312000
hnd,1980,130980000
hnd,1981,61270000
hnd,1982,915000
hnd,1983,5261000
hnd,1984,-28087000
hnd,1985,35595000
hnd,1986,14476000
hnd,1987,-40926000
hnd,1988,-11912000
hnd,1989,35132000
hnd,1990,31744000
hnd,1991,4509000
hnd,1992,-16463000
hnd,1993,-2523000
hnd,1994,13337000
hnd,1995,38479000
hnd,1996,105946000
hnd,1997,26690000
hnd,1998,155258000
hnd,1999,130202000
hnd,2000,20241000
hnd,2001,-69627000
hnd,2002,-43217000
hnd,2003,-63672000
hnd,2004,209985000
hnd,2005,60712000
hnd,2006,16262000
hnd,2007,68763000
hnd,2008,459000
hnd,2009,219721000
hnd,2010,60772000
hnd,2011,133113000
hnd,2012,83554000
hnd,2013,215260000
hnd,2014,55741000
hnd,2015,10560000
hnd,2016,-76390000
hnd,2017,85263000
hnd,2018,28076000
hnd,2019,74070000
hnd,2020,76888000
hnd,2021,36154000
hnd,2022,-64281000
hti,1977,2308000
hti,1978,-2154000
hti,1979,3909000
hti,1980,7378000
hti,1981,60132000
hti,1982,9460000
hti,1983,-5512000
hti,1984,-5252000
hti,1985,-3662000
hti,1986,-3200000
hti,1989,-1200000
hti,2008,50000000
hti,2013,674000
hti,2014,-4326000
hti,2019,-1400000
hti,2020,-1163000
hti,2021,1704000
hti,2022,-1822000
idn,1970,162415000
idn,1971,280003000
idn,1972,621825000
idn,1973,821927000
idn,1974,1097972000
idn,1975,1756452000
idn,1976,1321392000
idn,1977,611057000
idn,1978,43763000
idn,1979,46008000
idn,1980,776986000
idn,1981,1053268000
idn,1982,1096933000
idn,1983,2609096000
idn,1984,1252982000
idn,1985,200218000
idn,1986,267387000
idn,1987,413533000
idn,1988,230568000
idn,1989,265267000
idn,1990,1782408000
idn,1991,1600449000
idn,1992,2506246000
idn,1993,-3402009000
idn,1994,1492795000
idn,1995,71658000
idn,1996,3154318000
idn,1997,2891153000
idn,1998,-3126401000
idn,1999,-5553473000
idn,2000,-2977812000
idn,2001,-2773570000
idn,2002,-5869904000
idn,2003,-4815515000
idn,2004,-3450269000
idn,2005,-2613515000
idn,2006,2019553000
idn,2007,1199404000
idn,2008,3149288000
idn,2009,5850392000
idn,2010,3531376000
idn,2011,11312377000
idn,2012,11560693000
idn,2013,9424833000
idn,2014,17496334000
idn,2015,8797859000
idn,2016,-2423816000
idn,2017,11379968000
idn,2018,11284257000
idn,2019,3543795000
idn,2020,-1873445000
idn,2021,-5881143000
idn,2022,5122192000
ind,1970,-48444000
ind,1971,-19010000
ind,1972,-38383000
ind,1973,-97505000
ind,1974,7501000
ind,1975,78033000
ind,1976,-14428000
ind,1977,87288000
ind,1978,-9652000
ind,1979,13092000
ind,1980,789044000
ind,1981,828828000
ind,1982,1175039000
ind,1983,1311306000
ind,1984,1727843000
ind,1985,1954536000
ind,1986,2480229000
ind,1987,2716366000
ind,1988,5003925000
ind,1989,2201692000
ind,1990,1457250000
ind,1991,89264000
ind,1992,1767071000
ind,1993,2179887000
ind,1994,1455160000
ind,1995,956018000
ind,1996,35443000
ind,1997,-790440000
ind,1998,-938128000
ind,1999,-380798000
ind,2000,-1406986000
ind,2001,-1040930000
ind,2002,1246676000
ind,2003,7237986000
ind,2004,374473000
ind,2005,2812811000
ind,2006,13541431000
ind,2007,20668665000
ind,2008,10399396000
ind,2009,10650169000
ind,2010,8829215000
ind,2011,18179921000
ind,2012,22705299000
ind,2013,41810980000
ind,2014,19738104000
ind,2015,15424413000
ind,2016,-22211282000
ind,2017,3714862000
ind,2018,10898806000
ind,2019,20860696000
ind,2020,-2426280000
ind,2021,9086037000
ind,2022,-5590852000
irn,1980,-185641000
irn,1986,-131155000
irn,1987,-115730000
irn,1988,-90341000
irn,1989,-18886000
irn,1990,-29678000
irn,1991,349562000
irn,1993,1258878000
irn,1994,636513000
irn,1995,-32575000
irn,1996,-414420000
irn,1997,-296349000
irn,1998,104066000
irn,1999,134267000
irn,2000,401815000
irn,2001,1070348000
irn,2002,684992000
irn,2003,1029235000
irn,2004,664744000
irn,2005,661419000
irn,2006,-222377000
irn,2007,-869892000
irn,2008,-1319529000
irn,2009,-1460101000
irn,2010,-1080923000
irn,2011,-784709000
irn,2012,-253430000
irn,2013,-117602000
irn,2014,-233594000
irn,2015,-403119000
irn,2016,-1735411000
irn,2017,-176445000
irn,2018,-44652000
irn,2019,-140889000
irn,2020,-113426000
irn,2021,-168994000
irn,2022,-71414000
irq,2018,394118000
irq,2019,674449000
irq,2020,222323000
irq,2021,-500112000
irq,2022,-461039000
jam,1970,-340000
jam,1971,10277000
jam,1972,19680000
jam,1973,125086000
jam,1974,200126000
jam,1975,156134000
jam,1976,-401424000
jam,1977,44022000
jam,1978,-407350000
jam,1979,-28815000
jam,1980,-10265000
jam,1981,-42082000
jam,1982,52218000
jam,1983,90748000
jam,1984,44853000
jam,1985,46676000
jam,1986,-14229000
jam,1987,-2086000
jam,1988,-21684000
jam,1989,-10183000
jam,1990,-45988000
jam,1991,-62822000
jam,1992,-11456000
jam,1993,2430000
jam,1994,-58578000
jam,1995,16273000
jam,1996,-28093000
jam,1997,38264000
jam,1998,-17226000
jam,1999,-5006000
jam,2000,-42513000
jam,2001,-77429000
jam,2002,-7835000
jam,2003,32483000
jam,2004,51632000
jam,2005,14541000
jam,2006,34205000
jam,2007,-5123000
jam,2008,7738000
jam,2009,-26517000
jam,2010,144505000
jam,2011,-32394000
jam,2012,-41811000
jam,2013,-49261000
jam,2014,725848000
jam,2015,-83842000
jam,2016,-112529000
jam,2017,-111345000
jam,2018,1521494000
jam,2019,-635709000
jam,2020,175795000
jor,1973,-1018000
jor,1974,13151000
jor,1975,19091000
jor,1976,898000
jor,1977,104631000
jor,1978,78567000
jor,1979,50478000
jor,1980,-6165000
jor,1981,28671000
jor,1982,123817000
jor,1983,266917000
jor,1984,149694000
jor,1985,190152000
jor,1986,433776000
jor,1987,335079000
jor,1988,675163000
jor,1989,491298000
jor,1990,214301000
jor,1991,-42867000
jor,1992,-131408000
jor,1993,-126440000
jor,1994,-183518000
jor,1995,-200983000
jor,1996,-154383000
jor,1997,-122741000
jor,1998,-112985000
jor,1999,-59155000
jor,2000,-60350000
jor,2002,29969000
jor,2003,-44188000
jor,2004,-37309000
jor,2005,-13652000
jor,2006,20898000
jor,2007,41341000
jor,2008,16344000
jor,2009,1873000
jor,2010,115630000
jor,2011,113294000
jor,2012,255264000
jor,2013,281901000
jor,2014,254874000
jor,2015,234151000
jor,2016,226736000
jor,2017,154882000
jor,2018,600027000
jor,2019,531449000
jor,2020,276018000
jor,2021,108555000
jor,2022,-454888000
kaz,1995,240220000
kaz,1997,426702000
kaz,1998,744508000
kaz,1999,127261000
kaz,2000,523454000
kaz,2001,2132766000
kaz,2002,1570361000
kaz,2003,2793522000
kaz,2004,5068272000
kaz,2005,3565068000
kaz,2006,19558777000
kaz,2007,10954731000
kaz,2008,12075167000
kaz,2009,11958329000
kaz,2010,10223653000
ken,1970,29497000
ken,1971,3099000
ken,1972,38211000
ken,1973,108273000
ken,1974,146957000
ken,1975,35451000
ken,1976,69845000
ken,1977,-28792000
ken,1978,311706000
ken,1979,205361000
ken,1980,221873000
ken,1981,-31591000
ken,1982,-39600000
ken,1983,58738000
ken,1984,-123545000
ken,1985,8252000
ken,1986,29526000
ken,1987,153635000
ken,1988,164808000
ken,1989,161272000
ken,1990,64936000
ken,1991,273726000
ken,1992,19533000
ken,1993,-39804000
ken,1994,-281562000
ken,1995,-163407000
ken,1996,-194622000
ken,1997,-121592000
ken,1998,-29533000
ken,1999,-63052000
ken,2000,-77508000
ken,2001,-143962000
ken,2002,-52057000
ken,2003,110906000
ken,2004,-64188000
ken,2005,-55502000
ken,2006,-64658000
ken,2007,-11553000
ken,2008,-8601000
ken,2009,5125000
ken,2010,2503000
ken,2011,5296000
ken,2012,670998000
ken,2013,117402000
ken,2014,-447240000
ken,2015,1208841000
ken,2016,89735000
ken,2017,856057000
ken,2018,-26989000
ken,2019,-1068425000
ken,2020,210046000
ken,2021,-156321000
ken,2022,-141789000
kgz,1996,7000000
kgz,1997,23012000
kgz,2000,-60308000
kgz,2001,-78064000
kgz,2002,-7153000
kna,1984,0
kna,1985,0
kna,1986,0
kna,1987,0
kna,1988,0
kna,1989,2976000
kna,1990,-433000
kna,1991,1301000
kna,1992,362000
kna,1993,246000
kna,1994,2264000
kna,1995,-922000
kna,1996,-1225000
kna,1997,17433000
kna,1998,7478000
kna,1999,4649000
kna,2000,16554000
kna,2001,47950000
kna,2002,25294000
kna,2003,-4641000
kna,2004,-8769000
kna,2005,-15211000
kna,2006,-13588000
kna,2007,-13054000
kna,2008,-14862000
kna,2009,-11860000
kna,2010,-10494000
kos,2014,-21641000
kos,2015,13900000
kos,2016,71737000
kos,2017,94391000
kos,2018,12898000
kos,2019,99935000
kos,2020,161944000
kos,2021,205951000
kos,2022,201890000
lao,2005,293326000
lao,2006,265405000
lao,2007,775374000
lao,2010,40684000
lao,2011,28027000
lao,2012,76866000
lao,2013,-92585000
lao,2014,721204000
lao,2015,1114261000
lao,2016,971092000
lao,2017,440172000
lao,2018,149764000
lao,2019,2282465000
lao,2020,878987000
lao,2021,-1006182000
lao,2022,-651233000
lbn,1980,69814000
lbn,1981,52862000
lbn,1982,62212000
lbn,1983,-10284000
lbn,1984,-29351000
lbn,1985,-30022000
lbn,1994,-1784000
lbn,1995,333283000
lbn,1996,79420000
lbn,1997,106896000
lbn,1998,46547000
lbn,1999,82635000
lbn,2000,-299295000
lbn,2001,12313000
lbn,2002,-75616000
lbn,2003,-36268000
lbn,2004,-28870000
lbn,2005,-25752000
lbn,2006,-28353000
lbn,2007,274624000
lbn,2008,-10217000
lbn,2009,1639220000
lbn,2010,1675053000
lbn,2011,1660280000
lbn,2012,1633952000
lbn,2013,1739312000
lbn,2014,1847511000
lbn,2015,1862219000
lbn,2016,995778000
lbn,2017,1614480000
lbn,2018,5297352000
lbn,2019,-5452335000
lbn,2020,-10289671000
lbn,2021,-5467369000
lbn,2022,-2491647000
lbr,1977,34517000
lbr,1978,42572000
lbr,1979,54274000
lbr,1980,-423000
lbr,1981,-1025000
lbr,1982,-6454000
lbr,1983,7314000
lbr,1999,0
lbr,2000,0
lbr,2001,0
lbr,2002,0
lbr,2003,0
lbr,2004,0
lbr,2005,0
lbr,2006,0
lbr,2007,0
lca,1985,-13000
lca,1986,2805000
lca,1987,22000
lca,1988,-15000
lca,1989,-359000
lca,1990,-782000
lca,1991,-929000
lca,1992,-771000
lca,1993,-528000
lca,1994,-10000
lca,1995,-10000
lca,1996,-10000
lca,1997,-9000
lca,1998,273000
lca,1999,9709000
lca,2000,-775000
lca,2001,12000
lca,2002,-44000
lca,2003,-6047000
lca,2004,-51000
lca,2005,-13000
lca,2006,-14000
lca,2007,0
lca,2008,-3072000
lka,1970,-60000
lka,1971,4448000
lka,1972,-1189000
lka,1973,9869000
lka,1974,51564000
lka,1975,-10992000
lka,1976,11910000
lka,1977,-52649000
lka,1978,-29013000
lka,1979,10055000
lka,1980,86091000
lka,1981,182420000
lka,1982,221040000
lka,1983,58308000
lka,1984,82321000
lka,1985,43818000
lka,1986,9718000
lka,1987,-63326000
lka,1988,-93223000
lka,1989,-45084000
lka,1990,10452000
lka,1991,63065000
lka,1992,-36786000
lka,1993,-39573000
lka,1994,-15722000
lka,1995,101261000
lka,1996,64294000
lka,1997,158726000
lka,1998,185835000
lka,1999,-62820000
lka,2000,223205000
lka,2001,-80925000
lka,2002,-24393000
lka,2003,34350000
lka,2004,-56111000
lka,2005,186700000
lka,2006,201369000
lka,2007,332324000
lka,2008,216610000
lka,2009,221601000
lka,2010,49341000
lka,2011,341501000
lka,2012,3971910000
lka,2013,1384843000
lka,2014,-882492000
lka,2015,319612000
lka,2016,723391000
lka,2017,980196000
lka,2018,293685000
lka,2019,-379770000
lka,2020,244159000
lka,2021,619540000
lka,2022,334521000
lso,1980,2324000
lso,1981,5466000
lso,1982,2459000
lso,1983,9715000
lso,1984,-6895000
lso,1985,-5778000
lso,1986,-843000
lso,1987,11779000
lso,1988,10515000
lso,1989,1922000
lso,1990,2112000
lso,1991,9372000
lso,1992,-4853000
lso,1993,-2770000
lso,1994,-3643000
lso,1995,11815000
lso,1996,29879000
lso,1997,21745000
lso,1998,24900000
lso,1999,8596000
lso,2000,-4855000
lso,2001,-4893000
lso,2002,-8484000
lso,2003,-6758000
lso,2004,-9115000
lso,2005,-34209000
lso,2006,-8796000
lso,2007,-6162000
lso,2008,-4049000
lso,2009,-1528000
lso,2010,-1070000
lso,2011,-1151000
lso,2012,26037000
lso,2013,-5218000
lso,2014,-2439000
lso,2015,4527000
lso,2016,404609000
lso,2017,130889000
lso,2018,-9159000
lso,2019,87091000
lso,2020,37718000
lso,2021,-30690000
lso,2022,-9583000
mar,1975,868916000
mar,1976,522250000
mar,1977,1110071000
mar,1978,579642000
mar,1979,623200000
mar,1980,833493000
mar,1981,209123000
mar,1982,839835000
mar,1983,207425000
mar,1984,458399000
mar,1985,236607000
mar,1986,716649000
mar,1987,305276000
mar,1988,298549000
mar,1989,240503000
mar,1990,318291000
mar,1991,-111403000
mar,1992,49066000
mar,1993,28746000
mar,1994,145550000
mar,1995,158259000
mar,1996,-473634000
mar,1997,91881000
mar,1998,352255000
mar,1999,-173036000
mar,2000,331636000
mar,2001,91485000
mar,2002,-375580000
mar,2003,-330978000
mar,2004,-546292000
mar,2005,102729000
mar,2006,-808276000
mar,2007,-169349000
mar,2008,-64184000
mar,2009,-27396000
mar,2010,121299000
mar,2011,415968000
mar,2012,891863000
mar,2013,1045179000
mar,2014,1554454000
mar,2015,2620094000
mar,2016,885183000
mar,2017,484936000
mar,2018,842750000
mar,2019,1755949000
mar,2020,420236000
mar,2021,-266098000
mar,2022,-325390000
mda,1995,24235000
mda,1996,89904000
mda,1997,18374000
mda,1998,-19391000
mda,1999,23108000
mda,2001,28871000
mda,2003,26435000
mda,2004,64257000
mda,2005,90364000
mda,2006,144518000
mda,2007,362209000
mda,2009,-8692000
mda,2010,115028000
mda,2011,143826000
mda,2012,109267000
mda,2013,111892000
mda,2014,-120520000
mda,2015,-100893000
mda,2016,-53015000
mda,2017,212557000
mda,2018,127293000
mda,2019,93509000
mda,2020,79077000
mda,2021,15183000
mda,2022,51925000
mdg,1970,-769000
mdg,1971,1737000
mdg,1972,5966000
mdg,1973,170000
mdg,1974,-939000
mdg,1975,-940000
mdg,1976,1827000
mdg,1977,21662000
mdg,1978,18690000
mdg,1979,166244000
mdg,1980,139735000
mdg,1981,63163000
mdg,1982,48103000
mdg,1983,74246000
mdg,1984,3273000
mdg,1985,588000
mdg,1986,-49712000
mdg,1987,-15254000
mdg,1988,-14637000
mdg,1989,-16909000
mdg,1990,-15001000
mdg,1991,-10809000
mdg,1992,-8358000
mdg,1993,-8007000
mdg,1994,-4926000
mdg,1995,-4061000
mdg,1996,-4825000
mdg,1997,-1360000
mdg,1998,-753000
mdg,1999,-747000
mdg,2000,-421000
mdg,2001,-1954000
mdg,2002,-44000
mdg,2004,-1088000
mdg,2005,-1016000
mdg,2006,-3198000
mdg,2007,-428000
mdg,2008,-565000
mdg,2010,-1212000
mdg,2011,-922000
mdg,2012,-2327000
mdg,2013,19362000
mdg,2015,61456000
mdg,2016,-15385000
mdg,2017,68252000
mdg,2018,97634000
mdg,2019,8640000
mdg,2020,-9892000
mdg,2021,-33556000
mdg,2022,-25204000
mdv,1983,3001000
mdv,1984,4950000
mdv,1985,-2604000
mdv,1986,1631000
mdv,1987,-1152000
mdv,1988,-1957000
mdv,1989,-3480000
mdv,1990,1139000
mdv,1991,-737000
mdv,1992,2971000
mdv,1993,1891000
mdv,1994,-410000
mdv,1995,1553000
mdv,1996,2344000
mdv,1997,6006000
mdv,1998,10647000
mdv,1999,4321000
mdv,2000,22000
mdv,2001,489000
mdv,2002,12067000
mdv,2003,-3894000
mdv,2004,-4286000
mdv,2005,7328000
mdv,2006,17386000
mdv,2007,19320000
mdv,2008,49663000
mdv,2009,6221000
mdv,2010,29592000
mdv,2011,14450000
mdv,2012,29979000
mdv,2013,-57468000
mdv,2014,147885000
mdv,2015,-33952000
mdv,2016,-47243000
mdv,2017,23917000
mdv,2018,272496000
mdv,2019,90224000
mdv,2020,336558000
mdv,2021,-1013000
mdv,2022,98029000
mex,1970,232219000
mex,1971,355456000
mex,1972,454310000
mex,1973,1540514000
mex,1974,2384006000
mex,1975,3222868000
mex,1976,3901545000
mex,1977,3327604000
mex,1978,3655350000
mex,1979,3813942000
mex,1980,5913309000
mex,1981,10191215000
mex,1982,5355858000
mex,1983,3067992000
mex,1984,1241362000
mex,1985,-354607000
mex,1986,-371953000
mex,1987,3639592000
mex,1988,-1357824000
mex,1989,-2136749000
mex,1990,4377307000
mex,1991,983391000
mex,1992,293120000
mex,1993,-6370371000
mex,1994,-2278109000
mex,1995,1405490000
mex,1996,831958000
mex,1997,4520518000
mex,1998,20905982000
mex,1999,15616018000
mex,2000,3672850000
mex,2001,17409281000
mex,2002,-1932373000
mex,2003,3058482000
mex,2004,6188270000
mex,2005,144167000
mex,2006,6520226000
mex,2007,7290286000
mex,2008,-1484956000
mex,2009,-2515206000
mex,2010,8250130000
mex,2011,-3849193000
mex,2012,10265261000
mex,2013,21553820000
mex,2014,2806646000
mex,2015,1250487000
mex,2016,9539385000
mex,2017,8994430000
mex,2018,9503399000
mex,2019,-5236757000
mex,2020,-6141881000
mex,2021,655484000
mex,2022,1018756000
mkd,1993,-302000
mkd,1994,-14992000
mkd,1995,377000
mkd,1996,127000
mkd,1997,-7146000
mkd,1998,71313000
mkd,1999,17000000
mkd,2000,4546000
mkd,2001,47884000
mkd,2002,34791000
mkd,2003,-5641000
mkd,2004,26165000
mkd,2005,-78121000
mkd,2006,-33411000
mkd,2007,199733000
mkd,2008,432397000
mkd,2009,371038000
mkd,2010,52799000
mkd,2011,177225000
mkd,2012,108226000
mkd,2013,447318000
mkd,2014,-80675000
mkd,2015,137480000
mkd,2016,166009000
mkd,2017,352270000
mkd,2018,-159823000
mkd,2019,102411000
mkd,2020,58933000
mkd,2021,132757000
mkd,2022,424993000
mli,1978,7457000
mli,1979,790000
mli,1980,7939000
mli,1981,1413000
mli,1982,3456000
mli,1983,22678000
mli,1984,1538000
mli,1985,-2268000
mli,1986,129000
mli,1987,-6505000
mli,1988,-2351000
mli,1989,-1007000
mli,1990,-1168000
mli,1993,-651000
mli,2004,1803000
mli,2005,3169000
mli,2006,1474000
mli,2007,-1012000
mli,2008,-1073000
mli,2009,1499000
mli,2010,-1126000
mli,2011,-1288000
mli,2012,-474000
mli,2013,-1036000
mli,2014,-886000
mli,2015,-583000
mli,2016,-334000
mli,2017,-242000
mli,2018,-15000
mli,2019,-140000
mmr,1978,85355000
mmr,1979,94679000
mmr,1980,29784000
mmr,1981,94060000
mmr,1982,57229000
mmr,1983,16449000
mmr,1984,-11901000
mmr,1985,-52396000
mmr,1986,-49408000
mmr,1987,2530000
mmr,1988,-29889000
mmr,1989,-63973000
mmr,1990,-7811000
mmr,1991,-2260000
mmr,1992,-777000
mmr,1993,33117000
mmr,1994,-4467000
mmr,1995,38598000
mmr,1996,22092000
mmr,1997,533457000
mmr,1998,88643000
mmr,1999,-6510000
mmr,2000,-2792000
mmr,2001,-1681000
mmr,2002,-2955000
mmr,2003,-2980000
mmr,2004,-2539000
mmr,2005,-2635000
mmr,2006,1637000
mmr,2007,4387000
mmr,2008,1282000
mmr,2009,36594000
mmr,2010,303451000
mmr,2011,541102000
mmr,2012,612867000
mmr,2013,508785000
mmr,2014,940903000
mmr,2015,195356000
mmr,2016,-99843000
mmr,2017,-148576000
mmr,2018,-228136000
mmr,2019,-169460000
mmr,2020,-133451000
mmr,2021,-111996000
mmr,2022,-25647000
mne,2006,15656000
mne,2007,7374000
mne,2008,4134000
mne,2009,186315000
mne,2010,348573000
mne,2011,315098000
mne,2012,389921000
mne,2013,227453000
mne,2014,117651000
mne,2015,40276000
mne,2016,323245000
mne,2017,-113989000
mne,2018,-281019000
mne,2019,-59218000
mne,2020,760378000
mne,2021,400898000
mne,2022,-182837000
mng,1992,18747000
mng,1994,-24043000
mng,1995,-13687000
mng,1996,-18989000
mng,1997,-16197000
mng,1998,-14909000
mng,1999,-2789000
mng,2000,-2542000
mng,2014,1053990000
mng,2015,343284000
mng,2016,3301807000
mng,2017,-554650000
mng,2018,732192000
mng,2019,763400000
mng,2020,835043000
mng,2021,1181160000
mng,2022,1825281000
moz,1984,200620000
moz,1985,53271000
moz,1986,46673000
moz,1987,50083000
moz,1988,-4261000
moz,1989,13802000
moz,1990,25005000
moz,1991,-15972000
moz,1992,-2489000
moz,1993,-2173000
moz,1994,-1598000
moz,1996,-6108000
moz,1997,1411000
moz,1999,-10442000
moz,2000,-30674000
moz,2007,476766000
moz,2008,201282000
moz,2009,873676000
moz,2010,3461738000
moz,2011,2038906000
moz,2012,5623944000
moz,2013,7580879000
moz,2014,5086644000
moz,2015,2580803000
moz,2016,4928026000
moz,2017,1693455000
moz,2018,3429929000
moz,2019,3627644000
moz,2020,3587376000
moz,2021,3789065000
moz,2022,2861780000
mrt,1973,16158000
mrt,1974,1605000
mrt,1975,8036000
mrt,1976,1619000
mrt,1977,15395000
mrt,1978,19595000
mrt,1979,-34054000
mrt,1980,237000
mrt,1981,-24924000
mrt,1982,7053000
mrt,1983,21911000
mrt,1984,19613000
mrt,1985,2123000
mrt,1986,3397000
mrt,1987,-6358000
mrt,1989,-5051000
mrt,2001,-828000
mrt,2002,3691000
mrt,2003,3388000
mrt,2004,211000
mrt,2005,14084000
mrt,2006,-1711000
mrt,2007,-1496000
mrt,2008,-6475000
mrt,2009,-1347000
mrt,2010,-11198000
mrt,2011,-1178000
mus,1970,-705000
mus,1971,-1988000
mus,1978,44018000
mus,1979,57308000
mus,1980,47257000
mus,1981,-5539000
mus,1982,17505000
mus,1983,-45615000
mus,1984,4814000
mus,1985,-18955000
mus,1986,-4721000
mus,1987,20111000
mus,1988,52596000
mus,1989,35215000
mus,1990,44448000
mus,1991,30158000
mus,1992,19932000
mus,1993,13308000
mus,1994,104812000
mus,1995,125927000
mus,1996,40523000
mus,1997,59822000
mus,1998,-89959000
mus,1999,43056000
mus,2000,-110733000
mus,2001,-33479000
mus,2002,1030423000
mus,2003,1139284000
mus,2004,115718000
mus,2005,404920000
mus,2006,-62852000
mus,2007,2094543000
mus,2008,844631000
mus,2009,-781984000
mus,2010,200992000
mus,2011,1646164000
mus,2012,-657571000
mus,2013,1340858000
mus,2014,-2156201000
mus,2015,-1769895000
mus,2016,352879000
mus,2017,-317898000
mus,2018,1076977000
mus,2019,153827000
mus,2020,-968329000
mus,2021,579392000
mus,2022,1549108000
mwi,1970,2583000
mwi,1971,-155000
mwi,1972,4883000
mwi,1973,4810000
mwi,1974,2984000
mwi,1975,9715000
mwi,1976,20573000
mwi,1977,32737000
mwi,1978,51810000
mwi,1979,32936000
mwi,1980,21043000
mwi,1981,4751000
mwi,1982,-15574000
mwi,1983,-13879000
mwi,1984,-18175000
mwi,1985,-28878000
mwi,1986,-31464000
mwi,1987,-10606000
mwi,1992,-1819000
mwi,1993,-12020000
mwi,1994,-3392000
mwi,1995,-22843000
mwi,2004,-2000000
mwi,2005,-2531000
mwi,2006,-1534000
mwi,2007,-1025000
mwi,2014,-3077000
mwi,2015,-1928000
ner,1976,-2347000
