geo,time,nv_agr_totl_kd_zg
cmr,1988,-12.6612
cmr,1989,7.1141
cmr,1990,-1
cmr,1991,-4
cmr,1992,6.00001
cmr,1993,12.40749
cmr,1994,5.7575
cmr,1995,0.09859
cmr,1996,5.42312
cmr,1997,2.76229
cmr,1998,5.23773
cmr,1999,5.70071
cmr,2000,4.64642
cmr,2001,6.25214
cmr,2002,3.00549
cmr,2003,-2.24892
cmr,2004,7.91672
cmr,2005,1.51165
cmr,2006,-0.691
cmr,2007,4.5483
cmr,2008,3.91309
cmr,2009,0.79269
cmr,2010,5.72143
cmr,2011,2.60831
cmr,2012,3.65995
cmr,2013,7.02406
cmr,2014,6.18608
cmr,2015,5.29015
cmr,2016,5.0372
cmr,2017,3.21327
cmr,2018,5.07436
cmr,2019,2.76124
cod,1969,0.49255
cod,1970,-13.46024
cod,1971,2.70751
cod,1972,1.53273
cod,1973,3.80497
cod,1974,1.97694
cod,1975,-1.48312
cod,1976,5.32829
cod,1977,-3.29901
cod,1978,0.1706
cod,1979,3.06512
cod,1980,2.80774
cod,1981,2.00373
cod,1982,3.20081
cod,1983,2.11739
cod,1984,2.62395
cod,1985,2.75928
cod,1986,2.35644
cod,1987,2.03373
cod,1988,2.92351
cod,1989,2.80156
cod,1990,2.61166
cod,1991,2.80339
cod,1992,3.12163
cod,1993,1.87892
cod,1994,-0.81967
cod,1995,11.60469
cod,1996,2.1
cod,1997,-2.72034
cod,1998,-1.45414
cod,1999,2.3
cod,2000,-11.69982
cod,2001,-1.50682
cod,2002,-3.63445
cod,2003,0.66359
cod,2004,1.61048
cod,2005,0.48165
cod,2006,5.63779
cod,2007,2.76346
cod,2008,2.77252
cod,2009,2.78143
cod,2010,3.61442
cod,2011,3.57196
cod,2012,3.4531
cod,2013,4.2458
cod,2014,4.73978
cod,2015,4.65686
cod,2016,3.26006
cod,2017,1.61042
cod,2018,1.57381
cod,2019,3.14377
cog,1961,-3.57139
cog,1962,0.6017
cog,1963,0.69891
cog,1964,4.36726
cog,1965,-9.81623
cog,1966,8.2805
cog,1967,6.47053
cog,1968,4.41967
cog,1969,-3.17455
cog,1970,8.74315
cog,1971,3.5178
cog,1972,3.88333
cog,1973,3.73848
cog,1974,3.60342
cog,1975,3.47838
cog,1976,-4.62178
cog,1977,3.96452
cog,1978,-0.42367
cog,1979,6.38302
cog,1980,7.59741
cog,1981,4.39563
cog,1982,4.99997
cog,1983,4.5113
cog,1984,-1.67866
cog,1985,0.73171
cog,1986,0.81114
cog,1987,9.81626
cog,1988,6.64013
cog,1989,3.77784
cog,1990,1.58103
cog,1991,-9.51092
cog,1992,6.65882
cog,1993,-9.73902
cog,1994,-3.18654
cog,1995,6.47015
cog,1996,0.54
cog,1997,0.79097
cog,1998,1.68163
cog,1999,-6.47878
cog,2000,4.36321
cog,2001,8.0226
cog,2002,8.57741
cog,2003,6.26204
cog,2004,4.80508
cog,2005,4.41176
cog,2006,1.39232
cog,2007,-1.36714
cog,2008,7.22485
cog,2009,0.52599
cog,2010,3.87465
cog,2011,4.98217
cog,2012,15.81926
cog,2013,3.68101
cog,2014,-0.24786
cog,2015,-3.14867
cog,2016,-0.02847
cog,2017,8.89275
cog,2018,-1.56375
cog,2019,2.22487
col,1966,2.78926
col,1967,7.08753
col,1968,6.28379
col,1969,3.54462
col,1970,3.43257
col,1971,0.8165
col,1972,7.81622
col,1973,2.36456
col,1974,5.54754
col,1975,5.78178
col,1976,3.05273
col,1977,3.26815
col,1978,8.11525
col,1979,4.84479
col,1980,2.21366
col,1981,3.20247
col,1982,-1.89386
col,1983,2.80871
col,1984,1.75448
col,1985,1.64669
col,1986,3.37547
col,1987,6.38442
col,1988,2.76917
col,1989,4.29874
col,1990,5.82606
col,1991,3.46168
col,1992,1.25878
col,1993,1.7093
col,1994,2.53997
col,1995,3.73302
col,1996,-1.23527
col,1997,0.6501
col,1998,0.03879
col,1999,-0.0476
col,2000,3.84937
col,2001,1.76764
col,2002,4.55078
col,2003,3.09009
col,2004,2.97732
col,2005,2.8137
col,2006,2.13142
col,2007,3.93109
col,2008,-0.80519
col,2009,-0.233
col,2010,0.30385
col,2011,1.91022
col,2012,2.50332
col,2013,7.45357
col,2014,2.91067
col,2015,4.29996
col,2016,2.73668
col,2017,5.57634
col,2018,2.38323
col,2019,1.88439
com,1981,3.86636
com,1982,6.38227
com,1983,4.82193
com,1984,4.1088
com,1985,2.28159
com,1986,1.86605
com,1987,1.63827
com,1988,2.68823
com,1989,-3.18133
com,1990,5.09145
com,1991,-5.39513
com,1992,8.53149
com,1993,3.00497
com,1994,-5.27685
com,1995,3.6103
com,1996,-1.29074
com,1997,4.03028
com,1998,1.28278
com,1999,1.92289
com,2000,10.84921
com,2001,2.33227
com,2002,2.32459
com,2003,2.1048
com,2004,1.91897
com,2005,2.83784
com,2006,2.64754
com,2007,1.39015
com,2008,2.20051
com,2009,4.99953
com,2010,2.6996
com,2011,2.09984
com,2012,-1.49897
com,2013,5.2995
com,2014,-1.10021
com,2015,-0.53842
com,2016,1.89571
com,2017,3.78601
com,2018,2.71874
com,2019,0.05328
cpv,1981,-6.7227
cpv,1982,-19.77984
cpv,1983,-5.34231
cpv,1984,3.25665
cpv,1985,26.51003
cpv,1986,7.08621
cpv,1987,33.34825
cpv,1988,7.94384
cpv,1989,-2.78665
cpv,1990,-11.44929
cpv,1991,-7.10111
cpv,1992,-4.7206
cpv,1993,28.06945
cpv,1994,11.19805
cpv,1995,23.53717
cpv,1996,1.89345
cpv,1997,4.71616
cpv,1998,3.89113
cpv,1999,43.77522
cpv,2000,9.58512
cpv,2001,-8.27089
cpv,2002,-3.29127
cpv,2003,1.98133
cpv,2004,6.06955
cpv,2005,-3.79034
cpv,2006,0.28439
cpv,2007,31.65569
cpv,2008,0.954
cpv,2009,10.51578
cpv,2010,-3.81163
cpv,2011,5.21199
cpv,2012,8.93892
cpv,2013,-1.32085
cpv,2014,-0.16834
cpv,2015,8.09572
cpv,2016,-3.4998
cpv,2017,-12.52953
cpv,2018,-19.04312
cpv,2019,-7.30609
cri,1961,3.67666
cri,1962,6.12875
cri,1963,-0.29107
cri,1964,4.36712
cri,1965,2.04744
cri,1966,8.99024
cri,1967,7.86641
cri,1968,9.02732
cri,1969,10.39261
cri,1970,4.10662
cri,1971,4.61447
cri,1972,5.42117
cri,1973,5.64854
cri,1974,-1.69275
cri,1975,3.03444
cri,1976,0.4982
cri,1977,2.20256
cri,1978,6.60036
cri,1979,0.49533
cri,1980,-0.49862
cri,1981,5.09763
cri,1982,-4.7024
cri,1983,3.99701
cri,1984,10.0647
cri,1985,-5.52178
cri,1986,4.79685
cri,1987,4.22714
cri,1988,4.57179
cri,1989,7.44017
cri,1990,2.4961
cri,1991,6.25317
cri,1992,5.02487
cri,1993,4.16111
cri,1994,5.3685
cri,1995,9.52528
cri,1996,2.19661
cri,1997,5.37351
cri,1998,8.06111
cri,1999,3.73072
cri,2000,-1.3194
cri,2001,0.58801
cri,2002,-2.49778
cri,2003,7.66813
cri,2004,2.28932
cri,2005,2.11954
cri,2006,9.11845
cri,2007,4.6049
cri,2008,-3.2394
cri,2009,-3.35524
cri,2010,6.59152
cri,2011,0.68505
cri,2012,4.84265
cri,2013,0.10559
cri,2014,1.53835
cri,2015,-2.72747
cri,2016,5.20824
cri,2017,3.7313
cri,2018,1.80175
cri,2019,-1.15442
cub,1971,8.5694
cub,1972,4.82296
cub,1973,3.45165
cub,1974,1.02488
cub,1975,9.42286
cub,1976,5.35347
cub,1977,8.7587
cub,1978,6.72112
cub,1979,1.24675
cub,1980,-5.31801
cub,1981,19.47339
cub,1982,9.60141
cub,1983,5.91431
cub,1984,8.31059
cub,1985,-2.17131
cub,1986,1.52907
cub,1987,2.1901
cub,1988,3.44958
cub,1989,0.42791
cub,1990,-8.73993
cub,1991,-23.99362
cub,1992,-10.32287
cub,1993,-22.73828
cub,1994,-4.91945
cub,1995,4.10508
cub,1996,17.46586
cub,1997,2.33524
cub,1998,-14.1141
cub,1999,11.62419
cub,2000,9.12056
cub,2001,0.89141
cub,2002,-2.51546
cub,2003,2.39377
cub,2004,0.20827
cub,2005,-11.64372
cub,2006,-6.04555
cub,2007,18.03843
cub,2008,0.6363
cub,2009,-0.20549
cub,2010,-5.91341
cub,2011,4.32099
cub,2012,0.6993
cub,2013,4.70085
cub,2014,2.2449
cub,2015,2.49501
cub,2016,5.79357
cub,2017,-1.38058
cub,2018,2.61316
cym,2007,6.63462
cym,2008,5.48142
cym,2009,10.2194
cym,2010,-1.46709
cym,2011,3.63379
cym,2012,1.07667
cym,2013,1.73288
cym,2014,8.21943
cym,2015,2.20089
cym,2016,2.62718
cym,2017,2.48751
cym,2018,1.08835
cyp,1976,8.46323
cyp,1977,0.10265
cyp,1978,-3.28206
cyp,1979,3.60553
cyp,1980,5.62948
cyp,1981,-0.67826
cyp,1982,0.39022
cyp,1983,-1.06902
cyp,1984,9.33203
cyp,1985,-0.26953
cyp,1986,-0.54053
cyp,1987,3.44202
cyp,1988,10.94571
cyp,1989,3.31492
cyp,1990,0.76394
cyp,1991,-15.08717
cyp,1992,21.33926
cyp,1993,3.75275
cyp,1994,-10.92197
cyp,1995,30.10562
cyp,1996,3.61759
cyp,1997,-15.8611
cyp,1998,13.75363
cyp,1999,5.07713
cyp,2000,-2.47912
cyp,2001,6.76145
cyp,2002,4.33549
cyp,2003,-8.20468
cyp,2004,2.96309
cyp,2005,-6.42545
cyp,2006,-11.80841
cyp,2007,-6.36195
cyp,2008,-8.16681
cyp,2009,-8.45623
cyp,2010,7.6616
cyp,2011,4.91631
cyp,2012,-4.54907
cyp,2013,-4.90926
cyp,2014,-14.90411
cyp,2015,2.91466
cyp,2016,16.51091
cyp,2017,-8.79273
cyp,2018,-3.58767
cyp,2019,2.57519
cze,1994,18.15433
cze,1995,-15.09532
cze,1996,-2.51614
cze,1997,-7.63186
cze,1998,4.05174
cze,1999,2.01336
cze,2000,2.49517
cze,2001,-0.23478
cze,2002,-3.09464
cze,2003,2.93707
cze,2004,12.57746
cze,2005,9.29074
cze,2006,-7.12581
cze,2007,-22.79522
cze,2008,1.69744
cze,2009,30.23135
cze,2010,-19.91542
cze,2011,-9.25273
cze,2012,8.61981
cze,2013,-1.71581
cze,2014,7.01545
cze,2015,6.74759
cze,2016,5.25534
cze,2017,-3.79556
cze,2018,4.04863
cze,2019,5.40094
deu,1992,-2.54225
deu,1993,-9.71305
deu,1994,-26.1132
deu,1995,2.23118
deu,1996,3.64496
deu,1997,0.87918
deu,1998,-2.02283
deu,1999,8.30221
deu,2000,-3.90387
deu,2001,-3.39768
deu,2002,-1.21244
deu,2003,2.02341
deu,2004,30.53
deu,2005,-27.0342
deu,2006,-6.24716
deu,2007,24.9666
deu,2008,18.85197
deu,2009,-3.04811
deu,2010,-11.5307
deu,2011,-4.4779
deu,2012,2.88252
deu,2013,2.53997
deu,2014,9.67195
deu,2015,-13.7931
deu,2016,-1.75
deu,2017,-3.61323
deu,2018,-14.17105
deu,2019,3.6663
dji,2014,-1.82112
dji,2015,1.33022
dji,2016,-4.36427
dji,2017,35.13681
dji,2018,15.2886
dma,1978,11.01541
dma,1979,-33.41677
dma,1980,-2.06146
dma,1981,19.88221
dma,1982,1.70916
dma,1983,0.11796
dma,1984,6.15172
dma,1985,-5.31327
dma,1986,17.57831
dma,1987,3.95317
dma,1988,6.57111
dma,1989,-15.73801
dma,1990,8.95734
dma,1991,-0.73761
dma,1992,1.83308
dma,1993,-0.1273
dma,1994,-4.64916
dma,1995,-9.04511
dma,1996,5.86278
dma,1997,-2.05335
dma,1998,-2.36136
dma,1999,-2.6986
dma,2000,-1.19225
dma,2001,-5.41888
dma,2002,-2.38674
dma,2003,-5.18182
dma,2004,0.10788
dma,2005,-0.36476
dma,2006,1.24387
dma,2007,-7.91487
dma,2008,13.50047
dma,2009,1.73133
dma,2010,-8.28542
dma,2011,7.31233
dma,2012,7.81587
dma,2013,4.58186
dma,2014,-0.15319
dma,2015,-2.7846
dma,2016,9.31113
dma,2017,-19.05003
dma,2018,-27.37649
dma,2019,14.88212
dnk,1967,3.87097
dnk,1968,2.3992
dnk,1969,2.61269
dnk,1970,-19.45437
dnk,1971,18.76374
dnk,1972,3.13836
dnk,1973,-5.79063
dnk,1974,16.63951
dnk,1975,-5.20179
dnk,1976,-11.55598
dnk,1977,15.49424
dnk,1978,3.52451
dnk,1979,1.13305
dnk,1980,0.66575
dnk,1981,9.77945
dnk,1982,8.78959
dnk,1983,-6.50518
dnk,1984,21.32334
dnk,1985,-1.32019
dnk,1986,-0.75256
dnk,1987,-9.5894
dnk,1988,1.32972
dnk,1989,14.25113
dnk,1990,5.7158
dnk,1991,-1.30693
dnk,1992,2.72758
dnk,1993,24.33244
dnk,1994,3.32212
dnk,1995,5.26256
dnk,1996,2.72166
dnk,1997,3.3633
dnk,1998,1.50916
dnk,1999,-1.2167
dnk,2000,7.08071
dnk,2001,4.33343
dnk,2002,-4.80995
dnk,2003,0.13208
dnk,2004,2.5556
dnk,2005,-6.16749
dnk,2006,4.37025
dnk,2007,6.41746
dnk,2008,-24.64431
dnk,2009,-3.41668
dnk,2010,30.21693
dnk,2011,-10.73263
dnk,2012,11.45011
dnk,2013,-4.62973
dnk,2014,17.0981
dnk,2015,-12.52039
dnk,2016,-15.28896
dnk,2017,14.04064
dnk,2018,-4.81516
dnk,2019,22.10727
dom,1969,17.05286
dom,1970,30.17216
dom,1971,5.36164
dom,1972,3.84032
dom,1973,8.60207
dom,1974,0.02707
dom,1975,-2.51097
dom,1976,7.32683
dom,1977,1.77074
dom,1978,4.55586
dom,1979,1.09481
dom,1980,4.87329
dom,1981,5.4936
dom,1982,4.60063
dom,1983,3.08815
dom,1984,0.01816
dom,1985,-3.55781
dom,1986,-0.52701
dom,1987,2.89499
dom,1988,-1.32402
dom,1989,2.25494
dom,1990,-8.58393
dom,1991,4.24641
dom,1992,14.08414
dom,1993,1.82388
dom,1994,-5.65992
dom,1995,8.79063
dom,1996,3.61279
dom,1997,-0.05606
dom,1998,4.07628
dom,1999,-2.20088
dom,2000,1.38383
dom,2001,12.31427
dom,2002,2.46541
dom,2003,7.91038
dom,2004,-4.539
dom,2005,7.44766
dom,2006,8.07819
dom,2007,4.39137
dom,2008,-2.65787
dom,2009,10.19393
dom,2010,7.82546
dom,2011,7.29833
dom,2012,2.76557
dom,2013,2.87097
dom,2014,2.41492
dom,2015,2.34653
dom,2016,5.64434
dom,2017,5.81923
dom,2018,5.49913
dom,2019,4.08877
dza,2000,-4.6
dza,2001,12.8
dza,2002,-1.2
dza,2003,19.5
dza,2004,5.4
dza,2005,2.3
dza,2006,8.1
dza,2007,2.5
dza,2008,-3.8
dza,2009,21.1
dza,2010,4.9
dza,2011,11.6
dza,2012,7.2
dza,2013,8.2
dza,2014,2.5
dza,2015,6
dza,2016,1.8
dza,2017,0.6
dza,2018,3.5
dza,2019,2.7
ecu,1961,5.36995
ecu,1962,8.59894
ecu,1963,0.59615
ecu,1964,0.50144
ecu,1965,-1.17932
ecu,1966,0.54494
ecu,1967,3.27175
ecu,1968,-2.98669
ecu,1969,3.50021
ecu,1970,4.09891
ecu,1971,-0.78998
ecu,1972,3.01397
ecu,1973,-0.47833
ecu,1974,8.00027
ecu,1975,6.85529
ecu,1976,0.94551
ecu,1977,-3.29406
ecu,1978,-12.36385
ecu,1979,1.89937
ecu,1980,1.71655
ecu,1981,13.83123
ecu,1982,0.42054
ecu,1983,-17.17273
ecu,1984,14.84728
ecu,1985,7.92272
ecu,1986,12.79579
ecu,1987,5.44348
ecu,1988,5.62583
ecu,1989,6.85639
ecu,1990,4.43453
ecu,1991,8.52803
ecu,1992,4.0235
ecu,1993,-0.49832
ecu,1994,5.28889
ecu,1995,3.34556
ecu,1996,5.92841
ecu,1997,5.22156
ecu,1998,-2.97951
ecu,1999,8.84904
ecu,2000,0.83433
ecu,2001,4.96514
ecu,2002,1.76669
ecu,2003,6.60725
ecu,2004,2.38505
ecu,2005,7.05837
ecu,2006,4.30875
ecu,2007,3.41953
ecu,2008,1.6671
ecu,2009,1.7152
ecu,2010,0.73927
ecu,2011,7.94126
ecu,2012,0.7754
ecu,2013,6.69364
ecu,2014,7.58112
ecu,2015,2.90905
ecu,2016,0.85984
ecu,2017,5.5302
ecu,2018,0.11499
ecu,2019,1.77081
egy,1962,-0.5679
egy,1963,-7.37522
egy,1964,14.31635
egy,1965,6.21482
egy,1966,5.32126
egy,1967,1.76101
egy,1968,-4.51174
egy,1969,1.51025
egy,1970,2.01913
egy,1971,2.40366
egy,1972,-1.34732
egy,1973,3.95272
egy,1974,3.00657
egy,1975,0.24528
egy,1976,6.14497
egy,1977,2.02983
egy,1978,-3.38474
egy,1979,5.5832
egy,1980,4.18848
egy,1981,3.4967
egy,1982,0.14156
egy,1983,4.02776
egy,1984,1.283
egy,1985,4.01949
egy,1986,2.10773
egy,1987,4.12844
egy,1988,3.4141
egy,1989,3.61982
egy,1990,2.92068
egy,1991,2.77288
egy,1992,2.44541
egy,1993,1.95543
egy,1994,2.49077
egy,1995,3.83438
egy,1996,2.89962
egy,1997,3.07064
egy,1998,3.43277
egy,1999,4.83024
egy,2000,3.70117
egy,2001,3.79969
egy,2002,3.6005
egy,2003,3.4801
egy,2004,2.75942
egy,2005,3.25616
egy,2006,3.24866
egy,2007,3.68037
egy,2008,3.34757
egy,2009,3.1705
egy,2010,3.47448
egy,2011,2.72196
egy,2012,2.91935
egy,2013,3.00236
egy,2014,3.00643
egy,2015,3.07141
egy,2016,3.09686
egy,2017,3.24119
egy,2018,3.11495
egy,2019,3.34697
eri,1993,-19.44491
eri,1994,36.67497
eri,1995,-11.69324
eri,1996,-5.76096
eri,1997,0.51095
eri,1998,57.35294
eri,1999,-7.66124
eri,2000,-43.49619
eri,2001,29.14639
eri,2002,-7.53424
eri,2003,-11.85186
eri,2004,-3.15126
eri,2005,69.63125
eri,2006,8.82352
eri,2007,1.2926
eri,2008,-43.48736
eri,2009,3.6
esp,1996,20.94064
esp,1997,6.94307
esp,1998,2.96562
esp,1999,-0.65143
esp,2000,7.74053
esp,2001,-0.87269
esp,2002,0.93444
esp,2003,-0.24101
esp,2004,-2.02477
esp,2005,-7.53846
esp,2006,6.26085
esp,2007,7.83603
esp,2008,-1.98012
esp,2009,-3.12818
esp,2010,2.64561
esp,2011,4.8554
esp,2012,-9.42741
esp,2013,13.87292
esp,2014,-1.31782
esp,2015,4.68817
esp,2016,4.77337
esp,2017,-3.65573
esp,2018,7.54856
esp,2019,-2.2875
est,1996,2.53148
est,1997,22.938
est,1998,31.1596
est,1999,-13.7524
est,2000,14.04973
est,2001,-19.43399
est,2002,15.76007
est,2003,9.81782
est,2004,1.63748
est,2005,0.13631
est,2006,7.59093
est,2007,27.08676
est,2008,2.07566
est,2009,-18.67952
est,2010,9.28969
est,2011,8.2945
est,2012,1.659
est,2013,-4.96051
est,2014,12.25868
est,2015,2.78448
est,2016,-23.78971
est,2017,1.81429
est,2018,-29.42605
est,2019,54.15814
eth,1982,-3.14059
eth,1983,14.05489
eth,1984,-12.38968
eth,1985,-20.52823
eth,1986,16.5184
eth,1987,17.38135
eth,1988,-1.4425
eth,1989,0.93633
eth,1990,5.42524
eth,1991,2.47222
eth,1992,-1.56645
eth,1993,6.58693
eth,1994,-2.57982
eth,1995,3.7667
eth,1996,16.96199
eth,1997,2.00215
eth,1998,-9.64033
eth,1999,3.39777
eth,2000,3.05316
eth,2001,9.62431
eth,2002,-1.87555
eth,2003,-10.48488
eth,2004,16.94482
eth,2005,13.54294
eth,2006,10.90878
eth,2007,9.44832
eth,2008,7.50147
eth,2009,6.36096
eth,2010,5.1303
eth,2011,9.01498
eth,2012,4.9221
eth,2013,7.09846
eth,2014,5.44673
eth,2015,6.37779
eth,2016,4.19984
eth,2017,6.67735
eth,2018,3.50683
eth,2019,3.83436
fin,1976,3.99521
fin,1977,-1.94953
fin,1978,3.42105
fin,1979,10.31947
fin,1980,7.48335
fin,1981,-11.20929
fin,1982,3.0708
fin,1983,6.73103
fin,1984,4.0062
fin,1985,-2.65905
fin,1986,-4.95277
fin,1987,-16.70696
fin,1988,11.7704
fin,1989,0.08656
fin,1990,9.71462
fin,1991,-4.33526
fin,1992,-3.70777
fin,1993,8.44267
fin,1994,1.26249
fin,1995,-1.63636
fin,1996,-5.12279
fin,1997,7.45895
fin,1998,-10.07511
fin,1999,0.20161
fin,2000,8.4507
fin,2001,-1.9083
fin,2002,-0.08106
fin,2003,-3.38021
fin,2004,-0.86762
fin,2005,4.48899
fin,2006,2.0535
fin,2007,6.88377
fin,2008,0.14863
fin,2009,7.17289
fin,2010,0.80775
fin,2011,-0.82418
fin,2012,-2.3084
fin,2013,1.70132
fin,2014,6.85409
fin,2015,3.58774
fin,2016,2.22502
fin,2017,2.07392
fin,2018,-2.27318
fin,2019,1.23508
fji,1966,1.13105
fji,1967,0.55918
fji,1968,6.95086
fji,1969,-3.37954
fji,1970,8.60985
fji,1971,-5.45003
fji,1972,-0.78605
fji,1973,6.33805
fji,1974,-3.47682
fji,1975,0.51456
fji,1976,3.83958
fji,1977,16.10521
fji,1978,-1.2739
fji,1979,17.13263
fji,1980,-6.48714
fji,1981,12.9581
fji,1982,1.73814
fji,1983,-18.10934
fji,1984,25.7997
fji,1985,-13.70922
fji,1986,19.15439
fji,1987,-6.55914
fji,1988,-2.18642
fji,1989,18.00883
fji,1990,-4.5451
fji,1991,-1.64988
fji,1992,3.61571
fji,1993,0.77567
fji,1994,10.95324
fji,1995,-3.20172
fji,1996,4.45451
fji,1997,-10.31986
fji,1998,-7.96322
fji,1999,13.62416
fji,2000,-1.26553
fji,2001,-5.69196
fji,2002,4.6994
fji,2003,-4.31243
fji,2004,5.1736
fji,2005,0.85264
fji,2006,4.99508
fji,2007,-4.89829
fji,2008,-1.15948
fji,2009,-8.09067
fji,2010,-2.64835
fji,2011,6.04783
fji,2012,6.74261
fji,2013,1.87641
fji,2014,0
fji,2015,2.92157
fji,2016,-10.9078
fji,2017,10.78525
fji,2018,3.68399
fji,2019,4.4382
fra,1961,-5.21415
fra,1962,8.86542
fra,1963,-5.11317
fra,1964,1.03812
fra,1965,3.51373
fra,1966,-0.4925
fra,1967,7.88091
fra,1968,4.27724
fra,1969,-2.08474
fra,1970,2.28812
fra,1971,-0.17571
fra,1972,7.84646
fra,1973,7.36346
fra,1974,-4.22148
fra,1975,-6.09852
fra,1976,-2.893
fra,1977,2.28292
fra,1978,14.62233
fra,1979,8.45706
fra,1980,-1.72169
fra,1981,-1.16254
fra,1982,16.64589
fra,1983,-6.63104
fra,1984,4.69318
fra,1985,5.7663
fra,1986,0.14382
fra,1987,3.07437
fra,1988,-1.54576
fra,1989,3.88307
fra,1990,6.7819
fra,1991,-9.35332
fra,1992,14.61559
fra,1993,-5.96723
fra,1994,0.55093
fra,1995,4.29806
fra,1996,6.61141
fra,1997,-0.0803
fra,1998,3.11598
fra,1999,5.07652
fra,2000,-0.91366
fra,2001,-2.87172
fra,2002,5.69607
fra,2003,-15.24924
fra,2004,21.30538
fra,2005,-5.81579
fra,2006,0.2088
fra,2007,-0.78221
fra,2008,4.4755
fra,2009,6.52453
fra,2010,-3.39654
fra,2011,3.98988
fra,2012,-8.4157
fra,2013,-1.92657
fra,2014,14.70397
fra,2015,0.14048
fra,2016,-12.36233
fra,2017,8.23485
fra,2018,4.2667
fra,2019,-0.72728
fsm,1996,-4.42289
fsm,1997,-8.56553
fsm,1998,15.28088
fsm,1999,-8.81991
fsm,2000,6.98492
fsm,2001,-3.23822
fsm,2002,1.90823
fsm,2003,2.99253
fsm,2004,-7.34929
fsm,2005,4.19379
fsm,2006,0.10206
fsm,2007,5.73272
fsm,2008,-0.12118
fsm,2009,-0.28568
fsm,2010,-3.11768
fsm,2011,10.52658
fsm,2012,-1.45093
fsm,2013,-5.63222
fsm,2014,5.59869
fsm,2015,9.53986
fsm,2016,-4.79756
fsm,2017,-0.8796
fsm,2018,0.13925
gab,1981,0.18519
gab,1982,-2.77264
gab,1983,4.56274
gab,1984,3.27273
gab,1985,4.48944
gab,1986,-1.43218
gab,1987,-1.96581
gab,1988,10.54926
gab,1989,-8.51735
gab,1990,-0.68966
gab,1991,0.86806
gab,1992,6.0241
gab,1993,4.30195
gab,1994,1.4786
gab,1995,-1.30368
gab,1996,0.9324
gab,1997,4.31101
gab,1998,0.88561
gab,1999,0.14631
gab,2000,5.25931
gab,2001,2.98404
gab,2002,-3.61489
gab,2003,1.15667
gab,2004,-0.51092
gab,2005,12.67065
gab,2006,3.07376
gab,2007,5.93508
gab,2008,-6.7914
gab,2009,-6.99309
gab,2010,-5.20339
gab,2011,2.25103
gab,2012,4.69394
gab,2013,4.53338
gab,2014,9.68804
gab,2015,8.24783
gab,2016,11.65585
gab,2017,12.17747
gab,2018,9.49124
gab,2019,7.86914
gbm,2013,-3.32418
gbm,2014,-21.35419
gbm,2015,5.46514
gbm,2016,33.6301
gbm,2017,-30.20602
gbm,2018,4.88056
gbr,1991,4.23245
gbr,1992,4.07133
gbr,1993,-7.60735
gbr,1994,-0.79321
gbr,1995,-1.64415
gbr,1996,-4.28857
gbr,1997,2.44975
gbr,1998,3.57653
gbr,1999,6.88634
gbr,2000,1.44914
gbr,2001,-5.71377
gbr,2002,12.87272
gbr,2003,-4.00957
gbr,2004,-2.45814
gbr,2005,8.00767
gbr,2006,-6.18818
gbr,2007,-3.94702
gbr,2008,7.21455
gbr,2009,-5.81029
gbr,2010,-0.50168
gbr,2011,12.31559
gbr,2012,-8.31324
gbr,2013,0.7163
gbr,2014,13.84588
gbr,2015,0.92519
gbr,2016,-5.47676
gbr,2017,5.76093
gbr,2018,-3.36233
gbr,2019,-1.01379
geo,2004,-7.72754
geo,2005,11.69918
geo,2006,-11.70361
geo,2007,3.1367
geo,2008,-4.36904
geo,2009,-6.49104
geo,2010,17.01142
geo,2011,8.72518
geo,2012,-5.24187
geo,2013,13.29924
geo,2014,-0.96979
geo,2015,-0.13183
geo,2016,-2.73807
geo,2017,-7.6932
geo,2018,13.95925
geo,2019,0.65309
gha,2007,-1.71766
gha,2008,7.40424
gha,2009,7.22554
gha,2010,5.27657
gha,2011,0.84611
gha,2012,2.30195
gha,2013,5.67807
gha,2014,0.94289
gha,2015,2.25419
gha,2016,2.9071
gha,2017,6.10865
gha,2018,4.82162
gha,2019,4.64767
gin,1987,13.80198
gin,1988,-5.68413
gin,1989,5.34161
gin,1990,3.39033
gin,1991,3.5643
gin,1992,3.94356
gin,1993,4.22126
gin,1994,4.35555
gin,1995,3.05384
gin,1996,4.31693
gin,1997,6.47815
gin,1998,4.63089
gin,1999,6.60526
gin,2000,2.9466
gin,2001,5.92613
gin,2002,4.21107
gin,2003,3.52626
gin,2004,3.20724
gin,2005,1.33978
gin,2006,1.36645
gin,2007,2.11385
gin,2008,4.33495
gin,2009,-5.94474
gin,2010,19.67679
gin,2011,6.36915
gin,2012,4.87886
gin,2013,5.38046
gin,2014,4.4915
gin,2015,6.10602
gin,2016,5.97035
gin,2017,18.49792
gin,2018,2.01554
gin,2019,8.76822
gmb,1968,9.58268
gmb,1969,2.46827
gmb,1970,6.2629
gmb,1971,-0.06476
gmb,1972,0.19442
gmb,1973,9.185
gmb,1974,5.86494
gmb,1975,12.42305
gmb,1976,5.62469
gmb,1977,-2.49765
gmb,1978,0.53166
gmb,1979,14.5673
gmb,1980,-3.953
gmb,1981,-20.30758
gmb,1982,16.93531
gmb,1983,29.65445
gmb,1984,-2.15158
gmb,1985,-8.73277
gmb,1986,-2.51863
gmb,1987,-2.75816
gmb,1988,-1.79916
gmb,1989,3.9625
gmb,1990,-2.17213
gmb,1991,1.13113
gmb,1992,-2.77548
gmb,1993,-4.68684
