geo,time,ne_exp_gnfs_kn
chl,1991,14163156530000
chl,1992,16135633295300
chl,1993,16705900334300
chl,1994,18648395891300
chl,1995,20696664813800
chl,1996,23135760502800
chl,1997,26050165309700
chl,1998,27724735431800
chl,1999,29663908642100
chl,2000,31465016409000
chl,2001,33859909574600.00391
chl,2002,34958005183900
chl,2003,37408723757600
chl,2004,43025460401600
chl,2005,44433948552500
chl,2006,46755614558800
chl,2007,49912757326400
chl,2008,49661100788700
chl,2009,47573936113700
chl,2010,48462994088900
chl,2011,50979294747700
chl,2012,51144032857700
chl,2013,52709123394400
chl,2014,52952335060000
chl,2015,51717659747700
chl,2016,52027116018800
chl,2017,51526796983000
chl,2018,54043958076100
chl,2019,52666441947105
chl,2020,52186876966574
chl,2021,51471821691077
chl,2022,52177088943356
civ,1996,6479071108594.08984
civ,1997,7035527772997.41992
civ,1998,7268313471275.91992
civ,1999,7764239922545.97949
civ,2000,7220715238440.80957
civ,2001,6763688688112.85938
civ,2002,7003327110613.46973
civ,2003,6088883908948.58008
civ,2004,6840925640834.67969
civ,2005,7225495354692.97949
civ,2006,7638954497396.00977
civ,2007,6995490990007.48047
civ,2008,6601939107614.12988
civ,2009,7844705948649.87012
civ,2010,7134404871439.26074
civ,2011,7157670160118.58984
civ,2012,7906717087151.72949
civ,2013,6891657142364.68945
civ,2014,7287815287779.74121
civ,2015,7409000000000
civ,2016,7347000000000
civ,2017,8635677148800.00195
civ,2018,8314636548700
civ,2019,9063032735300
civ,2020,10036482973800
civ,2021,11095399330000
civ,2022,12224543800000
cmr,1960,420997522040
cmr,1961,403061989730
cmr,1962,391322305060
cmr,1963,345994097510
cmr,1964,369799666320
cmr,1965,383686083980
cmr,1966,382385428380
cmr,1967,384450313060
cmr,1968,401094516270
cmr,1969,445151978010
cmr,1970,484968523710
cmr,1971,476481091110
cmr,1972,500306516160
cmr,1973,513360062950
cmr,1974,583527441050
cmr,1975,523476081220
cmr,1976,607678018740
cmr,1977,535226240170
cmr,1978,705264255880
cmr,1979,836258333070
cmr,1980,1092837508600
cmr,1981,1392260959400
cmr,1982,1172321251200
cmr,1983,1401875384000
cmr,1984,2022542519900
cmr,1985,2202798229500
cmr,1986,1897683402900
cmr,1987,1669335171000
cmr,1988,1746120525500
cmr,1989,2150735759300
cmr,1990,1939392900000
cmr,1991,1859877739500
cmr,1992,1958451273000
cmr,1993,1591552932100
cmr,1994,1764859581300
cmr,1995,2036699993800
cmr,1996,2385927538000
cmr,1997,2546715662400
cmr,1998,2366508354900
cmr,1999,2276164956100
cmr,2000,2500171326500
cmr,2001,2657919498400
cmr,2002,2650921928700
cmr,2003,2337764165700
cmr,2004,2546768905200
cmr,2005,2389384149300
cmr,2006,2620087693000
cmr,2007,2994571589700
cmr,2008,2897834658600
cmr,2009,2550340606200
cmr,2010,2886586014000
cmr,2011,3033670276400
cmr,2012,3070861334600
cmr,2013,3170844388400
cmr,2014,3527221469700
cmr,2015,3695428206600
cmr,2016,3797304000000
cmr,2017,3737652000000
cmr,2018,3817240187300
cmr,2019,4245647328000
cmr,2020,3635926653800
cmr,2021,3760881015300
cmr,2022,3874820472700
cod,1960,301122555300
cod,1961,271747274400
cod,1962,245023142900
cod,1963,209437318900
cod,1964,249404067900
cod,1965,217629663700
cod,1966,220360178400
cod,1967,209357740100
cod,1968,301540677500
cod,1969,303111046400
cod,1970,343407123100
cod,1971,382719646600
cod,1972,408371270300
cod,1973,446931166800
cod,1974,412339072300
cod,1975,386603190800
cod,1976,362357868200
cod,1977,361285360400
cod,1978,451917819200
cod,1979,378530383200
cod,1980,460112138800
cod,1981,398115410200
cod,1982,357456327500
cod,1983,487747592300
cod,1984,821255598800
cod,1985,876992129800
cod,1986,824594598500
cod,1987,890272624200
cod,1988,906589601500
cod,1989,852464856600
cod,1990,844107394300
cod,1991,699642068400
cod,1992,407527553800
cod,1993,371311717700
cod,1994,343453415100
cod,1995,413517898700
cod,1996,477199640800
cod,1997,371680238800
cod,1998,461450478500
cod,1999,689813368200
cod,2000,664800000000
cod,2001,535200000000
cod,2002,976600000000
cod,2003,1120600000000
cod,2004,1151300000000
cod,2005,1300950100000
cod,2006,1179092000000
cod,2007,1494263291600
cod,2008,1564269526800
cod,2009,1121885463900
cod,2010,1570925487100
cod,2011,1964773816100
cod,2012,2197222992700
cod,2013,2396542646400
cod,2014,2909088397300
cod,2015,3028300000000
cod,2016,3001784086000
cod,2017,3222242282100
cod,2018,3681237149900
cod,2019,3734347639300
cod,2020,4032961739100
cod,2021,4364947181100
cod,2022,5190507459900
cog,1960,101801416940
cog,1961,109436524320
cog,1962,190029314430
cog,1963,226508155570
cog,1964,248565129820
cog,1965,250261823320
cog,1966,226177795410
cog,1967,249214885790
cog,1968,321465987050
cog,1969,414659500140
cog,1970,537172710760.00006
cog,1971,556020265540
cog,1972,575915649930
cog,1973,595810945740
cog,1974,616753178620
cog,1975,617800205620
cog,1976,636648920470
cog,1977,705757691630
cog,1978,773819971770
cog,1979,808374000340
cog,1980,984290936380
cog,1981,1075391466500
cog,1982,1173676862800
cog,1983,1376281157800
cog,1984,1511053178000
cog,1985,1412874885000
cog,1986,1363785739000
cog,1987,1369140918200
cog,1988,1547646905300
cog,1989,1666353434400
cog,1990,1782998174800
cog,1991,1676170952600
cog,1992,1688080562300
cog,1993,1822369964800
cog,1994,1774288709500
cog,1995,2047816537200
cog,1996,2132911342600
cog,1997,2387117562500
cog,1998,2601223003500
cog,1999,2658504195600
cog,2000,2626317747600
cog,2001,2477199357200
cog,2002,2508845103900
cog,2003,2445982085800
cog,2004,2392642618100
cog,2005,2629880000000
cog,2006,2736469000000
cog,2007,2270391544600
cog,2008,2372072301600
cog,2009,2750736640500
cog,2010,2828309440000
cog,2011,2993979575300
cog,2012,2741768100400
cog,2013,2553165060600
cog,2014,2723491136600
cog,2015,2600024620800
cog,2016,2726720408400
cog,2017,3120215747600
cog,2018,3474788053800
cog,2019,3731044367500
cog,2020,3317620000000
cog,2021,2913594000000
cog,2022,2886461000000
col,1960,8378785123100
col,1961,7820120801000
col,1962,8453555608200.00195
col,1963,8249464402900
col,1964,8729830806200
col,1965,9289447856700
col,1966,9221358191100
col,1967,9732535050900
col,1968,10598534723000
col,1969,12285645326000
col,1970,11609035797000
col,1971,12139378637000
col,1972,13582122996000
col,1973,14608259474000
col,1974,14120031354000
col,1975,16159190746000
col,1976,15643726759000
col,1977,14939881364000
col,1978,18700196192000
col,1979,20262223557000
col,1980,21296934290000
col,1981,18776860111000
col,1982,18484326733000
col,1983,18319398432000
col,1984,20207247457000
col,1985,23107362842000
col,1986,27891796677000
col,1987,30064109193000
col,1988,30139512193000
col,1989,32672699937000
col,1990,38420980815000
col,1991,43015772322200
col,1992,45418580965400
col,1993,48243545535100
col,1994,48264224618700
col,1995,49982835572600
col,1996,54782696284200
col,1997,56509117135000
col,1998,60676933700700
col,1999,64271378031100
col,2000,68221784981500
col,2001,70139415356700
col,2002,68471910682600.00781
col,2003,73511645791500
col,2004,80722114663800
col,2005,88125000000000
col,2006,96513000000000
col,2007,102516000000000
col,2008,104604000000000
col,2009,99158000000000
col,2010,101203000000000
col,2011,113608000000000
col,2012,118690000000000
col,2013,124241000000000
col,2014,123882000000000
col,2015,125936000000000
col,2016,125673000000000
col,2017,128902000000000
col,2018,129730000000000
col,2019,133731000000000
col,2020,103430000000000
col,2021,119862000000000
col,2022,137665990393500
com,1980,13807900577
com,1981,14341565394
com,1982,15257076588
com,1983,15992624748
com,1984,16649963409
com,1985,17029644818
com,1986,17347624615
com,1987,17631776774
com,1988,18105634326
com,1989,17529752618
com,1990,18422261018
com,1991,17428269700
com,1992,18915062000
com,1993,19483637000
com,1994,18455547400
com,1995,19121816600
com,1996,18874826100
com,1997,19635544700
com,1998,19887403700
com,1999,20270061900
com,2000,22468974700
com,2001,22993159700
com,2002,23527701300
com,2003,24022748500
com,2004,24483889600
com,2005,25178595600
com,2006,25845048800
com,2007,25636000000
com,2008,25379640000
com,2009,30176392000
com,2010,34612321600
com,2011,35996814400
com,2012,35420865400
com,2013,39246318900
com,2014,42019602600
com,2015,43925040700
com,2016,47732997200
com,2017,53362202400
com,2018,63627949900
com,2019,67978298200.00001
com,2020,36758665400
com,2021,54466744300
com,2022,66799840000
cpv,2007,52968611900
cpv,2008,57069053400
cpv,2009,47430492100
cpv,2010,50548723300
cpv,2011,55986180900
cpv,2012,63674633200
cpv,2013,63944260500
cpv,2014,63006935400
cpv,2015,71539000000
cpv,2016,77917258000
cpv,2017,85529732600
cpv,2018,96991650500
cpv,2019,106088667100
cpv,2020,43557803400
cpv,2021,44899880700
cpv,2022,90119449200
cri,1960,234513732360
cri,1961,232063223140
cri,1962,258528722720
cri,1963,333374275760
cri,1964,299102153950
cri,1965,305683521570
cri,1966,372022306880
cri,1967,399748068340
cri,1968,522728623920
cri,1969,574399361190
cri,1970,657541638300
cri,1971,708792288270
cri,1972,831772843850
cri,1973,896081207240
cri,1974,971171811190
cri,1975,952022832000
cri,1976,1003623554700
cri,1977,1085470562700
cri,1978,1193362982900
cri,1979,1232256065000
cri,1980,1178729942100
cri,1981,1309797178100
cri,1982,1238312323500
cri,1983,1222068948100
cri,1984,1359857580800
cri,1985,1305561297900
cri,1986,1352926140400
cri,1987,1636345035300
cri,1988,1756945096300
cri,1989,2039348780200
cri,1990,2200487265100
cri,1991,2396387973600
cri,1992,2805399166400
cri,1993,3032490885900
cri,1994,3152009596600
cri,1995,3499310181500
cri,1996,3718246556900
cri,1997,4041565119000
cri,1998,4625929594100
cri,1999,4862708837900
cri,2000,4971655883200
cri,2001,5056274375400
cri,2002,5191787427100
cri,2003,5486215179400
cri,2004,6055867651100
cri,2005,6419940209400
cri,2006,6936199525400
cri,2007,7458005366300
cri,2008,7619997666700
cri,2009,6975212311900
cri,2010,7625821927800
cri,2011,8163297799600
cri,2012,8617525931399.99805
cri,2013,8902898189200
cri,2014,9344867973500
cri,2015,9614776911200
cri,2016,10520226595300
cri,2017,11251900411100
cri,2018,11802226449000
cri,2019,12305174794000
cri,2020,10996783237700
cri,2021,10996783237700
cri,2022,14294870825573.09961
cub,1970,1949832845.1
cub,1971,2117180813.7
cub,1972,2219595601.1
cub,1973,2296063694.3
cub,1974,2318157033.8
cub,1975,2537278669.9
cub,1976,2675486491.3
cub,1977,2910435965.4
cub,1978,3102750480.2
cub,1979,3130754515.1
cub,1980,2978291865.7
cub,1981,3572468807
cub,1982,3903005105.8
cub,1983,4103347665.7
cub,1984,4377522078.7
cub,1985,4482933853.8
cub,1986,4551002558.5
cub,1987,4474570708.5
cub,1988,4498060199.6
cub,1989,4271019148.6
cub,1990,4118082764.3
cub,1991,3972855100
cub,1992,3737814400
cub,1993,2806160700
cub,1994,3062072700
cub,1995,3194719400
cub,1996,3981000000
cub,1997,3785500000
cub,1998,4003500000
cub,1999,4516800000
cub,2000,5152500000
cub,2001,4967100000
cub,2002,4778400000
cub,2003,5054700000
cub,2004,6017300000
cub,2005,8875500000
cub,2006,8993000000
cub,2007,10233700000
cub,2008,11418000000
cub,2009,11774000000
cub,2010,13398000000
cub,2011,14129000000
cub,2012,14191000000
cub,2013,14438000000
cub,2014,14028000000
cub,2015,14014000000
cub,2016,11248000000
cub,2017,11248000000
cub,2018,10983000000
cub,2019,10478000000
cub,2020,8325000000
cub,2021,7566400000
cyp,1975,753632691.67
cyp,1976,1245310048.1
cyp,1977,1523155281.8
cyp,1978,1616678463.9
cyp,1979,1952181148.7
cyp,1980,2163289172.7
cyp,1981,2467920164.9
cyp,1982,2663138290.4
cyp,1983,2880602081.2
cyp,1984,3315530197.8
cyp,1985,3279664359.8
cyp,1986,3224276955.3
cyp,1987,3666014783.7
cyp,1988,4162231805.5
cyp,1989,4857299262.7
cyp,1990,5181906408.4
cyp,1991,4743346200
cyp,1992,5685387300
cyp,1993,5524218800
cyp,1994,5976852200
cyp,1995,7085417000
cyp,1996,7539826000
cyp,1997,7538128000
cyp,1998,7977087000
cyp,1999,8171032000
cyp,2000,8887695000
cyp,2001,9044224000
cyp,2002,8727645000
cyp,2003,8474650000
cyp,2004,8745085000
cyp,2005,9015441000
cyp,2006,9223058000
cyp,2007,9717705000
cyp,2008,9662827000
cyp,2009,9213068000
cyp,2010,9795666000
cyp,2011,10482894000
cyp,2012,10422646000
cyp,2013,10539628000
cyp,2014,11202791000
cyp,2015,12202564000
cyp,2016,13083600000
cyp,2017,14520479000
cyp,2018,15568853000
cyp,2019,16927169000
cyp,2020,17302022000
cyp,2021,19646517000
cyp,2022,22334062000
cze,1990,504328228000
cze,1991,473818796000
cze,1992,519067508000
cze,1993,601200514000
cze,1994,623988899000
cze,1995,770391000000
cze,1996,789624000000
cze,1997,849570000000
cze,1998,931573000000
cze,1999,979983000000
cze,2000,1124835000000
cze,2001,1230892000000
cze,2002,1242245000000
cze,2003,1351854000000
cze,2004,1753077000000
cze,2005,2071409000000
cze,2006,2367397000000
cze,2007,2628553000000
cze,2008,2739316000000
cze,2009,2470098000000
cze,2010,2832254000000
cze,2011,3091788000000
cze,2012,3224098000000
cze,2013,3232471000000
cze,2014,3514162000000
cze,2015,3726148000000
cze,2016,3887958000000
cze,2017,4167821000000
cze,2018,4322317000000
cze,2019,4386247000000
cze,2020,4033991000000
cze,2021,4312153000000
cze,2022,4555792000000
deu,1970,138313586000
deu,1971,141569510000
deu,1972,150322468000
deu,1973,166432979000
deu,1974,186053124000
deu,1975,174636228000
deu,1976,192607269000
deu,1977,200303106000
deu,1978,205842408000
deu,1979,216075333000
deu,1980,227872791000
deu,1981,244321577000
deu,1982,253370531000
deu,1983,252101987000
deu,1984,274428358000
deu,1985,294894200000
deu,1986,291384565000
deu,1987,293541092000
deu,1988,310159015000
deu,1989,342041754000
deu,1990,380859206000
deu,1991,422848010000
deu,1992,421286110000
deu,1993,396295760000
deu,1994,427675690000
deu,1995,455931820000
deu,1996,482768040000
deu,1997,541836130000
deu,1998,583439380000
deu,1999,614251340000
deu,2000,699161710000
deu,2001,738777090000
deu,2002,769873030000
deu,2003,784498070000
deu,2004,874946080000
deu,2005,933446200000
deu,2006,1048174610000
deu,2007,1141320440000
deu,2008,1163470980000
deu,2009,997341970000
deu,2010,1141036460000
deu,2011,1236312150000
deu,2012,1272235780000
deu,2013,1285014930000
deu,2014,1346638850000
deu,2015,1419906000000
deu,2016,1454977680000
deu,2017,1526256960000
deu,2018,1560192710000
deu,2019,1579929410000
deu,2020,1433395110000
deu,2021,1572545900000
deu,2022,1617698910000
dji,2013,568314663600
dji,2014,607486139300
dji,2015,615620931000
dji,2016,460912959600
dji,2017,703012357700
dji,2018,772336190500
dji,2019,843505990800
dji,2020,592945141200
dnk,1966,129519279500
dnk,1967,134327290500
dnk,1968,147493369500
dnk,1969,156335600000
dnk,1970,162311167000
dnk,1971,172586801000
dnk,1972,181668867000
dnk,1973,196848284000
dnk,1974,203569879000
dnk,1975,202095925000
dnk,1976,209029399000
dnk,1977,216525375000
dnk,1978,219547948000
dnk,1979,243455248000
dnk,1980,257041279000
dnk,1981,279305233000
dnk,1982,288144020000
dnk,1983,301387725000
dnk,1984,311327721000
dnk,1985,330121031000
dnk,1986,334542440000
dnk,1987,350792804000
dnk,1988,382862497000
dnk,1989,400695545000
dnk,1990,426847544000
dnk,1991,453179189000
dnk,1992,454406476000
dnk,1993,459992223000
dnk,1994,497875433000
dnk,1995,511405064000
dnk,1996,535243939000
dnk,1997,559382903000
dnk,1998,582330051000
dnk,1999,647991182000
dnk,2000,729721908000
dnk,2001,754225415000
dnk,2002,787051646000
dnk,2003,777537903000
dnk,2004,801061369000
dnk,2005,863705818000
dnk,2006,952992456000
dnk,2007,987810578000
dnk,2008,1026058773000
dnk,2009,931411110000
dnk,2010,958795850000
dnk,2011,1027780022000
dnk,2012,1039724940000
dnk,2013,1056479069000
dnk,2014,1089534747000
dnk,2015,1128511442000
dnk,2016,1174909933000
dnk,2017,1231465613000
dnk,2018,1272750196000
dnk,2019,1330164187000
dnk,2020,1246272667000
dnk,2021,1345837508000
dnk,2022,1461754773000
dom,1960,70304106922
dom,1961,65351831596
dom,1962,73281550825
dom,1963,64409988427
dom,1964,65442976831
dom,1965,53593970379
dom,1966,58471481366
dom,1967,65397730106
dom,1968,67812528185
dom,1969,75702666709
dom,1970,84198694105
dom,1971,96961676349
dom,1972,127294915510
dom,1973,142769526280
dom,1974,134787728470
dom,1975,139192132890
dom,1976,178588871050
dom,1977,177027228420
dom,1978,177839443600
dom,1979,221543637040
dom,1980,181537189460
dom,1981,196718514710
dom,1982,171922983160
dom,1983,182769965390
dom,1984,192051807640
dom,1985,192116950230
dom,1986,179013118220
dom,1987,202390354410
dom,1988,182248882870
dom,1989,179179096590
dom,1990,177557799310
dom,1991,189276614200
dom,1992,208309737000
dom,1993,226592856900
dom,1994,241078107600
dom,1995,261357520600
dom,1996,279088120700
dom,1997,311576099800
dom,1998,320944503600
dom,1999,338074953700
dom,2000,364506747500
dom,2001,337988146700
dom,2002,340360207400
dom,2003,389000496700
dom,2004,405512051200
dom,2005,391369767600
dom,2006,386179296000
dom,2007,390301749600
dom,2008,372278108900
dom,2009,340733815200
dom,2010,395471245800
dom,2011,424331001100
dom,2012,447869194900
dom,2013,488394210200
dom,2014,531054824700
dom,2015,547346417400.00006
dom,2016,588358441400
dom,2017,616919048300
dom,2018,654272839700
dom,2019,664326055900
dom,2020,462911076500
dom,2021,630333933889.80994
dom,2022,716660369334.31482
dza,1960,3560346874300
dza,1961,3560346874300
dza,1962,1227705837100
dza,1963,2025714492000
dza,1964,2087099867200
dza,1965,2087099867200
dza,1966,2266154017100
dza,1967,2333299379400
dza,1968,2646644260000
dza,1969,2887248118200
dza,1970,2999157130100
dza,1971,2221390597300
dza,1972,3077493124500
dza,1973,3245356418600
dza,1974,3049515980800
dza,1975,3066302268100
dza,1976,3172615625300
dza,1977,3155829343300
dza,1978,3346074350200
dza,1979,3586678431600
dza,1980,3122256774000
dza,1981,3131623510700
dza,1982,3451049014400
dza,1983,3665014197600
dza,1984,3873920026500
dza,1985,3974641852300
dza,1986,3962718048900
dza,1987,4200480876800
dza,1988,4217282741900
dza,1989,4554665452100
dza,1990,4709524087900
dza,1991,4667138735900
dza,1992,4849156759100
dza,1993,4757023113700
dza,1994,4595284216100
dza,1995,4884786990100
dza,1996,5251146105800
dza,1997,5581968501900
dza,1998,5676861589000
dza,1999,6017761391600
dza,2000,5696312824600
dza,2001,6060876845400
dza,2002,6394225071900
dza,2003,6873791952300
dza,2004,7093753294800
dza,2005,7512284739200
dza,2006,7354526759700
dza,2007,7280981492100
dza,2008,7106237936300
dza,2009,6388507904700
dza,2010,6388507904700
dza,2011,6216018191300
dza,2012,5979809500000
dza,2013,5638960358500
dza,2014,5650238279200
dza,2015,5678489470600
dza,2016,6075983733600
dza,2017,5705348725800
dza,2018,5494250823000
dza,2019,5159101522800
dza,2020,4576123050700
dza,2021,5189323539500
dza,2022,5189323539500
ecu,1960,738641869.15
ecu,1961,708613123.25
ecu,1962,858212853.71
ecu,1963,788036980.15
ecu,1964,817521727.03
ecu,1965,888024000
ecu,1966,921607000
ecu,1967,988751000
ecu,1968,1014995000
ecu,1969,891178000
ecu,1970,892850000
ecu,1971,986820000
ecu,1972,1793537000
ecu,1973,3777760000
ecu,1974,4636253000
ecu,1975,3742919000
ecu,1976,3841416000
ecu,1977,3898141000
ecu,1978,4150228000
ecu,1979,4270685000
ecu,1980,4286848000
ecu,1981,4322988000
ecu,1982,4111267000
ecu,1983,4041526000
ecu,1984,4152296000
ecu,1985,4462786000
ecu,1986,4981235000
ecu,1987,4476249000
ecu,1988,6151240000
ecu,1989,6233251000
ecu,1990,6272493000
ecu,1991,7318430000
ecu,1992,7722134000
ecu,1993,8201133000
ecu,1994,9258397000
ecu,1995,10217459000
ecu,1996,10000584000
ecu,1997,10699220000
ecu,1998,10192439000
ecu,1999,10970207000
ecu,2000,11248430000
ecu,2001,11069900000
ecu,2002,11138952000
ecu,2003,11942090000
ecu,2004,13993547000
ecu,2005,15201615000
ecu,2006,16284882000
ecu,2007,16287685000
ecu,2008,16773701000
ecu,2009,15970518000
ecu,2010,15932657000
ecu,2011,16835682000
ecu,2012,17756018000
ecu,2013,18210280000
ecu,2014,19342036000
ecu,2015,19218768000
ecu,2016,19491882000
ecu,2017,19631647000
ecu,2018,19858209000
ecu,2019,20582165000
ecu,2020,19471230000
ecu,2021,19446416000
ecu,2022,19940184000
egy,1960,14023934349.2828
egy,1961,13079366950.4658
egy,1962,12019138236.6712
egy,1963,14785371335.1352
egy,1964,17074501512.6917
egy,1965,17084139954.6898
egy,1966,17845576940.5423
egy,1967,19060020739.307
egy,1968,12472145050.5834
egy,1969,14385375956.2127
egy,1970,15808454855.937
egy,1971,16616345504.7805
egy,1972,16325213738.8369
egy,1973,17045764858.6973
egy,1974,17846377212.5421
egy,1975,22004510676.7365
egy,1976,24729682935.2084
egy,1977,34781323327.2608
egy,1978,35712537969.0804
egy,1979,40838783273.0872
egy,1980,47786407319.741
egy,1981,61978268583.9912
egy,1982,55524844461.2416
egy,1983,59671320484.43819
egy,1984,63136106834.7669
egy,1985,63830942038.6322
egy,1986,65014039816.403
egy,1987,60356766022.3054
egy,1988,67104495886.998
egy,1989,78288578534.83101
egy,1990,83880619858.74748
egy,1991,86676640483.20569
egy,1992,97860723181.03868
egy,1993,99083332380.80179
egy,1994,99600942480.70151
egy,1995,110846521578.52299
egy,1996,112819925278.14
egy,1997,111751534578.347
egy,1998,108786697978.922
egy,1999,118753110376.991
egy,2000,127100265775.373
egy,2001,131282724274.563
egy,2002,137812200573.298
egy,2003,156875559730.41101
egy,2004,196590891307.73001
egy,2005,236306222885.04999
egy,2006,286546117330.35803
egy,2007,353267874380.255
egy,2008,454873547970.31506
egy,2009,388861219912.57495
egy,2010,377258102866.79694
egy,2011,381962069236.70697
egy,2012,373181332012.87506
egy,2013,390032928942.80798
egy,2014,347360336717.00903
egy,2015,347224436741.76801
egy,2016,295038846249.07202
egy,2017,548900000000
egy,2018,722300000000
egy,2019,702900000000
egy,2020,536600000000
egy,2021,462300000000
egy,2022,727400000000
eri,1992,797491700
eri,1993,1355225100
eri,1994,1304783200
eri,1995,1090245800
eri,1996,1728430700
eri,1997,1787811600
eri,1998,1072367700
eri,1999,649039500
eri,2000,657488000
eri,2001,763984500
eri,2002,830650400
eri,2003,620876800
eri,2004,684997800
eri,2005,677942200
eri,2006,780301800
eri,2007,677848500
eri,2008,532971600
eri,2009,725979700
eri,2010,852997900
eri,2011,5764051900
esp,1970,26638742000
esp,1971,30421872000
esp,1972,34498314000
esp,1973,37948624000
esp,1974,37569114000
esp,1975,37418268000
esp,1976,39289481000
esp,1977,44043534000
esp,1978,48755686000
esp,1979,51486483000
esp,1980,52668113000
esp,1981,58615186000
esp,1982,61877507000
esp,1983,67826020000
esp,1984,75991184000
esp,1985,76498176000
esp,1986,76676775000
esp,1987,80713987000
esp,1988,83794827000
esp,1989,84994612000
esp,1990,88982853000
esp,1991,96321274000
esp,1992,103553111000
esp,1993,111667863000
esp,1994,130282535000
esp,1995,142531000000
esp,1996,156744000000
esp,1997,179300000000
esp,1998,193907000000
esp,1999,209557000000
esp,2000,231431000000
esp,2001,240554000000
esp,2002,243976000000
esp,2003,252682000000
esp,2004,263558000000
esp,2005,268541000000
esp,2006,281241000000
esp,2007,302607000000
esp,2008,299864000000
esp,2009,267365000000
esp,2010,291597000000
esp,2011,315431000000
esp,2012,318381000000
esp,2013,332321000000
esp,2014,347363000000
esp,2015,362356000000
esp,2016,381819000000
esp,2017,402862000000
esp,2018,409822000000
esp,2019,418896000000
esp,2020,335359000000
esp,2021,383579000000
esp,2022,438917000000
est,1993,3809245000
est,1994,3943282000
est,1995,4156675000
est,1996,4263632000
est,1997,5347755000
est,1998,6051569000
est,1999,6080265000
est,2000,5657682000
est,2001,6015972000
est,2002,6185663000
est,2003,6814902000
est,2004,7993356000
est,2005,9585824000
est,2006,10499300000
est,2007,11823832000
est,2008,11929996000
est,2009,9507187000
est,2010,11809564000
est,2011,14664292000
est,2012,15372031000
est,2013,15802451000
est,2014,16219710000
est,2015,15975998000
est,2016,16746445000
est,2017,17555641000
est,2018,18064594000
est,2019,19168316000
est,2020,18157591000
est,2021,21778235000
est,2022,22857851000
eth,2011,162526105400
eth,2012,145686095200
eth,2013,146086972100
eth,2014,150209350200
eth,2015,133357769000
eth,2016,122501000000
eth,2017,131891508999.99998
eth,2018,139025660400
eth,2019,130990190100
eth,2020,123918083500
eth,2021,147402767900
fin,1970,9613870000
fin,1971,9502781000
fin,1972,10878861000
fin,1973,11664389000
fin,1974,11677307000
fin,1975,10142875000
fin,1976,11603041000
fin,1977,13464461000
fin,1978,14511631000
fin,1979,15912099000
fin,1980,17201000000
fin,1981,18199000000
fin,1982,17858000000
fin,1983,18631000000
fin,1984,19847000000
fin,1985,19973000000
fin,1986,20485000000
fin,1987,21167000000
fin,1988,21913000000
fin,1989,22283000000
fin,1990,22596000000
fin,1991,20812000000
fin,1992,22972000000
fin,1993,26801000000
fin,1994,30362000000
fin,1995,33019000000
fin,1996,34922000000
fin,1997,39821000000
fin,1998,43354000000
fin,1999,48269000000
fin,2000,56043000000
fin,2001,57064000000
fin,2002,59337000000
fin,2003,58739000000
fin,2004,63874000000
fin,2005,68312000000
fin,2006,75016000000
fin,2007,81758000000
fin,2008,87155000000
fin,2009,69625000000
fin,2010,73928000000
fin,2011,75428000000
fin,2012,75604000000
fin,2013,76037000000
fin,2014,74553000000
fin,2015,74845000000
fin,2016,77759000000
fin,2017,84619000000
fin,2018,85891000000
fin,2019,91624000000
fin,2020,84510000000
fin,2021,89582000000
fin,2022,91120000000
fra,1960,31918071700
fra,1961,33614094000
fra,1962,34006103900
fra,1963,36859008900
fra,1964,39913461500
fra,1965,44226578200
fra,1966,47284054000
fra,1967,50817181900
fra,1968,56140051600
fra,1969,64831788100
fra,1970,75281019000
fra,1971,82550838000
fra,1972,91623499000
fra,1973,103022018000
fra,1974,114889136000
fra,1975,111216940000
fra,1976,120685642000
fra,1977,130224886000
fra,1978,138760423000
fra,1979,148089050000
fra,1980,152206665000
fra,1981,159593382000
fra,1982,157796586000
fra,1983,165280045000
fra,1984,176470970000
fra,1985,180201615000
fra,1986,178459236000
fra,1987,183447537000
fra,1988,198970727000
fra,1989,218425100000
fra,1990,227480630000
fra,1991,241760271000
fra,1992,256144717000
fra,1993,257155478000
fra,1994,278136574000
fra,1995,302763664000
fra,1996,315685883000
fra,1997,356848939000
fra,1998,388296397000
fra,1999,408145804000
fra,2000,460737612000
fra,2001,474892293000
fra,2002,484378127000
fra,2003,479733465000
fra,2004,505437827000
fra,2005,525532113000
fra,2006,557052129000
fra,2007,572600512000
fra,2008,575123886000
fra,2009,512446641000
fra,2010,557004765000
fra,2011,592451934000
fra,2012,609290221000
fra,2013,622333368000
fra,2014,642698736000
fra,2015,672558000000
fra,2016,684501706000
fra,2017,714523215000
fra,2018,746869575000
fra,2019,758959403000
fra,2020,631206497000
fra,2021,686575629000
fra,2022,734687036000
gab,1960,176666574800
gab,1961,191267120700
gab,1962,211707871500
gab,1963,265729896100
gab,1964,329972285000
gab,1965,357713313100
gab,1966,344776063100
gab,1967,444066156700
gab,1968,470265188100
gab,1969,543359000600
gab,1970,603193782000
gab,1971,638446688200
gab,1972,679200125900
gab,1973,683727063300
gab,1974,1027207751200
gab,1975,1269134876800
gab,1976,1479362439500
gab,1977,1429230595600
gab,1978,1483243064400
gab,1979,1219324814000
gab,1980,1306651251700
gab,1981,1212317136900
gab,1982,1190590037600
gab,1983,1241194927100
gab,1984,1532723095300
gab,1985,1426837864400
gab,1986,1295375162200
gab,1987,1212867190100
gab,1988,1252746043200
gab,1989,1723591537400
