geo,time,sn_itk_defc_zs
isl,2017,2.5
isl,2018,2.5
isl,2019,2.5
isl,2020,2.5
isr,2001,2.5
isr,2002,2.5
isr,2003,2.5
isr,2004,2.5
isr,2005,2.5
isr,2006,2.5
isr,2007,2.5
isr,2008,2.5
isr,2009,2.5
isr,2010,2.5
isr,2011,2.5
isr,2012,2.5
isr,2013,2.5
isr,2014,2.5
isr,2015,2.5
isr,2016,2.5
isr,2017,2.5
isr,2018,2.5
isr,2019,2.5
isr,2020,2.5
ita,2001,2.5
ita,2002,2.5
ita,2003,2.5
ita,2004,2.5
ita,2005,2.5
ita,2006,2.5
ita,2007,2.5
ita,2008,2.5
ita,2009,2.5
ita,2010,2.5
ita,2011,2.5
ita,2012,2.5
ita,2013,2.5
ita,2014,2.5
ita,2015,2.5
ita,2016,2.5
ita,2017,2.5
ita,2018,2.5
ita,2019,2.5
ita,2020,2.5
jam,2001,7.4
jam,2002,6.9
jam,2003,7
jam,2004,7.1
jam,2005,7.4
jam,2006,7.7
jam,2007,8.3
jam,2008,9
jam,2009,9.6
jam,2010,9.7
jam,2011,9.9
jam,2012,9.7
jam,2013,9.7
jam,2014,9.3
jam,2015,9.7
jam,2016,9.3
jam,2017,9
jam,2018,8.1
jam,2019,7.5
jam,2020,6.9
jor,2001,9.7
jor,2002,7.7
jor,2003,6.3
jor,2004,5.7
jor,2005,5.5
jor,2006,5.7
jor,2007,6.1
jor,2008,6.5
jor,2009,6.4
jor,2010,6.2
jor,2011,6.1
jor,2012,6.3
jor,2013,6
jor,2014,6
jor,2015,6.3
jor,2016,7.1
jor,2017,8.8
jor,2018,11.2
jor,2019,14.6
jor,2020,16.9
jpn,2001,2.5
jpn,2002,2.5
jpn,2003,2.5
jpn,2004,2.5
jpn,2005,2.5
jpn,2006,2.5
jpn,2007,2.5
jpn,2008,2.5
jpn,2009,2.6
jpn,2010,2.7
jpn,2011,2.5
jpn,2012,2.5
jpn,2013,2.5
jpn,2014,2.5
jpn,2015,2.5
jpn,2016,2.5
jpn,2017,2.5
jpn,2018,2.5
jpn,2019,2.8
jpn,2020,3.2
kaz,2001,6.5
kaz,2002,6.6
kaz,2003,7.1
kaz,2004,7.5
kaz,2005,7.3
kaz,2006,6.3
kaz,2007,5.1
kaz,2008,4.3
kaz,2009,3.7
kaz,2010,3.2
kaz,2011,2.6
kaz,2012,2.5
kaz,2013,2.5
kaz,2014,2.5
kaz,2015,2.5
kaz,2016,2.5
kaz,2017,2.5
kaz,2018,2.5
kaz,2019,2.5
kaz,2020,2.5
ken,2001,32.2
ken,2002,33.6
ken,2003,34.9
ken,2004,32.1
ken,2005,28.5
ken,2006,26.1
ken,2007,26.9
ken,2008,26.6
ken,2009,24.7
ken,2010,22.2
ken,2011,20.6
ken,2012,19.8
ken,2013,19.5
ken,2014,19.6
ken,2015,21.5
ken,2016,23.3
ken,2017,25.1
ken,2018,24.7
ken,2019,25.6
ken,2020,26.9
kgz,2001,15
kgz,2002,12.9
kgz,2003,10.6
kgz,2004,8.5
kgz,2005,8.5
kgz,2006,9
kgz,2007,9.6
kgz,2008,8.8
kgz,2009,8.2
kgz,2010,7.3
kgz,2011,6.7
kgz,2012,6.3
kgz,2013,6.1
kgz,2014,6.1
kgz,2015,6.3
kgz,2016,6.1
kgz,2017,5.8
kgz,2018,5.4
kgz,2019,5.2
kgz,2020,5.3
khm,2001,23.6
khm,2002,21.2
khm,2003,19.4
khm,2004,18.5
khm,2005,17
khm,2006,15.6
khm,2007,14.8
khm,2008,14.5
khm,2009,13
khm,2010,11.2
khm,2011,9.7
khm,2012,9.5
khm,2013,9.4
khm,2014,9.2
khm,2015,8.9
khm,2016,8.5
khm,2017,7.7
khm,2018,6.6
khm,2019,6
khm,2020,6.3
kir,2001,4.4
kir,2002,4.6
kir,2003,5
kir,2004,5.1
kir,2005,5.3
kir,2006,5.5
kir,2007,6
kir,2008,6.2
kir,2009,5.4
kir,2010,4.4
kir,2011,3.5
kir,2012,3.3
kir,2013,3.3
kir,2014,3.2
kir,2015,3.2
kir,2016,3.3
kir,2017,3.4
kir,2018,3.9
kir,2019,4
kir,2020,4.2
kor,2001,2.5
kor,2002,2.6
kor,2003,2.6
kor,2004,2.6
kor,2005,2.5
kor,2006,2.5
kor,2007,2.5
kor,2008,2.5
kor,2009,2.5
kor,2010,2.5
kor,2011,2.5
kor,2012,2.5
kor,2013,2.5
kor,2014,2.5
kor,2015,2.5
kor,2016,2.5
kor,2017,2.5
kor,2018,2.5
kor,2019,2.5
kor,2020,2.5
kwt,2001,2.6
kwt,2002,2.5
kwt,2003,2.5
kwt,2004,2.5
kwt,2005,2.5
kwt,2006,2.5
kwt,2007,2.5
kwt,2008,2.5
kwt,2009,2.5
kwt,2010,2.5
kwt,2011,2.5
kwt,2012,2.5
kwt,2013,2.5
kwt,2014,2.5
kwt,2015,2.5
kwt,2016,2.5
kwt,2017,2.5
kwt,2018,2.5
kwt,2019,2.5
kwt,2020,2.7
lao,2001,31.2
lao,2002,29.5
lao,2003,26.9
lao,2004,24.1
lao,2005,22.4
lao,2006,20.6
lao,2007,20.1
lao,2008,18.3
lao,2009,16.8
lao,2010,14.1
lao,2011,12.8
lao,2012,11.3
lao,2013,10
lao,2014,8
lao,2015,6.7
lao,2016,5.9
lao,2017,5.6
lao,2018,5.3
lao,2019,5.4
lao,2020,5.1
lbn,2001,7.8
lbn,2002,8.6
lbn,2003,9.6
lbn,2004,10.7
lbn,2005,10.9
lbn,2006,10.5
lbn,2007,9.9
lbn,2008,9.4
lbn,2009,7.6
lbn,2010,5.7
lbn,2011,4.2
lbn,2012,4.6
lbn,2013,5
lbn,2014,5.5
lbn,2015,5.9
lbn,2016,6.2
lbn,2017,6.8
lbn,2018,7.1
lbn,2019,9
lbn,2020,10.9
lbr,2001,36.6
lbr,2002,38.1
lbr,2003,37.6
lbr,2004,36.5
lbr,2005,35.8
lbr,2006,35.3
lbr,2007,34.4
lbr,2008,32.9
lbr,2009,33.1
lbr,2010,34.5
lbr,2011,35.7
lbr,2012,36.2
lbr,2013,36.1
lbr,2014,36.8
lbr,2015,36.4
lbr,2016,36.3
lbr,2017,36.6
lbr,2018,37.5
lbr,2019,39.2
lbr,2020,38.3
lka,2001,16.7
lka,2002,16.1
lka,2003,15.7
lka,2004,15
lka,2005,14
lka,2006,13.2
lka,2007,11.8
lka,2008,10.8
lka,2009,9.8
lka,2010,9.6
lka,2011,8.9
lka,2012,8.1
lka,2013,7
lka,2014,6
lka,2015,5.2
lka,2016,4.7
lka,2017,4.3
lka,2018,4.1
lka,2019,3.7
lka,2020,3.4
lso,2001,20
lso,2002,18.5
lso,2003,16.8
lso,2004,15.3
lso,2005,13.7
lso,2006,12.8
lso,2007,12.4
lso,2008,12.3
lso,2009,11.9
lso,2010,11.6
lso,2011,12
lso,2012,14.8
lso,2013,19.3
lso,2014,26.1
lso,2015,30.3
lso,2016,32
lso,2017,29.5
lso,2018,28.7
lso,2019,31.2
lso,2020,34.7
ltu,2001,2.5
ltu,2002,2.5
ltu,2003,2.5
ltu,2004,2.5
ltu,2005,2.5
ltu,2006,2.5
ltu,2007,2.5
ltu,2008,2.5
ltu,2009,2.5
ltu,2010,2.5
ltu,2011,2.5
ltu,2012,2.5
ltu,2013,2.5
ltu,2014,2.5
ltu,2015,2.5
ltu,2016,2.5
ltu,2017,2.5
ltu,2018,2.5
ltu,2019,2.5
ltu,2020,2.5
lux,2001,2.5
lux,2002,2.5
lux,2003,2.5
lux,2004,2.5
lux,2005,2.5
lux,2006,2.5
lux,2007,2.5
lux,2008,2.5
lux,2009,2.5
lux,2010,2.5
lux,2011,2.5
lux,2012,2.5
lux,2013,2.5
lux,2014,2.5
lux,2015,2.5
lux,2016,2.5
lux,2017,2.5
lux,2018,2.5
lux,2019,2.5
lux,2020,2.5
lva,2001,4.6
lva,2002,3.4
lva,2003,2.8
lva,2004,2.5
lva,2005,2.5
lva,2006,2.5
lva,2007,2.5
lva,2008,2.5
lva,2009,2.5
lva,2010,2.5
lva,2011,2.5
lva,2012,2.5
lva,2013,2.5
lva,2014,2.5
lva,2015,2.5
lva,2016,2.5
lva,2017,2.5
lva,2018,2.5
lva,2019,2.5
lva,2020,2.5
mac,2001,21.2
mac,2002,20.6
mac,2003,19.1
mac,2004,17.3
mac,2005,16
mac,2006,15.2
mac,2007,14.9
mac,2008,14.5
mac,2009,12.4
mac,2010,9.7
mac,2011,7.2
mac,2012,6.5
mac,2013,6
mac,2014,5.5
mac,2015,5.1
mac,2016,5
mac,2017,4.9
mac,2018,4.7
mac,2019,4.6
mac,2020,4.8
mar,2001,6.3
mar,2002,5.9
mar,2003,5.6
mar,2004,5.5
mar,2005,5.5
mar,2006,5.6
mar,2007,5.5
mar,2008,5.6
mar,2009,5.4
mar,2010,5.1
mar,2011,4.6
mar,2012,4.4
mar,2013,4.2
mar,2014,4.1
mar,2015,3.8
mar,2016,3.8
mar,2017,3.7
mar,2018,3.8
mar,2019,4.4
mar,2020,5.6
mdg,2001,33.8
mdg,2002,35.2
mdg,2003,36.5
mdg,2004,35
mdg,2005,33.4
mdg,2006,31
mdg,2007,30.5
mdg,2008,30.4
mdg,2009,29.7
mdg,2010,28.2
mdg,2011,27.3
mdg,2012,29.4
mdg,2013,33
mdg,2014,37.6
mdg,2015,40.2
mdg,2016,41.6
mdg,2017,42.3
mdg,2018,44.3
mdg,2019,47.4
mdg,2020,48.5
mex,2001,3.3
mex,2002,3.7
mex,2003,4.3
mex,2004,4.6
mex,2005,4.4
mex,2006,4.1
mex,2007,4.1
mex,2008,4.5
mex,2009,4.7
mex,2010,4.8
mex,2011,4.7
mex,2012,4.6
mex,2013,4.2
mex,2014,4.4
mex,2015,5
mex,2016,5.8
mex,2017,6.1
mex,2018,6
mex,2019,6
mex,2020,6.1
mkd,2001,7.5
mkd,2002,7.5
mkd,2003,5.8
mkd,2004,5.5
mkd,2005,5
mkd,2006,4.4
mkd,2007,3.6
mkd,2008,2.9
mkd,2009,3.1
mkd,2010,3.4
mkd,2011,3.6
mkd,2012,3.7
mkd,2013,3.6
mkd,2014,3.5
mkd,2015,3.3
mkd,2016,3
mkd,2017,2.8
mkd,2018,2.5
mkd,2019,3.1
mkd,2020,3.3
mli,2001,16.2
mli,2002,15.2
mli,2003,15.1
mli,2004,14.4
mli,2005,13.3
mli,2006,11.9
mli,2007,10.4
mli,2008,9.4
mli,2009,7.4
mli,2010,5.8
mli,2011,4.2
mli,2012,3.9
mli,2013,3.7
mli,2014,3.6
mli,2015,3.4
mli,2016,3.1
mli,2017,3.1
mli,2018,3.4
mli,2019,5.6
mli,2020,9.8
mlt,2001,2.5
mlt,2002,2.5
mlt,2003,2.5
mlt,2004,2.5
mlt,2005,2.5
mlt,2006,2.5
mlt,2007,2.5
mlt,2008,2.5
mlt,2009,2.5
mlt,2010,2.5
mlt,2011,2.5
mlt,2012,2.5
mlt,2013,2.5
mlt,2014,2.5
mlt,2015,2.5
mlt,2016,2.5
mlt,2017,2.5
mlt,2018,2.5
mlt,2019,2.5
mlt,2020,2.5
mmr,2001,37.6
mmr,2002,34.8
mmr,2003,32.4
mmr,2004,30.2
mmr,2005,27.8
mmr,2006,24.5
mmr,2007,20.5
mmr,2008,17.1
mmr,2009,12.9
mmr,2010,10.2
mmr,2011,7.8
mmr,2012,7.1
mmr,2013,6.1
mmr,2014,5.1
mmr,2015,4.2
mmr,2016,3.5
mmr,2017,3
mmr,2018,2.6
mmr,2019,2.5
mmr,2020,3.1
mne,2001,9.6
mne,2002,9.2
mne,2003,8.4
mne,2004,7.7
mne,2005,5.5
mne,2006,3.1
mne,2007,2.5
mne,2008,2.5
mne,2009,2.5
mne,2010,2.5
mne,2011,2.5
mne,2012,2.5
mne,2013,2.5
mne,2014,2.5
mne,2015,2.5
mne,2016,2.5
mne,2017,2.5
mne,2018,2.5
mne,2019,2.5
mne,2020,2.5
mng,2001,31.1
mng,2002,30.6
mng,2003,30.8
mng,2004,30.7
mng,2005,29.6
mng,2006,27.4
mng,2007,25.2
mng,2008,22.3
mng,2009,19.6
mng,2010,16.5
mng,2011,14.1
mng,2012,12.5
mng,2013,11.4
mng,2014,10.1
mng,2015,8.4
mng,2016,7.4
mng,2017,6.3
mng,2018,5.5
mng,2019,4
mng,2020,3.6
moz,2001,36.5
moz,2002,35.2
moz,2003,34.1
moz,2004,34.1
moz,2005,33.3
moz,2006,32.4
moz,2007,29.9
moz,2008,28.6
moz,2009,25.8
moz,2010,24.1
moz,2011,21.8
moz,2012,21
moz,2013,22.4
moz,2014,25.7
moz,2015,29.7
moz,2016,31.5
moz,2017,31.4
moz,2018,31
moz,2019,31.8
moz,2020,32.7
mrt,2001,8.3
mrt,2002,7.9
mrt,2003,8.3
mrt,2004,8.5
mrt,2005,9.4
mrt,2006,8.8
mrt,2007,8.1
mrt,2008,7.3
mrt,2009,7.8
mrt,2010,8.2
mrt,2011,8.3
mrt,2012,7.9
mrt,2013,7.9
mrt,2014,8
mrt,2015,8.3
mrt,2016,8.5
mrt,2017,8.5
mrt,2018,8.6
mrt,2019,9.2
mrt,2020,10.1
mus,2001,5.7
mus,2002,5.6
mus,2003,5.4
mus,2004,5.2
mus,2005,5.1
mus,2006,5
mus,2007,5.2
mus,2008,5
mus,2009,4.7
mus,2010,4.3
mus,2011,4.5
mus,2012,4.9
mus,2013,5.2
mus,2014,5.3
mus,2015,5.6
mus,2016,5.8
mus,2017,6
mus,2018,6
mus,2019,7.2
mus,2020,7.8
mwi,2001,23.6
mwi,2002,23.8
mwi,2003,24.6
mwi,2004,24
mwi,2005,22.5
mwi,2006,20.8
mwi,2007,19.3
mwi,2008,19
mwi,2009,17.1
mwi,2010,15.5
mwi,2011,13.7
mwi,2012,14
mwi,2013,14.8
mwi,2014,15.4
mwi,2015,16
mwi,2016,16.1
mwi,2017,16.6
mwi,2018,16.8
mwi,2019,17.6
mwi,2020,17.8
mys,2001,2.5
mys,2002,2.8
mys,2003,2.9
mys,2004,3.1
mys,2005,3.2
mys,2006,3.4
mys,2007,3.6
mys,2008,3.6
mys,2009,3.7
mys,2010,3.4
mys,2011,3.3
mys,2012,3.3
mys,2013,3.5
mys,2014,3.6
mys,2015,3.8
mys,2016,3.5
mys,2017,3.2
mys,2018,2.7
mys,2019,2.6
mys,2020,2.5
nam,2001,13.5
nam,2002,14.5
nam,2003,15.7
nam,2004,16.6
nam,2005,18.2
nam,2006,20.1
nam,2007,23.5
nam,2008,27.6
nam,2009,29.5
nam,2010,28.8
nam,2011,25.5
nam,2012,23.5
nam,2013,22.2
nam,2014,21.5
nam,2015,21
nam,2016,20.2
nam,2017,19.9
nam,2018,20
nam,2019,18.9
nam,2020,18
ncl,2001,8.4
ncl,2002,8.7
ncl,2003,9.1
ncl,2004,9.5
ncl,2005,9.6
ncl,2006,9.5
ncl,2007,9.4
ncl,2008,9.1
ncl,2009,8.2
ncl,2010,7.3
ncl,2011,6.6
ncl,2012,6.6
ncl,2013,6.4
ncl,2014,6.2
ncl,2015,6.2
ncl,2016,6.5
ncl,2017,6.7
ncl,2018,6.8
ncl,2019,6.8
ncl,2020,6.8
nga,2001,8.9
nga,2002,8.9
nga,2003,8.6
nga,2004,7.9
nga,2005,7.1
nga,2006,6.7
nga,2007,6.6
nga,2008,6.8
nga,2009,7.5
nga,2010,8.2
nga,2011,8.8
nga,2012,9.1
nga,2013,9.1
nga,2014,9.2
nga,2015,9.2
nga,2016,9.4
nga,2017,10
nga,2018,10.4
nga,2019,12
nga,2020,12.7
nic,2001,27.5
nic,2002,25.2
nic,2003,25
nic,2004,24
nic,2005,23.3
nic,2006,22.2
nic,2007,21.6
nic,2008,21.2
nic,2009,20.8
nic,2010,20
nic,2011,19.2
nic,2012,19
nic,2013,19.3
nic,2014,19.7
nic,2015,19
nic,2016,18
nic,2017,17.2
nic,2018,17.4
nic,2019,17.5
nic,2020,18.6
nld,2001,2.5
nld,2002,2.5
nld,2003,2.5
nld,2004,2.5
nld,2005,2.5
nld,2006,2.5
nld,2007,2.5
nld,2008,2.5
nld,2009,2.5
nld,2010,2.5
nld,2011,2.5
nld,2012,2.5
nld,2013,2.5
nld,2014,2.5
nld,2015,2.5
nld,2016,2.5
nld,2017,2.5
nld,2018,2.5
nld,2019,2.5
nld,2020,2.5
nor,2001,2.5
nor,2002,2.5
nor,2003,2.5
nor,2004,2.5
nor,2005,2.5
nor,2006,2.5
nor,2007,2.5
nor,2008,2.5
nor,2009,2.5
nor,2010,2.5
nor,2011,2.5
nor,2012,2.5
nor,2013,2.5
nor,2014,2.5
nor,2015,2.5
nor,2016,2.5
nor,2017,2.5
nor,2018,2.5
nor,2019,2.5
nor,2020,2.5
npl,2001,23.5
npl,2002,21.7
npl,2003,19.8
npl,2004,17.6
npl,2005,16.8
npl,2006,15.9
npl,2007,14.9
npl,2008,13
npl,2009,11.2
npl,2010,9.9
npl,2011,8.6
npl,2012,7.7
npl,2013,6.8
npl,2014,6.1
npl,2015,5.3
npl,2016,4.5
npl,2017,4.2
npl,2018,4.3
npl,2019,4.8
npl,2020,5.5
nzl,2001,2.5
nzl,2002,2.5
nzl,2003,2.5
nzl,2004,2.5
nzl,2005,2.5
nzl,2006,2.5
nzl,2007,2.5
nzl,2008,2.5
nzl,2009,2.5
nzl,2010,2.5
nzl,2011,2.5
nzl,2012,2.5
nzl,2013,2.5
nzl,2014,2.5
nzl,2015,2.5
nzl,2016,2.5
nzl,2017,2.5
nzl,2018,2.5
nzl,2019,2.5
nzl,2020,2.5
omn,2001,12.3
omn,2002,11.3
omn,2003,11
omn,2004,10.1
omn,2005,9.6
omn,2006,9.6
omn,2007,9.7
omn,2008,9.7
omn,2009,8.6
omn,2010,7.7
omn,2011,6.8
omn,2012,6.6
omn,2013,6.6
omn,2014,7.1
omn,2015,8.1
omn,2016,8.4
omn,2017,8.4
omn,2018,7.9
omn,2019,8.8
omn,2020,9.8
pak,2001,21.1
pak,2002,21.8
pak,2003,21
pak,2004,19
pak,2005,17.6
pak,2006,16.4
pak,2007,15.8
pak,2008,15.8
pak,2009,15.6
pak,2010,15.4
pak,2011,15.1
pak,2012,14.7
pak,2013,14.2
pak,2014,13.4
pak,2015,12.8
pak,2016,12.4
pak,2017,12.1
pak,2018,12.3
pak,2019,14.1
pak,2020,16.9
pan,2001,24.5
pan,2002,20.5
pan,2003,21
pan,2004,21.3
pan,2005,21.6
pan,2006,18.5
pan,2007,16.2
pan,2008,14.1
pan,2009,12.4
pan,2010,10.9
pan,2011,9.1
pan,2012,8.4
pan,2013,8.2
pan,2014,8.3
pan,2015,8.1
pan,2016,7.8
pan,2017,6.7
pan,2018,6
pan,2019,5.4
pan,2020,5.8
per,2001,21.5
per,2002,22.9
per,2003,23.1
per,2004,21.7
per,2005,18.8
per,2006,15.7
per,2007,13.7
per,2008,11.6
per,2009,9.7
per,2010,8.7
per,2011,7.7
per,2012,6.7
per,2013,5.7
per,2014,5.4
per,2015,5.9
per,2016,6.9
per,2017,7.6
per,2018,7.6
per,2019,8.1
per,2020,8.3
phl,2001,18.7
phl,2002,18.4
phl,2003,17
phl,2004,15.9
phl,2005,14.4
phl,2006,13.2
phl,2007,12.1
phl,2008,11.3
phl,2009,11.5
phl,2010,12.2
phl,2011,12.4
phl,2012,12.1
phl,2013,11.6
phl,2014,11.1
phl,2015,10.2
phl,2016,8.8
phl,2017,7.5
phl,2018,6.2
phl,2019,5.5
phl,2020,5.2
png,2001,26.3
png,2002,27
png,2003,27.7
png,2004,28.6
png,2005,27.4
png,2006,27.3
png,2007,26.6
png,2008,27
png,2009,26.6
png,2010,26.2
png,2011,25
png,2012,24
png,2013,23.3
png,2014,23.1
png,2015,23
png,2016,23.2
png,2017,23.1
png,2018,22.6
png,2019,21.9
png,2020,21.6
pol,2001,2.5
pol,2002,2.5
pol,2003,2.5
pol,2004,2.5
pol,2005,2.5
pol,2006,2.5
pol,2007,2.5
pol,2008,2.5
pol,2009,2.5
pol,2010,2.5
pol,2011,2.5
pol,2012,2.5
pol,2013,2.5
pol,2014,2.5
pol,2015,2.5
pol,2016,2.5
pol,2017,2.5
pol,2018,2.5
pol,2019,2.5
pol,2020,2.5
prk,2001,35.7
prk,2002,34.8
prk,2003,32.3
prk,2004,32.6
prk,2005,33.8
prk,2006,36.1
prk,2007,38.2
prk,2008,39.7
prk,2009,39.6
prk,2010,39.1
prk,2011,38.2
prk,2012,38.6
prk,2013,38.6
prk,2014,39.6
prk,2015,40.3
prk,2016,41.2
prk,2017,42.9
prk,2018,42.6
prk,2019,43
prk,2020,41.6
prt,2001,2.5
prt,2002,2.5
prt,2003,2.5
prt,2004,2.5
prt,2005,2.5
prt,2006,2.5
prt,2007,2.5
prt,2008,2.5
prt,2009,2.5
prt,2010,2.5
prt,2011,2.5
prt,2012,2.5
prt,2013,2.5
prt,2014,2.5
prt,2015,2.5
prt,2016,2.5
prt,2017,2.5
prt,2018,2.5
prt,2019,2.5
prt,2020,2.5
pry,2001,10.5
pry,2002,9.3
pry,2003,8.8
pry,2004,9.1
pry,2005,9.5
pry,2006,9.7
pry,2007,9.4
pry,2008,9.6
pry,2009,8.8
pry,2010,7.7
pry,2011,7.2
pry,2012,7.2
pry,2013,7.4
pry,2014,7.1
pry,2015,7.4
pry,2016,7.7
pry,2017,7.8
pry,2018,7.8
pry,2019,8.2
pry,2020,8.7
pyf,2001,4.2
pyf,2002,4.1
pyf,2003,3.9
pyf,2004,3.9
pyf,2005,3.8
pyf,2006,3.8
pyf,2007,3.8
pyf,2008,3.7
pyf,2009,3.6
pyf,2010,3.5
pyf,2011,3.6
pyf,2012,3.6
pyf,2013,3.6
pyf,2014,3.5
pyf,2015,3.6
pyf,2016,3.8
pyf,2017,4
pyf,2018,4.1
pyf,2019,4.1
pyf,2020,4
rou,2001,2.5
rou,2002,2.5
rou,2003,2.5
rou,2004,2.5
rou,2005,2.5
rou,2006,2.5
rou,2007,2.5
rou,2008,2.5
rou,2009,2.5
rou,2010,2.5
rou,2011,2.5
rou,2012,2.5
rou,2013,2.5
rou,2014,2.5
rou,2015,2.5
rou,2016,2.5
rou,2017,2.5
rou,2018,2.5
rou,2019,2.5
rou,2020,2.5
rus,2001,4
rus,2002,3.3
rus,2003,2.8
rus,2004,2.5
rus,2005,2.5
rus,2006,2.5
rus,2007,2.5
rus,2008,2.5
rus,2009,2.5
rus,2010,2.5
rus,2011,2.5
rus,2012,2.5
rus,2013,2.5
rus,2014,2.5
rus,2015,2.5
rus,2016,2.5
rus,2017,2.5
rus,2018,2.5
rus,2019,2.5
rus,2020,2.5
rwa,2001,38.5
rwa,2002,35.2
rwa,2003,34.6
rwa,2004,35.9
rwa,2005,35.3
rwa,2006,33.7
rwa,2007,32.3
rwa,2008,29.5
rwa,2009,29.9
rwa,2010,31.4
rwa,2011,34.3
rwa,2012,34.5
rwa,2013,34.8
rwa,2014,35.1
rwa,2015,35.3
rwa,2016,34.9
rwa,2017,34.7
rwa,2018,34.7
rwa,2019,35.2
rwa,2020,35.8
sau,2001,4.9
sau,2002,5
sau,2003,5.1
sau,2004,5
sau,2005,4.8
sau,2006,4.5
sau,2007,4.8
sau,2008,5.5
sau,2009,5.6
sau,2010,5.9
sau,2011,5.4
sau,2012,5.4
sau,2013,4.6
sau,2014,4.3
sau,2015,3.7
sau,2016,3.7
sau,2017,3.7
sau,2018,3.8
sau,2019,3.9
sau,2020,3.7
sdn,2001,21.5
sdn,2002,20.3
sdn,2003,20
sdn,2004,19.7
sdn,2005,18.9
sdn,2006,17.6
sdn,2007,16.7
sdn,2008,16.3
sdn,2009,16.5
sdn,2010,16.5
sdn,2011,15.5
sdn,2012,13.5
sdn,2013,11.7
sdn,2014,11.1
sdn,2015,11.2
sdn,2016,11.8
sdn,2017,11.8
sdn,2018,11.8
sdn,2019,11.7
sdn,2020,12.8
sen,2001,24.1
sen,2002,22.9
sen,2003,21.4
sen,2004,19.6
sen,2005,18.1
sen,2006,16.5
sen,2007,13.6
sen,2008,11.9
sen,2009,11
sen,2010,11.3
sen,2011,11.5
sen,2012,11.9
sen,2013,12
sen,2014,11.8
sen,2015,10.7
sen,2016,9.5
sen,2017,8.5
sen,2018,7.8
sen,2019,7.4
sen,2020,7.5
slb,2001,13.3
slb,2002,13.1
slb,2003,12.6
slb,2004,12.7
slb,2005,12.5
slb,2006,12.8
slb,2007,12.6
slb,2008,13.2
slb,2009,13
slb,2010,13.7
slb,2011,14.7
slb,2012,16.5
slb,2013,18
slb,2014,18.7
slb,2015,18.5
slb,2016,18.1
slb,2017,17.7
slb,2018,17.6
slb,2019,17.8
slb,2020,18.1
sle,2001,50.7
sle,2002,49.8
sle,2003,49.4
sle,2004,48.8
sle,2005,46.7
sle,2006,43.7
sle,2007,41.7
sle,2008,40.3
sle,2009,34.9
sle,2010,29.1
sle,2011,24.4
sle,2012,24.3
sle,2013,25.4
sle,2014,25
sle,2015,25.8
sle,2016,25.9
sle,2017,27.2
sle,2018,27.7
sle,2019,27.9
sle,2020,27.4
slv,2001,7.2
slv,2002,7.1
slv,2003,7.9
slv,2004,8.7
slv,2005,9.1
slv,2006,9.4
slv,2007,9.7
slv,2008,9.9
slv,2009,10.2
slv,2010,10.5
slv,2011,10.7
slv,2012,10.7
slv,2013,10.7
slv,2014,10.8
slv,2015,10.6
slv,2016,9.9
slv,2017,9.2
slv,2018,8.4
slv,2019,8.3
slv,2020,7.7
som,2001,70.6
som,2002,70.5
som,2003,70.6
som,2004,70.7
som,2005,70.8
som,2006,70.9
som,2007,70.9
som,2008,70.8
som,2009,70.9
som,2010,70.4
som,2011,68.7
som,2012,65.9
som,2013,62.4
som,2014,60.4
som,2015,59.9
som,2016,59.7
som,2017,58.9
som,2018,56.6
som,2019,54.8
som,2020,53.1
srb,2001,3.1
srb,2002,3
srb,2003,2.7
srb,2004,2.5
srb,2005,2.5
srb,2006,2.5
srb,2007,2.5
srb,2008,2.5
srb,2009,2.5
srb,2010,2.5
srb,2011,2.6
srb,2012,2.6
srb,2013,3.2
srb,2014,3.7
srb,2015,4.1
srb,2016,4.2
srb,2017,4
srb,2018,3.8
srb,2019,3.7
srb,2020,3.3
stp,2001,14.7
stp,2002,12.8
stp,2003,11.2
stp,2004,9.8
stp,2005,9
stp,2006,9
stp,2007,9.8
stp,2008,11.1
stp,2009,12.1
stp,2010,13
stp,2011,13.5
stp,2012,13.3
stp,2013,12.9
stp,2014,13
stp,2015,12.9
stp,2016,12.9
stp,2017,12.5
stp,2018,12.8
stp,2019,13
stp,2020,13.5
sur,2001,11.8
sur,2002,11.5
sur,2003,10.9
sur,2004,10.3
sur,2005,9.7
sur,2006,8.8
sur,2007,8.8
sur,2008,8.3
sur,2009,7.7
sur,2010,7.3
sur,2011,7.4
sur,2012,7.4
sur,2013,7.1
sur,2014,7.3
sur,2015,7.8
sur,2016,8.3
sur,2017,8.3
sur,2018,8
sur,2019,8
sur,2020,8.2
svk,2001,6.1
svk,2002,6.2
svk,2003,6
svk,2004,5.8
svk,2005,5.5
svk,2006,5.6
svk,2007,5.4
svk,2008,4.9
svk,2009,4.7
svk,2010,5
svk,2011,5.8
svk,2012,5.6
svk,2013,5.4
svk,2014,5.8
svk,2015,5.8
svk,2016,5.6
svk,2017,4.4
svk,2018,3.9
svk,2019,3.7
svk,2020,3.8
svn,2001,2.5
svn,2002,2.5
svn,2003,2.5
svn,2004,2.5
svn,2005,2.5
svn,2006,2.5
svn,2007,2.5
svn,2008,2.5
svn,2009,2.5
svn,2010,2.5
svn,2011,2.5
svn,2012,2.5
svn,2013,2.5
svn,2014,2.5
svn,2015,2.5
svn,2016,2.5
svn,2017,2.5
svn,2018,2.5
svn,2019,2.5
svn,2020,2.5
swe,2001,2.5
swe,2002,2.5
swe,2003,2.5
